SA2_MAINCODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
212021295,62,50,112,37,54,88,0,0,0,0,0,0,7,4,7,1813,872,2689,129,104,227,41,3,45,8,0,8,10,0,10,9,8,16,17,18,33,2135,1109,3244,21,23,41,0,0,0,0,3,8,22,15,41,0,3,8,3,0,3,47,43,93,0,0,0,0,0,0,0,0,0,0,7,7,0,0,3,0,3,11,20,12,25,67,60,130,16,18,35,0,0,0,0,0,3,18,16,36,36,34,70,126,116,240,65,25,96,2449,1370,3819
212021297,104,123,230,19,27,42,3,0,3,0,0,0,12,4,8,1848,1276,3127,110,154,268,33,0,33,11,0,8,11,0,11,17,7,27,19,18,41,2187,1615,3799,7,24,31,0,0,0,4,5,6,21,11,35,3,6,10,0,0,0,38,41,78,0,0,0,0,0,0,4,3,3,7,0,4,0,0,0,7,4,14,23,4,23,65,46,117,25,15,34,0,0,0,0,0,0,22,15,35,35,84,121,126,199,324,36,19,52,2473,1981,4455
212021299,40,40,79,3,7,11,0,0,0,0,0,0,0,0,0,1568,1218,2787,73,88,162,92,3,95,10,0,10,4,3,3,7,8,17,15,7,22,1806,1376,3181,3,0,3,0,0,0,0,0,0,21,8,37,3,0,4,0,0,0,34,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,18,7,30,52,25,79,5,3,8,0,0,0,0,0,0,5,3,8,107,179,287,118,209,327,19,18,40,2116,1804,3919
212021453,77,50,129,13,16,32,0,0,0,0,0,0,5,4,11,2283,1745,4026,115,123,238,56,0,56,6,0,6,5,0,5,9,9,25,11,8,27,2588,1963,4554,13,22,29,0,0,0,3,3,3,59,33,92,3,12,13,0,0,0,71,72,141,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,6,6,18,8,28,98,82,182,12,18,28,0,0,0,0,0,0,12,18,29,75,104,183,152,248,400,29,15,45,2964,2426,5384
212021454,109,96,205,11,25,32,0,0,0,0,0,0,10,0,10,2570,1938,4500,149,163,310,50,0,50,7,0,8,3,0,8,21,9,33,13,19,37,2938,2258,5198,23,18,48,0,0,0,0,8,8,70,30,98,3,11,15,0,0,0,93,74,167,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,3,4,12,15,14,30,119,93,207,27,26,46,0,0,0,0,0,0,26,26,49,74,102,175,173,276,452,37,21,52,3369,2769,6136
212021455,130,80,208,11,28,37,0,0,0,0,0,0,4,4,6,2770,2105,4875,140,154,294,57,0,57,26,5,27,3,0,10,18,10,27,12,19,35,3174,2404,5577,21,6,33,0,0,0,4,3,6,50,20,68,3,10,16,0,3,3,80,46,125,0,0,0,0,0,0,5,0,4,0,3,6,0,0,0,5,8,7,29,11,40,116,63,175,34,23,57,0,0,0,0,0,0,33,23,58,77,129,206,191,380,567,37,29,67,3622,3026,6648
212021456,173,142,317,28,38,63,4,0,4,0,0,0,9,4,8,2672,1860,4531,141,172,310,50,0,50,15,3,11,7,0,7,24,6,29,29,38,65,3144,2262,5403,34,39,71,0,0,0,10,8,12,47,34,81,3,9,14,0,0,3,98,97,190,0,0,0,0,0,0,6,0,5,0,5,5,0,0,0,6,4,15,25,16,39,124,116,245,29,24,46,0,0,0,0,0,0,28,24,51,47,95,145,192,280,468,28,21,55,3566,2800,6365
212031300,158,178,339,23,32,52,0,0,0,0,0,0,14,0,14,3650,2546,6192,229,196,432,93,3,92,27,0,27,10,0,9,32,18,43,55,57,111,4291,3029,7320,31,33,67,0,0,0,5,4,13,31,24,56,3,10,18,3,3,7,84,74,156,0,0,0,0,0,0,3,0,4,3,5,10,0,0,0,6,5,12,45,13,55,130,94,227,25,26,46,0,0,0,0,0,0,24,26,49,65,140,200,267,490,759,60,30,89,4839,3807,8643
212031301,296,279,577,32,37,62,3,0,3,0,0,0,16,0,21,4882,3609,8493,204,321,525,78,0,78,24,0,20,9,0,9,46,12,56,31,27,57,5623,4287,9910,49,71,126,0,0,0,12,9,19,111,62,172,15,28,35,0,3,4,187,169,355,0,0,0,0,0,0,3,6,8,6,10,15,0,0,0,6,17,27,46,22,65,241,203,450,63,70,138,0,0,0,0,0,0,69,70,142,120,217,338,316,659,969,46,63,112,6412,5498,11913
212031302,236,169,404,20,33,51,0,3,3,0,0,0,8,3,12,3907,2889,6805,207,263,474,71,0,71,27,0,27,8,0,6,36,15,46,26,27,51,4551,3401,7956,22,22,51,0,0,0,4,8,14,66,42,108,8,24,26,0,3,3,107,98,202,0,0,0,0,0,0,3,3,9,0,4,4,0,0,0,3,13,14,34,18,50,146,120,267,25,26,56,0,0,0,3,0,3,28,32,62,83,164,242,249,498,748,42,25,70,5103,4234,9343
212031303,37,25,62,6,3,9,0,0,0,0,0,0,3,0,3,1815,1442,3254,70,84,151,119,3,122,8,0,6,6,0,6,9,10,24,40,31,70,2105,1603,3710,0,3,0,0,0,0,0,0,0,26,9,38,4,3,3,0,0,0,29,16,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,37,54,24,82,3,0,5,3,0,3,0,0,3,5,4,9,101,187,291,118,254,377,20,22,43,2415,2094,4509
212031304,149,145,291,17,18,35,0,0,3,0,0,0,13,6,17,3122,2172,5293,162,197,359,64,0,64,21,0,25,7,0,7,28,7,35,28,16,48,3612,2567,6183,33,27,59,0,0,0,0,3,3,51,26,78,6,15,17,11,0,11,99,70,163,0,0,0,0,0,0,3,0,3,0,3,7,0,0,0,4,3,7,30,14,42,131,87,215,19,35,57,0,0,0,3,0,3,27,40,58,47,97,142,194,395,588,40,28,68,4044,3214,7257
212031305,210,203,414,56,82,137,0,0,0,0,0,0,17,4,19,4649,2867,7523,333,370,708,89,3,99,29,0,29,15,3,18,54,11,69,45,41,79,5497,3594,9095,49,42,94,0,0,0,5,8,12,50,56,108,10,28,32,0,0,0,116,128,246,0,0,0,0,0,0,4,6,8,5,13,17,0,0,0,9,14,26,36,20,61,166,165,335,39,61,99,3,0,3,0,0,3,39,59,102,60,143,197,321,441,764,62,48,109,6152,4455,10605
212031306,311,291,607,14,17,31,0,0,0,3,3,5,13,3,15,2876,1972,4848,146,210,361,56,4,56,16,0,18,3,3,5,20,8,26,13,32,45,3478,2540,6019,19,35,59,0,0,0,10,12,23,49,31,84,6,24,30,3,0,3,92,104,193,0,0,0,0,0,0,3,0,3,0,3,5,0,0,0,5,4,10,34,19,47,125,124,250,22,35,63,0,0,0,0,0,3,27,34,64,68,144,210,198,354,556,32,27,58,3926,3226,7151
212031308,13,13,25,5,4,7,0,0,0,0,0,0,0,0,3,1541,1286,2824,68,63,133,79,4,86,9,0,13,3,0,3,14,3,16,30,30,64,1767,1401,3167,0,0,0,0,0,0,0,0,0,12,14,24,0,3,3,0,0,0,15,15,27,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,3,5,24,0,26,41,16,63,5,6,10,0,0,0,0,0,0,7,6,14,77,146,222,133,261,392,27,23,52,2053,1852,3906
212031457,105,94,207,25,24,49,0,0,0,0,0,0,3,0,3,2646,2116,4758,165,195,358,50,3,52,11,0,11,5,3,12,22,13,39,16,24,36,3046,2479,5529,16,11,27,0,0,0,0,0,3,55,41,92,9,9,18,4,0,3,78,64,144,0,0,0,0,0,0,3,5,5,3,6,6,0,0,0,3,7,15,20,13,29,104,88,192,24,14,35,0,0,0,4,0,4,25,14,39,100,182,281,190,330,526,27,19,43,3495,3108,6605
212031458,154,129,284,23,38,64,0,0,3,0,0,0,13,3,12,3163,2339,5502,178,216,396,66,0,71,16,0,16,7,0,7,20,13,33,15,20,36,3663,2758,6428,34,34,66,0,0,0,7,3,9,60,40,98,3,13,16,0,0,0,103,92,192,0,0,0,0,0,0,0,0,0,4,10,14,0,0,0,3,10,18,19,13,35,131,116,248,31,29,60,0,3,4,0,0,0,32,33,63,70,164,233,208,358,563,49,34,76,4147,3463,7608
212041309,206,164,366,48,41,89,0,0,0,0,0,0,6,3,10,1965,1464,3427,94,198,297,33,0,33,7,0,7,30,0,33,19,8,25,26,28,51,2447,1902,4347,40,39,75,0,0,0,0,3,3,57,55,117,10,20,31,3,3,7,116,118,236,0,0,0,0,0,0,3,0,3,4,13,16,0,0,0,6,12,21,25,12,38,147,145,287,36,30,67,0,3,3,0,0,0,36,31,68,55,84,137,166,273,440,25,26,49,2867,2458,5321
212041310,386,311,692,40,60,94,0,0,0,0,3,3,19,4,21,1982,1204,3189,101,193,298,27,0,27,12,0,12,16,9,22,22,9,35,52,53,110,2664,1844,4501,54,67,120,0,0,0,33,21,52,43,30,70,20,19,32,0,3,4,140,139,282,0,0,0,0,0,0,3,0,6,4,4,9,0,0,0,10,9,15,15,13,24,161,157,321,22,39,63,0,0,0,0,0,0,28,41,65,69,54,121,153,193,341,28,24,50,3099,2314,5407
212041311,351,248,600,185,189,375,3,0,8,0,0,0,23,15,34,5067,1985,7055,365,325,686,92,0,96,18,0,16,34,0,37,60,22,80,120,143,265,6315,2940,9255,72,78,148,0,0,0,16,17,30,41,26,68,14,13,28,0,3,3,147,133,273,0,0,0,0,0,0,6,0,7,10,18,23,5,3,7,16,26,41,56,23,76,211,173,392,42,33,77,0,0,0,0,0,0,42,33,77,91,125,225,293,336,630,112,55,167,7076,3665,10741
212041312,161,131,291,66,80,143,0,0,0,0,3,3,13,6,17,3903,2560,6461,196,239,439,66,0,66,18,3,18,17,3,20,31,11,44,16,38,54,4490,3075,7561,35,33,68,0,0,0,0,3,5,58,42,99,4,17,18,0,0,3,105,93,200,0,0,0,0,3,3,10,4,13,3,15,20,0,0,0,11,15,33,41,20,58,152,135,286,21,27,47,3,0,3,4,0,4,23,27,52,74,141,212,258,394,655,65,44,111,5072,3809,8881
212041313,82,56,141,22,33,54,0,0,0,0,0,0,3,0,3,1993,1656,3650,81,145,219,28,0,35,20,0,20,17,8,21,18,10,22,51,35,82,2317,1935,4246,14,7,20,0,0,0,3,0,6,51,46,91,4,6,8,0,0,0,69,61,127,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,5,3,5,20,5,26,94,65,162,9,11,27,3,0,3,0,0,0,16,11,29,95,104,197,172,307,477,21,9,32,2702,2432,5136
212041314,289,254,551,52,69,126,0,0,0,0,0,3,10,3,14,4824,3641,8461,241,433,668,81,3,81,14,0,16,26,3,24,38,19,59,42,47,84,5622,4465,10092,34,29,62,0,0,0,5,6,11,152,91,244,16,30,51,4,0,4,213,154,373,0,0,0,0,0,0,4,3,7,5,11,10,0,0,0,10,15,22,39,32,73,266,202,466,59,55,112,3,0,3,3,0,3,59,58,115,118,214,337,263,481,747,46,39,85,6381,5458,11846
212041316,60,69,126,15,27,45,0,0,0,0,0,0,5,0,10,1277,897,2177,64,84,147,25,0,25,7,0,7,8,0,8,17,3,21,13,14,22,1497,1090,2591,12,7,19,0,0,0,3,0,6,28,20,50,3,8,7,0,0,0,48,28,80,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,4,8,7,11,20,67,49,112,16,10,22,0,0,0,0,0,0,16,10,22,26,52,76,78,146,217,27,19,43,1697,1360,3063
212041317,359,359,716,83,104,192,0,0,0,3,0,5,32,4,36,3258,1756,5012,183,338,520,71,0,70,18,0,16,30,4,32,43,18,63,94,88,185,4169,2676,6849,74,82,159,0,0,0,13,23,35,44,35,77,3,21,26,4,5,11,139,164,298,0,0,0,0,0,0,10,0,8,0,16,16,0,0,0,7,18,25,33,27,61,181,205,384,30,55,85,3,0,3,0,0,0,32,57,84,71,114,186,209,266,473,73,48,122,4739,3362,8099
212041318,106,126,233,38,45,86,0,0,0,0,0,3,4,7,6,2111,1476,3586,158,209,371,43,0,47,4,0,5,9,0,11,18,5,22,21,24,42,2523,1896,4419,31,35,62,0,0,0,3,3,4,45,24,66,13,10,22,3,0,3,90,72,160,0,0,0,0,0,0,3,4,7,8,15,18,0,0,0,10,14,29,19,9,24,119,97,213,23,39,64,0,0,0,0,0,0,23,39,63,38,59,89,102,176,275,30,22,55,2831,2288,5123
212041459,292,294,589,37,45,75,0,0,0,3,3,5,13,9,23,2235,1224,3452,104,166,264,26,3,33,9,0,9,13,4,17,25,8,34,33,16,51,2789,1771,4558,38,34,75,0,0,0,12,17,31,42,23,57,3,8,17,3,0,4,102,85,186,0,0,0,0,0,0,3,0,3,0,6,6,0,0,0,6,8,12,21,6,35,129,97,227,19,38,51,0,0,0,0,0,0,19,41,58,43,46,87,143,208,349,51,26,75,3166,2188,5350
212041460,343,288,635,31,43,76,0,0,0,3,0,3,9,6,14,2888,1817,4706,187,262,449,42,0,40,12,0,12,6,3,10,36,13,43,26,48,77,3595,2481,6074,57,59,112,0,0,0,17,9,31,48,39,84,10,12,17,4,0,9,133,122,252,0,0,0,0,0,0,11,6,17,4,3,9,3,0,3,12,12,25,39,25,60,187,156,337,26,31,54,3,3,3,3,0,3,28,31,62,51,87,144,185,295,484,71,43,115,4115,3090,7204
212051319,485,433,916,58,76,135,0,0,0,11,16,28,12,7,21,2776,2307,5083,121,215,334,25,0,25,39,0,38,71,15,84,26,11,42,72,59,133,3688,3139,6823,35,40,77,0,0,0,29,35,63,111,68,180,11,25,34,10,11,17,203,176,376,0,0,0,0,3,3,0,0,0,5,7,7,4,0,3,10,13,20,19,29,51,230,218,450,39,56,96,0,3,6,4,0,4,41,55,97,165,174,336,256,462,718,40,27,69,4417,4076,8500
212051320,505,330,836,105,194,301,0,0,0,10,3,10,16,11,24,2371,1478,3845,116,210,325,23,0,23,22,5,26,71,15,88,33,10,39,348,312,661,3612,2566,6175,116,120,236,0,0,0,32,28,56,67,37,100,5,27,30,9,4,14,232,217,444,0,0,0,5,3,6,3,4,7,7,13,22,3,8,15,16,30,44,25,11,37,268,258,527,84,75,158,0,0,0,0,0,0,84,75,158,96,91,186,335,469,798,33,17,47,4431,3469,7896
212051321,442,296,737,71,79,146,6,0,6,7,5,12,8,3,16,2981,2422,5401,153,251,401,22,0,22,20,0,20,43,3,43,39,20,59,77,88,160,3855,3168,7024,109,64,173,0,0,0,26,20,50,102,71,173,14,30,43,6,3,9,263,185,444,0,0,0,3,3,3,5,0,5,0,9,13,0,0,0,6,16,24,44,16,60,312,217,530,82,50,130,3,3,6,5,0,3,87,53,143,249,238,492,267,417,683,39,41,81,4805,4130,8935
212051322,479,339,818,65,91,154,0,0,0,7,0,8,6,3,12,2772,2254,5022,125,236,362,19,0,19,23,0,27,34,8,38,22,11,34,88,114,207,3643,3063,6703,73,50,120,0,0,0,42,28,74,80,61,141,18,15,37,12,0,11,216,157,376,0,0,0,3,3,7,7,3,7,3,14,12,0,0,0,14,16,26,33,26,56,258,198,460,61,30,100,3,0,4,0,0,0,67,33,100,202,211,408,261,370,637,35,25,59,4465,3909,8372
212051323,382,313,703,28,49,76,0,0,0,7,10,14,3,8,9,2289,1942,4235,95,176,266,18,0,18,11,0,18,53,7,54,16,11,23,39,46,84,2956,2551,5509,34,32,69,0,0,0,19,28,47,80,62,144,12,19,31,7,0,6,151,146,301,0,0,0,0,0,0,0,3,3,0,3,5,0,0,0,0,11,11,14,23,35,170,175,344,33,33,69,0,0,3,0,0,0,35,38,73,152,174,324,236,365,600,24,21,47,3571,3328,6894
212051324,493,357,853,58,66,131,3,0,3,4,0,9,3,3,7,2761,2282,5043,117,185,300,31,0,31,22,0,27,65,20,83,20,15,34,58,69,132,3633,3005,6640,58,48,103,0,0,0,23,28,49,82,54,140,7,18,24,8,3,15,183,147,336,0,0,0,0,3,3,3,0,4,0,6,7,0,0,0,7,4,10,20,12,31,210,164,379,39,29,66,0,0,0,3,0,3,39,29,72,203,206,410,262,467,731,43,36,70,4389,3915,8308
212051325,190,149,340,43,82,122,0,0,0,3,0,3,16,0,14,3477,2704,6184,132,209,340,57,0,54,21,3,21,19,4,22,23,15,40,41,38,76,4015,3205,7221,64,47,109,0,0,0,7,0,10,136,82,221,7,18,23,4,0,4,209,148,359,0,0,0,0,0,0,7,0,5,14,4,17,3,0,3,20,5,31,28,12,34,261,165,423,56,49,102,0,0,3,0,0,0,56,52,103,132,170,305,246,430,669,42,37,83,4751,4057,8813
212051326,651,576,1225,94,136,231,4,0,4,3,0,3,14,9,15,3273,2533,5805,150,228,374,48,3,49,36,0,37,83,17,101,36,13,51,112,117,235,4506,3635,8139,111,82,190,0,0,0,43,29,69,73,69,142,7,26,28,22,3,30,253,206,463,0,0,0,0,4,7,3,3,8,0,14,10,3,0,3,12,18,32,31,20,49,293,246,542,63,66,130,0,4,3,0,0,3,68,74,140,138,197,340,311,543,855,32,30,62,5352,4723,10070
212051327,192,127,311,38,48,86,3,0,3,3,3,5,7,4,7,3223,2748,5971,109,241,354,40,0,40,15,0,15,31,6,39,28,13,41,37,41,77,3730,3219,6947,75,46,118,0,0,0,0,3,3,161,88,248,9,24,36,3,0,3,259,159,414,0,0,0,0,0,0,4,3,7,11,5,16,0,0,0,12,10,28,38,27,61,305,199,501,48,41,97,0,0,4,0,0,0,54,48,95,231,274,512,248,411,652,36,34,65,4599,4182,8778
213011328,241,223,459,13,21,38,0,0,0,0,0,0,6,3,9,1231,645,1874,95,70,165,18,0,18,16,0,16,17,3,18,6,0,11,15,18,33,1654,992,2642,32,33,67,0,0,0,19,18,39,22,15,42,0,5,10,0,3,3,82,78,155,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,4,7,12,0,19,99,82,180,21,29,50,0,0,0,0,0,0,21,29,50,18,35,51,102,146,245,33,11,43,1915,1298,3219
213011329,134,179,309,13,15,25,0,0,0,0,0,0,10,0,12,1746,1199,2945,89,170,258,27,0,27,7,0,7,7,0,7,13,12,18,16,15,32,2054,1591,3640,27,22,52,0,0,0,3,3,3,58,42,96,3,19,17,0,0,3,86,89,173,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,7,18,10,24,110,103,213,27,31,58,0,0,0,0,0,0,27,31,58,25,84,108,124,187,314,23,15,42,2365,2005,4375
213011330,314,368,679,47,61,113,0,3,3,0,12,10,24,9,35,4468,2882,7350,239,382,617,78,0,81,18,4,24,19,3,20,44,17,58,37,40,82,5287,3785,9073,47,65,119,0,0,0,10,28,38,100,120,222,13,27,43,4,0,7,182,242,424,0,0,0,0,0,0,10,0,9,0,10,9,0,3,3,12,14,22,34,27,58,228,281,506,51,75,130,0,0,0,3,0,3,53,74,133,68,156,220,325,493,818,69,66,138,6028,4863,10888
213011331,89,126,213,11,19,22,0,0,0,0,0,0,8,0,13,1454,1032,2486,82,136,220,26,0,31,3,0,5,8,0,4,8,5,18,3,7,10,1696,1322,3020,19,28,48,0,0,0,3,3,6,25,29,54,5,12,22,3,4,4,52,72,131,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,22,11,27,75,89,158,10,18,31,0,0,0,0,0,0,10,18,31,18,43,64,95,158,251,31,21,50,1925,1658,3587
213011332,166,140,306,12,10,22,0,0,0,0,5,5,14,5,19,2371,1795,4165,126,183,310,48,3,49,16,0,17,13,3,16,18,13,31,21,23,44,2799,2173,4976,25,19,42,0,0,0,4,12,19,36,28,60,14,10,21,4,0,4,80,63,146,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,6,4,10,21,9,36,110,81,191,20,20,38,0,0,3,0,0,0,22,20,42,50,72,121,165,275,438,48,39,89,3191,2664,5851
213011333,109,140,248,21,18,45,4,0,3,0,0,0,8,0,10,2090,1312,3405,120,173,289,34,0,34,8,0,10,3,3,4,19,0,26,7,20,26,2427,1668,4101,31,49,77,0,0,0,3,8,7,47,32,81,4,8,12,0,0,0,86,99,183,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,3,4,4,18,13,28,104,114,220,31,35,58,0,0,0,0,0,0,31,34,64,32,52,83,142,222,370,71,42,108,2804,2135,4945
213011334,356,399,760,23,25,47,0,0,0,0,5,4,14,9,20,2782,1570,4354,198,242,438,57,0,57,11,0,9,10,4,12,34,11,47,36,36,75,3526,2312,5837,38,50,89,0,0,0,18,21,43,46,41,84,8,10,22,12,3,13,123,128,250,0,0,0,0,0,0,6,3,8,4,0,3,0,0,0,7,4,15,29,21,45,164,148,313,30,42,73,0,0,0,0,0,0,30,42,73,57,86,144,203,252,451,77,57,138,4062,2900,6961
213011335,365,440,799,19,41,61,0,0,0,0,3,3,31,0,33,2419,1300,3713,175,206,375,37,0,37,11,0,11,11,0,15,30,8,41,31,50,75,3115,2036,5156,31,44,71,0,0,0,26,27,58,29,24,58,8,22,26,0,0,0,93,125,218,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,3,33,10,40,130,132,263,27,39,66,0,0,0,0,0,0,27,39,67,24,64,92,167,221,391,67,58,125,3536,2559,6093
213011336,291,268,554,45,55,104,0,0,0,0,0,0,23,3,22,1482,814,2291,73,110,187,13,0,13,15,0,18,29,11,40,15,11,24,33,57,82,2023,1322,3341,48,50,100,0,0,0,33,24,61,31,22,54,0,15,16,7,3,5,112,115,226,0,0,0,0,0,3,3,0,3,0,3,4,0,0,0,5,7,10,15,5,23,139,131,265,21,31,51,0,0,0,0,0,0,21,31,51,35,46,81,118,198,316,38,22,64,2377,1742,4120
213011337,104,119,223,44,55,95,0,0,0,4,4,6,8,3,14,1783,1104,2883,94,186,286,28,3,29,17,0,17,13,6,16,15,10,23,33,26,56,2134,1504,3644,36,41,75,0,0,0,3,5,11,33,34,61,4,20,29,3,3,4,77,104,179,0,0,0,0,0,0,0,4,6,3,3,3,0,0,0,3,9,9,21,6,26,102,123,219,25,42,64,0,0,0,0,0,0,27,42,62,44,68,108,117,161,278,60,38,91,2477,1931,4412
213011338,205,240,448,27,48,73,0,0,0,3,5,6,8,4,15,2887,1696,4588,185,261,443,34,3,35,16,0,20,28,7,37,17,8,24,33,40,71,3461,2310,5764,61,74,134,0,0,0,0,15,16,66,51,114,13,20,31,6,3,12,146,165,308,0,0,0,0,0,0,5,0,3,0,3,3,0,0,0,5,4,11,26,26,48,171,197,371,38,59,99,3,0,3,0,3,3,45,63,104,63,89,157,199,267,462,68,44,104,4002,2968,6963
213011339,305,351,659,18,15,33,0,0,0,0,6,3,8,0,12,2145,1451,3600,112,137,248,39,0,35,13,4,13,4,0,6,14,9,26,20,32,47,2676,2011,4683,28,27,60,0,0,0,18,21,36,47,24,74,5,15,17,3,0,4,101,86,187,0,0,0,0,0,0,6,0,6,3,0,7,0,0,0,4,0,8,19,10,22,130,92,221,17,36,50,0,0,0,0,0,0,21,40,53,44,74,119,179,294,474,31,23,59,3075,2532,5606
213011340,261,268,529,14,17,28,3,0,3,0,0,3,10,0,14,3699,2865,6561,165,225,393,54,0,56,12,0,12,24,4,23,25,9,32,16,39,59,4274,3433,7705,38,24,61,0,0,0,7,9,20,51,44,95,10,15,27,0,0,0,108,89,199,0,0,0,0,0,0,3,5,9,0,3,6,0,0,3,4,13,17,27,15,41,138,113,254,37,28,59,0,0,3,0,3,3,40,28,69,92,149,235,289,444,731,42,40,82,4883,4202,9089
213021341,376,423,800,18,28,46,0,0,0,0,0,0,6,6,12,2039,1580,3619,88,116,204,27,0,28,24,3,25,50,6,57,23,13,28,57,62,119,2709,2237,4951,20,27,48,0,0,0,16,32,43,35,53,80,8,16,20,9,3,16,85,126,216,0,0,0,0,0,0,4,3,6,4,8,8,0,0,0,3,6,9,26,8,37,115,145,263,19,21,36,0,0,3,3,0,4,21,24,43,84,138,221,179,329,510,18,16,36,3135,2890,6025
213021342,334,319,659,34,39,77,0,0,0,4,0,4,7,3,9,3386,2544,5930,157,212,372,43,3,47,29,3,34,34,10,45,22,20,41,24,39,68,4079,3194,7278,57,57,115,0,0,0,25,23,40,61,67,135,11,25,39,7,8,11,166,178,337,0,0,0,0,0,3,3,3,9,0,3,7,0,0,3,7,13,15,45,21,64,214,205,419,43,74,116,0,0,0,0,0,3,48,75,118,60,128,188,330,484,811,53,35,89,4782,4120,8906
213021343,98,131,229,70,86,159,0,0,0,0,4,3,9,3,15,2203,1428,3634,105,134,241,38,0,34,33,5,35,42,6,47,15,6,23,41,38,84,2659,1846,4504,47,53,101,0,0,0,3,7,11,51,51,103,11,17,28,0,0,0,121,123,246,0,0,0,10,11,20,3,0,9,0,0,0,0,0,5,11,17,32,15,18,38,155,162,311,37,43,80,0,4,4,3,0,3,40,48,90,62,110,166,172,281,456,41,31,70,3128,2473,5601
