SA2_MAINCODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
213031351,421,36,0,0,36,3,460,39,200,6,0,207,0,243,0,20,5,0,23,0,29,0,0,0,0,0,0,0,41,218,11,0,230,0,273,0,0,0,0,0,3,3,463,251,11,0,267,3,736,292,13,0,0,13,0,307,38,97,0,0,97,0,136,0,21,3,0,22,0,22,0,0,0,0,0,0,0,38,117,5,0,123,0,157,3,0,0,0,0,0,3,334,126,5,0,132,0,469,100,7,0,0,7,0,107,9,48,5,0,57,0,59,0,5,0,0,5,0,5,0,0,0,0,0,0,0,9,59,5,0,61,0,67,0,0,0,0,0,0,0,105,60,5,0,68,0,170,49,3,0,0,3,0,57,6,15,3,0,18,0,26,0,5,3,0,9,0,9,0,0,0,0,0,0,0,6,21,5,0,25,0,34,0,0,0,0,0,0,0,63,26,3,0,33,0,91,79,3,0,0
213031352,772,40,0,0,41,3,810,56,103,3,0,106,0,165,3,3,6,0,11,0,12,0,0,0,0,0,0,0,59,112,7,0,116,0,176,0,0,0,0,0,0,0,831,150,7,0,158,3,988,611,24,3,0,31,0,640,47,84,0,0,86,0,131,0,8,3,0,8,0,8,0,0,0,0,0,0,0,47,91,3,0,95,0,140,0,0,0,0,0,0,0,657,118,10,0,121,0,781,260,20,0,0,23,0,279,12,46,0,0,47,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46,3,0,47,0,61,0,0,0,0,0,0,0,271,66,3,0,66,0,343,132,10,0,0,10,0,149,9,14,3,0,19,0,25,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,17,3,0,17,0,26,0,0,0,0,0,0,0,144,30,6,0,30,0,175,165,11,0,0
213041353,967,25,0,0,27,0,989,28,59,0,0,65,0,96,0,4,0,0,4,0,3,0,3,0,0,3,0,3,28,70,0,0,66,0,96,3,0,0,0,0,0,3,999,94,0,0,92,0,1097,997,25,0,0,25,3,1020,32,59,0,0,59,0,91,0,4,0,0,4,0,4,0,3,0,0,3,0,3,32,63,0,0,68,0,97,6,0,0,0,0,0,8,1032,88,0,0,86,5,1123,507,24,0,0,24,0,535,13,20,0,0,21,0,29,0,0,3,0,3,0,3,0,0,0,0,0,0,0,13,18,5,0,20,0,36,0,0,0,0,0,0,0,520,38,5,0,47,0,564,315,11,0,0,11,3,331,3,14,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,14,0,19,0,0,0,0,0,0,0,325,22,0,0,22,3,351,464,20,0,0
213041355,592,70,3,0,77,3,672,56,513,11,3,528,0,592,0,12,9,0,28,0,27,0,4,0,0,4,0,4,63,534,21,3,560,0,620,0,0,0,0,0,3,3,650,604,27,10,637,10,1291,664,61,0,0,62,4,728,66,502,13,3,521,0,583,0,12,16,0,28,0,29,6,3,0,3,10,0,10,68,521,23,8,550,0,623,0,0,0,0,0,0,0,734,580,30,7,616,5,1355,406,36,0,0,40,3,448,29,308,6,0,320,0,342,0,7,4,0,16,0,16,0,0,0,3,3,0,3,29,320,15,3,341,0,365,0,0,0,0,0,0,0,437,356,18,3,375,4,816,271,29,0,0,25,0,295,26,184,3,0,183,0,212,0,6,0,0,10,0,10,0,0,0,0,0,0,0,26,187,6,0,199,0,225,0,0,0,0,0,0,0,294,212,8,0,224,0,521,306,25,0,0
213041356,616,32,0,0,32,0,647,59,170,13,0,185,0,247,0,10,17,0,31,0,31,0,3,4,3,11,0,11,59,186,39,3,223,0,286,0,0,0,0,0,0,0,675,216,39,3,251,5,933,620,25,0,0,25,0,644,33,151,11,3,162,0,198,0,20,21,0,38,0,42,0,4,0,0,3,0,3,37,173,28,3,208,0,244,0,0,0,0,0,0,0,653,202,28,3,235,0,887,313,18,0,0,16,0,334,16,81,6,0,87,0,107,3,8,7,0,16,0,15,0,0,0,0,0,0,0,16,88,16,0,108,0,128,0,0,0,0,0,0,0,334,110,16,3,120,4,462,178,5,0,0,6,0,181,5,47,3,0,54,0,56,0,4,9,0,13,0,13,0,0,0,0,0,0,0,5,59,9,0,68,0,69,0,0,0,0,0,0,3,184,66,9,0,71,0,257,232,19,0,0
213041357,917,69,0,0,67,3,991,84,408,15,0,425,0,510,0,42,28,0,76,0,76,0,3,0,3,7,0,6,81,461,39,4,502,0,585,0,0,0,3,3,0,3,1004,527,43,10,575,3,1583,775,46,0,0,46,4,826,60,336,7,0,346,0,407,0,42,17,0,59,0,65,4,3,0,4,5,0,8,65,381,27,5,413,0,481,0,0,0,0,0,0,6,839,424,27,5,459,4,1311,383,15,0,0,16,0,402,20,154,9,0,162,0,176,0,12,11,0,26,0,26,0,0,0,0,4,0,3,22,169,15,0,186,0,206,0,0,0,0,0,0,0,400,184,18,0,207,0,607,242,12,0,0,16,0,257,12,67,3,3,78,0,84,0,9,3,0,14,0,14,0,0,0,0,3,0,6,9,80,9,6,91,0,102,0,0,0,0,0,0,0,253,99,9,6,108,0,361,259,14,0,0
213041358,746,68,0,3,70,3,813,60,241,4,0,243,0,307,9,12,15,0,29,0,35,0,0,0,0,0,0,0,70,255,17,0,274,0,344,0,3,0,0,3,4,6,810,323,20,5,347,6,1169,606,36,0,0,36,0,642,50,225,7,0,230,0,282,0,20,11,0,32,0,32,0,3,0,0,4,0,4,54,249,13,3,266,0,320,4,3,0,0,3,3,6,654,289,13,3,304,3,966,299,15,0,0,15,0,315,31,111,4,0,118,0,147,0,9,7,0,17,0,17,0,3,0,0,3,0,3,31,120,16,0,137,0,166,0,0,0,0,0,3,3,329,138,16,0,154,3,485,196,9,0,0,8,0,208,9,69,8,0,78,0,87,0,4,5,0,14,0,14,0,4,0,0,3,0,3,9,82,10,0,91,0,102,3,0,0,0,0,0,3,208,88,10,5,106,0,315,267,12,0,0
213041359,38,3,0,0,3,0,42,3,18,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,18,0,22,0,0,0,0,0,0,0,38,27,0,0,27,0,63,35,7,0,0,7,0,40,3,13,0,0,13,0,18,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,14,0,0,14,0,18,0,0,0,0,0,0,0,39,20,0,0,20,0,58,38,0,0,0,0,0,38,0,9,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,6,0,0,0,0,0,0,0,38,9,0,0,9,0,42,14,0,0,0,0,0,19,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,14,8,0,0,8,0,21,23,0,0,0
213041360,632,73,0,3,81,0,709,96,673,24,0,698,0,789,0,25,21,0,52,0,52,0,5,0,0,3,0,10,96,706,43,0,753,0,846,0,0,0,0,0,0,0,721,782,46,3,835,0,1560,773,62,0,0,67,0,840,95,823,18,6,837,0,936,0,44,23,0,67,0,65,0,0,0,0,0,0,6,102,866,37,7,910,0,1006,0,0,0,0,0,0,3,876,930,35,6,980,0,1848,313,24,0,0,24,5,340,39,387,14,0,407,0,444,0,25,18,0,40,0,40,0,3,0,4,7,0,7,44,417,34,3,453,0,493,0,0,0,0,0,3,3,353,443,34,3,473,8,832,193,17,0,0,17,0,207,19,217,8,4,227,0,248,0,18,12,0,22,0,22,0,0,0,0,0,0,0,21,228,20,3,252,0,274,0,0,0,0,0,0,0,210,248,20,3,270,0,478,219,18,0,0
213041461,83,3,0,0,3,0,86,10,122,3,3,126,0,139,0,7,5,0,13,0,13,0,0,0,0,0,0,0,13,131,8,3,141,0,154,0,0,0,0,0,0,0,99,134,8,3,149,0,244,115,4,0,0,4,0,127,11,123,5,0,128,0,134,0,9,3,0,13,0,13,3,0,0,0,0,0,0,11,132,7,3,140,0,154,0,0,0,0,0,0,0,129,136,7,3,148,0,276,60,4,0,0,4,0,66,6,83,4,3,89,0,98,0,3,7,0,9,0,9,0,0,0,0,0,0,0,6,88,13,3,104,0,105,0,0,0,0,0,0,0,59,95,13,3,107,0,171,33,3,0,0,3,0,33,3,57,7,0,63,0,67,0,0,8,0,5,0,5,0,0,0,0,0,0,0,3,58,12,0,72,0,75,0,0,0,0,0,0,0,36,62,12,0,76,0,110,29,5,0,0
213041462,183,27,0,0,27,0,203,42,317,5,3,329,0,369,0,35,14,0,48,0,48,0,0,0,0,0,0,0,42,356,19,3,379,0,413,0,0,0,0,0,0,0,222,375,19,3,402,0,620,145,13,0,0,13,0,158,40,295,11,4,310,0,348,0,23,4,0,33,0,34,0,0,0,0,0,0,0,37,316,21,4,340,0,381,0,0,0,0,0,0,0,181,330,21,4,352,0,532,43,11,0,0,11,0,51,10,114,9,0,120,0,126,0,13,10,0,20,0,20,0,0,0,0,0,0,0,10,125,16,0,140,0,149,0,0,0,0,0,0,0,51,138,16,0,155,0,201,23,3,0,0,3,0,29,3,57,6,3,71,0,71,0,16,8,0,17,0,17,0,0,0,0,0,0,0,3,76,13,3,87,0,92,0,0,0,0,0,0,0,25,76,13,3,90,0,120,33,9,0,0
213041463,478,79,0,0,79,0,553,78,631,12,3,646,0,725,3,20,23,0,45,0,47,0,9,0,0,10,0,10,80,662,36,9,697,0,782,0,0,0,0,0,0,0,561,734,36,9,774,0,1336,584,67,0,0,67,0,655,73,651,18,3,674,0,746,0,10,21,0,32,0,32,0,7,3,0,10,0,10,73,666,41,0,715,0,789,0,0,0,0,0,0,0,658,731,41,0,775,0,1437,352,27,0,0,26,0,382,40,370,21,0,388,0,434,0,12,6,0,20,0,23,0,0,0,0,0,0,0,47,384,26,0,409,0,458,0,0,0,0,0,0,0,395,409,31,0,442,0,837,187,13,0,0,13,0,202,15,219,7,3,230,0,248,0,11,9,0,18,0,18,0,3,0,0,3,0,3,15,235,20,3,256,0,267,0,0,0,0,0,0,0,203,246,20,3,270,0,467,245,18,3,0
213051361,399,35,0,0,35,0,431,42,407,24,3,431,0,474,0,39,23,0,67,0,67,0,0,0,0,0,0,0,42,445,53,6,499,0,545,0,0,0,0,0,0,3,441,483,53,6,538,0,980,414,34,0,0,34,0,450,35,365,11,0,379,4,421,0,36,20,0,52,0,52,0,0,0,3,8,0,8,35,400,35,6,434,4,479,0,0,0,0,0,0,4,449,437,35,6,470,3,928,264,11,0,0,11,0,278,18,175,8,0,180,3,201,0,17,18,0,33,0,33,0,0,0,0,0,0,0,18,192,17,0,212,3,238,4,0,0,0,0,0,4,286,212,17,0,228,3,521,222,8,0,0,8,0,234,14,110,13,0,120,0,137,0,13,16,0,26,0,26,0,0,0,0,0,0,0,14,127,25,0,150,0,166,0,0,0,0,0,0,0,234,135,25,0,161,0,395,341,23,0,0
213051362,328,28,0,0,28,0,358,66,500,26,0,529,0,590,0,48,54,0,104,0,104,0,0,0,0,0,0,3,67,553,78,0,629,0,698,0,0,0,0,0,0,3,394,582,78,0,663,0,1056,317,23,0,0,23,0,338,54,365,28,3,397,0,446,0,38,70,0,112,0,112,0,0,0,0,3,0,3,57,405,100,3,508,0,562,0,0,0,0,0,0,0,376,429,100,3,531,0,909,217,17,0,0,14,3,236,27,175,14,0,198,0,222,0,23,44,0,71,0,71,0,0,0,0,0,0,0,27,200,65,0,266,0,292,0,0,0,0,0,0,0,240,216,60,0,283,3,525,136,10,0,0,8,0,150,16,102,8,0,107,0,130,0,7,30,0,42,0,42,0,3,0,0,4,0,4,16,115,36,0,154,0,174,0,0,0,0,0,0,0,158,127,40,0,165,0,324,212,11,0,0
213051363,175,23,0,0,23,0,194,33,411,10,0,425,0,455,0,22,32,0,59,0,59,0,8,0,0,3,0,8,36,442,42,0,487,0,519,0,0,0,0,0,0,0,209,462,42,0,504,0,710,106,8,0,0,8,0,114,12,200,16,0,215,0,224,0,14,41,0,61,0,61,0,0,0,0,0,0,0,16,215,57,0,271,0,287,0,0,0,0,0,0,0,122,230,57,0,281,0,405,47,7,0,0,7,0,53,9,76,9,0,89,0,101,0,3,19,0,22,0,22,0,0,0,0,0,0,0,9,82,28,0,108,0,117,0,0,0,0,0,0,0,57,92,28,0,114,0,174,20,0,0,0,0,0,21,0,40,7,0,46,0,49,0,6,14,0,14,0,14,0,0,0,0,0,0,0,0,48,20,0,61,0,68,0,0,0,0,0,0,0,18,47,20,0,64,0,83,47,0,0,0
213051365,848,91,4,3,90,0,944,113,2322,40,12,2371,0,2481,3,121,22,0,146,0,150,0,7,0,4,8,0,12,113,2449,63,10,2524,0,2642,0,3,0,0,3,0,3,963,2546,68,15,2622,0,3588,749,58,5,0,64,0,815,84,1717,37,7,1755,0,1839,4,97,21,0,119,0,119,4,10,0,0,12,0,18,93,1816,57,6,1886,0,1978,0,9,0,0,9,3,7,845,1884,59,6,1956,3,2800,328,36,0,0,36,3,362,30,693,16,0,711,0,746,0,49,17,0,64,0,64,0,3,0,0,3,0,3,30,748,36,0,780,0,815,0,0,0,0,0,0,3,360,786,32,0,816,3,1180,189,15,0,0,16,0,202,15,366,9,0,372,0,388,0,29,6,0,35,0,37,0,0,0,0,0,0,0,17,389,19,0,411,0,426,0,0,0,0,0,0,0,210,402,15,0,419,0,628,296,17,4,0
213051366,349,67,0,0,67,0,421,78,1975,49,14,2035,0,2115,3,94,21,3,117,0,119,0,16,0,3,18,0,18,80,2079,73,21,2171,0,2259,0,0,0,0,4,9,10,430,2147,73,21,2245,9,2685,279,35,0,0,35,0,314,45,1264,49,15,1328,3,1378,0,70,15,0,91,0,88,0,5,0,3,11,0,11,44,1338,72,17,1433,3,1480,0,0,0,0,0,0,8,322,1380,72,24,1469,7,1799,117,14,0,0,14,0,126,16,416,21,4,442,0,458,0,36,13,0,43,0,43,0,3,0,4,6,0,6,16,450,33,15,496,0,511,0,0,0,0,0,3,3,131,465,33,15,512,3,640,55,9,0,0,9,0,55,6,194,10,4,211,0,217,0,22,3,0,25,0,20,0,0,0,0,5,0,5,7,215,19,4,231,0,243,0,0,0,0,0,0,0,63,223,19,4,240,3,301,72,4,0,0
213051368,325,11,0,0,12,0,337,38,95,3,0,96,0,132,0,17,16,0,33,0,33,0,0,0,0,0,0,0,38,111,22,0,134,0,169,0,0,0,0,0,0,0,362,118,22,0,143,0,500,274,19,0,0,19,0,295,16,73,3,3,81,0,94,0,13,27,0,34,0,38,0,0,0,0,0,0,0,20,83,33,3,117,0,132,0,0,0,0,0,0,0,291,101,33,3,131,0,428,153,9,0,0,12,0,160,12,44,3,0,51,0,60,0,4,25,0,30,0,30,0,0,0,0,0,0,0,12,49,25,0,76,0,91,0,0,0,0,0,0,0,162,58,27,0,83,0,253,109,4,0,0,4,0,111,4,39,0,0,39,0,43,0,4,8,0,19,0,19,0,0,0,0,0,0,0,4,43,8,0,59,0,62,0,0,0,0,0,0,0,113,49,8,0,65,0,175,175,9,0,0
213051369,895,48,0,0,48,0,949,65,780,14,6,794,0,857,0,55,17,0,73,0,68,0,0,0,3,6,0,6,70,833,30,9,869,0,934,3,0,0,0,0,0,6,970,881,30,9,916,0,1892,867,36,0,0,36,0,904,48,518,16,0,532,0,577,3,45,30,0,76,0,77,0,0,0,0,3,0,3,54,565,46,3,608,0,665,0,0,0,0,0,0,0,914,603,46,3,648,0,1562,395,14,0,0,14,0,409,30,171,9,0,187,0,210,0,19,23,0,40,0,45,0,0,0,0,3,0,3,28,197,29,0,225,0,256,0,0,0,0,0,0,0,427,211,29,0,245,0,667,242,3,0,0,3,0,251,11,105,6,0,118,0,129,0,13,16,0,20,0,20,0,0,0,0,0,0,0,15,115,25,0,138,0,154,0,5,0,0,5,0,4,255,125,25,0,150,3,409,284,7,0,0
213051464,441,34,0,0,34,0,474,77,410,14,4,428,0,509,0,34,10,0,38,0,38,0,3,0,0,3,0,3,77,443,24,5,474,0,551,0,0,0,0,0,0,0,519,482,24,5,508,0,1025,455,24,0,0,24,0,481,61,292,10,0,311,0,365,0,22,14,0,35,0,35,0,0,0,0,0,0,0,61,317,31,0,352,0,408,0,0,0,0,0,0,0,519,340,31,0,372,0,885,211,13,0,0,13,0,224,18,125,3,0,125,0,151,0,15,9,0,26,0,24,0,0,0,0,0,0,0,22,146,13,0,151,0,179,0,0,0,0,0,0,0,232,159,13,0,173,0,401,126,3,0,0,3,0,133,15,48,3,0,51,0,66,0,3,6,0,14,0,14,0,3,0,0,3,0,3,15,58,9,0,63,0,76,0,0,0,0,0,0,0,139,66,9,0,69,0,215,175,4,0,0
213051465,762,55,0,0,61,0,824,105,994,31,7,1033,0,1138,3,44,18,0,68,0,74,0,0,0,3,3,0,3,108,1045,54,6,1103,0,1215,4,0,0,0,0,3,3,876,1096,54,7,1160,4,2037,922,52,0,3,51,0,977,92,775,26,3,801,0,888,0,29,14,0,45,0,47,0,0,0,3,5,0,5,88,807,35,8,847,0,945,3,0,0,0,0,0,3,1019,855,35,5,905,0,1924,437,30,0,0,32,0,469,50,344,12,0,354,0,406,0,10,14,0,25,0,25,0,0,0,0,3,0,3,50,355,25,0,385,0,431,0,0,0,0,0,0,0,485,387,25,4,421,0,902,207,14,0,0,16,0,231,23,201,3,0,204,0,227,0,10,8,0,23,0,23,0,0,0,0,0,0,0,23,207,13,3,225,0,245,3,0,0,0,0,0,3,236,225,13,3,241,0,477,281,18,0,0
213051466,509,51,0,0,51,0,562,67,957,17,3,978,0,1044,0,49,14,0,63,0,64,0,3,0,3,7,0,7,70,1011,32,5,1044,0,1119,0,4,0,0,4,0,9,579,1066,32,5,1104,0,1687,414,40,0,0,39,0,452,46,693,12,0,702,0,749,0,32,11,3,44,0,48,0,3,0,0,3,0,3,49,723,26,3,750,0,797,0,3,0,0,3,0,8,462,764,26,3,794,0,1259,179,23,0,0,23,0,204,13,233,4,0,242,0,258,0,16,15,0,30,0,30,0,0,0,0,0,0,0,13,249,19,0,273,0,288,0,0,0,0,0,0,0,197,271,19,0,291,3,492,98,7,0,0,7,0,104,10,93,3,0,91,0,101,0,7,4,0,12,0,12,0,0,0,0,0,0,0,10,94,7,0,106,0,110,0,0,0,0,0,0,0,103,104,7,0,111,0,218,127,0,0,0
213051467,410,35,0,0,35,0,449,37,398,34,0,434,0,470,0,57,97,0,155,0,151,4,4,0,0,4,0,8,44,462,129,0,595,0,633,0,0,0,0,0,3,3,455,499,129,0,632,3,1083,412,22,0,0,22,0,439,22,293,30,5,317,0,340,0,71,107,0,174,0,174,0,0,0,0,0,0,3,26,361,134,5,496,0,524,0,0,0,0,0,3,3,437,383,134,5,522,3,959,216,8,0,0,8,0,227,26,148,11,0,158,0,185,0,22,46,0,70,0,72,3,0,0,0,0,0,3,28,172,56,0,230,0,256,0,0,0,0,0,0,0,249,180,56,0,242,0,490,143,7,0,0,7,0,143,16,78,0,0,76,0,93,0,17,40,0,48,0,48,0,0,0,0,0,0,0,21,91,39,0,125,0,147,0,0,0,0,0,0,0,159,94,39,0,130,0,291,204,11,0,0
213051468,349,19,0,3,25,0,374,16,165,12,0,175,3,200,4,11,3,3,18,0,22,0,0,0,0,0,0,0,20,179,16,4,197,3,223,0,0,0,0,0,0,0,371,200,16,6,220,3,596,385,12,0,0,12,0,396,13,109,3,0,113,0,122,0,13,16,5,31,0,31,0,3,0,0,3,0,3,13,121,17,5,141,0,149,0,0,0,0,0,0,0,390,135,17,5,152,3,546,232,13,0,0,13,0,248,6,48,4,0,48,0,57,0,4,5,0,10,0,10,0,0,0,0,0,0,0,6,53,9,0,64,0,76,0,0,0,0,0,0,0,238,61,9,0,74,3,321,142,5,0,0,5,0,148,10,28,0,0,28,0,39,0,7,8,0,12,0,11,0,0,0,0,0,0,0,11,32,8,0,40,0,48,0,0,0,0,0,0,0,149,40,8,0,45,0,199,204,10,0,0
214011370,796,38,0,0,35,4,836,49,231,3,0,238,0,290,0,17,4,0,21,0,21,3,0,0,0,0,0,4,52,249,6,3,263,0,309,0,0,0,0,0,3,7,852,286,10,3,297,4,1154,669,29,0,0,29,0,694,37,177,4,0,185,0,218,3,17,11,0,25,0,27,0,0,0,0,0,0,4,39,195,14,0,211,0,251,0,0,0,0,0,5,5,704,226,14,0,246,5,952,355,14,0,0,14,0,371,12,94,7,3,103,0,115,0,11,4,0,12,0,12,0,0,0,0,0,0,0,12,112,10,3,121,0,134,0,0,0,0,0,3,3,372,118,10,3,128,3,505,189,9,0,0,10,0,197,5,50,3,0,51,0,60,0,7,9,0,11,0,11,0,0,0,0,0,0,0,5,53,7,0,66,0,69,0,0,0,0,0,0,3,200,65,8,0,74,0,273,290,11,0,0
