SA2_MAINCODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
203021037,1123,1298,549,50,3017,1173,202,4390,213,68,72,6,359,548,54,963,24,6,22,3,61,49,19,132,237,78,94,12,421,598,75,1090,7,4,8,0,18,37,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,8,0,19,37,5,64,11,4,0,0,11,27,0,40,14,0,7,0,25,96,8,122,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,25,5,7,0,39,124,7,174,3,3,0,0,6,10,3,14,1396,1383,653,59,3499,1943,295,5733
203021038,1815,2236,1811,121,5972,2327,309,8616,79,43,111,8,234,530,25,795,20,6,8,0,34,37,3,82,93,45,122,8,272,573,35,874,33,22,29,0,88,92,7,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,29,0,88,92,7,188,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,6,0,32,23,0,52,8,27,3,0,35,22,0,57,5,7,4,0,24,5,0,31,1957,2337,1970,131,6393,3018,356,9767
203021039,962,975,404,46,2387,1070,202,3655,112,52,37,15,215,419,36,677,143,43,31,9,231,124,50,399,256,101,64,18,444,541,90,1076,37,19,13,0,69,98,12,181,15,3,6,0,25,54,13,89,41,12,8,0,58,110,16,186,0,0,0,0,0,0,0,0,94,36,22,0,158,262,41,461,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,9,6,0,17,7,0,0,0,9,10,0,14,0,0,0,0,6,7,0,19,1323,1110,495,65,3000,1894,333,5226
203021040,1548,1940,687,83,4254,1547,278,6086,126,42,47,4,226,420,39,684,41,28,31,3,108,61,17,185,170,73,84,9,339,483,49,875,155,65,46,10,275,615,57,944,0,0,0,0,0,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,65,46,10,275,637,61,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,10,6,15,4,0,0,0,7,12,6,15,7,3,4,0,20,9,0,24,1885,2088,824,99,4891,2680,398,7966
203021041,2083,2548,791,77,5500,1446,309,7258,201,91,77,9,367,408,24,806,7,4,3,0,18,10,3,27,209,92,76,9,382,414,30,830,9,5,6,0,16,86,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,0,16,86,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,53,8,0,79,7,15,103,13,53,8,0,78,7,15,105,0,0,0,0,6,6,5,18,2313,2701,882,87,5988,1968,358,8315
203021042,1960,2764,540,48,5312,1096,238,6646,146,60,39,5,248,388,35,675,42,20,9,0,70,71,9,149,186,76,48,5,319,461,48,823,0,3,6,0,12,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,12,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,7,3,0,13,7,0,21,2153,2855,590,54,5660,1578,282,7515
203021043,1466,2181,588,46,4283,883,96,5268,123,102,71,3,297,173,13,486,10,0,0,0,13,11,0,19,128,101,71,3,303,183,13,501,3,0,5,0,5,19,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,7,19,0,27,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,8,5,3,16,1600,2292,666,54,4604,1097,114,5814
203021044,1283,1557,491,34,3369,782,76,4230,56,15,30,0,96,194,3,298,0,0,4,0,4,6,0,11,59,14,31,0,103,201,3,310,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,4,3,0,0,0,7,31,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,32,0,42,0,3,0,0,4,3,0,8,1353,1575,521,34,3486,1019,87,4588
203021045,1337,1255,775,66,3431,1528,172,5121,100,40,82,9,235,368,29,629,4,0,12,0,21,26,0,43,108,40,86,9,251,391,26,675,4,3,3,0,8,23,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,8,23,3,32,0,0,0,0,0,3,0,3,4,0,0,0,8,29,0,34,0,0,0,0,0,0,0,0,6,8,0,0,13,6,0,21,14,8,0,0,19,33,4,54,3,3,3,0,11,4,3,16,1464,1308,869,73,3716,1980,204,5900
203021046,776,1127,255,26,2192,619,95,2906,131,38,39,3,210,358,20,589,52,51,20,4,127,48,13,184,190,84,60,4,339,405,36,780,18,3,6,3,29,64,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,3,29,64,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,3,0,0,3,0,0,6,5,8,0,0,9,4,4,14,988,1222,325,36,2575,1094,140,3805
203021047,1255,1374,624,49,3305,1226,148,4678,97,62,67,4,236,231,32,496,33,30,10,0,80,65,12,156,130,93,79,7,314,294,46,655,43,26,31,0,111,141,12,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,26,31,0,111,141,12,261,0,0,0,0,0,8,0,8,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,9,4,0,0,0,7,37,0,44,3,0,0,0,4,14,0,20,1437,1501,740,62,3743,1703,198,5652
203031048,1572,1440,540,29,3581,1083,82,4751,35,10,15,0,53,106,3,162,5,7,4,0,17,11,0,29,38,13,19,0,74,115,3,196,14,0,0,0,14,30,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,32,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,6,0,3,0,0,0,4,0,6,3,7,0,0,16,4,0,20,1633,1468,559,34,3691,1240,89,5023
203031049,611,427,136,7,1185,515,39,1737,8,0,0,0,7,14,0,27,3,0,0,0,6,3,3,16,9,3,7,0,20,20,5,39,15,3,3,0,17,38,5,64,0,0,0,0,7,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,3,0,25,41,5,70,3,0,0,0,3,0,0,3,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,8,6,0,0,7,3,0,14,7,6,0,0,13,10,0,22,4,6,0,0,9,7,0,23,650,443,143,7,1247,592,43,1889
203031050,2176,2877,729,51,5827,1480,151,7457,75,30,23,0,135,199,22,358,83,46,19,3,149,93,4,247,164,79,41,4,284,294,29,605,15,9,3,0,23,26,3,54,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,3,0,29,26,3,56,3,0,0,0,3,0,0,3,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,6,4,3,3,0,10,12,0,26,17,8,3,0,27,7,0,33,2369,2976,779,53,6173,1817,185,8174
203031051,1104,504,226,20,1858,867,79,2804,20,0,12,0,38,74,3,114,17,9,7,3,33,23,3,59,35,6,23,3,68,103,3,178,25,9,14,0,42,65,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,14,0,42,65,4,110,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,7,3,6,0,0,13,8,0,23,1175,527,263,22,1978,1050,90,3116
203031052,575,318,107,9,1005,441,14,1465,20,9,7,0,30,56,0,88,7,3,0,0,9,7,0,17,31,10,8,0,45,60,3,110,9,3,0,0,13,23,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,13,23,0,35,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,8,6,3,0,0,7,9,0,19,3,6,0,0,6,4,0,14,625,339,112,9,1082,536,23,1638
203031053,1635,2374,453,35,4490,928,169,5588,59,27,20,3,111,118,15,244,89,79,31,0,201,78,25,299,154,107,47,8,311,194,39,541,6,4,0,0,10,7,0,17,8,3,0,0,11,21,0,27,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,12,9,0,0,22,24,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,6,7,3,0,0,8,7,0,16,1809,2486,501,41,4836,1155,213,6204
204011054,852,511,161,12,1531,683,59,2265,19,0,4,0,27,78,5,110,0,0,0,0,0,0,0,0,19,3,4,0,26,78,5,113,3,0,0,0,6,19,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,19,0,25,8,0,0,0,11,42,0,54,5,0,0,0,5,25,3,33,4,0,0,0,3,0,0,4,9,3,3,0,10,5,0,20,26,5,3,0,30,76,3,110,15,3,0,0,17,17,4,36,912,523,166,15,1613,871,65,2549
204011055,860,484,238,22,1604,746,59,2414,10,0,4,0,16,80,0,97,0,0,0,0,0,0,0,0,11,3,4,0,16,80,0,98,10,0,0,0,10,39,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,39,0,49,4,0,0,0,4,12,0,14,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,8,0,3,0,0,0,3,0,7,7,6,0,0,13,14,0,31,7,0,0,0,7,7,0,15,893,495,247,22,1652,888,57,2599
204011056,1198,1581,581,52,3404,898,101,4408,72,3,24,3,97,147,3,250,3,3,3,0,10,6,0,20,70,7,29,3,112,154,3,268,16,4,11,0,34,71,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,11,0,34,71,0,107,3,0,0,0,3,3,0,5,3,3,3,0,5,17,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,12,0,5,0,14,23,0,38,0,3,4,0,10,3,3,20,1296,1601,630,54,3575,1156,114,4845
204011057,1041,757,254,21,2067,940,77,3088,8,3,3,0,8,33,3,48,0,0,0,0,0,0,0,0,8,3,3,0,8,33,3,48,0,0,4,0,3,15,3,19,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,14,0,0,0,0,0,0,0,0,0,5,3,0,10,18,4,37,0,3,0,0,3,14,0,16,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,3,0,4,0,0,12,4,0,14,4,11,0,0,17,19,0,35,12,3,3,0,17,10,0,30,1066,777,259,21,2124,1025,86,3233
204011058,512,372,126,10,1018,400,36,1458,3,0,0,0,0,21,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,18,0,25,4,0,4,0,13,35,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,13,35,3,45,0,0,0,0,0,10,0,5,4,0,0,0,4,7,0,11,0,0,0,0,0,4,0,4,3,3,3,0,11,0,0,8,10,3,0,0,17,20,0,37,3,0,0,0,11,4,0,12,538,374,135,10,1054,478,41,1578
204011059,566,498,359,23,1442,633,85,2164,4,0,0,0,3,23,0,27,0,0,0,0,0,0,0,3,4,0,0,0,8,26,0,34,20,6,23,4,50,154,9,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,23,4,50,154,9,215,0,0,0,0,0,15,0,16,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,7,0,0,0,7,22,0,28,4,3,0,0,9,0,0,10,601,507,376,24,1517,833,92,2441
204011060,430,525,113,3,1070,235,25,1330,0,0,0,0,0,0,0,0,4,3,0,0,9,9,0,14,4,3,0,0,9,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,4,0,0,7,3,0,14,445,530,109,3,1097,242,25,1360
204011061,18,13,10,0,46,36,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,10,0,46,36,0,84
204011062,475,302,113,9,895,404,34,1339,11,5,0,0,9,4,0,15,0,0,0,0,0,0,0,0,11,5,0,0,9,4,0,15,4,0,0,0,6,19,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,19,0,26,0,0,0,0,0,11,0,9,3,0,0,0,3,7,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,3,22,0,27,3,7,0,0,12,4,0,9,493,310,116,9,930,456,34,1419
204021063,1242,789,470,42,2537,1192,104,3833,12,3,7,0,25,35,4,65,0,0,0,0,0,0,0,0,12,3,7,0,24,35,4,61,36,9,24,0,66,224,10,303,5,0,7,0,16,18,0,38,3,3,3,0,9,31,0,41,0,0,0,0,0,0,0,0,49,8,32,0,85,279,16,373,0,0,0,0,0,4,0,4,4,0,0,0,4,8,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,8,3,3,0,0,12,16,0,27,6,7,3,0,20,3,0,29,1314,808,511,40,2675,1532,121,4325
204021064,514,358,86,4,963,274,29,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,0,13,3,3,0,0,6,0,0,7,522,367,89,4,982,282,26,1291
204021065,432,391,142,16,978,344,31,1363,6,0,6,0,14,14,0,21,0,0,0,0,0,0,0,0,6,0,6,0,14,14,0,21,22,4,13,0,37,78,5,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,13,0,37,78,5,125,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,5,3,0,12,3,0,0,0,3,4,0,6,465,393,164,16,1034,444,37,1521
204021066,1842,1715,817,63,4438,1720,175,6335,163,35,60,9,269,707,36,1008,5,3,4,0,14,30,0,49,170,40,61,8,282,740,40,1054,0,4,9,0,15,45,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,9,0,15,53,0,64,0,0,0,0,0,5,0,6,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,4,0,0,7,3,0,10,5,7,0,0,10,13,0,28,3,0,3,0,7,5,0,20,2021,1763,892,74,4752,2528,214,7495
204021067,1251,1106,212,23,2585,738,67,3394,0,3,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,8,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,19,3,0,3,0,7,15,0,20,5,3,0,0,4,8,0,11,0,0,0,0,3,0,0,3,0,0,0,0,5,3,0,7,11,3,3,0,15,30,0,43,3,3,3,0,15,7,0,16,1265,1118,222,23,2622,786,69,3482
204031068,540,393,164,15,1110,374,36,1516,4,3,8,0,19,29,0,46,0,0,0,0,0,0,0,0,4,3,8,0,19,29,0,46,10,3,8,0,19,46,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,0,19,46,8,69,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,9,3,0,8,8,10,0,0,18,4,0,18,565,415,178,15,1162,461,40,1664
204031069,971,674,223,9,1881,762,76,2717,9,9,8,0,27,52,0,75,4,4,0,0,12,5,3,16,13,11,5,0,36,52,3,95,20,7,13,0,41,71,8,125,0,0,4,0,9,4,0,15,6,4,0,0,17,7,0,28,0,0,0,0,0,0,0,0,27,19,15,0,62,91,13,160,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,11,4,0,14,10,3,3,0,9,6,0,16,20,11,8,0,31,21,0,57,1035,714,256,15,2020,935,98,3046
204031070,373,347,88,4,816,245,30,1086,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,3,0,8,11,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,11,0,23,0,0,0,0,0,5,0,8,0,0,0,0,3,6,0,7,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,8,0,3,0,0,8,16,0,19,3,3,5,0,9,0,0,14,383,355,95,3,841,276,30,1152
204031071,591,422,164,20,1202,517,30,1745,3,0,7,0,7,47,0,61,0,0,0,0,0,6,0,6,3,0,7,0,11,54,3,65,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,0,4,7,0,15,0,4,3,0,6,5,0,15,604,431,170,20,1228,590,37,1847
204031072,844,529,153,15,1542,659,48,2248,3,0,0,0,4,19,0,24,0,0,0,0,0,0,0,0,3,0,0,0,4,19,0,24,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,4,0,0,0,3,10,0,13,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,8,0,0,0,7,13,0,24,9,3,0,0,8,6,0,15,858,541,159,15,1567,705,53,2317
204031073,1399,1619,650,27,3699,923,123,4744,82,12,49,3,153,214,15,378,3,3,6,0,13,15,0,30,87,15,57,3,167,229,13,410,35,8,22,3,67,148,14,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,22,3,67,148,14,228,10,0,0,0,10,7,0,18,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,14,0,18,3,0,0,0,8,3,0,12,1527,1646,737,38,3948,1316,157,5419
204031074,2165,2422,999,73,5663,1684,230,7572,148,71,106,10,340,612,55,1003,19,8,19,0,49,24,5,78,165,79,126,13,382,637,63,1078,15,4,7,0,29,68,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,7,0,30,68,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,7,3,0,12,12,0,18,0,8,3,0,13,17,0,26,29,21,4,0,55,14,0,66,2377,2537,1137,89,6139,2410,290,8846
204031075,528,569,121,5,1223,277,21,1531,4,0,0,0,4,17,0,24,0,0,0,0,0,0,0,0,4,0,0,0,4,17,0,24,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,5,0,0,3,7,0,11,4,5,0,0,10,11,0,21,0,0,0,0,3,4,0,6,542,576,118,5,1241,313,27,1582
205011076,1640,1731,613,41,4023,1093,123,5238,52,16,21,3,96,132,12,239,0,0,0,0,0,0,0,0,52,16,21,3,96,138,12,239,26,11,24,0,53,149,10,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,24,0,53,149,10,213,5,0,3,3,13,25,0,35,8,3,4,0,20,37,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,18,4,5,4,33,63,0,95,3,8,3,0,13,9,0,21,1744,1760,670,50,4215,1447,143,5807
205011077,740,642,176,12,1576,482,36,2096,5,0,0,0,4,10,0,17,0,0,0,0,0,0,0,3,5,3,0,0,4,8,0,13,7,0,0,0,7,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,9,0,14,0,3,0,0,3,5,0,11,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,9,0,19,4,4,0,0,11,18,0,30,760,647,182,12,1605,528,38,2172
205011078,903,811,274,12,2008,617,49,2675,5,0,0,4,18,47,0,61,0,0,0,0,3,0,0,3,6,0,3,4,21,50,3,66,6,0,3,0,10,29,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,10,29,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,7,7,0,8,924,820,281,17,2041,697,53,2797
205011079,1826,2003,690,52,4571,1258,140,5970,39,13,35,0,89,199,7,290,8,0,0,0,11,28,0,36,47,11,35,0,98,227,9,330,174,9,26,3,218,283,7,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,9,26,3,218,283,7,510,3,0,0,0,7,8,0,11,3,0,0,0,3,14,0,18,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,6,8,0,3,0,12,27,0,35,7,6,0,0,19,8,0,24,2061,2037,756,61,4915,1799,160,6872
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
