SA2_MAINCODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
209021429,612,1122,277,47,2067,548,168,2778,187,220,70,19,505,283,74,854,120,128,42,10,292,120,57,471,305,347,113,26,796,400,123,1326,44,26,10,4,76,91,17,181,11,3,0,0,11,30,3,38,59,17,9,7,89,44,13,156,0,0,0,0,0,0,0,0,107,46,19,12,180,164,36,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,12,5,4,24,6,4,3,0,13,5,4,25,0,3,0,0,3,0,0,4,1033,1525,418,89,3067,1122,329,4517
209031209,1784,3499,614,48,5942,836,72,6851,22,12,18,0,51,104,3,161,41,54,33,0,127,52,11,189,59,66,55,3,180,160,16,351,77,52,55,0,189,193,11,384,0,0,3,0,4,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,52,54,0,191,199,11,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,5,0,0,7,5,4,0,0,9,0,0,17,1938,3621,724,52,6335,1200,94,7628
209031210,278,522,129,10,933,174,12,1122,0,0,0,0,4,23,0,27,0,0,0,0,4,0,0,4,0,3,0,0,4,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,526,130,10,945,197,14,1155
209031211,381,490,112,10,994,255,19,1268,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,4,0,10,0,0,0,0,0,0,0,0,3,3,0,0,9,5,0,14,0,0,0,0,3,0,0,3,386,499,118,10,1010,269,21,1300
209031212,476,707,140,3,1328,247,29,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,3,0,5,4,0,4,0,3,0,0,7,3,3,13,479,716,149,6,1342,252,26,1628
209031213,695,1508,199,26,2432,268,26,2726,3,5,0,0,6,0,0,11,15,25,4,3,46,12,0,59,17,31,4,3,54,14,4,67,26,4,3,0,34,47,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,3,0,34,47,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,4,0,12,742,1550,207,28,2527,336,29,2895
209031214,567,1048,161,16,1794,255,27,2067,9,0,0,0,14,5,0,20,0,0,0,0,0,0,0,0,9,0,4,0,12,5,0,21,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,580,1052,167,16,1812,263,27,2100
209031215,999,2102,454,29,3581,508,49,4138,15,12,19,0,53,55,7,115,20,21,24,0,72,18,0,88,40,36,47,3,125,72,11,205,0,6,6,0,7,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,12,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,13,1040,2143,507,28,3719,590,58,4361
209041216,261,821,116,20,1226,115,57,1396,67,56,15,6,142,30,40,213,79,73,24,10,179,47,47,272,142,126,36,14,318,77,94,490,97,16,11,4,121,119,20,263,35,11,7,3,52,82,12,150,32,7,0,4,42,111,58,206,0,0,0,0,0,0,0,0,157,35,14,10,214,310,89,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,562,982,178,42,1759,502,235,2502
209041217,518,567,201,33,1318,373,121,1812,40,40,23,3,103,113,11,227,38,62,27,5,130,34,31,197,76,100,47,8,227,151,42,419,0,0,0,0,0,0,0,0,8,3,3,0,11,10,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,11,10,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,8,603,671,249,40,1565,537,170,2272
209041219,1691,2570,988,118,5359,1166,148,6672,46,53,38,0,137,66,14,207,46,55,25,5,135,24,11,170,95,108,63,4,272,90,22,383,92,139,57,17,302,138,17,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,139,57,17,305,138,17,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,8,0,3,0,0,6,0,0,8,3,3,3,0,11,9,0,16,1879,2825,1105,133,5946,1403,180,7534
209041220,988,2249,552,58,3839,644,81,4564,176,300,89,7,571,187,10,768,62,152,37,4,256,48,12,320,238,447,131,13,830,238,19,1085,8,6,3,3,20,15,0,31,8,0,6,4,20,23,6,46,11,0,0,0,19,9,3,26,0,0,0,0,0,0,0,0,24,9,9,9,51,46,11,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,3,1253,2709,689,75,4725,924,116,5769
209041221,828,1531,497,58,2912,499,98,3507,66,103,38,8,202,72,5,284,17,24,11,3,55,9,9,82,78,127,50,8,263,84,18,365,3,0,4,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,918,1658,545,67,3183,585,117,3888
209041223,1509,2197,910,105,4728,1100,129,5953,90,93,59,10,250,132,20,400,44,64,26,9,142,38,11,196,136,156,87,18,399,172,33,595,92,102,55,13,254,127,15,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,102,55,13,260,131,15,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,0,6,0,0,6,0,0,6,3,6,3,0,15,6,0,19,1740,2468,1051,131,5393,1403,173,6975
209041224,1235,2231,579,30,4076,673,85,4838,22,13,33,0,75,56,8,132,3,0,0,0,3,3,0,10,26,13,39,0,83,57,8,142,7,7,5,0,19,18,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,19,18,3,40,0,0,0,0,0,6,0,7,3,0,0,0,4,4,0,10,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,4,0,0,3,13,0,15,3,3,3,0,7,4,0,13,1273,2262,621,32,4189,768,97,5055
209041225,675,1041,286,23,2026,480,46,2556,15,8,11,0,31,59,5,100,3,4,8,0,10,3,0,15,17,15,13,0,48,68,5,116,4,3,10,0,15,21,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,15,21,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,3,0,8,696,1054,312,23,2088,568,59,2713
209041430,1270,3022,726,41,5060,698,99,5853,122,226,90,6,443,98,12,545,29,47,51,3,135,42,5,182,152,278,135,10,576,134,17,723,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,4,1424,3304,868,47,5641,845,115,6600
209041431,633,1546,422,44,2641,426,64,3135,152,211,71,8,438,167,16,627,44,117,36,4,202,39,4,242,195,321,102,12,638,207,20,864,0,0,4,0,8,10,0,20,27,10,5,0,39,52,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,8,0,46,61,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,856,1880,536,60,3332,697,93,4116
209041432,522,845,349,30,1740,401,52,2193,95,128,60,3,285,105,17,409,36,76,30,3,145,32,3,185,129,208,90,4,432,138,25,593,0,0,4,0,4,0,0,7,0,0,3,0,3,9,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,3,0,13,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,1053,441,37,2186,552,75,2812
209041433,405,1548,256,27,2236,229,51,2515,52,93,46,0,186,76,10,273,67,138,60,10,284,58,15,350,123,235,107,10,472,134,25,628,0,0,0,0,0,0,0,0,7,3,3,0,16,23,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,16,23,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,536,1781,371,39,2724,383,78,3192
209041434,997,2298,605,44,3940,554,81,4575,71,47,23,0,143,65,3,209,81,82,88,0,249,90,16,353,149,123,111,3,391,154,20,559,6,19,13,0,34,20,3,58,5,7,3,0,19,13,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,0,56,35,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,3,0,7,7,0,11,1163,2454,732,44,4392,743,112,5246
209041435,570,1884,329,24,2810,276,31,3117,23,78,27,0,130,35,4,165,46,98,52,7,201,53,6,264,74,176,82,7,335,87,6,432,3,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,5,646,2064,411,29,3151,361,40,3557
209041436,647,1545,371,28,2591,407,51,3048,81,120,50,7,256,95,10,363,73,110,75,8,264,89,16,361,151,230,117,15,520,185,21,726,3,0,0,0,5,19,0,29,8,0,0,0,8,21,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,11,41,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,1774,498,48,3128,633,73,3829
209041437,551,1391,234,24,2193,240,43,2477,9,12,4,0,27,9,7,47,22,16,10,0,49,21,8,82,38,33,12,0,81,38,10,128,17,12,10,0,39,14,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,10,0,35,14,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,18,0,0,19,605,1444,252,28,2327,294,60,2677
210011226,526,688,245,34,1486,477,51,2022,137,84,79,16,317,255,18,586,81,86,39,5,203,83,23,309,212,171,120,27,520,340,40,903,12,9,6,3,32,24,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,6,3,27,21,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,10,4,0,0,0,5,3,0,10,8,0,5,0,11,6,0,20,755,868,373,65,2060,851,96,3005
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,768,1078,275,30,2144,386,30,2563,54,28,22,0,108,144,3,253,22,19,15,4,66,42,5,112,79,56,41,4,176,184,6,364,3,0,0,0,3,21,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,21,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,5,0,36,12,0,45,8,14,5,0,36,12,0,45,0,3,0,0,3,3,0,5,857,1145,325,28,2352,603,41,2997
210011229,2022,2871,868,91,5857,1339,144,7337,166,156,89,17,429,226,32,687,284,381,129,11,815,197,29,1041,451,541,225,30,1243,427,61,1729,15,12,12,0,36,28,3,70,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,12,0,37,31,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,8,3,36,5,4,48,15,16,8,3,42,5,4,46,3,3,3,0,12,5,0,12,2508,3440,1119,125,7188,1809,211,9202
210011230,394,723,197,19,1340,341,38,1716,68,44,38,11,161,186,5,357,93,178,55,7,329,71,17,416,158,220,98,12,491,260,23,775,5,0,0,0,7,0,0,8,3,0,0,0,6,0,0,12,10,0,0,0,13,32,0,45,0,0,0,0,0,0,0,3,15,9,0,0,25,36,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,7,0,0,0,0,4,5,0,7,0,0,0,0,3,0,0,7,570,953,301,36,1857,646,62,2564
210011231,595,1222,206,39,2065,420,39,2521,58,68,37,0,167,95,15,273,77,136,33,4,261,57,9,323,138,204,73,10,420,155,22,596,3,0,0,3,6,7,0,16,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,10,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,4,0,12,5,0,3,0,6,4,0,12,0,4,0,0,6,0,0,10,737,1436,280,52,2507,590,62,3159
210021232,1105,1822,334,20,3274,502,34,3816,78,40,36,0,156,186,11,354,0,0,4,0,3,7,0,9,81,43,34,0,163,192,11,362,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,5,7,0,0,7,0,0,9,1191,1864,369,23,3450,706,43,4192
210021233,386,451,70,3,907,185,24,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,6,3,0,0,0,4,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,14,0,22,0,0,0,0,0,0,0,0,391,449,70,3,921,208,24,1147
210021234,377,589,100,5,1069,189,23,1275,8,4,8,0,27,26,0,56,0,0,0,0,0,0,0,0,8,4,8,0,27,26,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,393,595,106,9,1099,219,24,1338
210021235,953,1198,274,11,2442,498,63,2996,8,3,4,0,14,34,0,47,0,0,0,0,0,0,0,0,8,3,7,0,16,34,0,51,4,10,11,0,23,44,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,27,44,3,66,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,0,0,0,3,0,0,3,0,4,0,0,4,0,0,3,3,0,0,0,9,3,0,8,8,3,0,0,12,7,0,17,971,1220,293,12,2492,581,65,3140
210031236,481,728,217,23,1456,420,124,2004,49,36,26,3,113,97,17,228,103,100,30,12,242,69,29,340,151,133,53,16,350,172,46,569,23,11,3,0,34,60,8,97,0,6,18,0,18,12,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,15,0,57,69,8,130,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,4,3,15,7,4,0,0,17,4,0,22,0,0,0,0,5,3,0,7,664,886,293,41,1883,666,182,2733
210031237,767,1470,490,72,2799,860,135,3797,48,104,29,0,181,92,18,291,57,101,26,6,191,52,12,257,109,203,61,7,375,151,25,555,12,18,0,0,31,20,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,31,20,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,0,11,0,3,3,0,7,3,0,11,0,5,7,0,15,3,0,12,888,1702,559,82,3230,1025,163,4423
210031239,1028,1933,469,95,3521,981,143,4649,411,307,162,31,907,750,95,1756,565,529,186,27,1310,404,138,1849,972,841,352,60,2222,1148,231,3603,94,32,14,6,148,193,11,349,14,11,5,0,37,26,6,66,11,4,6,0,23,42,7,70,0,4,0,0,5,3,0,7,122,48,32,13,212,267,18,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,0,20,12,0,37,4,11,3,0,20,12,0,37,0,11,5,0,18,6,0,18,2127,2837,858,164,5994,2415,393,8804
210031438,1107,1690,636,89,3526,1187,199,4906,153,185,76,18,432,278,45,754,400,427,141,32,1003,293,109,1405,556,611,220,46,1432,571,152,2158,148,134,41,15,334,243,39,618,11,3,3,3,21,15,3,41,0,3,0,0,8,0,0,3,0,5,0,0,7,3,0,9,163,143,49,16,368,259,46,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,10,0,3,0,0,5,3,0,10,9,13,4,0,24,7,0,36,1829,2460,909,155,5358,2030,400,7783
210031439,203,365,65,8,647,145,10,796,0,0,3,0,6,3,0,12,45,44,23,3,118,35,3,160,48,46,23,3,123,37,3,169,3,3,4,0,10,11,4,21,4,0,0,0,4,31,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,13,41,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,414,95,11,783,220,17,1022
210031440,431,561,202,18,1219,400,27,1645,35,45,27,5,116,116,5,240,40,50,24,4,120,49,10,186,75,95,51,7,243,165,19,419,3,3,0,0,9,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,11,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,4,0,3,0,0,3,0,0,3,515,669,261,33,1474,575,43,2094
210041240,1063,1796,483,39,3380,650,65,4090,6,3,5,0,11,19,0,26,0,0,0,0,3,0,0,4,5,5,5,0,16,16,0,37,0,0,4,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,3,0,0,3,1065,1807,489,39,3406,673,67,4142
210041241,2002,3283,1114,98,6493,1411,194,8096,83,16,49,10,157,231,6,395,19,19,20,0,51,38,5,92,102,35,67,10,208,268,13,488,194,82,116,6,399,470,25,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,82,116,6,399,470,25,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,7,4,0,17,2297,3406,1294,113,7101,2162,231,9501
210051242,434,999,518,67,2027,654,155,2835,37,52,39,4,128,119,9,260,79,118,48,3,244,46,20,309,110,167,86,7,375,174,29,576,71,150,69,9,309,116,30,453,0,0,3,0,3,0,0,3,5,14,17,0,36,42,0,77,0,0,0,0,0,0,0,3,77,167,96,9,348,158,35,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,42,0,92,27,10,124,8,38,42,0,90,27,10,127,4,3,3,0,15,26,3,44,636,1384,739,86,2847,1040,225,4115
210051243,741,1720,773,75,3311,699,102,4117,17,20,10,5,45,30,7,85,15,43,7,3,73,6,8,85,28,67,18,7,118,44,15,170,59,130,40,6,228,83,18,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,130,40,6,228,86,18,341,0,0,0,0,0,9,0,8,5,0,3,0,6,87,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,9,95,3,107,3,4,3,0,13,10,0,22,842,1925,837,83,3680,936,133,4749
