SA2_MAINCODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
210031237,2209,..,..,..,..,2209,..,0,0,0,0,0,..,552,78,629,9,630,..,0,0,0,0,0,..,7,12,17,0,22,..,31,17,47,3,45,..,0,0,0,0,0,..,39,24,68,4,73,..,20,9,28,0,28,..,0,0,0,0,0,..,14,0,14,0,17,..,10,0,10,0,7,..,166,79,244,7,245,..,185,9,196,3,197,..,66,6,67,0,74,..,50,3,52,0,53,..,39,3,40,0,40,..,918,64,982,13,998,..,144,7,153,0,151,..,1400,94,1494,15,1510,..,673,165,837,22,855,..,9,3,11,0,11,..,0,0,0,0,0,..,7,0,4,0,4,..,54,3,57,0,57,..,14,7,18,0,18,..,13,0,14,0,14,..,0,0,0,0,0,..,16,3,18,0,18,..,9,3,15,0,15,..,22,0,22,0,22,..,11,0,7,0,7,..,30,5,38,0,38,..,11
210031239,6700,..,..,..,..,6700,..,7,0,7,0,7,..,388,32,420,3,421,..,0,0,0,0,0,..,59,15,76,0,78,..,152,65,223,0,223,..,6,0,6,0,6,..,216,86,302,0,307,..,32,0,32,0,32,..,3,0,3,0,3,..,19,4,27,0,27,..,28,0,25,0,25,..,307,57,362,0,365,..,24,0,24,0,24,..,134,7,146,0,143,..,105,10,117,0,117,..,85,3,87,0,89,..,218,10,230,0,233,..,179,9,187,3,193,..,751,37,796,5,799,..,655,96,743,14,757,..,14,7,20,0,21,..,35,12,41,0,41,..,16,0,21,0,21,..,34,0,34,0,34,..,56,11,72,0,69,..,34,0,35,0,35,..,14,0,15,0,15,..,8,0,6,0,6,..,10,0,16,0,16,..,29,0,29,0,29,..,43,0,41,0,41,..,28,0,28,0,28,..,14
210031438,4537,..,..,..,..,4537,..,0,0,0,0,0,..,784,126,912,8,925,..,4,0,4,0,4,..,61,23,79,0,79,..,126,64,195,0,195,..,17,3,18,0,16,..,202,86,289,0,293,..,43,5,45,0,45,..,10,0,7,0,7,..,20,0,20,0,17,..,16,0,17,0,17,..,215,27,243,4,247,..,27,0,32,0,32,..,221,6,228,0,229,..,269,12,281,3,280,..,112,8,114,3,118,..,600,42,643,12,654,..,516,28,542,3,544,..,1749,85,1837,18,1856,..,473,95,568,10,579,..,10,0,7,0,7,..,9,7,13,0,13,..,11,0,10,0,15,..,79,3,83,3,84,..,62,38,100,0,100,..,41,3,51,0,47,..,11,3,16,0,16,..,45,4,48,3,51,..,25,3,33,0,33,..,33,3,34,0,34,..,18,0,18,0,18,..,38,0,38,3,47,..,16
210031439,939,..,..,..,..,939,..,0,0,0,0,0,..,21,0,26,0,26,..,0,0,0,0,0,..,11,0,11,0,11,..,18,9,26,0,26,..,6,0,6,0,6,..,33,9,39,0,39,..,14,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,24,3,26,0,26,..,0,0,0,0,0,..,28,0,28,0,28,..,3,0,3,0,3,..,31,0,31,0,31,..,0,0,0,0,0,..,14,0,16,0,16,..,79,0,78,0,78,..,72,5,78,0,78,..,0,3,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0
210031440,1327,..,..,..,..,1327,..,0,0,0,0,0,..,347,49,397,8,404,..,0,0,0,0,0,..,3,3,8,0,8,..,8,0,7,0,7,..,4,0,4,0,4,..,18,3,17,0,17,..,9,4,16,0,16,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,88,15,101,0,101,..,6,0,6,0,6,..,12,0,12,0,12,..,12,0,12,0,12,..,8,0,8,0,8,..,77,7,77,4,78,..,11,3,13,0,13,..,130,4,137,4,135,..,227,52,278,0,283,..,0,0,0,0,0,..,0,0,3,0,3,..,4,3,10,0,10,..,43,3,46,5,54,..,7,0,5,0,5,..,13,0,13,0,13,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,3
210041240,5484,..,..,..,..,5484,..,11,0,11,0,11,..,21,0,20,0,20,..,0,0,0,0,0,..,3,0,4,0,4,..,20,11,26,0,26,..,0,0,3,0,3,..,22,12,36,0,36,..,16,0,17,0,17,..,3,0,3,0,3,..,3,0,3,0,3,..,13,0,13,0,13,..,25,0,23,0,23,..,6,0,6,0,6,..,24,0,24,0,24,..,13,3,17,0,17,..,7,0,9,0,9,..,13,0,13,0,13,..,0,0,3,0,3,..,70,3,72,0,72,..,85,9,92,0,90,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,30,0,32,0,32,..,0,0,0,0,0,..,11,0,12,0,12,..,3,0,3,0,3,..,6,0,6,0,6,..,4,0,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,8,0,8,..,0
210041241,11200,..,..,..,..,11200,..,36,0,36,0,36,..,31,0,35,0,35,..,3,0,3,0,3,..,9,4,19,0,19,..,41,8,49,0,49,..,0,0,0,0,0,..,55,12,65,0,65,..,49,5,59,0,60,..,9,0,9,0,9,..,14,0,14,0,14,..,33,0,35,0,35,..,50,4,54,0,52,..,0,0,0,0,0,..,37,0,37,0,41,..,49,4,50,0,50,..,24,0,24,0,24,..,8,0,8,0,8,..,5,0,5,0,5,..,131,4,136,3,135,..,138,5,147,3,150,..,9,0,6,0,6,..,0,0,0,0,0,..,21,4,21,0,28,..,44,0,44,0,44,..,6,0,8,0,8,..,24,3,24,0,24,..,6,0,6,0,6,..,11,0,17,0,17,..,26,0,26,0,26,..,24,0,24,0,24,..,9,0,9,0,9,..,40,3,45,0,45,..,10
210051242,2189,..,..,..,..,2189,..,3,0,3,0,3,..,850,268,1118,10,1128,..,0,0,0,0,0,..,27,17,45,3,45,..,35,17,50,0,50,..,0,0,0,0,0,..,60,35,92,3,89,..,19,7,22,0,22,..,0,0,0,0,0,..,3,0,7,0,5,..,3,0,3,0,3,..,63,16,78,0,78,..,23,0,28,0,28,..,55,5,57,0,54,..,154,14,161,0,166,..,50,4,51,0,51,..,387,10,398,8,409,..,114,31,142,0,144,..,787,57,845,15,856,..,70,12,82,4,85,..,0,0,0,0,0,..,3,0,10,0,10,..,9,0,10,0,10,..,19,4,21,0,21,..,49,33,84,3,88,..,12,0,12,0,13,..,5,0,4,0,4,..,83,3,87,0,87,..,18,4,25,0,28,..,23,0,25,0,29,..,4,0,4,0,4,..,35,3,36,0,36,..,10
210051243,1983,..,..,..,..,1983,..,0,0,0,0,0,..,1293,273,1573,23,1591,..,0,0,0,0,0,..,13,0,13,0,13,..,19,13,32,0,31,..,8,0,6,0,6,..,40,15,51,0,58,..,43,6,51,0,47,..,4,0,4,0,4,..,5,0,5,0,5,..,8,0,5,0,11,..,144,39,180,3,184,..,19,0,19,0,17,..,39,0,39,0,38,..,74,7,81,3,81,..,19,0,19,0,19,..,256,9,266,0,266,..,69,30,105,0,105,..,470,53,524,8,529,..,179,60,235,3,240,..,0,0,0,0,0,..,0,0,0,0,0,..,11,5,10,0,10,..,51,5,56,0,58,..,21,15,34,3,34,..,4,0,7,0,7,..,4,0,4,0,4,..,55,5,60,0,62,..,20,6,30,0,30,..,16,0,16,0,16,..,10,0,10,0,11,..,21,0,20,0,20,..,12
210051245,5583,..,..,..,..,5583,..,0,0,0,0,0,..,410,78,485,0,487,..,0,0,0,0,0,..,36,10,40,0,40,..,35,10,46,0,44,..,7,0,7,0,7,..,76,20,92,0,91,..,62,7,74,0,71,..,3,0,3,0,3,..,7,0,7,0,7,..,18,0,18,0,18,..,208,35,237,3,244,..,3,0,3,0,3,..,67,3,67,0,67,..,11,0,18,0,18,..,113,8,118,0,118,..,14,0,14,0,14,..,13,0,12,0,19,..,222,12,232,4,237,..,385,42,425,9,433,..,0,3,4,0,4,..,4,0,4,0,4,..,13,0,13,0,13,..,58,3,62,0,68,..,10,0,12,0,12,..,14,5,19,0,19,..,4,0,4,0,4,..,51,5,57,0,56,..,53,10,63,0,63,..,20,0,20,0,20,..,5,0,5,0,5,..,42,0,42,0,42,..,6
210051246,4457,..,..,..,..,4457,..,0,0,0,0,0,..,461,39,498,10,503,..,0,0,0,0,0,..,18,4,24,0,24,..,37,7,47,0,47,..,5,4,5,0,5,..,66,14,74,0,74,..,96,14,109,0,109,..,3,0,3,0,3,..,11,0,11,0,12,..,11,0,13,0,13,..,170,8,183,5,184,..,10,0,10,0,10,..,68,3,69,0,76,..,24,4,27,0,27,..,138,0,143,0,143,..,41,3,47,0,43,..,15,0,20,0,20,..,295,12,306,0,309,..,640,39,682,12,692,..,0,0,0,0,0,..,3,0,3,0,3,..,45,3,47,0,53,..,69,0,70,0,70,..,18,0,14,0,14,..,18,0,18,0,18,..,9,3,8,0,8,..,27,6,32,0,32,..,33,4,38,0,38,..,25,0,25,0,25,..,3,0,3,0,3,..,30,0,31,0,31,..,15
210051247,1780,..,..,..,..,1780,..,0,0,0,0,0,..,1042,243,1283,20,1303,..,0,0,0,0,0,..,0,3,3,0,3,..,14,6,20,0,20,..,0,0,0,0,3,..,13,8,22,0,22,..,25,0,26,0,26,..,0,0,0,0,0,..,4,0,8,0,5,..,6,0,3,0,3,..,61,11,70,3,75,..,22,0,22,0,22,..,37,0,43,0,43,..,35,3,32,0,32,..,38,3,40,0,40,..,138,11,148,4,149,..,29,24,52,0,52,..,290,44,336,4,335,..,55,12,66,3,68,..,3,0,3,0,3,..,0,0,0,0,0,..,13,3,15,0,15,..,25,3,25,0,26,..,14,5,20,0,20,..,13,0,13,0,13,..,0,0,0,0,0,..,59,17,74,0,78,..,16,3,22,0,22,..,26,0,26,0,26,..,9,0,7,0,7,..,35,0,35,0,35,..,19
210051248,40,..,..,..,..,40,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
210051249,2843,..,..,..,..,2843,..,0,0,0,0,0,..,1357,328,1681,8,1691,..,0,0,0,0,0,..,30,12,39,0,39,..,42,21,60,0,60,..,20,3,25,0,25,..,92,37,129,0,129,..,18,3,17,0,17,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,75,11,90,0,90,..,41,3,39,0,39,..,107,0,109,3,111,..,103,10,112,3,115,..,260,14,270,0,276,..,156,9,166,0,171,..,47,4,46,0,53,..,708,48,753,8,762,..,160,24,186,3,189,..,3,0,3,0,3,..,6,4,12,0,12,..,24,3,26,0,26,..,19,0,20,0,19,..,23,4,27,0,26,..,17,0,23,0,23,..,5,0,6,0,6,..,71,7,74,0,77,..,18,0,21,0,21,..,59,5,63,0,59,..,18,6,18,0,23,..,107,3,110,0,109,..,17
210051250,1906,..,..,..,..,1906,..,0,0,0,0,0,..,113,13,126,0,126,..,0,0,0,0,0,..,11,6,19,0,19,..,23,9,28,0,28,..,3,0,3,0,3,..,35,10,53,0,53,..,37,4,40,0,40,..,0,0,0,0,0,..,7,0,7,0,7,..,8,0,5,0,5,..,114,17,133,0,133,..,0,0,0,0,0,..,21,3,23,0,23,..,38,6,45,0,45,..,36,0,36,0,34,..,24,0,24,0,24,..,12,3,16,0,16,..,131,9,141,0,148,..,160,26,192,0,192,..,4,0,8,0,8,..,0,0,0,0,0,..,9,0,9,0,9,..,34,4,33,0,38,..,7,3,4,0,4,..,12,0,12,0,12,..,0,0,0,0,0,..,30,3,35,0,35,..,20,0,18,0,18,..,5,0,5,0,5,..,6,0,4,0,4,..,24,0,24,0,24,..,5
210051441,2383,..,..,..,..,2383,..,0,0,0,0,0,..,118,43,159,0,159,..,0,0,0,0,0,..,3,5,3,0,3,..,7,3,10,0,10,..,0,0,0,0,0,..,12,3,17,0,16,..,17,0,17,0,17,..,0,0,0,0,0,..,11,0,8,0,8,..,4,0,4,0,4,..,53,3,61,0,61,..,3,0,3,0,3,..,94,3,97,0,97,..,261,35,299,4,302,..,76,3,85,0,85,..,27,3,27,0,27,..,22,3,28,0,28,..,492,50,540,4,539,..,87,10,97,0,97,..,0,0,0,0,0,..,0,0,0,0,0,..,23,5,22,0,23,..,21,0,21,0,21,..,4,0,3,0,3,..,7,0,7,0,7,..,4,0,4,0,4,..,77,7,83,0,83,..,11,0,11,0,11,..,15,0,15,0,15,..,4,0,3,0,3,..,21,0,21,0,21,..,3
210051442,2531,..,..,..,..,2531,..,0,0,0,0,0,..,211,24,237,0,232,..,0,0,0,0,0,..,10,0,7,0,7,..,25,6,33,0,35,..,3,0,3,0,3,..,37,10,49,0,50,..,14,3,16,0,16,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,58,3,67,0,67,..,22,0,22,0,22,..,190,11,203,0,203,..,432,45,479,4,488,..,156,9,165,0,163,..,136,0,139,3,139,..,37,4,45,0,45,..,974,75,1049,11,1060,..,136,3,142,0,144,..,0,0,0,0,0,..,0,0,0,0,0,..,75,5,81,0,81,..,12,0,13,0,13,..,13,3,18,0,18,..,3,3,4,0,4,..,3,0,3,0,3,..,105,8,116,3,118,..,13,0,13,0,11,..,34,0,35,0,35,..,3,0,3,0,3,..,69,0,69,0,69,..,18
210051443,3831,..,..,..,..,3831,..,0,0,0,0,0,..,333,71,404,3,413,..,0,0,0,0,0,..,8,3,16,0,16,..,33,5,43,0,43,..,10,0,9,0,9,..,55,13,67,0,67,..,23,7,31,0,30,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,75,7,85,0,85,..,20,3,21,0,21,..,199,3,203,0,203,..,496,56,551,4,557,..,275,15,290,0,290,..,100,14,114,4,117,..,85,3,87,3,91,..,1171,89,1264,10,1278,..,152,11,155,3,157,..,0,0,0,0,0,..,3,3,7,0,7,..,32,5,35,0,35,..,42,0,42,0,42,..,14,3,18,0,18,..,16,0,16,0,16,..,4,0,4,0,4,..,131,8,140,7,143,..,8,0,8,0,8,..,61,0,65,0,65,..,5,0,5,0,10,..,71,4,71,0,75,..,37
210051444,2348,..,..,..,..,2348,..,0,0,0,0,0,..,273,66,336,3,336,..,0,0,0,0,0,..,16,4,22,0,22,..,43,13,57,0,57,..,0,0,0,0,0,..,61,22,78,0,78,..,10,0,10,0,13,..,3,0,3,0,3,..,12,0,10,0,10,..,4,0,4,0,4,..,46,3,49,0,49,..,32,0,32,0,32,..,324,21,345,4,351,..,721,92,816,4,816,..,268,14,285,4,289,..,164,26,191,3,190,..,120,15,135,0,135,..,1626,168,1798,17,1810,..,110,5,114,0,114,..,0,0,0,0,0,..,0,0,4,0,4,..,17,0,19,0,19,..,19,0,19,0,19,..,21,3,23,0,23,..,6,0,6,0,6,..,3,0,3,0,3,..,126,11,135,3,138,..,3,0,3,0,3,..,52,0,56,0,54,..,12,0,12,0,12,..,67,8,70,0,70,..,27
210051445,978,..,..,..,..,978,..,4,0,4,0,4,..,41,6,42,3,50,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,35,0,30,0,30,..,0,0,0,0,0,..,39,0,42,0,42,..,65,9,81,3,82,..,37,0,35,0,35,..,7,0,7,0,7,..,9,0,14,0,14,..,160,16,171,3,177,..,81,9,84,0,84,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,4,27,0,27,..,3,0,3,0,3,..,4,0,4,0,4,..,12,0,13,0,13,..,6,0,8,3,10,..,0
211011251,4055,..,..,..,..,4055,..,6,0,6,0,6,..,21,0,23,0,23,..,0,0,0,0,0,..,144,57,202,0,202,..,181,71,251,0,252,..,5,4,11,0,11,..,324,134,460,0,464,..,8,0,10,0,10,..,19,0,19,0,19,..,14,0,14,0,14,..,100,7,108,3,112,..,38,6,40,0,40,..,3,0,3,0,3,..,59,0,59,0,59,..,46,9,56,0,56,..,52,3,58,0,58,..,12,0,12,0,8,..,74,6,79,0,79,..,242,17,262,0,262,..,36,0,40,3,42,..,7,3,7,0,7,..,17,14,36,0,36,..,8,0,7,0,7,..,3,0,3,0,3,..,24,9,32,3,35,..,21,7,23,0,23,..,15,5,17,0,17,..,7,0,5,0,5,..,7,3,12,0,12,..,39,0,35,0,38,..,24,0,22,0,22,..,27,0,27,0,27,..,10
211011254,4888,..,..,..,..,4888,..,15,0,15,0,15,..,40,4,53,0,53,..,0,0,0,0,0,..,239,62,303,3,302,..,465,119,583,3,587,..,39,13,47,0,47,..,741,196,936,6,937,..,5,0,5,0,5,..,10,0,10,0,17,..,15,0,15,0,15,..,26,0,26,0,26,..,75,5,82,0,82,..,6,0,6,0,6,..,87,5,86,0,86,..,33,0,30,0,30,..,217,0,217,0,221,..,9,0,13,0,13,..,66,4,66,0,66,..,413,6,421,0,424,..,45,7,56,0,56,..,5,0,5,0,5,..,31,10,38,0,38,..,3,0,3,0,3,..,0,0,0,0,3,..,38,6,46,0,50,..,16,0,16,0,16,..,8,0,6,0,6,..,0,0,0,0,0,..,5,0,8,0,8,..,36,0,36,0,36,..,46,0,48,0,48,..,31,0,31,0,31,..,7
211011255,2572,..,..,..,..,2572,..,3,0,3,0,3,..,46,0,47,0,47,..,0,0,0,0,0,..,21,6,24,0,24,..,56,18,76,0,76,..,5,0,5,0,5,..,82,26,103,0,103,..,7,3,13,0,13,..,4,0,4,0,4,..,6,0,6,0,6,..,14,0,14,0,14,..,54,3,57,0,57,..,4,0,4,0,4,..,12,0,12,0,12,..,5,0,12,0,12,..,20,0,24,0,24,..,3,0,3,0,3,..,3,0,3,0,3,..,53,3,54,0,54,..,61,3,60,0,60,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,8,0,8,0,8,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,12,..,3,0,3,0,3,..,6,0,6,0,6,..,12,0,12,0,12,..,5
211011256,4987,..,..,..,..,4987,..,8,0,8,0,8,..,104,12,114,0,111,..,0,0,0,0,0,..,193,47,242,3,244,..,307,96,409,0,406,..,58,5,68,0,68,..,562,153,718,4,723,..,29,0,29,0,29,..,7,0,7,0,7,..,20,0,20,0,20,..,25,0,26,0,26,..,142,7,147,0,147,..,9,0,9,0,9,..,85,4,83,0,83,..,47,3,49,0,49,..,122,0,125,0,123,..,3,0,3,0,3,..,38,0,39,0,39,..,294,14,307,0,305,..,136,14,143,0,150,..,12,6,16,0,16,..,25,7,34,0,34,..,0,0,0,0,0,..,3,0,3,0,3,..,38,17,54,0,54,..,32,0,32,0,32,..,11,0,15,0,14,..,3,0,3,0,3,..,19,3,25,0,25,..,21,3,28,0,28,..,21,4,25,0,25,..,33,0,33,0,33,..,10
211011257,2799,..,..,..,..,2799,..,9,0,9,0,9,..,54,0,57,0,57,..,0,0,0,0,0,..,84,15,100,0,100,..,132,52,182,0,182,..,10,6,15,0,15,..,225,66,297,0,300,..,9,0,8,0,8,..,5,0,5,0,5,..,16,0,16,0,16,..,13,0,16,0,16,..,60,3,63,0,63,..,6,0,6,0,6,..,29,0,29,0,29,..,17,0,17,0,17,..,53,0,55,0,55,..,23,0,22,0,22,..,16,0,16,0,16,..,144,3,148,0,148,..,48,4,55,0,57,..,0,0,0,0,0,..,14,3,15,0,15,..,0,0,0,0,0,..,4,0,4,0,4,..,12,9,18,0,18,..,16,0,16,0,16,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,13,0,13,0,13,..,19,0,19,0,22,..,6,0,6,0,6,..,10
