SA2_MAINCODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
211011258,3538,..,..,..,..,3538,..,10,0,12,0,12,..,95,13,106,0,106,..,0,0,0,0,0,..,100,28,128,0,128,..,124,43,169,0,171,..,29,7,35,0,35,..,249,78,334,0,336,..,16,0,16,0,16,..,8,0,8,0,8,..,18,0,18,0,18,..,20,0,20,0,20,..,88,5,92,0,92,..,10,0,10,0,10,..,66,0,66,0,66,..,22,0,27,0,27,..,125,0,130,0,130,..,12,0,12,0,12,..,20,0,20,0,20,..,249,3,250,0,250,..,106,3,109,0,111,..,6,0,6,0,6,..,5,7,13,0,15,..,18,3,18,0,18,..,5,0,5,0,5,..,19,5,31,0,31,..,41,3,50,0,50,..,9,0,10,0,10,..,3,0,3,0,3,..,6,0,10,0,10,..,13,0,13,0,13,..,10,0,10,0,10,..,18,0,18,0,18,..,10
211011259,4337,..,..,..,..,4337,..,8,0,8,0,8,..,39,0,39,0,39,..,0,0,0,0,0,..,312,98,413,4,414,..,401,137,543,8,550,..,36,10,51,0,51,..,749,250,1001,8,1011,..,16,0,13,0,13,..,15,0,11,0,11,..,10,0,10,0,14,..,25,0,25,0,25,..,98,6,106,0,106,..,5,0,5,0,5,..,73,0,73,0,73,..,43,3,47,0,47,..,71,3,78,0,78,..,7,0,7,0,7,..,87,0,83,0,87,..,289,11,298,0,296,..,64,7,65,0,64,..,4,0,4,0,4,..,36,7,47,3,46,..,9,0,9,0,9,..,0,0,0,0,0,..,15,4,25,3,27,..,14,3,17,0,17,..,7,0,7,0,7,..,0,0,0,0,0,..,18,0,18,0,18,..,17,0,17,0,17,..,32,0,30,0,30,..,33,3,35,0,35,..,5
211011260,5069,..,..,..,..,5069,..,9,0,9,0,8,..,51,4,61,0,61,..,0,0,0,0,0,..,439,110,550,4,556,..,712,218,926,6,935,..,82,9,85,0,85,..,1236,331,1564,8,1578,..,5,0,5,0,5,..,13,0,15,0,15,..,20,0,20,0,20,..,34,0,34,0,34,..,132,21,153,3,154,..,12,0,12,0,12,..,132,3,138,0,140,..,57,3,60,0,60,..,163,0,165,0,163,..,9,0,9,0,9,..,52,0,55,0,55,..,433,11,444,4,446,..,91,15,101,0,101,..,21,0,21,0,21,..,47,22,65,0,68,..,7,3,6,0,5,..,12,0,12,0,12,..,33,0,34,0,33,..,10,0,14,0,14,..,7,3,13,0,13,..,0,0,0,0,0,..,11,0,11,0,14,..,12,0,12,0,12,..,48,3,51,0,51,..,21,0,22,0,22,..,30
211011446,8460,..,..,..,..,8460,..,13,0,13,0,13,..,20,5,23,0,23,..,0,0,0,0,0,..,128,42,172,0,172,..,182,69,247,0,252,..,20,4,23,3,24,..,328,111,443,3,444,..,6,3,10,0,8,..,24,0,24,0,24,..,17,3,19,0,19,..,94,0,94,10,106,..,45,5,51,0,51,..,15,0,15,0,15,..,68,3,69,0,69,..,59,5,64,0,64,..,84,7,90,4,91,..,13,0,13,0,15,..,88,5,93,0,97,..,319,20,336,6,345,..,62,9,68,0,71,..,16,0,15,0,15,..,25,10,35,0,35,..,0,0,0,0,0,..,0,0,0,0,0,..,41,6,47,0,47,..,37,3,36,0,36,..,11,0,11,0,11,..,3,0,3,0,3,..,19,5,24,0,24,..,13,3,18,0,19,..,23,0,28,0,28,..,18,0,18,0,18,..,5
211011447,5531,..,..,..,..,5531,..,11,0,11,0,11,..,22,0,22,0,22,..,0,0,0,0,0,..,61,10,69,0,67,..,110,39,156,0,156,..,7,0,7,0,7,..,175,46,225,0,227,..,8,0,8,0,8,..,10,0,12,0,12,..,10,0,10,0,10,..,45,0,46,0,46,..,34,0,36,0,39,..,0,0,0,0,0,..,24,0,27,0,27,..,24,3,26,0,26,..,49,0,49,0,49,..,4,0,4,0,4,..,44,3,43,3,45,..,147,12,157,3,161,..,53,4,60,0,61,..,11,0,11,0,11,..,20,9,26,0,26,..,0,0,0,0,3,..,0,0,3,0,3,..,26,3,28,0,28,..,16,7,23,0,23,..,10,0,10,0,10,..,0,0,0,0,0,..,4,0,10,0,10,..,15,3,17,0,17,..,22,0,22,0,22,..,25,0,25,0,25,..,3
211011448,5926,..,..,..,..,5926,..,14,0,14,0,14,..,25,0,25,0,25,..,0,0,0,0,0,..,62,13,81,0,81,..,128,33,160,0,160,..,14,0,14,0,14,..,207,47,250,0,250,..,16,0,16,0,16,..,14,0,14,0,14,..,11,0,11,0,10,..,51,0,51,0,51,..,55,7,58,0,59,..,4,0,4,0,4,..,18,0,22,0,22,..,14,0,14,0,14,..,58,4,57,0,60,..,0,0,0,0,0,..,42,0,44,3,50,..,142,3,148,0,153,..,68,7,77,0,80,..,9,0,9,0,9,..,24,7,35,0,35,..,3,0,4,0,4,..,5,0,3,0,3,..,20,5,26,0,26,..,16,0,20,0,20,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,6,0,6,..,11,0,12,0,12,..,18,0,19,0,19,..,14,0,14,0,14,..,3
211011449,1889,..,..,..,..,1889,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,12,0,12,..,3,0,3,0,3,..,7,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,21,3,25,0,25,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
211021261,5709,..,..,..,..,5709,..,29,0,30,0,30,..,73,11,82,0,82,..,0,0,0,0,0,..,267,57,323,0,327,..,270,107,372,3,375,..,26,6,34,0,34,..,557,172,730,3,732,..,10,3,15,0,15,..,8,0,6,0,6,..,16,0,15,0,15,..,38,0,38,0,38,..,157,10,167,0,167,..,4,0,4,0,4,..,43,0,46,0,46,..,35,0,35,0,35,..,9,0,9,0,9,..,16,0,17,0,17,..,11,0,11,0,11,..,120,3,118,0,118,..,203,17,213,0,218,..,15,5,23,0,23,..,29,12,40,0,40,..,10,0,10,0,10,..,9,0,7,0,7,..,80,8,85,0,87,..,22,0,20,0,20,..,8,0,8,0,8,..,0,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,12,3,15,0,15,..,3,0,3,0,3,..,3
211021262,4313,..,..,..,..,4313,..,12,0,12,0,12,..,15,0,15,0,19,..,0,0,0,0,0,..,18,18,38,0,38,..,52,31,86,0,86,..,9,0,9,0,9,..,78,49,122,0,122,..,5,0,10,0,10,..,10,0,10,0,10,..,8,0,8,0,8,..,28,0,28,0,28,..,59,3,60,0,60,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,25,0,25,0,24,..,96,3,99,3,98,..,0,3,3,0,3,..,5,0,5,0,5,..,4,0,4,0,4,..,4,0,4,0,4,..,8,0,8,0,8,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0
211031263,4682,..,..,..,..,4682,..,11,0,11,0,11,..,12,0,11,0,11,..,0,0,0,0,0,..,60,15,71,0,71,..,55,29,89,0,88,..,9,0,9,0,9,..,127,45,173,0,172,..,9,0,9,0,9,..,3,0,3,0,3,..,11,0,11,0,11,..,22,0,28,0,28,..,17,0,17,0,17,..,6,0,6,0,6,..,37,0,37,0,41,..,48,4,51,0,51,..,34,3,37,0,37,..,15,0,15,0,15,..,22,0,20,0,23,..,156,10,165,3,164,..,18,3,25,0,25,..,3,0,3,0,3,..,8,0,8,0,8,..,3,0,4,0,4,..,0,0,0,0,0,..,12,7,18,0,18,..,10,0,16,0,16,..,3,0,3,0,3,..,10,0,10,0,10,..,11,3,19,0,19,..,13,0,10,0,10,..,3,0,8,0,8,..,11,0,11,0,11,..,3
211031265,7716,..,..,..,..,7716,..,31,0,31,0,31,..,36,0,37,0,37,..,0,0,0,0,0,..,50,13,58,0,58,..,104,41,142,3,150,..,16,0,17,0,17,..,168,52,220,3,221,..,6,0,6,0,4,..,23,0,27,0,27,..,11,0,11,0,11,..,44,0,41,0,41,..,39,0,42,0,44,..,0,0,0,0,0,..,13,0,13,0,13,..,13,3,11,0,13,..,20,0,20,0,20,..,12,0,12,0,12,..,9,0,8,0,8,..,65,4,66,0,67,..,93,3,94,0,94,..,4,3,8,0,8,..,6,0,6,0,6,..,12,0,12,0,12,..,7,0,7,0,7,..,19,3,20,0,20,..,10,3,7,0,7,..,4,0,4,0,4,..,3,0,3,0,3,..,4,0,5,0,5,..,6,0,6,0,6,..,6,0,5,0,5,..,0,0,0,0,0,..,0
211031266,5661,..,..,..,..,5661,..,8,0,8,0,8,..,33,4,36,0,36,..,0,0,0,0,0,..,154,52,206,0,211,..,363,167,528,3,531,..,9,3,18,0,18,..,526,225,749,4,759,..,15,0,15,0,15,..,14,0,14,0,14,..,19,0,23,0,23,..,38,0,35,0,42,..,46,8,54,0,54,..,8,0,5,0,5,..,74,5,79,0,79,..,90,11,96,0,96,..,54,0,57,0,56,..,20,0,24,0,24,..,48,7,58,0,58,..,298,23,321,0,325,..,61,5,66,0,66,..,11,0,11,0,14,..,29,10,35,0,35,..,3,0,4,0,4,..,8,0,8,0,8,..,70,21,92,4,96,..,33,6,36,0,36,..,5,0,11,0,11,..,0,0,0,0,0,..,5,0,10,0,10,..,8,0,8,0,8,..,17,3,22,0,22,..,12,0,12,0,12,..,3
211031267,7695,..,..,..,..,7695,..,10,0,10,0,10,..,25,0,25,0,25,..,3,0,3,0,3,..,99,35,139,0,138,..,255,96,348,0,351,..,9,4,11,0,11,..,367,128,493,3,501,..,7,0,9,0,9,..,28,0,26,0,26,..,20,0,20,0,20,..,56,0,57,0,57,..,41,11,56,0,55,..,3,0,3,0,3,..,72,0,72,0,72,..,49,13,62,0,60,..,36,3,43,0,40,..,12,0,13,0,13,..,30,3,34,0,34,..,208,16,227,4,226,..,44,5,43,0,43,..,21,0,17,0,17,..,30,17,44,0,44,..,0,0,0,0,0,..,0,0,0,0,0,..,42,16,59,0,59,..,16,3,18,0,18,..,24,3,31,0,31,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,30,3,26,0,30,..,14,0,14,0,14,..,5
211031268,3924,..,..,..,..,3924,..,9,0,9,0,9,..,18,0,18,0,18,..,0,0,0,0,0,..,53,13,71,0,71,..,122,41,159,3,162,..,4,0,7,0,7,..,185,54,236,3,243,..,8,0,6,0,6,..,5,0,5,0,5,..,14,0,14,0,14,..,14,0,18,0,18,..,38,0,38,0,38,..,0,0,0,0,0,..,20,0,17,0,17,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,12,0,12,..,43,0,47,0,47,..,61,4,70,0,75,..,3,0,3,0,3,..,22,3,27,0,27,..,3,0,3,0,3,..,0,0,0,0,0,..,10,3,13,0,13,..,10,0,10,0,10,..,4,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,9,0,10,0,10,..,0,0,0,0,0,..,0
211031450,5589,..,..,..,..,5589,..,9,0,9,0,9,..,22,3,27,0,27,..,0,0,0,0,0,..,33,7,43,0,43,..,83,25,113,0,112,..,7,3,11,0,11,..,129,39,171,0,173,..,6,0,6,0,6,..,26,0,26,0,22,..,9,0,9,0,10,..,31,0,31,0,31,..,25,0,29,0,29,..,0,0,0,0,0,..,38,4,38,0,38,..,22,0,29,0,29,..,14,0,15,0,15,..,6,0,6,0,6,..,30,0,28,0,28,..,111,3,119,0,115,..,32,4,35,0,38,..,3,0,4,0,4,..,9,5,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,25,9,39,0,39,..,11,3,15,0,15,..,7,3,11,0,11,..,4,0,4,0,4,..,6,3,9,0,9,..,12,3,12,0,12,..,9,0,9,0,9,..,17,0,17,0,17,..,4
211031451,4997,..,..,..,..,4997,..,15,0,11,0,11,..,28,4,27,0,27,..,0,0,0,0,0,..,44,11,61,0,64,..,123,34,154,0,159,..,3,0,8,0,8,..,173,48,222,3,229,..,8,0,8,0,8,..,15,0,15,0,15,..,4,0,4,0,4,..,30,0,31,0,31,..,21,3,29,0,29,..,7,0,7,0,7,..,45,0,47,0,47,..,37,0,38,3,36,..,24,0,25,0,25,..,3,0,3,0,3,..,14,0,20,0,20,..,131,9,134,3,139,..,47,3,52,0,52,..,3,0,3,0,3,..,4,3,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,22,7,32,0,32,..,9,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,8,0,10,0,10,..,5,0,5,0,5,..,5
211031452,1863,..,..,..,..,1863,..,6,0,6,0,6,..,3,0,5,0,5,..,0,0,0,0,0,..,13,3,22,0,22,..,44,15,61,0,64,..,3,0,3,0,3,..,62,23,83,0,81,..,3,0,3,0,3,..,8,0,8,0,8,..,8,0,8,0,8,..,3,0,3,0,3,..,7,0,9,0,9,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,4,0,4,..,7,0,7,0,7,..,3,0,3,0,3,..,9,0,9,0,9,..,31,0,32,0,32,..,7,3,8,0,7,..,5,0,5,0,5,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,3,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,0
211041269,2943,..,..,..,..,2943,..,3,0,3,0,3,..,12,0,12,0,12,..,0,0,0,0,0,..,257,80,341,9,341,..,393,140,531,0,531,..,33,13,50,0,50,..,688,231,923,9,926,..,6,0,6,0,6,..,8,0,5,0,5,..,14,0,14,0,14,..,22,0,22,3,26,..,126,13,140,0,140,..,9,0,9,0,9,..,71,3,75,0,75,..,41,4,42,0,46,..,69,0,72,0,72,..,23,0,24,0,24,..,39,0,39,0,39,..,254,12,269,0,266,..,67,11,77,0,83,..,20,4,27,0,27,..,19,0,18,0,18,..,0,0,0,0,0,..,7,0,7,0,7,..,46,4,52,0,47,..,12,3,14,0,14,..,6,0,6,0,6,..,0,0,0,0,0,..,6,3,10,0,10,..,13,0,16,0,16,..,11,0,11,0,11,..,18,0,18,0,18,..,4
211041270,5353,..,..,..,..,5353,..,9,0,9,0,9,..,32,0,40,0,40,..,0,0,0,0,0,..,252,74,324,0,321,..,449,133,590,4,587,..,25,10,32,0,32,..,730,217,946,3,945,..,12,0,12,0,12,..,8,0,8,0,8,..,21,0,25,0,25,..,28,0,28,0,30,..,51,8,57,0,64,..,4,0,4,0,4,..,71,0,74,0,74,..,77,9,82,0,82,..,26,0,29,0,27,..,25,6,32,0,35,..,54,3,55,0,55,..,256,16,277,0,279,..,90,19,104,0,104,..,24,0,31,0,31,..,41,15,56,3,57,..,9,0,12,0,12,..,8,0,8,0,8,..,59,10,67,0,67,..,12,0,14,0,14,..,10,0,10,0,10,..,0,0,0,0,0,..,22,3,29,0,29,..,13,0,13,0,13,..,38,3,45,0,45,..,12,0,12,0,12,..,3
211041271,3507,..,..,..,..,3507,..,9,0,9,0,9,..,11,0,18,0,18,..,0,0,0,0,0,..,194,73,273,4,276,..,347,132,480,0,480,..,24,10,31,0,31,..,567,213,784,3,782,..,10,4,17,0,17,..,5,0,5,0,5,..,9,3,14,0,14,..,21,0,21,0,21,..,77,6,79,0,79,..,8,0,8,0,8,..,102,4,108,0,108,..,73,10,84,0,84,..,28,0,29,0,29,..,45,0,45,0,45,..,88,4,94,0,94,..,351,21,370,0,376,..,72,3,78,0,78,..,9,6,10,0,10,..,28,6,30,0,30,..,3,0,3,0,3,..,3,0,3,0,3,..,47,9,60,3,60,..,8,3,11,0,11,..,4,0,9,0,9,..,0,0,0,0,0,..,13,0,15,0,15,..,16,3,22,0,22,..,31,0,39,0,36,..,3,0,8,0,8,..,8
211041272,3425,..,..,..,..,3425,..,4,0,4,0,4,..,16,3,21,0,21,..,0,0,0,0,0,..,161,47,212,0,212,..,330,133,460,0,460,..,13,7,23,0,23,..,505,190,694,0,697,..,11,0,11,0,11,..,7,0,7,0,7,..,5,0,5,0,5,..,32,0,32,0,32,..,52,0,51,0,51,..,22,0,22,0,22,..,58,0,62,0,62,..,35,3,36,0,37,..,65,0,64,0,64,..,11,0,11,0,11,..,38,0,38,0,38,..,231,12,236,3,242,..,42,3,45,0,45,..,23,0,20,0,20,..,18,4,24,0,24,..,0,0,3,0,3,..,0,0,0,0,0,..,24,4,22,0,22,..,14,0,14,0,14,..,7,0,14,0,14,..,0,0,0,0,0,..,10,0,10,0,10,..,7,0,7,0,7,..,20,0,20,0,20,..,7,0,7,0,7,..,4
211041273,3185,..,..,..,..,3185,..,4,0,4,0,4,..,26,0,26,0,26,..,0,0,0,0,0,..,317,47,362,0,362,..,586,181,765,3,767,..,47,4,50,0,50,..,949,233,1178,5,1180,..,16,0,17,0,17,..,3,0,3,0,3,..,15,0,15,0,11,..,26,0,26,0,26,..,195,23,213,4,220,..,7,0,7,0,7,..,56,0,57,0,57,..,20,0,23,0,23,..,71,0,73,0,71,..,31,0,31,0,31,..,35,3,39,0,39,..,221,8,232,0,231,..,102,12,113,0,113,..,17,0,15,0,15,..,37,9,43,0,43,..,4,0,4,0,4,..,3,0,3,0,3,..,27,7,27,0,32,..,20,0,20,0,20,..,10,0,16,0,16,..,0,0,0,0,0,..,0,0,3,0,3,..,12,0,12,0,12,..,23,3,29,0,26,..,13,0,13,0,13,..,5
211051274,4439,..,..,..,..,4439,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,10,3,18,0,18,..,0,0,0,0,0,..,15,5,20,0,20,..,0,0,0,0,0,..,22,0,22,0,22,..,13,0,18,0,18,..,54,0,52,0,52,..,11,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,29,3,35,0,36,..,17,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,3,3,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
211051275,4198,..,..,..,..,4198,..,8,0,8,0,8,..,15,0,15,0,15,..,0,0,0,0,0,..,21,4,21,0,21,..,38,9,46,0,46,..,0,0,0,0,0,..,57,15,72,0,72,..,6,0,6,0,6,..,15,0,19,0,19,..,4,0,4,0,4,..,29,0,29,0,28,..,15,0,15,0,15,..,0,0,0,0,0,..,10,0,10,0,10,..,9,3,17,0,17,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,40,3,43,0,43,..,104,10,112,0,118,..,5,0,5,0,5,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,11,0,11,0,11,..,18,0,20,0,20,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,7,0,7,..,5,0,5,0,5,..,9,3,10,0,10,..,9,0,9,0,9,..,3
211051276,6022,..,..,..,..,6022,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,13,0,13,..,0,0,0,0,0,..,16,3,15,0,15,..,3,0,3,0,3,..,19,0,19,0,18,..,10,0,10,0,10,..,37,0,36,0,36,..,18,0,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,36,0,36,3,42,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0
