SED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED26303,4,0,0,0,0,3,0,0,0,15,0,22,0,0,0,0,0,0,0,3,0,7,0,11,0,0,0,0,0,0,0,4,0,10,0,13,0,0,0,0,0,0,0,3,0,3,0,10,3,0,0,3,0,0,0,11,0,11,0,35,0,0,0,3,0,12,0,14,0,16,0,53,6,10,0,3,3,14,0,22,3,34,0,100,7,16,0,20,0,32,3,29,3,41,0,153,14,27,0,31,0,80,6,37,3,63,0,269,20,32,3,77,7,87,5,22,7,61,3,327,20,30,0,91,7,89,5,26,0,61,4,332,47,36,5,121,14,97,6,16,3,27,0,362,97,74,3,334,32,220,17,38,9,56,7,878,165,54,3,409,36,66,13,16,0,27,4,788,163,26,3,354,35,33,10,16,3,17,0,664,139,10,7,188,41,144,6,11,0,6,0,546,539,43,16,782,91,190,12,21
SED26406,0,0,0,0,0,3,0,3,0,29,0,35,0,3,0,0,0,0,0,5,0,8,0,21,0,4,0,0,0,3,0,7,0,17,0,34,0,0,0,0,0,0,0,10,3,5,0,21,4,0,0,3,0,5,0,13,0,11,0,41,0,7,0,8,0,18,0,29,3,27,0,100,0,7,0,11,0,39,3,23,3,43,0,143,11,21,0,26,0,95,0,38,10,43,5,254,16,44,3,78,0,154,4,58,3,64,0,431,30,33,3,118,10,130,7,44,9,66,0,448,32,31,3,119,10,170,8,28,4,48,0,454,72,19,3,153,13,174,4,22,0,49,4,514,203,43,4,374,34,314,14,42,13,60,0,1094,214,31,3,415,37,100,10,24,9,30,0,864,228,16,7,308,48,58,7,6,3,18,0,693,167,7,4,126,37,164,3,8,4,11,0,530,524,31,12,549,79,146,12,20
SED26504,6,0,0,7,0,0,0,0,0,3,0,22,3,0,0,4,0,0,0,0,0,0,0,10,3,3,0,3,0,0,0,7,0,4,0,19,0,0,0,0,0,0,0,3,0,3,0,11,5,0,0,5,0,0,0,7,3,20,0,43,3,4,0,7,0,12,0,17,6,28,0,83,12,6,0,29,8,27,0,24,4,45,0,153,20,22,0,36,5,76,0,26,12,36,3,237,35,27,3,149,12,118,8,46,6,57,0,456,57,36,3,226,22,128,7,24,11,50,0,567,75,28,9,226,13,93,9,21,8,23,3,501,90,23,4,216,26,60,11,21,3,13,0,464,221,46,11,388,42,99,16,13,5,23,4,863,191,19,3,238,31,31,7,7,0,10,4,527,103,5,0,101,20,14,10,4,0,4,4,265,81,9,0,40,8,19,3,3,0,4,0,163,108,3,6,89,12,20,8,3
SED26603,4,0,0,0,0,4,0,0,3,49,0,60,0,0,0,0,0,0,0,3,0,6,0,18,0,0,0,0,0,3,0,9,0,17,0,29,0,0,0,0,0,9,0,11,3,14,0,29,0,0,0,3,0,6,0,29,3,37,0,87,0,10,0,0,3,26,0,34,3,43,4,133,3,13,0,9,0,64,0,54,0,75,4,228,3,20,0,29,0,114,3,74,10,82,0,352,20,43,0,95,5,196,3,75,15,131,6,578,40,44,8,152,11,209,12,47,13,96,0,635,53,32,8,182,25,222,8,33,7,85,3,653,63,35,3,213,20,198,3,31,5,72,3,647,235,63,12,462,61,319,11,34,15,95,0,1299,217,38,6,466,67,110,7,29,8,27,3,980,228,21,6,316,53,66,13,14,4,20,4,741,176,10,3,121,38,118,5,16,3,16,0,495,333,24,8,359,64,97,6,12
SED26708,10,0,3,6,0,3,0,0,0,13,3,38,4,3,0,3,0,3,0,5,0,7,0,25,3,3,0,5,0,3,0,0,0,4,0,20,0,0,0,0,0,0,0,3,0,3,0,14,12,3,0,12,0,4,0,8,3,25,0,63,5,4,0,11,3,10,3,24,4,20,0,79,16,9,3,18,3,31,0,20,6,33,3,143,16,20,0,55,6,82,5,37,9,37,0,268,52,47,3,145,15,155,5,49,8,57,3,549,68,38,10,271,23,128,4,30,7,41,4,623,80,19,5,251,17,112,9,29,5,21,8,548,93,26,8,289,26,97,10,16,10,17,0,598,254,34,16,452,50,113,12,21,9,20,7,987,181,15,13,338,30,57,6,4,4,10,0,671,128,15,5,136,26,27,3,3,3,3,4,349,54,7,0,66,5,32,0,0,0,0,0,178,142,18,5,140,11,42,8,3
SED26806,3,0,0,0,0,3,0,0,0,16,0,24,0,0,0,3,0,0,0,3,0,9,0,18,0,0,0,0,0,0,0,9,0,11,0,19,0,0,0,0,0,0,0,4,0,3,0,7,0,0,0,4,0,0,0,4,0,20,0,37,3,3,0,4,0,0,0,8,0,5,0,30,0,3,0,6,0,9,0,10,0,15,0,45,3,0,0,12,0,32,0,14,4,20,0,92,14,12,0,21,5,40,3,20,5,21,0,133,18,21,0,37,3,46,0,19,0,30,0,172,15,5,0,40,4,61,0,15,0,18,0,162,20,11,0,49,0,71,3,4,3,16,0,182,54,18,0,110,14,129,3,15,7,30,0,377,75,10,0,141,29,46,8,9,0,17,0,332,79,8,5,104,23,26,4,9,0,3,0,256,74,5,3,64,20,147,3,11,6,8,0,337,394,22,8,432,83,199,17,31
SED26903,0,0,0,0,0,0,0,0,0,50,0,54,0,0,0,0,0,0,0,4,3,10,0,20,0,0,0,0,0,3,0,11,0,27,0,43,0,0,0,0,0,4,0,10,3,6,0,23,0,4,0,0,0,5,0,23,0,54,3,96,4,9,0,11,0,37,0,47,3,60,0,184,0,20,3,14,0,63,3,55,9,82,3,253,8,30,0,27,3,142,0,87,13,100,6,422,22,48,3,92,5,218,9,65,14,126,0,600,44,49,3,181,16,174,14,35,7,131,3,664,45,37,3,176,11,175,9,45,11,100,3,608,66,24,3,182,14,123,11,15,12,90,3,549,208,62,5,403,35,214,5,40,8,80,0,1072,190,30,11,320,37,79,12,18,5,39,0,736,123,9,4,184,39,49,3,6,8,26,0,447,100,4,7,76,23,60,0,4,4,20,0,295,165,17,3,167,32,60,6,6
SED27003,3,0,0,0,0,0,0,3,0,21,0,27,0,0,0,0,0,3,0,3,0,8,0,9,0,0,0,0,0,3,0,7,0,26,0,38,0,0,0,0,0,0,0,0,0,5,0,8,0,4,0,0,0,3,0,11,3,65,0,87,3,3,0,8,0,6,0,28,3,23,0,70,5,3,0,9,0,11,0,22,3,37,0,97,3,5,0,13,0,28,0,26,4,35,0,106,4,17,0,18,0,40,3,13,3,44,0,155,7,16,0,34,5,38,3,20,3,38,0,161,18,15,0,30,7,44,0,11,0,28,3,162,24,11,0,46,6,44,0,10,0,29,0,168,87,22,3,153,24,118,0,13,5,21,0,458,81,23,3,201,26,46,4,10,5,22,0,428,108,14,3,165,34,30,4,3,3,12,0,381,98,10,7,102,29,127,0,5,7,11,0,395,528,53,21,516,101,163,9,16
SED27101,0,3,0,0,0,0,0,4,0,29,0,39,0,0,0,0,0,0,0,0,0,6,0,16,0,0,0,0,0,3,0,14,0,9,0,27,0,0,0,0,0,5,0,12,0,4,0,25,0,0,0,3,0,6,0,17,0,43,0,63,0,5,0,5,0,27,0,26,0,26,0,99,3,6,0,7,0,53,0,41,7,44,0,167,11,26,0,33,4,92,0,46,8,46,3,258,26,34,3,83,3,148,3,62,4,53,0,430,26,29,0,147,14,144,6,49,7,64,0,489,35,24,3,178,12,138,3,21,7,49,0,484,67,28,4,231,13,177,8,16,12,50,0,595,228,40,5,481,57,311,9,43,3,61,0,1239,218,37,5,557,53,97,15,19,3,25,0,1030,216,12,4,337,42,51,8,14,3,10,0,705,178,13,0,147,32,137,0,11,5,15,3,535,332,19,14,409,64,123,4,11
SED27208,13,0,0,3,0,3,0,0,0,10,0,40,4,0,0,0,0,0,0,3,0,7,0,13,4,0,0,7,0,10,0,3,3,8,0,35,0,0,0,0,0,0,0,3,0,10,0,15,11,0,0,11,0,4,3,12,0,27,0,68,8,5,0,14,0,19,6,15,3,36,0,108,8,12,4,14,4,34,5,37,11,62,0,193,30,26,3,57,5,77,3,56,7,87,0,355,40,41,4,152,13,164,12,56,10,92,3,583,70,29,5,254,28,136,17,37,9,61,0,637,80,33,9,211,21,125,12,19,5,37,3,549,85,23,0,238,14,73,6,17,7,23,3,477,188,38,6,368,46,107,10,15,3,35,4,816,143,13,5,208,36,47,6,3,0,8,3,484,115,6,3,108,8,8,5,3,0,0,0,257,58,5,0,36,7,14,3,0,0,0,0,120,80,3,0,71,9,31,3,3
SED27305,0,0,0,3,0,4,0,0,0,16,0,26,0,0,0,3,0,0,0,0,0,4,0,9,3,0,0,0,0,3,0,6,0,7,0,24,0,0,0,0,0,3,0,3,0,4,0,13,3,3,0,3,0,11,0,3,0,23,0,47,3,11,0,5,0,20,0,25,0,19,0,80,5,13,0,18,0,31,0,34,3,42,0,136,7,19,0,31,0,98,0,31,3,39,0,227,15,34,3,94,0,149,3,53,11,83,0,445,43,39,0,144,12,159,0,43,7,54,3,502,54,30,3,182,5,185,7,31,8,43,0,550,94,29,3,258,16,169,4,30,4,39,0,647,330,30,8,595,45,311,6,36,8,58,0,1430,325,36,10,562,53,129,5,26,8,21,0,1173,286,24,7,311,35,71,3,13,0,23,0,772,238,6,5,142,26,101,7,11,0,10,0,554,448,16,10,431,43,146,3,15
SED27406,0,0,0,3,0,0,0,0,0,16,0,26,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,4,0,13,0,27,0,0,0,0,0,9,0,14,3,13,0,36,6,4,0,8,0,13,0,11,0,17,0,70,3,12,0,9,0,25,0,16,0,29,0,97,12,28,0,29,4,66,0,24,3,42,0,206,10,19,0,56,3,63,0,23,3,44,0,219,17,18,0,80,11,65,0,26,0,30,3,242,40,7,0,104,0,74,3,13,4,26,0,283,125,42,0,304,25,212,4,41,5,38,0,805,148,31,3,413,41,68,13,27,7,40,0,795,191,18,5,315,39,44,5,20,3,14,0,661,167,10,8,164,21,323,3,20,10,15,0,734,823,52,8,1050,96,350,11,45
SED27504,3,0,3,5,0,3,0,0,0,34,0,47,5,0,0,0,0,0,0,0,0,5,0,12,0,3,0,4,0,3,0,4,0,21,0,48,0,0,0,0,0,0,0,7,0,7,0,23,3,0,0,0,0,10,0,18,3,72,0,115,5,5,0,10,0,26,0,22,7,67,0,135,12,14,0,19,0,29,3,31,6,82,0,195,21,21,0,49,4,94,0,48,16,99,0,345,34,31,5,142,9,196,3,53,26,83,5,592,80,29,4,220,25,170,12,37,14,58,5,644,77,34,7,249,26,150,7,33,10,35,0,641,126,29,3,273,29,98,5,17,5,44,3,621,321,34,16,468,63,142,14,27,11,33,4,1133,252,22,5,321,36,52,12,7,4,9,3,727,178,6,5,165,19,11,4,7,0,3,0,397,102,3,0,68,8,37,0,3,0,3,0,227,171,11,6,134,9,41,3,10
SED27608,3,0,0,3,0,0,0,0,0,6,0,21,0,0,0,0,0,0,0,3,0,3,0,14,4,0,0,0,0,3,0,3,0,10,0,20,0,0,0,0,0,3,0,3,0,3,0,12,0,3,0,5,0,3,0,13,0,19,0,42,3,8,0,4,0,11,3,16,0,18,0,53,4,16,3,19,0,23,3,22,3,24,0,114,7,19,0,35,3,60,0,42,3,39,0,208,16,34,3,108,5,125,0,49,13,48,0,408,40,48,7,197,16,167,3,43,10,37,0,566,53,42,3,287,26,156,3,41,10,28,3,644,78,34,10,318,29,193,16,27,18,21,0,738,283,62,12,701,63,328,22,30,9,34,0,1541,245,39,10,629,80,109,15,23,3,14,0,1167,220,7,10,403,47,53,3,7,3,4,0,761,184,15,9,139,24,111,0,10,3,3,0,499,322,19,15,414,32,125,8,11
SED27708,7,0,0,4,0,0,0,0,0,17,0,29,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,3,0,4,0,15,0,0,0,0,0,0,0,3,0,5,0,12,3,4,0,4,0,3,0,6,3,21,0,51,0,11,0,0,0,8,3,17,3,13,0,53,12,11,0,15,4,24,0,28,0,46,3,144,17,18,4,38,8,77,4,50,4,57,3,282,26,41,5,143,5,153,5,50,15,56,7,494,47,45,7,243,20,126,6,46,6,42,7,598,55,42,11,255,22,144,3,21,11,31,4,601,74,28,6,274,20,105,11,14,8,24,4,581,232,47,13,494,43,139,16,20,15,13,0,1028,203,24,12,372,47,44,21,13,3,6,3,742,135,14,4,173,25,27,5,0,3,3,0,389,89,0,5,64,14,37,4,0,3,5,0,220,121,17,8,154,14,36,3,5
SED27807,0,0,0,0,0,9,0,7,4,97,0,116,0,0,0,0,0,3,0,3,0,38,0,50,0,0,0,0,0,8,0,26,3,57,4,97,0,0,0,0,0,5,0,31,0,34,0,76,3,3,0,0,0,15,0,45,3,144,5,218,3,5,0,4,0,58,0,85,7,112,0,277,0,34,3,21,0,119,3,94,15,144,4,433,11,35,8,48,3,267,3,111,14,162,3,660,35,59,0,112,10,308,3,115,20,192,4,855,65,50,10,157,14,288,11,79,12,157,6,851,92,40,3,147,12,203,3,58,12,124,4,701,129,19,7,143,16,139,4,34,6,112,3,611,273,42,5,241,28,196,3,51,11,143,0,1003,222,31,4,181,20,96,3,23,8,66,3,650,122,10,3,107,11,50,4,14,0,43,0,361,70,3,3,45,13,41,0,5,0,14,0,196,92,12,0,69,16,56,0,3
SED27907,3,0,0,0,0,4,0,5,0,9,0,28,0,0,0,0,0,3,0,3,0,8,0,17,0,0,0,0,0,3,0,4,0,7,3,26,4,0,0,0,0,3,0,3,0,8,0,12,0,0,0,0,0,7,0,13,0,22,0,46,0,4,0,4,0,12,3,22,3,25,0,65,4,5,0,9,0,37,0,22,3,42,0,129,4,23,0,34,3,97,3,47,6,57,3,276,13,23,0,81,5,179,4,51,9,83,3,444,32,31,4,185,15,168,9,42,14,56,3,559,54,34,4,229,15,184,10,27,3,76,0,629,81,22,9,254,25,171,9,29,4,69,3,680,302,44,5,556,72,237,20,43,8,68,4,1359,254,18,6,425,45,104,11,23,5,26,5,938,233,20,4,260,39,51,0,13,4,18,0,642,154,5,3,104,15,76,0,3,4,13,0,377,249,17,5,229,25,76,15,20
SED28007,0,3,0,3,0,3,0,3,3,62,0,76,3,0,0,0,0,3,0,3,3,16,0,32,0,4,0,3,0,5,0,8,4,28,0,52,0,0,0,3,0,8,0,9,4,6,0,25,0,5,0,3,0,14,0,18,6,40,0,95,0,4,4,15,0,39,0,55,11,49,0,176,4,11,0,9,0,80,0,48,14,69,0,243,10,31,0,51,9,191,5,103,8,85,0,496,30,55,0,159,6,312,8,80,21,112,0,788,71,41,4,260,22,331,14,68,19,100,3,933,96,45,7,323,33,275,10,47,10,69,0,916,161,32,10,349,33,286,5,43,21,55,0,988,517,54,15,741,92,453,22,55,21,81,4,2061,519,36,14,563,67,173,6,19,4,48,0,1456,403,31,7,311,46,84,8,19,4,22,0,935,257,7,5,145,24,119,0,14,11,14,0,603,394,15,7,303,36,112,13,23
SED28107,7,0,0,0,0,5,0,3,3,67,0,89,3,0,0,0,0,6,0,10,7,25,0,47,0,3,0,0,0,7,0,20,3,45,0,81,0,0,0,0,0,7,0,21,3,24,0,57,0,10,0,7,0,12,0,55,4,87,0,172,3,8,0,12,0,81,4,79,9,72,3,271,7,32,0,24,4,162,3,115,20,96,3,468,21,60,9,62,8,374,3,123,29,116,3,796,63,66,4,212,18,575,6,129,32,125,9,1229,132,81,8,340,32,529,14,76,30,108,9,1368,192,44,10,392,41,495,13,60,12,81,3,1344,273,33,11,387,48,396,12,56,14,57,7,1292,771,57,21,746,115,622,16,68,25,72,5,2509,581,37,14,553,76,184,17,26,3,31,5,1517,397,21,6,235,59,93,6,20,3,14,0,870,244,5,6,131,27,123,3,3,3,11,0,550,380,10,0,211,34,91,7,12
SED28203,0,0,0,0,4,3,0,0,3,82,3,92,0,0,0,0,0,3,0,8,0,38,0,50,0,4,0,4,0,6,0,18,0,37,0,70,0,0,0,0,0,6,0,7,4,22,0,41,3,4,0,0,0,16,0,29,3,162,0,226,0,7,0,6,0,60,0,71,9,98,3,260,4,22,4,20,0,126,4,80,12,184,0,457,18,30,0,50,9,253,6,86,21,172,6,641,31,63,7,123,14,351,12,97,18,210,7,919,75,53,5,202,16,288,14,64,14,188,0,921,116,38,5,229,28,203,6,41,15,133,8,831,138,31,10,184,13,155,7,25,6,126,10,710,320,32,8,393,67,273,11,37,23,150,0,1315,251,25,8,212,43,93,14,18,6,54,3,723,162,11,7,109,25,39,6,7,5,36,0,413,87,5,0,42,12,45,4,10,7,14,0,229,97,3,0,75,13,50,0,5
SED28301,3,0,0,4,0,3,0,3,6,48,0,67,6,0,0,0,0,0,0,6,0,16,0,30,0,3,0,0,0,7,0,6,3,13,0,27,0,0,0,0,0,11,0,13,0,14,0,38,4,0,0,6,0,7,0,11,0,24,0,59,3,5,0,9,0,18,0,22,0,17,0,75,9,18,0,14,0,40,0,33,0,51,0,161,4,23,0,29,3,87,0,33,9,46,0,238,22,25,3,98,7,99,3,54,11,61,0,384,37,44,3,119,6,128,3,31,7,56,0,425,35,36,6,149,14,135,4,40,4,66,0,484,61,35,0,179,19,157,4,26,6,46,3,537,177,44,3,413,33,325,13,61,6,75,0,1145,208,44,9,466,24,106,7,28,0,47,3,950,246,32,6,341,28,68,6,14,6,25,0,769,171,17,0,186,17,204,0,25,6,32,3,657,593,57,11,752,54,332,12,41
SED28408,0,0,0,3,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,3,0,9,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,8,0,15,0,28,0,5,0,5,0,8,0,19,0,25,0,56,3,8,0,10,0,36,0,29,0,48,0,139,12,13,0,32,3,89,3,43,3,51,0,247,19,27,3,93,5,113,4,29,11,59,0,363,35,25,3,179,13,129,4,33,8,43,4,475,29,33,3,205,20,118,0,23,7,31,0,477,60,27,0,221,18,102,5,14,0,12,0,459,178,27,6,452,41,134,15,25,11,29,0,910,205,23,5,303,27,55,4,3,0,9,0,645,158,10,6,177,17,21,5,0,4,7,0,409,81,4,0,69,12,56,0,6,0,0,0,236,205,15,0,218,26,61,10,11
SED28507,4,0,0,3,0,6,0,3,0,41,3,59,0,0,0,0,0,0,0,3,0,20,0,23,0,0,0,0,0,3,0,9,0,36,0,52,0,0,0,0,0,13,0,10,0,11,0,38,0,0,0,3,0,4,0,33,3,97,3,142,5,3,0,4,0,41,0,44,3,49,0,145,7,10,0,9,0,82,3,72,6,90,0,277,7,20,0,28,3,214,3,95,10,99,0,491,34,34,6,116,12,327,13,79,11,100,8,731,56,56,4,221,14,324,10,67,22,87,6,876,94,23,7,246,35,307,9,41,15,59,3,841,130,28,3,235,31,222,7,24,4,44,0,730,389,29,13,470,67,338,12,38,13,61,4,1426,333,15,7,333,39,125,5,16,7,23,3,904,237,5,6,187,27,53,4,15,3,6,0,546,147,10,0,70,15,65,7,4,0,5,0,308,198,11,9,155,23,65,0,4
SED28607,0,0,0,0,0,7,3,4,0,26,0,45,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,4,0,10,0,15,0,33,0,0,0,0,0,0,0,6,0,9,0,16,3,6,0,0,0,3,0,13,0,44,0,63,0,3,0,0,0,17,0,24,0,20,0,71,0,3,0,10,0,23,0,32,3,52,3,131,8,21,0,19,0,64,3,50,8,45,4,211,11,18,0,40,3,103,4,45,3,76,0,312,30,30,3,102,5,123,4,36,3,82,0,417,36,19,0,116,10,136,5,35,3,58,0,424,58,31,0,171,17,140,3,9,11,31,0,473,167,45,4,371,42,273,15,28,13,68,0,1032,233,34,14,508,67,90,13,22,14,30,0,1019,241,24,5,450,70,72,11,14,6,13,0,903,214,13,11,220,67,215,10,15,4,13,4,781,746,42,27,764,122,259,21,26
SED28704,3,0,0,0,0,8,0,0,4,25,0,36,0,0,0,0,0,0,0,4,0,10,0,20,0,0,0,0,0,3,0,5,3,6,0,26,0,0,0,0,0,3,0,0,0,3,0,11,0,0,0,6,0,7,0,14,0,32,0,62,0,3,0,10,0,22,0,12,3,26,3,79,3,11,0,23,0,57,3,26,9,42,0,176,8,24,0,40,5,145,3,44,8,66,0,336,22,49,5,131,21,281,3,71,21,75,5,682,62,45,6,258,24,295,13,37,17,54,3,812,86,49,3,403,52,305,10,46,13,48,0,1018,140,44,16,452,45,270,17,42,9,37,0,1075,448,76,15,890,135,435,18,40,21,47,10,2135,434,42,14,762,95,141,13,18,12,21,4,1564,351,21,11,403,45,69,8,14,7,12,0,940,234,16,3,168,24,130,6,12,3,5,0,595,404,12,10,438,34,143,12,13
SED28803,3,0,0,0,0,5,0,5,7,110,0,134,0,0,0,3,0,3,0,9,0,23,0,43,0,5,0,4,0,13,0,20,3,42,0,91,0,0,0,0,0,8,0,10,7,28,0,54,3,0,0,4,0,19,0,60,12,178,0,273,3,9,0,9,0,70,3,94,17,129,3,331,9,25,0,13,7,174,3,128,18,186,9,557,17,25,3,66,5,336,3,147,30,177,3,812,41,66,5,182,18,493,8,129,27,206,7,1174,119,67,5,318,25,435,18,91,26,152,4,1265,126,48,12,331,24,383,16,70,16,112,9,1139,214,42,5,346,33,307,20,64,10,84,0,1123,564,51,21,689,90,462,23,67,16,157,5,2148,461,29,9,442,66,184,17,30,5,64,0,1318,333,11,9,257,44,77,4,24,7,43,0,808,228,12,4,109,25,114,0,6,3,9,0,521,363,27,10,206,21,101,10,20
