SED_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
SED27504,6160,6959,2756,193,16064,5157,609,21833,390,231,179,17,818,1245,102,2167,24,17,5,0,46,37,11,96,414,244,186,23,862,1282,115,2259,32,24,31,4,90,224,9,322,3,0,0,0,3,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,31,7,91,241,9,348,22,5,0,0,30,91,3,127,37,5,10,0,47,100,3,159,3,3,0,0,3,5,0,9,16,18,6,0,36,19,3,59,73,27,23,0,119,218,11,345,19,17,5,0,42,20,7,63,6699,7264,2998,217,17182,6927,745,24856
SED27608,6213,8485,1943,184,16826,3695,770,21292,406,171,137,16,731,922,77,1733,138,105,38,0,289,154,40,483,544,278,173,20,1018,1079,116,2215,17,11,4,0,30,105,3,147,8,3,0,0,11,21,0,27,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,28,12,4,0,48,127,3,180,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,0,0,0,7,0,5,18,60,8,0,80,13,15,105,15,59,12,0,92,16,15,119,12,9,5,0,29,19,3,55,6814,8854,2140,207,18015,4929,914,23854
SED27708,6222,6286,2204,190,14906,4894,604,20407,253,63,143,11,477,924,56,1456,92,33,30,0,165,167,23,352,344,102,173,13,634,1096,81,1813,89,33,57,4,190,591,50,829,16,0,0,0,17,64,3,82,0,0,0,0,0,8,0,6,0,0,0,0,4,0,0,3,107,38,65,4,212,665,52,924,10,5,0,3,17,19,0,34,24,8,3,0,37,45,6,85,0,0,0,0,0,9,0,7,14,10,0,0,25,14,3,44,43,20,9,3,81,88,9,175,42,29,9,0,77,41,6,118,6765,6479,2456,213,15908,6781,752,23443
SED27807,4135,6767,3194,409,14504,3560,752,18812,396,594,363,59,1415,711,119,2244,278,400,198,31,903,210,80,1190,673,997,560,90,2318,922,197,3436,358,406,266,68,1093,673,112,1874,15,12,6,3,35,27,6,67,21,22,9,3,55,42,7,102,3,3,3,0,13,9,3,28,394,444,283,74,1194,751,131,2072,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,24,0,0,0,0,0,0,0,0,7,24,11,3,42,9,9,53,7,25,11,3,40,27,9,81,18,12,6,0,40,24,7,71,5231,8241,4047,576,18092,5281,1090,24472
SED27907,4761,7360,2431,204,14755,3281,388,18422,267,177,199,22,668,745,66,1480,101,99,76,5,283,129,12,427,367,271,274,29,948,882,81,1907,197,86,123,6,417,508,30,954,4,0,0,0,4,31,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,205,86,123,6,423,541,30,997,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,4,4,0,0,10,0,0,10,5,7,3,0,17,9,3,28,5338,7734,2832,244,16155,4715,501,21372
SED28007,3668,10881,2076,198,16822,1759,183,18765,465,645,302,38,1450,568,46,2065,246,469,229,23,968,218,55,1242,714,1108,533,64,2418,788,99,3306,30,54,28,3,104,196,5,304,22,10,9,0,40,27,3,71,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,48,62,36,3,147,221,6,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,5,0,3,0,0,5,4,0,5,11,16,4,0,29,12,3,40,4437,12073,2646,263,19416,2781,293,22492
SED28107,4631,12389,2646,235,19895,2427,505,22824,912,1702,414,49,3080,688,81,3852,175,311,91,20,597,133,23,754,1089,2018,505,63,3677,820,111,4605,152,172,112,14,455,302,38,790,10,0,0,0,14,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,174,114,14,463,313,38,818,4,0,3,0,10,27,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,3,0,11,28,4,40,7,10,0,0,16,15,0,32,5891,14588,3274,312,24061,3607,650,28323
SED28203,4681,8213,2625,312,15827,3109,406,19338,262,314,179,13,773,364,61,1200,196,312,134,22,674,141,37,849,457,629,322,37,1444,508,94,2048,181,244,116,27,563,270,35,864,7,3,3,0,16,23,0,41,3,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,193,245,122,27,586,299,36,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,15,3,0,13,3,11,3,0,17,3,0,16,14,20,7,0,34,13,4,55,5346,9108,3076,371,17906,3926,539,22368
SED28301,4238,8039,1469,150,13895,2033,234,16158,276,282,148,22,718,447,30,1199,305,596,165,16,1077,201,32,1312,577,874,314,35,1802,649,67,2509,152,163,59,4,387,297,12,698,51,33,24,6,110,66,5,187,42,23,5,0,74,33,6,107,0,0,0,0,0,0,0,0,245,221,87,12,569,391,25,986,5,0,0,0,5,10,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,4,6,0,3,0,15,9,0,25,12,14,10,0,34,52,0,86,5074,9151,1884,202,16305,3135,322,19760
SED28408,4805,5342,2360,179,12684,4671,754,18111,430,281,259,26,1003,1415,133,2546,101,55,65,6,228,144,44,414,531,336,328,31,1224,1561,175,2957,111,37,60,6,214,561,40,815,13,9,3,0,25,36,12,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,38,69,9,236,596,48,885,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,6,4,7,0,20,12,0,31,13,4,7,0,17,15,0,34,25,10,4,0,41,43,5,89,5495,5739,2763,219,14213,6880,984,22074
SED28507,4686,8260,3002,230,16179,3755,571,20499,430,478,310,25,1248,924,71,2242,103,123,76,3,306,119,25,449,533,596,389,34,1557,1044,102,2699,52,74,45,9,182,113,21,317,8,0,0,0,13,3,0,14,16,7,4,0,30,32,0,59,0,0,0,0,0,0,0,0,76,81,50,7,220,149,17,386,23,3,3,0,24,41,0,65,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,6,23,4,3,0,31,45,0,77,8,7,4,0,17,14,0,32,5321,8962,3449,272,18001,5000,697,23697
SED28607,4135,6857,1697,283,12970,3309,713,16989,619,478,271,42,1411,1003,120,2535,1126,1349,391,37,2906,704,194,3804,1750,1824,665,74,4314,1706,313,6334,434,178,152,33,801,1065,144,2011,122,38,33,8,193,230,32,458,41,11,38,7,100,159,19,274,0,0,0,0,0,0,0,5,600,227,220,41,1090,1459,200,2746,0,0,0,0,3,22,3,27,3,0,0,0,4,13,0,21,0,3,0,0,3,3,0,5,40,20,14,3,80,42,25,142,47,25,14,3,88,82,24,191,24,27,3,3,58,55,7,114,6551,8960,2594,403,18514,6609,1257,26380
SED28704,5469,11410,2737,183,19805,3060,371,23237,249,313,178,8,747,347,32,1126,133,162,169,6,475,154,30,652,389,474,349,13,1222,507,55,1782,18,25,36,0,77,69,11,158,5,9,3,0,22,13,10,47,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,23,41,34,0,105,82,15,205,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,8,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,3,3,5,4,0,11,7,0,21,13,17,5,0,35,26,0,58,5905,11946,3137,193,21175,3680,448,25299
SED28803,4194,12819,2791,248,20054,2254,317,22619,263,493,208,20,978,299,33,1312,235,350,195,13,790,189,54,1034,500,841,400,34,1769,487,89,2354,45,68,34,4,148,58,7,221,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,45,69,36,4,152,62,7,221,0,0,3,0,3,4,0,8,14,3,7,0,20,55,0,77,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,7,14,3,13,0,29,58,5,91,7,16,3,0,25,6,3,35,4753,13758,3235,284,22028,2867,425,25324
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
