SED_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
SED21106,2655,5742,1009,97,9497,1741,191,11425,666,619,236,32,1545,930,95,2569,682,781,215,17,1697,601,62,2359,1349,1396,443,46,3243,1533,153,4928,760,328,203,33,1325,1253,262,2841,905,243,189,48,1381,1660,335,3384,293,81,63,8,447,397,40,882,5,0,0,0,5,0,0,4,1956,649,449,93,3152,3314,635,7102,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,11,0,52,21,5,83,24,11,11,0,50,23,5,85,26,40,8,0,72,32,6,108,6011,7841,1925,242,16020,6636,986,23651
SED21203,3038,7539,2933,318,13832,3283,559,17674,231,548,226,24,1031,442,63,1529,262,427,148,21,861,187,60,1109,486,976,373,49,1887,631,119,2636,161,332,128,19,642,259,62,967,0,0,3,0,3,0,0,3,9,22,19,0,53,49,0,100,0,0,0,0,0,3,0,9,171,353,156,23,702,316,62,1078,0,0,0,0,0,9,0,8,5,0,3,0,6,87,3,95,0,0,0,0,0,0,0,0,8,45,47,3,103,32,10,139,17,45,47,3,112,125,10,248,12,27,15,3,52,46,6,108,3723,8956,3516,387,16587,4401,755,21741
SED21303,2738,4251,1105,203,8295,2277,1253,11824,961,665,256,79,1962,1126,570,3653,1077,764,233,101,2179,825,788,3784,2044,1429,486,180,4141,1950,1358,7446,872,283,182,81,1422,1796,514,3736,446,92,63,32,632,721,259,1613,1217,231,111,65,1630,1663,552,3844,0,0,0,0,3,0,3,5,2539,605,360,172,3678,4182,1333,9194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,22,6,7,78,54,44,176,49,22,6,7,82,52,44,177,33,19,11,0,61,40,13,114,7395,6331,1969,562,16254,8502,3993,28750
SED21401,4720,6834,1563,194,13318,2814,336,16466,332,282,163,19,794,539,40,1377,607,949,281,47,1885,373,85,2334,939,1232,446,60,2680,911,125,3711,102,68,55,9,231,132,26,391,78,37,27,5,146,134,16,296,329,126,96,17,561,380,56,995,0,0,0,0,0,0,0,0,501,233,177,34,943,642,96,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,10,3,0,10,3,5,4,0,11,3,0,17,12,6,4,0,22,43,0,64,6180,8315,2190,286,16968,4414,560,21938
SED21503,4235,6867,1902,250,13248,2889,696,16830,334,266,153,22,776,693,90,1558,363,373,169,40,950,291,214,1458,696,642,325,64,1725,984,302,3015,172,84,44,11,306,203,62,573,100,25,15,14,153,233,76,463,60,7,10,9,85,164,66,319,0,0,0,0,0,0,0,3,333,123,67,29,547,606,200,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,9,0,12,4,3,0,0,9,9,0,12,6,8,0,0,16,14,4,34,5280,7642,2296,334,15549,4499,1200,21255
SED21608,5326,6047,2124,171,13672,4292,690,18653,427,313,258,28,1022,1098,164,2287,23,12,15,3,51,28,16,95,446,322,268,34,1073,1128,178,2384,54,24,41,3,123,208,30,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,24,41,3,123,212,30,362,3,0,3,0,3,11,0,17,4,0,0,0,7,4,0,10,0,5,4,0,9,0,0,12,20,27,12,3,56,14,0,71,24,32,18,3,77,27,0,107,23,27,8,8,61,51,7,119,5880,6451,2464,215,15004,5715,905,21621
SED21706,3274,6932,1510,250,11969,2613,898,15477,750,528,242,40,1566,1365,161,3090,511,646,251,36,1438,304,199,1940,1260,1177,492,78,3002,1664,367,5028,321,272,205,25,819,621,136,1574,116,34,21,12,183,285,68,538,57,21,33,3,114,139,19,276,0,0,0,0,0,0,0,0,488,323,262,37,1111,1052,225,2384,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,7,0,33,7,7,46,14,7,3,0,31,10,7,47,9,22,4,0,45,36,7,83,5051,8468,2274,364,16160,5368,1495,23027
SED21805,4200,6870,2353,194,13617,3384,552,17553,856,595,445,40,1933,1969,121,4029,690,557,317,31,1592,599,93,2283,1545,1153,767,72,3533,2576,214,6313,131,73,68,9,281,365,38,683,47,15,21,0,82,97,3,181,17,4,11,0,34,33,3,65,0,0,0,0,0,0,0,0,197,95,102,12,395,490,43,927,11,0,0,0,10,7,0,18,51,12,20,3,82,274,5,363,0,0,0,0,0,0,0,0,7,9,5,0,20,7,0,29,62,24,21,3,109,286,9,411,7,0,0,0,9,28,4,37,6007,8141,3243,279,17670,6764,815,25244
SED21906,2320,4372,733,105,7532,1510,398,9434,1025,1019,322,40,2403,1305,249,3951,732,883,212,35,1867,563,218,2642,1761,1901,536,71,4267,1864,466,6597,1425,692,279,104,2497,2446,651,5594,757,265,111,45,1177,1094,304,2572,207,31,8,12,260,230,106,605,3,4,0,0,9,13,0,20,2388,989,408,160,3946,3782,1065,8790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,21,10,3,78,66,25,170,45,21,10,3,82,67,25,175,36,13,6,4,58,56,6,112,6552,7297,1690,343,15883,7276,1958,25117
SED22005,3847,6871,2121,325,13163,2925,765,16856,839,1078,403,77,2395,1124,293,3809,529,660,196,67,1455,295,430,2178,1370,1740,600,135,3847,1415,725,5986,356,293,129,33,813,642,120,1577,132,61,26,16,229,137,81,445,39,10,11,0,63,54,12,122,0,3,0,0,3,0,0,3,530,362,164,51,1100,831,209,2142,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,4,3,19,3,3,6,0,13,10,3,26,11,10,5,3,32,47,11,90,5761,8991,2893,512,18156,5232,1709,25095
SED22105,5561,13145,3282,305,22288,3209,558,26058,652,754,336,34,1776,941,67,2786,97,156,52,8,315,93,21,422,749,905,394,40,2089,1037,83,3209,68,56,52,9,185,181,8,374,0,3,3,0,10,11,0,21,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,69,60,56,9,196,190,8,396,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,3,0,8,0,0,8,11,15,5,0,28,12,0,43,6389,14127,3736,359,24614,4441,657,29711
SED22201,4958,7050,2281,208,14491,4519,468,19485,237,142,139,12,535,594,36,1159,149,132,114,6,401,139,26,571,393,272,258,15,933,736,64,1730,15,15,24,4,50,61,5,123,36,18,20,0,78,83,12,171,21,5,12,0,31,45,8,84,0,0,0,0,0,0,0,0,63,38,53,4,163,188,26,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,5,3,3,0,0,10,0,0,6,12,8,5,0,30,21,4,57,5430,7370,2591,226,15625,5467,564,21658
SED22305,3495,6342,2320,332,12487,2800,795,16083,716,1148,492,56,2415,1271,202,3888,264,447,154,29,890,204,99,1195,980,1592,647,86,3312,1474,304,5084,421,508,249,50,1229,799,164,2184,56,51,23,3,134,83,21,241,73,39,25,4,133,98,27,260,0,0,0,0,0,0,0,0,547,597,296,59,1498,979,209,2686,6,4,0,0,7,48,0,52,6,5,0,0,10,22,3,35,0,0,0,0,0,0,0,3,39,78,44,6,168,73,8,247,44,88,46,6,182,144,9,338,12,14,3,3,35,34,10,73,5076,8626,3312,490,17505,5425,1331,24267
SED22404,6147,6162,2062,124,14501,4957,460,19912,109,44,65,0,219,323,13,550,4,6,8,0,13,16,0,29,113,48,71,0,234,334,13,579,18,10,10,0,35,95,4,137,0,0,0,0,3,0,0,3,0,4,0,0,8,5,0,10,0,0,3,0,4,3,0,3,20,17,9,0,44,100,3,152,22,4,8,0,35,118,5,159,24,0,0,0,29,88,9,123,10,6,5,0,24,19,0,40,16,12,5,0,36,11,0,47,67,29,22,0,116,235,8,363,39,24,13,3,78,51,5,140,6393,6284,2171,128,14974,5674,500,21144
SED22501,4864,8478,1737,136,15216,2471,239,17930,171,113,119,10,418,584,31,1027,152,163,111,9,439,186,26,657,326,276,234,19,856,769,57,1682,120,64,68,5,257,299,10,565,3,0,5,0,11,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,71,71,5,271,311,10,589,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,5,0,10,3,5,3,0,15,3,0,19,12,12,0,0,22,12,0,30,5336,8844,2038,165,16379,3569,310,20255
SED22607,2725,5580,988,177,9468,2022,494,11986,633,551,172,52,1407,776,210,2400,724,735,236,57,1746,686,204,2638,1358,1284,406,106,3153,1467,416,5040,638,301,192,71,1195,1330,216,2742,592,240,255,68,1163,1513,257,2928,590,314,344,93,1343,1038,293,2672,0,0,0,0,0,0,0,0,1821,856,793,236,3698,3876,765,8341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,5,0,56,36,13,99,31,14,5,0,56,36,13,105,21,19,5,3,48,42,7,100,5959,7749,2196,520,16425,7441,1708,25571
SED22704,7187,6149,2490,200,16023,5820,588,22429,107,10,36,3,153,334,11,501,10,11,4,0,24,16,0,40,116,17,43,4,178,353,11,541,95,26,55,3,178,537,23,746,5,0,7,0,16,18,0,38,3,3,3,0,9,31,0,43,0,0,0,0,0,0,0,0,110,24,64,3,207,591,26,817,13,4,0,0,24,76,0,98,13,3,3,0,26,64,0,91,5,3,3,0,9,10,0,22,19,14,8,0,38,12,0,52,52,28,14,0,90,165,3,255,48,28,11,0,94,40,6,141,7512,6250,2624,207,16594,6962,633,24191
SED22802,4909,7544,2110,174,14743,2912,330,17986,236,65,110,7,417,594,17,1022,79,46,51,0,179,87,13,279,311,110,157,13,590,677,28,1300,3,5,0,0,11,7,0,21,34,0,0,0,34,14,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,4,3,0,42,26,0,75,4,0,0,0,8,27,0,40,6,0,0,0,4,18,0,29,0,3,0,0,3,0,0,3,0,3,3,0,7,6,0,10,15,7,5,0,26,54,0,80,9,21,11,4,42,24,3,69,5278,7693,2283,186,15449,3693,366,19510
SED22901,4563,7227,1992,172,13955,2875,406,17240,404,204,149,12,771,857,39,1669,203,286,102,11,606,158,27,789,607,496,255,17,1375,1018,65,2454,24,6,3,0,34,116,3,149,13,0,18,0,38,42,4,83,34,8,8,0,47,62,3,112,0,0,0,0,0,0,0,0,65,15,32,3,116,212,12,342,7,0,0,0,7,14,0,20,16,0,8,0,25,80,0,102,0,0,0,0,0,0,0,0,4,3,3,0,9,8,0,15,24,3,5,0,34,107,0,142,10,7,0,0,20,16,0,42,5270,7747,2283,198,15494,4230,485,20211
SED23007,3386,5505,2185,369,11444,2967,1062,15477,500,542,324,66,1436,933,168,2542,1167,1413,498,143,3225,769,509,4498,1671,1956,820,204,4655,1705,676,7036,569,449,202,62,1279,1089,278,2643,341,148,61,37,589,515,173,1275,654,179,84,58,965,1024,280,2278,8,7,3,0,17,14,3,32,1573,776,350,151,2855,2643,733,6228,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,13,0,0,0,0,0,3,0,3,15,17,9,0,44,34,11,82,18,16,14,0,44,41,15,98,30,15,5,0,43,51,15,112,6672,8275,3380,726,19048,7417,2492,28953
SED23101,4366,7419,1779,204,13770,2768,555,17101,568,433,228,23,1255,1013,79,2344,204,358,108,10,681,148,33,869,774,796,333,37,1937,1161,118,3213,73,27,22,5,130,283,14,420,15,3,4,0,20,41,0,62,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,8,90,35,31,5,150,324,13,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,15,3,0,16,4,9,3,0,12,6,0,17,10,9,4,0,22,10,0,31,5236,8265,2145,246,15895,4270,687,20852
SED23205,4687,5800,2927,242,13649,4237,657,18553,554,221,340,37,1155,1938,118,3206,192,120,145,5,470,302,46,815,755,339,485,47,1622,2238,166,4026,100,46,77,14,243,518,47,809,6,0,3,0,20,37,3,56,16,0,3,0,19,39,9,66,0,0,0,0,0,8,0,8,123,53,89,15,280,603,61,938,3,0,0,0,8,6,0,15,8,0,0,0,6,26,0,36,0,0,0,0,0,0,0,0,6,11,3,0,19,3,3,21,9,8,4,0,30,38,7,74,10,12,4,0,24,24,0,49,5581,6208,3519,304,15607,7142,888,23637
SED23308,4990,5763,2389,225,13375,5285,853,19510,631,219,253,35,1135,1920,162,3213,262,128,101,20,513,299,98,908,892,344,359,59,1649,2217,258,4120,216,96,74,7,389,823,85,1295,15,3,6,0,25,71,14,107,41,12,8,0,58,110,16,186,0,0,0,0,0,0,0,4,277,109,80,7,479,1007,116,1597,11,4,0,0,11,27,0,43,14,0,11,0,23,98,8,130,0,0,0,0,0,0,0,0,15,7,3,0,25,26,6,57,34,15,16,0,61,151,16,230,18,10,8,0,32,27,8,73,6210,6242,2853,298,15598,8686,1248,25531
