SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC22245,3,3,26,20,10,14,0,0,0,80,4,8,32,27,22,6,3,0,0,102,66,216,944,817,551,260,39,5,0,2894
SSC22246,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,3,3,0,0,5,18,16,15,55,91,56,18,3,0,272
SSC22247,0,0,4,6,11,9,0,0,0,32,0,7,11,11,12,3,0,0,0,34,36,77,132,195,223,158,31,3,0,857
SSC22248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,8,5,0,0,10
SSC22250,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,3,11,23,20,18,3,3,0,90
SSC22251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,5,21,20,7,4,0,70
SSC22252,5,0,20,21,22,10,4,3,0,81,3,9,15,13,20,11,6,0,0,80,81,118,221,287,305,221,55,6,0,1295
SSC22253,0,4,3,4,11,0,0,0,0,22,0,4,3,4,8,3,0,0,0,24,20,50,70,103,111,66,12,0,0,424
SSC22254,5,12,18,23,24,20,6,0,0,100,7,11,15,18,26,27,4,6,0,114,159,214,432,425,567,537,106,19,9,2459
SSC22255,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,25,18,17,29,5,0,4,97
SSC22256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SSC22257,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,13,14,16,5,4,0,59
SSC22258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,8,0,4,0,0,19
SSC22259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,9
SSC22260,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,9,13,5,27,38,71,49,11,3,0,211
SSC22261,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,13,4,4,22,23,32,19,12,0,0,120
SSC22262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
SSC22263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,14,12,4,0,0,38
SSC22264,25,58,135,104,123,73,25,0,0,543,36,67,134,114,115,82,26,8,6,583,746,1128,2755,2421,2573,1977,482,42,12,12132
SSC22265,3,0,4,3,5,9,0,0,0,27,0,0,4,3,7,4,0,0,0,19,39,43,78,100,145,90,34,7,0,546
SSC22266,0,3,4,3,3,0,0,0,0,15,0,3,0,5,3,0,0,0,0,21,32,51,115,115,99,39,11,0,0,470
SSC22267,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,0,0,0,0,8,8,10,6,19,32,36,17,0,0,129
SSC22268,0,0,0,0,0,0,4,0,0,5,0,0,5,0,3,6,0,0,0,22,13,15,19,29,55,89,29,3,3,251
SSC22269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,10
SSC22270,3,0,0,11,4,3,0,0,0,28,3,6,3,8,6,8,3,3,0,36,51,48,94,134,152,104,34,3,0,635
SSC22271,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,7,7,16,23,8,0,0,77
SSC22272,4,0,0,6,3,3,0,0,0,14,0,3,0,6,0,3,3,0,0,17,19,29,49,55,78,37,17,4,0,290
SSC22273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,25
SSC22274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,9,12,0,0,0,30
SSC22275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,8,20,20,10,0,0,67
SSC22276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4
SSC22277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,10,6,0,0,0,33
SSC22278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
SSC22279,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,4,0,0,3,18,12,14,39,41,48,19,0,0,204
SSC22280,4,22,40,50,43,18,0,0,0,184,16,16,37,63,66,40,4,0,0,247,269,391,859,1035,1001,503,84,14,3,4147
SSC22281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,9,0,0,0,24
SSC22282,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,7,11,18,23,29,15,0,0,109
SSC22283,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,13,17,22,31,6,0,0,88
SSC22284,0,0,0,0,5,0,0,0,0,7,3,0,0,3,0,3,0,0,0,10,16,18,19,33,63,58,9,0,0,217
SSC22285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7
SSC22286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,0,3,0,28
SSC22287,0,0,0,7,8,12,0,0,0,33,0,7,0,3,9,8,0,0,0,31,66,56,63,167,180,140,29,3,4,714
SSC22288,0,0,4,3,4,4,0,0,0,15,0,0,8,4,8,0,3,0,0,23,19,32,83,109,121,90,17,0,0,472
SSC22289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22290,0,0,3,3,8,0,0,0,0,14,0,4,0,3,3,3,0,3,0,17,16,21,46,64,80,59,16,3,3,305
SSC22291,0,9,12,5,6,6,3,0,0,49,0,3,9,13,6,4,0,0,0,40,68,126,302,295,295,200,46,5,0,1343
SSC22292,0,0,0,4,7,6,0,0,0,18,0,3,0,6,6,7,4,0,0,29,42,43,56,127,192,200,47,9,3,719
SSC22293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22294,19,34,59,45,69,48,19,0,0,295,15,26,52,47,71,52,10,0,0,273,374,591,1139,1021,1371,1027,223,13,0,5764
SSC22295,0,3,0,3,0,3,0,0,0,9,0,0,5,3,7,4,12,0,0,32,18,17,49,70,98,147,121,17,0,535
SSC22296,0,0,4,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,5,16,14,42,26,31,18,4,0,0,164
SSC22297,0,3,11,8,3,3,0,0,0,24,0,3,3,4,3,3,0,0,0,17,26,51,160,119,102,80,13,0,0,553
SSC22298,0,4,12,13,0,7,0,0,0,29,3,4,7,10,3,3,0,0,0,29,31,63,307,316,193,140,28,0,0,1079
SSC22299,3,17,62,40,28,21,7,3,0,181,3,20,50,51,43,22,13,0,0,204,75,430,2061,1474,981,549,180,13,4,5770
SSC22300,14,51,105,126,109,40,12,0,0,442,35,41,113,145,126,46,15,3,0,520,626,1064,2667,3382,2645,1238,171,12,0,11819
SSC22301,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,4,10,3,4,11,19,10,0,0,55
SSC22302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,7,4,0,0,0,34
SSC22303,9,53,164,63,52,24,10,0,0,366,7,43,283,100,86,64,34,12,0,633,237,1619,7089,2675,1702,1113,545,100,18,15092
SSC22304,3,35,133,48,26,14,3,0,0,265,9,57,216,77,50,35,13,0,0,447,176,1285,5446,1975,982,660,221,21,3,10771
SSC22305,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,17,14,13,3,0,0,55
SSC22306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,14
SSC22307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,11,3,4,0,32
SSC22308,0,7,11,11,9,6,0,0,0,52,0,8,23,20,14,9,7,0,0,80,31,89,375,443,284,149,28,0,0,1414
SSC22309,7,8,11,9,16,13,0,0,0,57,0,6,9,7,5,8,3,0,0,42,74,130,207,292,322,272,56,3,0,1361
SSC22310,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,10,11,35,20,6,0,0,97
SSC22311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,4,0,16,10,3,0,0,54
SSC22312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,9
SSC22313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC22314,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,13,6,20,37,17,4,3,0,103
SSC22315,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,4,0,0,11,10,12,10,34,42,37,10,4,0,155
SSC22316,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,0,29,18,12,5,0,0,75
SSC22317,11,67,136,119,69,41,3,0,0,450,13,92,227,154,149,106,22,3,0,771,285,1079,2533,1633,1443,910,169,19,4,8073
SSC22318,9,24,69,58,59,34,18,0,0,267,6,57,132,107,119,63,11,0,0,500,189,580,1388,1059,1097,698,158,7,0,5173
SSC22319,15,84,204,143,125,65,19,0,0,649,36,187,360,259,242,162,29,6,0,1268,455,1758,3982,2607,2388,1558,284,17,0,13053
SSC22320,0,14,22,14,26,15,0,0,0,91,3,3,22,19,21,23,6,0,0,95,125,241,406,423,579,391,58,3,0,2231
SSC22321,0,0,3,4,4,0,0,0,0,22,4,0,3,5,10,6,3,0,0,23,26,66,88,111,166,118,38,4,0,617
SSC22322,0,0,7,3,4,0,0,0,0,14,0,0,0,8,0,4,0,0,0,15,23,24,49,125,110,86,22,0,0,448
SSC22323,0,0,9,8,12,5,0,6,0,38,3,0,7,4,13,8,4,3,0,42,64,71,141,136,199,186,52,18,3,872
SSC22324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,12,15,6,4,0,0,44
SSC22325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,4,4,3,3,0,24
SSC22326,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,3,3,0,26
SSC22327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,8,0,0,0,24
SSC22328,0,7,6,4,8,8,0,0,0,43,6,3,6,10,17,3,4,0,0,48,88,175,238,281,370,367,43,3,0,1559
SSC22329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,9,0,0,29
SSC22330,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,5,5,4,3,3,0,28
SSC22331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,8,3,12,13,5,0,0,51
SSC22332,3,39,153,92,67,33,4,0,0,391,11,46,213,101,61,51,17,3,0,494,126,1125,5218,2630,1684,1040,258,31,6,12115
SSC22333,9,28,107,50,41,20,10,0,0,266,8,26,127,61,53,34,11,3,0,325,126,654,2864,1775,1090,667,220,31,6,7432
SSC22334,0,3,23,6,13,5,0,0,0,48,0,4,24,14,20,8,3,0,0,82,25,115,594,432,330,231,72,0,0,1816
SSC22335,0,0,5,7,14,4,0,0,0,29,3,0,5,3,9,14,5,0,0,36,40,54,101,140,205,227,64,7,3,846
SSC22336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,9,0,0,27
SSC22337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,11
SSC22338,0,0,0,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,6,9,13,12,25,45,45,17,3,0,172
SSC22339,0,3,0,0,4,0,3,0,0,7,0,0,0,0,5,0,0,0,0,9,14,33,35,46,84,88,27,4,6,333
SSC22340,0,0,0,0,0,0,0,0,0,6,0,0,5,3,3,0,0,0,0,10,8,7,13,30,42,50,13,0,3,167
SSC22341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,19,10,0,0,0,49
SSC22342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,4,0,16
SSC22343,3,12,12,14,11,20,4,0,0,69,4,10,17,14,19,19,5,3,0,88,154,207,428,431,577,499,114,13,8,2432
SSC22344,0,3,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,6,10,11,11,21,39,19,14,4,0,124
SSC22345,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,4,0,9,8,3,0,0,24
SSC22346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,15,16,9,0,0,55
SSC22347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,9,6,0,0,26
SSC22349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,4,5,5,0,0,33
SSC22350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,8,4,4,3,0,36
SSC22351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,13,0,0,29
SSC22352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SSC22353,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,8,20,26,41,21,7,3,0,134
SSC22354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,3,3,0,28
SSC22355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,17,3,18,16,10,0,0,78
SSC22356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,8,5,0,0,37
SSC22357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC22358,4,10,10,4,9,12,0,0,0,47,5,12,12,5,17,10,3,0,0,56,72,85,230,226,243,243,59,8,4,1177
SSC22359,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,3,6,3,5,16,18,17,14,0,0,76
SSC22360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,9,22,17,6,0,0,67
SSC22361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,10,3,4,18,39,38,10,4,0,132
SSC22362,4,15,11,6,19,15,7,0,0,88,6,7,5,12,11,10,8,0,0,60,219,273,353,446,608,459,132,14,0,2503
SSC22363,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,4,9,23,16,10,8,3,0,87
SSC22364,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,8,29,23,16,3,0,0,92
SSC22365,3,8,16,25,22,15,3,0,0,95,8,11,5,22,19,16,3,3,0,82,204,192,474,736,620,402,80,6,3,2716
SSC22366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,14,18,5,0,0,53
SSC22367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8
SSC22368,8,0,4,3,3,4,0,0,0,16,3,0,4,3,3,0,0,0,0,19,40,42,78,95,115,96,18,0,0,482
SSC22369,10,12,14,34,30,22,5,0,0,130,6,5,12,42,42,33,5,3,0,152,219,435,644,968,1108,756,156,16,0,4313
SSC22370,0,3,9,4,7,5,0,0,0,24,0,0,3,7,4,0,3,0,0,20,30,26,94,116,101,76,27,0,0,471
SSC22371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,11,12,10,14,8,4,0,61
SSC22372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,15,9,3,3,0,56
SSC22373,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,8,12,8,5,0,0,38
SSC22374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC22375,3,0,3,0,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,7,5,3,9,21,36,23,5,0,0,107
SSC22376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22377,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,13,8,18,31,40,24,6,0,0,127
SSC22378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22379,40,89,156,153,158,110,20,3,0,733,36,66,126,153,169,89,31,3,4,674,1064,1814,3633,3793,4200,2810,538,31,11,17881
SSC22380,0,0,0,3,8,0,0,0,0,5,0,0,0,3,3,0,0,0,0,7,20,14,20,25,45,29,7,0,0,161
SSC22381,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,5,25,27,15,18,0,0,0,93
SSC22382,0,0,0,3,4,0,0,0,0,3,3,0,3,3,0,5,0,0,0,11,6,4,33,45,31,37,0,3,0,163
SSC22383,0,28,55,37,28,14,0,0,0,166,0,27,96,85,32,35,9,0,0,286,116,434,1355,1002,686,446,77,3,0,4120
SSC22384,3,29,56,48,45,34,9,0,0,223,9,54,117,88,87,59,7,0,0,423,182,547,1199,943,868,568,92,3,0,4412
SSC22385,5,43,75,61,53,36,8,3,0,276,8,68,172,134,125,69,13,7,0,596,242,774,2014,1598,1368,797,150,18,3,6960
SSC22386,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,7,34,53,67,51,14,0,0,236
SSC22387,9,18,21,33,43,37,13,3,0,174,13,23,34,41,82,33,10,0,0,236,336,661,1124,1413,1729,1190,344,33,9,6837
SSC22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,19
SSC22389,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,7,3,6,17,13,8,3,0,0,57
SSC22390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22391,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,23,13,16,7,4,0,60
SSC22392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,15,4,0,0,31
SSC22393,9,30,63,31,26,25,6,0,0,190,10,25,39,25,29,29,8,5,0,178,322,476,1019,884,970,796,165,31,4,4666
SSC22394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22396,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,10,11,11,10,16,8,3,0,0,69
SSC22397,0,0,0,3,3,7,0,0,0,8,0,0,0,0,0,3,3,0,0,12,15,15,50,48,53,68,36,0,0,286
SSC22398,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,9,23,32,10,0,0,95
SSC22399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,12
SSC22400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,9
SSC22401,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,10,7,8,17,18,39,24,6,0,0,119
SSC22402,6,23,52,32,52,21,5,0,0,187,6,35,82,63,63,31,6,3,0,284,232,555,1246,1228,1131,575,84,11,0,5064
SSC22403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
SSC22404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22405,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,10,21,16,0,0,0,57
SSC22406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,5,0,0,22
SSC22407,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,3,0,0,0,12,3,5,15,33,34,49,17,6,0,159
SSC22408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,3,0,0,19
SSC22409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,12
SSC22410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,4,0,0,12
SSC22411,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,8,0,0,0,9,3,13,10,22,35,41,4,0,0,134
SSC22412,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,3,0,12,20,20,30,9,3,0,110
SSC22413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,6,12,11,5,3,0,44
SSC22414,0,3,8,3,8,0,0,0,0,23,3,0,0,3,3,4,4,0,0,20,26,27,76,69,122,85,31,6,0,441
SSC22415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,6,3,0,0,0,30
SSC22416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,9,22,15,21,12,7,0,93
SSC22417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,16,22,17,17,3,0,95
SSC22418,0,4,5,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,6,19,23,48,44,84,85,29,3,0,340
SSC22419,0,0,0,7,3,3,0,0,0,10,0,0,3,0,0,0,3,0,0,7,14,15,47,70,62,74,17,3,0,300
SSC22420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,4,0,0,15
SSC22421,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,15,9,12,35,53,36,11,0,0,164
SSC22422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,8,18,16,8,0,0,67
SSC22425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,14,0,3,3,34
SSC22426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,4,4,0,15
SSC22427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10
SSC22428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,9,3,0,0,25
SSC22429,3,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,15,15,37,60,74,37,15,0,0,250
SSC22430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22432,0,0,4,0,0,0,0,0,0,9,0,0,0,3,5,0,0,0,0,9,8,15,32,51,63,66,17,8,0,256
SSC22433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,0,0,11
SSC22434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7
SSC22435,0,3,3,0,3,5,0,0,0,12,0,0,0,3,3,0,0,0,0,5,5,15,20,40,60,58,10,3,0,208
SSC22436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,6,0,0,21
SSC22437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,12
SSC22438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,15,6,0,0,33
SSC22439,10,39,155,147,65,19,0,0,0,439,21,84,274,246,117,53,10,4,0,811,568,1174,5338,4899,2402,959,120,5,0,15474
SSC22440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,10,10,0,0,0,39
SSC22441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,12
SSC22442,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,7,9,12,12,0,0,0,40
SSC22443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,17
SSC22444,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,4,4,6,6,0,0,0,32
SSC22445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,9,0,3,0,30
SSC22446,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,0,0,0,13,7,15,23,50,36,29,12,4,0,173
SSC22447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,20
SSC22448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,15,3,6,0,0,31
SSC22449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,8,0,0,0,21
