SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC22214,28,0,0,0,0,28,8,0,0,0,0,8,0,0,0,0,0,0,33,0,0,0,0,33
SSC22215,3643,253,199,23,9,4126,708,186,98,15,5,1014,113,31,13,0,0,153,4459,466,312,42,10,5295
SSC22216,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC22217,15,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,21
SSC22218,336,42,14,0,4,395,72,13,4,0,0,92,8,0,0,0,0,14,413,56,25,0,3,501
SSC22219,44,0,0,0,0,44,23,0,0,0,0,23,4,0,0,0,0,4,63,0,0,0,0,63
SSC22220,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3
SSC22221,1288,234,0,0,0,1524,39,11,0,0,0,46,21,0,0,0,0,22,1344,246,0,0,0,1591
SSC22222,20,0,0,0,0,20,7,0,0,0,0,6,0,0,0,0,0,0,31,0,0,0,0,31
SSC22223,1827,836,618,14,9,3302,125,89,93,0,0,318,33,21,26,0,0,85,1988,946,739,19,11,3704
SSC22224,42,0,0,0,0,42,11,0,0,0,0,11,4,0,0,0,0,4,62,0,0,0,0,62
SSC22225,74,0,0,0,0,71,24,0,0,0,0,23,3,0,0,0,0,3,97,0,0,0,0,100
SSC22226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22227,172,5,0,0,3,177,42,4,0,0,4,46,0,0,0,0,0,5,213,9,0,0,5,233
SSC22228,326,0,0,0,3,333,12,0,0,0,0,12,5,0,0,0,0,5,345,0,0,0,3,352
SSC22229,18,0,0,0,0,21,14,0,0,0,0,14,0,0,0,0,0,0,33,0,0,0,0,37
SSC22230,209,0,0,6,0,218,37,0,0,0,0,41,8,0,0,0,0,8,259,0,0,6,0,266
SSC22231,1749,40,0,0,0,1798,159,0,0,0,0,160,39,4,0,0,0,39,1952,46,0,0,0,1995
SSC22232,30,0,0,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,30
SSC22233,72,0,0,0,0,72,8,0,0,0,0,8,0,0,0,0,0,0,83,0,0,0,0,83
SSC22234,55,0,0,0,3,59,21,0,0,0,0,17,4,0,0,0,0,4,77,0,0,0,3,81
SSC22235,148,4,0,4,0,155,83,0,3,0,0,90,12,0,0,0,0,14,245,4,3,3,0,255
SSC22236,1004,431,0,0,0,1438,115,55,0,0,0,168,17,9,0,0,0,29,1133,494,0,0,3,1631
SSC22237,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8
SSC22238,4139,1094,177,22,0,5427,650,356,81,30,0,1123,132,49,17,7,0,210,4920,1496,276,53,6,6751
SSC22239,474,94,7,3,0,583,97,4,6,0,0,112,14,3,0,0,0,21,593,103,14,3,0,713
SSC22240,86,0,0,0,0,88,26,0,0,0,0,26,5,0,0,0,0,5,115,0,0,0,0,121
SSC22241,40,0,0,0,0,40,10,0,0,0,0,10,3,0,0,0,0,0,57,0,0,0,0,59
SSC22242,40,0,0,0,0,40,5,0,0,0,0,5,0,0,0,0,0,0,47,0,0,0,0,47
SSC22243,44,0,0,0,0,41,22,0,0,0,0,22,5,0,0,0,0,5,67,0,0,0,0,69
SSC22244,2046,951,31,0,13,3041,636,368,8,0,3,1017,95,47,4,0,4,149,2777,1365,45,0,18,4202
SSC22245,1144,286,314,9,3,1762,130,28,48,3,0,210,23,5,4,0,4,38,1299,321,365,12,10,2011
SSC22246,154,0,0,0,0,154,21,0,0,0,0,22,0,0,0,0,0,0,168,0,0,0,0,173
SSC22247,475,0,0,0,0,479,30,0,0,0,0,30,15,0,0,0,0,15,518,0,0,0,0,525
SSC22248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22249,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC22250,50,0,0,3,0,47,20,0,0,0,0,20,3,0,0,0,0,3,73,0,0,3,0,70
SSC22251,35,0,0,0,0,35,7,0,0,0,0,7,0,0,0,0,0,0,43,0,0,0,0,43
SSC22252,710,0,0,0,3,708,66,0,0,0,0,66,17,0,0,0,0,17,784,0,0,0,3,788
SSC22253,230,0,0,0,0,230,27,0,0,0,0,27,7,0,0,0,0,6,262,0,0,0,0,265
SSC22254,1618,15,95,20,8,1746,467,14,102,6,0,591,79,4,16,4,0,100,2164,34,215,28,10,2441
SSC22255,54,0,0,0,0,50,9,0,0,0,0,9,3,0,0,0,0,3,62,0,0,0,0,60
SSC22256,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC22257,39,0,0,0,0,39,4,0,0,0,0,4,0,0,0,0,0,0,42,0,0,0,0,42
SSC22258,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC22259,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC22260,110,0,0,0,21,131,8,0,0,0,0,10,0,0,0,0,0,0,129,0,0,0,18,148
SSC22261,67,0,0,0,0,73,19,0,0,0,0,16,0,0,0,0,0,0,85,0,0,0,3,86
SSC22262,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC22263,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,31
SSC22264,7477,954,42,22,13,8516,1739,448,52,21,3,2259,325,88,16,3,6,432,9534,1486,114,52,26,11209
SSC22265,264,0,0,0,0,265,69,0,0,0,0,75,12,0,0,0,0,10,346,0,0,0,4,350
SSC22266,247,3,0,0,0,252,14,8,0,0,0,32,3,0,0,0,0,5,268,14,0,0,0,284
SSC22267,94,0,0,0,3,95,4,0,0,0,0,4,8,0,0,0,0,8,102,0,0,0,3,105
SSC22268,189,0,0,0,0,188,12,0,0,0,0,15,4,0,0,0,0,4,204,0,0,0,0,212
SSC22269,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC22270,313,3,0,0,3,324,42,0,0,0,0,44,4,0,0,0,0,4,365,3,0,5,3,370
SSC22271,74,0,0,0,0,74,7,0,0,0,0,7,3,0,0,0,0,3,84,0,0,0,0,84
SSC22272,158,0,0,0,3,160,31,0,0,0,0,31,3,0,0,0,0,3,191,0,0,0,3,193
SSC22273,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC22274,19,0,0,0,0,19,4,0,0,0,0,4,3,0,0,0,0,3,31,0,0,0,0,31
SSC22275,48,0,0,0,3,48,10,0,0,0,0,10,8,0,0,0,0,5,61,0,0,0,3,65
SSC22276,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC22277,14,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0,0,25
SSC22278,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC22279,160,0,0,0,0,159,62,0,0,0,0,62,7,0,0,0,0,7,228,0,0,0,0,228
SSC22280,2052,244,0,0,0,2297,158,49,0,0,0,211,41,13,0,0,0,56,2256,304,3,0,0,2562
SSC22281,10,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,13
SSC22282,82,0,0,0,0,83,17,0,0,0,0,17,0,0,0,0,0,0,92,0,0,0,0,95
SSC22283,74,0,0,0,0,73,7,0,0,0,0,7,0,0,0,0,0,0,79,0,0,0,0,82
SSC22284,103,0,0,0,0,105,13,0,0,0,0,13,0,0,0,0,0,0,123,0,0,0,0,121
SSC22285,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10
SSC22286,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC22287,399,0,0,0,3,404,44,0,0,0,0,44,7,0,0,0,0,11,451,0,0,0,5,456
SSC22288,298,0,0,0,0,301,41,0,0,0,0,47,12,0,0,0,0,12,354,0,0,0,0,358
SSC22289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22290,217,0,0,0,0,219,48,0,0,0,0,48,6,0,0,0,0,6,270,0,0,0,0,273
SSC22291,804,89,41,3,5,947,131,27,10,0,0,175,29,3,0,3,0,34,968,119,53,4,4,1154
SSC22292,545,0,0,0,0,549,51,0,0,0,0,50,20,0,0,0,0,20,615,0,0,0,0,612
SSC22293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22294,2899,476,3,17,6,3399,259,180,0,20,0,465,59,26,0,0,0,92,3217,679,3,37,8,3952
SSC22295,534,9,6,4,0,550,96,3,0,3,0,103,17,0,0,0,0,16,646,14,9,3,0,668
SSC22296,131,9,0,0,0,137,38,4,0,0,0,43,5,0,0,0,0,7,175,10,0,3,0,189
SSC22297,231,99,0,3,0,338,40,22,0,0,0,60,6,5,0,0,0,10,278,126,0,3,0,402
SSC22298,266,359,38,4,6,674,55,52,19,0,0,127,7,10,4,0,0,19,330,424,59,4,6,822
SSC22299,220,1655,2203,41,23,4136,36,180,368,0,0,589,8,30,91,3,0,131,266,1862,2658,43,24,4856
SSC22300,5645,1022,33,0,7,6705,407,105,23,0,0,534,110,27,3,0,0,144,6166,1154,59,0,6,7381
SSC22301,33,0,0,0,0,33,13,0,0,0,0,13,0,0,0,0,0,0,46,0,0,0,0,46
SSC22302,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15
SSC22303,776,1606,8314,9,26,10741,56,79,866,0,3,1010,18,42,232,0,3,299,851,1730,9414,13,35,12043
SSC22304,13,148,7581,11,3,7754,0,9,381,0,0,385,0,3,174,0,3,182,14,158,8128,11,8,8315
SSC22305,37,0,0,0,0,37,6,0,0,0,0,6,0,0,0,0,0,0,42,0,0,0,0,42
SSC22306,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,13,0,0,0,0,13
SSC22307,23,0,0,0,0,23,5,0,0,0,0,4,0,0,0,0,0,0,29,0,0,0,0,26
SSC22308,540,272,7,8,0,837,98,21,0,4,0,125,17,9,0,0,4,28,651,307,7,15,8,987
SSC22309,884,74,3,0,0,969,118,65,4,0,0,189,20,12,0,0,0,34,1025,160,9,0,4,1192
SSC22310,53,0,0,0,0,53,4,0,0,0,0,4,7,0,0,0,6,11,66,0,0,0,6,69
SSC22311,26,0,0,0,0,26,8,0,0,0,0,8,0,0,0,0,0,0,31,0,0,0,0,31
SSC22312,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12
SSC22313,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC22314,45,0,0,0,0,45,6,0,0,0,0,6,4,0,0,0,0,4,53,0,0,0,0,55
SSC22315,99,0,0,0,0,99,21,0,0,0,0,21,0,0,0,0,0,0,117,0,0,0,0,118
SSC22316,44,0,0,0,0,45,12,0,0,0,0,12,0,0,0,0,0,0,57,0,0,0,0,53
SSC22317,3675,993,355,46,16,5091,766,215,193,41,3,1225,212,46,49,6,0,314,4657,1261,599,92,26,6630
SSC22318,2749,289,84,16,0,3140,425,64,14,15,3,521,102,7,3,0,0,119,3278,363,108,31,3,3776
SSC22319,6545,1210,800,33,25,8617,2082,372,300,6,3,2770,405,107,51,3,10,568,9036,1689,1152,41,35,11950
SSC22320,1336,132,0,6,0,1472,305,50,0,0,0,358,48,4,0,3,0,57,1691,190,0,7,0,1882
SSC22321,351,0,0,0,8,354,29,0,0,0,0,29,12,0,0,0,0,7,384,0,0,0,7,392
SSC22322,273,0,0,0,0,272,21,0,0,0,0,21,7,0,0,0,0,7,298,0,0,0,0,303
SSC22323,635,17,4,12,3,667,281,16,9,3,0,305,21,0,0,0,0,25,938,32,16,12,0,1000
SSC22324,27,0,0,0,0,27,7,0,0,0,0,5,0,0,0,0,0,0,32,0,0,0,0,31
SSC22325,16,0,0,0,0,16,3,0,0,0,0,3,3,0,0,0,0,3,18,0,0,0,0,18
SSC22326,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC22327,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,25
SSC22328,774,87,0,0,0,865,39,48,0,0,0,84,5,15,0,0,0,23,812,146,0,0,0,966
SSC22329,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17
SSC22330,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,3,17,0,0,0,0,20
SSC22331,37,0,0,0,0,37,15,0,0,0,0,15,0,0,0,0,0,0,55,0,0,0,0,55
SSC22332,504,945,6381,325,38,8200,38,84,894,28,3,1049,20,32,224,6,9,285,553,1064,7503,359,51,9528
SSC22333,894,675,3194,28,12,4805,102,51,395,3,3,553,23,11,82,0,3,129,1022,742,3673,31,17,5486
SSC22334,111,259,875,3,7,1253,3,9,131,0,0,147,3,10,25,0,0,31,113,273,1032,3,7,1432
SSC22335,715,37,43,0,7,802,210,11,19,0,0,246,29,3,0,0,0,32,956,49,65,0,7,1080
SSC22336,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,20
SSC22337,12,0,0,0,0,12,10,0,0,0,0,10,0,0,0,0,0,0,23,0,0,0,0,23
SSC22338,85,3,0,0,0,84,6,0,0,0,0,6,0,0,0,0,0,0,92,3,0,0,0,93
SSC22339,223,3,0,0,0,228,82,0,4,0,0,84,9,0,0,0,0,9,318,3,4,0,0,323
SSC22340,92,0,0,0,9,100,15,0,0,0,0,15,3,0,0,0,0,3,112,0,0,0,9,119
SSC22341,28,0,0,0,0,28,3,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,0,35
SSC22342,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10
SSC22343,1640,20,71,4,17,1751,523,28,70,7,6,638,52,6,8,0,0,75,2215,51,147,15,18,2457
SSC22344,75,0,0,3,0,81,8,0,0,0,0,8,0,0,0,0,0,0,87,0,0,3,0,89
SSC22345,19,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,22
SSC22346,27,0,0,0,0,27,8,0,0,0,0,8,0,0,0,0,0,0,33,0,0,0,0,33
SSC22347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22348,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC22349,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14
SSC22350,22,0,0,0,0,22,4,0,0,0,0,4,0,0,0,0,0,0,27,0,0,0,0,27
SSC22351,12,0,0,0,0,16,4,0,0,0,0,4,3,0,0,0,0,3,19,0,0,0,0,21
SSC22352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22353,74,0,0,0,0,74,18,0,0,0,0,18,3,0,0,0,0,3,95,0,0,0,0,95
SSC22354,13,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,20,0,0,0,0,20
SSC22355,52,0,0,0,0,52,15,0,0,0,0,15,0,0,0,0,0,0,69,0,0,0,0,69
SSC22356,21,0,0,0,0,24,7,0,0,0,0,7,0,0,0,0,0,0,30,0,0,0,0,30
SSC22357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22358,778,0,0,3,5,785,135,0,0,3,0,146,21,0,0,0,0,21,936,0,0,3,5,953
SSC22359,51,0,0,0,7,52,10,0,0,0,0,10,0,0,0,0,0,0,58,0,0,0,7,58
SSC22360,32,0,0,0,0,32,15,0,0,0,0,15,0,0,0,0,0,0,49,0,0,0,0,49
SSC22361,95,0,0,7,0,102,23,0,0,0,0,26,5,0,0,0,0,5,125,0,0,7,0,133
SSC22362,1617,179,5,0,0,1807,242,99,4,0,0,345,42,11,0,0,0,57,1903,290,8,0,5,2208
SSC22363,46,0,0,0,0,46,8,0,0,0,0,8,3,0,0,0,0,3,60,0,0,0,0,60
SSC22364,49,0,0,0,0,49,3,0,0,0,0,3,0,0,0,0,0,0,53,0,0,0,0,53
SSC22365,1584,0,3,0,4,1591,89,0,3,0,0,92,22,0,0,0,0,24,1696,3,4,0,4,1709
SSC22366,30,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,32
SSC22367,4,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,3,13
SSC22368,264,4,3,0,3,279,67,0,0,0,0,75,7,0,0,0,0,7,342,7,6,3,8,357
SSC22369,1947,483,21,14,4,2468,236,56,0,3,0,296,43,9,0,0,0,53,2218,556,21,12,6,2811
SSC22370,259,39,0,0,0,295,29,11,0,0,0,38,6,0,0,0,0,12,298,43,0,0,0,347
SSC22371,42,0,0,0,0,42,13,0,0,0,0,13,6,0,0,0,0,6,53,0,0,0,0,53
SSC22372,35,0,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,32,0,0,0,0,32
SSC22373,27,0,0,0,0,26,6,0,0,0,0,6,0,0,0,0,0,0,36,0,0,0,0,33
SSC22374,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC22375,66,0,0,0,0,66,4,0,0,0,0,11,0,0,0,0,0,0,72,0,0,0,0,71
SSC22376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22377,54,0,0,12,0,66,3,0,0,3,0,6,0,0,0,0,0,0,58,0,0,18,0,74
SSC22378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22379,9879,355,656,5,11,10904,971,131,217,0,3,1322,206,25,28,0,4,265,11053,513,901,5,20,12491
SSC22380,89,0,0,0,0,85,18,0,0,4,0,15,3,0,0,0,0,3,105,0,0,3,0,108
SSC22381,77,0,0,0,0,77,19,0,0,0,0,19,0,0,0,0,0,0,93,0,0,0,0,93
SSC22382,119,0,0,0,0,119,20,0,0,0,0,20,10,0,0,0,0,10,149,0,0,0,0,149
SSC22383,1713,579,205,0,6,2501,403,115,83,0,6,597,82,35,11,0,0,132,2196,724,297,3,9,3234
SSC22384,2271,303,101,7,7,2684,675,44,48,3,8,784,148,18,9,0,4,174,3089,365,153,15,15,3640
SSC22385,3620,647,136,3,5,4414,1226,100,57,0,8,1385,214,31,11,0,0,252,5058,771,200,3,17,6050
SSC22386,158,0,0,0,0,163,34,0,0,0,0,33,3,0,0,0,0,3,198,0,0,0,0,196
SSC22387,2954,955,399,14,15,4328,182,92,34,0,0,304,43,19,3,0,4,71,3183,1056,440,14,11,4703
SSC22388,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC22389,26,0,0,0,0,31,3,0,0,0,0,3,0,0,0,0,0,0,37,0,0,0,0,32
SSC22390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22391,39,0,0,0,3,42,5,0,0,0,0,10,0,0,0,0,0,0,45,0,0,0,3,52
SSC22392,17,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,3,0,20
SSC22393,2499,149,211,17,35,2918,708,91,128,14,6,949,115,10,25,0,10,161,3326,259,360,26,54,4026
SSC22394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22396,35,0,0,0,0,35,7,0,0,0,0,7,0,0,0,0,0,0,43,0,0,0,0,43
SSC22397,213,0,0,6,0,215,60,0,0,3,0,66,9,0,0,0,0,12,282,0,0,10,0,289
SSC22398,65,0,0,0,0,66,16,0,0,0,0,16,3,0,0,0,0,3,86,0,0,0,0,84
SSC22399,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC22400,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC22401,72,0,0,0,0,79,35,0,0,0,3,39,3,0,0,0,0,4,107,0,5,0,7,115
SSC22402,1875,921,59,0,3,2858,209,122,9,0,0,336,55,31,0,0,0,89,2137,1070,76,0,4,3283
SSC22403,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC22404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22405,30,0,0,0,0,30,11,0,0,0,0,8,4,0,0,0,0,4,46,0,0,0,0,43
SSC22406,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,16
SSC22407,103,0,0,3,3,109,20,0,0,0,0,20,0,0,0,0,0,0,123,0,0,3,3,131
SSC22408,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17
SSC22409,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC22410,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC22411,127,3,0,6,0,137,49,3,0,0,0,51,11,0,0,0,0,12,185,4,3,9,0,204
SSC22412,57,0,0,0,0,59,13,0,0,0,0,8,3,0,0,0,0,3,72,0,0,0,3,74
SSC22413,19,0,0,0,0,19,9,0,0,0,0,9,0,0,0,0,0,0,32,0,0,0,0,32
SSC22414,316,11,0,0,0,322,66,6,0,3,0,77,14,4,0,0,0,23,395,17,0,5,0,422
SSC22415,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC22416,47,0,0,0,0,47,7,0,0,0,0,7,3,0,0,0,0,3,52,0,0,0,0,52
SSC22417,48,0,0,0,0,51,17,0,0,0,0,17,0,0,0,0,0,0,69,0,0,0,0,67
SSC22418,213,0,0,3,3,214,42,0,0,0,0,43,4,0,0,0,0,6,255,0,0,5,3,268
SSC22419,153,0,0,0,0,153,28,0,0,0,0,27,3,0,0,0,0,3,184,0,0,0,0,183
SSC22420,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC22421,85,0,0,0,0,89,23,0,0,0,0,24,3,0,0,0,0,3,113,0,0,0,0,112
SSC22422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22424,30,0,0,0,0,30,4,0,0,0,0,4,0,0,0,0,0,0,39,0,0,0,0,39
SSC22425,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC22426,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11
SSC22427,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC22428,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17
SSC22429,164,0,0,0,0,162,28,0,0,0,0,34,6,0,0,0,0,6,194,0,0,0,0,200
SSC22430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22431,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC22432,153,0,0,0,0,155,31,0,0,0,0,31,11,0,0,0,0,11,195,0,0,0,0,197
SSC22433,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC22434,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC22435,147,0,0,0,0,147,21,0,0,0,0,21,3,0,0,0,0,5,173,0,0,3,0,177
SSC22436,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7
SSC22437,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7
SSC22438,46,0,0,3,0,43,22,0,0,0,0,22,4,0,0,0,0,4,68,0,0,3,0,72
SSC22439,7150,1594,47,0,7,8805,422,184,10,0,4,611,192,51,4,0,3,250,7761,1824,63,0,16,9665
SSC22440,26,0,0,0,0,26,5,0,0,0,0,5,0,0,0,0,0,0,36,0,0,0,0,36
SSC22441,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC22442,26,0,0,0,0,26,8,0,0,0,0,8,0,0,0,0,0,0,27,0,0,0,0,27
SSC22443,9,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,13
SSC22444,28,0,0,0,0,28,10,0,0,0,0,10,0,0,0,0,0,0,32,0,0,0,0,32
SSC22445,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26
SSC22446,98,0,0,0,0,100,21,0,0,0,0,21,0,0,0,0,0,0,118,0,0,0,0,118
SSC22447,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC22448,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,27,0,0,0,0,27
SSC22449,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC22450,98,0,0,0,0,96,14,0,0,0,0,14,3,0,0,0,0,3,113,0,0,0,0,111
SSC22451,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26
SSC22452,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC22453,116,0,0,0,3,114,27,0,0,0,0,27,7,0,0,0,0,7,140,0,0,0,3,147
SSC22454,82,0,0,0,0,86,20,0,0,0,0,20,0,0,0,0,0,0,99,0,0,0,0,105
SSC22455,1181,76,11,17,3,1287,302,53,6,11,0,372,48,3,3,0,0,54,1529,135,23,27,3,1716
SSC22456,33,0,0,0,0,33,6,0,0,0,0,6,3,0,0,0,0,3,45,0,0,0,0,45
SSC22457,32,0,0,0,0,32,4,0,0,0,0,4,0,0,0,0,0,0,38,0,0,0,0,38
SSC22458,172,0,0,3,3,183,31,0,0,0,0,33,5,0,0,0,0,5,215,0,0,3,3,224
SSC22459,276,0,9,0,24,304,33,0,4,0,3,38,4,0,0,0,0,4,311,0,16,0,23,347
SSC22460,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,19,0,0,0,0,19
SSC22461,3138,551,3,0,3,3697,172,102,15,0,0,290,85,17,6,0,0,103,3395,671,28,0,3,4093
SSC22462,3868,313,14,7,0,4201,384,104,19,0,0,511,92,15,0,0,0,105,4334,439,42,7,0,4822
