SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC20680,1345,106,0,0,0,1458,147,14,0,0,0,161,31,3,0,0,0,33,1525,124,3,0,0,1653
SSC20681,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20682,57,0,0,0,0,57,8,0,0,0,0,8,0,0,0,0,0,0,64,0,0,0,0,64
SSC20683,66,0,0,0,0,66,29,0,0,0,0,29,0,0,0,0,0,0,94,0,0,0,0,94
SSC20684,30,0,0,0,0,32,16,0,0,0,0,16,3,0,0,0,0,3,43,0,0,0,0,49
SSC20685,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC20686,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC20687,16,0,0,6,0,19,9,0,0,3,0,10,0,0,0,0,0,0,25,0,0,10,0,34
SSC20688,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20689,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20690,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC20691,31,0,0,0,0,37,4,0,0,0,0,4,0,0,0,0,0,0,38,0,0,0,0,43
SSC20692,449,0,0,0,6,459,38,0,0,0,0,35,10,0,0,0,0,10,501,0,0,0,5,505
SSC20693,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC20694,22,0,0,3,0,20,5,0,0,3,0,8,3,0,0,0,0,3,27,0,0,3,0,36
SSC20695,125,0,0,0,0,125,29,0,0,0,0,34,0,0,0,0,0,0,154,0,0,0,0,155
SSC20696,106,0,0,0,0,106,22,0,0,0,0,22,0,0,0,0,0,0,134,0,0,0,0,134
SSC20697,1210,26,194,0,7,1433,328,4,64,0,0,396,90,4,21,0,3,118,1623,34,272,0,11,1946
SSC20698,35,0,0,0,0,35,3,0,0,0,0,3,3,0,0,0,0,3,46,0,0,0,0,46
SSC20699,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20701,184,0,0,3,3,186,45,0,0,0,0,45,4,0,0,0,0,4,234,0,0,3,3,241
SSC20702,2971,2579,1411,27,16,7005,729,699,399,10,8,1836,174,197,95,0,17,480,3872,3467,1908,42,38,9324
SSC20703,5053,588,183,100,8,5934,924,206,52,26,0,1208,203,23,8,16,6,259,6178,818,247,143,11,7391
SSC20704,3,0,0,31,0,34,7,0,0,36,0,38,0,0,0,3,0,7,11,0,0,73,4,80
SSC20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20706,18,0,0,0,0,21,21,0,0,0,0,26,0,0,0,0,0,0,43,0,0,3,0,46
SSC20707,2152,228,0,0,3,2389,243,46,0,0,0,286,52,7,0,0,0,58,2445,285,4,0,5,2732
SSC20708,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13
SSC20709,33,0,0,0,0,33,13,0,0,0,0,13,0,0,0,0,0,0,39,0,0,0,0,40
SSC20710,198,0,0,0,0,203,27,0,0,0,0,31,3,0,0,0,0,3,231,0,0,0,0,233
SSC20711,113,0,0,0,0,113,15,0,0,0,0,15,0,0,0,0,0,0,129,0,0,0,0,129
SSC20712,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC20713,87,0,0,0,3,88,26,0,0,0,0,32,3,0,0,0,0,3,118,0,0,6,3,127
SSC20714,29,0,0,0,0,30,7,0,0,0,0,11,0,0,0,0,0,0,39,0,0,3,0,43
SSC20715,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC20716,785,31,15,5,16,840,202,10,14,7,3,233,38,0,3,0,0,39,1022,43,33,5,15,1117
SSC20717,33,0,0,0,0,35,7,0,0,0,0,7,0,0,0,0,0,0,39,0,0,0,0,41
SSC20718,84,0,0,0,0,88,6,0,0,0,0,9,0,0,0,0,0,0,97,0,0,0,0,97
SSC20719,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC20720,48,0,0,0,0,49,11,0,0,0,0,11,0,0,0,0,0,0,63,0,0,0,0,59
SSC20721,62,0,0,0,0,62,7,0,0,0,0,7,6,0,0,0,0,6,78,0,0,0,0,78
SSC20722,455,162,42,0,0,661,29,27,6,0,0,59,11,3,0,0,0,19,502,186,48,0,0,736
SSC20723,3964,559,27,5,3,4557,822,108,10,0,3,946,182,13,0,0,0,201,4964,680,39,7,7,5702
SSC20724,1657,180,6,0,8,1847,272,44,6,0,0,318,46,3,0,0,0,57,1978,223,12,0,6,2222
SSC20725,1736,406,44,0,5,2189,239,63,65,0,0,364,70,9,7,0,0,80,2043,474,114,0,5,2639
SSC20726,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC20727,9,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,12
SSC20728,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC20729,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC20730,129,0,0,0,0,130,15,0,0,0,0,15,7,0,0,0,0,7,147,0,0,0,0,152
SSC20731,529,15,0,0,0,540,90,0,0,0,3,92,12,0,0,0,0,14,634,15,0,0,3,648
SSC20732,41,0,0,0,0,45,11,0,0,0,0,11,0,0,0,0,0,0,54,0,0,0,0,52
SSC20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20734,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4
SSC20735,166,0,0,0,0,166,41,0,0,0,0,41,5,0,0,0,0,5,214,0,0,0,0,214
SSC20736,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC20737,1969,45,10,0,0,2030,106,8,6,0,0,127,52,0,4,0,0,58,2133,55,22,0,0,2209
SSC20738,13,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,22,0,0,0,0,27
SSC20739,114,0,0,0,0,114,47,0,0,0,0,47,6,0,0,0,0,6,167,0,0,0,0,167
SSC20740,61,0,0,0,0,58,18,0,0,0,0,21,0,0,0,0,0,0,79,0,0,0,0,84
SSC20741,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7
SSC20742,402,0,0,0,0,407,73,0,0,0,0,70,15,0,0,0,0,15,490,0,0,0,0,490
SSC20743,114,0,0,4,0,115,20,0,0,0,0,20,4,0,0,0,0,4,134,0,0,6,0,140
SSC20744,41,0,3,0,0,46,6,0,0,0,0,6,0,0,0,0,0,0,50,0,3,0,0,52
SSC20745,55,0,0,0,0,55,12,0,0,0,0,12,0,0,0,0,0,3,65,0,0,0,0,66
SSC20746,3291,168,5,0,8,3481,201,24,4,0,0,234,63,7,0,0,0,72,3560,205,13,0,8,3787
SSC20747,28,0,0,0,0,28,18,0,0,0,0,18,0,0,0,0,0,0,49,0,0,0,0,49
SSC20748,821,9,3,0,3,836,146,0,0,0,0,145,21,0,0,0,0,21,985,8,7,0,3,1003
SSC20749,27,0,0,0,0,27,9,0,0,0,0,9,0,0,0,0,0,0,34,0,0,0,0,34
SSC20750,460,4,3,0,7,480,183,4,11,0,7,198,17,0,0,0,0,24,664,11,13,3,18,703
SSC20751,44,0,0,0,0,47,22,0,0,0,0,20,0,0,0,0,0,3,63,0,7,0,0,72
SSC20752,2653,480,0,20,3,3159,232,132,0,27,0,400,50,23,0,3,0,81,2936,635,0,51,10,3631
SSC20753,21,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,29,0,0,0,0,29
SSC20754,20,8,4,0,0,33,7,0,0,0,0,7,5,0,0,0,0,5,31,8,4,0,0,43
SSC20755,37,0,0,0,0,36,3,0,0,0,0,3,0,0,0,0,0,0,42,0,0,0,0,39
SSC20756,102,0,0,0,0,102,15,0,0,0,0,15,3,0,0,0,0,3,120,0,0,0,0,120
SSC20757,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC20758,34,0,0,0,0,34,4,0,0,0,0,4,0,0,0,0,0,0,42,0,0,0,0,42
SSC20759,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,19
SSC20760,3,103,4197,5,12,4320,0,0,233,0,0,239,0,5,104,0,3,112,3,105,4538,5,18,4673
SSC20761,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5
SSC20762,14,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,21,0,0,0,0,21
SSC20763,161,0,0,0,0,161,19,0,0,0,0,19,5,0,0,0,0,5,188,0,0,0,0,190
SSC20764,384,7,7,3,0,400,135,10,11,3,0,157,26,3,8,0,0,33,536,16,21,9,0,589
SSC20765,4318,1257,1074,3,8,6658,769,137,150,0,4,1059,102,48,35,0,3,187,5189,1441,1259,4,14,7908
SSC20766,5889,1919,708,0,22,8547,603,243,111,0,0,959,118,73,35,0,47,261,6613,2231,853,0,73,9768
SSC20767,38,0,0,0,0,38,17,0,0,0,0,17,3,0,0,0,0,3,58,0,0,0,0,58
SSC20768,3305,299,59,0,3,3658,265,68,58,0,0,391,55,13,9,0,0,82,3626,379,124,0,3,4130
SSC20769,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC20770,77,0,0,0,0,77,11,0,0,0,0,11,0,0,0,0,0,0,85,0,0,0,0,85
SSC20771,93,0,0,3,0,101,21,0,0,0,0,21,3,0,0,0,0,3,121,0,0,3,0,124
SSC20772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20773,5472,654,12,0,8,6148,388,64,0,0,0,449,99,6,0,0,0,102,5951,723,8,0,6,6702
SSC20774,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC20775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20776,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SSC20777,1891,286,0,43,13,2228,533,108,0,25,0,668,106,11,0,12,4,134,2523,409,3,80,16,3029
SSC20778,16,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,24
SSC20779,4,0,0,0,0,4,10,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,13
SSC20780,21,0,0,0,0,21,3,0,0,0,0,3,3,0,0,0,0,4,25,0,0,0,0,32
SSC20781,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC20782,1591,221,14,60,6,1894,338,52,0,40,0,438,63,12,0,10,0,87,1985,291,14,115,13,2417
SSC20783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20784,3279,137,115,34,5,3579,555,69,80,35,0,747,103,10,7,7,0,116,3940,214,201,77,10,4442
SSC20785,55,0,0,0,0,56,9,0,0,0,0,7,0,0,0,0,0,0,63,4,0,0,0,67
SSC20786,98,0,0,0,3,103,28,0,0,0,0,30,7,0,0,0,0,7,130,0,0,0,3,136
SSC20787,100,0,0,0,0,104,20,0,0,0,0,16,0,0,0,0,0,0,122,0,0,0,0,126
SSC20788,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC20789,44,0,0,0,0,42,12,0,0,0,0,12,0,0,0,0,0,0,53,0,0,0,0,54
SSC20790,164,6,8,4,0,182,13,0,4,0,0,17,3,0,0,0,0,3,176,10,11,4,0,204
SSC20791,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC20792,80,0,0,6,0,83,14,0,0,0,0,12,3,0,0,0,0,3,93,0,0,8,0,98
SSC20793,54,0,0,3,0,55,11,0,0,0,0,10,0,0,0,0,0,0,63,0,0,3,0,68
SSC20794,49,0,0,0,0,52,10,0,0,0,0,10,0,0,0,0,0,0,58,0,0,0,0,63
SSC20795,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC20796,1165,65,21,4,13,1267,203,62,20,0,3,286,27,4,4,0,0,37,1394,129,51,7,13,1588
SSC20797,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19
SSC20798,126,0,0,0,4,129,33,0,0,0,0,33,4,0,0,0,0,4,155,0,0,0,4,157
SSC20799,24,0,0,0,0,24,4,0,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,34
SSC20800,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC20801,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SSC20802,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC20803,181,3,0,4,8,201,32,5,0,0,3,45,5,0,0,0,0,5,221,9,0,4,15,248
SSC20804,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC20805,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4
SSC20806,55,0,5,0,0,61,23,0,0,0,0,30,3,0,4,0,0,8,85,0,5,0,0,91
SSC20807,250,4,6,19,3,277,96,0,15,7,3,125,14,0,4,0,0,19,363,4,22,23,4,418
SSC20808,20,0,0,0,0,20,10,0,0,0,0,10,4,0,0,0,0,4,26,0,0,0,0,26
SSC20809,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4
SSC20810,114,0,0,0,0,114,11,0,0,0,0,11,4,0,0,0,0,4,127,0,0,0,0,129
SSC20811,20,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,27,0,0,0,0,27
SSC20812,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC20813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20814,31,0,0,0,0,32,4,0,0,0,0,5,0,0,0,0,0,0,33,0,0,3,0,35
SSC20815,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC20816,338,0,0,0,0,338,72,0,0,0,0,76,4,0,0,0,0,4,410,0,0,3,0,420
SSC20817,1502,85,13,5,13,1613,431,91,3,0,5,528,61,9,0,0,0,75,1989,184,22,4,21,2217
SSC20818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20819,974,57,192,0,3,1238,82,0,20,0,0,99,29,3,3,0,0,32,1083,66,221,0,4,1372
SSC20820,27,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,29
SSC20821,323,0,20,0,0,348,121,0,8,0,0,135,12,0,0,0,0,14,459,0,29,0,0,493
SSC20822,541,120,16,3,0,676,130,37,7,0,3,179,16,11,0,0,0,20,683,169,16,3,3,878
SSC20823,1132,170,9,4,0,1310,159,59,0,0,3,218,27,9,0,0,3,36,1316,237,6,4,3,1564
SSC20824,147,378,1491,3,6,2016,5,19,102,0,0,124,5,3,21,0,0,28,155,394,1616,3,6,2173
SSC20825,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9
SSC20826,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19
SSC20827,243,0,0,4,0,249,75,0,0,0,0,72,9,0,0,0,0,9,328,0,0,4,0,330
SSC20828,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC20829,4,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,12
SSC20830,733,0,6,0,0,742,111,0,0,0,0,119,25,0,0,0,41,70,874,6,7,0,43,928
SSC20831,28,0,0,0,0,36,4,0,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,38
SSC20832,3549,387,18,12,10,3978,799,245,19,11,3,1079,150,45,3,0,0,207,4498,679,42,26,15,5258
SSC20833,148,0,0,0,0,151,23,0,0,0,3,27,6,0,0,0,0,6,175,0,0,0,3,181
SSC20834,111,0,0,0,0,112,22,0,0,0,0,22,0,0,0,0,0,0,136,0,0,0,0,136
SSC20835,51,0,0,0,0,51,13,0,0,0,0,13,3,0,0,0,0,3,61,0,0,0,0,61
SSC20836,29,0,0,0,0,29,11,0,0,0,0,11,0,0,0,0,0,0,40,0,0,0,0,40
SSC20837,320,0,0,0,0,320,30,0,0,0,0,35,8,0,0,0,0,8,364,0,0,0,0,363
SSC20838,260,7,3,3,0,273,100,13,7,0,0,119,5,3,0,0,0,12,364,17,10,6,0,404
SSC20839,34,0,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,0,35
SSC20840,21,0,0,0,0,21,9,0,0,0,0,9,0,0,0,0,0,0,29,0,0,0,0,29
SSC20841,22,0,0,0,0,22,11,0,0,0,0,11,0,0,0,0,0,0,30,0,0,0,0,30
SSC20842,1038,259,568,4,6,1871,118,33,101,0,3,248,18,10,19,0,0,48,1174,299,681,4,4,2164
SSC20843,49,0,0,0,0,49,19,0,0,3,0,23,3,0,0,0,0,4,69,0,0,4,0,74
SSC20844,234,0,0,9,10,251,92,3,0,5,3,98,21,7,0,11,0,45,346,12,0,31,16,394
SSC20845,53,0,0,0,0,55,28,0,0,0,0,31,0,0,0,0,0,0,82,0,0,0,0,84
SSC20846,92,0,0,3,0,97,40,0,0,0,0,44,0,0,0,0,0,0,141,0,0,5,0,146
SSC20847,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC20848,18,0,0,0,0,13,8,0,0,0,0,8,0,0,0,0,0,0,22,0,0,0,0,22
SSC20849,22,0,0,0,0,22,3,0,0,0,0,4,0,0,0,0,0,0,23,0,0,0,0,25
SSC20850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20851,51,0,0,0,0,51,6,0,0,0,0,6,0,0,0,0,0,0,56,0,0,0,0,56
SSC20852,45,0,0,0,0,41,8,0,0,0,0,8,0,0,0,0,0,0,56,0,0,0,0,53
SSC20853,784,18,0,0,0,811,132,14,0,0,0,142,18,3,0,0,0,19,934,33,0,3,0,973
SSC20854,65,0,0,0,0,65,5,0,0,0,0,5,0,0,0,0,0,0,74,0,0,0,0,74
SSC20855,65,0,0,0,0,64,15,0,0,0,0,15,3,0,0,0,0,3,88,0,0,0,0,88
SSC20856,207,0,0,14,0,220,95,0,3,5,0,101,15,0,0,3,0,22,314,0,3,21,0,344
SSC20857,199,0,0,0,0,199,23,0,0,0,0,23,3,0,0,0,0,7,226,0,0,0,0,229
SSC20858,1512,734,1261,41,9,3557,149,79,177,7,0,417,25,13,29,3,0,71,1691,824,1471,49,13,4041
SSC20859,5116,278,328,3,8,5733,253,62,69,0,0,385,80,9,4,0,0,102,5446,351,398,7,9,6220
SSC20860,1960,30,0,0,5,2001,83,0,0,0,0,86,26,0,0,0,0,31,2075,35,0,0,5,2115
SSC20861,855,917,4499,3,23,6306,65,58,454,0,0,575,17,25,125,0,7,173,944,1000,5078,3,31,7054
SSC20862,1711,0,7,3,0,1717,175,0,3,0,0,172,30,0,0,0,3,37,1911,0,8,3,3,1923
SSC20863,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17
SSC20864,103,0,0,0,0,104,7,0,0,0,0,7,0,0,0,0,0,0,115,0,0,0,0,111
SSC20865,5991,735,3,4,0,6737,703,76,0,0,0,785,183,21,0,0,0,205,6882,836,4,7,7,7726
SSC20866,167,0,0,0,0,166,21,0,0,0,0,21,0,0,0,0,0,0,187,0,0,0,0,186
SSC20867,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC20868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20869,38,0,0,0,0,33,18,0,0,0,0,18,3,0,0,0,0,3,55,0,0,0,0,54
SSC20870,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC20871,187,0,0,0,0,193,19,0,0,0,0,25,4,0,0,0,0,4,216,0,0,3,0,220
SSC20872,6752,1700,117,0,10,8581,884,340,44,0,0,1267,204,45,12,0,0,267,7846,2089,177,0,13,10117
SSC20873,1273,0,3,11,0,1283,148,0,5,3,0,157,30,0,0,0,0,33,1446,0,3,17,3,1472
SSC20874,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
SSC20875,55,0,0,0,0,57,18,0,0,0,0,17,0,0,0,0,0,0,76,0,0,4,0,78
SSC20876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20877,73,0,0,0,0,70,25,0,0,0,0,25,4,0,0,3,0,5,96,0,0,3,0,100
SSC20878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20879,3388,1284,1974,8,17,6664,398,166,371,0,0,937,82,29,66,0,9,192,3869,1485,2406,9,25,7795
SSC20880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20881,333,156,531,0,8,1022,52,15,92,0,0,157,5,5,22,0,0,38,400,174,640,0,3,1219
SSC20882,304,131,0,3,0,438,55,26,0,0,0,79,12,4,0,0,0,14,366,158,0,3,0,532
SSC20883,340,131,26,0,0,501,99,42,52,0,0,192,30,10,5,0,0,44,465,185,84,7,0,736
SSC20884,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,22
SSC20885,168,19,0,0,3,194,46,0,0,0,4,58,7,0,0,0,0,10,226,20,0,0,7,256
SSC20886,947,40,25,3,4,1021,262,44,20,7,0,334,39,8,7,0,3,55,1248,90,49,9,3,1406
SSC20887,68,0,0,0,0,68,17,0,0,0,0,17,3,0,0,0,0,3,86,0,0,0,0,86
SSC20888,36,0,0,0,0,36,15,0,0,0,0,12,3,0,0,0,0,3,52,0,0,0,0,51
SSC20889,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4
SSC20890,53,0,0,0,0,59,13,0,0,7,0,23,0,0,0,0,0,0,72,0,0,3,0,76
SSC20891,45,0,0,0,0,45,8,0,0,0,0,8,0,0,0,0,0,0,48,0,0,0,0,48
SSC20892,27,0,0,0,0,27,7,0,0,0,0,7,3,0,0,0,0,3,34,0,0,0,0,34
SSC20893,737,44,0,0,0,782,20,3,0,0,0,25,9,3,0,0,0,11,770,51,0,0,0,824
SSC20894,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16
SSC20895,975,502,704,5,5,2194,147,54,96,0,0,293,27,19,17,0,0,62,1143,568,817,5,8,2550
SSC20896,90,0,0,0,0,90,11,0,0,0,0,15,0,0,0,0,0,0,105,0,0,0,0,103
SSC20897,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SSC20898,24,0,0,0,0,24,4,0,0,0,0,4,0,0,0,0,0,0,33,0,0,0,0,33
SSC20899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20900,3,3,44,0,0,46,0,0,6,0,0,6,0,0,3,0,0,3,3,3,50,0,0,51
SSC20901,52,0,0,0,0,52,16,0,0,0,0,16,0,0,0,0,0,0,71,0,0,0,0,71
SSC20902,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,24
SSC20903,2705,456,41,10,11,3218,1010,88,8,0,7,1114,142,25,4,0,0,176,3856,577,53,11,12,4511
SSC20904,3,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,11
SSC20905,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8
SSC20906,30,0,0,0,0,30,8,0,0,0,0,8,4,0,0,0,0,6,40,0,0,0,0,38
SSC20907,45,0,0,0,0,45,7,0,0,0,0,7,0,0,0,0,0,0,56,0,0,0,0,56
SSC20908,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,12
SSC20909,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC20910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20911,7599,612,91,9,21,8334,868,139,73,0,3,1088,158,21,17,0,0,194,8629,772,180,7,24,9621
SSC20912,468,0,0,0,0,473,36,0,0,0,0,36,12,0,0,0,0,15,514,0,0,0,3,516
SSC20913,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,7
SSC20914,161,5,0,0,0,172,8,0,0,0,0,8,4,0,0,0,0,4,178,5,0,0,0,183
SSC20915,243,0,3,4,0,249,48,0,0,0,0,51,11,0,0,0,0,11,301,0,3,4,3,308
SSC20916,5,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6
SSC20917,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC20918,542,1103,1858,25,22,3547,34,57,353,0,0,439,11,28,98,0,4,138,584,1182,2302,23,28,4129
SSC20919,630,2274,1447,24,22,4401,115,187,223,0,0,521,23,67,67,3,0,161,768,2530,1727,31,28,5085
SSC20920,29,0,0,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,33,0,0,0,0,32
SSC20921,24,0,0,0,0,29,10,0,0,0,0,10,0,0,0,0,0,0,38,0,0,0,0,39
SSC20922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20923,591,608,1102,31,10,2344,58,85,403,0,0,551,15,14,95,0,0,132,666,712,1609,30,13,3027
SSC20924,298,0,9,3,0,307,36,0,0,0,0,36,0,0,0,0,0,0,333,0,9,5,3,345
SSC20925,965,248,0,0,0,1221,171,73,3,0,3,245,27,9,0,0,0,36,1169,325,4,0,7,1505
SSC20926,192,0,0,0,0,191,51,0,0,4,0,60,6,0,0,0,0,6,252,0,0,7,0,254
SSC20927,50,0,0,0,0,50,5,0,0,0,0,5,0,0,0,0,0,0,59,0,0,0,0,59
