SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC20014,0,0,13,14,9,37,4,20,3,100,9,45,39,46,43,59,15,28,6,291,118,268,171,120,126,96,39,50,17,1005,157,204,110,61,147,72,44,38,15,857,102,140,102,71,150,59,55,61,16,754,63,85,61,47,110,33,53,36,9,493,6,13,7,11,20,8,10,10,0,95,4,0,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,466,758,503,365,605,371,225,246,71,3608
SSC20015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20016,0,0,5,4,0,31,0,13,3,58,7,22,32,35,23,49,19,29,11,221,29,75,81,57,63,42,70,79,20,523,32,52,79,46,54,32,72,88,3,451,27,17,59,36,29,25,76,105,12,393,26,26,52,38,39,25,48,85,3,331,6,9,13,0,16,7,3,18,3,68,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,121,199,321,208,233,201,289,418,55,2050
SSC20017,0,3,3,23,0,28,0,8,0,73,9,31,13,28,21,34,0,12,4,156,115,253,48,38,71,41,0,13,9,587,230,333,22,33,81,50,5,8,17,784,238,288,35,32,75,75,11,13,10,768,127,213,23,18,50,30,5,16,5,497,43,79,8,7,19,13,0,6,6,188,3,9,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,760,1209,159,184,327,263,22,76,69,3067
SSC20018,0,0,0,0,0,0,0,3,0,7,0,3,5,0,3,0,0,4,0,15,4,3,5,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,10,6,3,0,3,3,3,7,3,0,22,6,4,0,0,0,3,0,9,0,30,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,16,8,10,4,9,20,7,109
SSC20019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,3,0,0,3,3,0,0,0,0,12,3,0,0,0,4,0,0,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,8,9,0,0,3,0,40
SSC20020,3,0,13,10,3,32,0,17,0,68,9,14,23,27,13,37,25,57,4,211,45,120,111,99,88,59,65,125,12,726,56,88,67,43,52,26,48,62,12,457,18,51,43,33,31,16,28,47,10,277,9,26,21,21,31,5,32,35,0,185,3,7,3,4,8,0,3,10,0,41,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,138,307,277,237,229,178,203,350,49,1965
SSC20021,0,0,11,11,0,21,0,15,0,58,6,7,21,10,12,10,10,18,3,88,22,27,41,18,25,9,9,17,6,173,30,44,46,27,25,14,22,21,3,221,33,38,40,35,27,22,21,35,3,259,31,26,40,25,40,9,18,23,3,220,10,8,3,4,11,5,6,7,4,52,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,142,153,192,125,141,88,86,128,25,1090
SSC20022,5,7,38,57,7,164,4,78,7,374,26,54,77,92,44,74,9,48,4,430,80,268,133,113,96,65,23,50,10,846,151,305,114,105,135,62,42,65,10,1000,172,271,119,110,197,87,44,89,8,1105,88,153,55,48,133,53,49,50,6,628,14,22,15,9,20,14,7,6,3,106,3,5,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,543,1081,552,542,630,526,183,386,56,4502
SSC20023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,8
SSC20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,7,0,4,0,3,3,0,29
SSC20025,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,3,4,6,0,32
SSC20026,0,0,3,3,0,4,0,0,0,10,0,0,3,0,0,0,0,0,0,9,3,0,3,0,0,0,3,3,0,13,12,11,3,3,0,0,0,5,0,33,3,6,10,4,9,4,0,4,0,42,8,10,5,0,6,5,4,6,0,39,6,0,3,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,25,18,19,12,7,14,0,157
SSC20027,0,0,11,0,0,14,0,13,0,49,3,7,17,5,3,17,5,19,0,72,22,14,33,15,11,9,8,16,0,123,22,25,30,14,22,11,9,23,3,152,29,36,25,18,24,9,17,22,6,189,29,15,17,13,22,10,9,23,0,135,11,3,0,3,0,0,8,4,0,34,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,133,108,125,69,78,69,61,112,14,769
SSC20028,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,6,0,0,0,4,0,0,19,3,0,5,4,3,0,3,4,0,25,6,3,0,0,4,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,14,6,12,0,9,8,0,78
SSC20029,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,3,3,0,0,0,9,3,4,3,0,0,0,8,0,0,19,3,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,6,4,12,10,0,56
SSC20030,0,0,0,0,0,5,0,5,0,9,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,3,0,3,3,3,0,0,17,0,0,5,5,0,0,3,3,0,20,3,0,0,0,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,12,3,7,9,10,0,66
SSC20031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10
SSC20032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,3,3,0,3,3,0,0,27
SSC20033,0,3,0,40,3,40,0,17,0,116,16,51,24,61,30,48,6,21,4,269,92,242,55,58,80,44,13,17,11,609,118,269,37,27,51,35,9,14,4,568,164,326,44,32,96,34,7,10,11,713,85,232,19,15,58,9,13,16,4,445,18,51,5,3,4,6,0,3,3,95,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,500,1160,194,234,327,226,46,105,30,2824
SSC20034,0,0,12,43,9,52,3,37,0,158,18,43,43,53,33,73,29,34,9,338,134,367,172,112,166,84,56,48,15,1146,228,459,135,86,199,94,61,53,23,1349,217,255,154,105,196,66,65,67,18,1140,105,164,115,64,134,40,71,60,10,767,14,36,19,19,33,10,12,21,6,167,0,0,3,0,3,0,0,3,3,18,0,0,0,0,0,0,0,0,0,0,729,1331,648,488,787,421,295,313,85,5094
SSC20035,3,5,38,31,15,135,9,85,7,336,36,100,142,149,106,143,61,91,19,834,184,524,371,222,369,202,188,189,39,2294,233,423,257,175,307,113,185,163,35,1887,199,271,238,225,376,134,255,238,35,1973,130,180,198,121,218,94,206,186,18,1353,15,25,24,13,34,20,36,38,3,201,0,8,0,3,0,0,3,0,0,19,0,0,0,0,0,0,3,0,0,6,800,1538,1267,949,1426,836,938,989,162,8906
SSC20036,0,0,16,20,10,90,4,29,5,173,16,51,73,64,47,80,21,31,12,392,166,367,223,112,178,100,79,94,23,1343,211,305,166,109,163,93,82,63,24,1216,117,127,144,81,169,67,95,83,16,892,51,68,62,47,83,31,76,80,8,493,16,18,11,13,11,5,14,18,3,107,4,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,577,935,694,442,663,455,368,407,91,4640
SSC20037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,3,0,13,7,0,0,3,0,0,0,0,0,16,3,0,0,3,0,0,3,0,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,10,3,3,3,7,0,57
SSC20038,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,5,3,3,3,0,26
SSC20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20040,0,0,3,0,0,0,0,7,0,7,0,0,0,3,0,0,0,4,0,13,0,0,4,3,0,0,0,0,0,14,0,0,3,0,0,0,3,0,0,13,7,3,0,4,7,0,8,0,0,29,12,0,0,0,0,0,3,5,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,16,10,3,0,12,22,0,93
SSC20041,0,0,4,0,0,10,0,3,0,19,0,3,3,3,0,3,4,6,0,27,5,6,14,7,7,0,4,3,0,37,16,14,19,3,10,0,4,3,0,66,8,12,13,10,7,6,9,9,3,84,11,21,9,10,10,3,13,10,3,83,3,3,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,58,61,33,38,23,37,34,12,333
SSC20042,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,12,3,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,8,5,4,3,0,3,0,41
SSC20043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,12
SSC20044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SSC20045,0,0,9,17,0,21,0,12,0,67,0,3,17,22,3,9,0,5,0,67,18,43,40,17,14,6,5,12,3,164,37,72,27,19,21,7,10,3,0,201,50,81,54,23,37,18,5,20,6,298,34,76,36,27,36,20,15,25,7,265,13,24,4,6,11,3,4,7,3,73,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,158,295,197,130,131,94,35,91,21,1153
SSC20046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11
SSC20047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,3,0,0,0,3,0,22
SSC20048,0,0,7,6,0,3,0,15,0,33,3,3,5,17,3,0,0,13,3,43,20,18,28,15,7,7,3,25,3,125,20,19,41,12,7,8,4,14,0,126,38,23,19,14,11,20,4,26,0,160,36,28,16,13,16,25,17,35,0,180,13,13,3,0,6,7,4,5,0,54,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,127,100,117,79,53,71,28,145,9,730
SSC20049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,4,0,18
SSC20051,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,3,8,0,0,0,0,0,0,0,12,9,0,4,5,0,0,0,3,0,22,9,4,0,3,0,0,0,5,0,26,17,4,0,3,3,3,9,13,0,52,9,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,50,13,8,13,10,7,7,32,0,140
SSC20052,3,3,25,17,12,102,5,79,4,247,12,24,65,36,16,32,11,85,4,276,51,93,101,97,44,33,34,120,17,582,54,86,76,113,57,35,40,90,8,564,101,123,73,182,80,58,54,117,14,809,70,86,57,124,50,36,51,103,15,593,33,15,18,20,16,9,8,26,3,149,3,0,3,3,3,3,0,5,4,27,0,0,0,0,0,0,0,0,0,3,328,429,421,604,278,307,201,612,66,3248
SSC20053,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,8,3,11,0,3,0,3,0,0,0,16,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,8,10,3,3,4,3,0,48
SSC20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
