SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC20022,..,4,186,390,405,322,220,112,23,1660,..,28,105,63,47,24,13,3,0,278,..,0,4,11,29,12,3,3,0,65,1000,..,..,..,..,..,..,..,..,1000,..,307,..,..,..,..,..,..,..,307,..,182,60,9,7,3,0,0,0,267,..,20,11,4,3,0,0,0,0,38,..,15,14,10,3,3,0,0,0,47,..,72,29,8,11,4,9,0,0,128,..,17,52,35,42,43,28,26,11,242,16,32,21,14,13,4,3,4,0,104,1017,661,486,539,570,414,282,149,36,4142,..,9,260,425,405,300,207,78,13,1693,..,39,110,58,48,20,9,0,0,279,..,7,56,102,122,31,16,6,9,350,946,..,..,..,..,..,..,..,..,946,..,300,..,..,..,..,..,..,..,300,..,120,39,7,7,6,0,0,0,171,..,10,10,3,4,9,7,13,0,56,..,9,7,0,3,0,0,0,0,21
SSC20023,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20024,..,0,0,3,5,4,5,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,3,10,3,4,0,0,32,..,0,3,3,5,7,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20025,..,0,0,0,4,3,4,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,8,0,3,9,7,4,0,0,33,..,0,0,3,0,5,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20026,..,0,0,16,14,19,16,5,0,77,..,0,4,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,38,..,..,..,..,..,..,..,..,38,..,11,..,..,..,..,..,..,..,11,..,8,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,0,0,0,3,..,0,4,0,0,0,0,0,0,5,..,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,38,17,11,18,20,25,16,6,0,155,..,0,0,17,23,20,12,3,0,79,..,0,5,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,8,28,..,..,..,..,..,..,..,..,28,..,9,..,..,..,..,..,..,..,9,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
SSC20027,..,3,24,49,74,63,47,20,5,277,..,12,20,9,8,4,3,0,0,57,..,0,0,0,0,0,3,0,0,8,133,..,..,..,..,..,..,..,..,133,..,28,..,..,..,..,..,..,..,28,..,47,16,6,6,0,0,0,0,85,..,4,0,0,0,0,0,0,0,8,..,0,0,3,0,0,0,0,0,4,..,0,3,3,3,0,0,0,0,10,..,0,3,16,14,10,6,3,0,54,4,0,0,5,0,3,3,0,0,12,136,99,68,89,111,85,63,27,3,681,..,3,35,54,74,63,40,8,3,287,..,8,21,14,10,8,0,0,0,63,..,0,7,12,10,0,3,0,3,39,142,..,..,..,..,..,..,..,..,142,..,28,..,..,..,..,..,..,..,28,..,27,3,0,0,3,0,0,0,36,..,0,3,0,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,4
SSC20028,..,0,0,4,12,12,3,4,0,31,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,7,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,3,11,0,0,0,0,0,0,0,0,0,3,8,8,3,12,17,14,5,9,5,74,..,0,3,4,14,8,4,0,0,31,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20029,..,0,0,0,7,7,6,0,0,23,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,3,3,3,3,0,9,0,0,0,0,0,0,0,0,0,0,10,7,3,5,11,14,8,3,0,65,..,0,6,4,6,9,3,0,0,24,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,9,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,3,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC20030,..,0,3,3,7,15,5,3,0,38,..,0,0,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,23,..,..,..,..,..,..,..,..,23,..,6,..,..,..,..,..,..,..,6,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,23,6,8,10,20,16,11,3,0,98,..,0,4,6,6,6,8,0,0,43,..,0,0,4,3,3,0,0,0,5,..,0,0,3,0,0,0,0,0,8,23,..,..,..,..,..,..,..,..,23,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20031,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20032,..,0,3,0,3,3,3,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,5,3,0,0,20,..,3,0,0,4,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20033,..,0,63,165,239,177,104,45,12,802,..,7,67,54,44,46,12,0,0,228,..,0,0,3,3,13,3,3,3,27,387,..,..,..,..,..,..,..,..,387,..,167,..,..,..,..,..,..,..,167,..,61,41,14,11,3,0,0,0,133,..,9,17,3,0,3,0,0,0,38,..,19,11,0,3,0,0,0,0,39,..,42,74,13,11,7,6,0,0,148,..,12,31,37,42,34,35,6,8,197,3,6,7,4,3,4,3,4,0,46,387,330,318,292,359,285,161,58,23,2212,..,4,94,170,269,173,77,24,3,808,..,16,80,56,61,30,10,0,0,256,..,0,8,19,46,23,14,7,3,122,389,..,..,..,..,..,..,..,..,389,..,186,..,..,..,..,..,..,..,186,..,47,37,5,6,4,0,0,0,96,..,13,9,0,3,0,6,10,6,47,..,14,13,0,0,0,0,0,0,29
SSC20034,..,6,207,459,351,336,287,185,55,1888,..,19,145,105,88,55,19,3,0,438,..,0,5,12,24,21,4,8,5,86,808,..,..,..,..,..,..,..,..,808,..,208,..,..,..,..,..,..,..,208,..,144,117,47,47,21,9,0,0,383,..,23,22,17,4,11,21,12,4,105,..,13,13,8,5,5,3,0,0,47,..,18,66,34,35,28,10,0,3,192,..,8,52,91,109,131,95,67,43,595,14,12,17,16,11,3,5,7,4,88,819,450,646,784,677,611,453,279,111,4840,..,9,289,464,374,333,270,149,28,1922,..,37,148,103,82,39,15,0,0,432,..,8,34,86,101,55,23,32,20,362,861,..,..,..,..,..,..,..,..,861,..,221,..,..,..,..,..,..,..,221,..,93,76,30,16,20,4,0,0,243,..,32,24,6,11,30,18,11,8,148,..,7,12,4,0,3,0,0,0,32
SSC20035,..,9,510,694,723,740,521,198,46,3442,..,31,233,134,127,74,29,0,0,626,..,0,10,27,53,54,19,8,3,171,1541,..,..,..,..,..,..,..,..,1541,..,484,..,..,..,..,..,..,..,484,..,432,375,136,60,21,3,0,0,1030,..,83,68,23,33,18,25,6,0,259,..,29,35,18,20,11,4,3,0,126,..,55,104,26,31,27,19,11,4,269,..,16,90,118,157,148,83,45,18,669,15,22,32,29,27,23,12,5,0,172,1555,1161,1461,1197,1230,1109,709,292,67,8779,..,53,640,721,767,728,394,136,21,3461,..,51,238,152,122,56,23,8,0,640,..,7,102,173,233,140,73,40,29,806,1487,..,..,..,..,..,..,..,..,1487,..,501,..,..,..,..,..,..,..,501,..,284,263,51,35,14,3,0,0,649,..,47,45,21,22,56,37,35,18,286,..,28,30,12,6,4,3,0,0,80
SSC20036,..,10,334,461,316,241,288,308,74,2037,..,14,145,108,53,28,10,0,3,357,..,0,3,12,21,29,7,11,6,99,1075,..,..,..,..,..,..,..,..,1075,..,270,..,..,..,..,..,..,..,270,..,218,177,91,75,33,5,0,0,593,..,46,64,32,17,16,12,10,9,208,..,19,20,5,11,10,0,0,0,56,..,31,61,24,27,26,13,11,3,197,..,15,60,64,82,84,56,62,29,461,10,20,23,18,14,9,3,9,3,102,1089,641,885,824,619,468,391,413,128,5456,..,47,420,470,301,251,309,233,30,2059,..,33,164,91,45,23,5,0,3,364,..,10,36,100,134,87,53,61,25,499,1026,..,..,..,..,..,..,..,..,1026,..,308,..,..,..,..,..,..,..,308,..,124,91,40,44,22,0,0,0,323,..,29,20,14,13,20,25,32,27,185,..,9,16,3,6,6,0,0,0,40
SSC20037,..,0,0,8,5,5,3,3,0,22,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,3,3,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,4,6,6,7,8,11,8,4,3,0,53,..,0,0,6,5,3,4,0,0,19,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,3,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC20038,..,0,0,0,5,3,3,0,0,11,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,0,0,7,9,5,0,0,27,..,0,0,0,3,10,3,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,3,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20039,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20040,..,0,3,5,11,11,14,5,0,42,..,0,3,0,4,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,6,..,..,..,..,..,..,..,6,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,5,0,0,12,3,0,0,0,0,0,0,0,0,5,15,17,8,6,19,18,19,5,4,109,..,3,3,0,16,12,8,0,0,49,..,0,0,0,4,0,0,0,0,7,..,0,0,3,0,0,0,0,0,6,11,..,..,..,..,..,..,..,..,11,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20041,..,0,6,25,25,40,24,17,0,137,..,0,9,4,9,4,3,0,0,31,..,0,0,0,0,0,0,0,0,0,50,..,..,..,..,..,..,..,..,50,..,12,..,..,..,..,..,..,..,12,..,7,5,3,3,0,0,0,0,20,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,3,0,0,0,4,..,0,0,0,4,12,6,3,0,30,0,0,0,0,3,3,0,0,0,3,50,27,24,35,50,68,33,15,3,306,..,0,10,33,26,39,28,13,0,144,..,0,3,3,8,3,3,0,0,25,..,3,0,4,8,0,3,0,0,14,59,..,..,..,..,..,..,..,..,59,..,9,..,..,..,..,..,..,..,9,..,10,10,0,0,0,0,0,0,17,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,3
SSC20042,..,0,0,4,3,4,3,0,0,20,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,4,0,7,3,7,7,0,0,36,..,0,0,0,3,3,3,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,0,0,0,0,4,5,..,..,..,..,..,..,..,..,5,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20043,..,0,0,0,0,0,4,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,0,0,15,..,0,0,0,3,0,4,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20044,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20045,..,0,19,56,89,104,118,52,13,453,..,6,33,22,26,17,5,0,0,108,..,0,0,3,3,3,0,0,0,13,201,..,..,..,..,..,..,..,..,201,..,47,..,..,..,..,..,..,..,47,..,29,16,6,0,0,0,0,0,54,..,3,0,0,0,0,3,0,3,11,..,0,0,0,0,0,0,0,0,4,..,3,9,0,6,3,0,0,0,17,..,0,8,17,30,47,22,16,10,152,0,6,5,6,3,8,12,0,0,39,204,88,88,109,154,182,159,76,25,1094,..,3,23,75,93,97,117,36,8,457,..,4,41,26,22,14,3,0,0,112,..,0,3,10,28,14,4,7,3,60,154,..,..,..,..,..,..,..,..,154,..,48,..,..,..,..,..,..,..,48,..,14,14,3,0,3,0,0,0,32,..,0,0,0,0,3,3,0,0,10,..,0,0,0,0,0,0,0,0,3
SSC20046,..,0,0,0,0,6,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,11,..,0,0,0,0,0,3,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20047,..,0,3,0,3,4,3,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,4,0,0,0,0,0,5,5,..,..,..,..,..,..,..,..,5,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,3,3,6,4,0,0,30,..,0,0,0,4,4,4,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20048,..,0,11,38,43,55,57,23,5,231,..,5,23,10,8,22,7,0,0,77,..,0,0,3,5,0,0,0,0,11,92,..,..,..,..,..,..,..,..,92,..,20,..,..,..,..,..,..,..,20,..,25,11,8,0,3,0,0,0,45,..,0,0,0,0,0,0,0,0,6,..,4,3,0,0,0,0,0,0,5,..,3,4,0,3,4,3,0,0,18,..,5,4,19,16,30,28,5,0,103,3,7,4,3,3,9,6,0,0,45,95,71,57,75,75,116,101,39,8,648,..,0,26,30,49,66,47,17,0,237,..,7,26,10,11,20,4,0,0,76,..,0,7,8,12,6,3,3,0,43,102,..,..,..,..,..,..,..,..,102,..,10,..,..,..,..,..,..,..,10,..,3,8,0,0,0,0,0,0,13,..,0,3,0,0,0,0,0,5,6,..,0,0,0,0,0,0,0,0,6
SSC20049,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
