SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC20430,..,0,0,0,9,11,4,0,0,22,..,0,5,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,7,3,10,3,9,12,8,0,0,49,..,0,3,3,12,6,3,0,0,27,..,0,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20431,..,0,3,8,4,9,8,0,0,23,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,3,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,3,3,8,4,15,9,0,0,48,..,0,3,6,6,7,5,0,0,25,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,19,..,..,..,..,..,..,..,..,19,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20432,..,0,3,5,11,12,9,0,0,34,..,0,0,0,4,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,6,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,7,13,3,10,15,12,14,3,0,74,..,0,0,9,10,10,3,0,0,36,..,0,0,3,0,0,0,0,0,6,..,0,0,0,0,3,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,7,..,..,..,..,..,..,..,7,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
SSC20433,..,0,3,5,4,15,4,0,0,30,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,8,6,5,11,15,3,4,0,57,..,0,3,4,7,13,3,0,0,24,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC20434,..,0,3,4,6,11,6,0,0,34,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,6,..,..,..,..,..,..,..,..,6,..,5,..,..,..,..,..,..,..,5,..,3,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,6,4,9,9,15,15,8,3,0,62,..,0,3,6,9,8,3,5,0,36,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,13,..,..,..,..,..,..,..,..,13,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,7,..,0,0,0,3,0,0,0,0,5,..,0,0,0,3,0,0,0,0,3
SSC20435,..,0,7,25,32,19,14,3,3,99,..,0,3,9,3,0,0,0,0,17,..,0,0,0,0,0,0,0,0,3,58,..,..,..,..,..,..,..,..,58,..,15,..,..,..,..,..,..,..,15,..,4,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,4,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,7,58,23,14,39,35,28,19,6,3,226,..,0,6,27,33,19,10,3,0,105,..,0,6,7,3,0,0,0,0,14,..,0,3,3,3,0,0,0,0,8,60,..,..,..,..,..,..,..,..,60,..,10,..,..,..,..,..,..,..,10,..,10,0,0,0,0,0,0,0,10,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0
SSC20436,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20437,..,0,0,0,0,0,5,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,3,0,8,3,3,3,0,26,..,0,0,0,0,4,3,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20438,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20439,..,18,190,505,483,410,198,40,9,1857,..,8,35,40,42,17,9,0,0,155,..,4,3,8,23,14,3,0,0,48,1073,..,..,..,..,..,..,..,..,1073,..,414,..,..,..,..,..,..,..,414,..,205,225,69,9,3,0,0,0,510,..,54,45,23,26,18,9,0,5,187,..,15,22,21,13,10,0,0,0,87,..,11,33,14,6,11,3,0,0,82,..,8,23,39,23,15,13,0,3,120,14,12,20,9,9,10,6,3,0,77,1085,751,604,731,641,509,232,42,18,4615,..,23,297,549,491,343,137,19,4,1857,..,4,34,58,30,20,5,0,0,156,..,3,39,127,112,56,19,7,0,372,1031,..,..,..,..,..,..,..,..,1031,..,443,..,..,..,..,..,..,..,443,..,156,170,36,6,4,0,0,0,372,..,42,35,10,23,41,27,33,18,232,..,18,18,8,4,3,0,3,0,45
SSC20440,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20441,..,0,3,4,8,8,5,3,0,32,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,6,..,..,..,..,..,..,..,6,..,6,3,0,0,0,0,0,0,8,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,3,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,15,10,9,19,12,9,3,0,91,..,0,4,9,9,11,0,0,0,33,..,0,0,0,4,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC20442,..,10,59,85,95,103,120,65,11,545,..,20,59,34,24,10,5,0,0,152,..,0,6,12,18,10,4,3,3,45,436,..,..,..,..,..,..,..,..,436,..,75,..,..,..,..,..,..,..,75,..,86,40,30,14,6,3,0,0,180,..,23,5,4,4,6,3,0,0,45,..,10,12,5,3,3,3,0,0,32,..,11,29,12,9,12,4,3,0,84,..,15,25,28,44,51,38,29,16,245,7,14,13,13,7,6,0,4,4,64,446,259,242,224,210,204,188,103,31,1913,..,9,78,89,106,119,108,46,0,558,..,38,59,36,25,6,5,3,0,165,..,20,56,78,59,33,12,9,6,272,383,..,..,..,..,..,..,..,..,383,..,79,..,..,..,..,..,..,..,79,..,54,20,11,6,9,0,0,0,99,..,17,3,0,3,9,4,3,0,44,..,8,3,3,0,0,0,0,0,17
SSC20443,..,0,0,9,6,9,4,0,0,33,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,20,..,..,..,..,..,..,..,..,20,..,3,..,..,..,..,..,..,..,3,..,6,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,20,10,6,9,9,14,10,0,0,78,..,0,5,4,5,13,4,0,0,29,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20444,..,0,0,0,6,3,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,3,3,0,0,25,..,0,0,0,9,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20445,..,0,0,8,11,10,13,3,0,60,..,0,4,0,4,4,0,0,0,14,..,0,0,3,0,0,0,0,0,4,29,..,..,..,..,..,..,..,..,29,..,13,..,..,..,..,..,..,..,13,..,6,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,5,..,0,0,3,3,3,9,0,0,15,0,0,3,0,0,0,0,0,0,4,25,21,12,17,17,21,26,6,3,150,..,0,7,10,16,15,11,0,3,61,..,0,4,4,4,3,0,0,0,15,..,0,0,5,3,0,0,0,0,10,28,..,..,..,..,..,..,..,..,28,..,8,..,..,..,..,..,..,..,8,..,4,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20446,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,3,3,3,0,0,0,20,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20447,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20448,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,14,..,0,0,0,4,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20449,..,0,3,9,3,4,7,3,0,28,..,0,0,3,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,16,11,6,10,10,10,8,3,0,80,..,0,4,4,6,8,10,3,0,30,..,0,0,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,23,..,..,..,..,..,..,..,..,23,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20450,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20451,..,5,299,783,1107,891,674,352,94,4199,..,34,207,104,104,49,32,11,0,529,..,0,0,10,34,33,18,3,3,104,1863,..,..,..,..,..,..,..,..,1863,..,870,..,..,..,..,..,..,..,870,..,231,218,46,32,13,3,0,0,544,..,80,34,14,3,13,4,9,8,173,..,43,51,7,3,3,0,0,0,107,..,117,170,44,16,15,7,7,4,379,..,58,82,70,82,100,87,72,43,593,15,31,37,9,15,10,11,3,0,123,1880,1473,1095,1081,1394,1121,841,446,161,9496,..,15,406,907,1178,885,600,254,47,4277,..,48,206,116,85,44,18,4,0,522,..,0,25,103,226,110,42,38,21,563,1842,..,..,..,..,..,..,..,..,1842,..,939,..,..,..,..,..,..,..,939,..,211,184,40,28,16,4,0,0,476,..,72,40,16,14,24,27,34,13,246,..,64,30,4,3,5,0,0,0,111
SSC20452,..,0,3,16,9,11,5,0,0,51,..,4,0,3,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,31,..,..,..,..,..,..,..,..,31,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,31,14,5,18,19,7,13,0,0,107,..,0,10,14,8,11,7,0,0,52,..,3,0,0,3,0,0,0,0,10,..,0,0,4,0,0,0,0,0,4,33,..,..,..,..,..,..,..,..,33,..,10,..,..,..,..,..,..,..,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20453,..,4,122,167,179,139,188,118,23,944,..,4,21,6,7,6,3,0,0,42,..,3,0,3,12,12,0,10,3,35,488,..,..,..,..,..,..,..,..,488,..,153,..,..,..,..,..,..,..,153,..,127,139,55,34,13,0,0,0,362,..,17,16,8,4,10,3,0,3,66,..,0,11,5,0,7,0,0,0,14,..,21,30,13,4,8,5,0,0,87,..,7,21,30,48,41,32,20,5,205,9,10,8,12,12,6,3,0,0,63,501,344,364,303,307,226,241,149,35,2463,..,32,167,192,161,146,172,61,8,944,..,0,14,7,5,3,3,0,0,40,..,3,31,33,31,31,24,22,3,180,488,..,..,..,..,..,..,..,..,488,..,176,..,..,..,..,..,..,..,176,..,78,88,20,18,11,0,0,0,221,..,17,3,3,8,13,16,21,6,84,..,0,6,0,0,3,0,0,0,10
SSC20454,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,..,0,0,0,3,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20455,..,0,27,45,72,56,35,26,4,264,..,3,23,28,15,17,11,0,0,82,..,0,0,4,3,0,0,0,0,8,155,..,..,..,..,..,..,..,..,155,..,47,..,..,..,..,..,..,..,47,..,36,12,7,3,0,0,0,0,64,..,4,0,0,0,0,4,0,0,7,..,5,4,3,0,0,0,0,0,15,..,3,15,3,0,3,0,0,0,26,..,0,6,4,14,20,16,13,0,69,0,3,0,0,0,3,3,0,0,12,156,106,79,93,106,92,73,38,4,746,..,0,29,60,70,54,38,12,4,274,..,10,24,24,14,11,11,3,0,99,..,0,14,19,27,13,6,0,0,76,168,..,..,..,..,..,..,..,..,168,..,42,..,..,..,..,..,..,..,42,..,23,6,4,0,0,0,0,0,38,..,0,0,0,0,3,0,3,0,11,..,7,3,0,0,0,0,0,0,10
SSC20456,..,0,0,0,3,3,3,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,0,0,17,..,0,0,0,8,0,3,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20457,..,0,0,0,0,0,0,3,0,8,..,0,0,0,4,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,3,0,21,..,0,3,0,0,0,3,0,0,9,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
