SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC21495,67,65,29,15,12,0,270,6,45,61,58,43,30,6,0,251,127,348,379,240,185,123,44,12,1460,102,263,283,309,204,137,61,25,1374,303,634,528,612,424,276,111,33,2920,30,28,27,23,24,15,3,3,150,17,26,49,60,38,46,17,9,267,348,684,606,691,481,336,139,43,3331,11,5,9,16,10,17,13,3,88,125,105,129,144,136,129,109,51,934,731,1524,1544,1528,1099,781,375,129,7710
SSC21496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,3,0,8,0,0,7,3,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,6,3,6,6,9,0,0,37
SSC21497,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,7,0,0,0,12,0,3,0,0,3,3,0,0,12,0,8,8,10,9,7,0,0,33,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,10,8,10,4,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,15,0,13,7,10,20,12,7,3,81
SSC21498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,12,0,0,0,0,4,0,0,0,8,0,3,0,6,4,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,4,0,16,0,5,11,16,15,3,3,0,57
SSC21499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,13,0,0,0,0,4,3,0,0,3,0,0,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,5,17,11,7,0,42
SSC21500,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,5,6,0,10,0,0,25,0,6,3,3,9,5,0,0,26,12,20,12,18,18,9,0,0,82,0,4,0,0,0,0,0,0,7,0,0,0,5,3,0,0,0,13,12,22,10,19,21,9,0,0,96,0,0,0,0,0,0,0,0,0,3,4,8,7,11,9,0,4,42,15,38,24,34,38,35,11,3,197
SSC21501,0,0,5,0,0,0,5,0,0,0,3,3,0,0,0,4,0,3,5,3,3,0,0,0,17,4,3,3,11,7,0,6,0,36,8,5,14,19,13,11,3,0,75,0,0,0,4,0,3,0,0,8,0,0,0,0,3,0,0,0,5,6,5,14,26,15,12,3,0,88,0,0,3,3,0,0,0,0,7,5,10,3,4,8,6,3,3,46,15,17,40,50,45,25,13,3,198
SSC21502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3
SSC21503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,0,17
SSC21504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21505,0,3,3,4,0,0,8,0,0,0,4,3,3,0,0,13,3,12,8,6,9,3,3,0,42,0,0,3,3,10,13,0,0,32,4,16,25,19,36,15,3,0,113,0,0,4,3,0,0,0,0,9,0,0,0,3,3,4,0,0,12,9,16,24,26,37,22,5,0,132,0,0,0,0,0,0,0,0,3,6,4,3,7,11,14,13,3,59,13,30,47,46,68,58,23,7,282
SSC21506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,3,4,3,0,0,0,9
SSC21507,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,3,7,3,6,8,5,3,0,29,3,0,3,5,4,8,6,0,24,3,9,8,19,14,7,3,4,62,0,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,4,3,9,10,20,23,7,3,4,73,0,0,0,0,0,0,0,0,0,9,3,5,10,10,10,8,4,63,12,21,24,43,46,32,18,10,201
SSC21508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,7,3,0,6,11,0,0,0,23
SSC21509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,5,3,5,0,0,11,0,0,0,4,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,11,12,5,3,0,41
SSC21511,6,12,5,0,0,0,25,0,0,0,4,0,0,0,0,16,5,11,21,15,12,8,0,0,77,3,16,26,21,26,9,0,0,102,39,26,39,64,41,23,3,0,238,0,0,0,5,3,0,0,0,7,3,0,0,7,10,0,0,0,18,44,26,41,79,54,25,3,0,271,0,0,3,4,0,0,0,0,7,25,20,18,37,16,13,8,0,133,77,86,114,174,114,50,9,3,633
SSC21512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,0,9,3,9,0,0,20
SSC21513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,3,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,9,0,10,9,0,0,33
SSC21514,4,4,5,0,0,0,18,0,0,0,0,3,3,0,0,6,3,4,9,9,22,7,0,0,52,0,6,5,9,19,15,3,0,62,11,19,24,31,29,8,4,0,129,0,0,3,0,0,0,0,0,9,0,0,4,0,3,0,0,0,10,11,23,25,28,35,15,4,0,150,0,0,0,0,0,0,0,0,0,3,0,3,10,16,19,4,0,56,13,43,44,69,101,57,11,3,337
SSC21515,0,0,5,3,0,0,6,0,0,0,3,0,0,0,0,8,0,0,3,4,8,8,3,0,32,0,3,8,3,15,22,0,0,51,4,5,7,30,39,47,27,0,161,0,0,3,0,5,0,0,0,8,0,0,0,4,3,5,5,0,23,4,5,14,35,44,50,33,4,186,0,0,0,3,0,0,0,0,3,7,4,8,11,25,39,30,11,121,13,17,24,57,95,125,65,13,409
SSC21516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21517,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,10,10,10,4,0,0,0,39,4,4,6,12,6,6,4,0,35,28,26,25,35,36,8,7,0,162,0,3,3,0,0,0,0,0,6,0,3,0,3,3,0,0,0,9,25,30,25,41,40,8,6,0,178,0,0,0,0,3,0,0,0,3,15,3,3,14,6,6,15,6,70,44,45,52,73,60,26,23,6,333
SSC21518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,16,0,3,0,0,3,0,0,0,7,4,4,3,4,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,9,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,0,0,19,4,7,14,16,12,9,3,0,63
SSC21519,0,3,5,0,0,0,4,0,0,3,3,5,3,0,0,17,0,6,11,7,12,3,0,0,41,3,5,16,9,21,12,4,0,69,13,20,36,29,25,15,4,0,139,0,0,3,3,0,0,0,0,12,0,7,3,3,3,0,0,0,12,15,25,45,35,25,12,4,0,161,0,0,0,0,3,0,0,0,4,9,4,6,8,14,10,3,0,53,23,43,76,72,83,44,16,3,355
SSC21520,7,8,4,3,0,0,22,0,3,0,3,7,0,0,0,19,3,9,17,16,11,3,0,0,63,0,12,22,12,29,13,0,0,93,3,39,42,38,28,11,4,0,165,0,0,0,0,0,0,0,0,4,0,0,3,3,3,3,0,0,22,5,37,45,43,40,15,4,3,188,0,0,0,0,0,0,0,0,4,7,6,14,7,12,9,4,0,54,18,68,105,95,101,41,10,3,442
SSC21521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,14
SSC21522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,8,0,4,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,5,8,0,0,0,22
SSC21523,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,3,8,8,0,0,16,0,0,3,3,0,0,0,0,9,0,3,6,11,10,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,11,6,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,11,3,9,15,17,24,18,0,0,77
SSC21524,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,9,8,8,8,5,5,4,0,0,38,0,4,5,4,3,7,3,0,21,3,11,9,15,14,10,3,0,63,3,0,0,3,3,0,0,0,5,0,0,0,0,0,3,0,0,3,9,9,14,20,11,10,3,0,75,0,0,0,0,0,0,0,0,0,5,3,0,6,7,3,0,0,21,17,20,27,41,34,30,5,0,169
SSC21525,8,4,7,4,0,0,36,0,5,8,5,5,7,5,0,31,22,44,30,22,12,11,5,0,147,10,33,32,24,33,20,8,0,157,86,149,83,75,61,34,21,7,511,9,11,8,10,3,3,0,0,44,3,6,7,10,16,3,0,0,54,98,164,101,95,74,41,23,7,603,3,0,0,0,0,3,4,0,20,57,55,48,56,47,52,54,17,382,193,308,234,205,187,134,99,24,1381
SSC21526,0,3,0,0,0,0,13,0,0,3,11,3,0,0,0,16,8,18,22,22,23,10,0,0,101,0,18,31,28,22,9,0,0,111,15,52,60,51,47,34,3,0,273,3,3,3,3,0,0,0,0,9,0,0,4,3,9,0,0,0,14,21,53,67,61,55,32,5,0,302,3,0,0,3,0,0,3,0,11,26,27,27,44,33,24,20,4,209,50,119,160,173,147,70,29,4,762
SSC21527,0,3,4,3,0,0,9,0,0,3,8,3,0,0,0,10,0,10,14,7,14,6,0,0,54,0,3,12,13,7,6,0,0,36,4,7,24,24,10,6,0,0,84,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,6,4,7,24,29,12,6,0,0,94,0,0,0,0,0,0,0,0,3,9,0,3,10,3,3,0,0,29,18,18,59,64,47,23,5,3,237
SSC21528,0,3,7,0,0,0,16,0,3,0,0,0,3,0,0,11,11,30,27,13,11,5,3,0,98,7,42,25,24,13,3,0,0,107,36,98,60,75,50,23,10,0,349,6,3,3,0,4,3,3,0,23,4,12,4,8,8,7,0,0,42,47,109,74,84,59,27,14,0,413,3,3,0,0,0,7,0,0,14,20,23,26,26,31,39,20,3,181,85,215,148,144,130,82,37,3,837
SSC21529,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,3,0,0,3,0,0,8,0,3,4,0,3,0,0,0,10,3,7,9,12,3,12,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,7,11,12,3,15,0,0,45,0,0,0,0,0,0,0,0,4,3,0,6,0,6,3,3,0,22,9,14,25,14,11,21,4,0,98
SSC21530,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,3,0,11,0,0,3,3,3,8,3,0,14,0,0,10,11,12,3,3,0,40,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,3,3,0,11,11,16,4,3,0,47,0,0,0,0,0,0,0,0,0,4,0,4,3,7,7,6,0,33,6,3,20,18,36,25,11,0,113
SSC21531,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,15,0,3,0,0,0,3,0,0,13,0,0,3,3,5,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,4,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,22,4,3,0,9,23,23,10,0,72
SSC21532,3,9,8,6,3,0,36,0,4,4,3,7,8,3,0,26,3,26,34,19,33,33,8,3,167,0,16,11,12,19,21,8,0,93,6,20,19,28,38,18,3,3,144,0,0,0,0,4,0,0,0,9,0,3,0,0,5,3,3,0,14,6,27,20,30,47,23,10,5,171,0,0,3,0,0,3,0,0,9,9,25,15,13,31,22,24,8,138,22,104,88,83,146,123,61,27,647
SSC21533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SSC21534,4,10,3,0,0,0,34,0,11,3,3,0,3,0,0,25,23,41,35,34,16,6,4,0,149,25,28,38,43,14,10,6,0,163,52,71,72,84,74,32,11,3,402,0,0,3,0,4,3,0,0,15,0,7,4,3,4,3,0,0,22,58,79,80,86,80,38,11,3,436,4,0,0,3,3,0,0,0,13,31,17,10,30,20,23,14,3,147,140,184,171,212,145,76,34,8,965
SSC21535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,13
SSC21536,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,4,6,0,3,0,0,16,0,4,3,4,5,0,0,0,25,6,8,5,14,4,3,0,0,46,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,8,6,7,5,15,12,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,9,17,19,34,24,12,3,3,107
SSC21537,43,35,45,35,9,3,219,0,18,22,37,25,19,0,0,126,38,150,175,110,90,56,20,7,654,19,45,63,63,75,59,34,7,358,38,81,71,94,61,55,35,9,445,0,5,0,3,4,3,0,0,23,4,3,10,12,14,12,6,8,76,40,89,83,110,82,72,42,20,543,0,0,3,0,3,9,5,0,19,14,22,26,25,28,34,27,19,188,119,361,414,381,348,278,135,57,2107
SSC21538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21539,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,16
SSC21540,12,5,0,0,0,0,42,0,5,5,9,0,0,0,0,19,13,62,48,20,9,0,0,0,153,3,42,16,11,4,0,0,0,79,17,74,40,6,4,7,0,0,156,3,0,3,0,4,0,0,0,12,0,3,6,3,0,0,0,0,14,18,79,48,12,12,7,0,0,178,0,0,3,0,0,0,0,0,4,3,11,8,5,3,8,3,0,40,43,212,135,57,22,15,6,0,504
SSC21541,4,0,0,0,0,0,5,0,3,4,4,5,0,0,0,25,3,22,10,8,24,14,8,0,88,12,3,11,16,20,4,7,3,69,21,28,27,39,42,31,3,3,211,7,6,3,0,4,0,0,0,21,3,4,0,0,3,3,3,0,19,28,37,34,42,52,34,8,4,250,0,0,0,3,0,3,0,0,5,23,18,14,20,27,26,17,0,144,66,83,79,94,129,83,40,8,587
SSC21542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,5,9,0,0,13
SSC21543,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,11,0,0,0,26,4,5,4,0,3,0,0,0,17,0,3,7,4,10,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,7,4,11,3,0,0,29,0,0,0,0,0,0,0,0,0,3,0,5,4,3,11,3,0,38,6,11,19,16,37,19,0,0,116
SSC21544,135,45,20,5,0,0,340,6,10,39,28,5,3,0,0,89,92,281,278,163,61,13,10,0,890,50,144,222,113,53,23,3,3,609,94,163,238,198,98,43,10,0,852,8,3,14,16,3,5,0,0,47,7,17,32,21,23,10,3,0,115,113,193,284,236,123,54,15,0,1015,0,12,19,12,5,3,4,0,57,82,91,120,82,58,40,20,8,484,344,865,1098,673,314,135,53,12,3491
SSC21545,169,42,20,11,3,0,375,6,25,36,12,8,0,0,0,83,59,369,389,112,50,17,3,0,1000,39,201,212,89,46,9,8,0,605,45,179,185,126,63,25,3,0,635,3,13,10,6,0,3,0,0,37,7,19,21,16,10,3,0,0,81,56,210,225,150,75,32,3,0,753,4,9,16,3,7,0,0,0,41,44,79,60,42,34,17,0,0,286,208,1020,1109,460,243,80,17,5,3137
SSC21546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14
SSC21547,0,3,3,0,0,0,12,0,0,0,0,3,0,0,0,4,0,8,9,3,8,3,0,0,33,0,0,9,3,8,0,0,0,21,0,0,3,0,9,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,0,0,25,0,0,0,0,0,0,0,0,0,3,3,9,3,3,12,0,0,29,4,11,26,18,35,17,0,0,111
SSC21548,48,63,32,6,0,0,191,4,10,24,37,27,6,0,0,113,87,159,222,199,125,30,6,0,833,48,79,115,196,88,31,7,0,560,87,119,164,282,196,60,23,6,936,8,4,5,5,5,0,0,0,35,14,3,13,31,16,4,0,0,89,111,130,185,316,213,63,22,6,1058,3,0,4,8,8,3,4,0,36,75,27,46,87,74,31,17,4,356,333,445,649,904,563,170,70,9,3148
SSC21549,9,12,9,0,0,0,34,0,0,0,12,3,0,0,0,18,16,21,20,35,24,4,0,0,113,13,5,9,22,18,8,0,0,75,16,7,20,28,39,11,3,0,124,0,0,0,3,0,0,0,0,4,4,0,0,4,4,0,0,0,11,16,9,20,38,41,13,6,0,141,0,0,0,0,4,0,0,0,11,10,0,10,27,9,4,3,0,63,57,37,65,139,112,35,9,0,452
SSC21550,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,8,4,3,3,0,0,27,0,5,8,11,10,4,3,0,42,3,10,10,18,19,7,0,0,66,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,9,3,10,10,22,21,9,0,0,79,0,0,0,0,0,0,0,0,0,0,0,7,6,7,12,6,4,46,8,24,34,54,39,33,12,8,207
SSC21551,8,3,9,4,0,0,30,0,0,4,8,9,0,0,0,15,9,10,21,16,25,17,0,0,93,4,7,12,19,17,6,0,0,68,6,14,37,40,26,11,6,0,146,0,0,0,4,0,0,0,0,5,0,0,0,7,0,0,0,0,6,6,14,33,54,30,13,6,3,160,0,0,0,0,3,0,0,0,3,0,0,6,4,9,16,3,4,49,16,35,84,104,96,52,10,11,414
SSC21552,26,22,22,9,3,0,96,0,3,24,25,16,8,0,0,81,11,48,84,56,65,29,5,0,299,5,10,37,36,44,30,13,0,179,16,26,51,49,51,40,16,3,249,0,3,0,3,3,0,0,0,11,0,0,4,3,11,11,7,0,36,16,29,54,58,62,50,21,4,294,0,0,0,0,4,0,0,0,6,23,13,24,26,43,28,14,0,172,62,115,250,228,253,155,56,8,1123
SSC21553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12
SSC21554,193,124,80,51,7,6,629,6,70,78,64,61,25,3,4,308,123,482,490,329,189,91,41,21,1758,42,121,186,180,138,64,38,17,789,79,178,161,190,149,93,72,27,951,15,6,12,6,9,4,3,0,55,6,13,20,23,23,22,13,3,125,99,200,188,219,171,122,84,35,1126,6,12,6,13,8,4,9,3,59,57,62,78,83,60,72,102,155,670,349,1090,1224,1011,712,432,281,242,5344
SSC21555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,3,3,0,3,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,12,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,5,8,0,0,34
SSC21556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,0,3,4,0,0,0,0,9
