SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC21459,397,390,793,41,39,78,0,0,0,109,117,225,3,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,116,120,232,3,8,9,3,3,9,163,169,331,33,28,58,598,590,1183
SSC21460,3963,4034,7991,965,1059,2026,41,41,85,1391,1544,2935,46,55,103,10,11,23,27,27,50,18,15,26,10,11,18,3,3,7,0,0,0,1538,1698,3244,99,119,218,32,27,57,2640,2903,5538,1323,388,1711,7926,7318,15244
SSC21461,30,33,66,6,9,15,0,0,0,9,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,21,4,0,6,0,0,0,19,21,41,0,6,6,55,56,111
SSC21462,71,57,129,12,5,15,0,0,0,4,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,23,0,0,0,0,0,0,18,26,43,5,3,3,89,83,175
SSC21463,30,28,60,0,0,4,0,0,0,3,4,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,5,3,8,12,3,13,43,46,91
SSC21464,731,736,1466,105,104,207,6,0,3,185,184,367,8,3,8,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,192,390,3,7,12,3,0,7,309,307,613,73,70,142,1113,1115,2232
SSC21465,67,68,129,13,14,24,0,0,0,11,23,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,40,0,0,0,0,0,0,24,33,65,14,13,29,106,116,220
SSC21466,20,17,43,6,3,9,0,0,0,9,6,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,7,27,0,0,0,0,0,0,17,11,32,5,3,9,49,33,78
SSC21467,1037,995,2024,103,103,205,22,18,44,464,355,819,19,11,29,9,10,18,7,12,19,11,5,15,3,7,7,7,3,10,0,0,0,532,427,966,541,383,923,20,14,33,1193,928,2123,236,180,415,2464,2103,4568
SSC21468,19,3,22,0,0,0,0,0,0,15,4,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,21,5,0,5,0,0,0,18,9,29,11,3,22,56,20,73
SSC21469,5,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,19
SSC21470,8,3,13,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,5,15
SSC21471,3,4,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,10
SSC21472,10,5,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,9,6,22
SSC21473,134,119,249,6,7,13,0,0,0,54,49,106,3,0,3,3,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,65,57,120,0,0,0,0,0,0,70,66,132,15,14,27,214,202,419
SSC21474,21,10,35,0,4,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,9,12,0,0,0,25,19,44
SSC21475,40,36,75,4,0,5,0,3,3,10,14,27,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,15,31,0,0,0,0,0,0,17,21,36,5,4,12,62,59,122
SSC21476,18,14,30,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14,0,0,0,0,0,0,8,5,9,5,7,14,30,28,57
SSC21477,216,186,398,22,12,34,3,3,6,20,16,40,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,60,0,0,0,4,0,4,55,41,97,22,20,43,293,247,537
SSC21478,90,66,156,3,4,4,0,0,0,20,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,40,0,6,6,0,0,0,28,30,54,14,11,18,130,101,233
SSC21479,162,182,344,46,47,91,38,32,70,66,59,124,25,26,46,0,0,5,3,3,11,3,7,14,0,3,4,4,0,8,0,0,0,139,137,275,0,3,3,4,0,5,186,182,373,20,21,43,374,384,750
SSC21480,15,10,22,3,3,4,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,5,6,10,3,3,4,20,21,40
SSC21481,1356,1507,2861,452,507,953,16,15,34,355,416,767,26,22,49,5,8,20,12,12,25,7,9,12,7,6,11,0,0,3,0,0,0,427,489,920,39,55,96,5,3,12,919,1056,1981,190,231,420,2468,2793,5268
SSC21482,46,41,82,6,11,15,0,0,0,8,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,21,0,0,0,0,0,0,16,22,38,3,6,6,63,68,135
SSC21483,208,187,394,35,39,69,3,0,5,33,35,76,3,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,39,83,0,3,9,0,0,0,82,87,165,21,18,35,308,286,596
SSC21484,3028,3145,6167,639,700,1338,23,32,53,1486,1734,3219,48,46,92,13,15,27,15,19,31,7,11,20,0,0,3,6,8,15,0,0,0,1601,1860,3458,72,79,149,24,25,55,2332,2672,5004,353,352,699,5707,6167,11875
SSC21485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21486,22,19,40,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,9,7,10,0,0,3,30,28,59
SSC21487,294,290,581,26,26,56,0,0,0,92,106,202,4,3,3,0,0,0,0,0,3,4,3,6,0,0,0,0,0,0,0,0,0,107,112,217,3,3,7,3,0,8,137,144,286,41,36,78,474,473,942
SSC21488,69,69,137,8,9,13,6,3,6,16,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,48,0,0,0,0,0,0,30,28,60,13,10,24,117,113,225
SSC21489,4,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,8,3,11
SSC21490,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC21491,32,27,62,4,4,8,0,0,0,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,0,0,0,0,6,13,22,0,3,7,40,39,83
SSC21492,8,5,16,3,3,7,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,7,3,11,3,0,0,14,13,29
SSC21493,47,42,88,0,3,4,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,4,6,12,5,0,3,53,56,104
SSC21494,27,20,51,0,0,0,7,3,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,0,0,0,0,0,0,7,10,10,5,6,8,38,33,76
SSC21495,4507,4783,9295,400,459,860,34,51,83,1897,2148,4050,53,52,111,14,10,23,24,13,41,3,8,15,8,8,24,0,3,3,0,0,0,2043,2300,4339,128,159,284,26,28,54,2587,2949,5535,379,390,768,7472,8119,15596
SSC21496,25,25,50,4,3,3,0,0,0,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,7,14,18,6,0,6,32,36,70
SSC21497,47,54,95,0,0,0,0,0,0,19,19,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,38,0,0,0,0,0,0,20,18,41,6,5,8,70,78,143
SSC21498,20,25,43,0,0,0,3,7,13,8,8,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,21,32,0,0,0,0,0,0,15,21,32,4,4,14,40,50,89
SSC21499,31,33,65,9,4,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,5,14,0,0,3,36,39,79
SSC21500,137,120,258,23,32,55,0,0,3,32,19,52,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,62,0,3,8,0,0,0,60,62,119,25,16,38,219,201,420
SSC21501,145,122,266,10,14,25,3,0,4,21,29,49,4,0,6,0,0,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,35,29,64,3,7,9,0,0,0,49,52,103,26,15,41,215,190,408
SSC21502,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,3,5,0,0,3,9,4,11
SSC21503,16,13,25,3,3,4,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,8,8,13,0,0,0,19,19,40
SSC21504,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SSC21505,160,161,320,26,24,51,3,0,8,56,56,108,8,6,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,136,3,4,5,0,0,0,90,100,192,24,23,47,276,286,561
SSC21506,11,15,29,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,5,0,9,0,3,4,20,18,34
SSC21507,128,118,242,15,11,24,4,3,5,44,22,65,0,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,37,86,0,3,5,0,0,0,67,47,115,25,22,44,219,179,397
SSC21508,18,18,38,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,4,3,5,3,3,3,23,24,48
SSC21509,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5
SSC21510,19,15,38,0,0,4,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,6,5,18,0,4,6,29,27,58
SSC21511,429,402,838,12,13,24,3,0,8,128,112,239,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,133,119,250,3,7,9,0,3,5,149,142,292,59,62,128,643,609,1253
SSC21512,14,9,21,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,8,3,9,0,3,6,16,21,36
SSC21513,13,13,25,0,0,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,5,4,9,3,4,3,21,19,36
SSC21514,202,187,384,14,20,36,3,3,4,59,66,124,3,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,65,74,136,0,3,0,3,8,5,84,95,179,21,29,48,308,309,611
SSC21515,243,214,459,18,17,32,8,7,15,109,84,195,5,4,8,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,124,100,228,0,3,3,0,4,3,145,120,259,36,34,77,425,373,794
SSC21516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21517,257,237,493,46,43,90,9,7,16,53,52,109,9,6,13,0,0,0,3,0,3,0,4,4,0,0,0,0,0,0,0,0,0,71,70,139,0,0,0,0,0,0,116,117,235,33,26,57,402,370,779
SSC21518,31,31,60,3,8,9,0,0,0,7,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,15,0,0,4,0,0,3,17,15,31,8,7,17,55,50,103
SSC21519,279,266,543,6,4,14,3,0,4,50,60,108,3,0,3,0,0,0,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,56,65,123,7,0,5,4,3,4,74,78,148,18,16,35,371,356,725
SSC21520,260,272,531,16,17,28,13,7,15,122,121,245,0,3,5,9,6,15,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,148,136,284,3,3,4,0,0,0,162,152,317,23,14,35,449,445,891
SSC21521,12,7,28,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,4,0,0,0,16,12,31
SSC21522,24,23,40,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,7,0,0,0,27,26,50
SSC21523,45,53,103,0,0,0,0,0,3,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14,0,0,0,0,0,0,5,5,11,5,9,11,58,67,128
SSC21524,140,123,263,3,7,9,0,0,0,32,31,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,60,0,0,0,0,0,0,41,31,75,7,11,18,179,168,350
SSC21525,815,843,1660,102,117,216,13,20,32,343,362,701,21,21,40,5,5,3,6,3,4,5,8,11,7,5,9,7,7,12,0,0,0,391,421,819,27,49,77,7,11,20,534,598,1128,175,168,348,1532,1609,3138
SSC21526,401,377,780,32,38,69,9,10,17,155,148,304,11,12,16,0,0,3,3,0,5,0,0,0,3,0,4,0,0,0,0,0,0,181,175,354,3,10,13,0,0,4,220,218,444,110,92,201,726,691,1422
SSC21527,166,171,334,3,3,8,0,0,0,39,48,93,5,4,7,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,47,56,105,0,0,0,0,0,0,55,56,109,10,12,25,227,242,468
SSC21528,419,420,842,74,71,147,0,3,3,297,350,646,13,13,29,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,313,372,684,6,9,14,6,4,9,402,453,854,70,77,148,890,954,1842
SSC21529,66,54,115,0,0,0,0,0,0,36,32,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,66,0,0,0,0,0,0,37,32,66,15,6,23,114,89,206
SSC21530,83,81,158,9,10,15,0,3,3,11,17,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,26,42,0,0,0,0,0,0,21,34,54,10,8,20,118,120,239
SSC21531,27,28,54,0,3,3,0,0,0,10,5,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,17,0,0,0,0,0,0,12,13,25,10,7,16,44,51,98
SSC21532,272,299,571,69,51,122,5,4,12,77,81,164,3,3,6,3,4,6,3,0,5,0,3,3,0,0,0,0,0,0,0,0,0,97,99,197,13,24,37,0,3,3,183,178,354,59,70,129,518,545,1064
SSC21533,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10
SSC21534,708,719,1431,99,85,179,7,10,16,184,206,386,7,8,9,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,201,219,419,15,18,27,3,3,6,313,327,635,50,50,105,1070,1100,2171
SSC21535,11,4,15,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,8,3,9,0,0,0,18,9,25
SSC21536,69,67,135,0,3,0,3,3,3,26,31,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,64,0,0,0,0,0,0,36,37,66,8,6,13,114,106,223
SSC21537,1066,1162,2230,66,78,145,10,10,19,469,511,980,13,14,20,0,0,3,3,3,5,5,3,3,0,3,4,0,0,4,0,0,0,498,542,1045,48,66,110,4,8,14,619,698,1315,66,73,134,1750,1931,3683
SSC21538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21539,13,12,20,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,3,4,20,15,32
SSC21540,4,14,22,61,69,126,10,10,27,284,283,569,9,6,16,0,4,3,4,3,12,3,0,4,0,0,0,0,0,3,0,0,0,315,311,632,17,21,32,5,7,12,400,410,807,23,19,42,429,445,878
SSC21541,347,345,691,58,62,116,9,10,22,83,85,167,7,13,19,0,0,3,5,0,4,3,0,5,3,0,3,0,3,4,0,0,0,105,115,217,6,7,17,6,3,7,173,185,358,57,67,122,579,597,1172
SSC21542,17,13,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,15,15,28
SSC21543,65,64,129,8,4,8,6,8,12,11,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,38,0,0,0,0,0,0,18,31,48,19,16,32,102,110,218
SSC21544,2161,2178,4344,155,144,299,27,17,45,904,894,1799,10,9,20,13,4,18,5,3,6,6,4,4,4,3,11,5,0,7,0,0,0,972,940,1910,318,344,663,38,80,117,1485,1508,2994,220,215,429,3862,3902,7763
SSC21545,1472,1489,2964,113,108,220,15,24,36,913,871,1793,18,14,28,6,8,14,6,7,9,0,0,3,0,0,0,3,4,5,0,0,0,968,924,1891,224,287,508,14,9,20,1320,1321,2643,120,140,253,2911,2949,5861
SSC21546,14,8,22,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,0,0,0,13,13,29
SSC21547,47,42,88,6,4,6,0,0,0,20,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,38,0,0,0,0,0,0,33,20,52,17,9,28,92,74,165
SSC21548,2243,2282,4531,57,67,121,8,6,15,598,616,1216,10,4,13,3,6,10,8,9,14,0,0,3,0,0,0,0,0,0,0,0,0,621,642,1262,72,65,135,3,3,7,750,773,1523,158,135,296,3153,3195,6344
SSC21549,320,294,616,0,3,5,3,0,3,92,110,205,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,113,210,16,13,29,3,0,3,120,132,251,30,22,47,475,442,916
SSC21550,164,161,325,16,13,34,3,5,6,32,27,61,0,0,7,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,42,83,9,7,19,0,4,4,71,66,141,13,24,38,250,251,501
SSC21551,300,293,595,6,6,13,5,3,6,80,75,152,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,83,76,158,13,13,18,0,0,0,101,95,199,16,11,29,414,406,819
SSC21552,622,613,1235,40,40,86,4,8,7,200,178,381,3,4,3,3,3,6,4,3,8,4,0,3,3,0,3,0,0,3,0,0,0,220,196,417,8,9,20,10,7,11,277,259,535,83,69,153,985,940,1923
SSC21553,13,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,13,26
SSC21554,2600,2834,5439,162,163,327,27,22,53,946,1054,1999,24,25,45,22,12,34,9,18,27,3,8,8,4,4,10,12,13,28,0,0,0,1050,1160,2206,279,287,562,20,16,35,1511,1627,3136,244,315,558,4353,4784,9132
SSC21555,27,29,59,3,4,10,0,0,0,6,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,16,0,0,3,0,0,0,14,15,30,0,0,0,44,39,83
SSC21556,5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,5,5,0,0,3,8,8,16
SSC21557,34,27,52,0,4,4,0,0,0,9,6,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,20,0,0,0,0,0,0,9,10,25,3,7,12,48,45,85
SSC21558,8,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,0,0,0,8,10,18
SSC21559,642,636,1279,237,309,541,17,16,29,472,511,982,10,10,22,0,0,0,13,12,24,5,4,13,3,0,3,5,7,14,0,0,0,525,554,1082,34,37,71,4,15,18,806,917,1722,81,74,153,1524,1627,3147
SSC21560,6,8,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,3,11,13,19
SSC21561,1448,1479,2929,409,479,884,16,16,33,223,303,524,37,34,67,0,5,8,10,10,16,3,3,3,0,3,3,3,0,3,0,0,0,292,363,654,45,40,80,4,7,9,747,887,1634,188,208,397,2378,2577,4955
SSC21562,28,21,51,3,0,3,0,3,3,8,12,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,18,0,0,0,0,0,0,9,10,23,3,0,0,44,36,76
SSC21563,134,104,237,5,5,17,3,0,3,30,38,66,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,37,39,75,3,3,10,0,0,0,44,49,98,15,14,27,196,167,360
SSC21564,1452,1394,2848,104,88,194,6,14,21,538,586,1127,11,16,29,9,5,16,6,3,10,0,0,0,3,7,10,0,3,3,0,0,0,576,637,1213,5,21,32,0,3,3,685,757,1441,153,125,276,2282,2276,4558
SSC21565,1791,1936,3725,186,194,381,55,60,109,1106,1028,2139,36,44,74,23,26,48,33,26,64,16,19,35,11,8,17,4,10,18,0,0,0,1281,1223,2502,492,494,985,37,23,55,1988,1925,3921,430,361,797,4211,4224,8440
SSC21566,122,117,237,6,0,11,0,0,0,54,64,123,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,59,67,124,0,0,0,0,0,0,68,73,138,13,11,24,199,199,397
SSC21567,14,9,24,3,0,4,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,8,9,15,6,5,6,23,21,45
SSC21568,121,136,255,10,8,16,3,8,4,34,40,73,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,49,89,5,7,10,0,0,0,51,64,116,14,12,23,185,211,397
SSC21569,56,46,100,22,20,46,0,0,0,11,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,31,0,0,0,0,3,3,42,40,80,7,14,18,102,94,200
SSC21570,14,15,29,0,0,0,0,0,0,3,10,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,10,22,0,0,0,0,0,0,10,10,22,0,0,0,22,28,52
SSC21571,12,12,19,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,3,7,4,5,9,22,20,37
SSC21572,64,52,114,4,12,16,3,0,5,26,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,50,0,0,0,0,0,0,33,31,63,13,10,24,109,90,199
SSC21573,431,460,885,53,77,127,8,6,11,146,149,300,3,3,5,0,0,0,3,0,3,0,3,8,4,3,9,0,0,3,0,0,0,170,167,340,7,12,17,11,4,13,243,258,504,41,41,76,711,755,1469
