SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC20342,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,8,0,4,7,10,3,0,0,0,27
SSC20343,4,11,75,71,77,55,16,9,0,323,3,12,47,43,42,42,13,0,3,194,0,9,28,30,35,24,5,0,0,132,0,0,18,12,32,23,0,0,0,93,0,0,12,24,25,25,8,0,0,87,0,0,0,5,9,7,0,0,0,24,38,21,44,31,38,48,40,28,16,300,269,271,548,478,645,583,413,195,62,3458
SSC20344,3,30,169,103,81,53,8,8,4,461,0,8,71,60,51,29,3,0,0,233,0,7,33,20,23,18,3,0,0,116,0,0,17,21,15,13,0,0,0,67,0,0,14,18,13,6,0,0,0,51,0,0,21,10,3,0,3,3,0,38,127,126,326,190,188,135,89,71,21,1284,812,1009,2242,1455,1412,1032,677,424,155,9214
SSC20345,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,0,0,11,14,8,13,10,11,14,6,0,0,74
SSC20346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,3,0,0,22
SSC20347,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,3,3,0,0,12,8,4,0,0,32
SSC20348,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,3,4,5,3,13,7,13,6,0,56
SSC20349,4,49,225,156,120,89,16,10,3,662,0,18,129,132,91,54,16,0,0,443,0,11,84,74,67,40,10,0,0,284,0,3,56,60,59,32,3,0,0,216,0,3,52,65,49,28,4,0,0,199,0,0,8,14,15,6,4,0,0,49,48,41,131,107,46,58,51,30,18,519,619,618,1555,1311,974,813,535,264,86,6774
SSC20350,0,12,71,37,27,15,0,0,0,164,0,3,63,36,12,10,4,0,0,130,0,0,59,21,11,6,0,0,0,99,0,0,20,23,9,3,0,0,3,59,0,4,31,13,9,3,0,0,0,64,0,0,5,7,3,0,0,0,0,11,6,11,44,13,13,12,9,12,5,123,74,129,498,275,204,183,98,96,41,1597
SSC20351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC20352,0,0,4,0,4,3,0,0,0,11,0,0,0,4,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,10,12,3,3,0,43,11,11,11,25,36,61,25,10,4,198
SSC20353,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,5,3,0,0,7,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,15,8,6,19,27,16,18,12,4,123
SSC20354,0,25,101,70,56,59,9,6,0,319,0,0,60,41,48,34,8,0,0,192,0,4,39,44,24,15,4,3,0,126,0,0,30,28,16,13,0,3,0,92,0,0,24,29,21,23,3,0,0,103,0,0,8,9,18,7,3,0,0,46,18,11,22,26,25,31,27,21,9,192,169,223,574,496,442,450,285,167,53,2853
SSC20355,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,9,7,14,13,21,6,0,0,81
SSC20356,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,7,3,0,10,6,10,16,19,5,0,60
SSC20357,0,0,3,3,3,0,0,0,0,9,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,8,0,9,14,17,18,20,4,0,90
SSC20358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4
SSC20359,4,177,1096,396,240,152,57,13,7,2133,3,51,780,387,194,134,31,15,3,1603,0,31,662,403,201,129,33,7,3,1466,0,8,364,342,174,115,15,3,0,1025,0,4,459,544,325,165,24,4,0,1530,0,3,115,347,207,84,20,0,0,790,73,206,521,311,181,130,87,88,36,1629,750,2721,7284,4137,2515,1896,1241,940,378,21866
SSC20360,0,88,593,179,118,73,39,0,0,1094,0,31,469,190,93,47,11,3,0,843,0,17,376,215,111,53,12,0,0,781,0,6,195,170,91,44,10,0,0,518,0,3,254,307,134,63,15,3,0,785,0,0,65,168,92,43,9,0,0,375,24,67,325,159,79,51,43,47,22,811,352,1157,3834,2043,1129,742,511,389,136,10300
SSC20361,3,87,485,222,157,102,41,7,3,1113,0,30,377,188,153,82,29,5,0,857,0,9,253,197,133,59,15,0,0,670,0,0,141,169,105,62,11,4,0,500,0,0,175,275,182,98,14,3,0,744,0,3,46,180,100,63,12,4,5,413,37,78,269,163,108,109,72,64,29,927,525,1292,3575,2285,1638,1240,808,598,293,12250
SSC20362,0,0,13,5,23,13,3,0,0,54,0,0,6,12,0,9,4,0,0,31,0,0,0,4,9,3,0,0,0,17,0,0,0,0,4,0,0,0,0,7,0,0,0,0,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,8,4,3,11,10,21,16,12,7,80,50,31,57,110,126,133,101,47,10,668
SSC20363,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,9,0,0,0,13,11,4,3,8,11,18,14,4,0,84
SSC20364,0,0,0,3,4,3,0,0,0,12,0,0,0,0,4,0,0,0,0,4,0,0,0,3,5,3,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,18,22,6,17,24,46,47,18,20,7,199
SSC20365,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,4,6,11,17,11,16,13,4,81
SSC20366,0,0,3,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,10,3,12,14,27,30,23,8,3,118
SSC20367,0,0,0,4,9,4,0,0,0,23,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,5,0,0,0,12,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,3,3,0,0,26,27,10,10,24,49,35,23,10,0,175
SSC20368,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,3,0,0,23
SSC20369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,4,8,13,8,8,3,42
SSC20370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20371,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,0,9,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,16,9,10,12,23,24,15,5,4,120
SSC20372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC20373,0,0,4,4,4,4,5,3,0,23,0,0,5,0,3,3,0,0,0,15,0,0,0,3,4,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,4,0,0,5,3,0,15,0,0,27,24,10,20,27,44,43,37,16,3,227
SSC20374,0,0,0,5,7,3,0,0,0,16,0,0,0,3,0,6,0,0,0,9,0,0,0,0,0,6,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,3,0,0,27,25,7,13,21,52,55,39,18,3,234
SSC20375,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,6,0,9,10,8,13,13,0,0,67
SSC20376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8
SSC20377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20378,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,7,3,4,3,4,4,7,3,3,0,27
SSC20379,0,4,11,10,23,13,7,3,0,62,0,0,3,7,6,4,0,0,0,26,0,0,3,3,10,3,0,0,0,19,0,0,0,0,0,4,0,0,0,9,0,0,0,3,10,5,3,0,0,20,0,0,0,3,0,0,3,0,0,7,7,4,11,11,11,20,15,3,3,92,35,39,61,81,112,104,103,29,11,568
SSC20380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,15
SSC20381,0,0,3,0,0,3,0,0,0,10,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,7,4,5,10,19,4,13,11,0,77
SSC20382,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,3,3,14,27,11,9,0,67
SSC20383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,4,3,0,36
SSC20384,0,47,177,103,156,102,58,24,6,671,0,16,143,105,115,70,29,13,3,487,0,4,94,116,116,58,34,19,6,455,0,3,52,81,112,51,19,6,0,334,0,5,67,178,144,76,23,14,4,515,3,3,33,93,128,66,23,11,0,363,41,36,87,95,81,69,84,106,40,641,606,627,1218,1335,1604,1219,1129,1108,384,9232
SSC20385,0,0,7,11,14,14,0,3,0,52,0,0,0,4,11,6,0,0,0,26,0,0,7,9,7,5,3,0,0,29,0,0,0,3,10,7,0,0,0,21,0,0,3,11,18,9,3,0,0,46,0,0,0,8,8,3,4,0,0,23,6,3,5,3,6,6,11,0,0,45,37,25,46,80,107,110,75,18,5,509
SSC20386,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,3,10,16,14,0,7,67
SSC20387,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,4,3,4,0,26
SSC20388,0,4,6,9,11,5,0,0,0,36,0,0,0,8,12,0,0,0,0,17,0,0,3,4,8,8,0,0,0,22,0,0,3,6,4,3,0,0,0,11,0,0,0,8,4,0,0,0,0,14,0,0,0,0,5,3,0,0,0,5,5,4,4,6,7,5,3,0,0,35,43,29,45,72,96,74,52,8,5,425
SSC20389,0,0,0,0,4,5,4,0,0,12,0,0,0,0,3,3,0,0,0,9,0,0,0,3,0,4,0,0,0,4,0,0,0,0,3,3,0,0,0,5,0,0,0,3,4,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,3,0,0,5,8,10,5,21,35,28,21,10,3,143
SSC20390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,11,4,3,9,13,13,8,3,0,71
SSC20391,0,0,3,3,3,3,4,0,0,14,0,0,0,0,3,0,0,0,0,6,0,0,3,0,6,0,0,0,0,10,0,0,0,3,7,0,0,0,0,9,0,0,0,6,0,3,0,3,0,8,0,0,0,0,0,3,0,0,0,3,3,0,5,0,3,0,3,0,0,17,19,10,27,42,36,45,26,11,0,215
SSC20392,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,4,3,0,0,0,0,0,11,8,9,18,27,27,30,22,5,0,147
SSC20393,0,0,6,6,9,12,3,0,0,32,0,0,4,3,5,4,3,0,0,16,0,0,0,3,3,3,0,0,0,14,0,0,0,4,5,6,0,0,0,19,0,0,0,4,5,0,0,0,0,11,0,0,0,0,3,3,0,0,0,6,3,0,0,3,7,21,5,0,0,45,26,15,24,39,69,107,61,16,8,369
SSC20394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,7,3,0,4,5,6,7,5,6,0,46
SSC20395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20396,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,6,5,3,12,13,3,0,49
SSC20397,0,131,563,362,387,285,105,21,11,1858,0,50,340,303,273,160,48,6,3,1193,0,25,246,296,244,128,32,9,0,981,0,5,103,176,162,97,19,0,0,567,0,12,120,287,237,126,16,0,0,796,0,4,28,106,110,68,21,3,0,348,175,275,340,182,185,177,227,193,181,1942,2058,3727,4685,3371,3381,2826,2426,1415,581,24477
SSC20398,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,13,8,7,3,0,46
SSC20399,0,0,4,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,13,15,8,7,3,3,0,55
SSC20400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,3,0,3,5,9,8,3,0,0,43
SSC20401,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,7,8,7,4,19,18,14,3,0,73
SSC20402,0,0,0,7,5,0,0,0,0,12,0,0,3,0,0,5,0,0,0,9,0,0,0,6,3,0,0,0,0,14,0,0,0,3,0,3,3,0,0,7,0,0,0,0,3,3,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,3,3,7,0,3,0,0,13,17,11,16,37,49,44,25,8,0,214
SSC20403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,3,4,3,5,9,0,0,23
SSC20404,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,3,0,4,9,12,4,0,0,38
SSC20405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,5
SSC20406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,4,3,3,0,14
SSC20407,0,8,39,64,61,51,20,9,0,236,0,3,23,57,51,35,11,8,0,180,0,0,28,50,36,42,17,4,0,178,0,0,10,35,38,17,3,3,0,115,0,0,15,44,55,37,3,0,0,154,0,0,3,27,30,21,5,0,0,91,24,11,33,43,40,39,38,23,10,251,209,171,286,517,513,531,401,184,51,2866
SSC20408,0,4,6,3,4,3,3,0,0,20,0,0,0,4,8,3,0,0,0,16,0,0,0,6,3,5,0,0,0,12,0,0,3,5,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,0,3,0,0,15,18,9,23,29,52,38,22,6,5,207
SSC20409,0,4,32,38,35,30,6,3,0,156,0,3,28,29,26,23,4,0,3,121,0,0,18,16,40,11,4,0,0,97,0,0,9,15,25,11,0,0,0,58,0,0,5,22,16,20,0,0,0,72,0,0,3,5,4,4,3,0,0,22,33,9,17,20,36,22,31,6,9,186,185,118,236,310,379,286,260,108,60,1931
SSC20410,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,3,0,0,13,8,9,8,13,21,17,10,5,4,91
SSC20411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20412,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,13
SSC20413,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,11
SSC20414,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,3,12,11,9,6,0,0,45
SSC20415,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,3,9,8,6,3,31
SSC20416,0,8,42,17,8,7,3,0,0,84,0,3,45,8,11,3,0,0,0,68,0,0,31,21,4,5,6,0,0,63,0,0,14,10,10,3,0,0,0,41,0,0,25,20,15,0,0,0,0,65,0,0,12,18,11,4,0,0,0,41,0,0,12,11,9,5,3,0,0,42,22,64,264,124,80,47,40,21,7,682
SSC20417,0,10,72,108,81,47,6,7,6,333,0,10,47,79,53,35,3,0,0,234,0,3,37,56,39,26,5,0,0,163,0,0,19,18,25,10,3,0,0,87,0,0,21,27,23,16,0,0,0,80,0,0,4,18,10,3,0,0,3,30,18,14,30,33,27,24,17,14,14,204,313,311,568,691,663,500,313,225,152,3742
