SA3_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
20402,180,564,1325,1578,1943,1539,367,69,10,7573,357,174,192,249,321,484,285,60,14,2140,21,31,44,51,64,104,53,9,6,384,15,28,39,40,38,39,17,11,0,223,576,793,1595,1913,2373,2166,720,144,35,10322,26,75,66,67,68,75,3,0,0,384,50,19,17,16,9,32,10,0,0,147,77,94,83,76,81,109,15,0,0,538,654,886,1686,1992,2453,2269,737,144,35,10859,618,131,193,247,343,837,1950,1218,465,5995,100,70,125,162,190,241,233,170,105,1389,1368,1088,1997,2403,2990,3340,2920,1535,605,18241,80,283,683,744,1146,819,143,26,4,3926,483,320,670,1041,1167,1098,277,38,6,5101,32,42,104,89,95,135,25,10,0,532,30,17,34,28,27,30,16,3,0,186,620,661,1488,1902,2442,2085,461,75,15,9749,21,34,52,33,41,39,0,0,0,225,48,26,42,57,40,51,3,0,0,261,73,59,93,87,82,83,8,0,0,488
20403,409,1172,2489,2607,3059,2232,489,70,20,12535,538,336,406,417,510,699,405,62,13,3388,26,42,83,98,111,175,73,12,0,610,25,43,70,70,64,47,23,11,3,357,997,1587,3046,3187,3744,3160,992,145,33,16885,68,120,118,119,100,97,7,0,0,631,117,28,19,28,27,54,20,0,0,296,190,147,136,141,135,155,21,0,0,922,1184,1733,3186,3328,3876,3307,1015,151,33,17810,992,213,341,410,522,1209,2494,1445,484,8102,121,162,264,272,323,359,241,163,77,1982,2294,2111,3794,4008,4719,4871,3752,1761,587,27900,159,565,1286,1352,1833,1251,171,20,3,6627,810,536,1233,1576,1728,1434,377,42,5,7740,50,45,229,121,113,186,45,6,3,797,33,29,48,58,55,35,26,5,3,292,1053,1183,2796,3103,3728,2898,615,72,16,15454,36,68,75,74,74,50,0,0,0,388,113,62,64,78,66,56,12,0,0,452,152,130,143,151,143,110,11,0,0,834
20501,244,681,1761,1757,2024,1551,338,57,15,8426,365,209,247,234,329,447,308,69,15,2211,15,23,58,45,77,109,34,7,0,369,22,27,40,38,48,43,18,3,3,248,639,935,2116,2081,2472,2147,703,136,33,11257,43,85,64,61,84,84,9,0,0,424,74,23,15,19,19,32,7,0,0,195,116,105,86,77,99,114,20,0,0,617,762,1041,2201,2159,2573,2258,717,136,33,11872,722,164,190,247,313,743,1879,1167,306,5724,76,78,150,159,219,219,206,132,70,1309,1554,1283,2537,2565,3108,3226,2801,1430,405,18904,68,389,850,775,1043,705,123,11,0,3967,498,416,836,1070,1251,1025,230,37,0,5364,18,32,155,86,101,116,33,4,0,547,19,10,34,25,48,29,14,3,0,188,606,848,1870,1963,2437,1880,399,64,3,10068,32,49,41,46,50,45,0,0,0,269,96,53,49,47,49,54,6,0,0,351,132,100,91,93,93,99,6,0,0,624
20502,133,433,1063,1153,1416,1263,314,58,5,5839,287,158,265,245,353,526,312,65,8,2214,15,24,48,56,84,129,62,10,0,432,19,20,25,45,41,35,20,9,3,218,455,625,1396,1499,1906,1947,707,139,16,8707,45,80,79,82,97,109,7,0,0,488,37,23,23,18,17,38,8,0,0,161,82,99,102,91,112,147,14,0,0,648,539,728,1498,1593,2019,2098,719,139,16,9355,588,108,187,280,457,1109,2824,1547,445,7543,78,93,156,167,242,268,371,184,101,1667,1203,929,1842,2037,2726,3470,3917,1879,560,18560,70,250,498,538,902,694,107,13,3,3085,363,243,630,890,1099,1010,297,35,3,4568,32,34,110,72,97,121,38,9,0,507,16,13,18,29,35,47,19,10,0,186,476,542,1252,1537,2140,1861,460,64,12,8345,22,32,26,40,64,57,0,0,0,249,42,29,40,46,49,59,4,0,0,260,63,67,60,78,109,117,6,0,0,505
20503,195,554,1572,1911,2290,1721,467,66,13,8786,415,198,341,375,557,821,449,85,13,3269,32,27,72,72,123,157,65,17,3,575,28,25,59,51,43,56,39,11,4,309,669,806,2045,2404,3017,2751,1020,186,37,12938,46,93,95,103,109,143,8,0,0,592,48,24,23,20,36,60,14,0,0,227,91,120,117,125,141,199,24,0,3,816,768,923,2159,2527,3163,2955,1044,191,39,13760,855,147,261,291,552,1366,3161,1769,628,9032,88,75,192,179,321,330,375,257,83,1900,1702,1142,2608,3004,4039,4650,4577,2221,752,24686,63,279,732,854,1197,899,144,25,3,4206,528,380,899,1288,1579,1522,430,56,11,6697,38,35,166,97,134,169,63,10,0,713,36,24,30,40,44,43,21,13,6,251,663,716,1834,2282,2951,2633,660,103,17,11868,34,32,54,52,70,48,0,0,0,292,59,26,60,71,57,78,10,0,0,371,87,63,115,120,128,129,11,0,0,662
20504,241,993,2582,2449,2732,2057,310,25,5,11397,567,375,441,379,400,487,280,47,7,2989,26,29,76,81,115,193,39,3,0,570,26,44,67,57,58,37,22,8,0,334,856,1452,3164,2971,3311,2776,656,84,15,15290,132,258,332,238,226,250,11,0,0,1452,134,65,53,34,35,64,14,0,0,398,268,321,386,278,266,311,24,4,0,1847,1124,1772,3554,3246,3571,3094,677,86,15,17139,1001,376,434,491,761,1445,2724,1592,547,9369,152,206,345,283,373,408,336,201,92,2403,2279,2344,4332,4027,4709,4944,3729,1883,655,28906,92,627,1307,1067,1338,849,116,10,4,5410,759,720,1318,1566,1698,1334,291,31,0,7721,30,65,219,106,133,149,35,4,0,736,25,47,31,28,33,64,15,4,3,257,907,1459,2882,2772,3197,2394,458,52,6,14126,69,128,130,137,117,68,0,0,0,654,127,89,138,131,83,69,10,0,0,651,193,211,272,274,205,138,13,3,0,1302
20505,162,586,1422,1472,1597,1366,319,51,12,6981,277,165,211,191,251,405,216,57,9,1788,15,19,63,68,94,108,41,0,3,402,17,25,33,37,40,35,18,5,3,219,475,794,1730,1767,1981,1911,600,109,26,9393,42,81,112,88,103,102,3,0,0,537,51,25,18,15,17,31,10,0,0,162,90,107,126,99,122,133,15,0,0,704,566,903,1859,1872,2105,2046,616,109,22,10095,630,215,468,485,465,898,1781,966,328,6245,94,85,161,188,206,250,196,146,42,1370,1290,1201,2492,2544,2769,3195,2589,1228,395,17710,74,302,649,674,895,683,123,11,3,3417,418,294,727,864,994,916,214,25,3,4455,13,22,126,72,87,106,30,0,0,458,20,17,19,24,46,35,4,10,6,176,525,628,1521,1631,2024,1735,375,48,15,8504,17,31,33,40,50,21,4,0,0,201,70,22,62,39,41,45,4,0,0,289,94,54,97,80,91,70,11,0,0,491
20601,65,918,6078,4749,3247,1551,283,19,8,16921,378,1244,1941,879,604,501,193,32,3,5778,14,41,157,112,97,52,19,8,0,503,18,52,155,97,57,26,19,7,0,427,472,2250,8336,5836,4003,2132,517,61,8,23620,36,137,329,222,157,98,5,0,0,992,131,225,192,56,36,51,10,0,0,703,161,364,523,281,195,150,20,0,0,1698,638,2610,8862,6119,4203,2280,537,61,8,25318,954,771,860,538,578,967,1537,1391,613,8206,84,213,662,431,278,211,140,111,44,2170,1668,3599,10382,7083,5058,3459,2215,1561,667,35696,46,966,5377,2812,2102,1075,131,3,3,12512,529,1726,2491,2327,1546,1010,249,22,0,9897,13,71,346,286,81,76,13,3,0,893,5,47,113,54,64,31,12,0,0,322,598,2811,8327,5477,3798,2185,400,24,8,23625,33,97,211,146,77,64,0,0,0,629,158,204,184,122,98,55,10,4,0,834,193,305,393,264,179,118,12,3,0,1466
20602,33,461,2987,2840,2231,1077,162,20,4,9812,270,558,864,557,462,379,129,17,3,3240,11,26,69,63,66,41,8,0,0,281,6,29,84,47,35,30,5,3,0,238,317,1078,4003,3503,2796,1522,310,44,8,13566,18,73,122,107,83,48,3,0,0,452,93,73,72,28,32,26,17,0,0,337,112,143,194,139,112,71,14,0,0,791,428,1220,4196,3637,2911,1590,326,45,8,14352,634,274,316,253,368,556,956,907,354,4607,43,100,346,295,191,140,90,96,32,1338,1101,1591,4859,4186,3467,2282,1371,1042,393,20301,18,446,2920,1855,1527,765,86,8,0,7630,344,829,1391,1587,1370,684,141,18,0,6363,10,36,182,184,74,60,16,4,0,559,4,27,49,35,32,14,3,3,0,184,385,1344,4549,3658,3007,1525,245,25,5,14736,9,46,107,76,43,31,0,3,0,310,101,66,73,65,63,38,9,0,0,417,116,114,182,137,106,69,9,3,0,733
20603,66,726,3684,3312,3015,1779,281,20,0,12884,456,876,831,464,386,485,249,46,3,3794,21,47,78,73,57,53,31,4,0,362,8,31,89,51,52,35,11,3,0,291,557,1681,4679,3898,3516,2354,573,76,9,17340,21,83,238,142,125,82,5,0,0,698,130,142,91,26,25,35,15,0,0,466,152,227,326,166,153,114,22,0,0,1168,703,1913,5006,4070,3671,2468,594,76,10,18501,960,491,486,312,420,776,1336,881,476,6145,83,147,488,328,287,217,140,89,46,1827,1748,2545,5979,4707,4376,3463,2079,1048,525,26479,43,689,3245,1899,1838,1039,117,10,0,8876,665,1050,1268,1529,1523,1027,254,9,9,7332,23,53,254,196,74,75,20,0,0,689,19,37,74,54,48,26,9,0,0,262,744,1824,4840,3672,3484,2171,396,23,12,17167,17,73,168,73,90,38,5,0,0,457,133,108,141,70,81,46,5,0,0,582,153,177,310,144,166,85,8,0,0,1042
20604,77,1601,11556,5269,2860,1739,488,65,15,23658,496,2397,3384,879,470,486,389,93,16,8603,35,141,291,145,88,66,32,10,0,800,49,132,221,85,51,31,6,3,0,590,653,4279,15454,6369,3467,2322,916,162,34,33655,23,294,668,274,161,92,18,0,0,1527,429,1070,487,87,45,48,12,0,0,2182,451,1360,1154,362,200,143,35,0,0,3711,1106,5641,16611,6731,3666,2462,953,168,36,37371,3006,6563,3160,730,548,856,1324,761,315,17256,427,1331,2469,1087,620,512,391,170,114,7116,4534,13533,22238,8555,4840,3829,2657,1091,459,61748,71,1786,9529,3338,2082,1132,236,18,10,18195,797,3052,4221,1423,915,758,343,38,7,11551,56,189,450,253,104,82,27,4,0,1173,91,143,201,50,33,43,9,8,0,576,1018,5163,14406,5064,3133,2017,617,66,22,31498,25,297,665,160,119,53,3,0,0,1324,675,1423,595,142,69,47,19,0,0,2965,701,1716,1258,298,188,102,20,0,0,4292
20605,49,999,8354,6273,4076,2230,588,50,15,22623,272,824,1374,778,712,770,514,83,5,5335,15,35,175,136,95,86,34,8,3,591,15,30,176,89,45,30,11,4,3,405,344,1894,10076,7276,4925,3117,1155,140,30,28956,14,95,301,230,258,159,22,3,0,1076,105,119,107,64,52,70,23,0,0,534,122,208,409,292,311,221,40,3,0,1607,467,2103,10489,7562,5233,3341,1192,144,30,30560,845,552,680,529,766,1192,1906,1179,473,8112,106,315,1406,899,719,564,376,182,65,4632,1415,2968,12568,8993,6715,5097,3472,1505,565,43304,59,1205,7745,4356,3043,1539,241,9,7,18203,407,1125,2227,1989,1661,1208,465,47,6,9130,12,49,398,348,133,103,32,0,0,1084,8,43,125,66,48,27,9,3,0,333,484,2413,10503,6760,4884,2880,760,63,11,28756,10,93,256,181,136,72,7,0,0,760,95,135,172,126,95,60,28,3,0,711,107,234,432,307,227,131,34,4,0,1471
20606,38,785,6053,3121,2132,1258,502,79,11,13975,192,715,990,374,322,370,451,122,29,3568,5,31,118,64,50,43,32,5,0,355,4,26,96,47,28,18,20,6,3,240,243,1559,7251,3607,2528,1688,1001,215,44,18141,6,52,187,121,102,70,10,3,0,551,57,137,62,24,25,22,23,4,0,347,68,193,242,148,126,96,34,3,0,903,309,1749,7499,3749,2656,1785,1029,222,44,19042,612,553,435,248,315,561,1008,968,425,5135,89,230,885,422,286,228,199,149,56,2533,1011,2534,8814,4423,3256,2574,2242,1337,529,26714,50,1052,5766,2126,1353,851,206,14,8,11419,280,1005,1480,889,765,749,420,62,11,5666,12,58,251,117,41,54,28,4,3,568,12,40,74,30,36,17,18,7,3,227,357,2154,7582,3157,2189,1667,664,86,23,17872,13,54,175,94,63,27,0,0,0,436,80,156,107,55,55,37,8,3,0,505,93,208,286,154,122,73,9,4,0,941
20607,35,964,8639,4825,3041,1631,403,29,6,19568,302,946,1584,710,558,529,384,43,7,5059,11,57,205,131,86,50,17,3,0,555,14,40,135,80,49,30,16,3,6,372,357,2006,10563,5737,3731,2233,821,72,18,25550,24,106,318,223,164,111,13,3,0,961,79,151,128,41,46,51,18,0,0,512,107,257,449,268,208,160,26,4,0,1481,463,2262,11011,6005,3939,2399,854,77,18,27029,750,570,689,543,672,947,1436,980,364,6949,124,312,1175,645,479,362,247,130,62,3531,1333,3143,12874,7197,5093,3710,2537,1182,445,37511,43,1160,8212,3187,2041,1194,205,12,3,16061,425,1413,2368,1576,1208,965,394,28,3,8377,15,60,381,286,83,70,25,5,0,925,17,51,112,55,40,27,12,0,0,315,498,2684,11073,5111,3366,2257,636,47,6,25676,19,87,205,127,126,52,4,0,0,618,108,179,172,119,85,55,16,0,0,744,128,268,378,245,214,107,16,5,0,1365
20701,107,1536,7012,7173,8257,5039,1171,123,13,30428,1308,2546,1633,789,995,1282,1224,240,36,10059,64,126,163,122,152,165,76,15,3,876,20,85,148,101,113,62,33,13,3,593,1497,4300,8956,8188,9520,6542,2503,394,56,41955,24,152,332,225,315,227,26,4,0,1312,407,404,178,67,56,101,43,6,0,1266,432,559,506,293,370,327,75,8,0,2575,1931,4857,9461,8480,9892,6870,2577,401,60,44526,3842,1653,1014,603,822,1740,3584,2858,1449,17555,200,306,643,479,564,418,321,251,118,3299,5968,6813,11111,9568,11276,9034,6483,3508,1627,65383,58,1439,5762,3973,4736,2855,490,26,5,19343,1753,2694,2365,3596,4343,2872,1160,125,14,18926,63,120,431,357,192,196,80,14,5,1451,47,81,125,88,123,64,33,20,8,589,1915,4332,8687,8009,9387,5990,1774,184,29,40305,19,117,255,162,168,78,8,3,0,807,366,334,194,207,213,112,20,3,3,1457,382,454,455,368,383,193,31,6,3,2263
20702,73,775,3367,3805,3932,2630,617,71,3,15273,587,912,722,512,704,785,576,140,12,4956,13,40,69,59,64,66,38,16,0,364,15,51,102,87,69,59,24,8,0,417,691,1775,4264,4463,4772,3540,1253,234,21,21009,26,102,227,179,194,154,15,4,0,911,226,152,59,29,46,56,20,0,0,593,257,255,286,208,240,210,38,5,0,1503,950,2032,4554,4670,5007,3754,1297,238,21,22517,1836,767,580,434,590,1135,2888,2996,1038,12259,74,89,225,174,209,192,178,228,123,1487,2858,2884,5350,5279,5812,5076,4364,3463,1178,36258,31,605,2378,1884,2253,1337,220,11,0,8728,801,1038,1172,1824,2244,1557,574,75,3,9292,19,53,214,139,89,94,45,3,0,661,26,29,79,62,63,47,21,4,6,331,867,1723,3852,3917,4644,3034,863,101,12,19009,16,87,142,99,94,48,0,0,0,479,207,140,120,158,151,82,7,0,0,863,222,222,261,253,247,131,13,0,0,1344
20703,113,859,4048,4400,4414,2524,400,36,4,16795,768,1459,1314,654,644,768,478,90,15,6186,39,42,96,73,74,96,34,4,0,464,21,52,100,76,67,40,13,4,3,378,937,2415,5555,5205,5203,3427,924,132,18,23815,20,142,297,165,186,147,13,0,0,980,298,397,194,50,44,60,15,0,0,1056,318,542,493,216,232,205,33,0,0,2039,1257,2960,6053,5418,5431,3634,951,132,18,25852,2020,1910,1116,496,599,1227,2371,2234,1068,13044,116,196,301,231,260,214,176,183,117,1798,3399,5063,7470,6146,6289,5078,3499,2543,1211,40697,55,718,2945,2136,2533,1475,177,11,0,10044,1037,1567,1734,2373,2438,1584,493,59,3,11300,39,84,259,200,123,112,32,3,3,856,23,38,71,49,72,32,17,5,3,301,1150,2412,5005,4762,5160,3201,717,72,14,22502,28,80,221,110,105,53,0,0,0,593,295,306,223,145,115,87,12,5,0,1188,315,386,448,255,222,138,12,5,0,1785
20801,83,697,2528,4421,5706,3377,790,80,6,17691,775,999,450,395,586,899,868,158,23,5171,39,45,61,94,85,114,57,8,0,492,21,39,62,71,79,49,23,6,0,355,909,1783,3104,4983,6458,4437,1738,259,35,23704,17,76,102,96,163,140,12,7,0,606,200,122,33,15,29,53,30,3,0,483,219,189,131,108,192,190,44,11,0,1093,1126,1970,3233,5098,6648,4629,1787,268,35,24797,1983,441,276,285,450,1105,2532,1943,1093,10105,106,129,230,312,399,318,253,172,109,2025,3212,2538,3745,5693,7489,6058,4573,2377,1228,36928,45,549,2064,2195,3039,1692,266,9,0,9871,985,1120,917,2341,2969,2074,788,70,8,11274,42,37,197,230,133,139,51,5,3,842,18,31,33,53,83,47,26,3,6,297,1093,1738,3213,4816,6227,3953,1135,93,17,22283,10,56,80,87,104,53,6,0,0,391,206,93,58,149,131,68,23,3,0,733,214,142,130,234,238,120,35,3,0,1121
20802,110,1101,7194,7888,6790,4053,871,70,11,28090,968,1707,1632,917,972,1169,834,152,22,8371,31,54,143,125,117,136,56,10,3,666,13,60,174,130,114,77,26,9,7,616,1114,2926,9140,9058,7987,5440,1790,238,44,37746,32,182,365,257,290,188,20,3,0,1342,297,349,172,49,52,74,38,3,0,1039,330,527,536,308,338,266,61,6,0,2383,1452,3455,9680,9369,8332,5704,1851,242,49,40126,2591,1470,1027,568,746,1604,3037,2377,1428,14860,145,250,637,507,450,346,260,195,127,2918,4192,5184,11340,10438,9529,7656,5155,2813,1603,57903,46,998,5400,3940,4075,2319,319,27,5,17118,1193,1875,2772,3741,3720,2419,880,83,8,16684,54,84,497,358,164,168,53,8,4,1390,26,62,136,90,85,57,25,8,7,495,1323,3017,8797,8128,8051,4956,1273,119,25,35688,26,106,318,162,153,87,8,0,3,856,254,284,273,196,186,104,17,0,0,1320,288,390,586,357,339,188,21,0,3,2176
20803,239,1194,4885,6549,5919,3496,601,41,7,22917,849,1008,703,685,816,849,525,103,17,5564,41,47,146,146,138,133,48,13,3,705,26,60,118,115,100,65,26,9,8,519,1155,2301,5847,7496,6975,4544,1200,162,33,29716,55,154,198,209,248,154,25,0,0,1050,240,136,63,38,48,76,24,6,0,628,299,293,255,242,295,237,49,6,0,1675,1449,2596,6108,7743,7275,4777,1248,163,32,31389,1598,541,449,493,648,1400,2998,2335,997,11463,105,174,389,438,386,331,290,257,200,2571,3155,3315,6947,8668,8304,6507,4541,2758,1235,45419,79,930,3628,3193,3577,1957,249,11,5,13635,1223,1230,1690,3418,3053,2048,605,35,6,13309,49,62,373,340,161,133,43,9,0,1172,33,38,70,91,82,56,23,0,9,403,1387,2260,5767,7049,6868,4196,925,56,16,28524,35,53,146,124,110,71,3,0,0,545,252,95,84,178,136,87,15,0,0,858,293,156,233,305,248,159,16,3,0,1399
20804,18,361,1997,2030,1981,1128,278,35,4,7830,273,585,441,180,195,316,305,65,9,2365,7,27,34,28,33,20,18,3,0,170,7,32,56,27,28,18,6,4,0,174,310,1004,2521,2264,2233,1481,612,109,11,10542,11,30,110,65,69,53,8,0,0,330,75,119,56,12,20,14,14,3,0,294,81,145,159,69,88,70,21,3,0,627,393,1148,2684,2337,2317,1546,626,111,11,11170,806,490,277,110,194,393,831,724,364,4190,37,68,167,128,131,100,84,73,34,835,1237,1703,3125,2580,2649,2047,1543,903,411,16193,7,344,1602,1043,1108,690,133,3,4,4929,340,672,660,917,1010,654,286,28,5,4577,13,28,96,92,44,47,12,0,0,337,11,23,34,15,24,14,9,4,0,133,367,1068,2395,2069,2186,1401,442,37,9,9979,4,42,87,40,34,24,3,0,0,234,87,116,76,54,43,26,3,4,0,403,93,161,163,92,75,43,11,4,0,642
20901,225,1250,5195,6223,5473,3656,709,41,10,22786,850,1204,1062,810,791,968,639,117,9,6450,39,62,129,126,108,151,51,4,0,669,26,60,111,115,87,62,35,8,0,506,1145,2568,6499,7272,6467,4838,1427,171,21,30404,56,159,265,191,195,160,23,0,3,1051,280,173,108,46,47,64,34,5,0,750,337,332,377,237,238,221,54,3,3,1797,1481,2901,6875,7509,6705,5059,1482,174,19,32204,1919,756,717,601,722,1488,3716,2458,1021,13408,115,164,384,385,357,296,264,205,145,2316,3518,3825,7975,8488,7782,6847,5455,2839,1188,47926,63,916,3650,2727,3081,2028,289,13,0,12770,1160,1440,1938,3434,3019,2352,652,61,7,14064,43,76,452,334,142,184,52,8,0,1290,24,30,87,83,84,49,20,14,3,389,1287,2461,6121,6578,6329,4614,1012,93,12,28505,39,92,173,134,134,55,7,0,0,641,272,165,142,176,137,84,11,0,0,995,313,260,320,310,273,143,17,0,0,1635
20902,107,799,4775,4329,3295,1812,274,12,3,15407,518,1124,1556,877,721,559,213,30,3,5603,24,48,119,108,85,63,15,3,0,475,33,90,158,99,90,59,18,3,4,554,686,2057,6609,5406,4197,2498,524,55,10,22039,62,160,377,255,211,143,5,0,0,1200,194,277,210,85,53,50,9,3,0,880,257,435,588,333,264,191,16,3,0,2086,937,2492,7197,5746,4456,2692,534,60,10,24130,1325,1078,1226,749,870,1306,2146,2050,836,11591,156,266,706,481,399,294,237,226,148,2915,2420,3844,9126,6972,5727,4294,2922,2336,996,38634,37,705,3326,2319,2093,989,96,3,3,9580,695,1378,2004,2193,1743,1002,194,8,5,9218,37,77,273,213,101,70,23,4,0,796,41,68,86,71,63,35,6,9,3,376,805,2224,5684,4797,3998,2097,326,29,9,19968,26,106,282,162,138,70,7,0,0,790,220,259,225,162,115,61,4,0,0,1041,244,366,503,321,258,125,10,0,0,1827
20903,251,890,2044,3163,3972,2719,454,31,4,13525,703,632,338,332,434,671,438,58,3,3604,20,36,53,61,101,102,32,3,0,413,26,30,64,38,53,54,16,6,0,288,1007,1583,2500,3594,4552,3546,942,97,9,17831,41,92,100,74,75,88,5,0,0,476,193,60,31,11,9,41,15,0,0,366,230,153,134,92,83,126,24,0,0,840,1232,1741,2629,3681,4638,3674,965,97,9,18674,1246,311,248,193,301,795,1766,816,219,5893,81,81,118,183,240,191,141,61,31,1129,2565,2129,3006,4055,5173,4661,2869,983,258,25700,66,603,1261,1301,1930,1227,160,5,7,6558,966,923,811,2007,2312,1642,411,25,0,9104,30,41,175,184,128,140,29,0,0,719,12,23,40,37,43,41,13,3,0,209,1083,1586,2291,3524,4419,3049,606,39,10,16592,22,44,50,35,50,26,0,0,0,235,168,68,29,68,77,58,10,0,0,475,193,115,83,106,128,79,10,0,0,713
