SA3_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
20402,5276,4353,1731,149,11512,4273,406,16192,186,42,68,9,302,759,38,1104,5,3,4,6,13,30,0,52,189,47,73,13,320,791,41,1152,56,15,43,3,114,369,19,501,5,0,7,0,16,18,0,38,3,3,3,0,9,34,0,40,0,0,0,0,0,0,0,0,66,17,49,3,137,419,21,578,4,4,3,0,6,27,0,34,15,3,0,0,15,21,0,40,0,3,0,0,3,4,0,8,5,6,3,0,18,10,0,31,24,19,4,0,50,65,0,112,27,11,10,0,49,20,3,77,5592,4447,1865,163,12066,5575,470,18116
20403,7408,6982,2560,169,17125,5444,589,23166,265,101,175,15,555,992,74,1614,28,17,28,0,73,48,10,130,289,118,203,17,627,1034,84,1747,89,29,50,3,174,363,41,569,0,0,4,0,9,4,0,15,6,4,0,0,17,7,0,28,0,0,0,0,0,0,0,0,91,34,58,3,192,376,45,613,21,3,3,0,27,26,0,48,6,3,6,0,9,26,0,35,0,0,0,0,0,3,0,4,15,19,3,0,28,33,0,67,34,20,6,0,68,88,3,160,68,47,22,3,133,62,3,197,7894,7206,2854,197,18149,7003,723,25872
20501,5107,5187,1760,122,12179,3453,352,15981,109,31,64,5,206,384,16,608,9,3,5,0,13,28,0,47,111,37,69,5,218,415,21,655,212,19,50,6,286,467,21,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,19,50,6,286,467,21,775,8,6,0,3,18,36,0,58,16,3,3,0,26,55,0,81,0,0,0,0,0,0,0,3,4,3,0,0,5,3,0,15,29,9,7,4,52,97,3,155,24,21,5,0,41,32,0,79,5484,5271,1885,138,12781,4467,395,17641
20502,5809,3749,1584,123,11259,4504,381,16152,89,35,26,6,156,406,22,579,10,9,8,0,27,33,6,62,95,42,38,9,177,441,27,649,53,7,35,0,102,196,6,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,53,7,35,0,102,199,6,305,16,6,4,0,22,80,4,105,38,3,8,0,51,76,5,132,5,8,0,0,11,7,0,18,11,10,0,0,21,23,0,44,73,22,10,0,109,183,8,303,47,30,22,0,94,108,8,213,6079,3854,1688,134,11745,5437,429,17614
20503,7376,5583,2237,152,15345,6358,536,22236,153,26,48,6,227,576,13,811,40,19,18,0,80,59,9,151,192,46,63,6,303,635,22,965,80,16,24,3,123,288,12,424,0,0,0,0,4,13,0,13,4,0,0,0,3,5,0,9,0,0,0,0,0,3,0,7,84,18,20,6,129,309,12,451,18,0,3,0,20,79,0,107,25,0,5,0,30,59,0,91,4,0,0,0,3,3,0,3,11,12,5,0,33,26,0,60,55,24,14,0,91,174,0,265,37,26,11,0,69,45,6,120,7743,5692,2345,162,15942,7513,578,24037
20504,7029,7045,3375,216,17666,6422,695,24773,247,52,129,7,436,1120,45,1604,13,14,22,0,52,54,0,106,260,71,148,12,486,1178,52,1710,168,60,125,15,367,1043,44,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,60,125,15,367,1044,44,1458,0,0,0,0,5,23,0,25,19,0,0,0,21,37,3,60,0,0,0,0,0,5,0,5,7,3,3,0,13,4,0,14,26,3,5,0,33,68,3,112,26,14,5,0,41,63,3,103,7507,7185,3658,240,18585,8774,798,28158
20505,4715,4201,1464,125,10503,3996,374,14866,56,21,30,8,110,338,20,466,8,3,7,0,24,59,0,81,70,24,37,8,135,390,17,541,54,20,22,6,106,243,19,364,8,5,0,0,15,10,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,28,21,6,118,253,26,399,17,7,3,0,27,33,0,61,11,3,0,0,12,25,0,42,0,0,0,0,4,7,0,6,13,7,7,0,22,14,5,42,36,14,10,0,63,79,6,150,20,20,6,0,42,32,0,77,4904,4285,1545,136,10857,4752,419,16030
20601,3800,6174,1587,289,11843,3114,1536,16496,1054,720,303,88,2161,1330,582,4074,1283,920,287,116,2605,1014,875,4493,2338,1633,595,197,4765,2350,1461,8572,847,290,188,80,1404,1758,457,3618,369,70,43,20,503,557,204,1268,1190,241,101,64,1597,1625,536,3758,0,0,0,0,3,3,3,11,2408,604,336,165,3509,3946,1201,8652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,22,10,3,80,59,49,186,51,22,10,6,85,55,49,191,39,26,13,3,77,52,19,153,8630,8464,2530,663,20285,9513,4258,34058
20602,2210,4219,963,159,7554,1834,813,10199,665,625,209,40,1539,795,328,2659,683,506,197,54,1440,777,307,2528,1353,1129,404,96,2981,1575,631,5187,780,221,142,46,1188,1815,351,3346,174,49,33,9,261,281,79,617,218,31,20,12,280,366,81,726,0,0,0,0,0,3,0,3,1168,302,198,64,1733,2461,506,4693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,29,14,3,3,51,36,29,115,29,14,10,3,53,38,25,121,24,17,9,0,48,25,8,84,4785,5678,1582,322,12360,5936,1983,20277
20603,2526,5367,944,166,9002,1910,485,11394,598,522,162,48,1328,738,209,2275,756,765,251,54,1821,722,217,2752,1352,1285,413,100,3148,1454,423,5032,766,399,252,78,1491,1586,244,3325,604,245,255,70,1168,1525,257,2953,586,314,344,93,1340,1035,293,2672,0,0,4,0,0,0,0,0,1954,956,859,239,4010,4147,796,8951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,5,0,53,29,18,103,34,14,5,0,52,29,18,103,25,21,7,3,55,48,7,103,5893,7647,2224,507,16273,7588,1726,25578
20604,454,521,107,33,1110,358,189,1657,658,433,143,41,1275,690,410,2377,1298,1152,347,127,2920,955,998,4875,1954,1580,490,172,4195,1648,1407,7253,478,155,59,41,729,633,330,1689,1300,395,201,100,1997,1995,805,4800,10107,2880,1546,1680,16217,15752,9079,41048,3,3,4,0,11,7,4,24,11884,3437,1808,1819,18951,18385,10217,47554,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,0,51,0,52,23,10,6,0,38,33,25,99,28,10,3,0,42,88,28,161,75,38,15,14,144,165,84,392,14392,5587,2421,2037,24441,20644,11927,57012
20605,1014,1644,320,44,3028,730,214,3975,1573,1730,425,81,3809,1633,348,5788,1432,1641,454,58,3586,1106,277,4974,3006,3365,881,136,7392,2741,625,10764,1653,590,350,104,2699,3088,808,6591,2664,727,496,173,4067,5473,1263,10800,3986,966,555,208,5717,5443,1105,12262,15,8,8,0,29,23,4,49,8326,2290,1406,478,12504,14022,3176,29702,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,144,40,24,8,210,222,55,482,144,40,19,8,210,221,54,484,53,21,5,0,80,89,19,188,12542,7361,2638,675,23214,17806,4091,45114
20606,1223,1745,362,61,3387,855,216,4454,908,611,176,51,1749,854,421,3022,873,682,226,32,1816,711,250,2780,1776,1298,401,84,3562,1571,668,5800,957,292,171,53,1482,1381,401,3270,1866,376,218,144,2606,3242,982,6829,2202,386,342,170,3100,3775,912,7790,3,0,0,0,3,5,0,9,5026,1055,734,369,7190,8406,2302,17895,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,3,17,11,0,0,28,23,9,59,17,12,3,0,33,27,9,68,30,13,6,0,49,29,10,95,8070,4125,1511,515,14222,10882,3211,28314
20607,1342,1548,377,93,3368,1134,734,5237,2420,1758,493,140,4813,2066,1368,8248,1795,1315,422,100,3632,1223,1026,5889,4220,3075,916,243,8454,3294,2394,14140,930,234,175,60,1395,1741,512,3651,1149,283,227,70,1735,2061,528,4324,2580,783,873,178,4418,3454,916,8788,3,0,0,0,5,3,0,11,4660,1302,1281,308,7550,7261,1956,16771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,30,8,14,102,61,51,217,58,30,13,14,104,61,51,223,47,35,12,3,93,75,21,191,10331,5990,2594,657,19572,11823,5152,36553
20701,7365,17128,2996,420,27906,4810,851,33568,1910,1846,700,115,4565,2756,388,7711,1207,1637,547,74,3463,874,222,4558,3118,3482,1241,185,8033,3632,606,12272,1391,686,383,120,2573,2414,674,5665,1231,424,188,121,1961,1814,657,4426,1049,263,139,91,1538,1687,301,3530,0,0,0,0,0,0,0,0,3664,1368,710,335,6078,5914,1628,13622,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,28,14,4,101,45,26,178,60,34,14,4,109,48,26,181,58,49,15,0,120,70,16,204,14256,22056,4976,951,42244,14473,3134,59849
20702,6495,10001,2220,279,18999,3712,449,23154,578,544,301,32,1447,879,71,2397,894,1511,440,56,2907,553,119,3576,1472,2056,739,94,4353,1428,188,5974,243,230,106,12,587,344,43,967,127,73,54,16,258,198,18,479,365,145,109,21,630,413,56,1097,0,0,0,0,0,0,0,0,726,443,263,46,1482,951,119,2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,14,3,0,17,3,5,8,0,13,3,0,15,11,23,13,0,44,85,0,136,8714,12527,3237,418,24893,6176,750,31827
20703,5250,10014,2401,362,18032,4247,1260,23543,1445,1185,570,73,3268,2307,334,5903,727,988,406,62,2191,541,333,3065,2167,2172,979,136,5453,2846,663,8963,407,241,134,37,820,809,183,1815,296,117,88,31,531,591,165,1287,227,61,52,19,355,446,97,904,0,0,0,0,3,4,0,5,935,423,271,86,1710,1848,450,4013,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,20,10,3,28,5,14,5,0,25,9,3,39,21,19,9,0,54,34,18,101,8386,12644,3666,586,25273,8986,2392,36658
20801,5275,10788,1886,186,18138,3609,311,22051,1184,818,405,43,2453,1954,147,4545,1172,1311,375,31,2888,833,71,3789,2350,2128,784,74,5338,2784,213,8336,515,242,207,10,967,1027,110,2108,320,91,87,9,506,494,38,1042,341,93,101,19,552,542,46,1135,3,0,0,0,3,3,0,3,1178,424,392,34,2033,2073,195,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,24,26,0,116,61,14,189,61,29,26,0,119,61,14,193,39,55,16,0,110,40,10,154,8901,13430,3108,295,25736,8561,742,35037
20802,6272,13109,2659,333,22375,4655,958,27989,2080,2063,726,115,4977,3053,490,8519,1276,1958,478,63,3777,929,329,5040,3358,4019,1203,177,8758,3978,822,13558,2421,1522,582,157,4678,4209,843,9728,747,241,97,61,1137,901,285,2324,318,69,45,21,457,459,170,1094,3,4,0,0,9,11,0,20,3481,1834,719,244,6288,5585,1295,13163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,29,14,3,88,68,18,178,44,29,14,3,88,68,18,181,33,49,9,3,101,71,11,180,13194,19043,4606,760,37603,14360,3099,55064
20803,5740,11268,2659,252,19922,4187,514,24623,1781,1288,792,83,3950,3274,240,7469,1393,1500,497,43,3438,936,154,4530,3173,2790,1292,129,7386,4215,393,11993,1302,733,570,72,2673,2821,238,5730,206,50,64,9,335,304,33,671,203,65,75,14,351,330,40,726,4,0,0,0,9,8,0,9,1714,845,707,98,3361,3463,314,7138,3,4,0,0,5,8,0,14,19,3,3,6,31,112,3,142,0,0,0,0,0,0,0,0,35,25,14,3,78,40,4,122,50,32,23,6,110,163,4,278,43,41,18,3,101,79,9,187,10723,14974,4700,485,30881,12096,1246,44224
20804,1617,3872,602,84,6180,1025,239,7443,475,463,174,26,1139,678,115,1935,399,373,133,23,924,328,79,1332,881,832,306,46,2065,1004,194,3266,667,271,144,58,1135,1095,327,2558,398,104,46,50,602,540,155,1300,152,19,12,11,193,336,62,597,0,0,0,0,0,0,0,0,1221,396,201,114,1937,1971,542,4448,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,45,11,3,6,63,97,25,186,45,14,3,6,67,98,25,187,10,12,7,0,27,28,7,60,3779,5128,1109,253,10274,4131,1007,15406
20901,8901,14085,3708,436,27131,6469,938,34541,865,671,480,72,2091,2149,186,4420,664,708,352,40,1770,649,127,2541,1526,1377,835,114,3855,2792,308,6962,480,311,213,46,1049,955,124,2139,74,15,17,4,112,94,28,232,113,27,28,4,172,182,18,373,3,0,0,0,3,3,0,7,663,354,258,58,1339,1245,171,2749,0,0,0,0,0,3,0,4,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,11,14,6,0,28,19,3,43,7,13,10,0,33,16,3,50,31,27,3,0,66,58,6,130,11135,15859,4818,614,32420,10581,1431,44431
20902,5070,7846,2641,412,15957,4749,1300,22009,1216,1055,580,109,2960,2397,375,5726,920,857,306,77,2150,785,373,3309,2129,1910,888,179,5108,3178,748,9034,288,202,110,36,630,604,127,1361,139,38,31,20,224,349,90,661,346,114,62,32,551,411,127,1090,0,0,0,0,0,0,0,0,766,348,209,79,1409,1360,351,3111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,19,3,92,62,30,192,32,33,17,3,94,62,30,192,18,22,11,0,56,44,6,110,8025,10160,3760,683,22630,9396,2435,34457
