SA3_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
20402,0,0,0,5,7,452,6,0,0,3,0,0,0,0,22,476,119,3,0,0,0,0,0,0,0,3,126,51,0,0,0,0,0,0,0,0,0,55,20,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,3,78,0,0,0,0,0,0,0,0,0,81,14,0,0,0,0,0,0,0,0,0,19,207,3,0,0,0,0,0,0,0,7,221,1990,139,112,28,10,12,22,28,9,88,2444,473,111,193,33,38,22,38,30,12,28,973,98,0,9,0,0,0,3,11,3,23,164,5,0,3,0,0,5,0,0,0,0,18,574,114,210,35,42,23,42,45,14,51,1153,24,0,0,0,0,0,0,0,0,15,49,2594,259,321,61,52,41,62,76,21,157,3642
20403,0,0,0,0,3,779,13,7,0,0,0,0,0,3,36,838,154,0,0,0,0,0,0,0,0,17,171,111,0,0,0,0,0,0,0,0,10,118,28,0,0,0,0,0,0,0,0,11,38,3,0,0,0,0,0,0,0,0,0,3,146,0,0,0,0,0,0,0,0,18,159,0,0,0,0,0,0,0,0,0,3,7,295,0,0,0,0,0,0,0,0,33,335,3470,304,299,58,65,37,63,36,20,200,4539,1047,167,537,81,124,88,65,86,71,89,2344,119,11,54,22,11,11,15,35,43,26,343,20,0,7,0,0,0,0,0,0,3,29,1183,175,594,103,138,102,78,120,116,117,2718,13,0,0,3,0,0,0,0,0,26,48,4666,478,894,162,200,137,143,151,137,340,7308
20501,0,0,0,3,7,650,3,0,0,0,0,0,0,0,22,675,121,4,0,0,0,0,0,0,0,3,132,34,0,0,0,0,0,0,0,0,0,34,11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,171,4,0,0,0,0,0,0,0,11,185,3076,251,242,48,66,48,38,17,10,128,3914,630,100,229,33,39,23,31,42,7,48,1173,66,6,8,5,3,3,9,13,9,30,158,7,0,0,0,0,0,0,0,0,0,14,704,104,237,36,38,31,37,55,15,78,1344,6,5,0,0,0,0,0,3,0,6,17,3781,360,479,83,111,73,73,73,32,215,5276
20502,0,0,0,10,16,757,11,8,0,0,0,0,0,0,50,823,147,0,0,0,0,0,0,0,0,16,165,39,0,0,0,0,0,0,0,0,0,41,7,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,3,57,0,0,0,0,0,0,0,0,0,13,14,198,0,0,0,0,0,0,0,0,30,226,3063,188,176,16,40,18,24,10,4,159,3700,513,76,150,27,40,31,54,27,16,53,983,39,17,20,3,12,9,10,22,3,16,146,17,3,0,0,0,0,0,0,0,0,21,567,94,166,31,49,42,64,54,23,69,1154,13,0,0,0,0,0,0,0,0,23,41,3642,280,347,45,87,56,89,64,26,254,4894
20503,0,0,0,0,5,1091,4,3,3,0,0,0,0,0,51,1155,254,3,0,0,0,0,0,0,0,22,280,81,0,0,0,0,0,0,0,0,0,84,27,0,0,0,0,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,8,117,3,0,0,0,0,0,0,0,0,0,11,376,3,0,0,0,0,0,0,0,28,409,4989,291,279,58,59,49,48,34,13,250,6061,888,106,270,50,47,38,53,32,13,43,1542,111,8,25,4,10,12,9,22,16,26,237,16,0,0,0,0,0,0,0,0,4,27,1014,112,294,58,59,51,62,53,29,72,1807,28,0,0,0,0,0,0,0,0,7,36,6031,404,580,117,116,101,111,86,41,327,7910
20504,0,0,0,3,16,1275,9,6,0,0,0,0,0,0,53,1344,308,0,3,0,0,0,0,0,0,18,334,159,0,0,0,0,0,0,0,0,7,166,52,0,0,0,0,0,0,0,0,4,56,3,0,0,0,0,0,0,0,0,0,3,216,3,0,0,0,0,0,0,0,6,231,3,0,0,0,0,0,0,0,0,0,0,529,3,3,0,0,0,0,0,0,29,566,4589,228,280,65,37,39,52,45,28,204,5576,1505,257,593,62,101,95,100,104,45,92,2959,264,35,62,12,12,12,26,18,14,27,489,12,0,3,0,0,0,0,0,0,6,28,1791,295,659,69,110,107,121,122,65,126,3466,28,0,0,0,0,0,0,0,0,14,45,6411,523,942,134,149,148,173,165,91,345,9091
20505,0,0,0,0,5,419,10,3,0,0,0,0,0,0,15,447,95,4,0,0,0,0,0,0,0,12,113,38,0,0,0,0,0,0,0,0,0,42,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,51,3,0,0,0,0,0,0,0,0,0,3,146,3,3,0,0,0,0,0,0,11,162,2262,156,241,47,43,48,37,39,20,142,3038,442,72,223,32,42,46,41,76,24,37,1028,41,7,12,4,10,14,17,20,7,24,160,8,0,3,0,0,0,0,0,0,3,13,492,78,242,44,52,53,57,99,27,64,1207,14,0,0,0,0,0,0,0,0,288,303,2762,233,485,89,99,104,95,137,54,491,4541
20601,0,0,0,0,3,2589,20,13,0,3,0,0,0,0,78,2700,83,0,0,0,0,0,0,0,0,9,94,360,0,0,0,0,0,0,0,0,19,380,561,3,0,0,0,0,0,0,0,34,594,6,0,0,0,0,0,0,0,0,0,6,927,3,0,0,0,0,0,0,0,47,986,0,0,0,0,0,0,0,0,0,3,7,1010,3,3,0,0,0,0,0,0,60,1083,4219,987,1224,360,394,382,378,359,236,288,8829,6117,885,1947,383,554,804,882,1047,643,376,13647,3046,92,126,31,55,67,89,151,148,177,4000,64,3,7,0,0,3,0,3,4,13,102,9230,986,2087,413,608,880,970,1207,801,565,17742,16,0,0,0,0,0,0,0,0,15,34,13461,1977,3306,778,1007,1264,1349,1569,1038,869,26611
20602,0,0,0,0,4,1653,9,3,0,0,0,0,0,0,67,1732,64,0,0,0,0,0,0,0,0,8,74,207,0,0,0,0,0,0,0,0,13,217,330,3,0,0,0,0,0,0,0,33,367,4,0,0,0,0,0,0,0,0,4,4,537,3,3,0,0,0,0,0,0,48,592,0,0,0,0,0,0,0,0,0,3,3,605,3,3,0,0,0,0,0,0,62,672,2831,606,695,191,220,180,180,181,78,149,5301,3154,405,836,130,204,250,271,242,156,173,5821,1763,56,67,16,23,30,28,29,36,105,2153,37,4,7,0,0,0,0,0,0,12,62,4953,459,913,151,222,279,303,271,192,288,8035,6,0,0,0,0,0,0,0,0,19,27,7794,1068,1607,339,447,461,483,453,268,453,13364
20603,0,0,0,0,3,1305,13,14,3,0,0,0,0,0,25,1361,102,0,0,0,0,0,0,0,0,5,110,186,0,0,0,0,0,0,0,0,9,202,280,7,6,0,0,0,0,0,0,20,310,3,0,0,0,0,0,0,0,0,0,9,477,7,3,0,0,0,0,0,0,30,514,0,0,0,0,0,0,0,0,0,0,0,578,7,3,0,0,0,0,0,0,30,623,3265,553,693,218,202,174,178,197,128,163,5767,3955,976,1722,375,450,569,656,707,398,229,10041,1394,160,183,47,52,74,89,127,151,140,2417,50,5,12,3,4,5,3,3,4,8,109,5397,1139,1920,429,509,645,751,834,558,381,12562,4,4,3,0,0,0,0,0,0,6,21,8669,1691,2618,644,704,822,935,1029,689,558,18357
20604,0,0,0,0,8,823,45,25,3,0,3,4,0,5,37,949,100,5,3,0,0,3,0,0,0,8,116,106,3,3,0,3,0,0,0,0,7,123,175,3,3,0,0,0,0,0,0,3,188,3,0,0,0,0,0,0,0,0,0,4,282,5,7,0,3,0,0,0,0,13,313,0,0,0,0,0,0,0,0,0,4,4,385,8,7,0,4,3,0,0,0,22,440,5416,1625,2159,713,855,890,1155,1597,1226,607,16251,5116,3645,7536,2491,3488,4408,6515,8831,6289,2247,50562,1136,412,652,237,392,613,1000,1576,1402,1076,8502,48,23,48,14,12,34,45,41,36,29,325,6298,4074,8240,2741,3897,5056,7552,10454,7732,3353,59390,15,4,7,0,0,3,3,6,8,124,170,11733,5701,10403,3452,4754,5953,8712,12056,8963,4086,75805
20605,0,0,0,9,9,1394,28,21,0,8,3,5,0,0,60,1514,154,3,0,0,0,0,0,0,0,6,172,206,0,0,0,0,0,0,0,0,10,225,303,0,0,0,0,0,0,0,0,20,331,9,0,0,0,0,0,0,0,0,5,9,514,0,6,0,0,0,0,0,0,43,559,0,0,0,0,0,0,0,0,0,7,5,674,7,5,0,0,0,0,0,0,53,739,6955,1593,2396,815,856,839,864,1009,593,471,16389,4199,1307,2362,602,719,862,963,1144,687,377,13225,1231,84,132,33,45,61,83,145,136,137,2089,39,15,8,0,4,0,4,7,4,21,102,5467,1402,2501,639,768,923,1053,1304,830,534,15419,4,0,6,0,0,0,4,0,0,43,70,12431,2995,4908,1454,1628,1765,1920,2309,1416,1048,31878
20606,0,0,0,0,3,1250,16,21,3,8,0,0,0,0,35,1330,215,0,0,0,0,0,0,0,0,17,238,176,0,0,0,0,3,0,0,0,3,186,165,3,0,0,0,0,0,0,0,0,176,3,0,0,0,0,0,0,0,0,0,3,354,3,0,0,0,3,0,0,0,4,367,0,0,0,0,0,0,0,0,0,0,0,566,4,3,0,3,3,0,0,0,23,603,4384,806,1262,455,453,538,536,647,377,268,9721,2900,885,1476,401,511,624,800,967,508,231,9308,994,81,129,27,58,48,117,160,103,104,1812,41,0,4,0,3,0,6,4,3,3,65,3926,968,1603,434,568,679,923,1132,615,335,11187,13,0,3,0,3,0,0,0,0,7,21,8322,1771,2867,880,1026,1215,1460,1781,990,616,20924
20607,0,0,0,3,3,1430,46,22,0,0,3,3,0,0,56,1566,83,0,0,0,0,0,0,0,0,13,93,129,3,0,0,0,0,0,0,0,5,144,342,5,0,0,3,0,0,0,0,18,364,6,0,0,0,0,0,0,0,0,4,13,481,9,3,0,3,0,0,0,0,24,514,0,0,0,0,0,0,0,0,0,0,0,559,9,5,0,3,0,0,0,0,33,609,5077,1094,1562,582,608,616,671,702,476,379,11774,3696,1126,1491,315,427,460,619,688,446,295,9570,2547,302,312,56,63,102,87,116,98,136,3831,44,12,23,3,3,3,3,3,3,11,119,6293,1442,1832,379,497,565,706,808,549,446,13512,12,0,0,3,0,0,0,3,3,38,59,11379,2542,3396,960,1111,1180,1378,1514,1031,859,25350
20701,0,0,0,3,12,2826,66,65,7,8,5,13,6,4,99,3101,498,3,3,0,0,0,0,0,0,45,548,450,6,6,0,0,0,0,0,0,12,478,315,12,12,0,0,0,3,0,0,14,355,6,0,0,0,0,0,0,0,0,0,8,770,16,13,0,3,0,3,0,0,34,841,0,0,0,0,0,0,0,0,0,0,3,1266,23,17,0,3,0,3,4,0,78,1393,11197,1983,1921,493,487,392,438,534,274,495,18212,11344,2968,4544,943,1186,1468,1711,1777,1047,644,27624,1968,364,782,163,244,306,442,575,397,438,5681,82,14,15,3,6,5,6,10,3,20,174,13400,3347,5338,1113,1430,1778,2156,2363,1450,1101,33476,23,0,3,0,0,0,3,3,0,23,56,24615,5335,7262,1606,1919,2173,2593,2896,1727,1618,51744
