SA3_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
21304,0,3,3,10,7,4,0,0,0,37,19,264,533,1646,829,457,164,35,8,3955,0,4,7,144,80,107,56,12,15,433,3,9,22,75,95,165,161,60,23,622,10,40,34,74,55,28,12,3,0,260,4,34,68,177,98,56,35,4,0,479,0,0,0,50,81,87,65,37,14,336,5,97,80,576,238,124,81,16,7,1231,4,3,4,39,12,11,4,0,0,82,9,26,36,170,38,12,8,3,0,305,3,8,33,325,299,274,165,35,7,1152,0,0,3,79,89,41,26,6,0,244,10,53,35,99,34,28,12,0,0,272,16,48,114,949,419,247,75,26,13,1896,0,8,4,17,19,22,17,14,7,107,0,4,34,96,28,3,3,0,0,173,47,470,834,2669,1366,926,559,196,55,7126,700,1340,1090,3014,1330,1078,819,382,129,9883,12717,24468,19747,48410,19354,14525,9426,3581,1209,153438
21305,3,4,9,51,19,6,0,3,0,95,41,466,771,2500,1211,628,214,42,21,5893,0,6,19,198,85,128,90,26,13,562,5,35,37,153,213,240,209,99,33,1020,31,220,161,379,174,81,22,7,0,1086,18,147,159,455,229,101,57,18,0,1182,0,0,5,63,103,128,64,44,6,414,23,170,140,1135,327,147,82,27,11,2053,4,14,23,144,24,21,8,0,0,243,52,510,452,475,75,42,14,0,0,1626,0,6,18,163,172,168,99,26,5,663,0,3,14,62,46,25,14,3,0,174,28,152,67,171,61,42,25,3,3,564,3,52,100,863,314,244,93,26,5,1696,0,11,10,52,28,33,9,6,4,156,0,11,35,155,52,17,8,0,0,288,145,851,1363,4770,1925,1044,558,260,68,10995,1060,1548,1427,4295,1585,1241,870,422,214,12660,21737,32876,26821,79334,25929,18402,10769,4546,1490,221895
21401,0,0,5,37,27,14,4,0,0,81,19,67,122,413,234,144,61,8,5,1071,0,4,13,95,49,101,51,25,12,341,0,32,28,177,204,301,259,182,77,1274,3,7,20,54,23,30,4,3,0,137,4,60,109,295,197,104,58,28,9,857,0,0,0,12,34,36,24,27,3,137,3,17,24,194,109,111,79,38,9,593,0,3,7,29,10,12,3,0,0,67,14,23,23,162,29,8,3,0,0,273,0,0,3,11,13,11,0,4,0,42,0,3,0,25,29,18,5,3,0,91,3,25,38,126,78,57,45,9,3,389,7,9,14,109,22,10,6,0,0,177,3,11,8,54,56,46,48,31,6,264,0,8,23,88,37,16,4,3,0,181,26,158,213,1008,514,447,395,227,80,3066,482,875,1018,2503,1354,1235,980,620,291,9361,9016,16012,16519,37052,18833,16105,11710,6187,2713,134143
21402,0,0,0,34,28,20,3,4,0,91,5,38,26,176,59,59,32,11,0,408,0,0,0,44,16,56,43,21,13,191,7,50,47,190,266,269,364,243,82,1502,4,16,4,27,16,26,12,5,0,107,4,32,58,188,122,110,123,30,8,684,0,0,0,4,16,25,28,20,8,97,0,0,3,18,29,45,43,19,4,171,0,0,0,13,0,3,0,0,0,22,4,28,33,87,30,13,6,0,0,199,0,0,0,11,11,19,4,3,0,48,0,0,3,19,5,7,15,8,4,60,11,42,46,120,108,79,87,19,16,526,0,5,12,42,14,13,4,0,0,75,0,16,13,44,61,51,64,28,22,310,0,0,9,32,12,12,4,3,0,70,19,62,78,366,291,313,396,248,115,1889,364,803,853,1989,1429,1543,1640,1230,569,10428,8007,18830,16353,31408,21250,21007,20899,12178,5059,154999
21501,0,3,0,9,11,9,4,3,0,36,8,41,31,126,42,36,11,3,0,298,0,0,0,8,0,8,14,3,0,36,0,0,0,12,18,32,43,20,7,135,0,3,0,8,0,0,0,0,0,15,0,12,11,35,17,10,9,0,0,91,0,0,0,3,0,6,7,10,0,26,3,5,3,29,3,4,3,0,0,47,0,0,17,62,3,0,0,0,0,79,0,28,23,35,3,4,0,0,0,91,0,0,0,0,0,3,0,0,0,3,0,9,3,9,7,3,3,0,0,33,0,3,5,26,11,11,11,8,0,76,0,0,7,24,3,0,0,0,0,35,0,0,0,0,3,7,10,0,0,23,0,3,0,9,7,11,4,0,0,28,3,24,21,99,51,54,47,38,14,363,168,341,339,913,649,746,653,438,258,4507,3067,6761,6166,12158,8052,8883,7271,4346,2119,58820
21502,0,0,0,0,3,3,0,0,0,8,3,20,27,91,32,33,18,3,0,216,0,0,0,0,0,5,3,3,4,13,0,0,3,10,21,13,27,22,9,115,0,0,3,0,0,3,0,0,0,9,0,8,24,23,24,5,3,0,0,91,0,0,0,0,3,15,12,11,7,52,0,3,3,36,14,4,8,0,0,75,0,0,23,90,0,0,0,0,0,118,12,12,3,26,8,5,0,0,0,61,0,0,0,3,0,0,3,0,0,7,0,7,9,71,96,44,38,14,0,282,0,0,3,16,8,11,7,0,0,45,0,0,8,56,25,35,10,3,0,150,0,0,0,5,7,8,4,4,0,24,0,0,0,4,9,3,3,0,0,22,6,49,62,235,98,86,80,42,25,680,217,456,569,1174,747,808,664,482,211,5332,3363,6867,6672,12704,7079,7111,5493,3169,1419,53878
21503,0,0,0,0,3,0,0,0,0,3,4,26,23,78,38,24,10,3,0,204,0,0,0,0,0,0,3,0,0,4,0,0,0,4,9,16,12,7,6,57,0,0,0,0,0,0,0,0,0,5,0,4,18,32,6,6,7,0,3,79,0,0,0,0,0,0,7,4,0,12,0,3,3,29,0,3,3,0,4,47,0,0,9,52,3,0,0,0,0,66,0,5,6,32,14,3,3,0,0,61,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,6,10,3,11,7,0,0,41,3,6,9,68,39,48,8,3,0,175,0,0,0,0,0,0,0,0,0,3,0,0,3,11,8,3,0,0,0,26,0,9,26,91,57,51,37,12,4,294,176,375,387,873,634,730,592,420,182,4368,2095,4528,4081,7691,4986,5412,4425,2844,1276,37336
21601,0,0,0,0,7,0,4,0,0,11,0,34,15,89,34,19,10,4,0,207,0,0,0,3,0,3,0,0,3,10,0,0,0,9,11,28,31,14,4,99,0,0,0,0,3,0,0,0,0,4,0,4,4,13,6,6,5,3,0,32,0,0,0,0,3,0,3,0,0,9,0,5,3,17,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,8,0,13,7,3,0,0,0,25,0,0,0,0,3,3,3,0,0,13,0,0,0,0,3,5,0,0,0,11,0,8,3,16,8,6,6,0,3,52,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,3,3,0,0,18,0,0,0,3,0,3,0,0,0,14,3,12,4,42,22,19,34,25,11,177,132,275,264,647,462,538,498,340,166,3321,2088,4584,4102,7498,5073,5380,4569,2751,1164,37208
21602,0,0,0,3,3,4,0,0,0,10,4,12,16,64,12,15,8,0,0,134,0,0,0,0,0,3,3,3,0,8,0,0,0,11,10,31,45,21,4,125,0,0,0,5,0,6,0,0,0,7,0,0,9,6,9,3,6,0,0,28,0,0,0,0,0,0,8,10,0,15,0,0,0,10,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,9,5,3,0,11,9,0,0,0,0,28,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,13,5,9,9,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,0,18,0,0,0,0,0,0,0,0,0,0,0,5,8,29,23,25,26,23,5,138,89,218,229,472,353,467,461,276,128,2689,1585,3548,3097,5616,3764,4227,3960,2377,935,29112
21603,0,0,0,4,10,4,0,0,0,15,8,36,39,172,58,51,26,7,0,394,0,0,0,4,3,9,3,0,5,24,0,0,8,7,17,36,47,19,3,133,0,0,3,5,10,0,0,0,0,24,0,16,23,40,26,9,5,6,0,120,0,0,0,0,6,3,9,3,3,26,5,21,6,61,26,8,8,0,0,139,0,0,35,157,6,3,3,0,0,196,0,3,11,33,18,9,5,0,0,79,0,0,3,7,5,22,20,18,0,76,0,5,12,75,82,43,27,5,0,247,4,15,11,25,10,7,3,0,0,82,0,0,0,26,9,5,0,0,0,40,0,0,0,3,4,3,4,5,3,22,0,3,11,13,8,0,0,0,0,37,21,129,214,431,169,139,62,50,26,1243,305,547,569,1389,843,804,728,426,226,5833,4199,8460,7878,15578,8526,7886,6151,3484,1486,63649
21701,0,0,4,4,5,6,0,0,0,18,3,13,12,63,23,23,4,5,0,142,0,0,0,3,0,3,3,0,0,13,0,0,0,8,12,34,28,32,11,121,0,0,3,4,0,0,0,0,0,5,0,10,20,34,20,10,6,0,0,96,0,0,0,0,0,4,5,0,0,12,0,5,0,13,8,0,3,0,0,26,0,0,0,5,0,0,0,0,0,5,3,3,4,9,7,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,11,7,4,0,57,0,0,0,12,3,0,0,0,0,18,0,0,0,4,3,0,4,0,5,22,0,6,3,5,3,4,3,3,0,28,0,12,7,33,26,35,27,15,15,160,101,207,265,608,469,533,492,324,128,3134,1832,4106,3844,6940,5162,5604,4491,2456,1138,35558
21703,0,0,0,0,4,5,0,0,0,5,4,15,13,64,15,7,5,0,0,127,0,0,0,3,3,0,0,3,0,7,0,4,0,7,14,17,37,24,7,116,0,0,0,5,3,7,0,0,0,17,0,0,3,9,4,3,9,0,0,26,0,0,0,0,0,8,0,3,0,12,0,0,4,7,4,0,0,0,0,23,0,0,5,12,0,0,0,0,0,17,0,0,3,4,3,3,0,0,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,4,0,3,3,13,3,11,12,4,0,49,0,0,0,12,4,0,0,0,0,18,0,0,0,0,0,0,10,5,3,21,0,3,0,5,4,4,0,0,0,19,0,7,18,100,40,35,33,17,11,260,112,245,279,618,486,529,515,324,110,3220,2039,4581,4056,7487,5131,5545,4555,2598,1053,37040
21704,0,0,3,3,4,0,0,0,0,7,0,24,24,77,35,15,5,0,0,188,0,0,0,5,0,5,0,0,3,19,0,4,3,27,17,32,37,24,8,147,0,0,4,3,3,3,0,0,0,15,3,5,13,37,26,6,3,0,4,96,0,0,0,0,5,0,0,0,0,5,5,9,0,50,18,4,4,3,0,96,0,0,35,148,0,0,0,0,0,184,0,7,7,28,11,3,0,0,0,53,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,5,12,27,10,19,15,0,0,84,0,0,0,4,3,0,0,0,0,6,0,4,3,3,3,3,4,0,0,22,0,0,3,16,5,0,0,0,0,26,3,24,21,98,34,19,18,16,5,243,161,369,429,855,588,601,517,381,201,4097,2918,6556,6143,11497,6843,6732,5218,2858,1340,50099
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,11,5,0,0,0,29
29999,0,0,0,3,3,0,0,0,0,7,0,0,4,25,5,3,3,0,0,41,0,0,0,9,3,0,0,0,0,11,0,0,3,10,0,7,3,0,0,22,0,0,7,4,0,3,0,0,0,13,0,0,0,13,4,0,3,0,0,25,0,0,0,0,0,4,0,0,0,6,0,0,4,10,0,3,0,0,0,28,0,0,18,33,4,0,0,0,0,64,0,0,3,11,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,12,9,0,3,0,0,26,4,0,13,17,3,3,3,0,0,47,0,0,17,31,11,10,3,0,0,76,0,0,0,8,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,3,11,19,79,163,42,22,19,4,4,359,46,55,177,503,161,131,74,15,5,1162,379,367,1254,3135,975,816,482,121,38,7565
