SA3_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
20606,18989,20954,39943,839,1012,1854,316,378,701,3896,4472,8364,214,253,470,80,95,173,164,172,332,34,35,70,15,5,24,45,62,109,0,0,0,4766,5479,10246,1202,1463,2663,83,73,152,6894,8026,14921,3401,3659,7052,29280,32637,61916
20607,27883,29695,57579,1178,1226,2410,394,426,823,5453,5946,11396,285,301,582,101,93,198,196,189,390,45,49,96,38,32,74,72,63,137,3,0,3,6595,7107,13700,1380,1569,2954,117,110,226,9270,10016,19288,4780,4874,9652,41936,44588,86522
20701,61207,66820,128024,1855,2004,3859,286,300,580,7659,8260,15926,229,248,478,118,106,223,169,151,321,47,47,92,16,28,48,72,82,152,0,0,0,8586,9231,17819,2132,2508,4640,111,111,219,12686,13854,26540,5550,5742,11294,79440,86419,165863
20702,35114,37890,73002,654,697,1351,92,91,179,3500,3691,7198,72,83,152,67,84,152,61,77,139,10,9,21,3,6,12,16,19,37,0,0,0,3826,4057,7882,1011,1155,2166,51,53,103,5539,5966,11506,2466,2627,5097,43112,46483,89600
20703,37182,40645,77826,1061,1121,2176,158,152,312,4780,4851,9632,95,92,186,83,64,146,68,70,135,28,35,63,13,18,30,36,38,74,4,0,4,5255,5333,10586,2110,2206,4312,82,61,142,8502,8710,17212,2947,3124,6070,48630,52473,101106
20801,36152,39775,75929,1084,1138,2219,173,181,356,3927,4255,8180,115,121,237,31,43,74,62,62,126,9,11,20,9,18,24,17,18,40,3,0,0,4353,4714,9072,795,937,1732,52,70,123,6283,6860,13149,3362,3796,7156,45800,50434,96230
20802,54664,58814,113480,1556,1603,3160,254,240,493,7073,7342,14418,159,166,328,83,82,162,131,107,237,38,39,76,16,13,30,33,36,67,0,0,4,7782,8030,15814,1944,2319,4262,124,118,247,11407,12072,23475,4835,4927,9758,70898,75812,146714
20803,44225,47679,91902,1041,1121,2159,140,135,279,4957,5295,10255,127,132,261,32,31,62,63,52,118,8,23,33,14,12,30,13,8,24,3,0,3,5356,5704,11058,750,807,1559,85,100,185,7229,7735,14962,4136,4411,8549,55588,59823,115407
20804,15054,16348,31405,441,497,936,63,72,140,1966,2086,4048,60,66,125,15,18,34,47,36,82,11,9,25,7,7,15,17,12,26,0,0,0,2187,2315,4498,580,728,1308,32,17,44,3236,3551,6786,1337,1460,2797,19629,21362,40988
20901,47308,50237,97542,1070,1085,2156,195,142,333,4713,4935,9649,180,148,330,53,48,101,66,75,139,15,30,43,24,37,63,37,28,71,0,0,0,5287,5444,10733,763,849,1610,84,75,162,7211,7450,14661,3926,4201,8127,58436,61896,120330
20902,34170,35748,69916,1014,1051,2061,184,204,387,4390,4557,8948,127,120,249,79,67,145,70,61,131,37,32,65,25,26,50,28,26,49,0,0,0,4940,5087,10030,1381,1494,2876,124,123,254,7459,7752,15214,4124,4231,8356,45752,47734,93490
20903,27383,27733,55122,378,442,815,37,55,87,1886,2011,3899,34,55,90,4,8,12,14,24,43,4,13,18,9,8,11,7,9,14,0,0,0,2000,2179,4175,174,186,357,27,23,55,2582,2825,5405,1967,2039,4007,31934,32599,64526
20904,82100,83941,166045,2229,2173,4400,308,321,625,10007,10094,20098,229,237,464,126,113,236,120,120,247,34,31,63,64,47,107,24,24,51,0,3,3,10905,10988,21895,1683,1895,3579,136,113,253,14954,15170,30124,6947,7168,14115,103999,106283,210279
21001,23292,24513,47806,552,542,1097,59,54,112,2031,2129,4167,46,59,106,10,26,36,21,29,54,8,5,18,3,11,12,15,12,27,0,0,0,2201,2317,4519,236,269,503,40,25,67,3032,3156,6188,1890,2035,3924,28206,29709,57920
21002,11943,12041,23979,467,487,954,48,44,94,894,935,1834,38,26,61,7,4,14,16,7,28,6,3,5,9,3,11,5,9,11,0,0,0,1016,1039,2055,50,58,107,21,20,41,1556,1604,3162,1010,1054,2068,14511,14697,29211
21003,27821,28922,56747,1141,1001,2144,129,125,248,3420,3269,6689,96,90,187,46,47,86,52,39,95,11,13,26,15,16,35,12,24,32,0,0,0,3779,3618,7395,950,922,1871,79,86,168,5954,5624,11579,3056,3016,6076,36833,37566,74399
21004,15336,16035,31374,650,746,1396,36,43,78,1347,1414,2758,41,58,102,14,14,26,20,21,37,7,14,22,6,3,3,0,0,3,0,0,0,1468,1558,3029,90,98,191,25,32,57,2238,2435,4674,1382,1435,2821,18959,19911,38862
21005,62017,62373,124389,1703,1599,3302,319,312,630,6870,6752,13626,137,132,271,73,79,148,68,51,120,13,19,37,15,13,26,16,27,36,5,0,5,7523,7378,14893,1666,1858,3530,121,103,222,11012,10938,21949,5919,5629,11545,78946,78940,157883
21101,61960,64779,126736,827,905,1736,129,128,258,5890,6362,12250,117,119,236,72,58,129,55,56,116,17,15,32,14,11,28,19,6,27,4,4,8,6318,6765,13076,731,879,1611,106,83,191,7978,8635,16614,4519,4537,9061,74461,77953,152410
21102,10811,11149,21967,118,120,242,14,22,39,843,853,1693,23,33,56,7,10,11,4,4,13,0,0,0,0,0,0,0,3,3,0,0,0,890,922,1812,94,101,200,18,13,29,1126,1156,2284,794,772,1569,12733,13080,25809
21103,42619,45452,88065,658,708,1368,91,98,190,4825,5155,9984,86,94,177,37,42,79,37,56,98,18,22,38,15,10,30,21,19,38,0,0,0,5126,5500,10628,606,692,1300,119,102,224,6507,7001,13514,3290,3664,6959,52420,56118,108536
21104,23642,25474,49121,367,406,774,73,83,159,2520,2554,5080,59,71,130,28,42,75,38,44,82,10,16,27,4,4,5,11,3,15,0,0,0,2741,2821,5569,582,647,1227,47,28,67,3736,3902,7633,1608,1808,3411,28989,31177,60167
21105,60495,61743,122241,1286,1412,2698,114,126,244,5105,5491,10591,116,130,244,21,24,48,71,56,124,16,17,29,18,21,41,14,9,25,0,0,0,5472,5879,11355,345,375,724,114,88,211,7224,7757,14985,4888,4984,9870,72613,74486,147096
21201,35564,36426,71994,1224,1384,2602,122,102,230,4801,5149,9955,113,102,218,27,22,45,41,43,82,13,10,18,17,20,36,3,9,14,0,0,0,5131,5457,10589,298,330,624,79,71,155,6730,7241,13974,3419,3459,6881,45712,47130,92843
21202,52231,53181,105413,1055,1068,2122,132,154,288,5503,5334,10837,116,107,227,89,67,156,73,65,136,33,33,62,15,13,32,18,15,30,0,0,0,5979,5787,11763,876,997,1878,84,70,158,7995,7924,15922,4123,4029,8150,64349,65132,129482
21203,64470,64738,129202,1531,1523,3055,220,208,428,8534,8753,17290,174,151,326,83,84,166,100,100,201,23,35,53,20,27,42,26,32,55,0,0,0,9179,9383,18562,1132,1383,2515,158,148,309,12009,12433,24444,5916,5767,11681,82389,82941,165325
21204,72390,71598,143989,2770,2327,5100,275,221,498,7789,6692,14488,204,168,371,151,101,251,130,97,221,41,51,92,40,34,74,20,17,41,0,0,0,8647,7384,16033,2586,2863,5449,232,154,389,14240,12726,26971,7000,6221,13219,93631,90550,184174
21205,64637,67670,132304,2165,2158,4322,304,279,585,7864,7511,15373,189,176,369,104,127,238,152,159,310,54,62,114,35,27,64,57,69,129,0,0,0,8768,8407,17177,4011,4347,8355,148,102,250,15091,15016,30110,5568,5553,11125,85292,88244,173537
21301,73500,74452,147954,1799,1589,3385,225,176,403,6687,6160,12848,162,147,312,100,65,167,85,65,150,18,27,51,37,34,74,20,21,39,0,0,3,7334,6706,14038,1722,1858,3577,145,158,300,10993,10300,21298,7306,6895,14203,91802,91645,183450
21302,32098,33675,65772,1095,1182,2281,148,148,300,3159,3232,6385,110,122,229,41,46,78,72,73,146,12,25,41,18,11,31,18,22,35,0,0,0,3570,3677,7249,535,608,1140,59,85,138,5253,5551,10806,3098,3163,6258,40457,42387,82841
21303,29563,29494,59061,1091,1017,2102,175,207,384,4500,4309,8810,151,144,295,88,83,165,99,84,178,23,23,51,23,28,46,35,28,63,0,0,4,5096,4903,9995,1237,1217,2457,87,74,161,7511,7210,14720,3707,3606,7314,40776,40317,81093
21304,58848,60647,119493,1737,1951,3681,253,258,510,6021,6427,12453,150,160,313,91,85,182,93,87,178,41,34,75,28,26,52,17,21,32,0,0,0,6699,7101,13799,749,850,1599,124,114,238,9310,10011,19316,6289,5981,12273,74442,76643,151081
21305,82730,83297,166026,2862,2959,5821,667,652,1317,10423,10206,20631,375,364,735,216,217,432,218,220,430,77,66,137,57,68,127,66,65,139,0,0,0,12100,11862,23960,2628,3004,5629,171,141,314,17754,17966,35721,8728,7367,16099,109218,108633,217850
21401,50862,53412,104271,1473,1584,3051,130,130,263,5719,6084,11801,149,149,295,21,30,50,60,57,118,21,27,52,21,25,42,12,16,29,0,0,0,6136,6518,12661,400,505,903,150,134,279,8158,8738,16894,5470,5738,11212,64485,67890,132377
21402,58334,62504,120837,2627,2971,5596,415,268,676,5835,6220,12056,356,283,637,58,31,90,143,108,252,38,36,73,51,43,87,25,23,46,0,0,0,6924,7004,13930,398,419,824,131,136,271,10085,10529,20616,5746,6407,12150,74172,79440,153610
21501,23203,23271,46476,1509,1792,3297,69,71,136,1087,1161,2251,76,69,144,98,93,193,49,55,104,15,8,22,22,19,49,5,8,11,0,0,3,1425,1493,2919,85,135,227,53,55,104,3074,3470,6546,2902,2305,5212,29180,29053,58230
21502,19800,20569,40364,1042,1053,2096,264,272,529,1635,1817,3452,69,57,126,161,168,330,49,51,102,8,7,15,31,40,72,7,9,11,0,0,0,2223,2419,4636,281,247,527,75,68,152,3616,3789,7408,2738,2717,5453,26153,27075,53226
21503,14507,14421,28932,847,910,1758,99,101,203,637,681,1322,51,51,99,28,19,47,15,23,34,6,4,12,14,10,26,0,4,7,0,0,0,853,895,1755,102,86,187,34,30,64,1834,1920,3759,2192,2057,4250,18534,18399,36934
21601,14636,14922,29559,844,890,1731,163,183,343,721,802,1524,62,54,116,11,15,27,19,15,33,14,11,25,9,5,13,4,3,7,0,0,0,1004,1091,2095,38,59,93,48,42,92,1938,2077,4009,1594,1667,3259,18169,18660,36831
21602,11192,11290,22474,788,853,1636,156,182,336,615,620,1233,47,59,105,10,10,17,37,27,59,5,5,11,8,5,18,3,3,4,0,0,0,879,912,1788,60,63,130,41,33,75,1774,1859,3635,1378,1318,2702,14342,14467,28805
21603,23955,24284,48234,1321,1433,2748,125,121,252,1929,2055,3987,108,109,221,36,35,68,39,27,63,19,28,47,30,21,50,7,5,11,0,0,0,2289,2408,4696,279,338,613,54,53,111,3939,4236,8173,3302,3135,6435,31198,31646,62843
21701,14146,14416,28562,860,927,1788,52,50,104,640,689,1331,45,57,99,59,79,140,28,35,65,8,10,23,9,12,19,4,0,6,0,0,0,857,938,1799,45,57,103,32,32,66,1789,1963,3754,1426,1451,2872,17366,17821,35185
21703,14812,14689,29501,876,866,1744,36,49,90,824,898,1717,52,43,92,21,21,46,21,18,36,18,11,25,25,19,39,0,0,0,0,0,0,988,1064,2050,71,72,141,30,23,51,1963,2027,3994,1608,1562,3171,18386,18280,36666
21704,18774,19760,38535,1068,1144,2215,46,59,112,1578,1777,3349,70,81,153,41,54,95,44,45,89,14,15,26,17,25,38,3,10,10,0,0,0,1813,2068,3883,243,174,417,47,46,94,3175,3425,6604,2145,2249,4394,24100,25435,49533
29797,13,0,12,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,12,0,11,3,0,3,28,4,29
29999,810,544,1354,300,188,486,94,89,185,1046,961,2005,103,111,216,28,24,54,57,42,106,16,15,31,10,15,28,5,11,18,0,3,3,1368,1270,2645,331,340,666,94,64,159,2095,1859,3954,1374,795,2164,4279,3200,7480
