SA3_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
20402,0,0,0,0,0,3,3,0,0,11,0,6,3,13,3,3,3,0,0,26,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,7,6,4,11,3,0,39,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,15,0,0,0,5,0,0,0,0,0,8,0,7,7,24,11,26,38,22,13,146,94,161,165,343,256,332,304,163,77,1895,1227,2835,2450,4404,2990,3340,2920,1535,605,22303,0,0,0,0,0,0,0,0,0,0,1073,2525,2096,4103,2755,2928,2287,1343,755,19862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,12,0,0,0,3,6,4,3,3,0,22,0,0,0,0,0,0,0,0,0,0
20403,0,0,0,0,3,10,6,4,6,32,0,4,5,20,4,3,4,0,0,41,0,0,0,14,0,0,0,0,0,12,0,5,0,7,0,0,0,0,0,11,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,19,11,12,23,0,0,79,0,0,0,6,3,0,0,0,0,15,0,3,0,3,11,13,6,0,3,37,0,0,3,3,0,4,0,0,0,18,7,34,38,93,73,65,85,63,18,473,127,251,294,617,399,445,324,184,72,2715,2159,4609,4408,7801,4719,4871,3752,1761,587,34667,0,0,0,0,0,0,0,0,0,0,1945,4047,3378,6841,4022,4023,2736,1360,683,29041,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,5,0,4,0,17,0,0,0,4,0,0,0,0,0,4,3,0,3,16,4,8,3,3,0,46,0,0,0,3,0,0,0,0,0,7
20501,0,0,0,0,3,3,3,6,0,13,0,3,0,20,4,4,4,3,0,44,0,0,4,16,0,0,0,0,0,21,4,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,4,3,9,8,7,19,0,0,55,0,0,0,7,6,0,0,0,0,6,0,0,3,0,3,6,12,4,0,22,0,0,3,8,0,3,0,0,0,17,0,6,13,44,35,30,38,31,7,198,83,173,171,356,287,291,270,153,50,1837,1487,3231,2839,5098,3108,3226,2801,1430,405,23621,0,0,0,0,0,0,0,0,0,0,1361,2877,2432,4669,2664,2662,2044,998,524,20220,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,8,0,0,0,3,3,8,3,0,3,17,0,0,0,5,0,0,0,0,0,10
20502,0,0,0,0,0,5,3,0,0,13,0,0,0,15,0,7,0,6,0,21,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,5,17,4,0,30,0,3,4,12,5,3,0,0,0,29,0,0,0,3,6,4,6,3,0,20,0,0,3,0,0,0,0,0,0,11,0,6,7,31,20,34,46,39,12,206,69,177,189,380,304,356,453,206,86,2221,1108,2502,2132,3881,2726,3470,3917,1879,560,22174,0,0,0,0,0,0,0,0,0,0,1017,2206,1743,3406,2443,2856,2547,1299,577,18096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,3,3,0,22,0,0,0,0,0,3,0,0,0,3
20503,0,0,0,0,0,4,0,5,0,17,0,5,0,13,3,3,12,0,0,32,0,0,0,3,0,0,0,0,0,5,7,5,9,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,4,14,3,7,18,7,0,55,0,0,3,12,4,0,0,0,0,26,0,0,0,0,4,6,10,9,0,33,0,0,0,4,0,4,3,0,0,8,4,3,18,40,38,33,57,37,13,245,96,220,174,459,409,467,476,263,108,2672,1727,3626,2842,5612,4039,4650,4577,2221,752,30038,0,0,0,0,0,0,0,0,0,0,1425,3274,2369,5010,3219,3788,3206,1556,812,24660,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,3,0,10,15,6,7,0,0,42,0,0,0,8,0,4,4,3,0,14
20504,0,0,0,4,0,5,6,11,0,26,0,3,3,25,5,11,3,0,0,59,0,3,0,0,0,0,0,0,0,8,0,6,3,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,4,5,15,18,7,3,3,0,56,0,0,0,12,5,3,0,0,0,26,0,0,0,3,7,8,8,3,3,24,0,0,0,4,5,0,0,0,0,14,4,44,52,99,64,67,93,52,24,500,139,300,385,727,461,501,422,246,96,3271,2266,4530,4626,8355,4709,4944,3729,1883,655,35700,0,0,0,0,0,0,0,0,0,0,1938,3932,3945,7312,3898,3819,2393,1340,589,29160,0,4,0,15,0,0,0,0,0,24,0,0,0,3,0,4,0,3,0,13,0,0,6,5,0,0,0,0,0,16,0,3,4,6,7,6,3,3,0,36,0,0,0,4,3,3,0,0,0,9
20505,0,0,0,0,0,5,3,0,0,8,0,0,4,18,4,6,3,0,0,36,0,0,7,9,0,0,0,0,0,13,0,6,5,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,0,5,4,14,5,5,13,3,3,50,0,3,7,45,24,8,3,0,0,93,0,0,0,0,3,0,5,0,0,16,0,0,0,7,0,0,3,0,0,10,0,12,7,41,18,29,33,20,5,167,67,170,180,406,253,334,279,158,47,1903,1251,2668,2492,5037,2769,3195,2589,1228,395,21631,0,0,0,0,0,0,0,0,0,0,1106,2254,1912,3864,2345,2476,1736,935,469,17111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,5,0,0,5,8,3,3,3,0,0,25,0,0,0,0,0,3,0,0,0,5
20601,0,0,0,7,9,6,4,7,3,30,3,3,7,74,15,8,10,7,4,130,0,0,3,43,0,3,0,0,0,60,0,12,15,36,8,0,0,0,0,69,0,0,0,9,4,9,3,5,4,33,0,0,3,61,91,52,42,9,4,277,8,17,22,167,40,11,15,0,0,271,0,16,21,100,33,48,15,7,0,242,0,0,0,16,3,0,7,3,0,30,0,0,3,16,0,3,0,0,0,19,12,48,122,692,155,108,118,51,28,1329,110,162,319,1160,328,238,153,143,59,2681,2363,3666,5263,17466,5058,3459,2215,1561,667,41727,0,0,0,8,0,0,0,0,0,10,2062,3127,4291,11283,3466,2244,847,387,294,27999,0,12,7,54,6,3,0,0,0,77,0,0,0,21,4,5,5,6,0,40,0,0,3,6,0,0,0,0,0,17,3,0,13,105,14,11,3,0,0,144,3,3,4,40,8,8,3,0,4,75
20602,0,0,0,3,9,0,9,7,5,24,0,0,9,53,8,11,10,0,0,90,0,0,0,12,0,0,0,0,0,12,7,6,7,15,3,0,0,0,0,40,0,0,3,12,7,23,12,12,6,80,0,0,0,6,5,3,3,3,0,19,5,18,6,61,21,23,3,3,3,145,0,0,12,57,40,42,16,8,0,186,0,0,0,9,5,0,0,0,0,22,0,0,3,4,0,0,0,0,0,12,4,12,46,279,88,66,66,33,26,624,83,128,157,677,214,163,108,100,38,1678,1523,2764,2696,9043,3467,2282,1371,1042,393,24589,0,0,0,3,0,0,0,0,0,3,1350,2430,2409,6958,2799,1583,589,270,223,18608,0,0,0,8,0,0,0,0,0,10,0,0,0,5,0,4,3,0,0,11,0,0,0,8,4,4,4,0,0,13,0,3,8,56,20,6,0,0,0,103,0,0,0,6,7,3,3,3,0,23
20603,0,0,0,3,3,10,9,0,0,25,0,11,9,71,22,10,14,3,0,142,0,0,3,32,3,0,0,0,0,40,0,3,6,33,0,0,4,0,0,48,0,0,0,7,6,7,3,0,0,27,0,0,0,31,22,6,4,0,0,71,4,18,9,55,16,16,11,0,0,122,0,30,41,154,99,104,36,24,12,494,0,0,0,6,3,0,3,0,0,17,0,0,0,7,4,0,0,0,0,19,31,71,163,624,203,134,101,43,32,1404,148,217,236,870,303,244,163,107,52,2336,1952,3632,4300,10682,4376,3463,2079,1048,525,32066,0,0,0,3,0,0,0,0,0,6,1598,3008,3347,6633,3195,2424,1097,600,495,22412,0,0,3,24,3,0,0,0,0,31,0,0,3,13,5,11,8,8,0,38,0,0,0,8,3,4,3,0,0,22,9,10,5,51,14,0,5,0,0,94,0,0,7,34,11,11,15,3,3,74
20604,0,0,0,14,6,9,3,3,0,40,0,5,92,203,17,16,5,3,0,349,4,0,190,444,11,7,3,3,0,663,3,6,210,403,12,0,0,0,0,638,0,5,0,29,11,4,3,0,0,59,0,0,12,85,14,14,6,5,0,140,7,37,102,274,62,32,21,7,0,542,3,23,195,301,91,88,35,20,5,762,0,0,12,20,8,4,5,6,0,46,0,0,8,32,8,3,0,0,0,50,61,78,876,2176,246,144,111,84,9,3791,257,258,1810,3646,666,548,419,166,111,7888,2174,2219,18074,30793,4840,3829,2657,1091,459,66144,0,3,3,11,3,0,0,0,0,17,1559,1403,4454,8310,2081,1853,1248,526,292,21720,0,0,24,32,0,5,0,0,0,67,0,0,0,25,5,11,3,0,0,48,0,0,27,21,3,0,3,0,0,64,8,3,64,178,15,16,0,0,3,287,0,0,9,100,9,6,4,3,3,131
