SA3_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
21204,0,0,8,71,59,74,74,55,10,343,21,171,349,1853,464,401,363,149,41,3814,0,6,12,81,8,9,0,0,0,118,15,90,71,279,7,14,0,0,0,478,0,0,13,170,112,109,52,34,11,505,0,4,22,92,127,83,69,28,6,426,8,25,14,31,22,15,4,3,0,126,31,132,454,2056,1631,1413,494,188,90,6493,0,0,0,4,6,4,6,10,0,36,0,4,5,47,4,4,0,0,0,61,66,262,457,1500,773,721,526,293,101,4704,368,572,745,1775,757,672,557,368,123,5951,6332,10626,13876,30049,11267,9764,7409,4151,1408,94898,30,155,392,724,146,52,29,12,4,1547,5114,7054,6143,6818,2778,2569,2135,1150,724,34504,11,26,40,181,38,20,3,0,0,319,0,5,53,247,219,159,82,53,12,833,18,100,426,1730,741,580,316,107,55,4065,3,0,10,23,3,4,0,0,4,47,0,0,0,56,61,72,99,42,12,340
21205,0,0,0,14,27,27,19,21,12,123,34,243,493,1279,524,405,289,103,42,3402,4,14,45,173,34,37,13,0,4,321,10,9,41,76,15,6,10,0,0,170,0,0,0,13,10,10,7,8,3,49,0,0,7,34,41,32,40,30,10,195,17,46,58,67,52,21,18,7,3,277,6,31,122,366,309,269,97,27,13,1242,0,0,4,7,8,10,4,15,4,45,0,0,15,30,10,3,3,0,0,66,45,158,305,771,351,327,336,264,98,2653,211,335,660,1236,506,414,360,343,167,4235,4598,9654,15127,24115,10665,8355,6765,4903,1922,86102,0,0,12,54,30,13,3,3,0,117,3547,6582,6590,7839,4598,3496,3195,2543,1516,39902,5,21,34,139,34,19,6,0,0,260,0,0,0,23,13,11,9,0,0,59,0,3,27,83,72,38,26,10,0,252,0,7,21,39,15,15,4,3,3,110,0,9,0,38,25,17,23,4,0,114
21301,0,0,9,46,41,93,81,60,7,342,6,62,161,569,170,105,47,17,3,1135,0,3,10,44,0,7,3,0,0,65,5,24,38,86,12,3,4,0,0,168,3,14,29,204,262,416,413,119,29,1485,0,3,19,122,82,65,38,9,6,343,3,22,26,43,21,10,7,0,0,137,68,234,785,3525,2485,1870,582,177,54,9772,0,0,0,0,5,5,5,7,0,18,0,0,3,14,4,8,0,0,0,28,43,290,646,1954,1071,883,731,349,136,6095,440,698,839,2025,850,855,694,363,127,6887,6436,11126,13861,28262,11701,10191,7151,3349,961,93039,0,8,29,61,16,6,3,0,0,124,5218,8235,7970,9729,3902,2901,1272,512,334,40083,4,9,24,138,18,9,3,0,0,204,0,0,42,199,149,115,65,41,3,624,0,0,0,32,32,23,8,6,3,117,0,9,10,29,5,4,0,0,0,56,0,6,11,92,89,89,84,20,7,397
21302,0,0,0,5,31,45,24,36,4,150,0,3,13,58,17,15,11,3,0,111,0,0,0,6,0,0,0,0,0,9,7,16,5,27,6,0,0,0,0,55,0,0,3,36,84,68,100,46,6,346,0,0,6,18,6,8,0,3,0,30,8,18,17,48,27,19,5,0,0,148,11,14,17,173,149,155,52,6,5,589,0,0,0,9,9,10,3,0,0,33,0,0,0,10,10,0,0,0,0,20,15,70,73,471,225,185,150,104,48,1348,144,225,227,721,374,337,245,194,75,2539,2940,4976,4740,12095,5881,4775,3125,1815,720,41066,0,0,0,0,0,0,0,0,0,0,2507,4234,3600,7632,3970,2738,1422,833,523,27460,0,0,4,38,4,0,0,0,0,50,0,0,7,22,13,16,3,9,3,75,0,0,3,21,10,13,10,3,0,66,0,3,9,47,20,12,3,3,0,97,0,0,3,18,15,6,7,7,0,63
21303,0,0,3,10,16,14,13,10,9,71,0,7,60,145,20,9,8,0,0,260,0,0,7,43,0,3,0,0,0,55,5,11,14,49,11,0,3,0,0,91,0,0,3,25,35,52,62,41,7,220,0,0,0,39,24,15,5,4,0,91,6,5,13,78,27,11,3,0,0,149,18,56,326,1171,716,735,284,114,46,3458,0,0,0,15,7,3,3,0,0,30,0,0,0,28,3,3,0,0,0,35,31,53,283,934,306,180,116,78,19,2004,187,222,417,1210,376,294,197,132,77,3101,2945,3803,5710,16855,4908,3613,1939,1109,522,41405,0,0,0,3,0,0,0,0,0,10,2381,3084,3163,7781,2428,1411,561,376,350,21540,4,13,31,160,10,3,0,0,0,210,0,3,6,30,16,24,16,7,0,102,0,4,0,18,16,19,6,3,0,61,0,3,11,53,8,4,3,0,0,89,0,0,3,23,17,16,20,6,4,92
21304,0,0,0,24,40,42,37,18,4,168,4,46,49,279,131,73,44,8,3,632,0,0,6,16,0,0,0,0,0,23,4,16,15,35,3,0,3,0,0,80,3,3,10,154,152,141,98,12,3,574,0,0,3,39,46,21,14,6,0,132,8,27,12,49,21,13,7,0,0,144,6,27,47,384,200,117,39,11,9,831,0,0,0,9,11,6,7,8,0,46,0,3,11,39,19,0,0,0,0,70,20,259,422,1246,681,470,292,91,26,3511,356,677,536,1484,678,540,389,174,46,4869,6481,12363,10052,23484,9551,6988,4672,1652,421,75666,0,0,6,43,15,6,3,0,0,68,5707,10100,7349,15085,5372,3796,2181,883,394,50861,0,8,3,64,5,7,0,0,0,92,0,0,12,113,68,44,17,3,0,258,0,0,0,16,9,8,0,0,0,38,0,4,4,29,8,6,3,0,0,60,0,3,10,97,69,47,36,11,4,284
21305,0,0,3,35,46,65,30,23,0,210,8,90,80,588,185,70,42,12,0,1078,0,4,10,60,9,4,3,0,0,90,28,269,229,148,22,5,4,0,0,709,0,4,12,73,86,85,55,7,3,328,0,0,11,31,33,18,6,0,0,101,16,77,29,83,39,18,11,3,0,274,3,21,48,352,161,109,48,5,3,749,0,8,8,28,21,19,3,7,0,91,0,3,20,75,29,10,0,0,0,143,77,437,697,2210,1039,550,277,140,26,5452,527,777,760,2154,806,613,420,189,73,6327,11284,16995,13812,39442,13021,8977,5248,2060,529,111366,0,3,10,51,23,11,3,0,0,98,9167,11523,8079,14614,6311,4268,2487,1047,413,57896,10,59,60,561,55,21,4,0,0,766,0,0,7,98,53,31,15,4,0,209,0,0,4,63,19,27,5,5,0,127,0,9,11,58,16,18,9,0,0,125,0,3,10,81,52,58,37,4,0,236
21401,0,0,0,6,21,20,15,9,3,72,0,3,18,104,50,64,34,17,3,288,0,0,5,9,4,4,0,0,0,22,12,11,12,28,3,0,0,0,0,67,0,0,3,5,9,4,0,0,0,22,0,0,0,15,18,10,6,0,0,53,3,10,15,65,30,27,20,8,0,188,0,5,8,35,8,0,0,0,0,62,0,7,0,29,25,25,27,10,3,127,0,3,14,38,15,9,5,0,0,76,11,76,92,461,254,226,180,107,43,1459,264,457,496,1241,653,621,450,251,116,4556,4690,8256,8215,18108,9126,7799,5484,2728,1019,65418,0,0,5,32,15,12,3,0,0,72,4019,6722,6807,13467,6359,5117,3597,1749,952,48783,0,0,3,12,3,0,0,0,0,14,0,0,6,27,24,30,11,9,4,105,0,0,8,35,10,4,6,0,0,59,0,3,9,45,14,14,8,4,0,99,0,0,5,27,16,27,12,4,0,93
21402,0,0,0,3,9,10,14,10,4,57,0,0,0,13,14,22,21,11,3,88,0,0,0,3,0,0,0,0,0,3,0,9,15,8,3,0,0,0,0,40,0,0,0,3,3,11,3,4,0,23,0,0,0,7,4,3,8,3,0,26,3,18,26,57,54,34,50,10,8,267,0,3,3,15,0,0,0,0,0,20,4,10,12,22,32,21,33,19,11,170,0,0,6,19,3,9,0,0,0,29,8,35,38,143,134,149,213,133,46,903,183,417,436,947,714,735,761,577,224,5001,4146,9639,8641,14917,10160,9847,9726,5753,2036,74875,0,0,0,0,0,3,0,0,0,4,3607,8209,6636,13034,7995,7830,7208,3820,1936,60275,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,13,0,0,3,20,3,0,0,0,0,26,4,16,12,54,28,34,14,8,3,170,0,0,0,9,10,14,5,5,0,48
21501,0,0,0,3,0,4,4,6,0,17,0,7,0,14,3,0,0,0,0,30,0,0,3,23,0,0,0,0,0,25,0,16,13,14,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,0,4,0,0,21,0,3,3,12,3,9,5,0,0,39,0,0,0,10,6,0,0,0,0,17,0,0,0,0,3,9,3,0,0,11,0,0,0,4,5,5,0,0,0,14,0,14,9,58,27,29,32,20,6,199,87,180,166,448,322,378,319,200,85,2188,1647,3476,3222,6142,3988,4529,3666,2061,762,29485,0,0,0,0,0,0,0,0,0,0,1320,3004,2650,4925,3432,3637,2919,1863,1094,24843,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0
21502,0,0,0,0,0,12,5,3,3,24,0,3,3,24,9,0,4,0,0,45,0,0,6,36,0,0,0,0,0,49,4,7,4,11,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,5,28,52,23,24,8,0,143,0,0,3,5,8,4,0,0,0,17,0,0,3,21,14,21,10,0,0,75,0,0,0,0,3,0,3,0,0,7,0,0,0,4,3,0,0,0,0,8,5,20,30,111,48,49,36,23,10,336,101,248,278,608,384,416,340,208,72,2663,1698,3536,3385,6197,3447,3548,2751,1382,531,26481,0,16,19,38,12,5,3,0,0,94,1522,2988,2747,5018,2862,2811,2000,1222,643,21820,0,0,0,7,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,6,10,3,3,0,0,0,23,0,0,0,3,3,0,0,0,3,15,0,0,0,0,0,0,0,0,0,3
21503,0,0,0,0,0,0,3,4,0,5,0,0,0,22,0,0,3,0,0,31,0,0,3,26,0,0,0,0,0,24,0,4,5,6,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,4,3,0,0,13,0,3,3,28,13,19,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,5,13,49,26,27,29,4,0,157,103,211,193,453,323,369,307,208,90,2262,1102,2370,2133,3811,2495,2768,2238,1333,498,18753,0,4,9,13,3,3,0,0,0,35,899,1933,1637,2877,1929,2047,1680,1171,630,14811,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,24,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
21601,0,0,0,0,0,0,4,0,0,7,0,0,3,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,9,0,0,0,0,3,0,0,0,0,4,0,3,3,6,5,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,0,0,0,0,0,0,9,0,3,0,17,13,14,22,17,4,92,65,134,124,295,234,271,248,167,62,1610,1026,2373,2178,3576,2460,2685,2316,1315,437,18368,0,0,0,0,0,0,0,0,0,0,981,2026,1734,3259,2194,2186,1717,1111,545,15758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,3,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0
21602,0,0,0,0,0,0,5,7,0,9,0,0,0,5,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15,14,11,15,0,67,51,105,120,239,169,237,227,132,50,1341,834,1822,1634,2737,1841,2123,1962,1175,387,14514,0,0,0,0,0,0,0,0,0,0,705,1566,1275,2314,1558,1671,1465,911,436,11909,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,4,0,0,0,6,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,4
21603,0,0,0,0,7,0,8,0,0,14,4,11,3,34,13,7,0,0,0,73,0,0,6,25,0,0,0,0,0,35,0,0,3,10,0,0,3,0,0,17,0,0,0,0,0,12,15,9,0,35,0,7,9,36,48,18,15,6,0,132,0,3,6,17,3,3,3,0,0,33,0,0,0,18,7,3,0,0,0,25,0,0,0,0,0,3,3,0,3,14,0,3,3,3,4,0,0,0,0,15,5,63,103,219,94,74,38,23,13,639,165,287,291,690,430,409,355,206,74,2908,2153,4423,4048,7675,4207,3869,3063,1631,546,31618,0,27,115,124,30,3,6,0,0,298,1849,3482,3024,5501,3346,3062,2188,1296,644,24386,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,10,9,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0
21701,0,0,0,0,0,0,0,0,0,4,0,5,0,9,5,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,17,0,0,0,6,3,0,0,0,0,6,0,0,0,3,0,0,3,0,3,9,0,6,3,0,3,0,3,0,0,17,0,7,5,13,7,17,13,10,6,83,46,115,134,303,243,270,242,144,53,1561,904,2138,2058,3336,2526,2766,2272,1134,407,17543,0,0,0,0,0,0,0,0,0,0,860,1830,1581,2987,2163,2295,1710,980,592,15007,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0
21703,0,0,0,0,0,3,3,0,0,10,0,0,0,3,0,0,3,0,0,14,0,0,3,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,8,8,0,0,28,0,0,0,6,3,0,0,0,0,11,0,0,0,0,0,0,3,4,4,7,0,0,0,5,0,3,0,0,0,9,0,7,14,54,20,15,17,13,3,146,52,137,143,314,252,280,256,154,44,1628,1044,2447,2156,3781,2550,2731,2293,1186,393,18574,0,0,0,0,0,0,0,0,0,0,936,1975,1708,3049,2139,2296,1735,1093,534,15455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,16,0,0,0,0,0,0,3,0,0,3
21704,0,0,0,0,0,0,0,0,0,0,5,10,0,20,9,0,3,0,0,48,0,0,20,87,0,0,0,0,0,104,0,8,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,10,3,8,10,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,8,0,11,10,36,15,7,13,13,3,104,72,194,214,428,288,299,249,163,67,1981,1508,3337,3145,5609,3225,3270,2551,1266,476,24386,0,0,0,0,0,0,0,0,0,0,1311,2935,2633,4783,2988,2883,2134,1231,672,21579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,9,11,3,4,0,0,25,0,0,0,3,0,0,0,0,0,3
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,11,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,3,0,0,0,7,0,0,7,7,0,3,0,0,0,16,0,3,3,10,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,7,6,0,0,0,0,19,4,3,8,5,7,3,3,0,0,21,0,0,3,7,7,7,3,0,0,35,0,0,0,6,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,3,10,30,88,24,10,8,3,0,176,28,32,98,304,105,71,44,6,0,689,215,173,624,1864,628,460,283,72,9,4331,0,0,3,3,0,0,0,0,0,3,124,139,304,665,210,210,116,24,17,1804,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,7,8,0,0,3,0,0,12,0,0,0,8,0,0,0,0,0,10
