SA3_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
20505,6,37,115,11,67,118,346,7,31,16,3,14,0,70,81,213,113,13,31,7,455,290,106,175,22,32,4,625,280,18,116,14,24,4,454,532,10,124,9,66,5,737,431,10,61,3,53,3,556,219,0,30,0,7,0,255,42,0,9,0,4,0,54,7,0,0,0,0,0,5,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,7,30,24,64,11,41,6,170,1932,437,825,79,328,140,3734
20601,24,39,188,9,5,91,362,12,41,12,13,3,0,79,51,346,59,26,11,5,496,143,100,124,26,7,4,409,194,47,91,14,7,3,361,892,40,185,23,18,3,1156,2175,44,431,4,14,5,2677,3549,28,497,6,18,7,4113,2262,5,331,3,12,5,2625,998,3,160,0,15,3,1180,404,3,78,0,0,0,486,127,0,41,0,3,0,175,58,0,19,0,0,0,71,105,0,28,0,3,0,138,156,37,95,12,17,20,337,11146,739,2349,144,133,158,14664
20602,15,56,92,9,6,74,241,0,39,9,17,0,3,61,18,285,32,9,9,3,362,81,64,67,17,3,0,227,170,49,44,10,5,0,284,777,24,86,15,0,4,909,1268,30,188,15,6,7,1515,1309,13,238,8,6,7,1575,1203,4,190,0,9,4,1408,709,3,87,0,0,0,794,296,0,37,0,0,0,329,103,0,34,3,0,0,139,40,0,9,0,0,0,48,62,0,12,0,0,0,74,93,41,47,7,7,7,204,6144,601,1149,104,59,106,8166
20603,14,137,124,7,8,74,361,5,106,11,8,0,0,130,33,705,52,13,13,5,820,96,280,85,48,4,3,516,109,119,57,7,3,0,299,718,166,113,21,9,5,1026,1682,132,278,29,28,4,2153,2393,23,293,10,13,7,2737,1078,6,160,0,7,3,1257,445,7,59,0,0,3,509,185,3,24,0,0,0,210,65,3,19,0,0,0,90,31,0,3,0,0,0,39,68,0,12,0,0,0,79,112,112,59,29,7,17,336,7037,1808,1342,166,87,128,10572
20604,96,109,577,18,50,199,1054,6,141,11,7,3,0,159,69,870,114,33,20,9,1108,164,387,200,82,37,5,869,157,172,159,54,11,4,555,779,248,333,94,69,4,1535,2849,249,601,137,120,18,3986,7615,121,955,81,161,26,8950,7390,42,915,42,112,21,8522,4448,25,596,15,79,11,5173,1821,9,265,9,35,11,2143,838,3,151,0,18,3,1025,410,0,97,0,11,0,519,705,0,160,0,17,5,889,494,141,311,48,72,41,1106,27831,2527,5442,626,802,364,37595
20605,32,106,234,12,15,111,508,13,106,12,11,0,0,144,32,957,64,47,6,6,1114,125,349,144,134,7,10,772,191,159,93,63,3,11,527,1070,81,228,32,9,5,1433,3061,76,459,30,25,9,3660,5583,50,672,12,21,14,6349,3569,12,493,0,10,15,4103,1951,4,321,0,10,6,2288,1035,0,145,3,3,3,1197,565,3,96,0,3,0,665,296,0,52,0,0,3,351,605,0,95,0,4,4,716,293,103,134,25,18,22,591,18434,2004,3248,370,135,221,24411
20606,31,38,201,5,5,95,377,8,65,5,3,0,0,81,14,527,40,44,9,8,650,72,164,65,34,5,4,350,84,80,66,0,5,0,239,406,35,127,0,6,0,582,1984,46,285,3,8,8,2330,3719,43,432,0,12,7,4216,2382,0,283,0,12,5,2680,1428,3,212,0,5,3,1651,660,0,72,0,6,0,735,341,0,44,0,0,0,382,181,0,28,0,0,0,207,429,0,80,0,4,0,513,185,73,90,9,16,10,382,11923,1074,2027,104,97,144,15373
20607,23,174,157,16,13,83,465,8,214,13,14,0,0,249,25,1323,71,76,15,21,1529,78,589,88,77,15,4,847,85,310,60,77,5,0,532,411,273,142,41,8,3,881,1415,231,367,38,26,3,2093,3087,103,478,3,8,11,3694,3007,18,557,0,9,11,3596,2178,10,388,3,8,3,2593,1156,7,195,3,3,3,1364,588,4,95,0,3,3,696,309,0,57,0,3,0,379,363,0,65,0,0,3,436,214,173,107,32,11,20,555,12953,3426,2848,375,145,175,19915
20701,35,23,325,24,29,210,647,4,24,11,20,0,3,68,42,218,81,34,8,0,387,133,59,151,60,5,0,412,194,50,126,32,13,4,415,471,20,190,28,18,6,736,1882,13,367,13,22,8,2303,4822,18,614,11,29,3,5497,2551,6,421,9,14,11,3005,1305,0,193,0,12,3,1509,794,0,127,0,3,0,931,503,3,67,3,6,0,579,328,0,44,0,0,0,379,670,0,109,0,3,3,789,235,39,170,37,21,28,535,13976,468,3005,268,189,287,18192
20702,15,3,195,4,10,90,322,4,0,3,0,0,0,12,14,43,38,3,4,0,104,22,25,53,18,11,0,132,20,5,25,0,3,0,60,66,13,72,11,3,0,160,432,19,174,10,12,3,651,1945,3,303,7,24,12,2294,1338,0,188,4,9,5,1539,562,0,64,0,3,3,630,185,0,18,0,0,0,205,69,0,13,0,0,0,80,24,0,7,0,0,0,26,63,0,16,0,3,0,78,106,15,125,13,10,9,272,4858,138,1281,73,97,121,6565
20703,23,34,228,11,16,93,408,3,29,15,25,0,4,73,49,226,118,43,23,4,456,103,106,148,59,36,7,454,252,64,100,43,23,0,486,299,58,154,24,15,0,554,1184,51,312,20,41,8,1608,3125,33,463,15,43,10,3680,1436,11,270,9,28,5,1757,559,0,101,3,10,0,672,249,0,58,0,10,0,309,73,0,28,0,5,0,110,32,0,8,0,8,0,39,81,0,23,0,5,3,113,128,40,156,23,30,25,399,7585,639,2181,262,286,166,11120
20801,12,38,168,9,12,103,341,3,32,11,0,3,3,56,10,405,35,16,10,5,487,23,96,36,44,6,0,213,28,51,47,15,3,0,137,109,38,81,15,9,3,260,522,53,160,0,4,0,739,1272,21,228,3,6,4,1536,1073,7,217,3,3,0,1310,659,0,110,3,4,5,780,419,0,63,0,4,3,483,366,0,65,0,0,0,430,256,0,37,0,3,3,291,636,0,130,0,10,0,769,117,44,63,9,15,6,252,5496,791,1446,119,84,142,8080
20802,29,26,310,20,8,196,587,3,18,12,29,0,3,76,45,227,97,41,13,3,423,110,84,201,66,15,0,483,206,42,131,12,3,3,402,1401,20,235,21,22,7,1708,2504,31,479,11,28,4,3052,4355,8,714,3,29,17,5124,2626,13,421,4,26,3,3092,1204,0,205,0,6,0,1416,675,0,120,0,4,0,806,338,0,81,0,0,3,424,174,0,30,0,0,0,211,252,0,63,0,3,0,318,235,43,168,23,25,27,527,14162,522,3281,230,185,275,18652
20803,13,26,157,5,11,113,331,4,29,21,8,0,0,67,27,322,65,25,7,5,452,85,113,110,52,24,3,393,141,42,100,13,17,0,317,670,53,204,20,51,5,992,2020,29,377,12,28,7,2472,2873,31,393,3,15,8,3328,1326,5,180,4,6,3,1527,555,0,63,0,0,0,625,222,0,18,0,0,0,241,81,0,18,0,0,0,94,36,0,4,0,0,0,43,82,0,19,0,0,0,104,158,45,89,8,30,12,344,8304,690,1807,151,203,168,11325
20804,6,9,69,11,3,40,133,0,12,6,8,0,0,24,11,55,32,17,5,3,117,38,11,55,20,5,4,139,32,8,22,9,3,0,74,336,11,74,18,3,0,444,741,3,119,4,5,0,873,1389,5,171,5,3,0,1579,548,0,86,0,6,0,644,317,0,60,0,0,3,382,176,0,32,0,0,0,215,112,0,28,0,0,0,142,70,0,14,0,0,0,83,177,0,35,0,0,0,214,81,10,48,9,15,6,173,4043,124,845,101,57,56,5234
20901,17,75,166,10,7,96,374,9,56,12,27,6,3,109,28,542,77,45,17,5,716,30,191,95,52,18,3,389,42,114,103,20,9,5,296,266,136,161,33,60,8,670,2080,138,430,31,63,13,2748,2944,79,405,7,34,9,3475,1050,19,164,0,13,4,1247,264,7,52,0,3,5,321,93,5,26,0,0,0,122,44,0,12,0,0,0,58,14,0,4,0,0,0,20,68,0,26,0,0,0,96,108,95,97,27,20,14,362,7057,1460,1816,253,253,165,11003
20902,28,96,170,11,12,110,421,4,62,18,6,0,0,97,49,643,91,17,25,6,834,148,237,159,41,11,5,604,214,132,106,9,12,7,473,670,102,195,14,23,3,1012,3137,124,524,8,78,11,3881,3130,80,418,6,36,8,3686,762,8,138,3,13,5,918,146,3,48,0,7,0,213,53,0,19,0,0,0,72,26,0,6,0,0,0,34,7,0,7,0,0,0,13,75,3,22,0,3,0,98,157,133,103,19,28,25,459,8612,1624,2027,139,235,180,12818
20903,0,6,72,3,8,58,144,4,4,6,3,0,0,16,5,51,30,12,0,0,100,9,11,43,0,3,0,60,16,3,35,0,0,0,62,32,6,45,3,3,0,87,236,5,110,0,9,6,358,483,0,93,0,3,3,584,249,0,49,0,0,0,307,97,0,18,0,0,0,116,39,0,4,0,0,0,43,13,0,3,0,0,0,20,6,0,0,0,0,0,6,11,0,4,0,0,0,16,25,14,37,3,6,7,89,1223,103,549,24,36,69,2003
20904,48,30,256,9,14,131,487,8,26,3,4,3,0,49,39,172,78,6,13,3,313,74,126,132,29,26,7,396,69,46,126,21,12,0,279,567,75,299,34,79,4,1060,5975,89,930,41,135,25,7193,4466,51,456,6,67,20,5077,464,6,90,0,9,4,573,86,3,29,0,4,3,121,29,0,14,3,0,0,45,29,3,8,5,5,0,52,13,0,5,0,0,0,19,87,0,14,0,0,0,103,264,40,161,12,25,29,542,12207,666,2610,178,407,228,16297
21001,6,3,100,0,4,56,165,3,3,5,0,0,0,12,6,44,23,0,0,0,79,19,15,39,8,0,0,83,27,16,26,3,0,0,72,106,11,66,0,3,0,189,793,10,196,0,12,0,1012,1253,4,178,0,12,7,1461,430,0,53,0,6,0,494,119,0,21,0,0,0,137,30,0,4,0,0,0,36,7,0,0,0,0,0,12,6,0,0,0,0,0,6,23,0,10,0,0,0,26,51,4,45,7,5,4,118,2888,112,763,19,47,71,3912
21002,3,3,34,14,14,46,107,3,9,4,9,0,0,25,4,11,28,0,3,0,50,0,12,24,6,7,0,49,13,4,33,0,12,0,59,53,3,41,3,8,0,108,229,6,96,0,4,4,337,273,0,64,0,3,0,342,94,0,23,0,0,0,118,30,0,5,0,0,0,39,10,0,5,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,5,14,3,18,3,9,3,41,739,46,377,41,50,57,1305
21003,23,35,126,9,7,73,278,3,27,8,0,0,0,47,28,257,49,3,13,4,359,84,100,82,12,7,3,286,84,52,71,3,5,3,219,360,41,140,5,22,8,578,2109,66,460,5,90,15,2742,2528,16,322,0,28,13,2911,387,0,54,0,3,6,460,62,3,14,0,0,0,77,20,0,6,0,0,0,26,12,0,7,0,0,0,15,7,0,3,0,3,0,13,43,0,10,0,5,0,56,139,44,92,9,22,11,314,5894,647,1443,54,216,137,8379
21004,3,5,44,0,0,23,78,0,0,3,0,0,0,10,0,60,11,3,0,0,81,25,26,43,6,0,4,105,41,5,38,3,0,0,89,187,3,106,3,3,0,301,1062,11,185,3,7,4,1272,586,3,76,0,3,3,666,78,0,18,0,0,0,95,22,0,9,0,0,0,27,7,0,3,0,0,0,11,4,0,0,0,0,0,5,4,0,0,0,0,0,3,15,0,4,0,0,0,15,33,8,27,3,0,0,77,2062,135,571,27,21,32,2845
21005,38,59,168,10,17,105,394,5,58,6,4,5,0,74,30,438,67,8,20,3,558,46,222,99,18,36,4,438,56,135,114,22,23,0,362,312,157,233,24,98,12,828,3928,160,948,33,278,29,5379,2573,84,387,9,96,8,3158,163,14,61,4,13,4,253,24,0,16,3,0,0,44,28,3,10,0,6,0,48,13,3,3,0,0,0,27,9,0,6,0,0,0,17,70,0,19,0,7,0,94,142,97,137,9,29,32,441,7446,1431,2280,145,622,191,12116
21101,20,43,178,11,17,95,364,3,36,19,18,6,3,87,21,362,95,28,20,4,522,43,133,109,26,34,3,344,56,87,109,14,3,0,264,267,69,144,33,3,8,526,1851,72,508,21,16,12,2475,3657,66,452,8,30,8,4221,913,6,95,4,12,0,1033,173,3,20,0,3,0,197,58,0,9,0,0,0,65,18,0,3,0,0,0,25,7,0,0,0,0,0,13,47,0,11,0,3,0,55,146,62,117,31,22,24,391,7281,934,1862,185,158,147,10577
