SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC20011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20012,6,4,10,27,44,68,0,0,0,5,3,9,0,0,0,62,65,129,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,9,14,0,0,0,0,0,0,13,15,29,0,5,10,0,0,0,113,159,263,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,5,231,203,432,0,0,0,0,0,0,232,202,432,39,49,84,389,413,802
SSC20013,0,0,0,15,20,37,0,0,0,0,0,0,0,0,0,21,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,3,0,0,0,43,44,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,36,0,0,0,0,0,0,24,18,36,7,4,16,73,66,146
SSC20014,54,79,137,198,256,457,0,4,3,16,25,45,0,0,0,1580,1798,3375,0,7,4,179,203,380,5,10,13,3,0,5,3,13,17,4,9,18,3,9,14,25,33,53,46,54,98,3,3,9,3,4,11,73,107,175,50,46,102,0,0,0,2193,2574,4774,91,88,174,51,51,99,0,0,0,0,0,0,21,20,43,8,3,15,29,25,55,897,758,1649,6,5,11,4,0,5,908,763,1667,327,329,658,3655,3906,7564
SSC20015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20016,337,345,683,74,92,163,0,0,0,75,72,143,0,0,0,811,790,1598,0,0,3,151,150,298,3,6,11,14,10,25,12,11,23,16,24,37,3,6,13,40,46,92,41,35,70,3,0,3,8,10,17,24,33,57,112,107,222,4,0,7,1384,1393,2774,47,46,93,233,220,459,0,0,0,0,0,0,49,43,92,8,9,20,61,51,114,477,415,887,3,0,3,4,3,3,479,415,899,262,211,480,2813,2679,5491
SSC20017,25,42,63,295,336,632,0,0,0,11,13,32,0,0,0,515,626,1142,3,0,5,306,320,633,0,0,3,3,0,5,7,6,13,0,3,6,4,6,8,4,4,10,43,48,94,3,0,3,0,0,0,54,58,116,30,44,78,0,0,0,1298,1478,2776,73,41,111,17,18,34,15,26,42,0,0,0,3,0,5,4,3,7,10,4,15,1244,1194,2443,11,4,14,7,10,14,1257,1205,2468,353,352,706,3051,3167,6215
SSC20018,6,0,3,22,25,45,0,0,0,0,3,3,0,0,0,14,31,43,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,0,0,0,0,0,0,5,10,12,4,4,6,5,0,4,59,74,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,33,90,0,0,0,0,0,0,55,32,89,19,10,29,143,119,262
SSC20019,0,0,0,9,16,22,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,27,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,29,0,0,0,0,0,0,18,12,29,3,0,7,33,42,81
SSC20020,139,148,285,96,117,211,0,0,0,15,14,36,0,0,0,530,545,1073,3,3,4,66,51,123,10,12,19,3,3,3,3,8,13,12,15,30,15,10,24,29,24,51,32,42,83,3,0,4,4,0,4,22,19,40,44,40,90,3,0,7,896,914,1810,323,152,481,280,137,418,0,3,7,0,0,0,87,65,153,5,6,14,91,76,172,509,462,967,13,6,17,0,3,3,524,470,991,313,265,583,2567,2166,4731
SSC20021,3,7,10,214,284,500,0,0,0,16,27,48,0,0,0,220,237,456,6,0,6,3,6,4,5,9,16,0,0,4,3,11,17,0,0,0,0,0,0,8,19,27,45,42,88,0,3,3,4,7,14,64,101,157,25,37,63,0,0,0,609,785,1395,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,6,3,0,6,3,545,448,995,4,3,7,5,7,12,556,457,1016,136,126,260,1310,1389,2695
SSC20022,41,52,95,420,532,952,0,0,0,40,49,86,10,6,21,1189,1303,2496,36,51,91,35,45,81,3,6,12,0,3,3,20,28,43,0,3,7,10,9,13,28,32,62,106,136,244,7,21,29,10,8,16,273,370,641,77,77,153,0,0,0,2270,2684,4954,69,67,140,52,32,78,3,3,9,0,0,0,18,23,44,7,10,20,30,35,65,1624,1512,3133,17,10,20,9,6,16,1642,1527,3168,367,347,714,4473,4746,9220
SSC20023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,6,4,11,0,4,3,8,11,19
SSC20024,0,0,3,4,3,12,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,36,0,0,0,0,0,3,24,15,41,18,17,27,54,39,95
SSC20025,0,0,3,9,8,15,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,19,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,27,0,0,0,0,0,0,18,14,27,5,4,9,38,37,76
SSC20026,0,0,0,28,24,54,0,0,0,0,7,8,0,0,0,40,28,71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,6,3,8,0,0,0,0,0,0,6,5,14,0,3,7,0,0,0,81,75,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,59,129,3,3,7,0,0,0,73,56,130,13,12,23,164,146,318
SSC20027,0,0,0,58,71,135,0,0,0,16,19,34,0,0,0,198,204,401,0,0,0,0,3,6,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,7,5,14,55,56,107,0,3,3,0,0,3,43,55,99,4,6,16,0,0,0,388,430,814,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,280,230,503,0,0,5,0,0,0,278,229,508,104,79,182,776,749,1521
SSC20028,3,0,0,11,13,23,0,0,0,0,0,0,0,0,0,19,16,35,0,0,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,7,4,0,3,0,0,0,43,41,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,53,0,0,0,0,0,0,28,23,53,10,14,23,86,83,166
SSC20029,0,0,0,13,9,14,0,0,0,0,3,3,0,0,0,8,9,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,6,8,3,4,11,0,0,0,33,34,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,47,0,0,0,0,0,0,27,23,46,6,8,15,70,64,128
SSC20030,0,0,0,22,14,33,0,0,0,0,0,0,0,0,0,11,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,8,6,0,0,0,0,0,0,6,5,11,3,3,4,0,0,0,44,48,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,48,52,98,0,0,0,0,0,0,48,52,98,0,5,5,97,105,201
SSC20031,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,12,0,0,0,0,0,0,10,4,12,0,0,0,14,8,26
SSC20032,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,3,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,19,0,0,0,0,0,0,12,10,19,3,3,5,27,20,48
SSC20033,32,51,85,143,176,318,0,0,0,14,8,21,0,0,0,441,548,989,0,0,0,155,160,314,5,10,10,0,0,0,9,10,20,3,0,4,3,3,6,10,9,18,19,17,32,0,0,0,0,0,3,34,75,114,16,39,57,0,0,3,853,1053,1905,19,18,36,15,3,23,11,11,17,0,0,0,4,0,4,12,12,17,13,14,23,1186,1239,2424,18,15,31,7,18,22,1210,1266,2476,260,256,510,2410,2668,5080
SSC20034,78,125,200,412,552,959,0,0,0,47,64,104,0,0,0,1485,1792,3276,5,10,18,163,172,338,9,6,10,13,14,24,22,26,49,9,13,23,18,11,32,24,24,45,103,129,226,13,16,31,4,3,8,114,161,279,95,95,192,0,0,0,2539,3076,5615,82,72,156,98,70,168,3,3,7,0,0,0,24,14,34,12,12,27,37,29,64,1852,1723,3570,21,22,41,12,19,27,1877,1760,3637,459,453,912,5171,5591,10762
SSC20035,274,372,645,564,730,1294,0,0,0,67,87,152,0,0,0,2818,3132,5951,15,19,41,650,648,1294,40,28,73,17,17,28,31,51,85,31,29,63,54,53,109,81,99,177,109,148,251,18,20,40,18,28,43,118,221,341,259,280,538,5,9,17,4905,5598,10507,295,248,546,456,447,905,3,4,8,0,0,0,147,116,261,19,29,53,174,142,314,2467,2195,4664,27,17,44,3,12,20,2497,2229,4729,750,756,1509,9361,9800,19160
SSC20036,173,248,420,222,301,520,0,0,0,66,72,139,0,0,0,1481,1793,3273,4,0,7,560,579,1142,15,19,34,7,9,13,23,32,56,11,10,24,23,29,55,10,7,26,54,85,144,4,11,9,6,3,11,72,69,145,119,165,282,4,4,12,2683,3198,5883,102,65,171,1002,938,1937,7,0,8,0,0,0,15,15,32,5,12,19,26,29,53,1342,1134,2474,15,3,19,10,9,16,1360,1154,2516,584,579,1160,5937,6215,12152
SSC20037,3,0,3,7,13,19,0,0,0,0,0,0,0,0,0,8,19,31,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,3,3,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,27,46,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,36,0,0,0,0,0,0,20,18,36,8,9,15,59,69,132
SSC20038,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,3,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36,0,0,0,0,0,0,20,16,36,0,0,4,37,29,65
SSC20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20040,0,0,0,15,32,53,0,0,0,3,0,3,0,0,0,27,25,50,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,3,0,0,0,10,13,20,0,0,3,0,0,0,67,72,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,38,38,75,0,3,7,0,0,0,47,38,84,8,11,24,120,125,248
SSC20041,7,4,5,36,46,82,0,0,0,0,3,7,0,0,0,67,71,139,0,0,0,0,3,3,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,3,26,28,58,0,0,0,0,0,0,13,7,25,12,11,20,3,0,4,168,173,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,112,237,0,0,0,0,0,0,126,112,235,47,51,99,348,342,690
SSC20042,0,0,0,9,8,14,0,0,0,0,0,0,0,0,0,9,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,3,7,0,0,0,24,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,31,0,0,0,0,0,0,17,11,31,9,3,9,45,37,84
SSC20043,0,0,0,9,7,15,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,3,7,15,15,28
SSC20044,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,0,3,3,12,12,21
SSC20045,3,4,7,120,159,277,0,0,0,26,36,60,0,0,0,205,238,441,0,3,5,7,0,7,5,3,6,0,0,0,4,5,10,0,0,0,3,0,7,0,0,0,37,39,76,3,4,3,0,0,0,69,104,179,17,20,37,0,0,0,505,614,1122,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,5,6,12,3,12,15,605,524,1124,0,3,3,0,3,3,610,527,1135,149,115,266,1275,1279,2545
SSC20046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,11,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,0,3,3,13,12,25
SSC20047,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,6,0,0,0,27,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,15,0,0,0,0,0,0,12,5,15,4,3,4,38,28,63
SSC20048,7,15,23,90,116,201,0,0,0,3,4,3,0,0,0,105,108,218,0,0,0,15,22,38,3,3,4,0,0,0,3,0,3,0,0,0,0,0,0,3,8,12,17,19,38,4,3,3,0,0,3,42,60,101,12,13,23,0,0,0,302,354,650,4,10,8,3,6,9,0,0,0,0,0,0,0,0,0,3,3,4,4,3,6,356,340,692,0,3,5,3,0,5,360,344,705,107,80,185,786,806,1598
SSC20049,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,8,5,11
SSC20050,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,3,0,10,0,0,0,18,12,29
SSC20051,0,0,0,20,19,38,0,0,0,0,0,0,0,0,0,28,35,61,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,3,6,18,0,0,0,0,0,3,17,16,34,3,0,4,0,0,0,81,91,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,29,79,0,0,0,5,0,4,51,30,89,3,10,12,140,130,277
