SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC21035,0,0,0,8,18,5,11,4,0,39
SSC21036,0,0,0,16,24,20,10,18,19,101
SSC21037,0,0,0,3,6,7,3,0,3,24
SSC21038,3,4,8,169,223,108,110,115,66,791
SSC21039,0,0,0,11,16,9,8,3,3,56
SSC21040,466,114,799,3721,3927,1585,1419,5898,1784,18331
SSC21041,0,0,3,24,48,23,30,43,33,193
SSC21042,0,0,0,0,3,0,0,5,0,10
SSC21043,0,0,0,40,53,26,31,35,18,205
SSC21044,0,0,0,26,31,9,10,11,8,90
SSC21045,0,0,0,8,5,0,3,3,3,27
SSC21046,0,0,0,16,8,16,14,13,8,75
SSC21047,0,0,0,40,50,32,42,76,34,274
SSC21048,0,0,3,39,36,18,19,31,11,151
SSC21049,16,9,49,400,500,236,162,335,166,1792
SSC21050,0,0,0,18,30,22,10,13,8,92
SSC21051,125,108,288,1587,1936,850,652,1553,714,7293
SSC21052,0,0,0,32,51,30,19,20,39,191
SSC21053,0,0,0,8,8,4,3,5,0,31
SSC21054,0,0,0,5,0,0,0,3,0,12
SSC21055,0,0,3,7,12,10,4,15,0,48
SSC21056,0,0,0,12,19,5,9,19,11,80
SSC21057,0,0,0,19,26,18,11,13,11,93
SSC21058,0,0,0,5,16,5,6,4,7,31
SSC21059,0,0,0,28,29,22,15,11,5,122
SSC21060,0,0,0,9,19,14,5,7,8,55
SSC21061,0,3,3,46,49,52,31,41,26,246
SSC21062,0,0,4,114,141,60,57,91,45,507
SSC21063,0,0,0,8,4,3,0,0,3,14
SSC21064,0,0,0,33,46,33,19,22,6,162
SSC21065,0,0,0,37,47,27,16,40,19,185
SSC21066,10,4,12,169,273,122,112,136,106,917
SSC21067,0,0,0,47,66,33,44,42,24,266
SSC21068,0,0,5,48,58,44,29,51,23,260
SSC21069,0,0,0,0,5,7,0,10,3,26
SSC21070,0,0,7,44,53,26,29,50,35,242
SSC21071,0,0,0,14,18,18,5,12,8,72
SSC21072,19,3,51,504,574,274,176,465,146,2139
SSC21073,0,0,0,4,0,0,0,0,0,3
SSC21074,0,0,0,0,4,3,3,3,0,15
SSC21075,0,0,0,3,3,3,4,5,3,20
SSC21076,0,0,3,6,17,3,0,3,0,36
SSC21077,5,0,13,131,147,85,52,124,42,578
SSC21078,0,0,0,0,0,0,0,0,0,0
SSC21079,0,0,0,0,3,4,0,0,0,12
SSC21080,0,0,0,42,60,41,25,26,20,203
SSC21081,3,5,13,129,167,97,82,181,75,724
SSC21082,0,0,0,13,23,15,15,16,12,84
SSC21083,0,0,0,3,4,3,0,8,3,18
SSC21084,0,0,0,66,82,50,32,33,45,313
SSC21085,0,0,0,0,3,0,0,0,0,3
SSC21086,0,0,0,7,14,10,7,16,9,58
SSC21087,0,0,0,4,4,3,3,3,0,13
SSC21088,0,0,0,0,3,3,3,5,0,12
SSC21089,0,0,0,3,0,0,0,0,4,5
SSC21090,0,0,0,45,95,63,36,57,38,336
SSC21091,0,0,0,0,4,0,0,0,0,10
SSC21092,0,0,0,13,14,4,5,7,13,60
SSC21093,0,0,4,86,145,73,59,84,33,487
SSC21094,0,0,0,10,11,5,6,13,3,48
SSC21095,0,0,4,7,11,7,7,7,3,45
SSC21096,225,44,411,4176,4806,2207,1554,3193,897,16826
SSC21097,30,8,64,2827,2779,1248,1110,3841,607,12407
SSC21098,0,0,0,8,11,4,3,8,8,41
SSC21099,0,0,0,13,21,17,7,7,5,72
SSC21100,0,0,6,17,22,13,7,11,23,91
SSC21101,0,0,4,25,28,8,15,27,9,110
SSC21102,0,0,0,11,32,32,21,15,15,127
SSC21103,0,0,0,0,4,0,0,0,0,4
SSC21104,0,0,0,3,8,0,3,5,0,17
SSC21105,0,0,0,6,10,3,4,7,9,45
SSC21106,358,97,651,2590,3190,1500,1148,2681,764,11877
SSC21107,3,0,11,205,210,97,85,112,78,788
SSC21108,0,0,0,34,71,40,47,45,29,271
SSC21109,0,4,9,65,125,55,53,92,66,444
SSC21110,0,0,0,45,51,32,17,21,11,174
SSC21111,0,0,0,0,0,0,0,0,0,0
SSC21112,0,0,0,0,4,0,0,0,0,9
SSC21113,0,0,0,82,77,46,44,49,17,307
SSC21114,0,0,0,6,6,7,8,5,3,42
SSC21115,4,0,8,186,244,135,142,138,86,942
SSC21116,69,21,170,905,1028,467,382,1401,409,4589
SSC21117,158,13,213,1754,1848,814,687,3031,597,8733
SSC21118,0,0,3,15,27,17,11,20,11,97
SSC21119,3,0,10,72,111,44,30,68,46,371
SSC21120,0,0,0,21,29,22,28,17,23,134
SSC21121,148,112,404,1634,2204,1057,895,1738,810,8343
SSC21122,118,50,253,1188,1420,632,475,1106,433,5257
SSC21123,84,54,288,2952,3018,1387,854,1708,734,10652
SSC21124,43,17,118,1024,1091,413,273,703,313,3813
SSC21125,80,25,166,3971,4013,1674,1640,6667,1806,19773
SSC21126,0,0,0,29,30,18,14,15,16,114
SSC21127,0,0,0,13,14,5,13,20,9,74
SSC21128,0,0,0,12,18,7,6,13,16,67
SSC21129,5,3,9,144,242,105,93,124,61,771
SSC21130,3,0,3,39,58,43,29,27,26,230
SSC21131,4,0,14,173,170,94,58,134,41,679
SSC21132,0,0,0,6,6,4,7,0,11,29
SSC21133,0,0,4,56,87,45,28,46,43,301
SSC21134,0,0,0,33,41,19,25,24,14,148
SSC21135,0,0,0,37,33,27,17,25,8,145
SSC21136,99,37,196,1482,1858,890,771,1964,818,7779
SSC21137,3,0,3,7,6,0,3,6,3,23
SSC21138,0,0,0,8,17,10,13,10,4,56
SSC21139,6,0,11,212,276,171,110,171,69,1010
SSC21140,0,0,0,7,3,8,3,0,0,22
SSC21141,0,0,0,44,81,29,29,56,29,260
SSC21142,0,0,0,0,0,0,3,0,0,3
SSC21143,108,95,360,6483,5638,1673,1081,3966,1613,20455
SSC21144,148,33,299,3631,3407,1224,738,2258,768,12030
SSC21145,0,0,0,7,0,11,3,13,0,36
SSC21146,0,0,0,41,45,30,20,26,6,165
SSC21147,5,0,12,232,325,212,161,203,91,1223
SSC21148,0,0,0,55,73,31,27,33,25,243
SSC21149,128,35,213,1252,1653,774,623,1165,632,6093
SSC21150,0,0,3,27,29,19,22,22,15,142
SSC21151,43,11,88,381,558,279,336,551,345,2458
SSC21152,3,0,3,146,171,98,73,113,38,641
SSC21153,0,0,0,4,4,3,0,4,3,14
SSC21154,17,47,77,545,615,247,158,488,192,2247
SSC21155,0,0,4,40,52,28,24,28,29,203
SSC21156,82,23,185,2057,2246,998,696,1357,410,7759
SSC21157,0,3,3,22,20,29,16,10,11,109
SSC21158,50,29,158,1341,1526,597,383,891,348,5080
SSC21159,68,27,158,1222,1385,496,408,1107,505,5118
SSC21160,70,32,147,876,934,335,340,1268,687,4443
SSC21161,0,0,0,14,13,6,3,10,0,47
SSC21162,0,0,0,8,19,12,8,6,3,50
SSC21163,3,3,13,91,132,76,48,64,67,478
SSC21164,4,4,14,64,102,40,26,30,23,289
SSC21165,31,15,76,731,784,326,256,573,219,2888
SSC21166,0,0,0,44,78,40,36,33,12,254
SSC21167,0,0,0,32,38,15,11,27,24,147
SSC21168,0,0,0,0,8,0,3,0,3,12
SSC21169,0,0,3,20,28,16,17,21,18,112
SSC21170,42,12,80,278,371,218,189,376,184,1605
SSC21171,0,0,0,14,14,5,3,3,3,36
SSC21172,33,14,54,240,341,178,163,363,159,1442
SSC21173,0,0,0,4,0,7,3,3,0,18
SSC21174,0,0,0,0,6,7,0,4,0,15
SSC21175,0,0,0,14,33,6,11,14,12,85
SSC21176,121,41,310,2278,2382,985,621,1549,583,8399
SSC21177,0,0,0,25,24,13,17,19,5,101
SSC21178,189,60,425,3761,4332,2089,1489,2757,849,15279
SSC21179,0,0,0,0,0,0,3,3,0,11
SSC21180,0,0,0,17,33,23,23,25,7,131
SSC21181,0,0,0,19,22,9,5,12,7,85
SSC21182,0,4,4,54,67,52,39,33,35,286
SSC21183,3,0,3,35,52,31,19,14,11,160
SSC21184,32,3,57,3110,3125,1414,1194,3382,778,13009
SSC21185,0,0,0,3,10,3,3,3,3,23
SSC21186,0,0,0,280,117,43,44,452,39,968
SSC21187,0,0,5,101,129,75,67,96,53,518
SSC21188,0,0,0,0,4,4,0,0,4,18
SSC21189,0,0,0,3,7,3,7,8,3,29
SSC21190,0,0,0,3,7,0,4,8,0,23
SSC21191,0,0,3,4,13,6,6,11,8,47
SSC21192,11,29,58,97,148,68,88,135,94,631
SSC21193,3,0,8,121,172,76,70,125,22,579
SSC21194,152,53,327,6668,7359,3334,2941,8659,2179,31133
SSC21195,0,0,0,6,14,3,5,3,0,35
SSC21196,0,0,4,15,13,8,4,18,6,68
SSC21197,222,83,521,2418,3069,1522,1167,2611,1068,11845
SSC21198,0,0,0,37,24,0,7,34,63,164
SSC21199,0,0,0,7,6,6,7,4,9,38
SSC21200,0,0,0,16,14,13,3,3,3,51
SSC21201,0,0,0,0,0,0,0,0,0,0
SSC21202,0,0,0,27,16,5,3,9,4,66
SSC21203,0,0,0,0,4,0,0,0,0,4
SSC21204,0,0,0,11,9,10,9,16,0,48
SSC21205,80,14,168,1579,1747,685,426,1465,334,6247
SSC21206,0,0,3,42,67,26,30,45,35,242
SSC21207,0,0,3,6,11,0,3,7,7,33
SSC21208,0,0,0,9,5,4,3,4,0,23
SSC21209,16,10,51,396,392,148,106,367,106,1508
SSC21210,6,3,16,401,528,250,198,275,159,1804
SSC21211,0,0,0,7,5,0,4,5,0,29
SSC21212,0,0,3,32,43,34,28,24,9,180
SSC21213,3,0,3,12,34,22,16,16,9,117
SSC21214,5,3,22,678,821,425,287,403,129,2735
SSC21215,0,0,0,0,3,3,3,3,0,11
SSC21216,0,0,0,0,16,0,5,8,5,39
SSC21217,0,0,0,3,3,0,6,3,9,27
SSC21218,0,0,0,15,17,8,10,4,3,59
SSC21219,0,0,0,47,71,46,24,39,25,250
SSC21220,8,4,31,171,249,144,128,176,91,959
SSC21221,3,4,9,49,68,50,29,48,28,264
SSC21222,36,3,50,85,152,82,95,203,108,731
SSC21223,0,0,0,3,10,5,12,3,3,42
SSC21224,4,0,3,90,129,69,61,108,33,486
SSC21225,4,0,10,244,344,190,148,128,72,1125
SSC21226,104,41,224,822,1278,657,503,841,438,4530
SSC21227,4,0,4,130,190,102,91,112,27,652
SSC21228,4,4,16,345,426,226,158,250,89,1488
SSC21229,0,0,3,48,45,28,15,35,14,190
SSC21230,0,0,0,21,27,8,9,19,13,97
SSC21231,0,0,0,0,0,3,0,0,3,7
SSC21232,40,6,60,211,270,119,67,199,79,953
SSC21233,0,0,4,48,83,53,34,51,18,285
SSC21234,0,0,0,26,26,16,17,17,5,107
SSC21235,0,0,0,10,15,14,3,13,10,62
SSC21236,50,21,95,833,1059,589,488,877,421,4263
SSC21237,171,43,322,2705,3005,1268,758,1873,616,10214
SSC21238,63,25,130,868,825,414,285,531,164,3089
SSC21239,24,7,54,310,342,163,145,619,202,1792
SSC21240,0,0,3,22,38,20,11,10,9,114
SSC21241,0,0,4,213,248,86,86,141,64,830
SSC21242,0,0,0,6,3,3,5,4,3,22
SSC21243,0,0,0,10,19,10,14,16,8,80
SSC21244,3,3,10,32,74,41,39,49,27,262
SSC21245,6,3,17,806,891,398,251,317,170,2833
SSC21246,0,0,0,5,6,4,0,9,0,26
SSC21247,0,0,3,37,36,19,25,34,10,155
SSC21248,0,0,0,3,6,0,0,9,13,31
SSC21249,0,0,0,13,19,17,11,13,15,82
SSC21250,0,0,0,8,9,0,5,4,14,38
SSC21251,0,0,0,8,11,9,9,7,9,57
SSC21252,0,0,5,64,136,89,71,52,51,463
SSC21253,0,0,0,14,22,16,16,18,7,86
SSC21254,0,0,0,5,4,3,0,4,3,21
SSC21255,0,0,0,0,0,0,0,4,0,8
SSC21256,11,3,22,52,95,64,68,104,38,417
SSC21257,0,0,0,0,0,0,0,0,0,0
SSC21258,0,0,3,4,4,0,0,0,6,14
SSC21259,0,0,0,4,3,0,3,3,0,15
SSC21260,0,3,4,96,123,53,72,53,28,423
SSC21261,0,0,0,3,11,0,0,4,0,16
SSC21262,0,0,0,4,7,0,7,4,5,27
SSC21263,0,0,0,16,14,15,3,6,13,58
SSC21264,0,0,0,39,71,56,40,51,24,280
SSC21265,0,0,0,4,3,0,0,0,0,12
SSC21266,0,0,0,3,4,4,3,0,4,24
SSC21267,0,0,0,21,28,13,8,12,13,107
SSC21268,28,79,119,160,173,80,76,221,203,907
SSC21269,0,0,0,38,51,23,29,44,7,184
SSC21270,0,0,0,0,0,0,0,0,0,0
SSC21271,6,0,25,602,695,377,269,368,162,2460
SSC21272,0,0,0,13,20,7,6,10,7,70
SSC21273,0,0,0,3,10,3,7,3,4,32
SSC21274,30,19,60,174,247,121,128,284,116,1076
SSC21275,0,0,0,18,37,12,21,32,10,119
SSC21276,0,0,0,11,15,7,14,23,19,87
SSC21277,0,0,0,0,14,12,6,8,11,48
SSC21278,3,0,4,273,372,188,136,136,71,1172
SSC21279,7,0,11,244,314,150,102,126,50,992
SSC21280,0,0,0,10,6,0,0,3,3,26
SSC21281,0,3,3,10,11,19,14,16,7,78
SSC21282,0,0,0,3,6,3,0,0,0,14
SSC21283,0,0,0,5,3,0,4,3,3,20
SSC21284,0,0,3,17,18,15,5,8,15,78
SSC21285,162,85,375,1613,2137,1003,892,2082,882,8605
SSC21286,4,3,11,196,259,136,95,127,73,890
SSC21287,24,4,40,156,186,89,79,121,38,679
SSC21288,0,0,0,6,13,4,5,8,9,49
SSC21289,0,0,0,0,0,0,0,0,0,5
SSC21290,0,0,0,17,14,8,5,12,3,51
SSC21291,0,0,0,6,9,4,0,3,4,32
SSC21292,0,0,0,30,37,14,22,9,15,129
SSC21293,0,0,0,14,28,19,6,7,7,78
SSC21294,0,0,3,7,27,0,10,21,9,75
SSC21295,0,0,0,6,4,3,3,0,0,12
SSC21296,0,0,0,0,17,7,0,5,0,33
SSC21297,0,0,0,0,5,0,4,7,0,16
SSC21298,3,0,13,59,81,41,38,57,45,325
SSC21299,0,0,0,3,9,6,0,7,3,29
SSC21300,0,0,0,17,33,11,12,11,13,104
SSC21301,0,3,6,79,100,51,49,63,41,382
SSC21302,0,0,5,149,214,105,106,140,55,764
SSC21303,0,0,3,24,37,16,17,28,26,151
SSC21304,10,3,16,581,610,272,241,806,119,2627
SSC21305,0,0,0,14,6,7,4,9,3,51
SSC21306,56,38,185,1137,1249,561,497,1096,324,4863
SSC21307,104,9,151,1921,1833,832,791,2461,520,8365
SSC21308,172,96,387,2634,2962,1393,1160,2954,910,12020
SSC21309,0,0,7,346,375,166,115,393,92,1491
SSC21310,0,0,0,11,17,3,4,12,7,61
SSC21311,18,0,37,499,529,235,227,564,199,2255
SSC21312,0,0,0,3,0,3,0,7,5,20
SSC21313,0,0,0,8,11,9,15,3,3,43
SSC21314,0,0,0,6,10,0,3,14,8,43
SSC21315,0,0,0,0,0,0,0,0,0,8
SSC21316,0,0,0,3,4,3,0,5,10,30
SSC21317,0,0,0,3,17,7,3,0,0,36
SSC21318,205,48,346,1121,1267,540,431,1048,389,4787
SSC21319,57,17,101,2962,2915,712,397,1525,746,9260
SSC21320,81,45,197,570,760,456,379,698,411,3280
SSC21321,0,0,0,6,13,3,0,3,3,34
SSC21322,0,0,0,38,58,26,28,39,11,196
SSC21323,0,0,0,10,20,7,4,7,0,50
SSC21324,0,0,0,21,18,18,9,7,10,79
SSC21325,0,0,0,9,24,5,15,9,3,67
SSC21326,0,0,4,10,15,4,12,14,8,65
SSC21327,0,0,0,8,8,6,4,5,11,39
SSC21328,340,110,763,5860,5559,2232,1475,4015,1519,20655
SSC21329,58,12,158,1415,1518,690,470,882,319,5294
SSC21330,0,0,0,5,4,11,4,4,0,34
SSC21331,246,33,368,4628,4670,1951,1575,6728,1118,20679
SSC21332,93,30,167,1171,1448,662,512,1120,404,5314
SSC21333,4,0,5,35,47,10,13,14,3,119
SSC21334,0,0,0,58,91,56,43,48,29,333
SSC21335,0,0,4,13,13,4,14,9,4,54
SSC21336,3,0,3,60,110,64,38,62,15,355
SSC21337,0,4,11,55,102,51,42,38,42,335
SSC21338,0,0,0,5,4,0,0,0,0,8
SSC21339,3,0,3,90,149,50,55,79,37,462
SSC21340,0,0,3,33,47,21,15,21,15,162
SSC21341,0,3,7,77,85,57,41,55,32,344
SSC21342,0,0,0,21,10,15,15,16,18,89
SSC21343,0,0,3,19,34,22,21,34,8,140
SSC21344,98,21,165,1280,1613,672,640,1465,621,6294
SSC21345,3,0,3,63,105,42,40,46,38,336
SSC21346,245,58,430,2099,2442,990,775,1942,639,8885
SSC21347,9,5,16,676,609,302,195,482,151,2420
SSC21348,0,0,0,18,18,5,9,11,5,67
SSC21349,0,0,0,15,30,12,8,5,5,80
SSC21350,3,0,6,253,369,168,127,214,119,1247
SSC21351,0,0,0,50,75,36,46,36,39,280
SSC21352,3,0,5,171,233,134,105,151,98,896
SSC21353,0,0,0,6,8,6,8,7,0,34
SSC21354,30,7,60,1238,1272,558,568,2366,643,6643
SSC21355,27,11,69,753,690,245,207,1170,237,3299
SSC21356,0,0,3,30,42,20,10,30,20,150
SSC21357,58,26,107,803,936,349,228,570,232,3125
SSC21358,0,0,0,8,4,3,5,8,3,25
SSC21359,0,0,0,3,0,0,0,3,0,11
SSC21360,0,0,0,53,76,40,32,38,27,270
SSC21361,3,0,3,15,41,9,18,35,16,127
SSC21362,0,0,3,5,8,7,4,13,9,42
SSC21363,0,0,0,0,7,0,0,0,3,9
SSC21364,0,0,0,0,0,0,0,0,0,0
SSC21365,0,0,3,19,38,13,15,18,19,122
SSC21366,31,14,92,1537,1647,729,601,1297,335,6148
SSC21367,0,0,0,3,9,3,3,3,4,26
SSC21368,0,0,0,7,8,4,5,3,0,20
SSC21369,0,0,0,20,32,14,13,15,10,107
SSC21370,0,0,3,37,42,22,17,23,17,157
SSC21371,0,0,3,10,13,5,13,7,0,45
SSC21372,44,17,89,598,684,344,287,587,298,2797
SSC21373,0,0,0,3,8,5,10,3,3,35
SSC21374,0,0,0,6,3,3,0,3,7,26
SSC21375,0,0,0,5,7,0,4,0,3,15
SSC21376,3,3,15,146,211,137,108,161,77,847
SSC21377,0,5,12,51,53,39,26,34,45,258
SSC21378,0,0,3,69,89,61,51,37,24,333
SSC21379,0,0,0,3,9,8,0,4,0,24
SSC21380,0,0,0,67,83,38,25,42,31,280
SSC21381,0,0,0,10,26,11,10,14,7,74
SSC21382,0,0,0,3,8,3,3,3,0,26
SSC21383,0,0,0,0,0,0,0,0,0,0
SSC21384,0,0,0,14,31,6,12,16,10,81
SSC21385,15,0,28,243,187,83,47,100,54,706
SSC21386,0,0,0,8,10,6,10,4,11,48
SSC21387,0,0,0,12,22,8,6,10,8,63
SSC21388,9,7,30,319,441,243,182,288,158,1628
SSC21389,3,3,9,23,21,12,18,46,24,151
SSC21390,0,0,0,8,11,6,3,16,15,60
SSC21391,104,34,186,691,855,501,418,814,374,3659
SSC21392,0,0,0,10,18,7,12,11,3,70
SSC21393,3,0,4,25,40,20,17,25,14,140
SSC21394,0,0,0,20,19,13,14,6,13,85
SSC21395,0,0,0,15,22,12,11,21,9,98
SSC21396,0,0,3,42,59,50,29,51,27,259
SSC21397,0,0,3,20,30,15,3,12,5,87
SSC21398,0,0,0,4,7,3,0,0,3,15
SSC21399,0,0,0,8,4,0,3,0,3,23
SSC21400,0,0,0,3,3,0,0,0,0,7
SSC21401,0,0,0,0,0,0,0,3,0,9
SSC21402,0,0,0,3,12,6,4,15,10,47
SSC21403,59,14,89,1668,1781,839,792,2004,607,7693
SSC21404,136,77,306,1176,1409,738,648,1320,747,6045
SSC21405,0,0,0,25,5,6,3,24,3,67
SSC21406,149,30,251,1171,1556,718,607,1114,576,5732
SSC21407,0,0,0,29,23,14,7,8,20,99
SSC21408,0,0,6,52,75,35,29,35,19,259
SSC21409,0,0,6,30,35,21,23,29,13,153
SSC21410,0,0,0,12,22,9,6,8,13,81
SSC21411,0,0,3,55,85,37,33,50,24,290
SSC21412,0,4,5,32,54,35,22,24,30,194
SSC21413,3,0,3,15,33,3,15,17,14,96
SSC21414,0,0,0,0,4,0,0,3,3,11
SSC21415,0,0,0,0,5,3,3,0,0,7
SSC21416,0,0,0,11,6,9,4,5,3,35
SSC21417,0,0,3,20,40,25,18,19,20,150
SSC21418,3,16,20,123,179,104,87,149,143,787
SSC21419,5,4,14,54,67,22,49,53,29,281
SSC21420,0,3,9,49,70,48,47,43,31,281
SSC21421,0,0,0,27,39,20,16,26,12,141
SSC21422,0,0,0,0,0,0,0,0,0,6
SSC21423,0,0,0,0,3,0,0,0,0,5
SSC21424,0,0,0,0,0,0,0,0,0,0
SSC21425,0,0,0,4,9,3,0,0,0,17
SSC21426,12,6,31,312,368,196,140,260,110,1386
SSC21427,0,0,3,3,10,5,3,7,3,28
SSC21428,0,0,0,3,14,4,6,6,6,35
SSC21429,0,0,0,3,8,4,0,6,0,20
SSC21430,0,0,0,3,4,0,5,4,3,21
SSC21431,0,0,0,3,3,3,0,0,9,23
SSC21432,0,0,0,3,9,3,0,3,0,15
SSC21433,0,0,0,10,12,4,10,14,7,48
SSC21434,0,0,0,3,3,3,11,24,4,59
SSC21435,7,0,9,102,157,95,84,102,55,598
SSC21436,0,0,0,0,0,0,0,0,0,0
SSC21437,0,0,0,0,0,0,0,0,0,0
SSC21438,121,21,211,512,655,291,218,489,236,2399
SSC21439,0,0,0,0,3,0,0,0,0,8
SSC21440,43,81,186,634,911,530,496,893,657,4120
SSC21441,0,0,0,71,112,57,54,64,24,386
SSC21442,0,0,9,22,33,18,29,20,10,127
SSC21443,168,62,388,3518,3669,1602,1472,6569,1609,18445
SSC21444,0,0,0,13,11,11,7,6,10,55
SSC21445,3,3,3,58,82,43,46,58,32,313
SSC21446,0,0,0,23,31,17,19,15,3,114
SSC21447,12,3,36,395,510,255,256,333,201,1948
SSC21448,0,0,0,25,41,20,16,27,33,163
SSC21449,0,0,0,3,3,4,7,10,3,32
SSC21450,12,3,32,275,287,193,119,269,115,1256
SSC21451,0,0,0,17,20,14,4,14,3,69
SSC21452,0,0,0,0,6,3,6,0,0,21
SSC21453,0,3,3,7,8,7,0,0,383,401
SSC21454,0,0,0,11,7,0,0,8,3,24
SSC21455,0,0,0,14,34,10,12,9,9,89
SSC21456,0,0,0,7,13,8,4,3,3,42
SSC21457,4,0,3,12,26,8,9,27,25,104
SSC21458,76,39,214,4578,5026,2215,1605,3615,1132,18173
SSC21459,3,0,6,222,262,131,99,229,58,1014
SSC21460,139,39,255,2771,3271,1529,1289,2545,1704,13110
SSC21461,0,0,3,24,25,13,13,12,5,95
SSC21462,0,0,0,39,33,24,24,14,8,138
SSC21463,0,0,0,8,13,5,9,19,9,68
SSC21464,0,0,19,419,512,262,202,336,179,1917
SSC21465,3,0,5,23,51,35,21,32,30,194
SSC21466,0,0,0,13,21,17,6,8,6,69
SSC21467,23,10,46,789,796,314,318,1435,459,4115
SSC21468,0,0,0,6,10,5,6,25,18,70
SSC21469,0,0,0,4,0,0,0,0,0,15
SSC21470,0,0,0,7,3,0,3,3,0,15
SSC21471,0,0,0,3,0,0,3,0,6,10
SSC21472,0,0,0,5,0,0,0,5,3,20
SSC21473,0,3,9,50,77,50,49,79,33,350
SSC21474,0,0,3,3,12,3,11,7,3,38
SSC21475,0,0,0,24,24,12,10,21,12,97
SSC21476,0,0,3,8,10,8,9,10,16,52
SSC21477,0,4,12,102,92,60,70,87,47,466
SSC21478,0,0,0,44,57,29,14,34,13,202
SSC21479,0,0,0,143,196,74,64,87,41,609
SSC21480,0,0,0,5,8,8,6,10,3,33
SSC21481,108,39,217,872,1150,669,522,848,462,4519
SSC21482,0,0,3,21,25,23,20,10,10,112
SSC21483,0,0,3,114,133,75,69,66,39,501
SSC21484,130,47,286,2270,2850,1324,1045,2071,727,10290
SSC21485,0,0,0,0,0,0,0,0,0,0
SSC21486,0,0,0,12,11,4,7,9,3,50
SSC21487,3,0,4,144,209,95,110,143,78,773
SSC21488,0,7,8,26,46,28,26,38,20,192
SSC21489,0,0,0,0,3,0,0,4,0,11
SSC21490,0,0,0,0,4,0,0,0,0,3
SSC21491,0,0,0,13,19,16,7,6,6,69
SSC21492,0,0,0,3,7,3,3,7,4,24
SSC21493,0,0,3,18,16,9,10,10,8,74
SSC21494,0,0,0,10,13,16,6,6,13,59
SSC21495,162,57,348,3348,3620,1614,1214,2790,874,13467
SSC21496,0,0,0,5,19,3,7,17,10,63
SSC21497,0,0,3,22,26,20,16,21,14,127
SSC21498,0,0,0,13,22,7,11,17,11,82
SSC21499,0,0,0,18,20,17,13,14,6,75
SSC21500,3,4,7,71,81,66,47,65,41,367
SSC21501,0,0,6,56,98,55,52,50,37,345
SSC21502,0,0,0,0,3,0,3,0,3,10
SSC21503,0,0,0,6,13,3,0,3,0,26
SSC21504,0,0,5,3,6,3,0,0,0,10
SSC21505,4,4,9,76,117,62,73,108,61,501
SSC21506,0,0,0,8,3,3,0,3,5,26
SSC21507,3,4,9,61,72,46,67,73,48,367
SSC21508,0,0,3,4,8,4,8,3,7,42
SSC21509,0,0,0,0,3,0,0,4,0,5
SSC21510,0,0,0,3,13,18,3,14,6,51
SSC21511,4,0,8,190,287,134,120,204,140,1074
SSC21512,0,0,0,10,3,10,5,3,7,33
SSC21513,0,0,0,8,17,0,9,0,3,37
SSC21514,3,0,8,109,149,86,70,75,45,533
SSC21515,12,10,29,73,151,116,111,202,96,749
SSC21516,0,0,0,0,0,0,0,0,0,0
SSC21517,10,3,22,117,178,94,79,129,61,655
SSC21518,0,0,0,17,26,12,8,15,15,98
SSC21519,3,0,8,134,172,83,81,116,33,622
SSC21520,3,0,11,149,222,109,87,114,48,731
SSC21521,0,0,3,9,12,0,6,5,0,23
SSC21522,0,0,4,6,5,7,10,11,0,42
SSC21523,0,0,0,12,45,14,15,12,16,112
SSC21524,0,0,3,74,80,43,30,55,21,290
SSC21525,32,20,73,515,604,306,307,646,355,2731
SSC21526,3,3,10,214,305,161,141,157,187,1158
SSC21527,3,0,9,82,113,68,43,55,31,388
SSC21528,10,3,21,318,397,194,168,318,150,1541
SSC21529,0,0,4,39,35,28,21,36,22,186
SSC21530,0,0,0,30,53,43,17,43,31,208
SSC21531,0,0,0,10,21,16,12,19,17,94
SSC21532,21,12,47,205,259,95,108,159,136,968
SSC21533,0,0,0,3,3,3,4,0,0,10
SSC21534,4,3,16,438,453,223,185,441,123,1863
SSC21535,0,0,0,0,8,4,3,12,0,28
SSC21536,0,0,3,35,52,23,23,26,17,174
SSC21537,105,15,154,737,923,462,314,666,167,3270
SSC21538,0,0,0,0,0,0,0,0,0,0
SSC21539,0,0,0,8,3,3,5,3,0,29
SSC21540,0,0,0,188,222,85,83,109,38,730
SSC21541,6,4,27,175,268,122,120,215,144,1046
SSC21542,0,0,0,3,4,3,4,5,3,24
SSC21543,0,0,3,33,41,29,21,29,31,183
SSC21544,128,3,144,1267,1411,618,533,2040,478,6340
SSC21545,5,0,11,1152,1258,511,460,1142,277,4793
SSC21546,0,0,0,5,6,6,3,4,3,32
SSC21547,0,0,3,25,37,21,19,21,23,154
SSC21548,10,6,32,1413,1422,655,455,1114,322,5375
SSC21549,0,0,3,210,200,104,77,140,61,787
SSC21550,9,3,20,72,102,55,52,87,48,414
SSC21551,4,10,12,153,198,125,78,111,40,711
SSC21552,3,0,21,347,416,257,194,226,160,1597
SSC21553,0,0,0,6,7,0,0,5,0,21
SSC21554,124,120,379,1977,2227,981,700,1540,581,8003
