SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC20001,0,0,0,0,0,0,0,0,0,0
SSC20002,64,13,104,2688,2137,441,216,1300,750,7543
SSC20003,22,15,89,891,850,406,254,580,186,3172
SSC20004,0,0,0,0,0,0,0,0,0,0
SSC20005,0,0,4,23,40,20,9,30,24,144
SSC20006,0,0,0,0,0,0,0,0,0,0
SSC20007,0,0,0,4,7,8,8,7,12,46
SSC20008,0,0,0,11,13,7,8,7,3,53
SSC20009,0,0,0,9,8,20,13,5,3,57
SSC20010,0,0,3,6,17,10,0,10,9,52
SSC20011,0,0,0,0,0,0,0,0,0,0
SSC20012,4,3,20,142,202,124,64,98,57,679
SSC20013,0,0,0,18,37,21,8,22,15,114
SSC20014,89,38,244,1513,1575,709,518,1507,564,6388
SSC20015,0,0,0,0,0,0,0,0,0,0
SSC20016,18,11,44,808,811,339,367,1710,428,4459
SSC20017,53,19,115,1446,1492,531,330,897,469,5161
SSC20018,7,0,5,43,54,33,29,46,22,222
SSC20019,0,0,0,9,19,9,16,16,7,71
SSC20020,22,17,62,844,853,336,237,1220,512,4005
SSC20021,77,16,127,411,583,292,253,483,281,2307
SSC20022,38,17,106,1702,2029,972,720,1309,427,7161
SSC20023,0,0,0,0,11,3,4,0,0,19
SSC20024,0,0,0,9,8,14,9,5,22,71
SSC20025,0,0,0,11,19,12,11,14,13,71
SSC20026,0,0,3,52,75,46,25,36,19,251
SSC20027,3,3,18,259,320,158,134,176,160,1209
SSC20028,0,0,3,24,46,13,18,16,24,144
SSC20029,0,0,0,14,28,15,18,29,8,102
SSC20030,0,4,3,22,41,27,28,29,12,158
SSC20031,0,0,0,6,4,3,3,4,3,14
SSC20032,0,0,0,3,15,5,6,5,6,41
SSC20033,39,13,85,1277,1335,483,244,666,252,4251
SSC20034,123,71,330,2134,2434,1040,786,1868,728,8981
SSC20035,217,27,322,3588,3862,1603,1434,4381,1082,15956
SSC20036,252,116,490,2070,2196,917,831,2835,1040,9899
SSC20037,0,0,3,10,28,20,10,21,22,108
SSC20038,0,0,0,9,15,9,6,9,12,59
SSC20039,0,0,0,0,0,0,0,0,0,0
SSC20040,0,3,7,31,38,19,45,60,14,216
SSC20041,3,0,3,104,155,84,77,88,64,571
SSC20042,0,0,0,12,22,13,8,10,9,72
SSC20043,0,0,0,4,4,4,0,0,3,23
SSC20044,0,0,0,3,4,5,0,3,0,19
SSC20045,56,15,107,442,638,363,217,313,185,2160
SSC20046,0,0,0,7,4,4,8,0,3,23
SSC20047,0,0,0,14,18,8,9,9,8,60
SSC20048,17,7,40,255,383,204,143,235,165,1378
SSC20049,0,0,0,0,0,0,6,6,0,11
SSC20050,0,0,0,10,7,6,3,3,0,25
SSC20051,4,0,10,50,62,24,35,59,12,241
SSC20052,129,49,285,1217,1643,805,652,1523,1256,7094
SSC20053,0,0,0,10,24,13,11,16,0,70
SSC20054,0,0,0,0,0,0,0,0,0,0
SSC20055,0,0,0,43,39,33,13,30,14,174
SSC20056,0,0,0,13,19,4,4,13,9,65
SSC20057,0,0,0,3,3,0,7,9,0,23
SSC20058,0,0,0,0,3,0,0,0,0,5
SSC20059,0,0,0,0,0,3,3,0,3,14
SSC20060,0,0,0,3,6,4,0,0,5,20
SSC20061,58,35,116,495,504,240,184,842,276,2544
SSC20062,0,0,4,104,83,52,20,73,72,404
SSC20063,0,0,0,9,0,4,5,3,7,30
SSC20064,6,0,5,22,47,17,25,48,26,193
SSC20065,95,43,237,2514,2102,722,496,1330,648,7817
SSC20066,0,0,0,20,17,10,10,9,9,78
SSC20067,0,0,8,910,931,367,286,395,224,3107
SSC20068,0,0,3,8,9,17,4,5,3,46
SSC20069,0,0,0,8,0,0,3,0,6,18
SSC20070,4,3,11,76,111,60,55,55,48,405
SSC20071,0,0,0,82,95,49,45,25,14,309
SSC20072,0,0,3,17,19,3,10,12,15,77
SSC20073,6,0,21,324,432,198,192,270,119,1542
SSC20074,104,21,210,3427,3330,1211,825,2331,969,12087
SSC20075,0,0,4,23,52,28,18,11,8,147
SSC20076,98,43,235,1567,1809,801,479,1078,334,6074
SSC20077,132,24,229,1300,1456,592,370,1449,474,5643
SSC20078,45,11,122,1403,1597,685,466,945,371,5471
SSC20079,37,18,95,1353,1421,656,416,1182,258,5290
SSC20080,0,0,0,25,22,14,10,13,16,109
SSC20081,18,3,19,674,627,305,211,797,151,2763
SSC20082,0,0,0,0,0,3,0,0,6,10
SSC20083,0,0,0,6,0,0,0,0,0,8
SSC20084,0,0,3,31,49,25,20,84,7,225
SSC20085,6,4,17,159,217,120,107,154,103,861
SSC20086,18,4,30,145,240,133,138,233,111,996
SSC20087,0,0,0,0,7,0,0,0,0,7
SSC20088,216,51,396,2044,2170,1107,910,2824,794,9847
SSC20089,0,0,0,8,9,4,3,3,0,29
SSC20090,4,0,11,166,191,105,57,107,54,687
SSC20091,0,0,0,48,75,47,44,31,26,267
SSC20092,0,3,4,133,187,90,81,82,48,619
SSC20093,0,0,0,14,5,5,8,7,3,33
SSC20094,74,32,184,1048,1375,671,486,1191,470,5245
SSC20095,0,0,3,56,68,40,31,63,38,297
SSC20096,8,5,20,277,350,179,144,228,93,1271
SSC20097,0,0,0,0,4,0,0,0,3,8
SSC20098,0,0,0,53,68,23,35,27,16,227
SSC20099,3,0,3,11,5,0,3,9,0,30
SSC20100,0,3,3,9,7,6,7,4,3,35
SSC20101,0,0,3,12,24,14,19,23,3,93
SSC20102,174,64,326,1110,1499,751,644,1427,876,6311
SSC20103,0,0,0,25,41,18,15,39,12,142
SSC20104,27,12,66,1544,1276,384,194,789,457,4649
SSC20105,3,0,3,14,18,7,10,23,7,85
SSC20106,0,0,3,10,7,15,3,3,3,48
SSC20107,29,14,69,468,644,342,287,456,229,2426
SSC20108,0,0,0,15,3,9,6,10,6,49
SSC20109,0,0,0,0,3,0,3,0,0,8
SSC20110,63,14,111,1162,1306,570,310,774,394,4522
SSC20111,117,36,224,956,1272,583,390,1064,460,4724
SSC20112,102,26,176,678,860,406,310,717,240,3213
SSC20113,0,0,3,19,26,18,10,22,7,103
SSC20114,3,0,7,50,52,22,39,52,23,238
SSC20115,0,0,0,13,32,12,29,9,17,115
SSC20116,0,0,0,14,7,11,3,3,9,45
SSC20117,0,0,0,15,23,19,13,17,16,94
SSC20118,0,4,5,49,74,41,29,34,34,261
SSC20119,12,14,48,415,538,279,212,243,162,1854
SSC20120,4,0,9,69,108,58,43,48,51,368
SSC20121,0,0,0,0,5,0,0,0,0,4
SSC20122,219,52,498,2927,2857,1414,967,2385,611,11157
SSC20123,252,72,678,4270,4156,2153,1548,3624,851,16603
SSC20124,3,0,11,87,93,45,52,79,40,392
SSC20125,0,0,0,22,53,26,21,40,28,190
SSC20126,0,0,3,21,20,17,12,13,5,85
SSC20127,0,0,0,10,11,3,0,7,0,35
SSC20128,0,0,0,107,141,32,40,130,34,479
SSC20129,0,0,0,9,9,7,4,5,3,43
SSC20130,23,6,39,89,138,89,61,250,112,737
SSC20131,0,0,0,3,8,3,4,5,3,29
SSC20132,69,14,94,820,1169,506,448,695,282,3914
SSC20133,0,0,0,3,3,4,3,4,4,23
SSC20134,0,0,0,10,11,3,0,0,0,25
SSC20135,95,14,124,380,519,218,173,338,127,1755
SSC20136,0,0,5,14,22,14,15,10,6,77
SSC20137,0,0,3,36,42,25,22,26,24,176
SSC20138,0,0,0,6,0,0,3,3,0,15
SSC20139,0,0,0,17,24,16,12,14,19,109
SSC20140,0,6,8,63,101,79,50,56,35,387
SSC20141,0,0,0,5,12,3,11,9,6,37
SSC20142,0,0,0,4,0,3,5,9,5,35
SSC20143,0,0,6,30,43,31,29,69,43,244
SSC20144,0,0,0,0,4,0,4,0,0,10
SSC20145,0,0,9,162,218,101,72,97,62,715
SSC20146,0,0,0,35,36,14,19,18,14,133
SSC20147,0,0,0,30,30,16,9,12,3,105
SSC20148,0,0,9,72,99,52,50,53,32,355
SSC20149,3,0,7,27,53,33,32,32,11,182
SSC20150,0,0,5,42,54,26,12,20,28,185
SSC20151,0,0,0,0,4,0,6,0,3,15
SSC20152,0,0,0,0,3,3,0,0,0,7
SSC20153,0,0,0,0,7,0,7,4,0,21
SSC20154,0,0,0,4,4,0,0,0,0,11
SSC20155,0,0,0,3,5,0,3,7,11,28
SSC20156,0,0,3,7,3,3,7,6,0,21
SSC20157,0,0,0,0,3,3,0,0,0,10
SSC20158,0,0,0,13,20,14,9,15,16,89
SSC20159,0,0,0,29,48,29,33,25,14,179
SSC20160,0,3,0,16,34,27,12,10,8,108
SSC20161,21,9,60,733,911,441,301,373,186,2941
SSC20162,0,0,0,0,3,0,0,0,3,8
SSC20163,0,0,3,54,80,49,39,57,30,314
SSC20164,3,0,10,179,172,100,87,104,47,701
SSC20165,0,0,0,14,17,4,4,3,0,49
SSC20166,0,0,0,0,0,0,0,0,0,0
SSC20167,0,0,0,0,6,0,0,7,8,23
SSC20168,9,8,24,421,468,184,171,395,169,1813
SSC20169,0,0,0,0,10,0,0,5,3,17
SSC20170,0,0,4,66,97,54,45,63,56,374
SSC20171,0,0,0,21,23,13,15,8,7,91
SSC20172,166,64,289,2328,2417,1023,833,2411,744,9759
SSC20173,96,122,250,1746,1924,779,637,1483,594,7159
SSC20174,17,10,51,1362,1516,650,455,1026,289,5296
SSC20175,23,3,38,497,651,316,222,389,169,2242
SSC20176,3,3,7,27,34,27,27,49,27,175
SSC20177,0,0,0,11,27,17,26,40,20,137
SSC20178,0,0,0,9,14,3,11,4,3,53
SSC20179,0,0,0,7,8,5,4,7,0,25
SSC20180,32,24,68,203,290,159,147,313,165,1280
SSC20181,135,79,469,2823,3121,1598,903,1720,675,10844
SSC20182,0,0,0,3,7,3,3,3,4,20
SSC20183,0,4,8,59,62,34,38,67,41,305
SSC20184,0,0,0,11,18,12,8,16,12,74
SSC20185,57,21,106,565,868,480,298,537,499,3243
SSC20186,0,0,0,6,7,4,7,0,6,18
SSC20187,3,3,24,800,977,446,285,407,189,3103
SSC20188,0,0,6,259,330,159,107,159,60,1073
SSC20189,0,0,11,336,431,189,143,194,72,1356
SSC20190,55,7,124,899,1024,467,384,1106,317,4188
SSC20191,44,27,118,864,1022,461,443,971,371,4139
SSC20192,0,4,3,25,31,28,12,23,24,146
SSC20193,0,0,0,0,0,0,0,0,0,0
SSC20194,3,0,15,138,204,145,77,114,45,719
SSC20195,0,0,3,54,95,52,37,51,32,321
SSC20196,0,0,0,12,18,14,3,3,3,51
SSC20197,15,4,39,343,383,145,133,370,113,1480
SSC20198,0,0,0,0,0,0,0,0,0,0
SSC20199,0,0,0,17,39,16,16,13,11,111
SSC20200,311,105,625,2743,3245,1453,1014,2372,868,11698
SSC20201,3,0,0,3,17,9,6,10,9,62
SSC20202,4,0,11,43,75,36,26,47,24,247
SSC20203,206,89,485,1627,2180,1185,924,1866,958,8735
SSC20204,3,0,3,23,33,26,18,24,16,128
SSC20205,0,0,3,12,18,7,8,7,3,54
SSC20206,0,0,3,43,72,34,21,21,25,227
SSC20207,38,45,136,1071,1280,527,394,909,513,4703
SSC20208,0,0,0,9,22,17,12,24,15,99
SSC20209,0,0,0,14,13,7,9,10,5,54
SSC20210,0,0,0,10,12,3,0,10,9,35
SSC20211,0,0,0,10,39,19,14,14,14,107
SSC20212,0,0,0,10,12,6,0,6,0,40
SSC20213,182,54,412,3453,3703,1518,1012,2582,737,12999
SSC20214,361,98,823,5510,6089,2587,1774,4569,1321,21853
SSC20215,0,0,0,0,3,0,0,0,0,5
SSC20216,0,0,0,20,43,22,14,19,7,120
SSC20217,0,0,0,9,6,0,7,13,4,39
SSC20218,0,0,3,15,29,20,20,36,12,135
SSC20219,0,0,0,8,8,5,3,6,4,34
SSC20220,6,3,11,22,35,19,20,39,21,148
SSC20221,0,0,0,0,6,3,4,8,7,38
SSC20222,0,0,0,29,34,23,12,13,12,122
SSC20223,389,124,805,9145,9902,4432,3439,8043,1980,36937
SSC20224,0,0,0,11,20,12,14,18,9,86
SSC20225,0,0,4,16,21,13,10,18,24,102
SSC20226,0,0,3,12,15,10,16,19,5,73
SSC20227,0,0,0,0,0,0,0,4,0,3
SSC20228,0,0,3,85,112,63,51,61,24,396
SSC20229,0,0,0,6,24,14,7,16,16,89
SSC20230,7,3,13,50,77,40,46,45,37,296
SSC20231,0,0,0,42,59,47,33,46,32,262
SSC20232,5,0,3,351,445,211,177,367,157,1701
SSC20233,0,0,0,0,0,0,3,0,0,3
SSC20234,0,0,0,50,64,17,19,26,20,195
SSC20235,0,0,0,3,8,4,5,3,7,26
SSC20236,5,0,5,6,14,3,7,9,8,56
SSC20237,0,0,0,11,10,9,3,0,0,33
SSC20238,0,0,0,0,0,0,0,0,0,0
SSC20239,0,0,0,3,3,3,0,0,0,9
SSC20240,0,0,0,5,13,5,7,9,11,44
SSC20241,0,0,6,17,38,10,18,17,6,107
SSC20242,0,0,0,0,0,0,0,0,0,0
SSC20243,13,12,32,108,135,85,64,119,74,573
SSC20244,0,0,0,0,0,0,0,0,0,3
SSC20245,0,0,8,98,122,79,50,84,58,500
SSC20246,0,0,9,125,210,100,79,94,62,667
SSC20247,25,8,47,606,873,417,317,514,242,2972
SSC20248,41,3,55,402,490,199,153,356,149,1747
SSC20249,0,0,0,29,32,26,16,15,40,166
SSC20250,69,38,235,1331,1478,698,441,778,317,5040
SSC20251,238,96,572,3079,3211,1464,959,2195,609,11510
SSC20252,70,16,204,1469,1620,700,544,1302,276,5911
SSC20253,209,110,490,2154,2312,1045,782,1909,591,8791
SSC20254,0,0,0,5,9,0,0,0,5,24
SSC20255,0,0,0,41,79,32,24,39,33,243
SSC20256,24,26,85,380,545,309,190,354,276,2054
SSC20257,0,0,0,6,5,9,0,7,0,20
SSC20258,0,0,4,38,60,21,15,22,34,183
SSC20259,3,0,5,209,273,144,98,202,87,1019
SSC20260,0,0,3,18,22,11,6,11,3,78
SSC20261,0,0,0,10,0,0,3,0,0,20
SSC20262,0,0,0,13,23,13,8,8,0,74
SSC20263,3,0,4,10,13,7,9,11,3,57
SSC20264,0,0,0,3,0,0,0,0,0,5
SSC20265,0,0,0,12,16,12,11,3,3,57
SSC20266,0,0,0,16,20,11,15,3,11,67
SSC20267,0,0,0,0,3,0,3,0,0,5
SSC20268,0,0,0,0,0,3,3,3,0,9
SSC20269,0,0,0,46,51,34,38,40,23,230
SSC20270,0,0,0,0,0,0,0,0,0,0
SSC20271,0,0,0,28,39,16,18,24,30,160
SSC20272,0,0,0,4,0,3,0,0,0,11
SSC20273,4,0,5,76,148,85,71,73,45,495
SSC20274,0,0,0,6,9,3,3,3,3,21
SSC20275,0,0,3,23,24,16,10,20,7,100
SSC20276,0,0,0,10,9,11,4,3,6,47
SSC20277,61,88,190,1312,1552,518,360,989,622,5350
SSC20278,0,0,0,158,108,46,33,219,79,638
SSC20279,0,3,5,55,72,53,24,62,40,304
SSC20280,0,0,0,9,6,3,3,0,4,26
SSC20281,0,4,9,91,111,79,67,64,76,487
SSC20282,0,0,0,54,44,27,20,30,14,176
SSC20283,0,7,8,34,24,21,11,26,12,132
SSC20284,0,0,0,0,0,0,0,0,0,0
SSC20285,0,0,3,3,3,0,0,3,3,15
SSC20286,3,7,15,166,219,122,118,114,82,824
SSC20287,0,0,3,20,29,14,18,12,16,114
SSC20288,0,0,0,0,0,0,0,0,0,0
SSC20289,0,0,0,3,10,0,3,6,6,23
SSC20290,0,0,0,3,3,0,0,3,0,11
SSC20291,0,0,0,4,0,3,0,0,5,18
SSC20292,0,0,0,21,34,16,14,20,6,107
SSC20293,0,0,3,25,26,10,16,10,18,101
SSC20294,0,0,0,4,3,0,0,4,0,12
SSC20295,0,0,0,3,13,7,5,3,3,31
SSC20296,4,0,3,26,37,20,9,15,16,118
SSC20297,0,0,0,4,15,6,4,6,4,39
SSC20298,27,22,70,138,158,89,109,150,95,745
SSC20299,4,0,4,17,23,18,9,13,5,88
SSC20300,0,0,3,12,11,13,3,6,8,54
SSC20301,0,0,0,7,8,3,3,4,8,26
SSC20302,210,69,434,4482,5018,2108,1625,3896,1268,18395
SSC20303,0,0,0,9,15,3,7,16,24,69
SSC20304,0,0,0,17,12,13,7,23,0,67
SSC20305,0,0,4,810,848,352,256,447,136,2841
SSC20306,0,4,4,13,22,20,7,26,25,110
SSC20307,0,0,4,22,45,21,16,25,13,155
SSC20308,0,0,0,0,17,5,5,3,3,38
SSC20309,0,0,0,0,16,15,3,5,0,41
SSC20310,0,0,3,17,12,19,10,10,5,79
SSC20311,0,0,0,0,6,3,0,4,7,26
SSC20312,104,110,323,2414,2154,846,537,3316,850,10111
SSC20313,108,30,263,2429,2576,1086,767,2455,501,9819
SSC20314,99,28,213,1814,1823,778,514,1608,432,6956
SSC20315,0,0,0,0,6,3,3,3,0,12
SSC20316,0,0,0,0,3,3,0,0,3,12
SSC20317,0,0,0,5,4,8,0,7,6,31
SSC20318,0,0,0,3,5,3,0,6,3,18
SSC20319,0,0,0,12,28,14,7,9,8,77
SSC20320,7,0,6,39,71,37,41,56,27,285
SSC20321,0,0,0,3,3,0,0,5,0,17
SSC20322,68,24,111,1552,1407,568,552,2739,690,7505
SSC20323,0,0,0,3,10,0,3,5,7,34
SSC20324,3,3,15,176,204,109,82,197,97,866
SSC20325,0,0,0,27,40,25,13,12,21,135
SSC20326,0,0,0,3,5,4,4,3,4,26
SSC20327,0,0,0,8,8,3,3,4,5,42
SSC20328,4,0,7,164,244,134,126,120,88,883
SSC20329,17,3,45,631,751,374,235,412,160,2562
SSC20330,0,0,0,18,29,10,7,13,4,75
SSC20331,0,0,4,25,26,13,21,21,10,116
SSC20332,0,0,0,6,7,3,7,12,0,45
SSC20333,3,3,9,47,56,45,33,51,45,282
SSC20334,37,24,101,388,583,272,195,333,252,2028
SSC20335,459,136,953,5037,5107,2364,1512,3756,1444,19221
SSC20336,403,170,873,3318,3503,1518,1039,2596,839,12810
SSC20337,3,0,6,14,35,24,22,39,9,145
SSC20338,0,0,0,0,0,0,3,0,0,8
SSC20339,0,0,0,4,10,3,11,10,10,46
SSC20340,0,0,0,14,15,3,6,12,14,65
SSC20341,0,0,0,0,3,0,0,4,0,12
SSC20342,0,0,0,4,6,4,3,7,4,27
SSC20343,20,22,62,729,891,395,395,722,324,3458
SSC20344,88,16,155,1465,1415,628,743,3654,1308,9214
SSC20345,0,0,0,22,12,9,8,15,11,74
SSC20346,0,0,0,3,10,3,4,4,0,22
SSC20347,0,0,0,9,7,3,7,0,4,32
SSC20348,0,0,0,12,8,5,9,10,6,56
SSC20349,27,23,86,1531,1602,691,720,1707,525,6774
SSC20350,9,7,41,413,400,130,128,399,130,1597
SSC20351,0,0,0,0,0,0,0,0,0,5
SSC20352,0,0,4,38,43,26,20,23,45,198
SSC20353,0,0,4,23,28,13,25,27,6,123
SSC20354,20,9,53,660,840,361,308,492,195,2853
SSC20355,0,0,0,15,17,17,5,12,5,81
SSC20356,0,0,0,8,14,7,9,12,6,60
SSC20357,0,0,0,25,20,18,15,12,13,90
SSC20358,0,0,0,0,0,0,0,0,0,4
SSC20359,201,39,378,7251,6386,1686,972,3989,1574,21866
SSC20360,56,25,136,3562,3160,749,414,1628,796,10300
SSC20361,140,40,293,3608,3572,1112,646,2394,923,12250
SSC20362,0,7,10,123,163,109,83,108,81,668
SSC20363,0,0,0,15,17,9,19,13,16,84
SSC20364,3,0,7,35,51,31,40,26,16,199
SSC20365,0,0,4,16,20,14,17,16,4,81
SSC20366,3,0,3,19,37,17,14,19,8,118
SSC20367,0,0,0,44,36,24,32,24,23,175
SSC20368,0,0,0,5,3,4,3,3,0,23
SSC20369,0,0,3,9,9,13,3,0,7,42
SSC20370,0,0,0,0,0,0,0,0,0,0
SSC20371,0,0,4,29,36,14,25,15,4,120
SSC20372,0,0,0,3,0,0,0,3,0,5
SSC20373,0,0,3,42,53,41,23,37,31,227
SSC20374,0,0,3,46,66,40,29,39,17,234
SSC20375,0,0,0,12,24,11,6,7,7,67
SSC20376,0,0,0,0,0,0,3,0,0,8
SSC20377,0,0,0,0,0,0,0,0,0,3
SSC20378,0,0,0,4,4,3,4,6,12,27
SSC20379,3,4,11,121,137,68,48,108,87,568
SSC20380,0,0,0,8,3,3,0,0,0,15
SSC20381,0,0,0,19,12,8,18,16,3,77
SSC20382,0,0,0,10,21,7,12,6,3,67
SSC20383,0,0,0,10,13,3,0,8,0,36
SSC20384,140,49,384,2220,2311,1081,782,2199,633,9232
SSC20385,4,0,5,97,151,83,73,62,41,509
SSC20386,0,0,7,14,22,3,19,8,3,67
SSC20387,0,0,0,4,8,0,3,4,4,26
SSC20388,0,0,5,89,115,64,48,70,38,425
SSC20389,0,0,3,40,41,24,11,21,7,143
SSC20390,0,0,0,15,23,14,6,10,7,71
SSC20391,0,0,0,37,59,34,30,30,18,215
SSC20392,0,0,0,31,38,19,16,30,12,147
SSC20393,3,3,8,79,95,54,41,64,43,369
SSC20394,0,0,0,4,23,0,3,7,7,46
SSC20395,0,0,0,0,0,0,0,0,0,0
SSC20396,0,0,0,8,10,3,8,12,3,49
SSC20397,211,183,581,5688,5532,2353,1771,7261,1873,24477
SSC20398,0,0,0,10,13,8,10,3,7,46
SSC20399,0,0,0,14,12,17,0,11,0,55
SSC20400,0,0,0,8,9,9,0,9,5,43
SSC20401,0,0,0,16,17,14,9,10,8,73
SSC20402,0,0,0,41,53,34,36,33,11,214
SSC20403,0,0,0,0,4,3,4,3,3,23
SSC20404,0,0,0,4,13,3,3,0,5,38
SSC20405,0,0,0,0,0,0,0,0,3,5
SSC20406,0,0,0,4,3,3,0,0,8,14
SSC20407,20,11,51,607,824,455,324,398,263,2866
SSC20408,0,0,5,56,53,31,27,35,10,207
SSC20409,38,13,60,415,470,251,203,406,195,1931
SSC20410,0,0,4,19,14,6,15,18,18,91
SSC20411,0,0,0,0,0,0,0,0,0,0
SSC20412,0,0,0,4,0,3,0,4,0,13
SSC20413,0,0,3,3,4,3,0,0,0,11
SSC20414,0,0,0,3,9,9,9,6,11,45
SSC20415,0,0,3,6,5,7,5,5,4,31
SSC20416,5,0,7,274,198,50,20,97,41,682
SSC20417,80,29,152,764,818,375,315,1228,238,3742
SSC20418,7,0,12,884,1006,390,446,1294,243,4259
SSC20419,0,0,0,7,8,7,4,0,3,26
SSC20420,0,0,0,34,48,29,7,17,22,158
SSC20421,0,0,0,3,6,3,3,0,0,21
SSC20422,0,0,0,0,7,8,3,9,6,35
SSC20423,0,0,11,42,49,26,20,41,20,201
SSC20424,260,93,576,3323,2961,1172,791,3979,847,13071
SSC20425,125,36,269,2082,2118,1033,724,2393,459,8808
SSC20426,0,0,5,81,133,72,53,61,37,436
SSC20427,0,0,0,6,16,5,4,8,5,43
SSC20428,0,0,0,0,0,0,0,0,4,6
SSC20429,6,0,9,65,117,69,55,67,48,421
SSC20430,0,0,3,22,32,6,11,13,20,109
SSC20431,0,0,0,25,22,15,10,10,9,90
SSC20432,0,0,0,30,31,25,24,16,7,132
SSC20433,0,0,8,19,30,13,12,14,26,120
SSC20434,0,0,0,29,39,12,14,23,14,135
SSC20435,5,0,9,70,101,55,44,66,28,367
SSC20436,0,0,0,3,3,0,3,4,3,19
SSC20437,0,0,0,6,6,5,8,8,5,36
SSC20438,0,0,0,0,7,3,5,0,3,10
SSC20439,25,3,44,1631,1654,638,549,2556,441,7470
SSC20440,0,0,0,0,0,0,0,0,0,0
SSC20441,0,0,0,29,35,19,14,28,23,147
SSC20442,54,23,110,654,833,386,370,855,371,3470
SSC20443,0,0,3,16,23,17,17,21,39,135
SSC20444,0,0,0,10,11,5,3,4,0,38
SSC20445,0,0,4,45,68,41,38,47,17,262
SSC20446,0,0,0,6,6,3,9,4,3,36
SSC20447,0,0,0,0,3,3,0,3,0,9
SSC20448,0,0,3,7,8,0,0,3,4,19
SSC20449,3,0,6,21,29,23,19,25,18,132
SSC20450,0,0,0,0,0,0,0,0,0,0
SSC20451,560,91,941,4929,5013,2339,1405,3563,955,18215
SSC20452,0,0,3,27,54,27,21,39,13,187
SSC20453,40,12,83,664,612,296,349,1732,370,4034
SSC20454,0,0,0,0,4,0,3,3,3,17
SSC20455,3,3,19,261,395,220,167,233,158,1425
SSC20456,0,0,0,9,12,8,3,6,11,45
SSC20457,0,0,0,9,10,3,9,4,12,37
SSC20458,67,33,133,472,697,398,303,609,323,2804
SSC20459,39,16,69,694,813,312,268,592,234,2909
SSC20460,0,0,0,0,0,3,3,0,0,10
SSC20461,0,0,0,16,14,3,8,12,3,61
SSC20462,0,0,0,21,26,25,27,47,17,165
SSC20463,0,0,0,6,4,0,3,0,5,18
SSC20464,0,3,6,113,174,58,54,69,58,526
SSC20465,0,0,0,12,10,3,8,3,4,38
SSC20466,200,27,330,1754,1828,836,577,1307,354,6654
SSC20467,0,0,0,25,39,17,16,18,13,130
SSC20468,0,0,0,12,27,13,23,26,7,105
SSC20469,0,0,0,0,3,0,0,0,0,4
SSC20470,0,0,0,0,11,3,0,4,0,13
SSC20471,4,6,18,160,210,112,85,115,85,763
SSC20472,3,0,7,91,140,50,46,43,22,385
SSC20473,7,0,9,267,384,207,142,224,96,1318
SSC20474,0,0,0,0,14,4,6,9,3,31
SSC20475,0,0,0,11,10,8,3,14,11,69
SSC20476,0,0,0,0,0,0,0,0,0,3
SSC20477,3,0,8,40,34,24,30,38,27,191
SSC20478,0,0,0,8,7,5,10,18,6,54
SSC20479,0,0,0,4,6,4,0,3,4,20
SSC20480,0,0,0,7,13,12,4,9,4,52
SSC20481,3,0,5,10,28,13,13,6,9,77
SSC20482,0,0,4,143,177,82,62,83,23,573
SSC20483,0,0,10,97,143,62,69,64,39,473
SSC20484,4,0,4,77,75,38,17,62,40,305
SSC20485,0,0,5,109,158,84,74,123,76,621
SSC20486,0,0,0,3,6,3,7,5,7,28
SSC20487,0,0,0,9,3,6,7,0,0,23
SSC20488,0,0,0,5,3,4,0,3,0,12
SSC20489,8,3,23,176,223,131,118,172,64,884
SSC20490,0,0,3,24,30,10,21,27,6,117
SSC20491,0,0,0,48,92,32,38,32,28,263
SSC20492,114,19,169,4957,3282,724,426,6283,1768,17442
SSC20493,38,8,85,2105,1702,479,256,715,393,5650
SSC20494,3,0,4,13,21,14,5,6,6,72
SSC20495,214,52,412,3980,3969,1365,833,3665,958,14771
SSC20496,0,0,0,21,25,11,23,22,13,111
SSC20497,26,5,48,4170,4376,1775,1589,4552,1210,17669
SSC20498,0,0,3,14,16,17,20,24,13,103
SSC20499,0,0,0,13,21,8,6,12,19,89
SSC20500,0,0,4,14,14,16,8,8,29,97
SSC20501,0,0,0,4,6,6,3,10,4,39
SSC20502,0,0,0,8,6,0,4,3,3,27
SSC20503,0,0,0,0,3,0,3,0,0,12
SSC20504,38,19,83,850,940,360,246,639,302,3336
SSC20505,204,135,420,3848,4202,1662,1318,4011,1499,16537
SSC20506,0,0,0,9,5,3,11,17,12,61
SSC20507,0,0,3,31,44,32,25,38,12,180
SSC20508,0,0,0,4,9,0,3,4,0,25
SSC20509,0,0,0,65,53,32,22,20,22,212
SSC20510,49,23,97,235,280,175,183,371,186,1439
SSC20511,0,0,0,19,17,7,4,14,3,63
SSC20512,0,0,0,9,12,8,24,32,19,108
SSC20513,115,115,354,985,1652,814,619,920,715,5706
SSC20514,0,0,0,37,73,36,17,55,23,239
SSC20515,0,0,3,10,28,17,11,10,3,77
SSC20516,0,0,5,0,6,11,0,4,0,20
SSC20517,0,0,0,0,0,3,0,9,3,13
SSC20518,217,36,338,1300,1176,479,254,1172,311,4702
