SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC22310,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,13,12,6,7,20,18,7,6,3,91,..,0,3,10,21,20,12,3,0,75,..,3,4,4,8,0,0,0,0,19,..,0,0,0,0,3,0,0,0,4,27,..,..,..,..,..,..,..,..,27,..,9,..,..,..,..,..,..,..,9,..,8,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,0,4,6,19,0,0,3,0,0,0,0,0,0,3,27,13,16,17,34,33,16,9,6,171
SSC22311,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,3,11,3,7,3,0,44,..,0,0,0,11,3,11,9,0,33,..,0,3,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,4,8,..,..,..,..,..,..,..,..,8,..,12,..,..,..,..,..,..,..,12,..,14,0,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,3,8,24,4,3,23,10,11,8,0,94
SSC22312,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,0,0,0,12,..,0,0,0,3,4,0,0,0,13,..,0,3,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,3,5,0,0,0,28
SSC22313,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC22314,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,16,17,5,11,19,7,4,0,0,83,..,0,5,10,32,15,6,4,0,79,..,0,0,5,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,6,25,..,..,..,..,..,..,..,..,25,..,17,..,..,..,..,..,..,..,17,..,10,0,0,0,0,0,0,0,14,..,0,0,0,0,3,0,0,0,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,8,0,3,0,0,0,0,0,0,0,3,25,29,10,15,40,16,8,6,3,158
SSC22315,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,40,12,12,25,22,28,13,7,0,164,..,0,4,31,28,42,19,10,0,138,..,7,0,5,4,3,0,0,0,25,..,3,0,5,3,0,0,0,0,13,77,..,..,..,..,..,..,..,..,77,..,6,..,..,..,..,..,..,..,6,..,15,3,0,0,0,0,0,0,25,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,6,8,12,4,0,30,0,0,0,0,0,3,0,0,3,9,80,34,14,47,45,55,38,11,7,325
SSC22316,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,3,15,13,5,11,0,0,80,..,0,0,25,18,6,16,3,0,74,..,0,0,4,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,0,47,..,..,..,..,..,..,..,..,47,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,0,0,0,7,..,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,47,8,4,34,25,19,19,3,0,156
SSC22317,..,117,106,38,38,46,21,3,4,359,..,15,37,37,68,98,118,178,103,651,17,27,33,24,25,24,25,22,8,211,1616,1443,1806,1208,1198,1012,784,563,272,9911,..,193,1694,1455,1295,1205,899,568,166,7468,..,58,234,108,100,68,18,13,3,593,..,17,104,211,265,177,93,91,65,1014,3287,..,..,..,..,..,..,..,..,3287,..,1219,..,..,..,..,..,..,..,1219,..,541,626,249,166,76,18,0,0,1672,..,371,277,87,120,130,106,76,71,1236,..,298,364,87,100,59,19,5,6,936,..,423,403,132,107,89,39,11,8,1205,..,42,123,135,194,232,217,259,155,1355,36,65,92,62,53,36,41,27,7,419,3327,3231,3910,2509,2390,2072,1446,1041,478,20407
SSC22318,..,15,34,16,16,15,12,8,3,111,..,11,22,25,22,69,91,56,28,319,16,14,20,16,13,8,18,11,3,113,1068,894,981,802,851,709,519,236,80,6141,..,100,849,892,1028,889,624,259,36,4677,..,25,119,72,76,37,28,8,0,363,..,10,88,181,199,119,59,21,18,698,2203,..,..,..,..,..,..,..,..,2203,..,885,..,..,..,..,..,..,..,885,..,455,469,130,53,25,3,0,0,1144,..,176,124,48,81,97,75,44,28,669,..,100,95,57,56,30,13,3,0,360,..,73,111,42,38,44,18,11,3,345,..,10,55,76,75,134,150,80,40,626,33,35,44,37,30,20,27,18,3,236,2233,1865,1952,1538,1633,1402,999,452,125,12197
SSC22319,..,109,107,39,32,45,23,15,6,382,..,33,94,96,107,234,309,306,136,1317,41,60,74,37,30,50,36,32,17,369,2879,2410,2870,2181,1999,2013,1560,966,318,17200,..,298,2434,2143,2147,2236,1958,955,141,12317,..,132,366,280,218,120,40,13,0,1164,..,58,270,536,573,412,206,161,92,2306,5854,..,..,..,..,..,..,..,..,5854,..,1992,..,..,..,..,..,..,..,1992,..,1123,1243,485,298,91,18,0,0,3259,..,522,406,120,196,235,133,132,55,1799,..,394,389,120,87,64,24,5,3,1082,..,473,582,149,129,102,61,23,12,1532,..,74,231,282,344,500,509,433,190,2552,80,120,165,114,74,91,69,52,21,786,5940,5179,6083,4225,4074,3849,3020,1776,523,34652
SSC22320,..,9,17,3,14,11,9,4,0,62,..,5,25,24,23,69,70,81,50,342,5,10,4,0,8,7,5,3,0,49,360,267,255,263,365,328,240,159,77,2323,..,14,159,285,424,377,247,137,39,1682,..,38,107,57,51,46,16,10,0,327,..,11,31,44,83,36,20,7,7,238,750,..,..,..,..,..,..,..,..,750,..,203,..,..,..,..,..,..,..,203,..,198,87,28,19,11,0,0,0,345,..,23,8,3,9,13,16,3,7,84,..,15,7,7,3,8,3,0,0,36,..,25,30,4,21,17,16,4,0,115,..,12,47,54,76,111,96,102,72,571,16,29,14,8,16,17,10,3,0,105,768,560,492,496,709,626,420,258,132,4457
SSC22321,..,0,0,0,0,3,0,0,0,5,..,0,4,3,3,5,4,3,0,28,0,3,0,0,0,0,3,0,0,6,100,73,55,68,87,78,54,12,6,525,..,0,31,71,108,114,81,21,3,432,..,3,22,34,29,18,7,0,0,105,..,0,6,9,15,5,3,4,0,43,208,..,..,..,..,..,..,..,..,208,..,70,..,..,..,..,..,..,..,70,..,60,20,5,3,0,0,0,0,99,..,4,0,0,0,0,3,4,0,16,..,0,3,0,3,4,0,0,0,16,..,0,0,0,0,3,0,0,0,3,..,6,12,9,12,17,6,8,5,72,3,10,7,0,0,0,3,0,0,24,208,159,107,130,180,164,101,36,7,1088
SSC22322,..,0,0,0,0,6,0,0,0,3,..,0,0,3,3,12,5,0,0,26,0,3,0,0,0,0,0,0,0,5,86,43,34,73,59,68,32,7,3,404,..,0,27,78,78,65,50,12,0,326,..,3,12,29,17,21,8,0,0,97,..,0,0,15,11,3,0,0,0,34,181,..,..,..,..,..,..,..,..,181,..,42,..,..,..,..,..,..,..,42,..,27,11,0,0,0,0,0,0,41,..,3,0,0,0,0,0,4,3,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,9,3,0,0,11,..,0,0,8,13,17,15,3,0,56,0,4,0,0,6,4,6,0,0,19,181,85,61,137,129,117,78,21,5,806
SSC22323,..,3,3,0,4,8,4,0,0,26,..,0,10,13,28,33,59,53,37,233,3,3,0,4,3,5,3,4,0,25,144,99,84,98,142,157,167,98,56,1045,..,7,58,73,133,185,177,94,30,752,..,21,42,33,21,7,14,8,0,145,..,3,12,24,28,5,13,4,3,91,282,..,..,..,..,..,..,..,..,282,..,87,..,..,..,..,..,..,..,87,..,49,15,16,17,3,3,0,0,102,..,8,0,3,6,4,5,3,5,30,..,3,3,0,0,0,0,0,0,4,..,4,5,6,7,12,14,0,0,51,..,10,32,36,54,73,96,71,43,417,8,9,0,4,5,14,3,3,0,41,289,195,181,186,268,304,317,184,75,2003
SSC22324,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,7,0,9,12,5,10,0,0,44,..,0,0,11,16,6,13,0,0,46,..,3,0,0,4,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,6,0,10,15,10,19,0,0,81
SSC22325,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,4,0,0,20,..,0,0,9,0,4,4,3,0,20,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,9,4,10,8,4,0,42
SSC22326,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,6,3,0,0,0,0,25,..,0,4,6,4,0,0,3,0,12,..,0,0,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,19,..,..,..,..,..,..,..,..,19,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,3,4,8,10,0,3,4,0,45
SSC22327,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,3,8,0,0,0,25,..,0,0,3,6,8,4,0,0,23,..,0,0,3,3,3,0,0,0,9,..,0,0,0,0,0,0,0,0,3,21,..,..,..,..,..,..,..,..,21,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,7,6,12,14,10,8,0,0,67
SSC22328,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,14,33,33,36,122,0,4,7,0,0,4,0,0,0,14,236,207,122,166,224,247,105,68,38,1420,..,0,98,260,334,374,139,52,6,1263,..,8,17,21,29,14,10,0,0,98,..,0,0,19,38,32,7,3,0,103,477,..,..,..,..,..,..,..,..,477,..,248,..,..,..,..,..,..,..,248,..,150,119,11,7,0,0,0,0,289,..,13,9,5,0,3,3,0,3,36,..,3,0,0,0,0,0,0,0,7,..,0,0,0,3,0,4,0,0,9,..,0,10,9,9,25,38,41,39,165,3,3,11,6,4,5,0,0,0,31,475,428,265,322,425,453,207,102,50,2729
SSC22329,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,4,0,0,0,26,..,0,0,9,3,3,9,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,9,6,8,10,0,0,40
SSC22330,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,3,3,3,20,..,0,0,5,6,4,3,3,0,20,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,12,4,3,4,3,34
SSC22331,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,5,8,9,12,12,4,0,52,..,0,0,5,7,10,12,0,0,38,..,4,3,0,4,4,0,0,0,19,..,0,0,0,0,3,0,0,0,4,8,..,..,..,..,..,..,..,..,8,..,5,..,..,..,..,..,..,..,5,..,8,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,3,5,3,0,21,0,3,0,0,0,0,0,0,0,3,8,21,7,10,13,24,23,9,3,124
SSC22332,..,292,560,119,50,32,13,4,0,1060,..,104,571,504,375,298,191,102,54,2191,16,50,82,36,20,19,7,3,0,235,629,984,2824,1450,1037,711,395,183,87,8302,..,44,918,848,545,443,280,123,26,3232,..,361,1901,670,332,185,67,11,4,3524,..,5,34,73,148,105,30,12,18,431,1202,..,..,..,..,..,..,..,..,1202,..,296,..,..,..,..,..,..,..,296,..,98,103,35,25,20,7,0,0,284,..,100,115,30,14,17,11,6,9,310,..,63,106,12,11,9,4,0,0,211,..,499,1182,253,121,84,41,10,3,2182,..,214,1193,955,800,613,392,185,93,4454,22,77,171,82,58,33,20,8,9,471,1222,1754,5725,2958,2051,1515,847,358,158,16586
SSC22333,..,172,384,62,24,12,11,3,3,668,..,37,235,263,158,150,120,89,73,1126,11,17,50,24,10,6,6,8,3,128,981,697,1650,987,634,488,311,180,115,6043,..,82,833,856,515,436,295,116,53,3182,..,127,802,332,206,81,20,6,6,1585,..,0,21,63,113,60,14,12,12,297,2024,..,..,..,..,..,..,..,..,2024,..,433,..,..,..,..,..,..,..,433,..,121,108,41,15,9,4,0,0,301,..,65,81,27,15,21,13,14,7,250,..,48,59,5,5,0,3,0,0,126,..,308,729,169,66,33,21,5,3,1343,..,79,459,483,325,278,211,119,96,2043,24,36,88,45,21,9,12,11,3,253,2051,1306,3193,2016,1285,930,595,288,173,11835
SSC22334,..,33,66,11,0,5,3,0,0,120,..,14,76,77,52,57,38,21,6,346,0,7,11,7,3,0,3,0,0,34,161,135,363,232,185,155,103,38,18,1379,..,3,145,169,159,122,105,27,3,741,..,22,188,84,70,38,20,0,0,425,..,0,4,13,23,13,5,0,0,62,324,..,..,..,..,..,..,..,..,324,..,118,..,..,..,..,..,..,..,118,..,23,20,8,3,0,0,0,0,49,..,10,17,8,0,3,0,0,0,41,..,4,8,0,0,0,0,0,0,13,..,46,127,35,10,25,8,0,3,259,..,21,134,146,108,111,62,31,8,621,5,9,17,11,5,6,8,0,0,76,328,251,664,476,388,321,212,60,20,2730
SSC22335,..,4,3,3,10,4,5,0,0,33,..,4,9,9,24,40,51,30,14,174,3,5,5,3,6,12,18,3,0,47,129,74,81,106,154,244,231,91,29,1134,..,0,31,85,128,271,281,119,32,948,..,10,39,43,40,40,21,8,0,203,..,0,17,17,31,9,9,6,9,100,267,..,..,..,..,..,..,..,..,267,..,67,..,..,..,..,..,..,..,67,..,44,23,10,12,11,3,0,0,107,..,9,7,0,6,4,9,8,0,42,..,3,0,4,0,0,0,0,0,12,..,8,14,6,16,5,11,3,0,65,..,8,15,25,49,87,90,62,24,357,4,13,4,6,11,24,27,4,0,95,270,170,153,199,296,448,439,209,75,2260
SSC22336,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,..,0,3,0,0,3,8,0,0,14,..,4,0,3,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,6,4,3,4,9,6,3,0,37
SSC22337,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,3,0,3,16,..,0,0,3,0,6,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,3,..,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,4,0,0,3,3,0,0,3,4,11,9,3,4,41
SSC22338,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,6,28,20,9,21,27,24,16,0,0,138,..,0,8,20,40,43,21,3,0,128,..,0,3,9,0,4,3,0,0,22,..,0,0,0,0,0,0,0,0,7,54,..,..,..,..,..,..,..,..,54,..,25,..,..,..,..,..,..,..,25,..,8,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,4,0,0,5,0,0,0,7,0,4,0,0,0,3,3,0,0,13,54,38,16,32,47,49,30,3,0,274
SSC22339,..,0,0,0,3,4,3,0,0,7,..,0,0,0,0,4,6,10,4,29,0,3,0,0,3,3,4,0,0,7,61,33,17,36,55,65,42,21,15,347,..,0,15,36,57,91,59,29,11,295,..,7,9,11,15,5,10,0,0,62,..,4,10,6,13,4,0,3,0,43,122,..,..,..,..,..,..,..,..,122,..,15,..,..,..,..,..,..,..,15,..,30,6,3,9,0,0,0,0,49,..,0,0,0,3,0,5,0,0,8,..,3,3,0,0,0,0,0,0,8,..,4,3,3,3,5,3,0,0,21,..,3,6,3,12,16,24,14,9,86,0,4,0,0,4,4,6,0,0,13,122,66,48,69,109,135,106,47,21,725
SSC22340,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,5,4,3,3,20,3,3,0,0,0,0,0,0,0,4,26,8,7,18,27,34,19,5,3,149,..,0,8,23,29,38,24,3,0,123,..,0,0,4,8,13,3,0,0,35,..,0,0,0,0,3,0,0,0,4,51,..,..,..,..,..,..,..,..,51,..,10,..,..,..,..,..,..,..,10,..,6,3,0,0,0,0,0,0,8,..,0,0,0,0,0,4,0,0,5,..,3,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,10,..,0,0,0,10,8,4,4,3,30,3,7,0,3,0,3,0,0,0,11,49,20,16,28,53,70,36,13,3,294
SSC22341,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,12,11,3,0,0,39,..,0,0,0,20,8,6,0,0,37,..,0,4,3,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,3,13,..,..,..,..,..,..,..,..,13,..,6,..,..,..,..,..,..,..,6,..,6,3,0,0,0,0,0,0,10,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,13,4,4,22,16,8,3,3,94
SSC22342,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,10,..,0,0,5,0,3,3,4,0,17,..,0,3,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,3,6,6,8,4,6,0,32
SSC22343,..,29,21,12,12,18,3,0,0,101,..,11,30,27,43,90,105,109,72,488,6,12,7,3,13,13,13,8,0,80,404,295,280,303,383,403,354,223,99,2750,..,15,172,297,401,468,417,209,47,2032,..,70,110,80,73,42,29,4,0,407,..,16,39,61,61,26,20,12,6,242,822,..,..,..,..,..,..,..,..,822,..,211,..,..,..,..,..,..,..,211,..,140,62,35,18,12,0,0,0,268,..,32,16,6,10,18,13,3,4,99,..,21,19,5,3,4,0,0,0,51,..,71,67,21,38,40,13,3,0,241,..,29,65,72,107,160,172,151,96,854,16,21,26,13,24,20,16,17,3,153,837,622,567,590,730,796,682,394,160,5378
SSC22344,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,10,17,11,7,23,13,18,5,0,105,..,0,4,9,32,22,30,16,0,111,..,0,0,3,4,0,0,0,0,13,..,0,0,0,3,0,0,0,0,6,26,..,..,..,..,..,..,..,..,26,..,14,..,..,..,..,..,..,..,14,..,7,0,3,3,0,0,0,0,16,..,3,0,0,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,12,4,0,0,18,0,0,0,0,0,0,0,0,0,0,26,30,11,20,45,27,36,16,3,205
SSC22345,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,3,3,0,0,23,..,0,4,0,9,7,3,5,0,23,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,8,5,4,0,10,14,8,5,0,52
