SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC20376,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0
SSC20377,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0
SSC20378,18,12,27,8,0,5,0,0,3,0,0,0,0,0,0,5,4,9,6,4,9,0,0,0,27.8,33.3,33.3,44.4,0,29.6,0,0,0,0,0,0,0,4,4,0,3,3,4,0,6,0,0,0,0,0,0,4,0,6,18,11,26,0,0,0,18,14,30,0,0,0
SSC20379,298,262,568,127,57,187,28,66,97,10,10,25,3,3,5,173,145,317,82,85,167,1.7,2.1,1.6,58.1,55.3,55.8,55.4,50.8,54.4,7,0,9,0,3,3,18,29,53,22,33,56,92,15,105,0,4,4,3,8,9,96,25,119,277,253,533,20,18,38,244,227,465,44,45,92
SSC20380,5,6,15,3,4,8,0,3,3,0,0,3,0,0,0,3,3,9,0,0,3,0,0,0,60,50,60,60,116.7,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,8,7,0,0,0,3,6,11
SSC20381,43,40,77,29,4,27,0,11,13,3,0,4,0,0,3,30,16,44,12,25,29,0,0,6.8,69.8,40,57.1,74.4,37.5,57.1,0,0,0,0,0,0,0,5,8,0,0,0,11,7,9,0,0,0,0,0,0,11,7,9,45,39,81,3,3,5,32,29,62,16,11,25
SSC20382,34,35,67,14,3,21,5,5,12,0,0,3,0,0,3,24,17,37,15,19,28,0,0,8.1,70.6,48.6,55.2,55.9,22.9,53.7,0,5,3,0,0,0,5,11,16,3,4,8,8,3,9,0,0,0,0,0,0,6,3,13,33,26,63,3,6,8,28,20,42,14,13,23
SSC20383,17,16,36,10,4,13,6,6,13,0,0,0,0,0,0,10,10,22,7,5,8,0,0,0,58.8,62.5,61.1,94.1,62.5,72.2,0,0,0,0,0,0,4,4,6,3,0,5,0,0,3,0,0,0,0,0,0,0,4,3,16,9,31,3,3,10,14,10,25,8,4,13
SSC20384,4466,4763,9232,1867,1085,2951,593,1062,1658,106,120,221,174,152,322,2737,2414,5154,1513,2125,3637,6.4,6.3,6.2,61.3,50.7,55.8,57.5,47.6,52.3,322,287,607,79,130,209,880,970,1847,361,439,803,666,252,919,23,46,63,47,88,131,732,380,1112,4384,4639,9021,535,513,1048,3305,3503,6811,1469,1507,2974
SSC20385,253,248,509,128,62,190,33,78,106,13,10,24,6,3,9,185,153,336,57,83,144,3.2,2,2.7,73.1,61.7,66,68.8,60.5,62.9,14,12,24,8,10,17,27,41,67,31,31,60,83,23,104,0,5,5,3,3,6,90,28,120,290,260,553,31,27,57,237,202,436,76,70,142
SSC20386,35,35,67,19,7,29,3,5,13,0,4,7,0,4,4,20,21,47,9,9,19,0,19,8.5,57.1,60,70.1,62.9,45.7,73.1,0,0,0,0,0,0,3,4,7,3,3,4,9,3,11,0,0,0,0,3,3,9,6,11,35,36,67,0,0,0,27,28,60,4,3,10
SSC20387,11,9,26,6,0,10,4,3,5,0,0,0,0,0,0,11,4,16,4,5,9,0,0,0,100,44.4,61.5,90.9,33.3,57.7,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,0,0,0,0,0,0,6,6,10,18,12,33,0,0,0,9,4,19,4,6,13
SSC20388,202,220,425,105,50,156,24,70,103,10,13,20,7,10,13,149,141,283,42,64,107,4.7,7.1,4.6,73.8,64.1,66.6,68.8,60.5,65.6,0,5,10,0,10,10,18,30,48,12,24,32,73,30,101,0,10,13,0,0,3,78,39,114,218,232,452,14,29,42,169,176,342,54,74,134
SSC20389,65,77,143,36,19,53,9,22,26,3,3,3,0,5,8,42,49,97,20,26,45,0,10.2,8.2,64.6,63.6,67.8,73.8,57.1,57.3,0,0,0,0,4,9,4,10,22,7,5,12,24,11,34,0,0,0,0,4,8,27,20,45,64,79,147,4,6,10,52,75,125,14,18,29
SSC20390,35,31,71,9,3,15,5,10,19,4,0,4,0,7,9,25,18,40,10,9,21,0,38.9,22.5,71.4,58.1,56.3,51.4,41.9,53.5,0,0,0,0,0,0,0,3,3,4,0,3,9,3,15,0,3,3,0,0,0,9,7,14,33,30,64,3,10,13,27,24,47,8,20,30
SSC20391,111,103,215,62,31,94,15,36,46,8,4,13,0,3,3,85,71,158,20,25,50,0,4.2,1.9,76.6,68.9,73.5,76.6,68.9,71.2,3,0,3,4,3,7,11,12,23,6,20,24,36,5,42,0,0,3,0,0,0,35,13,50,124,117,238,11,14,24,95,79,178,32,36,71
SSC20392,72,68,147,40,9,55,4,22,29,5,0,7,0,3,4,51,44,94,10,20,33,0,6.8,4.3,70.8,64.7,63.9,68.1,45.6,61.9,0,0,0,0,0,3,3,15,20,4,4,7,23,10,31,0,0,0,0,7,7,23,18,39,81,82,158,7,0,5,69,64,130,17,13,27
SSC20393,197,173,369,82,39,126,26,44,64,9,10,19,6,4,8,116,103,217,59,60,115,5.2,3.9,3.7,58.9,59.5,58.8,59.4,53.8,56.6,0,5,5,8,3,11,9,22,28,10,19,24,76,15,93,3,4,5,3,5,6,80,25,107,159,152,318,37,30,61,124,123,253,65,52,118
SSC20394,24,25,46,5,8,9,4,3,12,0,0,0,0,0,0,11,9,20,5,11,12,0,0,0,45.8,36,43.5,37.5,44,45.7,0,0,0,0,0,0,7,3,8,0,3,3,7,0,9,0,0,0,0,0,0,7,3,4,20,18,38,0,0,0,17,18,35,0,0,3
SSC20395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20396,30,27,49,9,7,19,3,7,7,4,4,5,0,0,0,18,19,38,10,7,15,0,0,0,60,70.4,77.6,53.3,66.7,63.3,0,3,4,0,0,0,0,0,0,0,4,3,9,3,13,0,0,0,0,0,0,9,3,13,25,20,43,3,0,3,22,16,39,3,4,10
SSC20397,11974,12500,24477,4572,2584,7158,1714,3049,4762,287,415,705,731,578,1308,7307,6624,13934,3989,5094,9085,10,8.7,9.4,61,53,56.9,54.9,48.4,51.6,778,737,1514,155,289,443,1909,2136,4052,1076,1151,2229,1947,839,2788,67,117,179,141,206,353,2148,1167,3314,10599,10833,21429,2442,2494,4942,7286,7546,14831,5358,5440,10796
SSC20398,26,23,46,8,3,10,0,3,4,6,0,6,0,0,0,12,12,24,6,8,18,0,0,0,46.2,52.2,52.2,53.8,26.1,43.5,0,0,0,0,0,5,0,3,4,3,4,5,5,0,4,0,0,0,0,0,3,8,3,11,25,21,46,0,0,3,20,19,34,5,5,9
SSC20399,29,24,55,24,10,32,6,7,11,0,0,0,0,0,0,29,17,44,3,5,5,0,0,0,100,70.8,80,103.4,70.8,78.2,0,0,0,0,0,0,3,4,7,0,0,3,11,7,13,0,0,0,0,0,3,13,8,17,32,24,50,3,3,4,23,18,37,14,4,17
SSC20400,21,17,43,13,4,18,0,5,8,0,0,0,0,0,0,17,9,23,5,5,8,0,0,0,81,52.9,53.5,61.9,52.9,60.5,0,0,0,0,4,4,3,4,9,3,0,3,7,0,11,0,0,0,0,0,0,7,0,11,20,18,38,0,0,0,22,18,40,0,0,0
SSC20401,40,36,73,20,4,30,4,16,25,0,0,4,0,0,3,33,23,59,9,7,13,0,0,5.1,82.5,63.9,80.8,60,55.6,80.8,0,0,0,0,0,0,4,6,12,3,0,4,8,8,18,0,0,0,0,0,0,9,9,20,44,36,84,3,4,10,32,29,64,11,14,23
SSC20402,108,105,214,60,19,84,10,34,47,3,4,5,4,3,5,83,64,139,21,38,59,4.8,4.7,3.6,76.9,61,65,67.6,54.3,63.6,3,6,4,4,0,3,6,9,24,7,12,20,41,14,50,0,0,0,0,3,5,43,14,54,123,113,234,12,7,21,94,92,181,33,31,59
SSC20403,10,9,23,7,0,7,0,4,4,0,0,3,0,0,0,5,6,10,3,3,6,0,0,0,50,66.7,43.5,70,44.4,60.9,0,0,0,0,0,0,0,0,0,0,0,3,5,3,11,0,0,0,0,0,0,5,3,11,12,16,25,0,0,0,10,13,22,0,3,0
SSC20404,15,19,38,5,3,14,3,11,9,0,0,3,3,0,3,14,13,26,3,4,5,21.4,0,11.5,93.3,68.4,68.4,53.3,73.7,68.4,0,0,0,0,3,3,3,0,3,0,0,0,4,3,7,0,0,0,0,0,0,4,4,9,20,20,37,3,4,4,12,14,21,4,7,18
SSC20405,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,3
SSC20406,11,4,14,5,3,8,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,0,0,0,27.3,75,50,45.5,75,57.1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,9,4,11,0,0,3,3,4,6,3,0,4
SSC20407,1417,1449,2866,610,315,927,184,417,598,45,52,93,58,28,82,896,809,1704,416,541,955,6.5,3.5,4.8,63.2,55.8,59.5,59.2,54.1,56.5,90,75,165,46,81,120,223,305,536,129,179,303,323,120,443,3,21,25,16,24,36,345,159,505,1436,1491,2927,236,229,465,996,981,1980,584,640,1228
SSC20408,114,95,207,52,25,74,21,37,54,0,7,5,5,7,5,78,64,143,35,29,61,6.4,10.9,3.5,68.4,67.4,69.1,64,72.6,64.3,0,3,4,0,3,3,8,20,28,3,15,20,43,13,56,0,3,3,0,3,3,45,14,63,126,106,235,4,10,18,91,76,169,35,36,69
SSC20409,928,1007,1931,463,195,656,93,285,377,36,43,76,22,22,40,608,545,1156,263,393,658,3.6,4,3.5,65.5,54.1,59.9,63.8,51.9,57.4,5,13,18,13,19,35,60,91,149,37,124,163,338,132,472,3,22,24,11,28,40,360,177,537,952,1013,1972,143,153,298,682,701,1383,364,419,786
SSC20410,48,48,91,25,5,29,6,12,17,0,3,3,0,0,0,28,23,52,14,21,32,0,0,0,58.3,47.9,57.1,64.6,41.7,53.8,0,0,0,0,0,0,0,8,10,3,3,4,8,7,19,0,0,0,0,0,0,8,7,19,55,44,103,0,0,0,44,38,86,11,8,18
SSC20411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20412,10,7,13,8,3,5,0,0,0,0,0,0,0,0,0,9,3,11,3,3,3,0,0,0,90,42.9,84.6,80,42.9,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,14,0,0,0,11,3,13,3,0,3
SSC20413,11,6,11,0,0,0,0,3,4,0,0,0,0,0,0,3,3,7,3,6,6,0,0,0,27.3,50,63.6,0,50,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,7,14,0,0,0,5,5,12,0,3,3
SSC20414,23,18,45,10,0,7,0,0,5,0,0,4,0,3,3,11,4,20,7,13,21,0,75,15,47.8,22.2,44.4,43.5,0,35.6,0,0,0,0,3,3,0,0,3,4,3,6,5,0,10,0,0,0,0,0,0,5,4,12,26,19,45,0,0,4,11,8,24,9,8,18
SSC20415,20,18,31,10,10,15,5,3,6,0,0,0,0,0,0,13,13,21,0,3,10,0,0,0,65,72.2,67.7,75,72.2,67.7,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,7,3,7,18,15,34,0,0,0,20,14,28,0,0,0
SSC20416,324,356,682,210,155,363,34,81,119,8,12,22,16,12,28,266,261,524,45,79,120,6,4.6,5.3,82.1,73.3,76.8,77.8,69.7,73.9,31,38,70,12,28,35,112,122,234,19,37,55,34,20,53,0,0,3,4,4,9,35,23,57,249,276,520,71,98,173,130,158,280,193,208,400
SSC20417,1776,1961,3742,842,463,1303,215,413,621,59,51,108,90,88,186,1202,1015,2222,509,868,1384,7.5,8.7,8.4,67.7,51.8,59.4,62.8,47.3,54.3,42,39,83,11,24,35,194,280,479,149,181,326,364,182,552,17,21,43,40,55,90,419,264,683,1838,2012,3849,280,324,606,1360,1553,2919,657,691,1344
SSC20418,2086,2170,4259,1146,618,1764,286,558,847,63,64,125,106,109,218,1604,1350,2956,393,728,1120,6.6,8.1,7.4,76.9,62.2,69.4,71.7,57.1,64.2,117,111,235,19,43,64,330,419,746,201,254,455,341,215,555,12,18,36,37,46,84,387,278,666,2445,2451,4901,336,361,697,1559,1564,3118,973,985,1957
SSC20419,18,9,26,8,3,18,0,3,3,0,0,0,0,0,0,12,11,24,3,0,5,0,0,0,66.7,122.2,92.3,44.4,66.7,80.8,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,0,0,0,4,3,3,13,9,29,0,0,0,17,10,23,3,0,0
SSC20420,80,73,158,46,14,65,11,22,37,4,6,12,0,0,0,62,51,111,9,16,33,0,0,0,77.5,69.9,70.3,76.3,57.5,72.2,3,5,5,0,3,3,3,11,10,3,13,10,32,12,40,4,0,4,0,3,3,34,16,49,86,76,160,12,5,16,74,63,132,20,13,36
SSC20421,11,7,21,3,0,5,0,0,0,0,0,0,0,0,0,7,9,12,3,4,5,0,0,0,63.6,128.6,57.1,27.3,0,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,11,15,24,0,0,0,4,6,13,3,0,4
SSC20422,22,16,35,10,8,15,6,3,9,0,0,0,0,0,0,12,9,22,3,3,5,0,0,0,54.5,56.3,62.9,72.7,68.8,68.6,0,0,0,0,0,3,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,5,3,10,17,14,32,0,0,0,17,10,23,5,3,4
SSC20423,117,81,201,44,17,60,7,21,32,3,5,5,8,7,9,57,43,107,47,36,82,14,16.3,8.4,48.7,53.1,53.2,46.2,53.1,48.3,3,3,6,3,0,4,3,6,10,3,12,16,27,10,34,0,0,0,0,0,0,29,9,40,105,79,185,12,12,24,71,53,124,44,36,77
SSC20424,6145,6925,13071,2059,1269,3327,953,1549,2503,103,181,290,467,398,869,3588,3396,6984,2255,3153,5405,13,11.7,12.4,58.4,49,53.4,50.7,43.3,46.8,637,590,1228,137,200,334,1372,1611,2979,605,683,1290,592,277,868,30,47,72,69,113,180,688,438,1126,4888,5641,10533,1702,1718,3427,2913,3451,6367,3498,3737,7233
SSC20425,4298,4509,8808,1623,964,2594,667,1006,1672,83,129,211,207,178,386,2581,2281,4859,1564,2079,3647,8,7.8,7.9,60.1,50.6,55.2,55.2,46.6,50.8,364,343,712,79,120,194,901,1020,1922,403,454,853,541,232,769,19,36,52,50,70,126,607,340,951,3970,4217,8191,764,721,1487,2933,3138,6068,1671,1665,3333
SSC20426,220,213,436,116,39,161,31,73,108,13,14,30,3,3,7,163,135,296,44,63,105,1.8,2.2,2.4,74.1,63.4,67.9,72.7,59.2,68.6,7,5,8,6,10,13,20,36,56,13,30,44,69,27,102,7,7,5,0,0,3,74,34,113,246,231,481,22,16,39,202,180,386,62,62,124
SSC20427,18,22,43,7,7,14,5,8,9,0,0,0,0,0,0,17,12,31,3,9,6,0,0,0,94.4,54.5,72.1,66.7,68.2,53.5,0,0,0,0,0,0,3,7,5,0,0,4,3,0,3,0,0,0,0,0,0,3,0,3,16,25,44,0,0,0,12,18,32,5,4,11
SSC20428,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,3,0,0,0
SSC20429,214,206,421,85,41,128,24,51,76,8,3,10,0,0,3,118,95,214,67,87,162,0,0,1.4,55.1,46.1,50.8,54.7,46.1,50.8,3,5,9,0,4,9,14,26,37,11,24,36,71,27,99,0,4,5,8,8,13,79,37,121,195,186,379,21,34,53,135,125,256,76,85,158
SSC20430,55,53,109,31,17,52,5,17,28,0,0,0,0,0,0,44,34,75,8,6,14,0,0,0,80,64.2,68.8,65.5,64.2,73.4,0,0,0,0,0,0,0,12,12,6,4,14,16,4,18,0,0,0,4,0,4,19,8,26,48,46,93,3,6,8,36,40,77,13,16,29
SSC20431,49,46,90,21,7,26,8,14,23,0,0,3,0,0,0,32,23,59,14,18,28,0,0,0,65.3,50,65.6,59.2,45.7,57.8,0,0,0,0,0,0,3,3,8,0,6,5,16,9,23,0,0,0,0,0,0,20,6,29,46,53,95,6,3,8,35,37,74,13,16,29
SSC20432,68,64,132,31,17,46,17,30,44,0,3,7,0,0,0,52,43,100,15,21,32,0,0,0,76.5,67.2,75.8,70.6,78.1,73.5,0,0,0,0,3,3,7,9,17,4,18,17,17,8,20,0,0,0,0,0,0,19,10,24,74,75,143,4,3,6,64,65,129,9,8,20
SSC20433,63,60,120,25,9,39,8,18,26,3,3,5,0,0,0,37,30,73,11,16,27,0,0,0,58.7,50,60.8,57.1,50,58.3,3,0,3,0,0,0,6,13,14,4,0,3,17,7,22,0,0,0,0,0,0,17,5,24,58,48,102,3,3,5,45,37,81,9,14,25
SSC20434,68,75,135,29,19,47,4,26,31,4,0,11,0,0,0,45,41,84,14,22,37,0,0,0,66.2,54.7,62.2,54.4,60,65.9,0,0,0,0,0,0,5,10,16,0,8,13,12,8,23,0,0,0,0,0,0,12,10,26,61,73,132,4,4,7,55,54,106,11,20,31
SSC20435,186,189,367,91,51,142,15,60,78,7,12,18,10,0,8,126,120,244,44,62,105,7.9,0,3.3,67.7,63.5,66.5,60.8,65.1,64.9,0,7,4,4,3,7,13,28,40,10,22,35,49,28,72,0,4,4,7,0,7,54,29,85,216,217,427,10,16,34,166,162,328,49,57,107
SSC20436,9,8,19,3,3,5,0,0,3,0,0,0,0,0,0,6,3,7,8,0,9,0,0,0,66.7,37.5,36.8,33.3,37.5,42.1,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,0,0,0,0,0,0,4,0,7,10,8,14,0,0,0,10,8,14,0,0,0
SSC20437,22,17,36,0,4,9,3,4,4,0,0,0,0,0,4,6,7,19,11,10,20,0,0,21.1,27.3,41.2,52.8,13.6,47.1,36.1,0,0,0,0,3,3,0,0,0,3,6,9,6,0,11,0,0,0,3,0,3,12,3,14,22,12,35,0,0,3,16,10,29,3,9,9
SSC20438,7,7,10,3,0,5,0,0,0,0,0,0,0,0,0,3,3,9,0,0,3,0,0,0,42.9,42.9,90,42.9,0,50,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,10,11,0,0,0,7,0,8,3,3,10
SSC20439,3666,3799,7470,1730,983,2708,516,912,1434,121,112,236,190,199,395,2562,2210,4765,952,1428,2385,7.4,9,8.3,69.9,58.2,63.8,64.6,52.8,58.6,115,101,218,31,57,86,562,716,1281,288,300,590,479,293,772,30,43,68,56,69,123,568,397,964,4085,4165,8252,380,383,766,3100,3177,6270,1150,1157,2310
SSC20440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20441,82,66,147,36,14,50,9,14,23,7,3,14,0,5,3,56,43,100,18,22,35,0,11.6,3,68.3,65.2,68,63.4,47,59.2,0,0,0,0,3,3,0,4,5,3,5,9,28,4,35,0,0,0,0,3,3,28,10,40,78,62,138,12,9,20,53,48,104,21,24,52
SSC20442,1617,1852,3470,572,288,863,197,413,612,44,54,99,83,70,157,898,828,1729,594,884,1481,9.2,8.5,9.1,55.5,44.7,49.8,50.3,40.8,45.4,8,13,19,20,34,55,60,113,173,73,130,199,429,263,693,36,39,73,36,41,77,501,352,847,1628,1782,3408,244,258,507,1093,1195,2285,675,739,1416
SSC20443,73,57,135,38,18,56,10,7,18,4,0,6,0,0,0,51,30,79,11,16,27,0,0,0,69.9,52.6,58.5,71.2,43.9,59.3,0,0,0,0,0,0,3,0,3,3,12,16,16,5,23,0,0,0,0,0,0,17,10,27,70,62,131,3,3,3,49,44,97,20,12,37
SSC20444,21,16,38,14,3,17,0,3,4,0,0,3,0,0,0,13,9,27,6,3,12,0,0,0,61.9,56.3,71.1,66.7,37.5,63.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,3,8,0,8,25,15,42,0,0,3,17,13,30,3,6,7
SSC20445,136,127,262,49,28,70,26,32,53,9,6,12,9,4,9,81,69,152,45,60,102,11.1,5.8,5.9,59.6,54.3,58,61.8,52,51.5,3,5,5,3,3,3,8,9,21,8,14,28,44,18,61,0,4,10,0,0,3,41,32,75,134,134,273,21,10,33,102,98,202,48,41,89
SSC20446,16,15,36,4,3,9,3,3,9,0,3,6,0,0,0,8,11,23,4,3,9,0,0,0,50,73.3,63.9,43.8,60,66.7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,4,11,7,15,21,14,34,0,4,7,16,9,23,4,9,13
SSC20447,5,7,9,3,0,3,4,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,100,0,55.6,140,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,5,15,0,0,0,3,0,7,4,3,5
SSC20448,10,7,19,7,4,8,0,0,3,0,0,0,0,0,0,4,3,15,0,5,6,0,0,0,40,42.9,78.9,70,57.1,57.9,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,10,12,19,3,3,4,4,7,9,3,7,7
SSC20449,70,61,132,24,5,31,13,24,34,3,4,10,5,0,5,47,36,81,17,18,34,10.6,0,6.2,67.1,59,61.4,57.1,54.1,56.8,0,0,4,0,5,3,8,7,10,5,4,13,16,4,21,0,0,0,0,0,0,16,8,23,76,68,148,0,3,4,50,54,105,16,12,34
SSC20450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20451,8335,9879,18215,3909,2363,6269,1238,2522,3756,169,264,437,299,300,596,5607,5450,11060,2367,4011,6374,5.3,5.5,5.4,67.3,55.2,60.7,63.8,52.1,57.4,1232,1069,2300,300,510,813,2563,2896,5455,675,987,1653,646,335,975,19,62,76,84,189,271,743,585,1331,8045,9239,17282,1506,1764,3273,5489,6235,11723,3845,4505,8346
SSC20452,90,96,187,51,15,70,12,29,46,0,3,3,3,0,3,69,51,118,15,34,52,4.3,0,2.5,76.7,53.1,63.1,70,49,63.6,0,0,0,0,3,5,7,20,27,7,13,21,29,9,39,0,0,0,4,3,4,31,16,48,98,104,202,12,13,32,67,69,133,41,38,81
SSC20453,2086,1951,4034,577,231,808,278,245,524,70,36,102,114,74,184,1038,582,1627,887,1264,2144,11,12.7,11.3,49.8,29.8,40.3,44.3,26.2,35.5,43,34,81,11,12,16,133,119,250,96,153,252,309,141,448,13,20,29,25,39,63,344,198,543,2121,2047,4167,241,238,476,1645,1597,3245,604,547,1154
SSC20454,6,11,17,3,0,7,0,8,3,0,0,0,0,0,0,4,5,10,0,5,7,0,0,0,66.7,45.5,58.8,50,72.7,58.8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,0,8,12,20,0,0,0,3,5,10,3,3,10
SSC20455,659,769,1425,276,168,444,101,216,313,27,25,50,16,17,36,414,426,842,193,285,474,3.9,4,4.3,62.8,55.4,59.1,61.3,53.2,56.6,20,22,45,18,36,50,62,114,173,39,80,117,186,97,275,3,28,34,5,18,22,193,136,333,649,728,1378,100,132,234,449,503,955,259,319,572
SSC20456,27,17,45,10,4,9,3,3,5,0,3,3,3,0,0,15,9,27,3,7,7,20,0,0,55.6,52.9,60,48.1,58.8,37.8,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,8,13,11,32,3,3,9,16,11,26,3,3,7
SSC20457,14,22,37,13,3,13,0,6,5,0,0,0,0,0,0,10,6,21,0,6,10,0,0,0,71.4,27.3,56.8,92.9,40.9,48.6,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,0,0,0,0,0,5,4,10,17,18,32,0,3,3,13,14,23,4,3,10
