SSC_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SSC20011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20012,3,8,17,19,27,29,4,0,0,108,3,3,3,5,15,19,7,0,0,58,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,7,19,25,40,53,13,0,0,172,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,7,11,24,29,45,51,13,0,0,177,10,5,3,7,7,30,39,21,4,124,3,0,0,6,5,3,3,0,0,17,22,16,22,38,52,83,58,24,4,323,0,0,12,6,16,21,3,0,0,58,4,9,9,20,40,27,8,0,0,111,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,12,17,28,63,52,9,0,0,180,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,4,0,0,0,10
SSC20013,0,4,3,6,9,7,0,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,6,11,9,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,5,14,9,4,0,0,41,0,0,0,0,0,0,5,0,0,9,0,0,6,0,0,3,0,0,0,8,4,4,4,5,11,17,10,3,0,63,0,0,5,3,0,4,0,0,0,14,0,0,3,0,4,10,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,9,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20014,12,76,427,386,330,194,25,3,0,1451,41,54,69,31,36,48,24,3,0,303,3,3,11,7,9,6,0,0,0,49,3,3,10,14,10,10,3,0,0,52,55,137,521,435,391,254,56,7,0,1846,3,18,18,22,8,15,0,0,0,76,8,11,4,0,0,3,0,0,0,27,5,20,25,22,14,20,0,0,0,105,65,160,542,455,398,272,56,7,0,1949,95,35,53,30,54,94,229,221,97,907,4,16,30,36,25,25,27,13,9,201,167,206,622,519,485,389,314,242,106,3057,3,82,319,205,208,123,6,0,0,946,37,63,132,188,144,104,30,3,0,709,0,8,28,19,6,4,5,0,0,72,0,8,5,5,5,5,0,0,0,30,47,152,487,426,365,242,36,3,0,1758,0,7,14,4,5,3,0,0,0,33,13,5,10,3,7,3,0,0,0,48,9,12,30,7,8,9,0,0,0,83
SSC20015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20016,5,61,213,198,164,124,21,0,0,782,26,67,58,55,40,42,21,0,0,312,0,0,11,5,4,10,4,0,0,32,0,4,17,12,13,0,0,0,0,52,32,132,302,266,215,175,48,4,0,1181,11,23,19,23,15,12,0,0,0,101,10,9,12,5,9,3,0,0,0,46,19,30,30,31,23,12,0,0,0,147,46,166,332,290,242,191,48,4,0,1322,124,45,66,60,79,127,219,61,13,795,9,15,24,25,16,24,18,3,3,145,183,226,420,384,339,339,283,71,20,2268,4,28,126,99,81,72,3,0,0,413,22,51,77,65,72,85,18,0,0,396,0,3,11,5,8,3,0,0,0,32,3,4,8,12,3,0,0,0,0,31,28,84,219,185,174,159,24,0,0,868,5,12,8,15,7,3,0,0,0,48,16,10,17,12,15,6,0,0,0,65,15,15,18,27,25,9,0,0,0,118
SSC20017,7,30,229,349,320,209,58,4,0,1201,30,32,45,30,41,62,64,3,0,309,0,0,4,8,0,10,3,3,0,27,0,7,0,9,3,0,0,0,0,26,33,67,274,394,372,277,119,10,4,1560,0,3,6,13,8,3,0,0,0,32,7,0,0,0,4,3,0,0,0,23,7,8,9,13,11,7,0,0,0,51,47,77,282,407,384,285,121,10,4,1610,84,26,40,38,42,84,192,147,45,696,6,12,22,38,41,34,22,14,12,206,132,115,344,481,466,403,337,175,58,2513,3,36,217,229,243,122,16,0,0,862,30,48,63,136,143,93,41,11,0,562,0,0,20,19,14,3,9,0,0,64,0,3,3,5,0,3,0,0,0,18,34,84,304,388,396,223,66,11,0,1509,0,0,12,11,7,7,0,0,0,32,8,5,3,6,9,0,0,0,0,40,8,3,11,19,16,9,0,0,0,72
SSC20018,0,3,3,0,9,14,0,0,0,41,0,0,3,0,3,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,8,0,11,13,5,0,0,60,0,4,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,3,10,10,5,13,13,5,0,0,62,0,0,0,0,4,4,20,7,5,44,0,0,0,0,0,0,3,3,0,10,0,12,10,8,17,26,29,11,5,115,0,4,3,0,3,3,3,0,0,20,3,4,0,3,5,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,12,15,5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
SSC20019,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,5,3,11,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,10,0,0,0,18,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,15,3,3,0,30,0,0,0,3,4,0,0,0,0,7,0,0,4,4,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20020,10,51,315,223,112,82,18,0,0,807,24,77,112,48,32,24,4,3,0,320,0,0,3,3,3,0,0,0,0,13,0,7,21,7,3,3,0,0,0,38,32,133,453,284,153,104,24,3,0,1190,4,14,44,23,12,8,0,0,0,108,7,15,11,11,5,7,0,0,0,59,16,26,57,29,20,18,0,0,0,169,46,165,508,316,170,120,26,3,0,1355,56,61,98,60,53,75,121,78,16,619,9,19,62,42,29,21,22,10,9,219,111,243,664,420,250,219,164,88,19,2190,3,14,150,87,63,45,3,0,0,370,32,53,110,82,54,35,5,0,0,368,0,3,12,5,3,0,0,0,0,22,0,4,3,7,3,0,3,0,0,16,38,74,272,177,129,77,16,0,0,782,3,23,22,10,8,0,0,0,0,71,10,15,27,5,10,7,0,0,0,68,14,36,45,17,21,6,0,0,0,144
SSC20021,10,43,81,101,99,69,14,0,0,416,19,11,10,12,25,36,15,3,0,125,0,0,3,3,3,15,3,0,0,20,0,3,5,0,0,3,0,0,0,12,35,54,98,111,123,121,31,3,3,576,0,0,6,7,4,5,0,0,0,22,0,3,0,0,0,0,0,0,0,10,3,3,6,7,5,3,0,0,0,33,33,54,102,119,126,121,31,3,3,601,26,9,6,9,24,57,161,84,34,420,3,3,7,11,16,25,21,12,7,101,65,64,119,143,167,205,218,99,46,1119,4,20,30,37,70,42,8,0,0,207,18,16,42,67,57,55,11,0,0,268,0,3,3,3,6,8,3,0,0,28,3,0,3,0,0,0,0,0,0,6,23,37,77,107,136,106,25,0,0,514,0,0,3,4,3,0,0,0,0,10,3,0,4,11,0,3,0,0,0,19,4,3,8,12,3,3,0,0,0,36
SSC20022,46,125,362,433,467,254,29,3,0,1710,122,96,42,52,54,66,37,3,0,475,9,4,11,10,10,11,0,0,0,60,0,3,9,4,0,7,3,0,0,29,176,225,436,502,532,332,67,6,0,2274,6,17,21,8,14,7,0,0,0,80,32,11,7,0,3,0,0,0,0,49,37,22,28,12,22,7,0,0,0,134,212,250,459,513,552,342,70,6,0,2402,171,33,30,36,35,108,253,154,35,853,10,13,21,30,28,31,21,8,4,162,397,302,513,574,614,472,340,172,39,3422,10,75,188,188,286,127,9,0,0,881,177,123,187,286,272,148,23,0,0,1215,7,4,35,21,6,16,3,0,0,101,3,4,4,6,5,10,0,0,0,30,199,200,417,497,573,301,43,0,0,2233,7,9,16,8,18,4,0,0,0,60,27,3,9,15,3,3,0,0,0,67,28,12,25,24,26,9,0,0,0,125
SSC20023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20024,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,4,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,0,0,22,0,0,0,0,0,0,3,0,0,8,3,3,0,3,3,5,0,0,0,16,5,3,0,3,7,4,9,0,0,38,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20025,0,3,0,0,8,3,0,0,0,14,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,4,0,0,0,23,0,0,0,0,0,3,6,0,0,16,0,0,0,0,0,0,0,0,0,5,0,4,0,3,11,11,6,0,0,38,0,0,0,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20026,3,3,8,13,19,11,4,0,0,55,5,0,3,5,0,6,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,6,7,9,17,17,21,6,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,7,9,17,16,22,6,0,0,88,4,0,0,0,3,5,9,4,0,36,0,0,0,0,3,0,0,0,0,4,10,10,14,18,21,29,22,5,0,132,3,4,0,6,7,11,3,0,0,29,0,0,0,6,17,6,3,0,0,39,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,3,11,27,19,5,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20027,10,33,55,64,77,50,16,5,0,302,21,12,9,11,10,19,8,3,0,82,0,0,3,5,6,8,0,0,0,20,0,0,3,0,3,0,0,0,0,10,33,45,71,75,95,72,23,9,0,413,3,3,4,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,7,3,4,3,0,0,0,0,0,17,37,49,70,80,99,69,23,9,0,430,14,0,0,13,14,18,44,23,3,129,10,3,6,12,15,8,5,4,0,63,62,54,74,104,122,96,77,26,6,620,3,13,26,26,40,28,3,0,0,135,10,18,27,46,49,34,4,0,0,183,0,0,9,6,0,7,0,0,0,25,0,0,0,0,0,0,3,0,0,8,19,30,56,73,95,68,13,5,0,351,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,14
SSC20028,0,0,0,10,9,7,0,0,3,36,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,12,14,12,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,17,12,0,0,3,43,0,0,0,0,0,5,5,9,0,20,0,0,0,0,0,0,0,0,0,6,0,8,3,12,19,18,10,9,5,73,0,0,0,3,3,5,0,0,0,14,0,0,0,7,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,14,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20029,0,0,3,3,11,3,3,0,0,26,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,6,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,6,3,0,0,34,3,0,0,0,0,3,7,3,0,17,0,0,0,0,0,0,0,0,0,5,5,5,3,3,11,14,14,3,0,54,0,0,0,4,0,3,0,0,0,6,3,0,0,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20030,0,0,7,6,9,3,0,0,0,28,3,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,10,6,0,0,0,38,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,5,3,0,3,6,14,7,0,0,0,46,4,0,0,3,3,3,11,3,0,26,0,0,0,0,0,0,0,0,0,0,6,0,7,10,20,17,9,3,0,73,0,0,0,5,5,0,0,0,0,8,0,0,0,3,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,9,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,3,0,4,0,0,0,0,5
SSC20031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20032,0,0,3,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,5,3,0,0,21,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20033,3,57,234,243,271,175,36,0,0,1013,39,55,58,33,50,54,27,0,3,319,3,3,4,0,7,3,3,0,0,22,3,3,0,0,3,3,0,0,0,11,49,119,297,279,322,238,64,0,7,1370,3,8,3,12,4,3,0,0,0,32,16,8,12,0,6,4,0,0,0,42,19,9,14,12,9,9,0,0,0,75,62,128,306,284,336,247,67,3,7,1448,102,29,19,21,33,49,104,59,23,447,6,9,20,15,27,12,11,0,0,102,175,173,346,328,391,306,175,62,31,1989,3,48,206,151,197,99,13,0,0,711,65,97,91,126,181,98,18,3,0,679,0,3,15,12,7,13,0,0,0,48,0,0,3,0,6,0,4,0,0,15,72,152,315,288,388,206,32,3,0,1455,0,0,13,9,5,3,0,0,0,27,15,11,4,0,6,5,0,0,0,40,15,10,16,5,11,8,0,0,0,72
SSC20034,16,93,483,604,484,318,48,3,0,2046,51,62,78,94,72,84,43,7,0,502,3,3,13,12,8,13,0,0,0,50,3,10,11,10,12,4,3,0,0,46,75,173,580,722,576,414,96,12,0,2649,0,21,31,21,31,21,0,0,0,121,13,10,5,0,5,5,0,0,0,45,15,31,35,25,37,26,0,0,0,166,96,207,618,741,613,439,97,12,0,2817,107,42,38,58,74,175,355,266,101,1230,8,10,33,37,41,41,33,33,17,264,213,257,689,833,732,658,490,309,126,4312,3,75,357,332,314,161,23,0,0,1265,77,92,166,255,230,169,42,4,0,1039,3,0,30,39,10,16,8,0,0,106,0,3,13,10,6,3,0,0,0,37,85,167,564,632,562,354,75,9,0,2441,4,7,29,18,10,9,0,0,0,70,14,11,16,10,11,5,0,0,0,79,20,20,45,31,19,16,0,0,0,148
SSC20035,45,229,999,885,817,598,70,3,0,3646,127,188,180,127,125,115,48,5,3,917,5,10,26,18,27,31,5,0,0,120,0,11,35,11,20,10,0,0,0,98,178,433,1241,1044,990,756,129,14,3,4782,26,52,67,55,71,44,0,0,0,308,30,22,9,8,14,13,0,0,0,97,59,77,83,57,84,60,0,0,0,411,236,512,1324,1102,1069,809,125,14,3,5192,294,116,142,109,166,308,594,301,107,2152,23,38,60,55,67,68,48,28,4,388,554,669,1528,1260,1301,1188,772,342,115,7737,9,169,632,416,519,290,19,0,0,2055,135,218,332,383,427,279,51,4,0,1831,7,8,56,38,25,27,7,0,0,174,3,9,27,3,11,7,3,0,0,64,151,402,1053,844,985,604,74,7,3,4120,4,26,48,30,33,26,0,0,0,163,33,34,40,35,24,22,0,0,0,188,43,61,92,62,53,46,0,0,0,352
SSC20036,18,119,601,549,377,220,36,4,4,1934,62,82,108,106,90,55,18,6,0,525,0,4,22,18,9,11,3,0,0,76,0,7,17,20,11,6,0,0,0,63,86,216,750,694,482,286,67,13,4,2594,15,27,40,28,27,15,0,0,0,153,20,21,6,3,4,3,0,0,0,62,32,43,50,33,31,22,0,0,0,211,117,260,797,725,516,307,67,13,4,2801,190,73,89,106,109,164,330,424,161,1638,12,19,64,69,35,28,36,59,28,343,316,352,948,899,655,498,435,496,192,4787,7,83,378,262,243,120,7,0,0,1112,69,84,162,219,152,75,27,3,0,796,6,3,39,32,10,5,0,0,0,103,0,3,13,9,4,4,0,0,0,35,86,179,597,522,411,208,42,4,3,2044,3,13,20,18,14,9,0,0,0,78,19,15,18,17,12,14,3,0,0,100,22,25,33,37,31,23,3,0,0,174
