SSC_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SSC20351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20352,0,3,4,6,8,11,0,0,0,37,0,0,4,3,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,11,12,7,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,3,8,11,11,14,7,0,0,51,3,3,0,0,0,12,4,6,0,31,0,3,0,3,6,4,0,0,0,17,7,10,9,18,11,30,8,7,0,94,0,0,3,0,7,7,0,0,0,16,3,0,3,3,8,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,12,12,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20353,0,0,0,8,11,3,3,0,0,32,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,13,6,4,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,0,4,8,13,6,4,0,0,46,5,0,0,0,0,0,3,0,3,17,0,0,0,0,0,0,0,0,0,0,6,0,4,8,14,4,11,3,3,61,0,0,0,0,3,3,0,0,0,9,0,0,0,0,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20354,12,43,224,164,145,114,7,3,0,714,22,23,25,27,15,35,17,0,0,166,0,3,0,9,3,3,0,0,0,17,0,0,9,0,4,0,0,0,0,15,38,72,254,193,166,152,21,3,0,911,0,7,3,5,3,6,0,0,0,31,0,3,3,3,0,0,0,0,0,9,3,10,6,8,3,6,0,0,0,43,45,85,262,199,170,161,21,3,0,952,41,15,12,26,26,56,99,56,13,354,3,4,10,13,7,4,17,6,0,68,89,103,285,238,209,226,141,65,16,1375,0,40,110,79,79,55,3,0,0,361,40,42,91,99,91,80,14,0,0,456,0,0,22,11,0,5,5,0,0,41,0,3,0,0,3,7,0,0,0,15,42,93,221,196,169,138,20,3,0,876,0,5,6,0,5,3,0,0,0,27,8,5,9,7,3,0,0,0,0,35,8,12,10,5,14,0,0,0,0,61
SSC20355,0,3,0,9,8,7,3,0,0,30,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,9,12,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,9,9,3,0,0,34,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,4,5,0,9,10,11,4,0,0,43,0,0,0,0,0,3,0,0,0,8,0,0,0,6,5,5,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,9,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20356,0,0,0,4,3,0,4,0,0,15,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,4,0,0,23,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,3,4,5,4,9,3,0,32,0,0,3,0,3,4,0,0,0,7,0,0,4,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20357,0,0,4,3,5,3,0,0,0,20,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,9,0,0,0,29,0,0,0,0,0,0,5,0,0,14,0,0,0,3,0,0,0,0,0,3,3,0,4,10,6,9,11,3,0,45,0,0,3,0,3,3,0,0,0,10,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20359,10,271,2138,1373,751,391,67,5,3,5006,98,453,681,271,166,148,58,12,0,1888,3,14,57,37,25,16,6,0,0,157,8,19,56,25,10,4,4,3,0,131,121,752,2929,1704,955,551,137,18,3,7176,7,37,93,61,42,31,0,0,0,268,30,77,69,17,6,11,3,0,0,216,45,113,160,76,49,42,3,0,0,481,161,859,3091,1786,1004,591,142,18,3,7663,206,298,275,158,170,256,404,341,129,2248,25,86,233,135,83,58,38,31,11,700,390,1245,3595,2074,1256,912,587,388,146,10605,19,330,1946,887,568,291,32,0,0,4076,115,595,874,600,329,237,75,8,0,2838,3,21,104,101,25,23,3,0,0,285,3,8,32,11,18,3,3,0,0,90,141,963,2964,1601,942,559,115,10,3,7288,5,34,60,42,23,20,0,0,0,175,43,72,73,28,22,13,0,0,0,244,49,104,126,66,45,27,3,0,0,422
SSC20360,8,133,1143,688,362,133,31,0,0,2499,31,173,304,104,61,52,24,3,0,744,0,3,34,16,15,7,3,0,0,76,0,5,22,7,6,4,3,0,0,42,38,313,1493,817,448,193,61,3,0,3363,3,16,58,25,20,12,0,0,0,133,14,28,33,5,5,4,4,0,0,89,20,41,86,36,22,20,8,0,0,227,56,354,1581,854,465,211,68,6,0,3586,105,106,120,76,54,92,147,144,44,894,8,26,150,82,24,19,13,14,7,346,171,489,1847,1009,547,323,231,162,52,4836,4,162,1086,508,261,133,25,0,0,2183,51,292,443,261,148,109,26,3,0,1344,0,8,43,39,7,5,0,0,0,112,0,0,17,5,8,3,0,0,0,34,58,469,1600,812,431,257,53,3,0,3675,4,19,31,14,8,7,0,0,0,85,22,34,24,21,10,10,0,0,0,119,24,53,53,33,18,15,0,0,0,201
SSC20361,10,143,972,736,487,251,55,3,0,2664,54,199,353,140,98,82,27,0,0,952,0,6,24,21,25,11,0,3,0,91,4,5,11,20,4,8,0,0,0,56,69,351,1361,914,621,351,87,9,0,3763,4,28,53,44,30,13,0,0,0,168,25,39,43,12,9,7,0,0,0,129,33,61,94,51,40,23,5,0,0,301,100,417,1454,961,656,376,91,9,0,4069,145,114,176,101,97,168,259,218,111,1393,8,32,119,62,49,43,26,19,9,363,256,560,1743,1128,801,588,373,252,122,5821,13,164,896,446,348,185,32,0,0,2080,91,297,389,357,265,159,36,0,0,1595,0,19,63,38,8,17,4,3,0,146,0,11,18,8,3,9,0,0,0,53,101,492,1365,847,625,369,71,3,0,3881,3,6,32,31,10,11,0,0,0,96,19,41,33,18,14,7,0,0,0,131,21,48,64,47,28,19,4,0,0,227
SSC20362,3,11,23,30,37,19,4,0,0,123,5,3,0,3,6,12,3,0,0,36,0,0,0,0,3,3,3,0,0,11,0,0,0,0,3,0,0,0,0,7,11,17,25,37,44,36,3,0,0,171,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,12,10,13,25,36,48,39,6,0,0,184,13,0,3,7,13,16,44,23,0,118,0,0,0,0,6,6,12,3,3,27,26,14,28,49,63,62,58,29,5,335,0,3,8,16,18,6,3,0,0,57,9,5,12,18,21,18,8,0,0,87,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,9,9,9,21,39,41,34,8,5,0,162,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,5,0,0,0,3,0,0,0,11
SSC20363,0,0,0,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,5,3,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,5,3,5,0,22,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,3,0,0,0,8,3,0,3,3,3,12,5,8,0,35,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC20364,0,3,0,9,11,16,4,0,0,50,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,14,18,4,0,0,56,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,9,9,14,22,4,0,0,64,5,0,0,0,5,3,10,9,0,32,0,0,0,0,0,0,0,4,0,6,15,4,4,9,25,24,12,13,0,104,0,3,0,0,12,9,0,0,0,18,0,0,0,8,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,15,8,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20365,0,0,0,3,3,7,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,6,3,3,0,21,0,0,0,0,0,6,9,6,0,19,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,9,11,5,0,46,0,0,0,3,3,0,0,0,0,11,0,0,4,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20366,0,0,4,3,11,6,0,0,0,21,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,3,11,11,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,13,3,0,0,35,0,0,0,0,0,3,3,4,0,14,0,0,0,0,0,0,0,0,0,4,3,3,8,3,13,13,10,7,0,56,0,0,3,0,3,7,3,0,0,14,3,0,3,3,3,0,3,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,3,6,11,7,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20367,3,0,7,9,12,9,0,0,0,43,4,3,0,0,4,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,7,9,20,13,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,9,20,13,3,0,0,61,3,0,0,3,4,0,11,3,0,28,4,0,0,0,0,6,0,0,0,7,20,8,8,11,25,21,14,6,0,98,0,0,0,8,11,3,0,0,0,19,0,3,0,3,8,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,4,11,15,9,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20368,0,3,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20369,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,7,3,0,3,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20371,0,0,6,5,5,3,4,0,0,30,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,5,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,11,5,6,0,0,37,3,3,0,0,0,8,5,3,0,27,0,0,0,0,0,0,0,0,0,3,5,3,5,5,8,12,9,3,4,67,0,0,0,3,3,0,0,0,0,8,5,0,0,3,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20372,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20373,0,3,5,8,17,12,4,0,0,50,3,0,0,0,5,7,0,0,0,14,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,11,11,22,17,6,4,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,11,24,17,6,4,0,78,5,0,0,3,0,3,11,5,0,31,0,0,0,0,0,0,3,3,0,6,10,3,11,16,23,23,15,12,0,116,0,0,3,3,5,3,4,0,0,16,4,3,3,5,7,12,8,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,4,8,13,13,11,10,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC20374,3,0,8,10,14,10,3,0,0,48,0,4,3,0,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,8,7,20,16,5,0,0,70,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,8,7,22,21,5,0,0,78,7,0,0,0,0,13,12,5,0,39,0,0,0,0,0,4,0,0,0,7,13,4,9,7,22,30,24,8,0,129,0,3,0,6,7,4,0,0,0,20,5,0,0,4,7,11,0,0,0,33,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,3,3,11,19,23,3,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC20375,0,0,8,5,3,3,4,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,3,3,0,0,21,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,0,8,9,8,3,5,0,0,32,0,0,0,0,3,0,5,0,0,9,0,0,3,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,8,8,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
