SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC20084,33,0,0,0,0,32,24,0,0,0,0,24,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,0,0,0,3,8,3,0,0,0,0,3,3,0,0,0,0,3,75,0,0,0,3,79
SSC20085,164,3,0,0,3,167,143,0,0,0,0,141,28,0,0,0,0,23,0,0,0,0,0,0,29,0,0,3,0,30,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,69,0,0,3,0,70,3,0,0,0,0,3,17,0,0,0,0,15,389,3,0,3,3,395
SSC20086,241,0,0,3,0,243,140,0,0,0,0,140,26,0,3,0,0,31,7,0,0,0,0,11,48,0,0,0,0,48,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,91,0,0,0,0,97,0,0,0,0,0,3,12,0,0,0,0,12,484,0,0,4,4,496
SSC20087,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
SSC20088,1786,333,3,7,0,2132,783,258,7,5,0,1057,373,155,9,13,3,549,13,24,0,0,0,35,104,33,0,0,0,131,0,8,0,0,0,10,13,0,0,0,0,13,8,0,0,0,0,9,508,217,9,17,3,751,18,10,0,0,0,27,103,26,0,0,0,129,3194,851,21,29,5,4109
SSC20089,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC20090,84,0,0,0,0,84,156,0,0,0,0,156,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,3,0,0,0,0,3,3,0,0,0,0,5,267,0,0,0,0,268
SSC20091,43,0,0,0,0,43,52,0,0,0,0,54,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,105
SSC20092,89,0,0,0,0,89,143,0,0,0,0,143,8,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,24,0,0,0,0,0,0,4,0,0,0,0,4,268,0,0,0,0,267
SSC20093,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC20094,788,87,3,17,3,895,776,28,0,0,0,811,281,109,3,0,0,385,61,23,34,0,0,111,97,36,20,0,0,150,0,10,3,0,0,11,9,3,0,9,0,25,10,0,0,0,0,10,457,177,56,13,0,698,29,3,0,0,0,35,56,19,0,0,14,87,2097,312,59,30,18,2515
SSC20095,52,0,0,0,0,51,54,0,0,0,0,54,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,5,123,0,0,0,0,122
SSC20096,171,0,0,43,0,210,285,0,0,0,0,285,41,0,0,0,0,41,7,0,0,0,0,7,28,0,0,0,0,28,0,0,0,0,0,0,4,0,0,6,0,5,3,0,0,0,0,3,86,0,0,6,0,86,6,0,0,0,0,6,8,0,0,3,0,13,551,0,0,48,0,603
SSC20097,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC20098,32,0,0,0,0,32,53,0,0,0,0,53,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,91,0,0,0,0,91
SSC20099,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,18
SSC20100,6,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC20101,30,0,0,0,0,30,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45
SSC20102,993,49,3,0,0,1045,765,13,4,3,3,792,468,111,26,0,0,602,89,71,13,0,0,175,191,13,4,3,3,217,21,4,8,0,0,34,17,4,0,0,3,25,13,0,0,0,0,15,800,207,50,4,9,1066,11,4,0,0,0,13,89,13,0,3,0,102,2650,289,51,10,17,3020
SSC20103,16,4,0,0,0,24,7,5,0,0,0,11,12,4,0,0,0,24,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,3,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,54,10,3,0,7,75
SSC20104,169,115,127,0,3,421,142,158,283,3,0,583,62,120,764,8,3,957,3,11,51,0,0,65,24,32,122,4,3,181,0,7,3,0,0,11,0,4,5,0,0,13,0,3,3,0,0,7,91,182,950,8,5,1240,3,3,12,0,0,18,4,6,37,0,0,54,415,467,1404,15,9,2310
SSC20105,17,0,0,0,0,17,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37
SSC20106,4,0,0,0,0,4,11,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC20107,367,3,15,0,4,387,479,0,9,3,0,495,76,0,16,0,0,95,8,14,0,0,0,21,41,0,0,0,0,49,0,0,0,0,0,0,7,0,0,0,0,5,3,0,3,0,0,5,140,17,25,3,0,180,5,0,0,0,0,9,27,0,6,7,0,37,1016,17,49,11,0,1100
SSC20108,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,23
SSC20109,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC20110,546,75,32,3,0,655,524,38,17,5,0,589,412,121,129,3,0,665,7,0,8,0,0,19,92,28,32,0,0,150,4,0,13,0,0,19,13,0,3,0,3,19,10,0,0,0,0,6,535,153,187,4,7,887,6,0,0,0,0,8,28,5,9,0,0,44,1636,275,249,13,8,2186
SSC20111,586,125,0,0,0,716,556,31,0,3,3,597,429,113,12,0,3,556,97,21,11,0,0,133,125,16,0,3,3,143,18,8,5,0,0,35,5,0,0,0,0,9,10,4,0,0,0,9,681,163,27,4,5,880,13,47,0,0,0,58,40,18,0,0,4,66,1875,389,27,9,18,2314
SSC20112,548,26,3,0,0,582,430,19,0,0,7,461,203,99,5,0,0,306,46,36,0,0,0,81,61,14,0,0,0,78,0,0,9,0,0,11,5,5,0,0,0,11,0,3,0,0,0,3,315,158,22,0,0,485,32,0,3,0,0,30,41,8,0,0,0,50,1368,214,29,3,3,1609
SSC20113,17,0,0,0,0,17,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36
SSC20114,40,0,0,0,0,40,30,0,0,0,0,32,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,86,0,0,0,0,87
SSC20115,23,0,0,0,0,22,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,49
SSC20116,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC20117,12,0,0,0,0,12,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,5,40,0,0,0,0,44
SSC20118,58,0,0,0,0,66,30,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,16,3,0,0,0,0,3,4,0,0,0,0,6,112,4,0,4,6,120
SSC20119,358,4,3,0,0,364,308,3,0,0,0,313,47,0,0,0,0,55,3,0,0,0,0,3,37,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,95,3,0,0,0,99,0,0,0,0,0,0,25,0,0,0,0,23,782,10,3,0,0,796
SSC20120,87,0,0,0,0,87,47,0,0,0,0,47,9,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,23,0,0,0,0,0,0,5,0,0,0,0,5,158,0,0,0,0,158
SSC20121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SSC20122,1418,504,143,4,7,2076,960,255,109,3,3,1337,309,336,235,6,6,888,8,4,18,0,0,27,95,79,42,0,0,221,3,29,3,0,0,37,9,7,0,0,0,15,8,6,6,0,0,20,424,462,304,6,6,1201,19,15,24,0,0,63,79,18,21,0,0,114,2906,1255,603,12,9,4791
SSC20123,2733,347,9,5,3,3100,1900,205,17,3,3,2127,651,240,62,0,3,959,5,0,0,0,0,5,186,48,9,0,0,249,3,3,0,0,0,9,15,0,0,0,0,15,22,0,4,0,0,23,879,292,74,6,5,1255,30,3,0,0,0,40,118,13,3,0,3,137,5653,864,111,19,13,6662
SSC20124,68,0,0,0,0,68,66,0,0,0,0,66,8,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,31,0,0,0,0,31,3,0,0,0,0,3,3,0,0,0,0,3,168,0,0,0,0,168
SSC20125,35,0,0,0,0,35,34,0,0,0,0,34,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,79
SSC20126,20,0,0,0,0,20,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,38,0,0,0,0,38
SSC20127,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC20128,15,0,0,0,0,15,59,0,0,0,0,59,38,0,0,0,0,38,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,72,0,0,0,0,72,0,0,0,0,0,0,3,0,0,0,0,3,141,0,0,0,0,141
SSC20129,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC20130,332,0,0,0,5,338,26,0,0,0,0,26,9,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,31,0,0,0,0,33,8,0,0,0,0,8,26,0,0,0,0,26,430,0,0,0,5,432
SSC20131,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,10
SSC20132,429,0,0,3,0,433,954,0,0,0,0,953,133,0,3,0,0,138,0,0,0,0,0,0,59,0,0,0,0,59,0,0,0,0,0,0,11,0,0,0,0,11,4,0,0,0,0,4,215,0,3,0,0,220,3,0,0,0,0,3,31,0,0,0,0,32,1626,3,3,5,3,1642
SSC20133,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC20134,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC20135,175,0,0,0,0,178,382,3,0,0,0,384,55,0,0,0,0,62,6,0,0,0,0,6,17,0,0,0,0,17,6,0,0,0,0,9,26,0,0,0,0,26,4,0,0,0,0,4,109,3,0,0,0,111,20,0,0,0,0,20,13,0,0,0,0,17,699,10,0,0,0,711
SSC20136,18,0,0,0,0,18,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
SSC20137,35,0,0,7,0,44,25,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,74,0,0,9,3,82
SSC20138,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC20139,25,0,0,0,0,25,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,48
SSC20140,69,0,0,0,3,75,73,0,0,0,3,70,7,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,163,0,0,0,5,170
SSC20141,15,0,0,3,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,20,0,0,3,0,23
SSC20142,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC20143,60,0,0,3,0,61,23,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,3,0,15,0,0,0,0,0,0,11,0,0,0,0,12,108,0,0,5,0,116
SSC20144,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20145,95,0,0,0,0,98,173,0,0,0,0,172,17,0,0,0,0,17,0,0,0,0,0,0,15,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,7,0,0,0,0,7,3,0,0,0,0,3,318,0,0,0,3,321
SSC20146,24,0,0,0,0,26,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,54,0,0,0,0,50
SSC20147,24,0,0,0,0,24,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,52
SSC20148,73,0,0,0,0,73,68,0,0,0,0,68,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,155,0,0,0,0,155
SSC20149,43,0,0,0,0,43,33,0,0,0,0,33,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,89
SSC20150,31,0,0,0,0,31,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,71,0,0,0,0,71
SSC20151,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC20152,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20153,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC20154,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20155,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC20156,8,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8
SSC20157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20158,20,0,0,0,0,20,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,39,0,0,0,0,39
SSC20159,40,0,0,0,0,46,22,0,0,0,0,22,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,80,0,0,0,0,85
SSC20160,37,0,0,0,0,33,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,59
SSC20161,531,42,13,0,3,587,444,16,10,0,0,478,125,10,14,0,0,153,10,13,0,0,0,25,48,0,3,0,0,55,7,0,0,0,0,7,3,0,0,0,0,5,6,0,0,0,0,7,208,28,12,3,0,250,4,0,0,0,0,4,21,5,4,0,0,31,1207,96,36,5,9,1350
SSC20162,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC20163,60,0,0,0,0,56,51,0,0,0,0,54,8,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,24,3,0,0,0,0,3,3,0,0,0,0,3,139,0,0,0,0,138
SSC20164,103,0,0,0,0,101,145,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6,259,0,0,0,0,262
SSC20165,5,0,0,0,0,7,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,4,25
SSC20166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
