SSC_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC22554,112,115,227,0,0,0,0,0,0,5,9,14,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,12,23,0,0,0,0,0,0,10,10,21,14,9,25,138,134,276
SSC22555,43,39,85,5,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,6,8,6,13,51,53,104
SSC22556,9028,9712,18739,785,928,1712,33,38,68,581,631,1219,55,38,94,13,10,21,12,19,33,6,8,11,6,5,16,0,0,4,0,0,0,707,749,1457,56,63,125,27,22,49,1582,1761,3339,1188,1344,2531,11796,12819,24610
SSC22557,733,719,1456,43,49,94,0,0,4,15,20,38,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,20,28,47,0,0,0,3,0,3,70,73,142,55,51,113,864,847,1711
SSC22558,238,242,480,0,3,7,0,0,0,14,8,20,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,25,0,0,0,0,0,0,23,9,27,19,23,43,277,278,550
SSC22559,733,786,1519,41,28,68,15,9,21,168,142,310,6,15,25,7,3,10,6,8,16,0,4,6,3,0,3,3,3,3,0,0,0,213,180,394,114,97,214,9,3,15,374,316,692,139,111,249,1246,1215,2452
SSC22560,61,61,124,0,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,4,3,9,5,3,8,66,66,137
SSC22561,48,42,91,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,14,6,20,61,44,108
SSC22562,9,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,16,10,29
SSC22563,27,20,48,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,3,5,10,9,10,16,39,34,75
SSC22564,436,442,882,18,18,38,0,0,0,32,47,79,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,51,89,0,0,0,0,3,4,57,74,131,75,90,163,565,606,1175
SSC22565,66,52,124,0,4,4,0,0,3,3,3,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,6,10,0,0,0,0,0,0,8,7,13,7,8,14,84,70,148
SSC22566,100,70,169,0,3,3,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,6,11,10,12,7,25,114,89,204
SSC22567,64,55,122,5,3,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,3,17,12,8,16,82,69,151
SSC22568,28,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,15,34,33,67
SSC22569,6741,6573,13314,363,343,701,55,64,121,1368,1214,2585,25,26,60,25,25,49,26,21,47,16,13,23,3,5,9,8,9,15,0,0,0,1529,1374,2904,352,429,780,24,35,62,2260,2179,4440,1708,643,2355,10715,9394,20104
SSC22570,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,11
SSC22571,154,140,292,3,0,3,0,0,0,13,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,27,0,0,0,0,0,0,15,14,29,10,17,31,178,168,355
SSC22572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC22573,2484,2583,5070,55,49,104,12,10,17,295,287,574,6,6,14,6,3,5,4,6,8,0,0,0,0,0,0,0,0,3,0,0,0,320,309,632,49,62,111,4,3,7,424,430,857,333,285,615,3237,3299,6539
SSC22574,157,169,327,3,9,12,3,0,4,12,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,28,0,0,0,0,0,0,20,22,42,14,17,37,197,211,408
SSC22575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22576,10,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,28
SSC22577,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22578,12,9,18,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,7,6,8,17,21,30
SSC22579,10,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,13,20
SSC22580,32,35,65,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,38,36,73
SSC22581,1327,1401,2723,54,55,111,0,9,14,111,117,223,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,114,129,243,4,6,11,3,3,4,178,191,371,97,111,202,1601,1696,3297
SSC22582,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC22583,367,326,685,3,6,3,0,0,0,31,37,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,37,66,3,0,3,0,0,4,41,39,82,24,25,48,423,389,816
SSC22584,215,218,436,14,12,28,4,0,3,7,13,21,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,31,0,0,0,0,0,0,26,32,56,16,15,32,256,263,523
SSC22585,202,185,386,0,0,3,0,0,0,11,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22,0,0,0,0,0,0,13,12,21,20,23,40,234,213,450
SSC22586,180,171,351,3,3,10,0,0,0,10,9,15,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,22,0,0,0,0,0,0,15,13,29,24,26,55,221,210,427
SSC22587,63,59,119,0,0,0,0,0,0,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,13,0,0,0,0,0,0,5,6,13,6,3,9,78,76,148
SSC22588,98,95,194,5,0,5,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,10,4,11,29,26,64,140,129,268
SSC22589,93,85,174,0,0,0,0,0,4,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,8,15,10,28,113,100,212
SSC22590,10,7,16,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,5,0,8,0,0,0,16,7,27
SSC22591,8,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14
SSC22592,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11
SSC22593,11,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,19,15,34
SSC22594,16,26,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,23,43
SSC22595,80,60,140,0,0,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,8,3,12,9,9,19,94,72,168
SSC22596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3
SSC22597,4,3,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,15,12,9,23
SSC22598,197,168,370,3,3,8,0,0,0,4,11,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,9,11,16,0,0,0,0,0,0,11,9,25,17,24,42,231,205,434
SSC22599,96,102,198,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6,10,11,16,108,109,217
SSC22600,22,28,48,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,24,32,54
SSC22601,1431,1453,2888,9,19,32,4,0,4,99,119,216,0,0,0,0,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,104,125,222,13,12,23,3,3,5,124,156,282,113,99,209,1672,1704,3380
SSC22602,47,43,92,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,8,0,0,0,52,51,99
SSC22603,48,43,89,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,8,13,8,22,63,58,121
SSC22604,151,134,286,3,0,3,0,0,0,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,0,0,0,12,6,19,16,14,36,179,154,337
SSC22605,19,15,31,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,22,22,39
SSC22606,14,9,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,15,11,24
SSC22607,2807,2822,5629,33,37,73,12,10,22,213,188,396,3,3,6,0,0,0,4,5,5,5,0,3,0,0,3,0,0,0,0,0,0,234,206,440,14,14,29,3,3,7,282,267,546,201,209,407,3290,3294,6586
SSC22608,62,71,136,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,3,8,70,76,145
SSC22609,25,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,5,0,0,0,23,24,49
SSC22610,18,14,31,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,3,5,8,5,13,12,7,16,33,26,64
SSC22611,79,83,162,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,3,4,5,3,3,8,83,92,176
SSC22612,336,362,696,11,14,21,8,6,7,20,21,38,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,27,54,3,3,3,0,3,3,43,44,83,31,38,69,409,436,851
SSC22613,265,243,503,10,12,18,0,0,0,44,53,91,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,51,94,0,0,0,0,0,0,53,65,114,166,142,314,481,445,929
SSC22614,4212,4429,8645,76,65,139,10,14,20,386,375,759,10,14,23,0,6,8,6,10,18,0,4,7,0,0,0,0,0,3,0,0,0,418,420,838,98,104,208,10,7,14,598,593,1199,235,266,505,5052,5292,10343
SSC22615,4706,5132,9845,52,69,121,11,12,17,390,449,835,9,13,19,11,6,10,4,6,13,0,7,7,6,0,3,3,0,3,0,0,0,429,486,918,102,112,214,0,3,3,584,667,1255,265,258,523,5560,6059,11618
SSC22616,18,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,23,14,39
SSC22617,21,22,43,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,24,18,45
SSC22618,13,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,17
SSC22619,25,28,51,3,3,5,3,0,8,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,11,4,14,4,7,8,41,34,79
SSC22620,2902,2995,5895,57,48,106,7,0,9,201,186,385,0,4,4,3,3,3,0,0,3,0,0,0,0,4,6,0,0,0,0,0,0,214,194,411,32,43,81,4,0,3,310,294,601,194,170,366,3408,3459,6863
SSC22621,75,61,139,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,0,0,0,0,0,0,4,10,12,4,4,13,82,80,155
SSC22622,338,371,700,14,17,29,3,0,3,30,33,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,35,75,0,3,3,0,0,0,50,57,106,30,29,63,416,455,870
SSC22623,15,10,26,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,3,7,0,5,3,16,18,39
SSC22624,10,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,14,15,28
SSC22625,16,18,38,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,5,7,3,9,25,24,48
SSC22626,175,148,321,15,10,25,0,0,0,8,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,16,3,0,3,0,0,0,21,27,42,11,6,20,206,179,384
SSC22627,14,10,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,9,11,25
SSC22628,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,10,5,13
SSC22629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22630,17,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,40
SSC22631,450,445,893,12,12,27,23,28,48,20,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,0,0,44,54,90,6,3,10,0,0,0,59,66,129,38,26,61,538,541,1080
SSC22632,30,34,68,0,3,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,4,5,5,3,10,9,37,51,90
SSC22633,22,12,32,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,3,21,17,42
SSC22634,32,38,73,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,6,6,11,3,0,3,39,42,86
SSC22635,18,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,28,25,48
SSC22636,19,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,12,27
SSC22637,272,246,520,21,19,41,0,0,0,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,32,26,60,26,21,45,327,295,621
SSC22638,14,3,17,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,5,0,3,3,17,7,20
SSC22639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22640,38,29,66,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,3,8,3,3,11,48,35,84
SSC22641,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC22642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22643,85,82,164,0,0,3,0,0,0,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,0,0,0,0,9,0,10,8,6,11,99,86,187
SSC22644,56,47,100,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,5,0,0,0,3,10,9,3,0,5,60,53,113
SSC22645,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22646,8,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,16
SSC22647,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8
SSC22648,4182,4202,8391,228,247,477,7,4,20,467,445,907,10,12,20,7,3,11,0,0,0,0,0,3,5,8,11,0,0,0,0,0,0,496,473,969,24,22,41,9,7,14,751,745,1504,478,522,1003,5419,5475,10894
SSC22649,17,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,19,35
SSC22650,549,551,1100,15,23,41,0,0,0,39,40,72,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,35,47,84,3,0,3,3,8,7,62,76,134,60,57,117,672,689,1357
SSC22651,15,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,20,15,30
SSC22652,100,90,195,0,0,0,0,3,3,4,3,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,15,0,0,0,0,0,0,4,9,17,9,9,14,117,109,226
SSC22653,68,57,133,6,0,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,3,3,0,0,0,7,5,12,0,9,16,78,75,154
SSC22654,64,71,127,0,0,4,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,5,12,9,8,14,80,77,153
SSC22655,77,76,149,0,0,3,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,7,6,15,9,3,14,95,83,176
SSC22656,795,838,1634,26,37,66,4,0,8,82,80,165,0,3,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,87,88,182,6,12,16,0,0,0,129,135,265,71,59,127,996,1037,2026
SSC22657,41,33,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,30,69
SSC22658,196,177,371,13,8,19,6,3,9,4,9,9,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,11,19,24,0,5,9,0,0,0,23,27,50,17,7,29,232,215,452
SSC22659,175,178,350,5,7,6,0,0,0,17,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33,0,0,0,0,0,0,22,24,40,16,15,30,205,217,420
SSC22660,1274,1285,2564,17,14,31,5,3,5,100,101,201,0,5,3,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,0,0,109,117,223,0,6,9,0,3,3,123,143,261,93,99,190,1494,1524,3020
SSC22661,22,20,44,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,3,22,22,49
SSC22662,45,38,87,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,3,4,9,52,45,99
SSC22663,597,527,1122,6,7,17,0,0,0,36,36,67,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,36,76,0,0,5,3,0,3,50,45,96,63,45,111,711,615,1328
SSC22664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22665,102,100,202,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,5,6,13,7,5,16,112,117,227
SSC22666,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SSC22667,6519,7364,13887,622,696,1317,45,53,100,356,438,795,26,30,56,4,0,6,10,11,21,0,0,3,9,8,16,0,3,4,0,0,0,452,548,1007,35,41,83,17,15,35,1131,1305,2434,708,864,1577,8362,9538,17897
SSC22668,218,214,430,3,3,8,0,0,0,12,11,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,30,0,0,3,0,0,4,23,23,44,11,13,26,252,244,504
SSC22669,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
