SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC21724,..,417,417,686,30,710,345,0,354,457,0,457,173,0,173,93,0,93,1754,447,2202
SSC21725,..,124,124,210,6,221,61,3,64,63,0,63,23,0,22,14,0,18,374,136,511
SSC21726,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6
SSC21727,..,0,0,8,0,9,3,0,3,0,0,0,0,0,0,0,0,0,15,5,12
SSC21728,..,17,17,43,0,45,7,0,7,3,0,3,3,0,3,0,0,0,52,18,72
SSC21729,..,3,3,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,9,3,18
SSC21730,..,1569,1569,1512,241,1750,799,90,892,839,36,877,310,3,316,83,3,82,3553,1933,5482
SSC21731,..,8,8,12,0,12,3,0,3,3,0,3,3,0,3,0,0,0,21,8,30
SSC21732,..,8,8,16,0,16,5,0,5,3,0,3,0,0,0,0,0,0,26,8,34
SSC21733,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6
SSC21734,..,564,564,648,58,702,390,19,409,351,8,353,126,0,130,38,0,38,1559,643,2200
SSC21735,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21736,..,3,3,13,0,13,9,0,9,10,0,10,0,0,0,3,0,3,23,3,31
SSC21737,..,3,3,8,0,11,6,0,6,4,0,4,0,0,0,4,0,4,25,5,29
SSC21738,..,4,4,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,6,4,12
SSC21739,..,6,6,3,0,4,3,0,3,0,0,0,0,0,0,0,0,0,4,8,17
SSC21740,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21741,..,3,3,10,0,10,4,0,4,5,0,5,3,0,3,0,0,0,26,3,28
SSC21742,..,38,38,102,3,104,56,0,56,67,0,67,33,0,33,23,0,23,279,37,317
SSC21743,..,1373,1373,2187,149,2340,1355,22,1375,1410,4,1411,589,0,588,330,0,327,5874,1556,7424
SSC21744,..,1051,1051,995,84,1077,399,8,409,338,3,344,163,6,164,70,0,74,1961,1153,3111
SSC21745,..,7,7,17,0,17,7,0,7,9,0,9,3,0,3,3,0,3,41,7,45
SSC21746,..,0,0,14,0,14,3,0,3,3,0,3,4,0,4,0,0,0,26,0,25
SSC21747,..,4,4,17,0,17,5,0,5,12,0,12,10,0,10,3,0,3,48,4,57
SSC21748,..,915,915,896,80,973,434,7,436,538,3,545,190,3,191,43,0,43,2104,1003,3108
SSC21749,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12
SSC21750,..,20,20,73,4,78,40,0,40,55,0,55,37,0,37,9,0,9,210,27,239
SSC21751,..,2900,2900,3294,197,3487,1215,24,1240,1284,6,1291,441,3,440,149,0,149,6384,3126,9510
SSC21752,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21753,..,10,10,18,0,15,10,0,10,6,0,6,3,0,3,0,0,0,30,11,46
SSC21754,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21755,..,196,196,196,11,209,61,0,59,34,0,34,33,0,33,16,0,16,344,209,552
SSC21756,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21757,..,2132,2132,1717,158,1876,714,15,731,519,5,526,214,0,214,126,0,124,3291,2309,5599
SSC21758,..,3,3,14,0,14,10,0,10,5,0,5,4,0,4,0,0,0,41,3,45
SSC21759,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SSC21760,..,165,165,117,8,126,32,0,32,32,0,32,7,0,7,9,0,9,193,175,376
SSC21761,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC21762,..,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9
SSC21763,..,0,0,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,6,0,9
SSC21764,..,3,3,6,0,6,4,0,4,3,0,3,0,0,0,0,0,0,13,3,17
SSC21765,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21766,..,7,7,3,0,4,3,0,3,4,0,4,0,0,0,0,0,0,10,11,18
SSC21767,..,0,0,13,0,13,14,0,14,6,0,6,6,0,6,3,0,3,45,0,43
SSC21768,..,3,3,9,0,6,4,0,4,6,0,6,0,0,0,3,0,3,11,3,16
SSC21769,..,12,12,14,0,14,5,0,5,5,0,5,0,0,0,3,0,3,32,12,42
SSC21770,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC21771,..,313,313,365,61,425,149,24,169,199,14,216,78,3,85,24,0,22,818,414,1232
SSC21772,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6
SSC21773,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SSC21774,..,28,28,56,0,58,24,3,28,33,0,33,12,0,12,9,0,9,130,33,161
SSC21775,..,89,89,185,9,201,70,0,70,67,0,68,25,0,25,12,0,12,361,96,456
SSC21776,..,13,13,20,0,19,5,0,5,6,0,6,0,0,0,3,0,3,31,16,47
SSC21777,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21778,..,55,55,186,9,199,83,5,83,88,3,94,50,0,50,22,0,22,428,79,504
SSC21779,..,9,9,17,0,21,3,0,3,3,0,3,0,0,0,0,0,0,30,14,39
SSC21780,..,61,61,67,6,77,30,0,30,19,0,19,23,0,23,7,0,7,149,71,211
SSC21781,..,1053,1053,1939,59,2000,857,0,856,1293,3,1298,567,3,571,179,0,179,4832,1116,5951
SSC21782,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SSC21783,..,557,557,954,43,997,541,6,547,637,0,637,305,0,305,141,0,147,2575,614,3186
SSC21784,..,6,6,9,0,16,3,0,3,5,0,5,3,0,3,0,0,0,21,7,32
SSC21785,..,14,14,9,3,13,4,0,4,3,0,3,0,0,0,0,0,0,24,17,38
SSC21786,..,145,145,300,19,316,118,16,136,160,24,185,72,3,77,27,3,35,682,203,883
SSC21787,..,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,5
SSC21788,..,3,3,9,3,8,0,0,0,3,0,3,0,0,0,0,0,0,11,4,15
SSC21789,..,74,74,200,3,204,69,0,70,77,0,77,33,0,33,17,0,17,390,77,472
SSC21790,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SSC21791,..,1283,1283,2069,58,2129,968,6,974,1288,3,1294,548,3,554,157,0,156,5034,1352,6385
SSC21792,..,5,5,4,0,4,0,0,0,6,0,6,3,0,3,0,0,0,19,5,22
SSC21793,..,15,15,27,0,27,17,0,17,15,0,15,6,0,6,3,0,3,70,15,83
SSC21794,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC21795,..,253,253,249,35,277,106,13,119,105,17,126,34,0,42,22,0,22,518,329,843
SSC21796,..,3,3,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,10,3,13
SSC21797,..,4,4,9,0,9,0,0,0,0,0,0,3,0,3,0,0,0,13,4,15
SSC21798,..,13,13,43,0,41,18,0,18,11,0,11,10,0,10,8,0,8,87,15,101
SSC21799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21800,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21801,..,14,14,44,3,42,10,0,10,19,0,19,9,0,9,4,0,4,85,17,101
SSC21802,..,15,15,10,0,12,9,0,6,8,0,8,8,0,8,0,0,0,26,17,44
SSC21803,..,11,11,20,0,20,0,0,0,10,0,10,0,0,0,0,0,0,31,11,43
SSC21804,..,2330,2330,3400,203,3605,2083,105,2186,2403,79,2481,808,27,829,308,10,319,9003,2758,11757
SSC21805,..,4,4,13,0,13,0,0,0,3,0,3,0,0,0,0,0,0,13,4,14
SSC21806,..,5,5,10,0,10,4,0,4,4,0,4,3,0,3,0,0,0,18,5,23
SSC21807,..,4,4,14,0,15,4,0,4,5,0,5,0,0,0,0,0,0,30,4,36
SSC21808,..,53,53,63,3,66,20,0,20,22,0,22,14,0,14,3,0,3,121,57,179
SSC21809,..,3,3,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,8,3,13
SSC21810,..,32,32,50,4,54,8,0,8,17,0,17,12,0,12,0,0,0,96,40,129
SSC21811,..,6,6,14,0,17,11,0,12,9,0,9,10,0,10,5,0,5,45,8,57
SSC21812,..,24,24,48,3,47,22,0,22,19,0,19,18,0,18,3,0,3,110,30,138
SSC21813,..,3,3,9,0,9,3,0,3,0,0,0,0,0,0,0,0,0,12,3,20
SSC21814,..,17,17,35,0,35,10,0,10,8,0,8,3,0,3,0,0,0,53,17,75
SSC21815,..,1077,1077,1943,122,2066,1276,52,1332,1334,26,1360,458,3,464,196,7,201,5212,1293,6504
SSC21816,..,13,13,22,0,22,9,0,9,4,0,4,0,0,0,0,0,0,34,13,44
SSC21817,..,8,8,15,0,13,4,0,4,3,0,3,3,0,3,0,0,0,27,13,43
SSC21818,..,11,11,21,3,24,7,0,7,3,0,3,4,0,4,4,0,4,36,12,50
SSC21819,..,6,6,6,0,6,0,0,0,0,0,0,3,0,3,0,0,0,10,6,14
SSC21820,..,107,107,123,7,135,30,0,30,35,0,35,20,0,20,9,0,9,223,123,338
SSC21821,..,21,21,20,0,16,9,0,9,5,0,5,3,0,3,0,0,0,33,21,54
SSC21822,..,10,10,26,0,25,10,0,10,8,0,8,10,0,10,3,0,3,56,13,65
SSC21823,..,4,4,12,0,12,3,0,3,14,0,14,3,0,3,0,0,0,36,4,39
SSC21824,..,5,5,12,0,12,3,0,3,0,0,0,3,0,3,0,0,0,17,5,24
SSC21825,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21826,..,4,4,7,0,7,3,0,3,0,0,0,3,0,3,0,0,0,14,4,13
SSC21827,..,0,0,7,0,13,7,0,7,3,0,3,0,0,0,0,0,0,18,3,22
SSC21828,..,25,25,39,0,38,8,0,8,9,0,9,5,0,5,0,0,0,58,30,85
SSC21829,..,3,3,9,0,9,0,0,0,0,0,0,3,0,3,0,0,0,14,3,18
SSC21830,..,5,5,15,3,18,5,0,5,12,0,12,5,0,5,3,0,3,34,9,47
SSC21831,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21832,..,4,4,10,0,13,7,0,7,10,0,10,0,0,0,3,0,3,33,5,39
SSC21833,..,48,48,46,0,46,13,0,13,9,0,9,4,0,4,3,0,3,72,48,118
SSC21834,..,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8
SSC21835,..,14,14,23,3,28,0,0,0,3,0,3,3,0,3,0,0,0,28,14,45
SSC21836,..,7,7,9,0,9,4,0,4,9,0,9,4,0,4,0,0,0,19,7,31
SSC21837,..,1141,1141,1090,143,1235,615,47,661,601,23,628,194,8,201,51,3,56,2554,1366,3918
SSC21838,..,119,119,126,11,137,45,0,45,34,0,34,23,0,23,4,0,4,230,130,365
SSC21839,..,10,10,30,3,31,7,0,7,3,0,3,3,0,3,0,0,0,44,18,58
SSC21840,..,11,11,20,3,22,4,0,4,7,0,7,5,0,5,0,0,0,34,18,55
SSC21841,..,8,8,7,0,7,8,0,8,0,0,0,0,0,0,0,0,0,15,8,21
SSC21842,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC21843,..,8,8,13,0,13,4,0,4,6,0,6,10,0,10,0,0,0,31,8,36
SSC21844,..,9,9,12,0,11,0,0,0,0,0,0,3,0,3,3,0,3,16,8,27
SSC21845,..,42,42,66,4,73,28,0,28,28,0,28,10,0,10,3,0,3,133,44,174
SSC21846,..,3,3,8,0,7,3,0,3,0,0,0,0,0,0,0,0,0,10,3,17
SSC21847,..,18,18,40,0,42,20,0,20,30,0,30,10,0,10,0,0,0,107,23,128
SSC21848,..,18,18,18,0,24,5,0,5,6,0,6,3,0,3,3,0,3,40,21,55
SSC21849,..,0,0,8,0,8,0,0,0,9,0,9,0,0,0,0,0,0,19,0,21
SSC21850,..,12,12,11,0,11,12,0,12,6,0,6,3,0,3,3,0,3,29,14,44
SSC21851,..,431,431,463,23,485,138,8,141,133,0,134,63,0,63,29,0,29,826,461,1289
SSC21852,..,3,3,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,10,3,14
SSC21853,..,19,19,27,0,30,7,0,7,7,0,7,9,0,9,0,0,0,48,16,65
SSC21854,..,5,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6
SSC21855,..,278,278,285,16,303,78,0,78,80,0,80,33,0,33,11,0,11,490,296,786
SSC21856,..,4,4,11,4,12,3,0,3,4,0,4,0,0,0,3,0,3,21,4,30
SSC21857,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC21858,..,14,14,40,3,41,15,0,15,17,0,17,9,0,9,3,0,3,86,15,98
SSC21859,..,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,3,12
SSC21860,..,5,5,9,0,9,5,0,5,0,0,0,3,0,3,0,0,0,12,5,15
SSC21861,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,8,0,8
SSC21862,..,13,13,14,0,19,6,0,6,4,0,4,3,0,3,3,0,3,32,15,43
SSC21863,..,16,16,48,3,47,19,0,19,21,0,21,9,0,9,6,0,6,102,22,125
SSC21864,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21865,..,31,31,69,4,73,20,0,18,32,0,32,24,0,24,11,0,11,149,36,185
SSC21866,..,60,60,108,11,117,50,0,50,68,0,68,28,0,28,19,0,19,273,72,349
SSC21867,..,35,35,91,5,102,32,0,36,44,0,44,17,0,17,12,0,12,199,40,238
SSC21868,..,17,17,23,6,29,8,0,8,7,0,7,3,0,3,0,0,0,53,24,70
SSC21869,..,3,3,7,0,7,0,0,0,0,0,0,5,0,5,0,0,0,12,3,11
SSC21870,..,11,11,8,0,11,3,0,3,5,0,5,3,0,3,0,0,0,20,8,31
SSC21871,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
SSC21872,..,10,10,14,3,14,5,0,5,9,0,9,0,0,0,0,0,0,28,14,40
SSC21873,..,3,3,8,0,8,4,0,4,9,0,9,8,0,8,4,0,4,27,3,30
SSC21874,..,15,15,14,0,14,3,0,3,8,0,8,0,0,0,3,0,3,31,15,47
SSC21875,..,3,3,13,0,13,7,0,7,3,0,3,4,0,4,0,0,0,28,3,32
SSC21876,..,12,12,6,0,6,3,0,3,3,0,3,0,0,0,0,0,0,20,12,27
SSC21877,..,29,29,33,6,37,12,0,12,12,0,12,3,0,3,5,0,5,60,30,92
SSC21878,..,10,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,8,10,14
SSC21879,..,3,3,3,0,6,3,0,3,0,0,0,3,0,3,0,0,0,5,3,14
SSC21880,..,33,33,64,0,64,18,0,18,13,0,19,9,0,9,0,0,0,116,39,152
SSC21881,..,1521,1521,2281,170,2451,1572,37,1609,1786,13,1794,786,5,785,465,0,466,6887,1745,8633
SSC21882,..,15,15,31,0,31,23,0,23,34,0,34,14,0,14,4,0,4,106,15,119
SSC21883,..,155,155,542,8,553,344,0,349,553,0,551,283,4,283,193,0,193,1911,175,2083
SSC21884,..,722,722,1787,84,1870,1527,23,1542,2291,8,2298,1099,3,1099,818,0,818,7517,841,8355
SSC21885,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SSC21886,..,233,233,253,14,271,80,0,80,69,0,69,40,0,40,30,0,30,475,247,725
SSC21887,..,83,83,75,6,78,24,0,24,12,0,12,11,0,11,3,0,3,125,91,218
SSC21888,..,4,4,13,0,11,7,0,5,4,0,4,3,0,3,3,0,3,29,4,35
SSC21889,..,0,0,6,0,6,0,0,0,3,0,3,3,0,3,0,0,0,14,0,13
SSC21890,..,18,18,13,0,17,7,0,7,0,0,0,3,0,3,0,0,0,27,19,44
SSC21891,..,8,8,34,0,35,14,0,14,16,0,16,6,0,6,4,0,4,74,11,87
SSC21892,..,10,10,12,0,12,0,0,0,4,0,4,0,0,0,0,0,0,14,10,22
SSC21893,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21894,..,5,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9
SSC21895,..,11,11,27,6,34,10,0,10,9,0,9,4,0,4,3,0,3,51,20,68
SSC21896,..,7,7,29,0,34,10,0,10,8,0,8,6,0,6,4,0,4,50,9,65
SSC21897,..,21,21,19,0,19,11,0,11,3,0,3,0,0,0,0,0,0,33,21,50
SSC21898,..,6,6,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,6,16
SSC21899,..,107,107,174,4,181,62,0,62,64,0,64,31,0,31,14,0,14,350,109,463
SSC21900,..,17,17,44,0,52,21,0,21,12,0,12,4,0,4,3,0,3,89,19,107
SSC21901,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21902,..,32,32,36,0,38,9,0,9,4,0,4,0,0,0,0,0,0,48,33,77
SSC21903,..,14,14,26,0,29,12,0,12,13,0,13,9,0,9,8,0,8,61,17,82
SSC21904,..,3,3,3,0,3,5,0,5,0,0,0,3,0,3,0,0,0,14,3,13
SSC21905,..,57,57,94,3,97,52,0,50,74,0,74,36,0,36,4,0,4,264,62,319
SSC21906,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SSC21907,..,7,7,17,0,17,3,0,3,9,0,9,8,0,8,0,0,0,29,7,37
SSC21908,..,5,5,6,0,6,3,0,3,3,0,3,6,0,6,0,0,0,13,5,18
SSC21909,..,125,125,218,7,216,115,0,115,191,0,191,85,0,85,24,0,24,632,130,763
SSC21910,..,838,838,855,56,907,373,0,377,324,0,324,129,0,129,56,0,56,1732,902,2636
SSC21911,..,26,26,31,0,28,6,0,6,12,0,12,3,0,3,0,0,0,47,25,75
SSC21912,..,6,6,13,3,16,0,0,0,4,0,8,0,0,0,0,0,0,22,12,32
SSC21913,..,735,735,615,64,678,268,21,282,167,3,171,56,0,56,41,0,37,1148,818,1970
SSC21914,..,4,4,13,0,13,3,0,3,0,0,0,4,0,4,0,0,0,16,4,27
SSC21915,..,45,45,70,0,71,28,0,28,29,0,29,14,0,14,0,0,0,138,46,180
SSC21916,..,54,54,78,7,81,24,0,24,16,0,16,10,0,10,3,0,3,130,59,186
SSC21917,..,191,191,236,19,250,93,5,101,87,0,87,40,0,40,15,0,15,474,214,684
SSC21918,..,56,56,155,4,156,22,0,22,35,0,35,5,0,5,6,0,6,225,63,286
SSC21919,..,10,10,27,4,29,0,0,0,5,0,7,3,0,3,0,0,0,38,12,48
SSC21920,..,15,15,18,0,16,11,0,11,10,0,10,3,0,3,0,0,0,35,16,56
SSC21921,..,40,40,59,3,62,15,0,15,10,0,10,13,0,13,3,0,3,107,42,144
SSC21922,..,1013,1013,1372,121,1490,789,42,834,906,19,921,305,3,310,88,0,90,3451,1201,4654
SSC21923,..,35,35,60,4,63,13,0,13,21,0,21,14,0,14,4,0,4,114,38,149
SSC21924,..,112,112,114,4,120,31,0,31,44,0,44,4,0,4,4,0,4,204,122,323
SSC21925,..,14,14,19,0,19,3,0,4,10,0,10,3,0,3,0,0,0,34,13,51
SSC21926,..,1094,1094,1167,94,1260,473,30,506,601,8,609,270,0,276,66,3,69,2575,1233,3805
SSC21927,..,279,279,325,19,348,99,4,101,99,3,105,39,0,39,14,0,14,580,306,884
SSC21928,..,80,80,165,4,170,79,0,79,103,0,103,59,0,59,23,0,23,420,85,512
SSC21929,..,95,95,190,9,196,39,0,36,48,0,48,31,0,31,11,0,11,318,105,423
SSC21930,..,519,519,549,31,582,324,8,331,406,3,403,152,0,152,40,0,40,1473,565,2031
SSC21931,..,15,15,37,5,45,12,0,12,13,0,13,17,0,17,5,0,5,85,18,104
SSC21932,..,12,12,47,0,48,9,0,9,22,0,22,9,0,9,3,0,3,88,13,104
SSC21933,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21934,..,3,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11
SSC21935,..,3,3,28,0,31,5,0,5,12,0,12,7,0,7,0,0,0,51,4,60
SSC21936,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC21937,..,5,5,16,0,16,3,0,3,0,0,0,0,0,0,0,0,0,19,5,22
SSC21938,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5
SSC21939,..,9,9,11,0,11,3,0,3,4,0,4,0,0,0,7,0,7,19,10,30
SSC21940,..,2650,2650,2648,322,2967,1935,82,2014,1462,62,1522,729,32,763,626,19,637,7401,3161,10564
SSC21941,..,529,529,760,42,804,496,14,503,416,3,419,191,0,194,117,3,114,1974,595,2569
SSC21942,..,25,25,24,8,29,6,0,6,3,0,3,0,0,0,3,0,3,41,26,63
SSC21943,..,28,28,43,0,43,20,0,20,9,0,9,12,0,12,8,0,8,95,28,116
SSC21944,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC21945,..,6,6,8,0,11,0,0,0,0,0,0,4,0,4,0,0,0,13,7,22
SSC21946,..,9,9,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14
SSC21947,..,15,15,9,0,9,3,0,3,4,0,4,0,0,0,0,0,0,20,15,39
SSC21948,..,1294,1294,924,125,1055,534,18,548,286,4,290,126,0,122,99,0,100,1970,1440,3411
SSC21949,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,7,0,12
SSC21950,..,10,10,13,0,15,3,0,3,9,0,9,3,0,3,3,0,3,26,11,40
SSC21951,..,580,580,479,77,557,182,19,205,154,6,161,64,4,64,38,0,38,922,687,1610
SSC21952,..,7,7,5,0,5,5,0,5,3,0,3,0,0,0,0,0,0,8,7,19
SSC21953,..,333,333,302,40,338,150,10,155,127,6,137,37,0,37,19,0,19,631,387,1016
SSC21954,..,2058,2058,1538,686,2219,551,315,865,393,118,516,112,43,153,83,9,94,2680,3228,5904
SSC21955,..,65,65,61,3,64,13,0,13,13,0,15,6,0,6,3,0,3,92,67,160
SSC21956,..,24,24,42,0,43,14,0,14,11,0,11,7,0,7,0,0,0,77,29,111
SSC21957,..,113,113,277,6,281,165,3,166,235,0,235,97,0,97,27,0,27,805,131,929
SSC21958,..,268,268,364,22,388,152,3,152,139,0,137,71,0,69,26,0,30,747,304,1050
SSC21959,..,2561,2561,2561,547,3113,1309,282,1588,1422,123,1549,409,26,433,112,17,131,5817,3560,9379
SSC21960,..,17,17,21,0,26,15,0,15,13,0,13,3,0,3,3,0,3,47,15,64
SSC21961,..,0,0,5,0,5,5,0,5,0,0,0,3,0,3,0,0,0,13,0,11
SSC21962,..,337,337,373,116,493,147,40,190,110,15,125,37,9,45,21,3,27,691,515,1211
SSC21963,..,30,30,21,3,22,12,0,12,14,0,14,3,0,3,0,0,0,43,28,79
SSC21964,..,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SSC21965,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC21966,..,3,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10
SSC21967,..,3,3,8,0,8,3,0,3,3,0,3,0,0,0,0,0,0,12,3,20
SSC21968,..,8,8,6,0,6,3,0,3,3,0,3,3,0,3,0,0,0,20,8,30
SSC21969,..,21,21,27,0,35,8,0,8,14,0,14,3,0,3,5,0,5,64,28,90
SSC21970,..,8,8,3,0,3,3,0,3,7,0,7,4,0,4,0,0,0,18,8,19
SSC21971,..,8,8,10,0,10,4,0,4,4,0,4,5,0,5,0,0,0,19,8,28
SSC21972,..,574,574,601,37,644,234,0,233,191,0,191,109,0,109,39,0,35,1173,618,1791
SSC21973,..,1083,1083,1183,101,1284,714,40,752,765,16,783,300,6,308,79,4,87,3041,1250,4294
SSC21974,..,25,25,44,0,45,12,0,12,14,0,14,7,0,7,0,0,0,83,28,107
SSC21975,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21976,..,3,3,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,14,3,17
SSC21977,..,3,3,9,0,9,6,0,6,3,0,3,6,0,6,0,0,0,17,3,21
SSC21978,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21979,..,6,6,11,0,11,6,0,6,6,0,6,7,0,7,3,0,3,37,6,43
SSC21980,..,57,57,68,7,75,21,0,22,20,0,20,6,0,6,9,0,9,125,63,194
SSC21981,..,79,79,75,3,72,33,0,34,13,0,13,13,0,13,6,0,6,142,79,219
SSC21982,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21983,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21984,..,86,86,170,8,178,74,0,75,87,0,87,54,0,54,27,0,27,410,93,505
SSC21985,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,8
SSC21986,..,529,529,659,54,709,417,21,436,362,6,370,158,3,161,47,7,50,1640,616,2260
SSC21987,..,9,9,24,0,24,22,0,27,46,0,46,20,0,20,4,0,4,115,10,118
SSC21988,..,641,641,741,94,834,467,46,515,507,29,537,189,11,201,52,3,51,1966,824,2783
SSC21989,..,422,422,604,76,681,420,60,482,399,45,442,118,19,138,49,11,58,1582,641,2220
SSC21990,..,652,652,923,49,971,639,27,667,630,19,647,238,8,245,75,3,77,2508,756,3260
SSC21991,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21992,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21993,..,1289,1289,1708,97,1807,724,7,729,885,0,887,348,0,351,99,0,99,3763,1400,5162
SSC21994,..,342,342,699,60,754,519,4,529,473,0,474,189,0,189,84,0,84,1961,407,2367
SSC21995,..,3,3,9,0,9,4,0,4,7,0,7,3,0,3,0,0,0,22,3,25
SSC21996,..,3,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,3,14
SSC21997,..,150,150,231,11,242,105,0,109,100,0,100,36,0,36,14,0,14,481,167,653
SSC21998,..,9,9,8,0,10,4,0,9,3,0,3,3,0,3,3,0,3,20,9,27
SSC21999,..,59,59,64,3,62,13,0,14,12,0,12,7,0,7,0,0,0,99,60,162
SSC22000,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC22001,..,18,18,13,0,13,3,0,3,4,0,4,0,0,0,0,0,0,25,18,37
SSC22002,..,359,359,320,19,337,98,0,95,76,0,76,44,0,44,11,0,11,543,382,930
