SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC21393,27,55,0,0,0,3,0,6,13,42,10,46,0,0,0,3,3,7,3,10,19,63,0,0,0,0,0,3,0,4,0,10,0,0,0,0,3,6,3,6,3,14,0,0,47,133
SSC21394,10,26,0,0,0,3,0,4,4,27,7,32,0,4,0,9,0,3,5,11,10,47,0,0,0,4,0,6,0,0,3,7,0,0,0,0,0,3,0,3,0,6,0,3,29,82
SSC21395,17,33,0,0,3,17,0,0,4,17,6,29,0,5,3,11,3,0,5,18,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,79
SSC21396,45,84,0,7,0,5,0,0,22,82,21,97,3,7,0,4,9,22,12,32,35,129,0,0,0,9,0,0,3,5,4,13,0,0,0,0,7,14,7,14,7,27,4,11,91,250
SSC21397,24,39,0,4,3,18,0,0,3,15,12,41,0,0,0,0,3,4,3,4,13,45,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,3,7,0,0,35,95
SSC21398,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
SSC21399,3,7,0,8,0,0,0,0,5,18,7,23,0,5,0,0,0,0,0,5,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34
SSC21400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC21402,9,20,0,0,0,3,0,0,0,4,3,11,0,0,0,0,0,3,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,34
SSC21403,807,1635,43,275,108,555,50,239,657,2602,863,3667,59,255,82,283,236,788,380,1324,1240,4991,22,116,56,199,19,85,228,671,323,1071,27,100,39,82,158,363,225,552,549,1620,29,53,2630,8303
SSC21404,829,1643,19,81,88,415,19,99,376,1516,504,2110,34,127,66,208,149,446,251,778,753,2891,3,17,30,95,6,25,128,334,165,468,12,51,30,67,97,217,139,329,307,802,21,44,1912,5383
SSC21405,6,18,0,0,0,3,0,4,0,0,0,8,5,17,0,0,4,9,7,24,8,37,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,3,9,0,0,17,61
SSC21406,778,1548,9,61,66,309,15,81,398,1554,492,2000,39,156,54,181,123,391,215,723,709,2726,4,11,20,83,10,33,94,260,129,385,9,25,41,85,113,236,159,349,289,730,17,41,1797,5046
SSC21407,12,22,0,0,3,7,0,0,6,25,8,38,0,3,3,8,4,11,4,24,16,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,87
SSC21408,47,95,0,3,7,38,0,9,23,78,32,132,0,11,3,4,4,12,11,36,40,164,0,0,4,12,0,0,0,0,7,16,0,0,0,0,0,0,0,0,3,16,0,0,95,270
SSC21409,21,37,0,0,0,5,0,5,8,26,9,35,0,0,3,13,3,15,6,29,14,61,0,0,0,0,0,0,3,4,3,4,0,0,0,0,3,5,3,6,3,13,0,0,41,118
SSC21410,14,26,0,0,6,16,0,0,6,36,12,51,0,0,0,0,0,0,0,0,16,57,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,6,3,7,0,0,26,88
SSC21411,41,75,0,4,0,4,0,4,27,99,28,119,7,21,4,12,10,40,21,67,48,188,0,0,0,0,0,0,5,12,5,12,0,0,0,0,6,9,6,9,8,24,0,0,94,287
SSC21412,26,45,0,5,9,24,0,0,18,65,21,97,0,0,0,3,10,19,11,26,29,123,0,0,0,0,0,0,3,7,3,7,0,0,0,0,3,8,3,8,8,17,0,0,65,182
SSC21413,19,39,0,0,0,6,0,0,3,8,5,22,0,0,0,7,4,8,5,16,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,3,0,0,27,78
SSC21414,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,4,4
SSC21415,0,6,0,0,0,0,0,0,4,6,4,6,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
SSC21416,4,10,0,0,0,4,0,0,4,21,8,22,0,0,3,5,0,3,3,13,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40
SSC21417,17,37,3,10,3,15,0,0,15,54,22,83,0,0,0,3,5,17,8,20,26,104,0,0,0,3,0,0,3,7,3,13,0,0,3,3,0,0,3,7,7,19,0,0,54,156
SSC21418,122,237,0,6,15,58,5,17,56,231,67,309,0,4,11,23,22,61,33,90,101,397,0,0,0,6,0,0,9,21,7,29,0,0,5,7,10,27,17,33,26,56,0,0,245,698
SSC21419,50,96,0,0,3,16,3,5,19,71,26,94,3,14,0,4,3,12,11,21,34,115,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,8,5,13,7,16,3,4,90,235
SSC21420,53,99,3,9,7,20,0,0,16,57,20,83,0,0,3,13,6,22,10,34,34,120,0,0,0,0,0,0,3,11,3,11,0,0,3,10,3,7,6,14,13,28,0,0,100,248
SSC21421,19,38,0,0,3,5,0,5,6,35,11,51,3,19,0,6,7,20,14,43,28,90,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,0,44,133
SSC21422,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC21423,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC21424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21425,3,5,0,0,0,0,0,0,4,14,4,14,0,0,0,3,0,0,0,3,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24
SSC21426,181,350,0,3,27,100,7,19,99,390,128,516,12,54,31,100,18,64,67,218,196,736,0,0,8,29,4,16,26,78,37,121,3,17,10,26,15,38,32,83,73,206,5,14,454,1303
SSC21427,3,3,0,0,0,9,0,0,0,4,0,11,0,0,0,4,0,0,0,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22
SSC21428,6,13,0,0,0,0,0,0,3,13,3,13,0,3,0,0,0,3,3,7,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31
SSC21429,3,4,0,0,0,8,0,0,0,3,3,10,0,0,0,3,0,0,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
SSC21430,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,8,3,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16
SSC21431,7,7,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
SSC21432,0,5,0,4,0,3,0,0,3,5,3,18,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20
SSC21433,5,12,0,5,0,5,0,0,3,23,8,35,0,8,0,0,0,3,3,10,6,42,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,3,17,60
SSC21434,3,3,0,0,0,0,0,0,0,8,0,8,0,0,0,3,0,6,4,12,3,18,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,8,0,8,4,8,4,11,14,47
SSC21435,105,205,0,3,5,25,0,0,41,158,48,186,3,10,0,13,15,37,15,66,62,250,0,0,0,3,0,0,18,48,23,46,0,0,4,9,13,19,15,29,35,77,3,4,206,533
SSC21436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21438,345,673,3,15,35,160,3,19,154,614,192,809,14,62,32,108,34,98,82,267,279,1073,0,0,12,35,0,0,27,77,41,111,3,8,9,18,28,52,42,75,77,184,11,17,708,1954
SSC21439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC21440,610,1200,4,28,27,137,6,22,193,753,234,943,16,52,34,98,91,277,136,428,372,1374,3,11,17,51,5,22,93,241,111,324,4,8,13,31,75,156,90,193,207,525,14,20,1200,3122
SSC21441,55,108,0,5,3,13,3,12,35,134,39,162,5,16,3,10,20,50,25,77,61,245,0,4,0,4,0,4,0,4,4,14,0,0,4,4,3,3,3,8,7,21,0,0,120,373
SSC21442,23,41,3,12,4,22,0,3,8,18,14,53,0,3,0,3,3,11,8,12,20,69,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,3,3,6,0,11,0,3,39,120
SSC21443,2043,4144,65,416,267,1342,77,375,1415,5457,1824,7584,155,708,176,630,694,2272,1027,3607,2846,11194,10,52,71,293,46,172,336,938,467,1462,73,267,81,206,536,1212,698,1676,1159,3138,135,292,6191,18768
SSC21444,11,24,0,0,0,0,0,0,0,3,3,7,0,0,0,4,0,4,3,7,4,12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,5,0,0,20,45
SSC21445,46,88,0,6,3,16,0,7,26,102,31,132,5,23,7,17,14,30,23,75,54,205,0,0,0,0,0,0,5,10,5,10,0,0,0,0,6,11,6,11,7,21,0,0,109,312
SSC21446,17,34,0,0,6,30,0,4,7,28,16,59,0,0,0,6,5,11,6,18,17,74,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,40,114
SSC21447,268,525,4,13,39,172,8,26,169,648,214,861,15,73,11,37,51,158,84,276,295,1140,0,0,15,41,0,4,29,70,36,124,0,8,11,13,36,76,53,99,91,222,5,6,658,1900
SSC21448,22,46,0,0,0,5,0,0,4,20,4,22,0,4,0,4,5,19,9,25,14,45,0,0,0,0,0,0,3,3,3,3,0,0,0,3,3,3,5,9,6,14,0,0,42,104
SSC21449,3,8,0,0,0,0,0,0,4,12,4,12,0,6,0,0,0,0,0,6,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30
SSC21450,157,314,3,24,17,101,6,28,102,405,130,551,6,32,16,50,36,127,59,211,196,767,0,0,7,18,0,3,27,75,36,99,0,4,13,23,23,56,38,78,73,180,0,5,428,1265
SSC21451,15,27,0,0,0,4,0,0,3,8,3,18,0,3,4,6,3,14,10,23,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,64
SSC21452,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17
SSC21453,5,9,0,0,0,8,0,0,0,5,3,10,0,0,0,0,0,4,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19
SSC21454,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18
SSC21455,9,21,0,5,3,9,0,10,8,33,14,57,0,0,0,3,3,3,3,9,15,62,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,4,26,92
SSC21456,5,16,0,0,0,4,0,0,0,0,0,4,0,0,3,8,3,8,3,12,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,15,34
SSC21457,12,22,0,8,0,4,0,5,4,15,6,32,0,4,3,8,0,0,3,11,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,66
SSC21458,2009,3987,55,312,244,1123,79,366,1524,5941,1903,7742,231,943,231,808,692,2257,1153,4013,3053,11755,14,69,76,241,40,127,376,981,498,1413,67,206,119,268,403,868,588,1346,1085,2756,92,195,6244,18701
SSC21459,104,216,0,3,27,138,8,24,74,294,105,463,16,83,22,78,50,166,95,332,203,792,0,0,5,8,0,0,13,30,15,40,0,3,0,9,8,24,13,35,29,73,6,11,339,1082
SSC21460,1490,2954,35,179,193,880,50,223,1137,4423,1412,5700,126,525,180,601,375,1189,679,2321,2091,8018,9,43,56,192,24,89,239,646,325,970,43,132,58,134,214,470,310,729,641,1697,47,107,4274,12783
SSC21461,15,27,0,0,3,11,0,12,7,29,12,49,0,0,0,4,5,9,6,15,14,64,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,4,5,4,8,6,0,0,35,97
SSC21462,25,57,0,0,0,0,0,0,17,77,17,77,0,0,0,0,4,9,6,15,26,96,0,0,0,0,0,0,3,13,3,13,0,0,0,0,3,5,3,5,7,23,0,0,59,166
SSC21463,12,22,0,0,0,5,0,0,6,38,7,40,0,0,0,0,3,3,3,8,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,24,72
SSC21464,219,423,11,56,32,146,12,70,150,580,208,852,20,80,20,76,71,217,107,369,319,1221,3,9,7,28,3,7,41,109,52,153,6,15,5,14,38,86,53,114,105,268,4,9,642,1919
SSC21465,23,44,0,0,3,20,0,0,13,49,17,67,0,8,0,0,7,29,12,34,26,102,0,0,0,0,0,0,6,11,6,11,0,0,0,0,3,7,3,7,6,19,0,0,58,164
SSC21466,10,29,0,5,0,3,0,0,3,15,8,26,0,0,0,0,0,3,0,3,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,20,55
SSC21467,377,788,5,31,36,175,8,36,312,1165,359,1413,25,133,33,114,77,264,137,504,496,1912,0,10,13,62,12,44,70,194,98,311,11,42,16,31,129,305,160,377,258,685,52,108,1182,3504
SSC21468,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,5,3,5,3,8,0,0,7,12
SSC21469,0,3,0,0,3,11,0,0,0,0,3,11,0,0,0,0,0,4,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19
SSC21470,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,11,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,7,16
SSC21471,3,3,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14
SSC21472,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,6,13
SSC21473,47,101,3,9,3,26,0,7,25,107,31,143,3,10,0,3,7,22,7,28,39,171,0,0,0,3,0,0,11,22,12,28,0,5,0,4,8,10,6,20,13,47,0,3,113,318
SSC21474,6,15,0,0,0,7,0,0,3,6,0,13,0,3,0,0,3,3,3,8,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,16,38
SSC21475,11,13,0,9,4,20,0,7,9,33,14,65,0,0,7,14,0,11,4,25,24,89,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,3,0,3,0,7,0,0,33,108
SSC21476,9,20,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,7,0,7,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,12,38
SSC21477,82,162,3,12,14,51,3,9,24,96,37,163,0,4,5,13,9,35,19,49,55,213,0,0,7,23,0,3,4,14,12,42,0,0,3,8,4,11,9,11,15,51,0,0,154,427
SSC21478,29,49,0,3,4,19,0,0,8,41,13,69,0,7,3,8,15,39,17,52,32,116,0,0,0,4,0,0,3,13,3,12,0,0,0,0,3,7,3,4,9,22,3,9,65,193
SSC21479,72,137,4,17,11,65,3,7,88,360,109,448,3,11,10,23,12,39,22,72,133,526,0,0,0,0,0,0,14,40,18,41,0,0,0,3,3,9,3,16,23,56,0,0,221,724
SSC21480,4,9,0,0,0,0,0,0,4,15,4,15,0,0,0,0,0,4,0,4,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,3,7,28
SSC21481,637,1263,4,36,68,309,18,75,342,1399,429,1815,23,97,42,135,75,229,141,459,568,2270,3,16,11,42,9,25,103,278,126,353,3,10,39,81,62,120,102,212,229,570,12,28,1455,4138
SSC21482,17,42,0,0,0,11,0,0,6,30,13,40,0,0,5,9,4,6,5,20,16,63,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,4,4,9,0,0,39,114
SSC21483,69,139,3,17,12,50,4,11,42,191,60,260,8,30,6,26,11,42,30,96,87,360,0,0,0,6,0,0,6,12,3,18,0,0,0,3,9,9,8,16,14,32,0,3,167,529
SSC21484,1386,2745,24,118,148,692,30,134,902,3459,1098,4404,77,328,137,474,268,839,489,1646,1591,6045,7,40,41,163,21,62,218,604,290,870,25,71,72,160,163,351,257,579,547,1446,32,66,3547,10309
SSC21485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21486,6,5,0,0,0,0,0,0,4,24,4,24,0,0,3,6,5,9,7,17,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,48
SSC21487,95,186,8,45,23,97,3,20,60,248,95,415,7,26,6,28,37,106,55,160,147,579,0,0,3,11,0,8,15,44,23,66,0,0,8,15,10,16,11,29,33,93,3,7,280,863
SSC21488,34,60,0,0,0,6,3,5,12,54,17,70,0,4,0,6,3,9,3,18,18,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,3,9,3,3,63,160
SSC21489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21490,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21491,13,28,0,0,0,5,0,5,0,14,8,22,0,7,4,7,0,6,7,16,7,36,0,0,0,0,0,0,3,3,3,3,0,0,0,3,0,0,0,3,4,8,0,0,25,70
SSC21492,4,10,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,12,20
SSC21493,12,26,0,8,0,3,0,4,10,44,13,57,0,0,0,0,0,5,0,5,10,62,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,25,88
SSC21494,9,17,0,0,0,0,0,0,7,24,7,24,0,4,0,0,0,6,3,7,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50
SSC21495,1621,3244,39,213,210,991,58,230,1041,4082,1348,5513,161,661,161,561,446,1432,769,2650,2117,8169,6,38,57,180,20,66,254,687,336,973,48,149,96,213,265,568,408,931,746,1905,56,119,4541,13441
SSC21496,10,27,0,6,0,0,0,6,4,11,9,29,0,4,0,0,0,0,4,4,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,61
SSC21497,32,56,0,0,0,0,0,0,10,42,10,42,0,3,0,0,0,4,3,10,8,46,0,3,0,0,0,0,0,8,3,13,0,0,0,0,3,3,3,3,4,12,0,0,43,123
SSC21498,13,23,0,0,0,3,0,0,11,33,11,38,0,0,3,5,0,0,3,5,9,45,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,24,71
SSC21499,26,41,0,0,3,12,0,0,4,5,5,18,0,0,0,3,3,14,3,13,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,76
SSC21500,64,128,0,0,4,13,0,5,21,101,29,121,0,0,3,10,17,45,18,54,46,180,0,0,0,5,0,0,4,9,6,14,0,4,0,5,0,0,3,5,9,25,0,3,123,336
SSC21501,56,100,0,9,3,22,3,23,24,95,36,151,3,5,4,6,14,36,17,49,47,199,0,0,4,5,0,0,10,22,10,27,0,0,0,4,6,14,8,16,19,45,0,0,124,351
SSC21502,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC21503,4,10,0,0,0,6,0,0,5,16,7,24,0,0,0,5,0,0,0,5,4,22,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,11,37
SSC21504,3,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
SSC21505,87,180,0,6,5,22,3,5,23,91,28,124,0,5,4,16,11,25,15,47,50,173,0,5,0,0,0,0,13,29,16,34,0,4,6,10,11,17,11,28,27,61,4,9,171,428
SSC21506,0,0,0,0,3,10,0,0,3,13,3,22,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,0,0,5,32
SSC21507,61,117,3,12,3,6,0,0,23,75,21,100,0,0,3,9,8,23,9,35,36,134,0,0,0,0,0,0,4,12,4,12,0,0,0,0,6,7,6,7,9,25,0,0,103,273
SSC21508,8,13,0,0,0,11,0,0,0,4,5,17,0,0,3,10,0,6,3,14,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,44
SSC21509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC21510,5,16,0,0,0,3,0,0,3,8,4,14,0,3,0,0,0,0,0,3,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35
SSC21511,120,242,3,21,11,58,5,14,76,305,97,400,14,69,17,67,38,129,78,262,169,667,0,0,3,16,0,6,19,57,25,79,4,8,3,9,16,35,22,56,51,127,0,0,342,1042
SSC21512,7,16,0,0,0,5,0,0,0,3,0,9,0,0,0,0,0,4,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28
SSC21513,10,11,0,0,0,3,0,0,0,8,3,11,0,0,0,0,0,3,0,3,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32
SSC21514,108,217,0,0,3,18,0,6,42,160,48,186,3,18,7,11,9,37,20,64,68,249,0,0,0,6,0,0,9,16,5,25,0,0,4,3,6,20,13,21,16,44,0,0,198,510
SSC21515,139,274,0,9,3,16,4,16,15,48,21,87,0,0,0,0,4,15,4,15,24,99,0,3,3,21,0,4,9,19,17,42,0,0,0,4,7,15,11,22,21,62,3,3,190,440
SSC21516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21517,110,216,3,9,10,60,3,21,34,150,57,240,5,21,5,15,18,58,30,95,82,335,0,0,5,7,3,7,17,46,19,62,0,4,0,5,11,27,18,35,36,101,0,3,226,647
SSC21518,19,29,0,0,0,3,0,0,3,18,4,22,0,0,3,5,3,13,5,17,16,39,0,0,0,3,0,3,0,3,0,8,0,0,0,0,0,3,0,3,7,12,0,0,35,85
SSC21519,90,172,0,7,10,48,5,13,43,175,56,244,3,12,13,55,31,87,53,158,112,408,0,5,0,6,4,15,8,22,13,46,0,3,4,8,10,27,18,31,26,79,0,4,221,653
SSC21520,109,219,6,21,18,79,4,20,76,318,104,435,8,27,10,43,14,50,32,125,134,561,0,0,3,12,0,4,7,19,11,33,0,4,3,3,11,14,12,20,21,59,4,3,270,841
SSC21521,7,5,0,0,3,12,0,0,0,3,3,13,0,3,0,0,0,0,0,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22
SSC21522,9,20,0,0,0,4,0,0,3,17,5,18,0,0,0,0,3,4,3,4,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,47
SSC21523,21,40,0,0,0,7,0,0,6,22,11,31,0,3,0,0,5,15,4,21,13,47,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,4,4,5,10,0,0,42,101
SSC21524,37,70,0,7,7,40,0,5,25,99,33,143,0,3,0,11,18,60,19,78,54,220,0,0,0,3,0,0,3,15,5,16,0,0,0,5,8,12,4,15,13,34,0,0,101,327
