SSC_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SSC22525,52,1276,434,0,1136,0.8,1083,2.5
SSC22526,0,0,0,0,0,0,0,0
SSC22527,52,691,687,133,1541,0.7,1125,2.4
SSC22528,46,1300,608,0,1292,0.8,1125,2.4
SSC22529,0,0,0,0,0,0,0,0
SSC22530,35,1419,651,210,1838,0.8,1609,2.7
SSC22531,53,1042,482,170,1183,0.7,776,2
SSC22532,54,1402,519,200,1281,0.6,1025,2.1
SSC22533,37,1820,685,265,1801,0.8,1536,2.8
SSC22534,45,2500,1217,431,3339,0.9,2311,2.2
SSC22535,42,1571,497,164,1341,0.9,1194,2.7
SSC22536,0,0,0,0,0,0,0,0
SSC22537,44,1517,526,300,1231,0.7,1023,2.4
SSC22538,39,2000,764,410,2022,0.8,1757,2.7
SSC22539,60,0,612,0,1124,0.7,966,2.3
SSC22540,46,1454,667,167,1413,0.7,1269,2.5
SSC22541,41,2300,474,0,1399,1.2,1875,3.7
SSC22542,60,0,450,0,1187,0.7,1125,2
SSC22543,52,0,1024,0,0,0,0,0
SSC22544,22,0,0,0,0,0,0,0
SSC22545,41,0,474,0,1125,1.1,1042,2.3
SSC22546,43,0,949,0,0,0,0,0
SSC22547,47,0,941,0,0,0.5,0,2
SSC22548,0,0,0,0,0,0,0,0
SSC22549,49,1570,637,270,1437,0.8,1062,2.8
SSC22550,58,988,489,120,1312,0.6,1145,2.4
SSC22551,44,0,491,0,1125,0.6,1062,2
SSC22552,41,1387,608,255,1531,0.7,1242,2.4
SSC22553,39,1465,661,175,1678,0.8,1468,3
SSC22554,48,1318,709,266,1792,0.7,1553,2.5
SSC22555,44,1394,404,35,900,0.7,880,2.7
SSC22556,38,1300,634,240,1618,0.8,1259,2.4
SSC22557,41,1733,794,355,2235,0.8,2067,2.9
SSC22558,37,1733,788,370,2260,0.8,2134,3.2
SSC22559,29,1812,751,381,1746,1,1452,2.1
SSC22560,46,1153,579,0,1625,0.8,1281,2.4
SSC22561,51,2100,472,100,1562,0.6,1550,2.2
SSC22562,50,0,433,0,1124,0.6,725,1.7
SSC22563,44,1755,1017,390,2583,0.8,2187,2.1
SSC22564,55,1340,552,275,1375,0.7,1047,2.2
SSC22565,50,1571,581,175,2042,0.7,1291,2.4
SSC22566,37,1083,468,150,1166,1,1031,2.9
SSC22567,32,975,488,165,1416,1,1375,2.9
SSC22568,45,1150,687,0,1812,1,1625,2.1
SSC22569,29,1811,739,335,1674,0.9,1706,3.3
SSC22570,68,0,383,0,0,0,0,1
SSC22571,47,2167,701,200,1857,0.8,1728,2.7
SSC22572,0,0,0,0,0,0,0,0
SSC22573,38,1550,624,320,1439,0.8,1192,2.3
SSC22574,52,975,471,150,1062,0.7,787,2.2
SSC22575,0,0,0,0,0,0,0,0
SSC22576,56,0,450,0,1125,0.8,575,2.3
SSC22577,0,0,0,0,0,0,0,0
SSC22578,44,0,425,0,1312,1,725,2
SSC22579,60,0,262,0,474,0.5,225,2
SSC22580,46,1300,510,0,1687,0.9,1312,3.1
SSC22581,41,1571,686,320,1721,0.8,1523,2.7
SSC22582,32,0,0,0,0,0,0,0
SSC22583,42,1673,728,270,1937,0.8,1708,2.6
SSC22584,41,1529,750,340,1781,0.8,1559,2.6
SSC22585,44,1500,620,285,1575,0.8,1382,2.8
SSC22586,47,1625,592,220,1875,0.8,1550,2.6
SSC22587,38,1300,515,103,1312,0.9,1149,2.7
SSC22588,40,1300,594,0,1483,0.8,1420,3.1
SSC22589,48,1517,680,13,2031,0.7,1562,2.5
SSC22590,36,0,933,105,1999,1,1375,2.1
SSC22591,47,0,462,0,0,1,1449,2
SSC22592,58,0,449,0,1524,1,774,0
SSC22593,51,0,200,0,649,0.6,399,2.3
SSC22594,49,1365,612,0,1791,0.7,1374,2.2
SSC22595,51,650,507,155,1050,0.7,788,2.2
SSC22596,53,0,350,0,0,0,0,0
SSC22597,54,0,450,0,0,0,0,0
SSC22598,41,1083,462,150,1093,0.8,1030,2.7
SSC22599,48,651,575,65,1542,0.7,1111,2.2
SSC22600,55,1584,850,0,1874,0.7,1624,2.2
SSC22601,41,1675,697,311,1900,0.8,1628,2.6
SSC22602,45,1044,606,0,1333,0.7,1145,2.2
SSC22603,49,1800,511,0,1375,0.6,966,2.2
SSC22604,46,2000,620,0,1724,0.8,1387,2.6
SSC22605,44,1584,424,0,962,0.6,899,2.2
SSC22606,57,0,724,0,2750,0.7,1187,1.4
SSC22607,40,1690,744,346,2028,0.8,1773,2.7
SSC22608,52,1073,602,38,1375,0.7,1231,2.1
SSC22609,48,0,589,0,1292,0.7,1062,2.6
SSC22610,45,1230,746,0,1562,1.2,1562,2.8
SSC22611,46,1445,560,0,1513,0.7,1375,2.6
SSC22612,54,1420,558,250,1277,0.7,1074,2.3
SSC22613,58,1000,443,218,821,0.6,677,1.8
SSC22614,40,2000,686,375,1951,0.8,1664,2.7
SSC22615,45,2000,590,441,1828,0.8,1665,2.9
SSC22616,54,0,574,101,1125,0.7,1062,2
SSC22617,61,1192,368,0,725,0.7,706,1.9
SSC22618,49,0,424,0,1125,0.8,1062,2
SSC22619,42,0,474,125,1333,0.7,1174,2
SSC22620,42,2000,684,400,1979,0.8,1746,2.8
SSC22621,46,986,619,0,1406,0.7,1156,2.3
SSC22622,55,1083,468,200,1078,0.7,819,2
SSC22623,41,0,474,0,1625,0.6,612,2.3
SSC22624,49,0,599,0,1375,0.5,1312,1.6
SSC22625,59,0,389,0,724,0.7,435,1.2
SSC22626,37,1083,623,86,1348,0.8,1225,2.8
SSC22627,51,1084,412,0,1062,1.3,1083,1.5
SSC22628,49,0,1062,0,0,0,0,0
SSC22629,0,0,0,0,0,0,0,0
SSC22630,61,0,471,0,1374,0.7,1174,2.4
SSC22631,44,1357,564,195,1432,0.8,1142,2.4
SSC22632,54,1203,550,0,1406,0.6,1281,2
SSC22633,37,1929,850,0,1375,0.9,1166,2.3
SSC22634,52,1300,430,55,784,0.7,743,1.9
SSC22635,32,0,725,0,1875,1.2,1874,3.3
SSC22636,55,0,483,0,1062,0.5,974,2
SSC22637,46,1733,761,315,2106,0.7,1984,2.8
SSC22638,57,0,575,0,1187,0.8,725,1.8
SSC22639,0,0,0,0,0,0,0,0
SSC22640,49,1669,537,0,933,0.5,774,2.1
SSC22641,51,0,1012,0,0,0,0,0
SSC22642,0,0,0,0,0,0,0,0
SSC22643,41,1733,687,249,1937,0.7,1728,2.5
SSC22644,41,1114,702,0,1416,0.7,1156,2.8
SSC22645,69,0,725,0,0,0.5,0,2
SSC22646,33,0,687,0,1437,0,1437,0
SSC22647,60,0,1291,0,2249,0.6,1375,2
SSC22648,33,1733,710,320,1727,0.8,1592,2.9
SSC22649,37,0,537,110,1499,0.5,900,2.4
SSC22650,47,2000,673,315,2020,0.8,1756,2.9
SSC22651,49,0,700,0,1375,0.8,1312,2.4
SSC22652,53,1406,507,190,1375,0.7,1089,2.6
SSC22653,43,1268,669,65,1291,0.7,1196,2.4
SSC22654,50,575,475,125,972,0.7,915,2.3
SSC22655,61,520,483,127,1107,0.7,790,1.7
SSC22656,42,1950,747,330,2308,0.8,2066,2.9
SSC22657,36,1000,695,125,1625,0.5,1531,2.4
SSC22658,46,1300,606,226,1375,0.8,1095,2.4
SSC22659,44,2007,703,301,1765,0.8,1642,2.9
SSC22660,37,1733,671,340,1752,0.8,1581,2.9
SSC22661,48,0,450,0,1062,0.7,849,2.3
SSC22662,49,975,664,0,1437,0.7,1199,2.4
SSC22663,40,1800,693,250,1908,0.8,1745,3
SSC22664,0,0,0,0,0,0,0,0
SSC22665,49,1733,674,153,1774,0.7,1375,2.4
SSC22666,66,0,366,0,0,0,900,1
SSC22667,44,1300,580,220,1335,0.7,1009,2.2
SSC22668,49,1517,633,150,1580,0.7,1375,2.5
SSC22669,28,0,0,0,0,0,0,0
SSC22670,35,1517,601,90,1674,1,1525,3.3
SSC22671,50,1300,608,0,1281,0.7,1125,2.4
SSC22672,42,1800,637,380,1794,0.8,1576,2.8
SSC22673,42,1900,624,391,1889,0.8,1624,2.8
SSC22674,53,1300,525,93,1562,0.8,1197,2.3
SSC22675,50,1322,478,0,1875,0.6,900,2.6
SSC22676,48,1296,508,263,1205,0.8,889,2.2
SSC22677,58,600,414,0,866,0.6,762,2.2
SSC22678,38,2600,474,0,1437,0.7,1343,2.9
SSC22679,41,0,350,0,1375,0,1375,0
SSC22680,41,1733,718,0,1687,0.9,1649,3
SSC22681,45,0,899,0,0,0,0,0
SSC22682,44,1517,637,285,1559,0.8,1276,2.2
SSC22683,41,0,824,0,1874,0.6,1624,2.6
SSC22684,50,758,504,150,1194,0.7,870,2.1
SSC22685,42,1436,594,255,1515,0.7,1193,2.4
SSC22686,47,2319,725,235,1916,0.7,1583,2.9
SSC22687,66,0,487,0,1062,0.6,850,1.5
SSC22688,47,715,671,0,1562,0.6,959,2.1
SSC22689,43,2167,782,381,2470,0.8,2230,3.1
SSC22690,42,2167,880,500,2937,0.9,2750,3.3
SSC22691,38,2000,805,360,2513,0.9,2376,3.2
SSC22692,43,0,449,0,2250,0,2250,4
SSC22693,56,1387,545,245,1187,0.6,1187,2.1
SSC22694,41,1500,613,215,1684,0.9,1531,2.9
SSC22695,69,0,524,0,1312,0.7,966,1.4
SSC22696,43,1300,476,125,1218,0.9,1116,2.5
SSC22697,41,1408,609,250,1482,0.8,1145,2.3
SSC22698,53,0,574,0,3374,0.5,1899,3
SSC22699,43,2009,725,190,1333,0.6,1228,2.5
SSC22700,56,1375,443,0,1125,0.9,850,2
SSC22701,54,439,414,0,1041,0.7,604,2.4
SSC22702,49,0,687,0,1875,0,1749,2
SSC22703,43,500,350,0,1062,0.7,1093,2.4
SSC22704,39,1241,706,250,1593,0.7,1266,2.4
SSC22705,61,0,575,0,0,0,1375,2
SSC22706,43,992,453,200,1062,0.8,900,2.5
SSC22707,36,2367,818,580,2399,0.9,2418,3.5
SSC22708,38,1733,704,331,1876,0.8,1448,2.4
SSC22709,40,1950,680,356,1918,0.8,1694,2.8
SSC22710,43,1700,612,0,4249,0.8,3749,3
SSC22711,44,2150,629,286,1775,1,1437,2.8
SSC22712,0,0,0,0,0,0,0,0
SSC22713,52,1000,702,110,1437,0.7,1166,2.1
SSC22714,42,1738,639,350,1996,0.8,1927,3.1
SSC22715,43,0,433,0,0,0,899,0
SSC22716,48,1083,563,205,1312,0.7,1097,2.3
SSC22717,25,1733,520,390,2058,0.9,1902,3.1
SSC22718,19,0,350,0,1625,1,1625,0
SSC22719,51,1683,612,0,1812,0.6,1468,2.7
SSC22720,56,767,432,130,871,0.7,676,1.9
SSC22721,47,0,466,0,1124,1,1124,3
SSC22722,47,0,875,38,1687,0.7,1093,1.6
SSC22723,40,0,833,0,0,0,0,0
SSC22724,45,1000,483,0,1124,0.6,849,2.5
SSC22725,49,1733,587,115,1292,0.7,1125,2.4
SSC22726,57,0,474,0,900,1,900,2.8
SSC22727,48,1733,643,200,1562,0.7,1375,2.5
SSC22728,49,1138,505,243,1275,0.7,1208,2.5
SSC22729,51,1185,464,180,1109,0.6,821,2
SSC22730,38,0,762,140,1645,0.6,1218,2.2
SSC22731,42,1083,474,210,1065,0.7,822,2.1
SSC22732,40,1767,558,0,1875,0.8,1624,3.1
SSC22733,0,0,0,0,0,0,0,0
SSC22734,45,0,612,0,1624,0.8,1624,2.5
SSC22735,53,1083,474,0,1083,0.6,900,2
SSC22736,36,1450,592,277,1502,0.8,1304,2.7
SSC22737,46,2000,607,310,1449,0.8,1203,2.4
SSC22738,52,281,421,60,900,0.8,850,2
SSC22739,39,1602,581,283,1529,0.9,1284,2.8
SSC22740,42,1060,525,240,1178,0.7,1052,2.3
SSC22741,44,1538,485,170,1208,0.9,1083,2.5
SSC22742,34,1950,694,301,1843,1,1449,2.5
SSC22743,30,2006,852,450,2246,1.1,1766,2.2
SSC22744,36,1400,667,250,1548,0.8,1306,2.5
SSC22745,46,1600,621,100,1812,0.7,1208,2.4
SSC22746,30,1950,284,0,1375,0.6,474,3.3
SSC22747,39,1600,614,325,1595,0.8,1367,2.6
SSC22748,50,2117,630,0,1062,0.5,850,2.1
SSC22749,58,1475,617,225,1375,0.6,1140,2
SSC22750,44,1580,609,0,1625,0.8,1528,2.7
SSC22751,48,1515,459,210,1111,0.9,987,2.3
SSC22752,46,2000,624,420,1886,0.8,1670,2.8
SSC22753,52,0,474,0,0,0,0,0
SSC22754,39,0,433,0,1562,0.8,1125,4
SSC22755,37,1300,573,250,1357,0.8,1105,2.4
SSC22756,48,1733,570,150,1515,0.7,1319,2.5
SSC22757,37,0,519,0,1125,1,1062,3.5
SSC22758,49,933,626,140,1375,0.7,900,2.3
SSC22759,59,0,700,0,1437,0.8,1375,2
SSC22760,43,1083,467,215,1053,0.8,795,2.2
SSC22761,39,1733,626,300,1714,0.8,1380,2.7
SSC22762,57,0,866,0,1999,0,1875,2
SSC22763,49,1509,572,185,1208,0.7,1029,2.4
SSC22764,49,1300,583,220,1156,0.8,1218,2.3
SSC22765,35,1452,850,0,2125,1,1874,2.8
SSC22766,63,0,488,0,1124,0.8,687,1.9
SSC22767,50,0,606,0,1321,0.7,1166,2.2
SSC22768,44,1213,514,100,1224,0.8,1142,2.6
SSC22769,37,1498,525,0,1375,0.6,1125,2.6
SSC22770,40,2500,609,300,1406,0.8,1281,2.7
SSC22771,45,422,519,0,1089,0.6,1018,2.8
SSC22772,45,0,575,0,774,0.6,850,1.5
SSC22773,39,1192,715,0,1292,0.6,1312,2.2
SSC22774,52,542,517,50,1024,0.6,860,2.2
SSC22775,38,0,1041,0,2125,1,2124,2.6
SSC22776,66,0,350,0,0,0,949,2
SSC22777,31,2167,878,390,2179,0.8,2220,3.3
SSC22778,42,2346,899,386,2654,0.9,2077,2.6
SSC22779,42,1915,765,300,2283,0.9,1451,2.3
SSC22780,42,1300,618,195,1765,0.8,1339,2.6
SSC22781,49,1717,738,0,1924,0.7,1625,2.4
SSC22782,56,0,466,0,0,0,1324,2
SSC22783,41,1354,807,0,1625,0.8,1375,2.5
SSC22784,42,1454,547,110,2041,0.8,1187,2.6
SSC22785,39,1224,732,0,1625,0.7,1375,2.9
SSC22786,39,0,1375,120,0,0,2249,0
SSC22787,45,1367,586,260,1187,0.7,926,2.5
SSC22788,47,1300,505,231,1227,0.8,1033,2.3
SSC22789,43,1459,512,300,1424,0.8,1395,2.8
SSC22790,41,1300,656,0,1875,0.8,1399,2.5
SSC22791,33,2090,997,390,2403,1,1755,1.9
SSC22792,0,0,0,0,0,0,0,0
SSC22793,48,0,725,146,1375,0.6,1333,2
SSC22794,45,0,374,0,725,0.6,675,1.6
SSC22795,59,0,749,0,0,0,0,0
SSC22796,33,0,350,0,725,0,725,2
SSC22797,47,0,725,0,2249,0.4,1125,1.5
SSC22798,47,300,487,25,1062,0.8,959,2.6
SSC22799,39,1529,673,220,1571,0.8,1424,2.7
SSC22800,50,1300,575,0,1458,0.6,1375,2.5
SSC22801,52,0,0,0,0,0,0,0
SSC22802,56,0,725,0,0,0,0,3
SSC22803,46,1300,474,195,1125,0.8,866,2.6
SSC22804,37,1350,628,249,1436,0.8,1140,2.3
SSC22805,30,2000,708,346,1607,0.9,1612,3.2
SSC22806,54,0,487,0,1542,0.8,1531,2.3
SSC22807,58,0,562,0,1083,0.5,933,2
SSC22808,48,1378,551,88,1199,0.8,1125,2.5
SSC22809,56,1600,556,0,1374,0.7,1062,2.1
SSC22810,43,2000,786,350,2555,0.8,2452,3.2
SSC22811,60,0,612,0,1208,0.5,1031,1.7
SSC22812,0,0,0,0,0,0,0,0
SSC22813,0,0,0,0,0,0,0,0
SSC22814,52,1171,466,220,1092,0.7,758,2
SSC22815,48,1000,522,280,959,0.6,1083,1.9
SSC22816,46,1582,450,0,1499,0.7,1062,2
SSC22817,46,963,468,160,1083,0.6,933,2.1
SSC22818,43,1733,726,320,2015,0.8,1686,2.7
SSC22819,41,1733,749,200,2049,0.9,1949,2.9
SSC22820,52,1398,575,0,1562,0.7,1042,1.9
SSC22821,35,1625,782,204,2018,0.9,1803,3.4
SSC22822,40,1084,662,0,1958,0.7,1874,2.4
SSC22823,52,0,1075,0,1625,0.6,1375,2.3
SSC22824,48,1925,567,193,1375,0.8,900,2
SSC22825,66,0,454,0,850,1,849,1.9
SSC22826,50,1083,533,173,1350,0.7,1034,2.3
SSC22827,59,1359,462,150,1292,0.6,933,2.1
SSC22828,51,2167,743,289,2250,0.9,1666,2.6
SSC22829,33,0,850,0,1875,1.2,1687,2.3
SSC22830,40,0,491,0,1375,0.6,1124,2.5
SSC22831,47,1387,561,200,1366,0.7,1169,2.6
SSC22832,50,0,425,0,850,1,725,2.2
SSC22833,51,1950,479,125,1156,0.8,1057,2.5
SSC22834,50,0,549,0,0,0,0,0
SSC22835,0,0,0,0,0,0,0,0
SSC22836,45,1097,616,180,1552,0.8,1437,2.6
SSC22837,58,455,455,80,1013,0.6,789,1.9
SSC22838,48,1509,553,279,1666,0.8,1375,2.7
SSC22839,36,693,556,30,1062,0.8,1149,2.2
SSC22840,62,1100,458,0,1312,0.7,769,1.8
SSC22841,44,1840,624,135,1541,0.8,1437,2.6
SSC22842,36,1500,633,300,1420,0.8,1261,2.7
SSC22843,42,1300,562,140,1386,0.8,1279,2.6
SSC22844,44,1042,672,0,1625,1.1,1333,2.5
SSC22845,42,867,545,210,1145,0.9,1066,2.7
SSC22846,47,563,581,0,1517,0.6,1062,2.5
SSC22847,60,0,725,0,1375,0.6,1312,2
SSC22848,58,0,450,0,1124,0,1124,0
SSC22849,26,0,575,0,2125,1,1208,2.3
SSC22850,0,0,0,0,0,0,0,0
SSC22851,0,0,0,0,0,0,0,0
SSC22852,0,0,0,0,0,0,0,0
SSC22853,0,0,0,0,0,0,0,0
SSC22854,40,1422,584,0,1687,0.9,1312,3
SSC22855,55,0,762,0,0,0,0,0
SSC22856,65,0,900,0,0,0,0,0
SSC22857,0,0,0,0,0,0,0,0
SSC22858,44,1044,535,210,1364,0.8,1052,2.2
SSC22859,47,1650,712,0,1452,0.8,1388,3
SSC22860,39,1733,639,180,1784,0.8,1389,2.7
SSC22861,47,1408,600,225,1449,0.8,1183,2.4
SSC22862,55,650,452,120,972,0.6,785,2
SSC22863,53,0,474,0,0,0,0,0
SSC22864,55,975,391,0,1062,0,899,3
SSC22865,32,0,0,0,0,0,0,0
SSC22866,50,1409,743,260,1437,0.4,774,1.3
SSC22867,47,1460,545,0,1875,0.5,824,2.1
SSC22868,31,1600,693,301,1604,0.9,1511,3
SSC22869,44,1733,571,135,1424,0.8,1271,2.5
SSC22870,35,1120,687,50,2125,1,2083,2.9
SSC22871,43,650,468,0,1562,0.7,780,2.3
SSC22872,44,970,444,155,1281,0.6,1274,2.4
SSC22873,47,3077,575,0,874,0.7,1499,2.2
SSC22874,48,1560,672,270,1718,0.8,1395,2.5
SSC22875,42,1430,556,135,1350,0.8,1107,2.7
SSC22876,49,0,1125,0,3749,0.5,2250,2
SSC22877,35,1950,817,320,2079,0.8,1871,2.9
SSC22878,49,975,612,223,1843,0.8,1774,2.6
SSC22879,43,953,485,200,1246,0.8,1024,2.4
SSC22880,0,0,0,0,0,0,0,0
SSC22881,44,1083,433,150,1075,0.8,900,2.4
SSC22882,34,1560,567,190,1550,0.9,1458,2.9
SSC22883,47,1950,606,200,1649,0.7,1312,2.7
SSC22884,39,1384,619,0,1125,0.7,774,2.2
SSC22885,47,1096,653,150,1444,0.7,1166,2.2
SSC22886,43,0,575,0,1375,0.6,1312,2.3
SSC22887,52,856,492,81,1339,0.8,959,2.1
SSC22888,46,1712,537,0,1374,0.6,725,1.5
SSC22889,42,1300,747,95,2150,0.7,1812,2.4
SSC22890,0,0,0,0,0,0,0,0
SSC22891,42,1733,745,153,1718,0.8,1562,2.7
SSC22892,43,1300,506,160,1275,0.9,1068,2.3
SSC22893,54,1430,526,195,1312,0.7,1089,2.5
SSC22894,40,1867,687,0,1156,0.8,1125,3.1
SSC22895,38,1950,720,316,1804,0.8,1555,2.7
SSC22896,44,1517,505,270,1407,0.8,1053,2.4
SSC22897,45,0,924,0,0,0,1149,2
SSC22898,43,1339,595,265,1446,0.8,1160,2.4
SSC22899,56,1196,766,0,1875,0.7,1625,2.3
SSC22900,50,1083,475,183,1119,0.7,825,2.1
SSC22901,43,2200,730,385,2345,0.8,2147,3.2
SSC22902,36,2167,924,400,2516,0.9,2047,2.5
SSC22903,54,650,675,0,1624,0.7,1542,2.5
SSC22904,50,1343,515,240,1233,0.7,962,2.3
SSC22905,30,0,1062,0,0,0,0,0
SSC22906,43,1404,530,195,1388,0.8,1283,2.8
SSC22907,37,0,474,0,1125,0.7,966,2.3
SSC22908,0,0,0,0,0,0,0,0
SSC22909,52,1300,511,250,1205,0.7,920,2.2
SSC22910,45,1733,666,290,1787,0.8,1681,2.8
SSC22911,40,1207,533,160,1361,0.9,1226,2.8
SSC22912,40,1474,703,165,1937,0.8,1562,2.7
SSC22913,38,1400,741,0,1916,0.9,1792,2.9
SSC22914,44,1300,778,250,1437,0.8,1312,2.7
SSC22915,45,2167,643,15,1781,0.7,1781,3
SSC22916,61,0,412,0,724,0.6,724,2
SSC22917,52,0,687,0,2124,0.5,1375,2
SSC22918,45,1734,494,0,933,0.8,933,2.6
SSC22919,40,1300,585,220,1444,0.8,1231,2.5
SSC22920,45,1515,672,235,1875,0.7,1616,2.7
SSC22921,0,0,0,0,0,0,0,0
SSC22922,40,983,537,0,1375,0.9,1208,3
SSC22923,42,0,575,0,2124,0.8,1687,2.3
SSC22924,45,1411,850,0,1791,0.7,1542,2.3
SSC22925,51,975,850,0,1958,0.6,1542,1.7
SSC22926,53,1767,491,219,1375,0.8,1406,2.7
SSC22927,58,0,518,0,1125,1,900,1.6
SSC22928,45,1375,588,230,1792,0.8,1357,2.5
SSC22929,0,0,0,0,0,0,0,0
SSC29494,34,0,398,0,0,0,0,0
SSC29797,49,0,3000,0,0,0,0,0
