SSC_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC22622,71,53,44,48,27,20,19,34,3,320
SSC22623,14,0,0,0,0,0,0,0,0,18
SSC22624,7,0,0,0,0,0,0,4,0,17
SSC22625,10,5,0,0,0,0,0,0,0,15
SSC22626,66,14,23,15,16,19,16,29,3,211
SSC22627,0,4,0,0,0,0,0,3,0,7
SSC22628,5,0,0,0,0,0,0,0,0,3
SSC22629,0,0,0,0,0,0,0,0,0,0
SSC22630,13,0,0,0,0,0,0,3,0,26
SSC22631,68,52,76,42,51,39,40,102,4,481
SSC22632,21,4,0,0,0,3,4,14,0,46
SSC22633,7,5,3,0,0,0,3,0,0,16
SSC22634,12,5,3,3,3,3,0,5,0,27
SSC22635,9,0,0,0,3,0,0,3,0,19
SSC22636,6,3,3,3,0,0,0,0,0,16
SSC22637,64,75,34,26,57,31,16,26,4,331
SSC22638,5,3,0,4,0,0,0,0,0,9
SSC22639,0,0,0,0,0,0,0,0,0,0
SSC22640,10,9,5,3,0,0,0,6,0,34
SSC22641,3,0,0,0,0,0,0,0,0,5
SSC22642,0,0,0,0,0,0,0,0,0,0
SSC22643,17,6,15,7,23,3,13,11,0,105
SSC22644,18,4,3,6,8,0,13,3,0,57
SSC22645,0,0,0,0,0,0,0,0,0,3
SSC22646,3,0,0,0,0,0,0,0,0,6
SSC22647,6,0,0,0,0,0,0,3,0,10
SSC22648,514,624,970,561,821,534,567,504,92,5187
SSC22649,11,4,0,0,0,0,0,3,0,19
SSC22650,103,146,103,65,83,41,22,30,11,605
SSC22651,16,0,0,0,0,0,0,0,0,21
SSC22652,13,18,17,9,12,11,4,16,7,112
SSC22653,30,6,3,0,5,8,6,24,7,90
SSC22654,26,3,3,7,11,3,0,3,0,54
SSC22655,30,16,12,5,6,0,4,7,0,81
SSC22656,172,321,136,95,132,134,20,60,13,1080
SSC22657,22,4,5,3,6,4,0,7,0,45
SSC22658,29,34,39,27,17,13,4,37,4,210
SSC22659,61,28,44,17,27,13,16,30,8,236
SSC22660,215,205,321,182,184,144,100,170,20,1540
SSC22661,8,0,3,0,3,0,0,5,0,23
SSC22662,29,14,4,0,4,3,3,0,0,55
SSC22663,86,81,162,63,109,45,65,65,8,685
SSC22664,0,0,0,0,0,0,0,0,0,0
SSC22665,15,25,14,10,15,0,4,8,3,108
SSC22666,3,0,0,0,0,0,0,0,0,3
SSC22667,742,1382,1053,1005,897,888,534,943,106,7541
SSC22668,40,46,43,21,36,14,29,21,3,259
SSC22669,4,0,0,0,0,0,0,0,0,4
SSC22670,33,11,18,10,13,5,4,14,3,106
SSC22671,15,5,3,3,7,0,0,11,0,47
SSC22672,849,1611,868,647,1064,744,302,484,94,6668
SSC22673,1273,2484,1059,864,1472,1034,401,632,165,9372
SSC22674,25,22,21,11,16,9,20,13,4,133
SSC22675,3,3,4,0,0,0,0,0,3,21
SSC22676,94,154,124,103,73,61,58,91,18,775
SSC22677,8,5,3,0,0,6,0,3,0,30
SSC22678,20,3,0,3,3,3,0,7,0,39
SSC22679,11,0,0,0,0,0,0,0,0,13
SSC22680,28,8,11,3,3,5,3,14,0,77
SSC22681,3,0,0,0,0,0,0,0,0,3
SSC22682,18,22,63,21,35,21,25,38,7,254
SSC22683,9,0,0,0,0,0,0,3,0,9
SSC22684,136,139,127,158,96,83,55,107,16,918
SSC22685,816,1386,1107,813,839,617,366,847,105,6901
SSC22686,48,24,17,9,10,16,3,15,3,143
SSC22687,7,3,0,0,0,0,0,0,0,7
SSC22688,3,3,0,3,5,3,0,4,0,31
SSC22689,572,809,334,288,359,260,55,130,44,2837
SSC22690,94,84,45,21,49,30,4,27,6,366
SSC22691,452,679,354,261,395,320,53,124,37,2676
SSC22692,4,4,3,0,0,0,0,0,0,8
SSC22693,22,5,12,3,6,4,0,10,3,73
SSC22694,37,43,66,34,48,37,31,27,8,323
SSC22695,3,0,0,0,0,0,0,3,0,7
SSC22696,23,9,7,7,0,7,7,12,3,76
SSC22697,1372,2634,1848,1617,1533,1685,753,1963,185,13593
SSC22698,10,3,0,0,0,0,0,0,0,14
SSC22699,19,10,3,3,0,3,0,3,0,44
SSC22700,8,4,8,4,4,3,0,7,0,35
SSC22701,9,0,3,3,3,3,3,0,0,21
SSC22702,7,0,0,0,0,0,0,0,0,12
SSC22703,9,0,3,0,0,0,0,3,0,20
SSC22704,6,6,19,3,10,7,21,15,0,91
SSC22705,0,3,0,0,0,0,0,0,0,5
SSC22706,10,4,9,3,7,4,3,8,0,49
SSC22707,234,348,102,100,201,132,57,70,22,1258
SSC22708,291,610,371,254,381,234,114,175,38,2474
SSC22709,212,446,263,225,292,189,86,160,19,1896
SSC22710,4,3,3,0,4,0,0,3,0,18
SSC22711,18,10,19,8,7,10,5,8,0,83
SSC22712,0,0,0,0,0,0,0,0,0,0
SSC22713,13,3,6,8,7,8,0,3,0,49
SSC22714,128,216,180,131,136,89,35,61,13,998
SSC22715,7,0,0,0,0,0,0,0,0,6
SSC22716,36,7,13,10,17,3,7,19,0,118
SSC22717,244,539,316,358,274,355,105,211,27,2430
SSC22718,0,0,0,0,0,3,0,3,0,15
SSC22719,12,6,0,7,3,0,0,0,0,33
SSC22720,41,22,32,28,30,22,27,36,7,250
SSC22721,4,0,3,0,0,0,0,0,0,7
SSC22722,7,0,0,0,0,0,3,5,0,24
SSC22723,3,0,0,0,0,0,0,0,0,6
SSC22724,7,3,0,0,3,0,0,8,0,27
SSC22725,36,10,0,3,3,5,3,10,0,67
SSC22726,4,0,3,0,0,0,0,3,0,16
SSC22727,8,10,15,9,13,9,3,11,0,79
SSC22728,12,21,16,6,10,8,7,14,3,102
SSC22729,43,3,22,14,11,3,21,38,3,158
SSC22730,20,0,5,0,3,0,12,23,0,63
SSC22731,242,438,581,420,412,394,267,603,58,3416
SSC22732,8,8,14,8,7,0,0,3,0,48
SSC22733,0,0,0,0,0,0,0,0,0,0
SSC22734,16,4,3,3,4,0,0,6,0,33
SSC22735,10,3,0,0,4,0,0,0,0,19
SSC22736,1627,2497,2677,2021,2688,1801,2090,2036,318,17752
SSC22737,190,105,93,49,109,62,61,81,13,767
SSC22738,21,3,0,0,0,3,3,3,0,41
SSC22739,50,44,106,50,46,35,64,75,7,468
SSC22740,13,21,31,15,15,19,16,30,8,164
SSC22741,15,6,5,9,8,6,3,7,3,56
SSC22742,720,1613,607,606,729,511,342,611,111,5857
SSC22743,417,1197,269,307,367,221,53,162,59,3038
SSC22744,712,1057,999,877,888,732,528,840,121,6752
SSC22745,23,7,16,3,6,3,3,3,0,68
SSC22746,7,0,0,0,0,0,0,0,0,12
SSC22747,243,408,418,327,511,265,277,257,56,2766
SSC22748,6,0,0,3,0,0,0,4,0,21
SSC22749,23,6,4,7,3,3,0,10,0,60
SSC22750,40,25,38,20,29,27,17,22,5,222
SSC22751,13,20,15,12,17,7,0,12,0,104
SSC22752,1436,2635,834,732,1333,888,289,480,154,8778
SSC22753,0,0,0,0,0,0,0,0,0,0
SSC22754,3,0,0,0,4,0,0,0,0,16
SSC22755,144,236,246,159,174,171,98,187,25,1440
SSC22756,26,33,22,18,19,16,11,18,4,161
SSC22757,3,3,0,0,0,0,0,0,0,10
SSC22758,24,24,10,13,13,3,0,19,3,105
SSC22759,4,7,3,3,0,0,0,0,0,16
SSC22760,61,100,213,211,141,132,138,258,24,1280
SSC22761,274,335,551,279,350,262,188,229,39,2511
SSC22762,5,0,4,0,0,0,0,0,0,12
SSC22763,44,21,24,22,20,13,15,29,6,194
SSC22764,8,3,4,7,3,3,6,6,0,42
SSC22765,13,9,0,4,0,0,0,3,0,28
SSC22766,4,0,4,0,0,0,0,0,0,9
SSC22767,23,9,3,4,7,0,0,0,0,50
SSC22768,9,9,15,5,16,12,8,10,0,85
SSC22769,15,11,4,0,0,0,0,0,0,33
SSC22770,12,19,8,7,12,3,7,5,0,77
SSC22771,15,3,0,3,3,0,0,4,0,35
SSC22772,6,0,0,5,0,0,0,0,0,17
SSC22773,13,0,0,3,4,0,0,3,0,28
SSC22774,68,16,15,13,20,4,6,29,3,169
SSC22775,8,0,0,0,0,0,0,0,0,14
SSC22776,4,0,0,0,0,0,0,0,0,4
SSC22777,430,1016,325,273,495,305,201,213,69,3339
SSC22778,1474,2257,570,559,924,581,117,262,121,6873
SSC22779,109,229,85,74,100,76,33,32,12,747
SSC22780,59,43,45,21,29,17,12,26,3,262
SSC22781,18,26,26,12,13,7,5,16,0,124
SSC22782,5,0,0,0,0,0,0,0,0,8
SSC22783,4,8,10,0,5,0,0,3,0,32
SSC22784,12,12,10,3,0,3,4,12,3,63
SSC22785,7,3,10,3,3,3,8,3,0,40
SSC22786,0,0,0,5,0,0,0,0,0,12
SSC22787,7,18,37,24,13,19,14,26,3,165
SSC22788,113,97,131,76,59,89,89,119,21,803
SSC22789,28,12,9,13,4,3,3,10,3,86
SSC22790,26,10,0,4,3,4,3,6,0,52
SSC22791,692,1683,363,424,536,371,50,160,61,4347
SSC22792,0,0,0,0,0,0,0,0,0,0
SSC22793,3,0,6,0,3,0,0,7,0,13
SSC22794,4,0,0,0,0,0,0,0,0,9
SSC22795,0,0,0,0,0,0,0,0,0,0
SSC22796,3,0,0,0,0,0,0,0,3,12
SSC22797,3,0,0,0,0,0,0,0,0,9
SSC22798,19,4,0,3,3,0,5,3,0,36
SSC22799,45,29,33,14,19,19,17,30,3,209
SSC22800,11,3,10,3,10,9,4,8,0,57
SSC22801,0,0,0,0,0,0,0,0,0,6
SSC22802,0,0,0,0,0,0,0,0,0,4
SSC22803,12,3,10,16,5,0,3,12,0,72
SSC22804,826,1376,1367,1073,1051,903,670,1002,127,8389
SSC22805,391,757,585,465,589,401,502,423,67,4180
SSC22806,3,3,0,0,3,3,0,0,0,12
SSC22807,14,3,0,0,0,0,3,7,0,28
SSC22808,25,17,14,11,4,15,6,18,0,103
SSC22809,6,0,3,5,0,0,0,0,0,15
SSC22810,382,430,322,193,326,233,65,120,33,2095
SSC22811,8,0,3,0,0,0,0,5,0,21
SSC22812,0,0,0,0,0,0,0,0,0,0
SSC22813,0,0,0,0,0,0,0,0,0,0
SSC22814,156,198,271,213,156,227,101,256,30,1621
SSC22815,21,5,5,3,3,3,5,4,0,51
SSC22816,0,0,7,0,7,0,0,3,0,18
SSC22817,3,0,4,3,3,0,4,8,0,29
SSC22818,376,753,373,333,278,219,94,201,41,2671
SSC22819,29,35,23,11,10,12,5,11,4,130
SSC22820,3,0,3,3,0,0,3,0,0,23
SSC22821,26,40,29,14,25,10,14,12,0,168
SSC22822,7,0,0,0,0,0,0,4,4,22
SSC22823,18,8,0,0,0,0,0,0,0,26
SSC22824,17,0,7,6,3,3,4,7,0,52
SSC22825,6,0,3,4,0,0,3,3,0,14
SSC22826,50,19,30,13,11,23,11,24,3,193
SSC22827,8,7,0,3,4,0,0,7,0,34
SSC22828,9,4,9,3,12,8,4,10,0,64
SSC22829,10,4,0,0,0,0,0,0,0,14
SSC22830,5,4,0,0,3,0,0,0,0,15
SSC22831,22,22,34,16,27,24,17,29,6,201
SSC22832,13,4,0,3,0,0,0,0,0,22
SSC22833,27,14,13,9,13,12,5,13,5,114
SSC22834,0,0,0,0,0,0,0,0,0,3
SSC22835,0,0,0,0,0,0,0,0,0,0
SSC22836,75,18,25,17,21,12,22,33,3,219
SSC22837,20,4,5,6,4,5,4,15,0,75
SSC22838,27,41,20,15,20,11,8,17,3,161
SSC22839,4,0,4,0,3,0,0,5,0,17
SSC22840,3,6,3,3,0,0,0,3,0,16
SSC22841,14,0,5,0,3,0,4,8,0,41
SSC22842,136,153,338,176,151,145,121,178,19,1399
SSC22843,41,13,9,7,8,9,8,20,0,122
SSC22844,15,3,7,0,4,3,0,3,0,39
SSC22845,21,12,35,26,21,13,9,26,5,162
SSC22846,45,13,3,3,9,0,3,15,0,98
SSC22847,10,0,0,0,0,0,0,5,0,18
SSC22848,4,0,0,0,0,0,0,0,0,5
SSC22849,12,3,4,3,0,0,0,3,0,23
SSC22850,0,0,0,0,0,0,0,0,0,0
SSC22851,0,0,0,0,0,0,0,0,0,0
SSC22852,0,0,0,0,0,0,0,0,0,0
SSC22853,0,0,0,0,0,0,0,0,0,0
SSC22854,13,0,3,0,3,6,3,6,0,39
SSC22855,4,0,0,0,0,0,0,0,0,8
SSC22856,0,0,0,0,0,0,0,0,0,3
SSC22857,0,0,0,0,0,0,0,0,0,0
SSC22858,18,20,25,13,11,7,17,24,3,145
SSC22859,16,16,13,9,5,0,9,7,0,68
SSC22860,45,88,81,75,50,45,32,65,9,493
SSC22861,80,123,123,84,91,83,47,96,8,738
SSC22862,52,28,25,20,17,21,20,32,6,225
SSC22863,0,0,0,0,0,0,0,3,0,3
SSC22864,3,3,0,0,0,0,0,3,0,15
SSC22865,3,0,0,0,0,0,0,0,0,3
SSC22866,4,3,5,0,5,0,0,14,0,34
SSC22867,7,4,3,3,4,0,0,3,3,24
SSC22868,903,1585,1400,1312,1696,1066,1206,1067,163,10395
SSC22869,47,14,9,4,17,10,7,19,0,124
SSC22870,23,8,3,3,0,7,4,6,0,52
SSC22871,15,3,4,3,3,0,3,6,0,39
SSC22872,7,5,6,0,0,5,3,6,0,45
SSC22873,8,5,0,0,0,0,0,3,0,19
SSC22874,144,230,122,86,99,49,37,87,14,857
SSC22875,51,12,7,8,7,3,8,14,5,110
SSC22876,6,3,0,0,0,0,0,0,0,7
SSC22877,326,496,374,272,312,177,62,94,39,2150
SSC22878,8,6,17,9,13,8,5,7,4,75
SSC22879,49,54,129,90,68,64,63,76,14,601
SSC22880,0,0,0,0,0,0,0,0,0,0
SSC22881,32,11,7,12,13,15,9,27,3,127
SSC22882,27,3,3,0,0,3,3,7,0,55
SSC22883,24,12,24,5,16,13,6,13,5,122
SSC22884,19,5,3,0,0,0,0,0,3,34
SSC22885,51,9,5,3,9,10,9,30,3,121
SSC22886,7,0,0,0,3,3,0,4,0,19
SSC22887,15,7,13,12,3,5,0,13,0,67
SSC22888,8,0,0,0,0,0,0,0,0,16
SSC22889,7,6,9,3,12,5,4,3,9,62
SSC22890,0,0,0,0,0,0,0,0,0,0
SSC22891,47,13,11,8,10,3,20,19,0,129
SSC22892,10,20,19,13,8,8,6,21,3,92
SSC22893,18,3,9,8,12,5,4,16,3,74
SSC22894,5,3,9,0,5,0,0,7,4,38
SSC22895,211,232,279,131,192,158,85,140,32,1456
SSC22896,132,104,221,134,129,101,83,138,25,1066
SSC22897,9,0,0,0,4,0,0,0,0,12
SSC22898,99,100,121,96,88,76,61,99,10,756
SSC22899,17,21,4,11,6,8,7,5,0,85
SSC22900,126,95,117,93,68,83,58,114,9,762
SSC22901,147,140,159,71,119,92,42,41,17,829
SSC22902,1443,2769,770,690,1062,630,245,431,103,8134
SSC22903,15,0,0,0,0,3,3,7,0,36
SSC22904,353,390,495,389,286,293,170,405,54,2839
SSC22905,4,0,0,0,0,0,0,0,0,8
SSC22906,58,34,39,26,10,12,25,48,8,258
SSC22907,10,3,0,0,3,0,0,0,0,19
SSC22908,0,0,0,0,0,0,0,0,0,0
SSC22909,78,110,118,79,51,51,42,75,16,619
SSC22910,57,39,66,18,31,22,10,30,9,280
SSC22911,22,17,23,15,21,10,14,14,0,133
SSC22912,20,32,18,12,13,10,11,23,3,140
SSC22913,27,7,4,4,10,3,10,14,3,72
SSC22914,13,17,4,6,3,4,0,9,0,61
SSC22915,16,12,14,5,3,4,0,5,3,66
SSC22916,13,0,0,0,0,0,0,4,0,21
SSC22917,6,0,0,0,0,0,0,0,0,7
SSC22918,23,3,0,9,0,0,3,4,0,47
SSC22919,65,45,76,43,50,33,51,31,7,397
SSC22920,49,57,70,34,48,22,31,34,13,362
SSC22921,0,0,0,0,0,0,0,0,0,0
SSC22922,12,0,3,0,3,0,3,3,0,22
SSC22923,12,3,0,3,0,0,0,0,0,18
SSC22924,17,10,8,6,11,4,3,4,0,64
SSC22925,6,4,5,0,0,0,0,4,0,28
SSC22926,12,12,12,5,5,5,0,7,0,55
SSC22927,3,0,3,3,0,0,0,4,4,15
SSC22928,28,14,14,7,3,3,4,6,0,87
SSC22929,0,0,0,0,0,0,0,0,0,0
SSC29494,178,405,297,277,182,134,200,307,57,2033
SSC29797,0,4,7,0,0,0,0,3,0,23
