SA1_7DIGITCODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
2129006,0,0,0,0,0,0,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,6,3,0,33,12,16,20,24,40,42,35,16,3,209
2129007,0,0,0,0,3,3,11,3,0,22,0,0,0,0,0,0,0,0,0,0,3,3,0,8,12,9,6,4,0,41,17,18,28,70,75,57,64,19,4,350
2129008,0,0,0,0,6,3,6,4,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,3,3,3,3,28,13,13,17,30,49,37,21,14,3,196
2129009,0,0,3,3,0,6,8,9,13,45,0,0,0,4,0,0,0,0,0,3,3,0,0,3,3,6,15,3,4,39,3,9,39,37,47,40,48,28,22,287
2129010,0,3,0,0,4,3,6,4,3,28,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,10,5,0,0,17,7,17,30,45,41,38,45,22,8,247
2129011,3,0,3,3,3,3,5,7,0,32,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,9,3,0,0,20,19,37,76,74,83,79,56,24,7,463
2129012,3,0,0,3,3,3,12,5,3,33,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,6,8,0,3,34,5,17,24,56,57,42,49,28,10,283
2129013,0,0,0,0,0,4,3,0,3,13,0,0,0,0,0,0,0,0,0,3,7,3,3,4,5,7,0,5,0,22,14,23,21,33,47,45,21,15,0,226
2129014,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,14,10,12,17,22,27,44,28,5,3,172
2129015,0,5,3,0,3,6,10,5,3,36,0,0,0,0,0,0,0,0,0,3,3,0,5,8,0,5,3,6,3,34,15,28,76,71,62,53,51,25,14,393
2129016,0,0,0,0,3,0,4,5,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,8,3,34,27,16,27,19,11,10,160
2129017,0,0,0,0,4,0,3,3,3,20,0,0,0,0,0,0,0,0,0,0,3,0,5,4,8,11,8,3,3,42,16,31,34,54,69,77,51,18,8,357
2129103,0,0,3,0,3,5,7,4,0,22,0,3,0,0,0,0,0,0,0,3,0,5,23,6,4,5,8,5,0,57,21,69,233,139,90,55,42,16,0,669
2129104,0,0,0,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,3,11,8,11,10,5,3,3,0,54,12,55,126,86,74,66,48,21,0,500
2129105,0,0,0,0,0,3,3,3,0,9,0,0,0,0,3,0,0,0,0,3,4,3,4,3,9,0,3,3,0,30,34,38,124,91,83,30,34,18,9,456
2129109,0,0,3,0,4,4,7,3,0,16,0,0,0,0,0,0,0,0,0,0,4,6,8,5,3,3,3,7,0,36,16,50,75,49,82,58,38,16,3,379
2129110,0,0,0,0,0,3,3,7,3,16,0,0,0,0,0,0,0,0,0,0,3,0,5,4,4,3,0,3,0,23,11,57,92,56,72,67,29,18,9,407
2129111,0,0,3,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,15,7,29,61,59,70,29,30,20,3,314
2129112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
2129113,0,0,3,0,0,0,0,8,3,13,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,3,0,17,12,26,34,45,46,23,19,23,4,230
2129114,0,0,3,0,0,0,11,12,31,54,0,0,0,0,0,0,0,0,0,0,3,3,3,6,4,6,3,7,3,34,17,32,43,44,56,40,45,48,56,385
2129115,0,0,0,0,0,0,7,20,22,46,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,20,16,53,4,14,24,29,32,35,64,116,83,400
2129116,0,0,0,0,0,0,5,3,0,17,0,0,0,0,0,0,0,0,0,0,4,0,4,3,11,0,4,0,0,30,14,31,60,50,77,49,34,13,0,341
2129117,3,0,3,3,0,0,5,4,3,20,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,23,21,42,65,67,75,64,48,16,11,411
2129118,3,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,20,18,51,89,85,107,59,32,13,3,452
2129119,0,0,3,3,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,0,0,0,17,9,27,40,46,36,44,19,6,3,228
2129121,0,0,3,3,3,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,3,4,5,8,4,0,0,3,0,29,14,36,65,78,75,53,24,15,3,367
2129122,0,0,3,0,0,0,3,4,0,9,0,0,0,0,3,0,0,0,0,7,3,4,19,12,0,3,3,3,0,51,15,49,157,105,44,53,35,14,0,474
2129123,0,3,0,0,3,0,3,0,3,18,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,3,0,20,4,37,93,71,40,22,10,7,3,287
2129124,3,0,3,3,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,19,20,29,153,73,36,21,9,3,0,341
2129125,0,0,3,0,0,3,10,3,0,22,0,0,0,0,0,0,0,0,0,0,3,5,5,4,0,0,0,0,0,21,15,37,147,94,59,38,30,8,0,421
2129126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,4,10,14,6,3,0,3,0,50,11,56,132,78,31,23,24,3,0,357
2129127,0,0,3,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,22,4,24,87,53,39,34,29,9,0,281
2129128,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,20,71,50,19,13,17,11,0,198
2129129,0,0,0,0,0,0,8,0,0,8,0,0,3,3,0,0,0,0,0,8,3,6,10,8,3,5,0,0,0,32,12,37,97,91,57,22,18,0,4,339
2129130,0,5,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,4,5,3,0,0,0,0,21,11,40,160,98,63,28,18,0,0,429
2129131,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,23,3,28,100,49,25,32,19,4,0,258
2129132,0,0,0,0,0,4,6,3,0,24,0,0,3,0,0,0,0,0,0,3,0,0,3,8,3,7,0,0,0,25,17,30,112,70,54,48,32,9,0,375
2129133,0,0,0,0,0,4,5,5,0,17,0,0,0,0,0,0,0,3,0,5,3,3,6,11,4,4,4,0,0,35,15,41,181,151,96,69,21,14,0,595
2129134,0,0,7,3,0,0,3,0,0,16,0,0,0,0,0,0,0,3,0,7,0,0,3,3,0,0,4,0,0,12,21,61,200,117,58,42,31,0,0,536
2129135,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,5,7,4,0,4,0,0,0,25,9,64,191,93,63,39,23,3,3,501
2129136,0,0,0,0,3,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,8,11,4,0,3,0,3,0,23,6,51,98,45,29,17,9,3,0,260
2129137,0,0,0,0,0,3,9,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,13,6,25,55,40,32,38,69,24,0,297
2129138,0,3,4,0,3,7,3,4,0,23,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,0,7,3,0,21,6,43,129,70,41,32,34,16,0,375
2129139,0,0,7,3,0,3,4,0,0,18,0,0,0,0,3,0,0,0,0,3,0,0,20,10,4,0,3,0,0,43,19,49,251,114,68,49,19,6,3,581
2129140,0,0,0,0,0,3,3,9,4,17,0,0,0,0,0,0,0,0,0,3,4,3,4,5,7,5,6,3,6,43,17,31,49,77,76,73,53,19,9,415
2129141,0,0,0,0,0,0,3,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,11,20,17,27,50,58,30,12,3,234
2129142,0,3,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,6,12,8,6,0,0,0,0,34,9,51,101,71,28,13,9,3,0,281
2129206,3,0,0,0,3,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,14,10,26,40,45,62,40,27,11,4,256
2129207,0,0,3,0,0,5,5,26,17,60,0,0,0,0,0,0,0,3,0,3,0,3,9,0,10,8,8,33,35,102,11,12,55,31,40,45,70,126,81,468
2129208,0,0,3,0,5,3,8,13,8,35,0,0,0,0,0,0,0,0,0,4,3,5,3,5,3,5,13,16,3,49,13,35,62,48,48,43,51,44,19,365
2129209,0,3,3,0,0,3,17,3,7,37,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,11,8,3,39,5,34,58,39,48,43,68,33,15,348
2129210,0,3,0,0,3,3,4,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,3,4,8,0,3,0,0,21,22,35,109,108,71,46,30,4,3,422
2129211,0,0,3,3,7,4,8,8,7,43,0,0,0,0,0,0,0,3,0,3,0,6,7,10,7,4,16,13,3,67,13,30,93,79,72,66,60,41,20,480
2129212,0,3,3,0,3,3,11,3,0,20,0,0,0,0,0,0,0,0,0,3,0,3,3,5,6,7,4,3,0,41,17,57,71,91,78,63,42,10,4,436
2129214,0,0,0,0,4,0,3,4,0,17,0,0,0,0,0,0,0,0,0,0,3,3,4,9,7,6,3,0,0,32,17,20,58,70,60,39,27,13,5,303
2129215,0,0,0,0,0,5,8,8,0,21,0,0,0,0,3,0,0,0,0,7,0,0,5,0,5,10,0,4,0,26,15,30,86,82,64,64,43,20,0,411
2129216,0,0,0,3,3,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,6,3,9,10,6,10,3,3,0,49,36,55,117,129,96,85,34,16,3,579
2129217,0,0,0,0,0,3,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,5,3,0,3,28,14,46,76,66,64,56,24,15,6,365
2129218,0,0,3,0,0,0,5,5,3,22,0,0,0,0,0,0,0,0,0,0,3,0,5,7,8,8,8,3,0,45,8,29,48,43,56,48,45,19,7,305
2129219,0,0,0,3,0,3,6,6,0,25,0,0,0,0,0,0,3,0,0,3,3,0,10,3,3,3,8,3,0,38,15,47,112,86,67,55,43,21,3,452
2129220,0,0,0,3,4,3,0,3,0,22,0,0,0,0,4,0,0,0,0,3,0,3,7,8,0,3,8,3,0,36,8,31,96,73,41,40,25,19,5,341
2129221,0,0,0,0,0,3,0,0,5,14,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,10,0,0,0,27,16,32,58,49,62,58,23,6,8,308
2129222,0,0,6,3,5,10,4,3,0,29,0,0,0,0,0,0,0,0,0,3,0,3,4,4,3,3,3,4,0,26,16,50,84,47,88,42,29,9,0,372
2129223,0,0,0,0,4,3,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,15,12,21,63,47,57,39,20,11,3,271
2129225,0,0,0,3,3,5,8,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,3,0,14,11,24,23,56,71,39,31,18,8,280
2129227,0,0,0,6,0,3,6,13,10,33,0,0,0,0,0,0,0,0,0,3,0,3,7,3,3,16,8,5,3,54,10,52,113,50,58,70,74,45,17,483
2129229,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,10,16,44,59,32,27,21,9,0,232
2129230,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,23,10,21,41,45,38,33,24,15,13,242
2129231,0,0,0,0,5,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,8,0,0,6,11,0,3,0,0,33,17,23,47,76,76,38,37,13,4,324
2129232,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,0,16,3,3,4,15,31,13,47,28,8,158
2129233,3,0,0,3,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,3,0,0,0,18,18,28,87,104,52,27,9,0,0,332
2129235,0,0,0,0,0,0,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,12,17,29,77,40,33,27,5,4,236
2129236,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,19,6,10,70,54,22,16,12,0,0,189
2129237,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,6,6,3,0,0,0,0,16,8,19,58,74,47,36,21,3,0,283
2129238,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,14,19,44,82,66,49,41,4,0,312
2129239,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,11,9,0,0,0,0,0,25,10,32,97,83,50,32,24,0,0,330
2129240,0,0,0,3,0,0,3,3,0,14,0,0,3,0,0,0,0,0,0,5,0,0,3,5,0,0,0,0,0,8,18,12,77,105,60,20,30,14,0,337
2129241,0,0,0,0,0,4,26,34,8,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,31,10,81,0,0,0,3,3,27,236,204,44,518
2129242,0,0,3,0,3,0,0,4,0,12,0,0,0,0,3,0,3,0,0,3,3,0,6,6,5,3,4,0,0,29,19,37,119,111,74,39,26,10,0,416
2129243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
2129244,3,0,0,0,3,0,3,0,0,9,0,0,0,0,0,4,3,0,0,3,0,3,11,3,4,0,0,3,0,18,4,21,88,67,34,24,19,3,0,259
2129245,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,3,0,5,25,14,21,26,47,39,47,34,4,8,253
2129246,0,0,0,3,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,17,14,21,77,100,61,36,29,9,0,344
2129247,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,9,12,31,75,126,78,55,20,4,0,410
2129248,0,0,0,3,3,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,13,21,48,53,53,22,25,9,0,236
2129249,0,0,3,0,0,3,3,21,21,60,0,0,0,0,0,0,0,0,0,3,4,3,4,5,3,0,0,9,12,45,18,42,146,99,56,29,31,68,75,560
2129250,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,3,0,0,23,13,19,43,80,46,20,23,5,0,255
2129251,0,0,0,0,0,0,6,0,0,9,0,0,3,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,6,11,5,22,56,50,38,23,30,8,5,235
2129252,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,8,17,63,64,71,52,23,11,3,311
2129253,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,8,4,3,4,0,0,0,28,10,20,104,46,26,21,16,4,0,244
2129254,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,7,4,6,0,0,0,0,26,15,39,132,105,52,23,5,0,0,381
2129255,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,5,9,3,3,3,0,3,0,0,23,23,52,93,92,62,17,18,3,0,370
2129256,3,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,3,0,0,0,26,35,46,192,120,71,57,15,8,0,538
2129257,0,0,3,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,7,0,3,5,6,3,0,0,0,0,18,7,30,168,88,44,24,12,0,0,380
2129258,0,0,0,3,0,0,4,4,0,9,0,0,0,3,0,0,0,0,0,5,3,0,3,0,3,0,0,0,0,11,19,24,102,103,70,36,50,8,0,416
2129259,3,3,0,0,3,0,8,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,13,28,92,130,113,70,41,7,0,496
2129260,0,0,8,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,10,3,7,3,0,0,0,32,17,65,278,121,57,30,15,7,0,590
2129261,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,3,18,107,76,48,32,7,4,0,290
2129262,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,15,74,97,45,11,21,9,0,281
2129263,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,7,6,0,0,24,16,30,28,30,59,39,39,20,3,258
2129264,0,0,0,0,0,0,6,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,7,23,36,38,37,21,33,8,0,204
2129265,0,0,0,0,0,0,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,0,3,0,24,4,4,27,22,32,28,19,8,7,153
2129266,0,0,0,0,0,0,5,3,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,12,18,26,32,31,68,47,18,8,0,259
2129267,3,4,5,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,3,5,3,5,5,0,4,0,0,24,22,51,142,94,63,43,20,4,0,447
2129268,0,0,0,7,0,0,4,3,0,19,0,0,0,3,0,0,0,0,0,3,3,3,0,6,7,0,0,4,0,24,16,25,53,89,42,40,21,16,0,301
2129269,0,0,0,0,3,3,9,0,0,17,0,0,0,0,0,0,3,0,0,4,9,9,3,12,3,7,6,0,0,51,37,74,204,150,72,62,42,7,0,661
2129301,0,0,0,0,0,0,3,13,0,14,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,9,12,43,66,107,93,52,32,31,3,444
2129302,0,0,0,0,0,0,7,6,0,19,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,3,3,3,0,16,17,32,65,69,71,26,31,18,5,338
2129303,0,0,0,0,0,4,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,0,12,6,20,42,27,44,38,28,19,5,230
2129304,0,0,0,0,0,3,11,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,3,0,0,10,8,27,37,65,71,41,41,5,3,300
2129305,0,0,0,0,0,4,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,25,22,33,53,30,17,8,3,192
2129306,0,0,3,0,0,3,5,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,13,20,34,59,81,64,46,33,9,0,345
2129308,0,0,0,0,0,3,0,5,0,13,0,0,0,0,0,0,0,0,0,0,3,4,4,7,9,0,0,0,0,16,19,30,42,88,96,44,23,12,3,350
2129309,0,0,0,0,0,0,7,17,18,38,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,9,9,18,50,15,34,17,47,49,52,61,113,105,487
2129310,0,0,0,3,3,3,5,0,4,12,0,0,0,0,0,0,0,0,0,3,0,4,0,4,4,4,3,0,0,15,8,20,64,51,45,46,36,14,6,293
2129311,0,0,0,0,3,3,3,14,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,0,19,12,23,56,35,69,55,66,70,26,406
2129312,0,0,0,0,0,0,3,3,4,14,0,0,0,0,0,0,0,5,0,3,14,3,9,0,3,4,3,3,0,37,53,51,93,69,66,52,30,18,3,433
2129313,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,3,0,0,6,0,0,3,0,7,0,3,0,3,17,9,26,47,41,41,34,29,6,5,240
2129314,0,0,0,0,0,9,5,4,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,17,26,64,65,88,160,129,35,9,10,589
2129315,0,0,0,0,0,0,7,3,3,6,0,0,0,0,0,0,0,0,0,0,5,3,7,4,8,5,3,4,0,35,19,39,25,32,75,57,41,19,5,325
2129316,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,7,7,3,13,8,39,35,56,57,78,42,32,9,354
2129317,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,4,3,3,5,6,8,3,4,0,33,20,31,46,52,84,65,25,17,3,360
2129318,0,0,0,0,0,0,3,4,3,15,0,0,0,0,0,0,0,0,0,3,7,0,0,3,10,0,5,3,0,35,25,33,38,67,80,84,61,27,15,441
2129319,0,0,0,0,0,3,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,3,0,3,28,22,27,89,76,87,50,34,24,10,422
2129320,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,7,35,46,52,79,90,25,13,0,343
2129321,0,0,0,0,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,6,0,13,11,32,32,27,64,63,28,22,0,275
2129322,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,23,10,13,17,26,34,40,22,13,8,185
2129323,0,0,0,0,0,0,5,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,11,9,25,23,38,66,50,49,23,6,287
2129324,0,0,0,0,0,0,7,16,24,49,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,6,3,7,8,34,10,12,26,28,68,62,85,102,78,474
2129325,0,0,0,0,3,3,3,9,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,15,37,22,38,36,44,79,39,37,38,37,367
2129326,0,0,0,0,0,4,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,9,32,42,58,63,60,25,21,3,312
2129327,0,0,3,0,0,0,3,3,3,12,0,0,3,0,0,0,0,4,0,3,0,3,6,4,0,6,0,3,3,26,9,34,93,76,85,53,34,31,8,425
2129328,0,0,0,0,0,0,7,0,7,14,0,0,0,0,0,0,0,0,0,6,0,3,3,3,11,8,4,7,5,44,12,21,27,39,69,54,51,33,15,328
2129329,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,3,3,0,0,23,20,43,32,105,102,48,26,13,3,394
2129331,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,19,33,41,65,81,58,38,14,0,346
2129332,0,0,0,0,0,0,7,9,3,20,0,0,4,3,3,0,0,0,0,6,3,3,3,3,6,4,3,6,0,30,17,31,53,59,87,89,81,34,9,457
2129333,0,0,0,0,0,0,8,4,0,10,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,3,4,0,19,11,20,16,29,54,53,57,20,10,270
2129334,0,0,0,0,0,0,6,9,3,19,0,0,0,0,0,0,0,3,0,3,0,0,3,5,4,8,12,11,4,41,13,15,38,62,61,83,84,53,36,445
2129335,0,0,0,0,0,0,9,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,3,0,26,19,57,48,71,125,108,77,36,8,544
2129336,0,0,0,0,0,0,6,3,7,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,5,29,27,47,50,52,21,19,3,252
2129337,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,23,4,16,13,16,30,19,29,14,0,143
2129338,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,20,20,57,48,55,24,24,16,3,266
2129339,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,9,21,43,37,45,29,14,4,0,200
2129340,0,0,0,0,0,6,3,6,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,21,45,8,18,51,43,36,46,47,80,91,417
2129341,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,12,23,56,50,62,46,12,16,3,275
2129342,0,0,0,3,0,3,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,7,5,6,6,3,0,0,33,14,41,116,83,74,52,36,18,5,445
2129343,0,0,0,0,0,0,3,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,10,28,64,72,73,57,33,27,9,358
2129344,0,0,0,0,0,4,3,7,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,8,17,8,17,38,36,34,38,38,39,14,258
2129345,0,0,0,3,4,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,7,8,5,27,3,3,33,28,19,13,27,42,19,189
2129346,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,14,16,29,43,41,46,47,25,12,276
2129347,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,31,14,22,71,28,27,8,3,212
2129348,0,0,0,0,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,14,4,10,55,37,25,20,21,18,14,206
2129349,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,14,28,27,33,31,3,5,3,159
2129350,0,0,0,0,0,3,3,3,3,12,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,3,14,5,20,19,37,37,45,23,25,5,223
2129351,0,0,0,0,0,0,9,31,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,26,54,99,6,11,33,35,17,42,127,188,84,548
2129352,0,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,5,0,0,20,10,5,34,29,35,34,26,15,3,185
2129353,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,7,3,0,20,10,22,19,41,50,38,29,21,4,226
