SA1_7DIGITCODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
2110550,0,0,0,0,0,0,15,7,3,21,0,0,0,0,0,0,0,0,0,4,0,4,9,3,3,0,3,3,0,20,0,22,110,87,49,50,24,17,9,375
2110551,0,0,0,0,0,0,4,30,34,68,0,0,0,0,0,0,0,4,3,9,0,0,3,3,0,0,0,0,3,16,0,31,178,56,9,7,11,42,55,391
2110552,0,0,0,0,0,4,9,6,0,22,0,0,0,0,0,0,0,0,0,0,0,3,8,3,7,5,0,0,0,22,9,39,131,83,53,47,29,10,3,403
2110553,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,15,18,23,15,3,3,3,0,83
2110554,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,3,0,3,0,4,15,0,0,3,0,0,0,23,3,25,108,45,41,22,17,18,6,284
2110555,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,14,0,44,137,48,27,13,3,0,0,275
2110556,0,0,0,0,3,8,12,6,0,25,0,0,0,0,0,3,3,0,0,8,0,3,3,4,3,0,0,0,0,13,5,49,85,68,55,38,25,9,6,333
2110557,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,3,18,70,29,19,13,10,8,0,170
2110558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,17,21,14,6,4,3,0,0,75,22,172,463,169,39,21,12,0,3,905
2110559,0,0,0,0,0,0,6,3,0,12,0,0,0,0,0,3,0,0,3,8,0,3,0,3,0,0,0,0,0,8,12,126,180,59,27,31,13,11,3,446
2110601,0,0,0,0,0,3,9,26,3,47,0,0,0,0,0,0,0,4,0,6,3,0,5,9,3,0,6,7,0,31,7,55,141,104,74,47,28,39,6,501
2110602,0,0,4,0,0,4,4,11,0,22,0,0,0,3,0,0,0,4,0,6,0,9,56,33,12,13,4,0,0,129,13,110,490,218,80,65,51,28,4,1063
2110603,0,0,0,0,0,0,4,4,0,14,0,0,0,0,0,3,0,3,3,8,3,0,20,7,4,0,3,3,0,46,10,65,272,117,56,32,23,17,3,599
2110604,0,3,0,0,0,0,4,7,0,18,0,0,0,0,0,0,0,0,0,5,0,8,30,14,0,3,3,3,0,67,21,164,445,211,90,56,40,19,7,1051
2110605,0,0,0,0,0,0,3,7,7,14,0,0,0,0,0,0,4,0,0,10,0,3,12,11,6,4,7,0,7,43,3,25,113,104,48,26,25,6,8,362
2110606,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,15,3,3,0,0,0,0,24,3,28,97,53,44,19,24,4,4,274
2110607,0,0,0,0,0,3,3,11,8,22,0,0,0,0,0,0,0,0,0,7,0,9,44,6,7,3,4,0,0,74,16,98,332,135,66,42,23,28,9,756
2110608,0,0,0,0,0,5,8,33,10,61,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,0,3,6,3,26,11,31,64,57,71,45,47,55,20,394
2110609,0,0,0,0,0,0,5,3,3,7,0,0,0,0,0,0,0,0,0,4,0,0,3,13,3,0,0,0,0,24,6,29,163,118,43,36,28,4,4,430
2110610,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,3,0,0,3,0,5,18,7,5,0,0,0,0,36,6,77,237,86,29,18,14,9,0,485
2110611,0,0,0,0,0,0,3,8,3,22,0,0,3,0,0,0,0,4,0,6,0,0,0,0,3,0,0,0,0,4,7,49,135,82,53,36,19,23,5,413
2110612,0,0,0,0,0,0,9,19,3,27,0,0,0,0,0,0,5,0,0,7,0,3,7,0,6,4,0,4,0,24,4,48,155,95,70,40,21,30,4,459
2110613,0,0,0,0,0,0,12,20,8,36,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,0,0,4,0,21,8,34,92,80,50,21,29,22,8,351
2110614,0,0,0,0,0,7,7,17,7,36,0,0,0,0,0,3,0,4,0,15,0,6,22,10,4,3,3,7,3,49,15,73,232,113,67,33,34,31,15,610
2110615,0,0,0,0,0,0,6,3,4,14,0,0,0,0,0,0,0,3,0,8,0,0,5,0,8,9,6,5,0,39,3,38,102,77,55,37,36,11,3,361
2110616,0,0,0,0,0,0,4,3,7,17,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,3,0,3,0,16,8,54,186,93,51,46,24,17,8,490
2110617,0,0,0,0,3,4,8,12,3,30,0,0,0,0,0,0,0,0,5,5,0,3,14,8,5,4,3,0,3,38,10,72,135,86,68,46,22,14,11,458
2110618,0,0,0,0,0,0,4,9,3,15,0,0,0,0,0,0,3,6,3,6,0,0,0,4,0,0,0,3,0,13,10,32,93,52,44,26,13,17,11,288
2110619,0,0,0,0,0,0,4,12,5,19,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,4,7,31,54,41,43,35,21,14,5,251
2110701,0,0,0,0,0,0,0,10,3,21,0,0,0,0,0,0,0,3,0,3,0,0,10,15,0,0,0,4,0,30,6,38,94,92,64,60,24,29,7,415
2110702,0,0,0,0,0,0,5,4,3,14,0,0,0,0,0,5,0,0,3,9,0,0,5,8,0,3,6,3,0,25,3,17,76,65,40,37,35,8,3,295
2110703,0,0,0,0,0,0,4,11,3,21,0,0,0,4,0,0,0,0,0,3,0,0,9,9,3,0,4,0,0,20,3,37,152,91,51,39,28,16,8,421
2110704,0,0,0,0,4,0,9,4,4,16,0,0,0,0,0,0,0,0,3,4,0,0,3,3,0,0,0,3,0,10,6,31,70,69,49,47,23,14,9,318
2110705,0,0,0,0,3,3,7,15,10,41,0,0,0,0,0,0,0,3,3,10,0,0,10,3,7,3,3,4,4,40,11,44,123,70,73,31,30,34,16,429
2110706,0,0,0,0,0,0,10,15,0,21,0,0,0,0,0,0,0,7,3,8,0,7,4,11,8,3,6,7,0,49,15,55,100,102,82,52,41,31,18,489
2110707,0,0,0,0,3,3,25,20,8,50,0,0,0,0,0,3,6,9,0,22,0,3,7,5,7,6,0,5,0,33,17,59,111,103,63,54,45,37,8,505
2110708,0,0,0,0,0,6,10,8,3,28,0,0,0,0,0,0,0,3,0,11,0,0,4,4,3,0,4,7,0,21,7,41,85,65,41,28,33,21,4,317
2110709,0,0,3,0,0,3,4,3,0,15,0,0,0,0,0,0,0,0,0,3,0,3,39,14,0,4,4,4,0,74,8,89,323,128,56,44,27,11,0,696
2110710,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,3,0,0,0,0,0,0,5,3,3,4,5,0,3,30,4,28,92,49,37,35,17,7,5,281
2110711,0,0,0,0,0,0,0,9,18,32,0,0,0,0,0,0,0,3,8,8,3,0,12,3,4,3,0,6,0,38,11,63,219,92,37,24,12,18,39,524
2110712,0,0,0,0,4,7,13,10,6,26,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,7,4,0,0,22,9,32,85,88,70,45,29,19,10,384
2110713,0,0,0,0,0,0,19,15,3,37,0,0,0,0,0,0,3,0,3,8,0,0,3,0,0,4,0,0,3,15,13,40,106,62,70,46,31,22,12,399
2110714,0,0,0,0,0,0,5,15,3,17,0,0,0,0,0,0,3,4,0,14,0,3,11,3,8,0,3,7,0,33,9,27,89,83,71,25,25,26,7,360
2110715,0,0,0,0,3,4,8,10,9,37,0,0,3,0,0,0,3,0,0,5,0,0,6,7,3,3,3,10,8,47,5,37,116,70,49,43,27,34,30,413
2110716,0,0,0,0,3,5,3,5,0,17,0,0,0,0,0,0,0,0,0,0,0,3,19,5,3,4,3,3,0,41,8,33,167,81,50,39,19,20,9,424
2110717,0,0,0,0,3,3,11,10,0,25,0,0,0,0,0,0,0,0,0,0,0,7,4,4,6,5,3,0,5,39,3,32,71,49,49,41,28,25,12,314
2110718,0,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,7,0,7,0,3,8,0,5,8,0,0,0,25,4,37,132,52,46,38,9,12,4,340
2110719,0,0,0,9,6,10,11,8,4,36,0,0,0,0,4,10,0,3,0,20,6,9,12,9,3,9,3,3,0,61,13,66,110,87,65,68,37,19,7,475
2110720,0,0,0,0,0,0,3,3,4,10,0,0,0,0,0,0,0,0,0,7,0,3,11,10,0,0,0,0,0,39,0,51,235,87,34,23,27,9,4,482
2110721,0,0,0,3,0,3,8,8,0,25,0,0,0,0,0,0,3,3,0,5,0,0,6,7,4,0,0,0,0,20,12,31,115,60,44,25,33,17,3,341
2110722,0,0,0,0,0,0,3,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,0,17,4,12,27,29,24,37,16,10,6,163
2110723,0,0,0,0,0,0,4,13,3,20,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,7,0,4,0,22,5,32,53,49,43,37,29,26,3,282
2110724,0,0,0,0,0,0,0,14,6,23,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,3,0,14,5,48,99,47,46,34,13,15,9,318
2110725,0,0,0,0,0,0,5,9,5,25,0,0,0,0,0,0,0,5,0,5,0,0,3,3,5,0,3,0,3,17,14,31,76,76,77,41,37,19,13,389
2110726,0,0,0,0,0,3,3,8,10,31,0,0,0,0,3,0,0,0,3,6,0,0,4,0,0,3,0,0,0,9,13,36,83,62,49,46,13,20,16,348
2110727,0,0,0,0,0,3,8,3,3,15,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,3,5,0,0,24,6,23,90,59,33,31,29,7,5,277
2110728,0,0,0,0,0,3,4,4,4,19,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,3,4,0,11,3,32,48,39,36,34,22,20,6,240
2110729,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,4,0,0,9,0,0,4,0,0,0,12,4,37,90,46,42,36,13,11,0,279
2110730,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,16,5,44,101,42,12,22,10,3,0,241
2110731,0,0,0,0,0,3,6,10,3,21,0,0,0,0,0,0,0,0,0,3,4,5,7,3,10,6,3,0,0,38,13,49,107,79,84,47,26,15,11,441
2110801,0,0,0,0,0,0,7,9,7,27,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,3,3,0,0,18,4,28,70,66,41,31,21,15,14,293
2110802,0,0,0,0,0,0,6,9,3,18,0,0,0,0,0,0,0,3,0,5,0,0,0,6,0,0,0,0,0,10,4,28,92,60,29,18,14,17,3,260
2110803,0,0,0,0,3,4,18,23,9,57,0,0,0,0,0,0,3,10,3,16,0,5,6,3,5,6,0,0,0,31,8,36,108,83,72,68,40,35,9,462
2110804,0,0,0,0,0,4,5,11,0,26,0,0,0,0,0,0,0,3,0,3,0,0,4,6,4,3,0,3,0,18,7,21,55,56,49,26,18,24,3,246
2110805,0,0,0,0,0,3,13,16,5,33,0,0,0,0,0,0,0,5,5,11,0,0,3,4,3,7,5,6,0,29,8,31,104,98,88,46,37,26,21,450
2110806,0,0,6,0,3,3,6,15,6,41,0,0,0,0,0,0,3,3,5,16,3,0,0,8,3,3,4,0,4,30,9,44,117,74,58,50,26,27,19,419
2110807,0,0,0,0,0,5,3,0,0,14,0,0,0,0,0,0,0,3,0,4,0,3,9,10,0,3,0,0,0,24,13,73,197,130,63,50,11,13,3,549
2110808,0,0,0,0,0,0,8,15,14,39,0,0,0,0,0,4,3,0,0,8,0,0,3,0,0,0,4,3,3,16,10,27,75,61,66,48,47,23,15,380
2110809,0,0,3,0,6,3,13,14,15,43,0,0,0,0,0,3,0,4,0,7,0,4,15,5,6,4,0,3,3,43,4,40,113,68,60,55,40,33,18,433
2110810,0,0,0,0,0,3,0,15,0,19,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,3,0,0,0,11,9,27,48,71,56,67,18,20,4,324
2110811,0,0,0,0,0,0,13,9,5,24,0,0,0,0,3,0,0,3,5,8,3,0,5,3,3,3,0,0,0,20,6,37,79,81,45,41,34,11,7,335
2110812,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,11,10,13,36,38,42,32,10,9,3,190
2110813,0,0,0,0,0,3,10,11,3,33,0,0,3,0,0,0,3,0,0,4,0,3,5,6,3,3,0,0,0,16,6,24,70,44,67,45,30,15,10,295
2110814,0,0,0,0,0,0,12,13,0,29,0,0,0,0,0,0,0,3,0,8,0,0,5,3,4,3,4,0,0,18,11,23,80,79,67,34,35,19,4,345
2110815,0,0,0,0,3,6,9,14,0,36,0,0,0,0,0,4,3,3,3,17,4,0,7,4,5,4,4,0,0,31,9,40,85,73,88,79,40,19,12,447
2110816,0,0,0,0,0,6,13,13,9,35,0,0,0,0,0,0,0,3,0,6,3,4,3,4,10,3,0,0,0,33,12,40,80,48,63,26,18,25,13,330
2110817,0,0,0,0,0,8,14,7,3,32,0,0,0,0,0,5,0,3,4,17,0,0,3,0,0,10,0,11,0,24,10,19,35,35,55,40,20,24,10,239
2110818,0,0,0,3,4,0,11,13,5,33,0,0,0,0,3,0,0,5,0,7,3,3,5,0,3,0,0,3,3,22,10,26,61,44,38,28,29,18,10,269
2110819,0,0,0,0,3,4,14,9,3,45,0,0,0,0,0,0,6,5,0,14,0,9,7,3,4,3,9,6,0,36,9,55,146,88,75,50,45,32,10,503
2110820,0,0,0,3,3,9,13,24,11,62,0,0,0,0,3,0,6,3,0,6,0,5,11,6,3,4,4,9,9,46,14,40,102,83,80,57,58,46,22,504
2110821,0,0,0,0,3,3,13,15,5,34,0,0,0,0,0,0,0,0,0,5,0,8,3,5,3,6,0,9,0,32,8,66,133,68,57,54,29,28,3,446
2110822,0,0,0,0,0,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,0,20,9,83,172,126,79,64,28,6,0,570
2110823,0,0,0,0,3,11,9,3,0,22,0,0,0,0,4,3,3,3,0,16,4,0,0,14,11,4,0,3,0,30,9,32,70,83,105,60,38,20,8,435
2110824,0,0,0,0,0,0,10,16,4,37,0,0,0,0,0,0,0,0,3,3,3,0,0,0,8,0,3,6,0,16,15,37,65,76,99,57,44,27,11,434
2110825,0,0,0,0,0,3,9,21,7,44,0,0,0,0,0,0,3,11,4,19,0,0,4,7,0,7,4,3,3,22,7,53,115,99,51,73,47,42,20,496
2110826,0,0,0,0,3,3,8,14,4,31,0,0,0,0,0,3,0,3,0,13,0,6,0,3,4,3,5,3,0,21,12,27,59,64,47,48,26,21,3,305
2110827,0,0,0,0,3,0,3,4,7,22,0,0,0,0,0,0,0,5,3,10,0,3,3,0,3,3,0,0,0,16,3,32,69,80,58,37,15,10,11,332
2110828,0,0,0,0,3,0,8,4,3,18,0,0,0,0,0,0,0,0,3,7,0,3,5,0,0,7,4,3,0,20,0,41,59,73,65,50,25,13,10,336
2110829,0,0,0,3,0,3,20,12,5,42,0,0,0,0,0,3,7,3,0,13,0,3,0,4,3,3,4,4,0,27,5,30,79,82,60,60,52,26,8,397
2110830,0,0,0,0,0,0,14,20,4,34,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,12,11,18,37,51,62,23,25,23,9,254
2110831,0,0,0,0,0,4,10,7,4,30,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,0,0,0,3,19,17,35,76,97,74,53,33,20,12,409
2110832,0,0,0,0,0,3,14,20,3,42,0,0,0,0,0,3,0,0,0,6,0,3,8,4,3,0,0,0,0,22,12,44,114,59,62,34,26,24,8,375
2110833,0,0,3,0,0,3,7,6,3,22,0,0,0,0,3,4,0,4,3,11,0,3,11,7,0,6,4,4,0,34,14,69,207,107,53,51,32,23,9,566
2110834,0,0,0,0,0,4,8,9,3,24,0,0,0,3,0,7,3,3,0,19,0,0,8,3,0,0,3,0,0,18,9,38,101,71,50,31,25,25,10,355
2110835,0,0,0,0,3,4,4,12,8,33,0,0,0,0,0,0,4,5,0,8,0,0,0,0,4,0,0,0,0,7,5,30,68,71,56,36,19,20,11,319
2110836,0,0,0,0,0,3,7,5,3,17,0,0,0,0,0,3,0,0,0,3,4,3,5,3,3,0,3,0,0,23,12,30,66,57,49,43,15,9,7,285
2110837,0,0,0,0,0,0,7,14,8,30,0,0,0,0,0,0,3,4,0,5,0,0,0,3,0,4,0,7,0,15,8,12,42,63,45,33,18,24,6,255
2110838,0,0,0,0,0,0,13,8,8,27,0,0,0,0,0,0,5,4,6,18,0,0,3,5,0,3,6,0,0,15,5,33,103,114,88,55,40,22,13,465
2110839,0,0,0,0,0,3,3,10,5,23,0,0,0,0,0,0,5,3,0,11,0,0,7,8,4,0,0,0,3,23,6,15,77,46,47,33,24,14,13,278
2110840,0,0,0,3,0,4,13,11,3,31,0,0,0,0,6,0,3,0,4,14,0,3,3,0,0,3,4,0,3,17,0,38,56,28,43,42,32,24,11,275
2110841,0,0,0,0,0,6,17,17,8,52,0,0,0,0,0,3,0,3,0,8,0,0,5,3,9,8,13,12,3,53,7,36,90,64,48,53,47,45,11,396
2110842,0,0,0,0,0,7,3,16,3,34,0,0,0,0,0,0,3,3,0,6,0,4,0,6,0,3,4,0,0,25,14,48,95,83,43,45,29,21,13,395
2110843,0,0,0,3,3,3,9,10,10,43,0,0,0,0,0,0,3,9,0,13,0,4,3,5,5,0,0,3,0,21,3,38,71,64,58,44,26,26,7,340
2110844,0,0,0,0,0,10,8,18,4,35,0,0,0,0,0,0,3,3,3,6,0,0,8,10,0,3,0,0,0,19,3,22,79,99,49,46,20,26,6,351
2110845,0,0,0,0,0,6,6,5,0,16,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,3,7,3,20,58,66,43,22,18,9,7,241
2110846,0,0,0,0,0,5,4,16,6,27,0,0,0,0,0,0,0,0,0,3,3,3,11,14,3,0,3,0,0,32,6,36,86,86,52,42,17,19,16,368
2110847,0,0,0,0,0,4,9,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,4,3,0,0,15,7,34,70,72,35,44,17,9,3,293
2110848,0,0,0,0,0,0,9,10,3,24,0,0,0,0,3,0,3,8,0,11,0,0,3,5,3,3,3,6,0,29,4,16,37,45,31,16,28,21,10,215
2110849,0,0,0,0,3,6,10,5,3,30,0,0,0,0,0,3,0,3,0,10,4,3,9,3,13,3,0,0,0,40,7,30,88,85,78,35,27,11,6,377
2110850,0,0,0,0,0,9,8,20,3,38,0,0,0,0,0,0,3,0,3,14,0,0,10,0,3,0,0,3,0,22,9,36,93,78,59,46,25,27,12,379
2110851,0,0,0,0,3,4,9,5,0,25,0,0,0,0,0,0,10,7,6,18,0,3,0,0,3,0,3,0,0,18,7,17,46,35,59,22,26,14,6,238
2110852,0,0,0,0,0,0,6,5,0,15,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,8,3,16,81,22,12,10,6,16,7,177
2110853,0,0,0,0,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,6,0,5,22,16,6,10,0,0,0,59,14,99,237,139,57,59,21,9,4,636
2110854,0,0,0,0,0,0,3,8,3,18,0,0,0,0,0,3,0,5,0,5,0,0,3,6,4,3,3,0,0,15,6,25,51,66,51,29,19,20,6,269
2110855,0,0,0,0,0,3,10,20,3,32,0,0,0,0,0,0,5,3,3,13,0,0,3,0,3,0,0,0,0,21,9,21,90,51,48,40,25,33,11,324
2110856,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,19,32,34,17,11,17,10,0,147
2110857,0,0,0,0,0,0,6,7,0,13,0,0,0,0,0,0,7,5,0,12,0,0,0,0,0,4,0,0,0,6,6,23,31,47,32,20,14,21,3,189
2110858,0,0,0,0,3,6,4,6,0,29,0,0,0,0,0,0,3,5,0,13,3,0,3,7,4,3,3,0,0,20,10,26,63,113,68,51,28,20,5,382
2110859,0,0,0,0,0,3,3,14,30,53,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,0,0,3,4,16,3,9,59,29,32,18,15,31,56,263
2110860,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,18,8,8,3,0,0,0,45,16,66,230,94,40,19,13,3,0,470
2110901,0,0,0,0,3,6,13,14,3,36,0,0,0,0,0,0,0,3,0,4,0,0,6,0,6,3,9,3,0,32,12,32,72,87,81,64,54,36,8,438
2110902,0,0,0,0,0,3,13,10,5,29,0,0,0,0,0,0,0,0,0,3,0,4,6,0,4,3,0,3,0,18,11,30,57,78,59,24,21,27,13,309
2110903,0,0,0,0,0,4,5,15,7,34,0,0,0,0,0,4,0,0,3,7,0,0,3,13,8,3,3,0,3,36,4,20,30,68,63,37,18,21,12,267
2110904,0,0,0,0,0,0,7,8,3,24,0,0,0,0,0,0,0,4,0,4,0,0,11,12,3,5,3,4,0,46,10,33,48,84,66,50,19,27,14,356
2110905,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,3,4,0,0,4,0,19,5,19,40,68,54,38,18,9,9,259
2110906,0,0,0,0,0,3,12,9,4,28,0,0,0,0,0,0,0,3,0,3,0,0,3,5,11,4,5,3,0,37,11,29,42,68,100,51,42,22,12,372
2110907,0,0,0,0,0,4,15,3,5,25,0,0,0,0,0,0,3,7,0,8,4,3,4,4,6,3,4,3,0,36,11,18,45,67,77,45,49,18,8,340
2110908,0,0,0,0,0,0,7,3,4,17,0,0,0,0,0,0,0,0,0,0,5,0,4,6,6,3,0,3,0,26,14,8,20,59,58,38,23,18,7,247
2110909,0,0,0,0,0,6,14,15,3,36,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,4,0,0,15,3,16,52,101,75,50,42,23,6,369
2110910,0,0,0,0,3,0,3,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,8,21,62,45,40,40,11,7,8,237
2110911,0,0,0,0,0,0,5,5,9,18,0,0,0,0,0,0,0,0,0,3,0,5,0,3,5,4,0,0,0,24,19,48,34,76,74,67,28,18,10,375
2110912,0,0,0,0,3,0,13,14,0,33,0,0,0,0,0,0,4,0,0,4,0,0,4,3,0,3,0,3,0,18,6,27,32,53,78,44,38,17,3,307
2110913,0,0,0,0,0,3,3,11,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,16,11,21,34,75,79,46,32,25,5,326
2110914,0,0,0,0,0,4,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,3,0,3,20,10,18,38,50,56,32,13,10,13,234
2110915,0,0,0,0,0,3,4,6,0,13,0,0,0,0,0,0,3,0,0,4,0,3,0,0,8,3,0,3,0,20,13,48,51,47,77,38,11,11,3,298
2110916,0,0,0,0,0,0,4,3,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,18,17,15,48,51,67,38,18,11,3,268
2110917,0,0,0,0,0,0,3,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,13,27,61,64,62,51,18,8,8,309
2110918,0,0,0,0,0,3,7,6,0,16,0,0,0,0,0,0,3,0,0,5,0,3,4,4,3,0,6,3,3,30,5,27,82,83,68,44,33,19,13,377
2110919,0,0,0,0,0,6,9,16,36,67,0,0,0,0,0,0,0,0,3,6,0,6,6,0,0,3,0,0,3,25,7,23,91,43,45,35,17,30,81,385
2110920,0,0,0,0,0,4,6,5,8,24,0,0,0,0,0,0,0,0,0,4,0,0,0,8,7,3,0,0,0,16,6,17,61,66,63,23,23,15,11,291
2110921,0,0,3,0,3,3,12,13,3,39,0,0,0,0,0,0,0,3,0,4,5,10,11,3,3,7,3,7,6,48,6,36,76,61,36,41,29,35,8,333
2110922,0,0,0,0,3,4,10,19,5,43,0,0,0,0,3,0,0,0,0,3,0,0,3,14,0,0,0,0,0,16,13,21,64,82,69,43,25,37,14,363
2110923,0,0,0,0,3,0,3,3,5,20,0,0,0,0,0,3,0,0,0,3,0,0,4,0,3,3,0,0,3,19,15,29,46,57,86,49,19,14,18,327
2110924,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,12,19,43,41,39,27,10,8,9,213
2111001,0,0,0,0,0,0,8,3,6,18,0,0,0,0,0,0,0,0,0,5,0,6,6,0,0,9,3,0,0,22,13,60,96,74,77,71,37,10,3,440
2111002,0,0,0,0,3,3,0,5,0,11,0,0,0,0,0,0,0,3,0,6,0,3,7,3,3,0,0,0,0,18,5,41,88,53,73,45,27,12,8,358
2111003,0,0,0,0,0,0,8,17,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,18,3,33,69,80,77,67,43,20,10,401
2111004,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,3,0,3,0,3,3,3,3,0,0,0,0,14,6,20,52,39,44,31,8,18,7,229
2111005,0,0,0,0,0,0,3,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,3,4,17,10,16,51,49,40,28,5,10,6,206
2111006,0,0,0,0,0,3,5,3,10,21,0,0,0,0,0,0,3,3,0,7,0,3,3,6,7,0,8,0,0,30,12,30,76,110,76,63,39,19,11,423
2111007,0,0,0,0,0,0,5,16,3,24,0,0,0,0,0,0,3,0,0,4,0,3,6,4,3,3,0,0,0,22,10,38,98,77,87,44,28,23,5,406
2111008,0,0,0,0,0,3,6,14,4,29,0,0,0,0,0,0,5,0,0,5,0,0,3,8,0,3,0,0,0,20,9,24,82,75,74,66,28,37,11,398
2111009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,10
2111010,0,0,0,0,0,0,19,11,11,41,0,0,0,0,0,0,0,3,4,12,3,0,10,10,5,3,0,3,3,31,10,68,153,102,79,50,48,39,17,560
2111011,0,0,0,0,0,0,4,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,7,29,44,51,59,38,20,9,0,247
2111012,0,0,0,0,0,0,4,4,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,4,3,6,0,3,0,21,14,35,47,45,82,73,36,18,3,354
