SA1_7DIGITCODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
2114724,0,0,0,0,0,8,0,0,0,12,3,8,8,5,4,11,0,3,0,39,3,19,3,4,5,6,0,0,0,38,11,26,4,0,3,4,0,4,0,45,18,21,0,3,3,0,0,0,0,44,3,19,3,0,9,0,0,0,0,40,0,12,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,99,12,14,28,30,0,12,3,237
2114725,0,0,0,3,0,3,0,3,0,7,0,5,0,7,8,5,0,0,0,30,13,14,0,4,3,7,0,0,0,34,9,8,0,0,0,4,0,0,0,23,16,20,3,0,6,4,0,0,0,50,12,23,3,0,10,4,0,0,3,52,6,10,0,0,5,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,78,4,16,31,31,0,3,3,231
2114726,0,0,0,6,0,3,0,0,0,9,0,6,3,3,4,3,0,0,0,23,0,15,0,0,0,0,0,0,0,16,9,5,0,0,5,0,0,0,0,24,8,23,0,0,8,0,0,0,0,43,10,23,4,0,5,3,0,0,0,49,0,10,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,91,4,10,27,14,0,3,3,190
2114727,0,0,0,3,0,3,0,0,0,9,0,4,0,10,4,9,0,3,0,28,3,39,7,3,10,6,0,0,0,62,11,9,0,0,3,7,0,0,0,24,20,30,3,9,9,3,4,0,0,78,14,21,0,7,15,4,0,0,0,59,3,4,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,57,103,12,28,44,24,3,7,3,276
2114728,0,0,0,4,3,0,0,3,0,15,0,4,0,3,3,0,0,0,0,18,9,28,4,10,3,7,4,4,0,63,6,19,4,0,3,0,0,0,0,38,10,31,0,0,6,0,5,0,0,62,10,17,0,3,4,3,0,0,0,38,0,4,0,0,3,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,112,13,24,31,21,8,10,7,259
2114729,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,7,9,26,0,4,3,4,0,0,0,42,3,21,0,0,3,3,5,3,0,30,11,11,0,0,3,3,0,0,0,34,10,10,4,0,5,0,0,0,0,31,0,9,0,0,4,0,0,0,0,13,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,74,11,8,25,16,3,3,3,165
2114730,0,0,0,0,0,3,0,0,0,5,0,3,0,3,5,3,0,3,0,17,0,8,0,0,3,0,0,7,0,20,4,14,3,4,3,3,0,0,0,37,3,8,4,6,3,8,0,0,0,29,4,15,3,0,6,3,0,0,0,31,3,0,0,0,3,0,0,0,0,11,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,55,8,9,20,21,3,6,6,156
2114731,0,0,0,0,0,4,0,0,0,4,0,3,0,5,4,0,0,0,0,19,4,13,3,5,3,0,0,3,0,37,7,13,3,0,0,3,0,0,0,22,14,10,0,6,3,3,0,0,0,32,9,17,0,3,3,0,0,0,0,37,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,62,9,22,18,15,0,5,3,164
2114732,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0,9,3,18,3,21,3,5,8,3,0,4,0,52,5,20,3,3,6,3,0,3,0,44,5,12,3,3,0,0,0,0,0,27,4,6,0,3,4,6,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,58,13,20,26,21,0,14,4,178
2114733,0,0,0,5,0,3,0,0,0,6,0,3,0,0,4,4,0,0,0,14,4,14,4,3,5,6,0,3,0,33,10,12,0,0,3,0,0,0,0,28,15,21,4,3,6,3,0,0,0,61,4,12,3,0,8,3,0,3,0,29,3,7,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,63,14,9,26,20,0,6,3,193
2114734,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,6,0,8,7,0,0,3,0,0,0,17,6,5,3,0,3,0,0,0,0,25,6,10,3,3,3,5,0,0,0,31,4,3,0,0,3,0,0,4,0,16,0,10,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,10,8,12,18,0,6,0,118
2114735,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,9,4,0,4,3,0,0,0,24,7,6,3,3,7,5,0,0,0,35,3,15,0,0,3,0,0,0,0,24,12,3,0,0,0,3,0,0,0,22,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,9,4,12,15,3,4,4,118
2114801,0,0,0,4,0,6,0,0,0,15,0,3,0,0,0,0,0,0,0,13,8,11,0,3,0,3,0,0,0,20,0,12,0,3,0,0,0,0,0,17,14,21,3,0,10,6,0,0,0,55,3,13,3,0,3,0,0,4,0,35,0,3,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,65,12,8,19,23,5,3,3,162
2114802,0,0,0,3,0,4,0,3,0,10,0,3,0,4,5,8,0,3,0,26,6,10,3,0,3,4,0,3,0,34,12,22,6,0,11,4,0,0,0,55,15,19,6,3,8,4,0,0,0,63,3,19,3,3,10,0,0,0,0,40,3,6,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,84,22,18,36,29,0,12,0,246
2114803,0,0,0,3,0,0,0,3,0,7,0,3,0,0,0,3,0,0,0,8,0,10,6,0,7,3,0,0,0,37,10,21,3,0,9,0,0,0,0,47,22,13,0,3,6,4,0,0,3,51,6,9,3,7,5,3,0,0,0,32,0,5,0,0,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,61,11,16,33,16,9,6,3,197
2114804,0,0,0,0,0,5,0,3,0,10,0,4,0,0,0,4,0,0,0,22,3,15,3,0,6,3,0,0,0,38,6,25,0,0,5,3,0,0,3,56,12,25,6,3,10,4,0,0,3,58,4,18,0,0,6,3,0,0,0,37,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,91,17,11,33,28,0,7,4,223
2114805,0,0,0,0,0,0,0,3,0,5,0,0,3,0,4,5,0,0,0,16,6,7,0,3,5,0,0,3,0,29,8,19,0,3,0,3,0,0,0,35,4,9,0,3,5,0,0,0,0,26,3,5,3,0,7,3,0,0,0,20,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,53,7,11,30,8,4,7,0,143
2114806,0,0,0,3,3,6,0,0,0,16,4,5,5,3,4,3,0,3,0,25,6,9,3,3,5,3,0,0,0,35,9,21,4,3,6,7,0,0,0,45,11,20,0,0,3,0,0,0,0,46,4,15,6,0,7,0,0,0,0,34,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,68,16,20,26,26,4,5,5,212
2114807,0,0,0,4,3,10,0,4,0,18,0,5,3,3,0,10,0,0,0,21,8,10,3,3,3,5,0,0,0,34,8,14,3,3,6,3,0,0,0,38,21,28,7,5,9,3,0,4,0,71,12,19,3,0,3,3,3,0,0,45,0,6,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,80,20,26,23,36,3,5,3,238
2114808,0,0,0,3,0,5,0,0,4,17,0,0,3,3,3,9,0,0,0,21,0,11,0,0,6,0,0,0,0,28,6,16,0,3,0,3,0,0,0,28,17,27,0,3,9,9,0,0,3,70,11,15,0,0,6,0,0,0,0,40,4,7,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,79,7,21,24,27,0,0,9,214
2114809,0,0,0,3,0,3,0,4,0,8,0,5,0,0,0,7,0,0,0,13,3,9,0,3,4,3,0,0,0,26,8,7,0,0,0,0,0,0,0,22,15,13,0,6,8,0,3,0,0,52,10,22,0,0,4,0,0,0,0,42,3,8,0,0,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,37,59,12,17,22,15,3,3,3,173
2114810,0,0,0,4,0,3,0,0,0,7,0,5,0,0,0,4,0,0,0,12,0,3,0,3,0,4,0,0,0,8,3,12,3,0,0,0,0,0,0,19,8,16,0,3,5,4,0,0,0,41,7,5,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,44,4,11,13,18,0,3,0,116
2114811,0,0,0,6,0,8,0,0,0,17,3,3,0,0,0,4,0,0,0,12,0,15,0,0,3,4,0,0,0,27,6,9,0,0,3,0,0,0,0,23,20,22,3,4,6,4,0,0,0,68,5,8,6,8,4,3,3,3,0,41,0,5,0,0,4,0,0,0,0,12,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,41,68,6,18,25,23,5,6,5,197
2114812,0,0,0,3,0,5,0,0,0,6,0,7,3,6,7,8,0,0,0,28,3,17,4,0,0,3,0,3,0,35,0,20,7,4,9,0,0,0,0,35,12,33,5,6,6,5,0,0,0,73,12,15,3,3,10,0,0,0,0,39,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,95,21,14,25,24,3,10,3,216
2114813,0,0,0,0,0,3,0,0,0,3,0,3,0,5,6,10,0,0,0,22,7,3,4,0,6,0,0,3,0,22,5,11,0,3,0,5,0,3,0,30,19,13,4,0,5,5,3,8,0,56,10,19,4,3,6,0,3,3,0,50,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,52,13,16,21,25,11,23,4,185
2114814,0,0,0,3,0,3,0,0,0,10,0,4,3,0,3,10,0,3,0,27,3,6,4,0,4,0,0,0,0,20,3,8,0,3,3,0,0,0,4,25,5,15,3,3,4,4,3,0,5,47,10,6,0,8,3,3,0,0,0,31,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,48,14,15,27,22,4,10,8,170
2114815,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,11,0,12,3,0,3,0,0,0,0,27,5,17,0,3,7,3,4,0,0,40,8,16,4,3,10,8,0,0,3,55,8,10,0,3,3,0,0,0,0,25,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,54,9,17,26,16,3,8,3,164
2114816,0,0,0,0,0,10,0,0,0,9,0,13,7,3,0,8,0,0,0,37,0,5,3,0,4,3,0,0,0,26,19,8,0,0,0,0,0,3,0,39,13,30,8,4,7,6,0,5,0,73,8,13,6,4,4,3,3,4,0,49,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,79,28,15,21,31,6,13,7,237
2114817,0,0,0,0,0,6,0,0,0,9,4,8,3,6,0,3,0,0,0,22,8,30,3,5,14,3,0,3,0,75,9,16,3,0,0,0,0,3,0,38,20,23,4,4,5,0,0,3,0,65,10,7,3,3,5,3,3,0,0,37,7,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,53,94,19,18,29,26,3,15,8,264
2114818,0,0,0,3,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,7,5,5,0,0,4,0,0,0,0,15,4,8,3,0,3,4,0,0,0,29,5,6,0,0,4,6,0,0,0,25,3,5,0,3,3,0,0,0,0,18,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,10,15,14,8,3,3,0,104
2114819,0,0,0,0,0,6,0,0,0,3,0,5,0,5,3,4,0,0,0,24,5,19,3,3,3,4,0,0,0,40,8,4,0,0,0,0,0,0,0,16,11,21,3,6,7,0,0,4,0,47,0,16,3,4,3,0,3,4,0,33,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,70,11,20,19,14,3,9,4,175
2114820,0,0,0,3,0,0,0,0,0,6,0,3,0,0,4,3,0,3,0,12,3,8,6,0,6,3,0,0,0,26,7,16,0,0,0,0,0,0,0,24,5,10,3,3,3,0,0,0,0,26,3,5,0,3,4,0,0,0,0,12,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,11,8,20,14,4,3,6,119
2114821,0,0,0,0,0,6,0,0,0,17,0,0,0,0,0,3,0,0,0,13,0,11,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,9,4,16,3,3,3,3,0,0,0,37,6,16,5,0,4,0,0,0,0,33,0,4,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,54,13,5,18,26,0,9,0,142
2114822,0,0,0,0,0,3,0,0,0,9,0,4,0,5,0,8,0,3,0,23,6,15,0,0,0,3,0,0,0,20,10,9,0,0,3,3,0,0,0,31,17,22,0,0,5,10,0,0,0,64,15,25,4,0,4,3,0,0,0,49,3,4,0,0,7,0,0,0,0,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,82,9,7,25,29,0,3,3,218
2114823,0,0,0,0,0,6,0,0,0,15,0,9,4,0,6,7,0,0,0,19,7,10,0,0,9,5,0,3,3,37,5,17,0,0,7,3,0,0,0,36,17,18,4,3,4,0,3,0,4,55,8,21,3,0,8,4,0,0,0,40,0,6,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,72,7,12,39,25,7,4,10,215
2114824,0,0,0,0,0,5,0,0,0,12,3,3,0,3,0,3,0,4,0,22,0,8,0,3,3,0,0,0,0,13,4,10,0,5,3,5,0,0,3,35,5,23,8,6,9,6,0,0,0,54,0,11,3,3,3,0,0,0,0,20,0,4,0,0,6,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,57,12,18,25,22,4,7,8,168
2114825,0,0,0,3,0,10,0,0,0,9,0,4,0,3,4,5,0,0,0,18,0,3,3,0,3,3,0,0,0,20,16,19,0,0,7,0,0,0,0,36,20,14,0,0,8,10,0,0,0,62,8,20,0,3,7,0,0,0,0,36,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,66,10,10,28,26,0,6,8,199
2114826,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,3,0,0,0,6,0,8,3,0,3,0,0,0,0,22,7,17,0,4,4,3,0,0,0,44,10,17,3,3,10,6,0,0,0,45,6,12,0,4,3,0,0,0,0,22,3,5,0,0,3,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,60,10,12,22,15,0,6,3,149
2114827,0,0,4,0,3,4,0,3,0,12,0,7,0,3,3,3,0,0,0,16,4,12,9,0,3,3,0,4,0,45,16,28,6,3,5,3,0,0,0,57,26,19,11,6,4,8,0,0,0,77,3,17,5,3,4,3,3,3,0,39,0,6,0,0,4,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,51,85,30,15,27,28,9,11,3,256
2114828,0,0,0,6,0,6,0,3,0,15,3,0,3,7,6,5,0,5,0,23,5,14,7,6,11,5,0,3,3,50,14,30,3,0,3,0,0,0,0,56,13,24,0,8,12,4,0,3,0,74,9,22,3,4,11,7,0,4,0,55,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,100,18,37,39,26,3,18,4,286
2114829,0,3,0,0,0,6,0,0,0,8,0,6,0,3,3,3,0,3,0,14,0,4,3,0,3,0,0,0,0,13,9,20,5,0,0,3,0,0,0,44,9,17,8,3,10,0,0,3,0,46,3,18,4,0,3,0,0,4,0,37,0,3,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,72,13,10,27,11,0,5,0,173
2114830,0,0,0,3,0,3,0,3,0,10,0,5,7,5,3,3,0,3,0,21,3,9,0,0,4,0,0,0,0,20,12,12,3,3,5,3,0,0,0,41,14,24,3,3,13,7,0,3,0,67,10,13,3,0,7,4,0,3,0,36,0,4,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,65,18,18,30,13,3,9,5,202
2114831,0,0,0,0,0,9,0,3,0,18,0,13,5,0,3,14,0,4,0,34,7,7,3,0,3,0,0,0,0,24,6,16,4,5,3,0,0,3,0,47,20,25,5,0,10,6,3,5,4,74,13,28,0,0,11,7,0,4,0,51,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,88,17,17,28,34,7,14,7,254
2114832,0,0,3,5,0,10,0,0,0,15,4,8,0,14,3,11,0,3,0,40,3,11,3,4,10,3,0,0,0,38,5,14,0,0,11,0,0,4,0,39,18,30,3,3,8,8,0,0,0,74,5,16,3,8,3,4,0,0,0,36,5,4,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,76,14,32,37,40,8,14,3,253
2114833,0,0,0,3,0,7,0,4,0,13,0,0,4,7,3,9,0,3,0,26,0,6,0,3,3,0,0,0,0,16,6,8,6,0,6,3,0,0,0,26,31,30,3,3,10,3,0,3,0,86,9,14,0,0,0,3,0,0,0,25,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,41,74,16,16,25,27,0,8,5,210
2114834,0,0,0,0,3,3,0,5,0,11,0,0,0,4,0,10,0,0,0,15,7,3,0,0,0,0,0,0,0,17,12,15,0,0,0,3,0,0,0,30,9,18,3,0,9,3,0,0,3,53,6,14,0,0,4,3,3,4,0,37,5,4,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,63,9,9,23,24,3,13,3,177
2114835,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,7,3,0,0,3,0,0,0,0,19,14,8,3,0,0,0,0,3,0,33,6,11,3,3,4,0,0,0,0,34,3,4,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,9,11,11,4,0,7,0,111
2114836,0,0,3,0,0,0,0,3,0,6,0,7,0,0,0,7,0,3,0,15,0,4,0,4,0,0,0,0,0,11,14,10,0,0,0,0,0,0,0,19,4,18,0,0,3,3,0,0,0,33,7,10,6,0,8,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,41,11,9,10,15,0,9,0,130
2114837,0,0,0,0,0,4,0,0,0,7,0,3,0,7,0,0,0,0,0,18,5,6,0,0,0,0,0,0,0,11,3,11,0,0,0,0,0,0,0,12,11,8,0,0,4,7,0,0,0,36,3,15,0,0,0,4,0,0,0,26,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,48,3,8,5,10,3,0,0,111
2114838,0,0,0,3,0,4,0,0,0,7,0,6,3,3,0,0,0,0,0,11,3,16,3,3,4,4,0,0,0,41,7,13,0,3,6,0,0,3,0,35,15,18,3,7,8,0,3,5,0,63,0,12,3,0,3,0,3,3,0,32,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,70,13,18,25,11,5,13,3,192
2114839,0,0,0,3,0,7,0,3,0,13,0,5,3,3,5,7,0,0,0,22,0,20,0,0,5,3,0,0,0,25,5,23,7,0,3,4,0,0,0,52,9,13,3,3,12,7,0,6,0,52,14,14,0,0,10,0,0,4,0,41,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,89,13,15,30,24,0,11,4,221
2114840,0,0,0,3,0,3,0,0,0,11,0,4,0,5,6,3,0,3,0,16,0,11,0,0,3,0,0,0,0,17,6,12,0,3,4,3,0,0,0,33,16,31,0,3,4,4,0,0,0,51,3,14,3,4,3,0,0,0,0,23,3,3,0,0,4,0,3,0,0,15,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,33,76,9,10,27,17,3,5,0,175
2114841,0,0,0,3,3,7,0,0,0,17,0,4,0,4,0,8,0,4,0,23,0,17,3,4,0,0,0,0,0,22,15,22,4,4,9,0,0,5,0,54,10,25,0,0,13,4,0,0,0,58,5,12,3,4,12,3,0,3,0,40,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,82,12,16,31,25,0,15,0,218
2114842,0,0,0,0,0,3,0,0,0,4,0,0,0,3,3,3,0,3,0,11,0,6,0,0,7,0,0,0,0,18,7,11,3,4,0,3,0,0,0,34,6,19,0,3,5,5,0,0,0,43,0,5,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45,13,15,16,14,4,4,0,132
2114843,0,0,0,3,0,4,0,3,0,11,0,4,0,8,0,0,0,3,0,18,4,8,0,0,0,3,0,0,3,18,10,10,0,0,8,6,0,0,4,31,15,16,6,3,3,7,3,3,0,54,6,3,0,0,3,0,0,0,0,17,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,45,11,13,23,21,3,7,8,157
2114844,0,0,0,9,0,7,0,0,0,11,0,3,0,4,5,0,0,0,0,15,0,9,0,0,0,0,0,0,0,8,7,7,4,3,3,0,0,0,0,27,7,12,5,0,10,3,0,3,0,41,0,17,0,0,3,3,0,0,0,35,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,55,14,18,18,8,0,7,5,148
2114845,0,0,0,0,3,8,0,0,0,14,0,10,3,0,4,5,0,5,0,32,4,12,3,3,3,3,0,0,0,38,6,19,0,0,4,3,0,4,0,41,11,17,3,0,12,4,3,3,3,58,6,17,0,4,3,3,3,0,0,35,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,73,14,16,30,25,7,10,3,214
2114846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114848,0,0,0,0,0,3,0,0,0,3,3,6,0,4,3,3,0,3,0,22,0,3,0,0,0,4,0,0,0,10,7,6,6,0,5,0,0,0,0,26,8,12,3,0,3,7,0,0,0,36,7,18,3,0,5,0,0,0,0,34,3,7,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,48,10,15,20,19,3,13,0,154
2114849,0,0,0,0,0,3,0,0,0,8,0,10,0,0,4,0,0,0,0,14,3,13,5,3,3,3,0,3,3,36,9,12,3,0,3,0,0,4,0,33,7,7,5,3,3,0,0,0,0,29,5,4,0,6,3,3,0,4,0,22,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,50,8,18,20,12,0,13,4,144
2114850,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,10,7,21,3,3,6,5,3,0,0,52,4,12,0,3,6,10,0,0,0,36,6,13,0,0,9,3,0,3,0,32,9,10,0,3,5,0,0,0,0,33,3,7,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,31,62,7,21,28,27,4,4,3,177
