SA1_7DIGITCODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
2104714,0,0,0,0,0,5,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,13,5,27,0,49
2104715,0,9,6,7,3,25,0,0,3,0,7,0,15,0,0,0,0,0,0,0,0,0,0,3,5,0,15,0,0,3,0,7,0,11,10,3,48,56,80,9,206
2104716,0,12,3,3,0,21,0,4,9,8,8,3,31,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,3,8,3,0,11,3,8,36,37,106,9,193
2104717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104718,3,3,3,0,0,10,0,0,3,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,3,6,15,22,36,5,93
2104719,0,5,3,3,0,12,0,0,8,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,19,14,45,4,92
2104720,0,0,5,0,0,6,3,0,8,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,10,4,18,17,27,7,81
2104721,0,10,4,3,0,17,0,0,5,6,5,3,22,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,0,3,3,9,31,24,56,5,130
2104722,0,0,0,0,0,6,0,0,3,3,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,24,13,39,3,86
2104723,3,14,4,12,0,34,11,0,10,11,4,3,41,0,0,5,0,0,0,3,0,0,0,3,4,0,9,0,0,0,0,0,4,3,27,8,72,28,85,9,219
2104724,6,6,3,3,0,23,4,3,10,10,3,0,36,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,16,42,39,50,3,160
2104725,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,4,0,21,3,32
2104726,0,3,0,5,0,7,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,9,14,24,3,54
2104727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2104728,0,3,0,5,0,10,0,3,5,5,17,0,28,0,0,0,0,3,0,3,0,0,0,3,8,0,11,0,0,0,0,0,0,0,5,3,24,14,76,4,136
2104729,9,15,0,3,0,39,8,9,17,5,0,0,33,0,0,0,0,0,0,3,0,0,3,3,0,0,8,0,0,7,0,0,0,7,18,18,80,29,34,7,194
2104730,4,3,0,0,0,13,6,0,18,6,4,0,32,0,0,4,0,3,0,6,0,0,0,3,0,0,5,0,0,0,0,3,0,7,14,6,60,26,40,4,159
2104731,0,7,4,5,0,19,0,4,17,3,4,0,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,13,68,22,31,3,157
2104732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104733,0,3,0,0,0,3,0,0,3,0,3,0,11,0,0,0,0,3,0,3,0,0,0,0,4,0,3,0,0,0,3,0,0,4,4,0,14,16,33,7,74
2104734,0,0,3,0,0,4,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,4,3,23,20,25,0,71
2104735,0,5,4,3,0,10,0,3,6,10,4,3,27,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,4,0,6,8,7,24,28,43,11,117
2104736,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,7,3,19,9,43
2104737,0,3,3,0,0,7,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,4,19,10,37,3,79
2104738,3,3,0,3,0,12,0,3,4,7,6,4,21,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,0,0,0,3,3,7,22,17,63,7,123
2104739,3,7,3,0,0,11,0,0,6,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,3,0,5,4,5,26,22,37,4,98
2104740,0,5,4,0,0,7,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,3,3,17,20,35,6,82
2104801,0,3,5,0,0,9,0,5,3,8,7,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,4,16,18,37,4,88
2104802,3,3,0,0,0,8,0,0,3,3,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,16,10,40,0,75
2104803,8,14,3,3,0,25,0,0,7,6,18,0,34,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,3,0,8,4,7,38,35,115,7,210
2104804,0,8,3,0,0,18,0,0,15,7,8,0,33,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,4,0,7,9,11,56,31,88,4,188
2104805,0,0,3,3,0,12,0,0,5,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,3,8,18,21,61,4,118
2104806,0,3,0,3,0,5,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,8,0,19,6,32,0,64
2104808,4,8,3,0,0,11,4,0,16,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,13,14,56,15,41,9,143
2104809,0,0,0,0,0,8,0,0,3,4,3,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,10,29,8,62
2104810,0,4,0,4,0,10,0,0,3,7,10,0,20,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,4,3,3,18,21,61,4,103
2104811,3,3,3,0,0,11,0,0,9,9,10,0,27,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,5,0,4,0,4,17,19,57,7,116
2104812,3,4,0,0,0,7,0,3,3,5,3,0,14,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,4,0,3,0,10,19,13,38,3,75
2104813,3,14,4,3,0,22,4,0,13,12,9,0,41,0,0,3,4,0,0,9,0,0,0,0,6,0,9,0,0,0,0,5,3,10,7,9,37,42,93,13,200
2104814,4,4,0,0,0,14,3,5,0,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,6,18,19,33,0,78
2104815,0,0,0,0,0,3,0,0,4,7,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,4,3,15,14,20,0,57
2104816,3,13,3,3,0,17,0,0,11,17,16,0,45,0,0,0,0,0,0,3,0,0,0,0,5,0,6,0,0,0,0,3,0,6,5,3,36,42,79,6,172
2104817,8,11,3,0,0,23,0,0,3,3,11,3,21,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,3,0,3,11,8,33,34,70,10,163
2104818,0,0,3,3,0,11,0,0,11,5,0,0,21,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,3,18,15,29,4,71
2104819,0,4,3,0,0,17,0,4,0,6,5,0,17,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,6,6,15,20,51,6,106
2104820,3,4,3,0,0,9,0,0,5,4,11,5,26,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,4,9,20,64,6,104
2104821,0,3,3,3,0,8,3,0,5,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,0,5,3,0,13,20,46,8,87
2104822,3,0,0,0,0,7,0,3,6,3,7,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,3,4,8,18,10,40,3,80
2104823,0,15,6,4,0,30,0,9,22,10,13,0,50,0,0,0,4,0,0,3,0,0,0,4,9,0,10,0,0,0,0,4,0,4,9,10,55,48,103,3,228
2104824,0,3,0,0,0,10,0,3,0,3,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,12,13,27,3,60
2104825,4,4,4,0,0,17,0,0,9,4,11,0,24,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,4,0,5,3,4,20,21,62,0,114
2104826,0,0,0,0,0,4,0,0,0,3,6,0,8,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,11,16,37,0,69
2104827,3,3,0,0,0,7,0,0,4,3,8,0,12,0,0,0,0,3,0,3,0,0,0,0,4,0,7,0,0,0,0,0,0,4,0,4,19,12,38,0,76
2104828,0,7,3,0,0,13,0,0,7,6,17,0,29,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,7,5,3,22,23,58,7,112
2104829,0,7,0,0,0,12,0,3,9,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,29,19,38,8,104
2104830,0,3,0,3,0,4,0,0,0,5,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,18,36,3,67
2104831,0,0,0,3,0,4,0,3,7,7,3,0,18,0,3,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,3,3,7,20,7,30,3,66
2104832,7,17,3,5,3,36,3,3,23,17,29,0,74,0,0,3,0,0,0,3,0,0,0,4,9,0,17,0,0,4,0,15,0,16,17,12,92,69,204,18,408
2104833,0,0,0,0,0,5,3,4,10,4,6,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,9,16,8,32,20,20,5,89
2104901,3,15,3,0,0,25,3,0,5,10,0,0,14,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,40,24,31,8,120
2104902,3,5,0,0,0,14,3,0,4,4,3,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,3,23,25,41,11,116
2104903,0,13,3,0,0,20,4,0,8,3,0,0,16,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,7,17,4,47,20,22,4,116
2104904,4,12,3,3,0,25,3,4,13,13,0,0,32,0,0,3,0,0,0,4,0,0,0,0,8,0,9,0,0,3,0,4,0,6,17,15,62,33,54,9,193
2104905,6,9,3,6,0,32,3,3,15,5,3,0,25,0,0,3,3,10,0,17,0,0,3,0,3,0,4,0,0,3,0,0,0,7,20,6,66,34,82,3,219
2104906,5,4,0,3,0,22,0,0,11,3,0,0,19,0,0,0,0,0,0,6,0,0,3,3,4,0,7,0,0,3,0,0,0,5,16,17,58,26,35,10,161
2104907,0,10,4,0,0,12,3,0,8,4,0,0,14,0,0,3,0,0,0,3,0,0,0,0,6,0,6,0,0,0,3,3,0,5,6,3,37,21,45,0,120
2104908,6,7,0,0,0,18,0,3,8,3,0,3,18,0,0,4,0,4,0,8,0,0,0,3,3,0,5,0,0,6,0,0,0,8,14,11,69,33,63,16,204
2104909,8,16,3,0,0,34,3,0,9,9,3,0,29,0,0,0,0,6,0,10,0,0,0,0,4,0,6,0,0,0,0,0,3,6,12,17,66,25,42,10,171
2104910,0,11,0,0,0,21,4,0,10,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,6,16,4,54,20,31,3,129
2104911,3,6,3,3,0,14,0,3,13,4,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,9,11,42,27,51,3,144
2105001,3,4,0,3,0,16,0,0,5,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,6,9,24,18,30,0,93
2105002,3,8,3,3,0,21,0,0,10,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,37,9,26,3,97
2105003,4,9,0,0,0,21,4,0,7,8,5,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,12,7,44,22,38,0,132
2105004,3,7,0,0,0,16,3,3,11,8,8,0,41,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,9,51,26,59,7,154
2105005,10,14,8,3,3,30,3,4,13,3,7,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,5,18,45,34,56,3,159
2105006,3,8,7,0,3,20,9,0,12,3,3,0,34,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,4,0,0,3,8,17,12,46,21,25,12,137
2105007,0,5,0,0,0,15,0,0,7,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,26,21,32,3,84
2105008,3,9,7,4,0,21,0,4,10,3,12,0,28,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,3,5,13,51,16,48,3,131
2105009,0,20,3,3,0,34,0,3,15,4,8,0,36,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,61,33,52,3,168
2105010,3,10,3,0,0,24,0,0,4,4,0,0,12,0,0,4,0,3,0,5,3,0,0,0,0,0,4,0,0,0,0,3,0,6,7,5,30,12,28,3,89
2105011,9,11,3,0,0,23,0,4,14,6,8,0,27,0,0,0,0,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,0,3,6,12,44,21,38,5,127
2105012,3,7,0,0,0,17,7,3,12,4,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,11,8,39,15,60,3,143
2105013,0,10,0,0,0,15,4,0,10,6,10,0,27,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,31,25,42,3,117
2105014,3,11,3,3,0,25,0,5,14,6,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,10,15,40,29,48,0,141
2105015,3,6,0,0,0,17,3,3,9,3,9,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,10,15,35,14,42,3,120
2105016,6,12,0,3,0,28,3,0,13,6,3,0,30,0,0,0,3,0,0,5,0,0,0,0,3,0,6,0,0,5,0,0,0,6,16,13,60,22,59,7,178
2105017,8,3,5,3,0,23,8,3,8,0,0,0,20,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,3,22,11,43,25,43,4,145
2105018,0,12,9,0,0,25,0,3,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,9,10,49,24,34,7,135
2105019,5,15,3,0,0,27,4,3,5,6,3,3,20,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,7,14,10,35,30,45,5,143
2105020,3,9,3,0,0,26,3,3,13,0,6,3,27,0,0,3,0,0,0,7,0,0,0,0,8,0,7,0,0,0,0,4,0,7,22,10,55,30,63,11,193
2105021,3,11,4,0,0,24,7,3,4,4,5,0,24,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,7,43,27,40,3,134
2105022,3,11,4,4,0,30,8,8,9,8,4,0,32,0,0,0,0,3,0,3,0,0,0,3,3,0,6,0,0,3,0,0,0,4,11,13,59,33,66,5,192
2105023,10,14,7,0,0,28,6,3,14,8,3,0,39,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,4,0,5,17,12,58,34,54,3,169
2105024,6,13,7,0,0,39,9,3,12,3,4,3,32,0,0,3,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,3,22,14,58,36,42,7,173
2105025,0,4,0,3,0,14,0,0,6,8,3,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,8,3,29,22,37,0,100
2105026,6,6,0,4,3,26,6,0,9,3,9,3,33,0,0,0,0,0,0,6,0,0,0,0,3,0,7,0,0,0,0,0,0,4,17,7,40,26,66,6,166
2105028,0,4,0,0,0,8,0,3,13,4,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,9,28,17,35,3,91
2105029,3,7,3,0,0,25,0,0,10,8,8,0,34,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,5,0,4,13,7,45,40,66,5,173
2105030,4,4,0,0,0,13,0,0,6,3,0,0,17,0,0,0,3,0,0,3,0,0,3,0,3,0,4,0,3,0,0,0,0,3,6,4,35,15,33,3,94
2105031,4,12,4,0,0,25,6,4,13,3,0,7,30,0,0,3,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,5,25,16,59,23,24,12,158
2105032,0,18,6,3,0,32,6,5,18,8,4,0,46,0,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,0,0,0,7,28,15,89,42,46,3,217
2105033,3,0,4,0,0,5,9,0,8,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,32,10,14,0,71
2105034,0,7,0,0,0,11,9,3,10,0,0,0,25,0,0,3,0,3,0,8,0,0,0,0,3,0,3,0,0,3,0,3,0,11,15,12,52,13,27,3,120
2105035,3,16,4,3,0,25,7,4,16,7,3,0,31,0,0,4,0,0,0,3,0,0,0,4,7,0,12,0,0,0,3,3,0,7,15,10,59,38,84,0,205
2105036,10,19,4,0,0,38,13,10,19,7,11,0,51,0,0,0,0,3,0,6,0,0,3,0,3,0,5,0,0,0,5,0,0,10,19,23,66,34,65,3,218
2105037,4,29,4,8,0,51,0,9,24,17,14,0,66,0,0,0,0,0,0,0,0,0,6,7,7,0,16,0,0,0,0,7,0,12,12,25,124,78,164,11,416
2105039,3,8,3,0,0,15,0,0,7,9,7,3,27,0,0,0,0,0,0,3,0,0,3,0,5,0,7,0,0,0,0,0,0,0,7,4,36,22,53,5,130
2105040,3,6,4,3,0,26,3,0,12,3,6,0,29,0,0,0,0,0,0,3,0,0,0,0,6,0,8,0,0,0,0,4,0,3,25,4,52,33,63,3,183
2105041,0,0,0,3,0,13,0,0,4,3,3,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,4,15,17,31,7,79
2105043,17,88,22,16,0,156,19,15,67,43,39,7,190,0,0,4,4,11,0,16,0,0,6,5,22,0,41,0,0,3,9,18,6,39,68,51,312,232,480,36,1174
2105044,3,10,0,0,0,18,4,0,4,0,0,0,11,0,0,3,0,3,0,4,0,0,0,0,7,0,7,0,0,0,0,3,0,4,12,7,28,14,39,4,98
2105045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105046,6,11,0,3,0,32,3,9,12,6,10,0,35,0,0,0,0,4,0,5,0,0,0,0,8,0,10,0,0,0,0,0,0,0,5,23,43,25,64,5,163
2105047,11,17,0,3,0,24,3,0,8,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,4,3,10,41,37,52,0,144
2105048,0,0,3,3,0,6,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,5,18,19,22,0,69
2105049,0,7,6,0,0,20,5,3,24,4,5,8,44,0,0,4,3,3,0,12,0,0,0,0,0,0,3,0,0,3,0,3,0,9,23,7,80,38,56,13,218
2105050,3,19,3,3,0,35,0,4,4,3,9,0,28,0,0,0,0,0,0,3,0,0,3,0,4,0,4,0,0,0,0,0,0,3,10,10,48,30,68,7,176
2105051,3,15,4,3,0,30,4,3,11,5,13,5,50,0,0,0,0,3,0,3,0,0,3,3,0,0,5,0,0,0,0,0,0,0,17,12,50,38,82,8,205
2105101,3,5,0,0,0,8,0,0,7,3,8,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,9,3,29,16,43,11,112
2105102,0,0,0,0,0,6,0,0,3,3,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12,20,6,57
2105103,0,6,0,0,0,11,0,0,3,0,7,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,0,11,4,26,7,53
2105104,3,3,0,3,0,14,0,0,8,12,11,0,24,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,3,4,5,5,19,32,61,5,122
2105105,0,0,0,3,0,0,0,0,3,5,3,0,12,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,15,3,38
2105106,3,6,0,0,0,9,0,0,4,0,9,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,0,5,19,10,31,5,77
2105107,0,0,3,0,0,10,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,14,33,3,58
2105108,0,0,0,3,0,10,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,5,31,10,73
2105109,3,8,7,0,0,21,3,4,3,5,11,3,19,0,0,0,0,3,0,3,0,0,0,0,3,0,5,0,0,3,0,3,0,5,9,8,39,36,82,11,183
2105110,0,3,0,0,0,9,0,0,6,4,4,3,14,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,25,11,30,5,81
2105111,3,5,0,0,0,18,0,0,6,4,8,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,7,35,19,44,4,116
2105112,0,5,3,4,0,19,3,6,7,4,8,0,24,0,0,0,0,0,0,3,0,0,0,0,10,0,8,0,0,0,0,4,7,11,3,3,36,35,75,13,159
2105113,0,3,0,3,0,4,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,6,4,0,8,5,24,3,53
2105114,0,0,4,0,0,4,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,5,7,15,13,38,8,77
2105115,0,9,3,0,0,12,0,0,10,3,10,3,25,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,4,3,20,10,53,8,101
2105116,3,0,0,3,0,6,3,0,7,8,10,3,27,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,4,0,7,9,4,32,29,64,19,159
2105117,0,3,0,0,0,8,3,0,0,6,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,7,6,19,20,3,67
2105201,0,3,0,0,0,12,3,0,9,3,0,0,10,0,0,4,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,11,34,16,9,5,77
2105202,0,7,0,0,0,12,6,0,9,3,0,0,20,0,0,4,0,0,0,4,0,0,0,3,0,0,4,0,0,0,0,0,0,3,14,5,51,19,19,3,110
2105203,0,3,0,0,0,3,0,0,3,3,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,19,9,29,3,70
2105204,0,10,6,0,0,14,6,3,17,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,16,7,47,24,26,3,127
2105205,0,11,0,0,0,15,3,0,7,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,10,10,34,7,17,0,83
2105206,0,17,0,3,0,22,3,0,11,5,3,0,29,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,15,5,49,28,34,3,135
2105207,3,13,3,0,0,25,3,3,9,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,18,12,48,29,46,4,155
2105208,0,4,3,0,0,16,3,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,11,5,23,29,17,0,90
2105209,0,3,0,0,0,5,3,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,9,8,25,4,18,3,68
2105210,0,3,0,0,0,14,0,0,3,0,0,0,6,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,33,16,19,4,89
2105211,0,4,3,0,0,12,0,0,8,5,3,0,14,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,7,37,15,40,3,111
2105301,4,17,3,3,0,29,0,3,14,11,4,0,30,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,5,5,7,41,38,45,9,152
2105302,0,13,8,0,0,26,0,8,16,8,3,0,31,0,0,0,0,4,0,4,0,0,0,5,0,0,5,0,0,3,3,0,0,9,23,17,78,44,70,14,240
2105303,3,19,3,0,0,36,5,3,27,9,4,0,44,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,10,22,12,107,19,57,4,225
2105304,0,3,0,0,0,6,0,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,3,7,3,36,9,9,3,69
2105305,3,19,3,3,0,42,0,8,16,8,6,0,38,0,0,0,3,3,0,3,0,0,3,3,3,0,6,0,0,0,0,3,0,7,11,13,90,39,71,10,229
2105306,0,12,0,3,0,27,0,3,5,9,3,3,21,0,0,0,0,8,0,8,0,0,0,0,3,0,8,0,0,4,0,9,0,7,13,11,72,34,79,3,215
2105307,4,19,3,3,0,34,7,8,21,3,3,0,37,0,0,0,0,0,0,5,0,0,0,0,4,0,3,0,0,3,0,3,0,3,24,21,75,29,46,7,199
2105308,4,18,0,0,0,22,3,9,12,8,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,52,17,31,6,140
2105309,0,13,0,0,0,19,3,5,15,4,7,0,33,3,0,0,0,0,0,4,0,0,0,3,0,0,5,0,0,3,0,3,0,8,13,12,59,32,52,3,169
2105310,8,19,3,3,3,47,5,0,20,6,3,0,37,0,0,0,5,0,0,3,0,0,3,4,10,0,11,0,0,0,3,3,0,9,26,13,94,54,73,4,276
