SA1_7DIGITCODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
2131114,0,8,15,24,13,4,0,0,0,60,0,3,19,16,10,0,0,0,0,48,0,0,14,15,11,3,0,0,0,47,0,0,3,8,3,0,0,0,0,19,0,0,10,7,0,0,0,0,0,16,0,0,3,3,0,0,0,0,0,9,11,9,22,24,14,13,5,0,0,89,99,118,228,223,131,76,27,4,3,907
2131116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,3,3,3,3,3,0,0,22
2131117,0,0,12,14,6,5,0,0,0,35,0,0,3,0,3,0,0,0,0,14,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,5,6,3,3,6,0,37,33,39,79,81,50,47,22,19,13,387
2131118,0,0,9,0,0,4,0,0,0,17,0,0,4,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,8,0,16,19,20,63,37,36,32,20,17,5,247
2131119,0,0,6,13,0,0,0,0,0,26,0,0,10,3,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,18,43,19,10,11,9,4,0,122,24,53,154,95,47,47,23,4,9,455
2131120,0,0,13,16,4,0,0,0,0,37,0,0,9,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,5,3,6,3,5,3,0,0,0,29,25,41,111,119,50,30,21,11,3,422
2131121,0,0,13,3,6,3,0,0,0,26,0,0,3,3,3,0,0,0,0,10,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,17,11,12,3,4,4,0,65,13,55,139,84,70,39,31,23,5,453
2131122,0,5,7,3,3,3,4,0,0,21,0,0,3,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,13,6,3,9,3,4,0,46,20,32,70,51,40,46,34,11,7,303
2131123,0,0,12,3,3,3,0,0,0,28,0,0,4,10,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,14,12,3,0,3,0,0,39,26,27,84,57,31,22,25,3,3,267
2131124,0,5,19,16,8,3,0,0,0,54,0,0,9,9,3,8,0,0,0,30,0,0,3,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,17,6,3,3,3,0,0,34,52,57,187,126,80,61,33,25,10,630
2131125,0,0,4,5,6,0,0,0,0,10,0,0,6,6,3,0,0,0,0,15,0,0,4,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,3,0,3,0,0,30,21,45,120,75,53,37,22,21,5,402
2131126,0,0,16,12,9,0,0,0,0,44,0,0,4,3,4,0,0,0,0,17,0,0,0,3,3,0,0,0,0,14,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,7,14,16,12,16,12,11,10,111,37,52,108,90,73,57,35,35,28,516
2131127,0,3,10,3,3,5,0,0,0,31,0,3,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,3,0,8,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,13,3,7,10,9,4,0,46,31,39,98,57,68,58,44,35,11,440
2131128,0,0,9,8,5,0,0,0,0,26,0,0,5,8,0,0,0,0,0,17,0,0,4,4,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,11,5,0,3,0,0,41,36,34,73,93,48,35,18,20,10,363
2131129,0,0,12,4,0,3,0,0,0,29,0,0,9,11,4,5,0,0,0,25,0,0,11,8,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,7,4,11,10,3,6,3,3,0,44,40,62,151,107,67,62,21,21,7,535
2131130,0,3,16,12,9,0,0,0,0,36,0,0,0,5,0,0,0,0,0,8,0,0,4,5,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,6,15,3,0,0,0,53,39,33,90,94,61,30,18,17,3,376
2131131,0,3,7,3,5,4,0,0,0,18,0,0,5,0,3,0,0,0,0,7,0,0,3,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,3,3,0,0,24,19,27,84,51,25,33,10,16,4,280
2131132,0,3,14,11,8,0,0,3,0,36,0,0,4,3,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,25,11,5,7,9,8,0,81,29,86,154,131,78,67,73,69,12,698
2131133,0,0,7,7,3,0,0,0,0,16,0,0,3,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,7,8,3,4,4,0,0,39,14,34,74,66,27,27,16,13,5,276
2131134,0,0,15,3,9,3,0,0,0,30,0,0,8,3,3,3,0,0,0,17,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,12,7,5,8,4,0,0,34,25,55,109,58,41,52,30,11,8,390
2131135,0,3,14,17,0,0,0,0,0,33,0,4,3,3,4,0,0,0,0,16,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,4,5,3,3,3,34,24,61,124,55,48,30,16,24,11,392
2131136,0,0,9,11,3,3,0,0,0,29,0,0,3,3,0,4,0,0,0,14,0,0,8,3,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,20,12,5,11,3,0,0,43,24,36,128,72,38,42,14,13,5,380
2131137,0,3,10,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,11,37,61,20,40,22,14,13,7,222
2131138,0,3,7,3,3,0,0,0,0,19,0,0,7,0,0,3,0,0,0,12,0,0,4,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,6,13,16,18,7,8,5,3,81,27,38,95,78,51,49,22,10,5,383
2131139,0,0,18,10,4,3,0,0,0,34,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,17,10,9,8,6,3,0,62,23,59,132,73,46,34,20,20,0,416
2131140,0,0,16,8,8,0,0,0,0,35,0,0,8,3,4,0,0,0,0,20,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,21,5,12,5,3,0,0,66,16,47,160,85,77,46,23,16,3,478
2131141,0,0,0,4,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,38,41,98,8,6,21,19,26,41,33,53,49,256
2131142,0,0,21,11,5,3,3,0,0,49,0,0,5,7,0,0,0,0,0,20,0,0,3,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,10,36,16,12,13,6,4,0,92,13,74,225,107,66,57,27,8,0,573
2131143,0,3,12,8,0,7,3,0,0,35,0,0,6,3,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,9,19,13,8,4,4,6,0,60,23,57,146,105,64,38,30,15,4,484
2131144,0,0,21,12,3,3,0,0,0,36,0,3,3,0,3,0,0,0,0,16,0,0,4,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,18,8,53,141,65,42,19,14,7,0,351
2131145,0,3,8,3,7,4,0,0,0,36,0,0,10,4,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,5,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,0,9,3,14,10,11,10,3,4,0,65,38,70,140,89,65,68,27,28,14,536
2131146,0,6,20,16,12,0,3,3,0,64,0,0,13,5,0,3,0,0,0,23,0,0,3,3,3,4,0,0,0,11,0,0,3,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,22,11,8,16,4,0,3,77,28,54,163,86,82,80,51,30,16,584
2131147,0,3,14,7,5,0,0,0,0,37,0,0,0,7,7,4,0,0,0,20,0,0,4,0,3,0,0,0,0,13,0,0,3,0,3,0,0,0,0,5,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,9,8,6,16,0,4,0,42,31,38,87,70,47,55,31,26,10,396
2131148,0,5,3,7,4,6,0,0,0,28,0,0,3,0,3,6,0,0,0,10,0,0,0,0,4,0,0,0,0,4,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,4,0,4,0,5,5,4,4,3,5,9,4,11,0,39,27,45,64,45,51,50,37,40,7,368
2131149,0,0,3,11,8,0,0,0,0,28,0,0,3,3,4,0,0,0,0,14,0,0,0,3,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,10,5,5,8,3,0,52,21,38,78,74,48,52,36,9,8,363
2131150,0,0,3,0,0,7,3,5,0,17,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,5,30,21,11,71,0,3,9,10,23,64,216,163,37,519
2131151,0,3,7,8,3,3,0,0,0,25,0,0,6,10,3,0,0,0,0,29,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,6,4,3,8,3,3,0,0,0,37,35,37,95,85,61,34,22,21,4,395
2131152,0,3,12,5,3,3,0,0,0,27,0,0,5,5,0,3,3,0,0,20,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,7,3,8,4,3,4,3,12,0,50,38,48,89,73,55,49,65,51,16,487
2131153,0,0,11,12,6,0,0,0,0,23,0,0,3,3,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,3,0,0,0,22,19,21,78,58,49,38,34,16,4,314
2131154,0,0,5,8,8,7,0,0,0,31,0,0,4,7,0,3,0,0,0,14,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,16,28,22,85,73,42,47,29,16,9,351
2131155,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,3,12,7,6,14,8,20,8,0,81
2131156,0,0,5,8,5,4,0,0,0,26,0,0,3,4,0,3,0,0,0,14,0,0,0,5,4,0,0,0,0,14,0,0,3,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,9,4,7,0,3,0,0,24,18,31,73,71,55,40,24,18,0,330
2131157,0,0,3,3,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,16,4,4,10,5,3,0,61,13,34,86,42,28,38,27,16,6,289
2131158,0,0,5,12,5,0,0,0,0,25,0,0,3,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,8,7,7,3,0,0,39,20,37,70,65,37,24,28,10,5,296
2131159,0,0,11,8,3,0,0,0,0,30,0,0,4,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,5,6,6,0,41,17,36,117,90,36,34,36,20,10,392
2131160,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,27,25,68,0,0,0,0,0,8,42,89,79,217
2131161,0,0,3,4,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,5,0,7,4,3,0,0,27,13,33,47,38,26,38,10,16,10,233
2131162,0,3,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19,0,3,4,3,8,9,10,24,79,29,20,40,34,39,42,33,36,43,321
2131163,0,8,64,28,13,10,0,0,0,124,0,3,31,11,6,3,0,0,0,57,0,0,20,3,9,3,0,0,0,35,0,0,12,8,0,3,0,0,0,26,0,0,9,4,6,0,0,0,0,27,0,0,4,3,0,0,0,0,0,9,3,6,43,20,4,5,3,0,0,92,44,153,469,190,141,83,19,5,0,1113
2131164,0,0,6,0,0,3,0,0,0,12,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,8,3,8,32,20,16,9,0,0,0,89
2131201,0,0,0,3,4,5,0,0,0,15,0,0,0,0,0,3,0,0,0,5,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,4,3,0,23,6,11,31,39,24,45,42,27,9,240
2131202,0,3,11,10,3,12,0,0,0,35,0,0,3,0,6,4,0,0,0,13,0,0,0,3,0,5,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,5,6,0,3,4,0,4,0,27,33,30,53,59,48,81,49,27,7,385
2131203,0,0,7,12,3,0,0,0,0,27,0,0,3,0,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,10,4,3,32,22,23,61,47,54,43,34,18,7,314
2131204,0,0,3,9,7,0,0,0,0,21,0,3,0,8,3,0,0,0,0,8,0,0,3,5,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,0,0,0,0,27,16,21,57,60,39,36,29,21,8,299
2131205,0,3,8,4,9,3,0,0,0,35,0,0,9,0,8,5,0,0,0,26,0,0,6,6,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,4,5,3,8,6,3,5,0,41,43,64,82,71,68,77,50,31,3,494
2131206,0,3,6,7,3,3,3,3,0,30,0,3,0,3,3,0,0,0,0,18,0,0,4,4,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,0,6,6,3,4,3,5,3,30,18,32,65,49,59,57,49,34,8,371
2131207,0,4,5,6,9,3,5,0,0,32,0,0,9,12,3,4,3,0,0,31,0,0,0,4,0,0,0,0,0,10,0,0,3,3,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,0,4,4,3,3,5,0,0,26,33,29,78,81,59,64,60,21,4,426
2131208,0,0,3,3,7,0,3,0,0,18,0,0,3,3,3,3,0,0,0,10,0,0,4,0,4,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,9,3,3,9,7,3,3,0,0,0,27,25,21,48,43,48,34,38,7,9,266
2131209,0,0,3,3,0,3,0,0,0,17,0,0,5,5,0,4,0,0,0,7,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,0,0,9,0,3,0,26,15,34,55,40,23,48,18,7,5,248
2131210,0,3,13,6,4,7,0,0,0,34,0,0,4,7,3,0,0,0,0,17,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,0,3,3,0,26,16,33,94,71,45,42,27,20,3,343
2131211,0,0,3,9,5,0,0,0,0,16,0,0,7,6,0,3,0,0,0,11,0,0,3,3,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,0,9,24,18,47,62,40,34,28,15,3,281
2131212,0,3,11,3,5,4,0,0,0,20,0,0,3,7,0,4,0,0,0,23,0,0,0,0,4,0,0,0,0,9,0,0,0,3,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,14,3,10,0,3,0,0,38,30,35,61,53,63,65,25,10,0,344
2131213,0,6,7,3,11,8,0,0,0,37,0,0,8,3,3,6,0,0,0,25,0,0,5,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,7,0,0,16,32,35,52,53,69,51,33,5,5,336
2131214,0,4,15,9,8,7,0,3,0,45,0,0,8,3,3,3,0,0,0,21,0,0,0,4,3,6,4,0,0,16,0,0,3,0,0,0,0,0,0,7,0,0,0,8,3,3,0,0,0,14,0,0,0,0,0,3,0,0,0,3,6,3,8,9,8,7,12,0,0,39,33,38,71,72,65,62,73,24,6,439
2131215,0,0,0,3,0,4,0,0,0,11,0,0,6,3,0,0,0,0,0,10,0,0,0,0,0,3,3,0,0,6,0,0,3,0,3,0,0,0,0,6,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,15,5,32,27,26,35,21,13,0,174
2131216,0,0,8,3,9,3,0,0,0,23,0,0,6,5,6,3,0,0,0,17,0,0,6,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,17,16,21,41,56,46,42,65,59,97,445
2131217,0,0,6,5,12,3,0,0,0,23,0,0,0,6,0,6,0,0,0,15,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,0,3,0,0,0,16,14,17,41,46,35,21,6,12,3,198
2131218,0,0,3,9,3,4,0,0,0,17,0,0,5,8,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,5,3,10,0,25,23,21,52,51,38,33,23,33,8,288
2131219,0,3,14,11,4,3,0,0,0,29,0,0,3,4,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,4,12,0,0,29,29,20,72,64,44,31,39,20,7,325
2131220,0,0,4,8,7,0,0,0,0,25,0,0,4,5,5,0,0,0,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,5,0,0,19,20,20,65,58,42,35,29,9,3,281
2131221,0,3,11,0,4,5,0,3,0,28,0,0,3,3,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,3,0,3,0,32,20,23,69,50,39,52,27,24,13,318
2131222,0,0,3,10,3,0,0,0,0,26,0,0,4,4,0,0,0,0,0,13,0,0,3,3,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,3,0,4,3,3,0,0,14,17,26,43,59,38,29,28,20,7,257
2131223,0,0,14,7,7,0,3,0,0,35,0,0,9,6,4,0,0,0,0,20,0,0,3,4,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,7,9,5,3,0,3,0,33,30,41,100,66,77,42,41,26,10,431
2131224,0,0,9,3,3,5,0,0,0,19,0,0,3,0,4,3,0,0,0,14,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,4,11,13,8,8,4,6,0,60,24,37,89,77,53,46,22,19,0,364
2131225,0,0,12,6,5,5,0,0,0,31,0,0,8,6,0,0,0,0,0,20,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,9,8,9,5,7,3,0,33,32,27,114,91,59,64,51,36,14,480
2131226,0,3,4,7,7,6,0,0,0,34,0,0,4,4,3,3,0,0,0,17,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,5,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,3,8,3,5,3,0,0,28,37,29,57,62,52,48,26,10,0,323
2131227,0,0,11,8,9,10,0,0,0,39,0,0,6,5,0,0,0,0,0,15,0,0,8,4,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,12,4,9,8,3,3,0,51,30,51,114,85,50,77,58,28,16,496
