SA1_7DIGITCODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
2131006,6,5,0,3,0,4,0,22,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,6,3,0,0,0,3,0,16,0,0,0,0,0,0,0,0,10,13,0,4,7,6,0,45,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,0,7,5,6,0,56
2131007,21,9,3,5,10,3,6,59,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,28,18,3,3,8,3,6,74,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,28,18,9,8,9,3,6,77
2131008,6,0,5,0,0,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,5,3,0,0,3,0,25,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,7,4,4,0,0,3,0,24
2131009,12,15,3,3,3,3,0,41,3,0,0,0,0,0,0,10,0,3,0,0,5,0,0,15,7,15,5,0,0,0,0,28,0,0,0,0,0,0,0,0,27,26,8,4,10,3,0,89,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,8,31,29,14,4,12,3,0,96
2131010,22,9,4,3,6,3,0,43,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,32,15,7,3,11,0,0,61,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,32,17,7,3,11,4,0,72
2131011,138,76,25,7,11,7,3,258,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,142,77,23,7,10,7,3,271,4,11,0,7,5,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,7,5,0,4,30,145,88,29,13,11,7,9,301
2131012,43,24,8,7,6,0,3,86,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,45,25,5,10,5,0,6,104,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,13,45,31,14,8,13,3,6,116
2131013,13,7,4,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,3,13,14,7,3,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,14,7,6,8,0,0,45
2131014,38,12,7,6,8,3,3,78,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,14,8,4,8,3,3,84,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,12,44,20,8,9,8,4,3,92
2131015,20,11,3,3,5,4,3,57,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,18,3,6,5,4,3,66,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,11,29,20,13,8,6,7,3,80
2131016,18,10,7,3,4,8,4,54,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,11,4,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,29,15,9,7,6,8,4,75,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,13,26,19,13,9,8,8,8,89
2131017,14,5,5,4,3,3,3,40,7,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,17,0,0,0,0,0,0,0,0,23,7,6,5,8,9,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,7,6,5,8,12,5,77
2131018,14,4,0,0,3,3,0,18,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,8,0,0,5,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,18,7,0,0,5,3,3,35
2131019,24,10,7,3,4,3,3,56,0,3,0,0,0,3,3,15,0,0,0,0,0,0,0,3,8,9,0,3,3,0,0,20,0,0,0,0,0,0,0,0,31,27,10,7,7,6,5,92,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,10,31,25,14,5,6,13,9,100
2131020,19,29,9,4,7,4,3,85,4,4,0,0,0,0,0,9,3,0,0,0,0,0,0,5,6,3,0,0,0,0,0,11,3,0,0,0,0,0,0,3,30,44,9,3,7,4,3,105,0,3,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,3,4,0,12,34,47,12,9,10,4,3,121
2131021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131022,9,6,8,0,3,3,3,29,0,4,0,0,0,0,0,6,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,10,9,3,10,3,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,11,9,7,10,3,3,48
2131023,21,15,6,8,13,8,7,72,3,4,3,0,0,0,0,8,3,3,0,0,0,0,0,7,4,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,23,25,9,9,20,10,7,102,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,23,21,9,9,20,17,7,109
2131024,14,15,15,8,5,11,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,16,15,5,7,10,0,73,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,10,18,16,12,6,13,7,0,84
2131025,26,14,13,10,5,6,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,13,14,5,6,6,82,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,25,21,11,10,11,4,7,95
2131026,8,18,10,9,13,3,9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,12,9,13,3,9,67,0,0,6,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,6,3,0,0,0,22,16,22,17,9,17,3,4,94
2131027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131028,16,3,0,0,3,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,3,0,0,3,0,3,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,24,3,5,0,3,0,3,37
2131029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131030,21,21,17,3,5,11,10,85,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,23,26,15,5,12,13,11,102,0,4,8,0,3,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,4,4,4,8,7,3,0,0,23,26,33,26,10,13,13,16,128
2131101,25,17,13,0,7,8,4,67,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,3,3,4,0,0,0,3,0,13,0,0,0,0,0,0,0,5,24,20,17,4,10,11,10,95,3,3,3,3,3,3,3,13,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,3,3,22,33,24,17,5,11,10,9,114
2131102,12,14,9,9,5,8,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,14,9,9,12,10,4,66,5,8,5,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,0,3,0,0,18,21,21,9,13,11,9,4,87
2131103,21,22,15,4,6,6,3,80,3,3,4,0,0,0,0,14,3,8,3,0,3,0,0,19,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,37,35,19,7,15,6,3,119,0,7,0,0,7,3,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,3,15,3,0,5,3,4,28,43,48,18,10,21,10,7,149
2131104,31,22,11,3,4,0,0,65,0,3,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,35,24,9,3,4,0,0,73,3,5,5,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,3,16,36,29,10,3,4,0,3,93
2131105,12,12,6,11,14,8,0,62,0,0,0,3,0,3,0,9,8,3,4,0,0,0,0,23,6,11,0,0,0,0,0,24,0,0,0,0,0,0,0,0,31,26,12,10,14,8,0,112,0,0,0,0,4,5,4,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,5,4,19,32,31,17,19,19,11,4,130
2131106,24,31,11,6,15,5,4,99,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,11,11,10,5,4,112,0,3,4,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,17,37,37,21,11,16,9,4,129
2131107,46,34,14,8,8,7,0,120,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,45,44,18,14,10,9,7,145,0,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,10,5,4,3,0,0,27,50,51,20,20,18,9,3,174
2131108,16,23,18,5,4,4,3,73,3,3,3,0,4,0,0,10,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,19,7,12,4,3,95,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,4,3,3,16,20,24,24,9,14,12,9,106
2131109,18,31,10,11,20,10,5,106,8,3,4,0,0,0,0,14,3,7,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,29,35,12,14,17,10,5,135,3,4,5,6,7,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,13,4,6,6,0,0,31,40,47,18,14,24,10,6,166
2131110,22,17,11,5,3,3,3,62,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,28,17,12,6,3,3,3,73,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,35,24,12,7,3,3,3,85
2131111,39,34,20,8,13,7,3,122,3,0,0,0,0,0,0,3,8,4,0,0,0,0,0,7,3,6,0,0,3,0,0,9,0,0,0,0,0,0,0,0,45,43,22,8,12,7,3,144,0,0,3,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,3,6,8,3,0,3,4,22,55,49,22,10,14,11,8,169
2131112,20,20,7,10,3,0,3,66,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,10,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,30,27,11,10,3,0,3,89,3,0,0,3,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,36,27,11,10,6,0,4,92
2131113,36,33,16,4,15,11,8,116,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,5,46,39,21,10,10,12,8,142,3,3,0,0,3,0,0,11,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,4,4,0,0,25,52,42,23,11,16,12,6,167
2131114,99,82,32,14,40,31,18,306,17,13,5,0,3,0,0,39,9,11,3,0,0,0,0,20,11,3,0,0,0,0,0,14,3,6,0,0,0,0,0,8,136,107,42,18,37,29,17,387,0,5,3,4,13,6,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,8,12,6,3,40,139,108,47,23,48,36,19,424
2131116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131117,25,29,12,11,12,8,4,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,12,11,8,9,4,114,3,0,0,0,3,4,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,5,0,3,9,0,0,0,0,0,0,0,0,3,0,0,3,3,3,4,21,36,37,15,16,16,6,9,131
2131118,17,14,15,11,3,7,7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,16,11,3,7,7,75,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,8,3,7,3,3,0,20,23,25,15,10,5,12,7,97
2131119,25,24,12,3,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,31,24,12,3,3,4,0,73,4,7,0,4,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,3,4,0,3,3,5,0,25,32,33,12,7,3,3,0,101
2131120,36,31,14,9,9,3,0,103,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,36,36,18,10,14,3,0,107,3,8,0,0,7,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,7,3,0,23,41,42,14,11,20,10,0,130
2131121,37,19,5,0,4,5,0,73,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,41,24,8,8,5,5,0,83,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,4,3,3,4,0,0,18,47,24,12,7,8,3,4,108
2131122,15,10,9,3,5,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,12,5,3,5,0,4,46,0,5,3,0,3,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,3,3,16,18,16,6,3,11,3,8,61
2131123,14,15,12,3,3,0,0,49,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,12,3,5,0,0,54,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,3,4,0,0,0,0,18,0,0,0,0,0,0,0,0,9,7,8,0,4,3,0,31,17,21,19,8,8,0,0,82
2131124,47,37,12,8,15,12,3,125,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,56,38,15,11,15,12,3,146,7,7,5,4,10,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,12,3,7,5,10,7,0,46,70,42,20,18,23,17,3,189
2131125,36,16,12,6,3,0,3,74,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,43,13,10,9,7,0,3,79,5,0,3,3,4,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,3,14,6,8,4,8,3,0,38,55,20,14,10,8,3,8,121
2131126,23,25,11,8,10,9,6,90,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,31,26,12,9,12,6,5,111,0,3,0,0,0,0,0,14,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,18,29,33,15,12,20,10,7,126
2131127,26,33,10,3,14,7,3,92,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,30,29,17,3,14,8,3,101,3,3,6,3,0,3,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,13,7,9,3,0,3,0,32,43,40,23,6,15,9,5,134
2131128,30,28,12,0,12,4,3,89,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,4,31,33,16,0,10,4,3,109,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,3,5,3,0,17,36,38,19,0,17,10,3,128
2131129,46,22,6,3,11,12,0,102,3,3,0,0,0,0,0,7,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,54,23,8,3,11,15,0,117,0,8,0,0,0,5,3,22,0,0,0,0,3,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,10,0,0,4,6,3,29,54,36,10,8,13,21,3,143
2131130,18,22,9,4,9,11,4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,22,22,9,8,13,11,4,89,0,0,3,0,7,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,3,0,7,5,3,23,30,30,15,9,15,11,7,113
2131131,20,19,10,6,8,5,0,69,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,22,14,6,8,5,0,81,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,8,27,22,14,12,8,8,0,85
2131132,36,28,11,4,0,7,5,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,10,4,5,7,5,90,6,3,0,0,3,3,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,3,4,32,43,30,12,9,9,10,5,119
2131133,24,9,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,4,0,0,0,0,35,0,0,3,0,3,3,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,3,5,5,7,6,6,5,0,37,26,16,7,5,6,5,0,71
2131134,34,10,3,4,10,3,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,38,12,3,4,10,3,3,68,3,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,3,4,3,5,0,4,26,41,15,9,9,7,4,6,91
