author_name,author_links,nationality
Paula Hawkins,https://en.wikipedia.org/wiki/Paula_Hawkins_(author),British
William P. Young,https://en.wikipedia.org/wiki/William_P._Young,Canadian
Sergey Mikhalkov,https://en.wikipedia.org/wiki/Sergey_Mikhalkov,Russian
Mario Puzo,https://en.wikipedia.org/wiki/Mario_Puzo,American
Erich Segal,https://en.wikipedia.org/wiki/Erich_Segal,American
Suzanne Collins,https://en.wikipedia.org/wiki/Suzanne_Collins,American
Suzanne Collins,https://en.wikipedia.org/wiki/Suzanne_Collins,American
Banana Yoshimoto,https://en.wikipedia.org/wiki/Banana_Yoshimoto,Japanese
Ivan Yefremov,https://en.wikipedia.org/wiki/Ivan_Yefremov,Russian
Gillian Flynn,https://en.wikipedia.org/wiki/Gillian_Flynn,American
Charles Berlitz,https://en.wikipedia.org/wiki/Charles_Berlitz,American
Chinua Achebe,https://en.wikipedia.org/wiki/Chinua_Achebe,Nigerian
Jiang Rong,https://en.wikipedia.org/wiki/Jiang_Rong,99999
Xaviera Hollander,https://en.wikipedia.org/wiki/Xaviera_Hollander,Dutch
Peter Benchley,https://en.wikipedia.org/wiki/Peter_Benchley,American
Robert Munsch,https://en.wikipedia.org/wiki/Robert_Munsch,American (1945–1983) Canadian (1983–present)
Marilyn French,https://en.wikipedia.org/wiki/Marilyn_French,American
Arlene Eisenberg and Heidi Murkoff,https://en.wikipedia.org/wiki/Arlene_Eisenberg,American
Mark Twain,https://en.wikipedia.org/wiki/Mark_Twain,American
Sue Townsend,https://en.wikipedia.org/wiki/Sue_Townsend,English
Jane Austen,https://en.wikipedia.org/wiki/Jane_Austen,English
Thor Heyerdahl,https://en.wikipedia.org/wiki/Thor_Heyerdahl,Norwegian
Jaroslav Hašek,https://en.wikipedia.org/wiki/Jaroslav_Ha%C5%A1ek,Czech
Maurice Sendak,https://en.wikipedia.org/wiki/Maurice_Sendak,American
Norman Vincent Peale,https://en.wikipedia.org/wiki/Norman_Vincent_Peale,American
Rhonda Byrne,https://en.wikipedia.org/wiki/Rhonda_Byrne,Australian
Erica Jong,https://en.wikipedia.org/wiki/Erica_Jong,American
Frank Herbert,https://en.wikipedia.org/wiki/Frank_Herbert,American
Roald Dahl,https://en.wikipedia.org/wiki/Roald_Dahl,British
Desmond Morris,https://en.wikipedia.org/wiki/Desmond_Morris,English
Natsume Sōseki,https://en.wikipedia.org/wiki/Natsume_S%C5%8Dseki,Japanese
Delia Owens,https://en.wikipedia.org/wiki/Delia_Owens,American
Susanna Tamaro,https://en.wikipedia.org/wiki/Susanna_Tamaro,Italian
Roald Dahl,https://en.wikipedia.org/wiki/Roald_Dahl,British
Markus Zusak,https://en.wikipedia.org/wiki/Markus_Zusak,Australian
Nicholas Evans,https://en.wikipedia.org/wiki/Nicholas_Evans,British
Margaret Wise Brown,https://en.wikipedia.org/wiki/Margaret_Wise_Brown,American
Michael Ende,https://en.wikipedia.org/wiki/Michael_Ende,German
Anthony Doerr,https://en.wikipedia.org/wiki/Anthony_Doerr,American
E. L. James,https://en.wikipedia.org/wiki/E._L._James,British
S. E. Hinton,https://en.wikipedia.org/wiki/S._E._Hinton,American
Sam McBratney,https://en.wikipedia.org/wiki/Sam_McBratney,No nationality matched
James Clavell,https://en.wikipedia.org/wiki/James_Clavell,American
Janette Sebring Lowrey,https://en.wikipedia.org/wiki/Janette_Sebring_Lowrey,American
Ken Follett,https://en.wikipedia.org/wiki/Ken_Follett,Welsh
Patrick Süskind,https://en.wikipedia.org/wiki/Patrick_S%C3%BCskind,German
John Steinbeck,https://en.wikipedia.org/wiki/John_Steinbeck,American
Carlos Ruiz Zafón,https://en.wikipedia.org/wiki/Carlos_Ruiz_Zaf%C3%B3n,Spanish
Jhumpa Lahiri,https://en.wikipedia.org/wiki/Jhumpa_Lahiri,".mw-parser-output .hlist dl,.mw-parser-output .hlist ol,.mw-parser-output .hlist ul{margin:0;padding:0}.mw-parser-output .hlist dd,.mw-parser-output .hlist dt,.mw-parser-output .hlist li{margin:0;display:inline}.mw-parser-output .hlist.inline,.mw-parser-output .hlist.inline dl,.mw-parser-output .hlist.inline ol,.mw-parser-output .hlist.inline ul,.mw-parser-output .hlist dl dl,.mw-parser-output .hlist dl ol,.mw-parser-output .hlist dl ul,.mw-parser-output .hlist ol dl,.mw-parser-output .hlist ol ol,.mw-parser-output .hlist ol ul,.mw-parser-output .hlist ul dl,.mw-parser-output .hlist ul ol,.mw-parser-output .hlist ul ul{display:inline}.mw-parser-output .hlist .mw-empty-li{display:none}.mw-parser-output .hlist dt::after{content:"": ""}.mw-parser-output .hlist dd::after,.mw-parser-output .hlist li::after{content:"" · "";font-weight:bold}.mw-parser-output .hlist dd:last-child::after,.mw-parser-output .hlist dt:last-child::after,.mw-parser-output .hlist li:last-child::after{content:none}.mw-parser-output .hlist dd dd:first-child::before,.mw-parser-output .hlist dd dt:first-child::before,.mw-parser-output .hlist dd li:first-child::before,.mw-parser-output .hlist dt dd:first-child::before,.mw-parser-output .hlist dt dt:first-child::before,.mw-parser-output .hlist dt li:first-child::before,.mw-parser-output .hlist li dd:first-child::before,.mw-parser-output .hlist li dt:first-child::before,.mw-parser-output .hlist li li:first-child::before{content:"" ("";font-weight:normal}.mw-parser-output .hlist dd dd:last-child::after,.mw-parser-output .hlist dd dt:last-child::after,.mw-parser-output .hlist dd li:last-child::after,.mw-parser-output .hlist dt dd:last-child::after,.mw-parser-output .hlist dt dt:last-child::after,.mw-parser-output .hlist dt li:last-child::after,.mw-parser-output .hlist li dd:last-child::after,.mw-parser-output .hlist li dt:last-child::after,.mw-parser-output .hlist li li:last-child::after{content:"")"";font-weight:normal}.mw-parser-output .hlist ol{counter-reset:listitem}.mw-parser-output .hlist ol>li{counter-increment:listitem}.mw-parser-output .hlist ol>li::before{content:"" ""counter(listitem)""\a0 ""}.mw-parser-output .hlist dd ol>li:first-child::before,.mw-parser-output .hlist dt ol>li:first-child::before,.mw-parser-output .hlist li ol>li:first-child::before{content:"" (""counter(listitem)""\a0 ""}IndianAmerican"
Michelle Obama,https://en.wikipedia.org/wiki/Michelle_Obama,American
Douglas Adams,https://en.wikipedia.org/wiki/Douglas_Adams,English
Mitch Albom,https://en.wikipedia.org/wiki/Mitch_Albom,American
Erskine Caldwell,https://en.wikipedia.org/wiki/Erskine_Caldwell,American
Madeleine L'Engle,https://en.wikipedia.org/wiki/Madeleine_L%27Engle,American
Nelson Mandela,https://en.wikipedia.org/wiki/Nelson_Mandela,South African
Ernest Hemingway,https://en.wikipedia.org/wiki/Ernest_Hemingway,American
Raymond Moody,https://en.wikipedia.org/wiki/Raymond_Moody,American
Michael Ende,https://en.wikipedia.org/wiki/Michael_Ende,German
Grace Metalious,https://en.wikipedia.org/wiki/Grace_Metalious,American
Lois Lowry,https://en.wikipedia.org/wiki/Lois_Lowry,American
Jojo Moyes,https://en.wikipedia.org/wiki/Jojo_Moyes,English
Haruki Murakami,https://en.wikipedia.org/wiki/Haruki_Murakami,Japanese
Albert Camus,https://en.wikipedia.org/wiki/Albert_Camus,French
Osamu Dazai,https://en.wikipedia.org/wiki/Osamu_Dazai,Japanese
Viktor Frankl,https://en.wikipedia.org/wiki/Viktor_Frankl,Austrian
Mark Manson,https://en.wikipedia.org/wiki/Mark_Manson,American
Dante Alighieri,https://en.wikipedia.org/wiki/Dante_Alighieri,Florentine
Kahlil Gibran,https://en.wikipedia.org/wiki/Kahlil_Gibran,Lebanese and American
John Boyne,https://en.wikipedia.org/wiki/John_Boyne,Irish
William Peter Blatty,https://en.wikipedia.org/wiki/William_Peter_Blatty,American
Julia Donaldson,https://en.wikipedia.org/wiki/Julia_Donaldson,English
E. L. James,https://en.wikipedia.org/wiki/E._L._James,British
Erskine Caldwell,https://en.wikipedia.org/wiki/Erskine_Caldwell,American
Astrid Lindgren,https://en.wikipedia.org/wiki/Astrid_Lindgren,Swedish
Dr. Seuss,https://en.wikipedia.org/wiki/Dr._Seuss,American
Andrew Morton,https://en.wikipedia.org/wiki/Andrew_Morton_(writer),English
Kathryn Stockett,https://en.wikipedia.org/wiki/Kathryn_Stockett,American
Joseph Heller,https://en.wikipedia.org/wiki/Joseph_Heller,American
Albert Camus,https://en.wikipedia.org/wiki/Albert_Camus,French
Ken Follett,https://en.wikipedia.org/wiki/Ken_Follett,Welsh
Alice Sebold,https://en.wikipedia.org/wiki/Alice_Sebold,American
Jung Chang,https://en.wikipedia.org/wiki/Jung_Chang,British and Chinese[1]
Tomás Eloy Martínez,https://en.wikipedia.org/wiki/Tom%C3%A1s_Eloy_Mart%C3%ADnez,99999
Elie Wiesel,https://en.wikipedia.org/wiki/Elie_Wiesel,American
Yu Dan,https://en.wikipedia.org/wiki/Yu_Dan_(academic),99999
Marabel Morgan,https://en.wikipedia.org/wiki/Marabel_Morgan,American
Taichi Sakaiya,https://en.wikipedia.org/w/index.php?title=Taichi_Sakaiya&action=edit&redlink=1,99999
Xue Muqiao,https://en.wikipedia.org/wiki/Xue_Muqiao,Chinese
Richard Nelson Bolles,https://en.wikipedia.org/wiki/Richard_Nelson_Bolles,No nationality matched
Pierre Dukan,https://en.wikipedia.org/wiki/Pierre_Dukan,French
Alex Comfort,https://en.wikipedia.org/wiki/Alex_Comfort,British
Robert L. Short,https://en.wikipedia.org/wiki/Robert_L._Short,99999
Yann Martel,https://en.wikipedia.org/wiki/Yann_Martel,Canadian
Patricia Nell Warren,https://en.wikipedia.org/wiki/Patricia_Nell_Warren,American
Eliyahu M. Goldratt,https://en.wikipedia.org/wiki/Eliyahu_M._Goldratt,Israeli
Ray Bradbury,https://en.wikipedia.org/wiki/Ray_Bradbury,American
Frank McCourt,https://en.wikipedia.org/wiki/Frank_McCourt,American
Mohandas Karamchand Gandhi,https://en.wikipedia.org/wiki/Mohandas_Karamchand_Gandhi,British
Helen Fielding,https://en.wikipedia.org/wiki/Helen_Fielding,British
Colleen Hoover,https://en.wikipedia.org/wiki/Colleen_Hoover,American
J. K. Rowling,https://en.wikipedia.org/wiki/J._K._Rowling,British
R. L. Stine,https://en.wikipedia.org/wiki/R._L._Stine,American
Erle Stanley Gardner,https://en.wikipedia.org/wiki/Erle_Stanley_Gardner,American
Jeff Kinney,https://en.wikipedia.org/wiki/Jeff_Kinney_(writer),No nationality matched
Stan and Jan Berenstain,https://en.wikipedia.org/wiki/Stan_and_Jan_Berenstain,American
Various authors,https://en.wikipedia.orgNA,99999
Francine Pascal and ghostwriters,https://en.wikipedia.org/wiki/Francine_Pascal,American
"Wilbert Awdry, Christopher Awdry",https://en.wikipedia.org/wiki/Wilbert_Awdry,English
Enid Blyton,https://en.wikipedia.org/wiki/Enid_Blyton,English
Various authors as Carolyn Keene,https://en.wikipedia.org/wiki/Carolyn_Keene,No nationality matched
Frédéric Dard,https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Dard,99999
Dan Brown,https://en.wikipedia.org/wiki/Dan_Brown,American
Elisabetta Dami,https://en.wikipedia.org/wiki/Elisabetta_Dami,Italian
Rick Riordan,https://en.wikipedia.org/wiki/Rick_Riordan,American
Ann Martin,https://en.wikipedia.org/wiki/Ann_M._Martin,American
Stephenie Meyer,https://en.wikipedia.org/wiki/Stephenie_Meyer,American
Various authors,https://en.wikipedia.orgNA,99999
Mercer Mayer,https://en.wikipedia.org/wiki/Mercer_Mayer,American
Beatrix Potter,https://en.wikipedia.org/wiki/Beatrix_Potter,English
E. L. James,https://en.wikipedia.org/wiki/E._L._James,British
Various authors,https://en.wikipedia.orgNA,99999
"Jack Canfield, Mark Victor Hansen",https://en.wikipedia.org/wiki/Jack_Canfield,American
Norman Bridwell,https://en.wikipedia.org/wiki/Norman_Bridwell,American
Gilbert Patten,https://en.wikipedia.org/wiki/Gilbert_Patten,No nationality matched
Clive Cussler,https://en.wikipedia.org/wiki/Clive_Cussler,American
Eiji Yoshikawa,https://en.wikipedia.org/wiki/Eiji_Yoshikawa,Japanese
C. S. Lewis,https://en.wikipedia.org/wiki/C._S._Lewis,British
"Roger Hargreaves, Adam Hargreaves",https://en.wikipedia.org/wiki/Roger_Hargreaves,British
Gérard de Villiers,https://en.wikipedia.org/wiki/G%C3%A9rard_de_Villiers,French
Suzanne Collins,https://en.wikipedia.org/wiki/Suzanne_Collins,American
Ian Fleming,https://en.wikipedia.org/wiki/Ian_Fleming,British
"Gilbert Delahaye, Marcel Marlier",https://en.wikipedia.org/wiki/Gilbert_Delahaye,Belgian
"Stieg Larsson, David Lagercrantz",https://en.wikipedia.org/wiki/Stieg_Larsson,Swedish
George R. R. Martin,https://en.wikipedia.org/wiki/George_R._R._Martin,American
"Robert Jordan, Brandon Sanderson",https://en.wikipedia.org/wiki/Robert_Jordan,American
Terry Pratchett,https://en.wikipedia.org/wiki/Terry_Pratchett,English
Dick Bruna,https://en.wikipedia.org/wiki/Dick_Bruna,Dutch
James Patterson,https://en.wikipedia.org/wiki/James_Patterson,American
Takashi Yanase,https://en.wikipedia.org/wiki/Takashi_Yanase,Japanese
Dav Pilkey,https://en.wikipedia.org/wiki/Dav_Pilkey,American
R. L. Stine,https://en.wikipedia.org/wiki/R._L._Stine,American
Astrid Lindgren,https://en.wikipedia.org/wiki/Astrid_Lindgren,Swedish
Anne Rice,https://en.wikipedia.org/wiki/Anne_Rice,American
Jean Bruce,https://en.wikipedia.org/wiki/Jean_Bruce,99999
A. A. Milne,https://en.wikipedia.org/wiki/A._A._Milne,English
Mary Pope Osborne,https://en.wikipedia.org/wiki/Mary_Pope_Osborne,American
"Tim LaHaye, Jerry B. Jenkins",https://en.wikipedia.org/wiki/Tim_LaHaye,American
Lemony Snicket aka Daniel Handler,https://en.wikipedia.org/wiki/Lemony_Snicket,99999
Laura Ingalls Wilder,https://en.wikipedia.org/wiki/Laura_Ingalls_Wilder,No nationality matched
"Alf Wight, as James Herriot",https://en.wikipedia.org/wiki/James_Herriot,British
Lee Child,https://en.wikipedia.org/wiki/Lee_Child,American
Joanna Cole,https://en.wikipedia.org/wiki/Joanna_Cole_(author),American
Martin Handford,https://en.wikipedia.org/wiki/Martin_Handford,British
John Gray,https://en.wikipedia.org/wiki/John_Gray_(U.S._author),American
Various authors as Franklin W. Dixon,https://en.wikipedia.org/wiki/Franklin_W._Dixon,99999
Various authors as Laura Lee Hope,https://en.wikipedia.org/wiki/Laura_Lee_Hope,99999
Edgar Rice Burroughs,https://en.wikipedia.org/wiki/Edgar_Rice_Burroughs,No nationality matched
Cassandra Clare,https://en.wikipedia.org/wiki/Cassandra_Clare,American
Jean M. Auel,https://en.wikipedia.org/wiki/Jean_M._Auel,American
Various authors,https://en.wikipedia.orgNA,99999
Barbara Park,https://en.wikipedia.org/wiki/Barbara_Park,American
Michael Connelly,https://en.wikipedia.org/wiki/Michael_Connelly,American
Jo Nesbø,https://en.wikipedia.org/wiki/Jo_Nesb%C3%B8,Norwegian
Erin Hunter,https://en.wikipedia.org/wiki/Erin_Hunter,99999
original author: Liu Zhixia [zh],https://en.wikipedia.org/w/index.php?title=Liu_Zhixia&action=edit&redlink=1,99999
Yutaka Hara,https://en.wikipedia.org/wiki/Yutaka_Hara,Japanese
Michael Bond,https://en.wikipedia.org/wiki/Michael_Bond,English
K A Applegate and ghostwriters,https://en.wikipedia.org/wiki/K_A_Applegate,American
Veronica Roth,https://en.wikipedia.org/wiki/Veronica_Roth,American
Sachiko Kiyono,https://en.wikipedia.org/wiki/Sachiko_Kiyono,99999
"Kaoru Kurimoto, Yu Godai",https://en.wikipedia.org/wiki/Kaoru_Kurimoto,Japanese
Christopher Paolini,https://en.wikipedia.org/wiki/Christopher_Paolini,American
"Robert Kiyosaki, Sharon Lechter",https://en.wikipedia.org/wiki/Robert_Kiyosaki,American
Kazuma Kamachi,https://en.wikipedia.org/wiki/Kazuma_Kamachi,Japanese
Sōhachi Yamaoka,https://en.wikipedia.org/wiki/S%C5%8Dhachi_Yamaoka,99999
Beverly Cleary,https://en.wikipedia.org/wiki/Beverly_Cleary,American
Stephen King,https://en.wikipedia.org/wiki/Stephen_King,American
Rachel Renée Russell,https://en.wikipedia.org/wiki/Rachel_Renee_Russell,American
"Warren Murphy and Richard Sapir, various authors",https://en.wikipedia.org/wiki/Warren_Murphy,American
Liu Cixin,https://en.wikipedia.org/wiki/Liu_Cixin,Chinese
Jirō Akagawa,https://en.wikipedia.org/wiki/Jir%C5%8D_Akagawa,Japanese
Hans Augusto Rey and Margret Rey,https://en.wikipedia.orgcharacter(0),99999
Terry Brooks,https://en.wikipedia.org/wiki/Terry_Brooks,American
Henning Mankell,https://en.wikipedia.org/wiki/Henning_Mankell,Swedish
Margit Sandemo,https://en.wikipedia.org/wiki/Margit_Sandemo,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}NorwegianSwedish"
Terry Goodkind,https://en.wikipedia.org/wiki/Terry_Goodkind,American
Diana Gabaldon,https://en.wikipedia.org/wiki/Diana_Gabaldon,American
Masamoto Nasu,https://en.wikipedia.org/wiki/Masamoto_Nasu,99999
Shōtarō Ikenami,https://en.wikipedia.org/wiki/Sh%C5%8Dtar%C5%8D_Ikenami,99999
Various authors,https://en.wikipedia.orgcharacter(0),99999
Arthur Agatston,https://en.wikipedia.org/wiki/Arthur_Agatston,99999
Reki Kawahara,https://en.wikipedia.org/wiki/Reki_Kawahara,Japanese
Ryōtarō Shiba,https://en.wikipedia.org/wiki/Ry%C5%8Dtar%C5%8D_Shiba,Japanese
Eoin Colfer,https://en.wikipedia.org/wiki/Eoin_Colfer,Ireland
Brandon Sanderson,https://en.wikipedia.org/wiki/Brandon_Sanderson,American
Frank Herbert,https://en.wikipedia.org/wiki/Frank_Herbert,American
Lauren Tarshis,https://en.wikipedia.org/wiki/Lauren_Tarshis,American
Various authors,https://en.wikipedia.orgcharacter(0),99999
Brian Jacques,https://en.wikipedia.org/wiki/Brian_Jacques,Dutch
Lucy Cousins,https://en.wikipedia.org/wiki/Lucy_Cousins,British
Various authors,https://en.wikipedia.orgcharacter(0),99999
Kazumasa Hirai,https://en.wikipedia.orgcharacter(0),99999
Hiroyuki Itsuki,https://en.wikipedia.org/wiki/Hiroyuki_Itsuki,Japanese
Hajime Kanzaka,https://en.wikipedia.org/wiki/Hajime_Kanzaka,Japanese
Isaac Asimov,https://en.wikipedia.org/wiki/Isaac_Asimov,American
Terry Deary,https://en.wikipedia.org/wiki/Terry_Deary,British
Daisy Meadows,https://en.wikipedia.org/wiki/Daisy_Meadows,99999
Louis Masterson,https://en.wikipedia.org/wiki/Louis_Masterson,Norwegian
Charlaine Harris,https://en.wikipedia.org/wiki/Charlaine_Harris,American
"Lester Dent, various authors",https://en.wikipedia.org/wiki/Lester_Dent,American
Nagaru Tanigawa,https://en.wikipedia.org/wiki/Nagaru_Tanigawa,Japanese
"Tomiyasu Takahara, Various authors",https://en.wikipedia.orgNA,99999
Various authors,https://en.wikipedia.orgNA,99999
Shotaro Ikenami,https://en.wikipedia.org/wiki/Shotaro_Ikenami,99999
Boris Akunin,https://en.wikipedia.org/wiki/Boris_Akunin,Russian
Anne McCaffrey,https://en.wikipedia.org/wiki/Anne_McCaffrey,American & Irish (naturalised citizen)
Hideyuki Kikuchi,https://en.wikipedia.org/wiki/Hideyuki_Kikuchi,Japanese
"Douglas Adams, plus a final book by Eoin Colfer",https://en.wikipedia.org/wiki/Douglas_Adams,English
Osamu Soda,https://en.wikipedia.org/w/index.php?title=Osamu_Soda&action=edit&redlink=1,99999
Helen Fielding,https://en.wikipedia.org/wiki/Helen_Fielding,British
Philip Pullman,https://en.wikipedia.org/wiki/Philip_Pullman,British
Yoshiki Tanaka,https://en.wikipedia.org/wiki/Yoshiki_Tanaka,Japanese
Alexander McCall Smith,https://en.wikipedia.org/wiki/Alexander_McCall_Smith,"British, Zimbabwean"
Marcus Pfister,https://en.wikipedia.org/wiki/Marcus_Pfister,Swiss
Raymond E. Feist,https://en.wikipedia.org/wiki/Raymond_E._Feist,American
Timothy Zahn,https://en.wikipedia.org/wiki/Timothy_Zahn,American
Andrzej Sapkowski,https://en.wikipedia.org/wiki/Andrzej_Sapkowski,Polish
Kazuo Iwamura [ja],https://en.wikipedia.org/w/index.php?title=Kazuo_Iwamura&action=edit&redlink=1,99999
