CED_CODE_2016,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
CED211,2517,1651,969,620,305,167,8966,455,1290,1387,1240,901,489,151,43,5959,240,514,420,264,134,104,40,21,1747,257,485,413,362,178,179,65,37,1984,15,10,11,8,8,13,12,10,82,30,124,194,124,71,49,24,7,624,379,516,521,432,381,478,630,541,3890,2580,8521,8969,6960,4935,3560,2069,1123,38721,203,530,744,589,361,295,124,30,2871,166,1204,1478,652,312,95,11,7,3925,387,1678,1965,1917,1586,1360,933,332,10153,326,893,870,757,504,321,240,87,4005,91,223,271,207,104,63,39,13,1012,460,1711,1588,1408,1130,736,403,156,7594,180,1086,1187,1246,1234,1031,511,149,6631,856,4004,4313,3036,1929,1325,613,258,16341,677,1871,1990,1781,1378,822,278,85,8868,451,943,770,463,256,188,81,43,3202,356,849,716,562,284,253,95,46,3166,26,18,19,17,12,21,18,15,143,55,229,324,228,164,115,49,23,1181,802,1042,1052,941,790,842,987,810,7273,5030,16294,17293,13803
CED212,1682,1442,1018,652,278,119,7020,536,1191,1322,1274,949,532,133,37,5968,147,359,349,236,154,111,53,22,1433,412,675,569,444,270,276,75,25,2750,13,3,11,15,17,16,22,7,100,23,74,128,108,54,45,21,3,458,650,652,665,742,684,818,724,471,5407,2930,6825,7423,6812,5481,3990,2052,920,36444,117,243,336,302,239,205,76,28,1545,115,279,475,315,198,88,14,0,1482,394,1464,1797,2107,1968,1613,952,294,10590,492,1370,1093,984,768,476,290,83,5565,134,315,326,278,140,63,29,19,1298,376,1489,1470,1472,1337,813,416,134,7515,244,1057,1196,1150,1240,964,424,115,6392,713,2136,2726,2458,1795,1232,550,208,11810,752,1587,1741,1690,1319,780,236,62,8161,290,615,582,391,273,207,94,34,2485,513,948,842,679,469,396,130,43,4017,24,10,17,24,23,26,35,11,172,45,135,218,199,145,95,53,16,913,1333,1347,1386,1542,1388,1452,1242,709,10397,5549,12997,14196,13583
CED213,1398,1328,1063,804,295,145,6507,446,1033,1152,1210,1104,624,133,40,5739,123,269,289,224,218,170,57,19,1367,389,664,544,544,366,327,86,30,2952,10,7,8,13,3,11,26,7,84,15,57,110,104,61,52,31,5,442,634,542,696,793,897,1045,928,647,6191,2547,5751,6627,6818,6332,5036,2394,1122,36634,74,175,297,217,252,229,96,38,1374,64,161,201,197,143,90,15,0,873,570,1323,1655,2214,2205,2022,1163,387,11547,577,1369,1238,1234,1109,777,403,106,6823,190,415,571,474,280,154,50,22,2156,299,1075,1221,1552,1445,1004,522,164,7277,205,894,1086,1119,1568,1368,471,88,6804,492,1523,2098,2069,1844,1622,636,230,10511,633,1290,1450,1570,1487,1012,260,83,7790,230,417,453,375,355,271,108,35,2238,502,961,833,893,593,467,146,47,4449,22,18,9,19,12,25,55,15,170,36,107,185,202,141,135,66,29,900,1372,1085,1407,1664,1778,2044,1706,1052,12103,5269,10823,12700,13792
CED214,2659,1569,713,281,91,59,8969,479,1956,1878,1349,890,297,56,20,6925,304,986,749,421,165,45,13,6,2687,299,730,561,352,186,90,27,14,2259,19,13,9,10,21,34,17,13,127,62,233,229,155,77,33,10,5,811,727,1140,900,750,660,614,605,446,5850,3346,11915,10255,7008,4276,2130,1094,684,40703,264,790,821,496,303,136,34,16,2855,284,1487,1094,512,202,31,7,0,3618,583,2324,2067,1955,1699,975,529,224,10362,308,1119,953,660,450,214,134,47,3886,51,237,248,185,92,39,12,3,862,392,2100,1454,1095,663,334,107,45,6192,217,1322,1292,1151,1085,508,151,39,5765,1268,5349,4838,2799,1366,540,153,86,16398,780,2834,2807,1944,1295,486,98,23,10276,575,1759,1349,742,315,104,26,10,4869,465,1334,910,577,284,149,52,29,3808,57,35,29,18,29,63,37,11,278,108,397,412,276,165,81,27,16,1486,1549,2421,1969,1630,1396,1192,1113,717,11982,6892,23504,20253,14042
CED215,1060,958,750,457,153,58,4882,448,969,953,1099,1038,466,69,25,5053,91,186,174,134,123,70,32,9,809,392,700,471,382,305,213,69,20,2550,8,3,6,12,7,27,24,9,102,21,46,56,56,43,40,13,8,275,867,744,715,927,1068,1063,994,565,6943,2865,5833,5397,5642,5798,3938,1968,908,32346,105,198,170,151,170,143,41,15,996,75,208,189,98,104,51,7,4,738,720,1732,1772,2397,2407,2072,874,250,12218,350,873,722,751,867,581,303,76,4516,175,459,492,482,351,206,75,19,2258,385,1261,1030,1169,1470,906,390,104,6711,195,809,834,947,1345,1019,316,86,5535,524,1500,1548,1381,1198,824,282,96,7358,571,1213,1226,1385,1379,661,144,27,6610,164,281,257,187,194,153,54,24,1307,504,1002,733,611,509,358,121,37,3879,19,10,4,10,18,52,36,14,167,35,110,138,167,151,112,38,14,766,1932,1781,1740,2011,2223,2224,1759,891,14563,5756,11443,10855,11740
CED216,2760,2609,1323,782,272,203,10277,315,999,1530,1618,1187,630,230,86,6599,247,594,602,528,288,139,78,49,2536,189,314,314,395,200,184,65,50,1709,7,5,5,12,10,9,10,4,59,68,122,237,249,136,69,26,29,933,439,472,567,636,542,501,428,545,4139,2302,6710,9032,9819,6933,4302,2120,1418,42639,241,439,690,869,678,408,150,58,3534,141,728,1019,887,453,113,13,3,3351,230,1008,1242,1845,1551,1235,740,401,8246,259,732,672,781,593,356,156,81,3640,59,110,175,184,113,61,34,12,746,300,1299,1532,1925,1524,915,548,291,8327,122,675,975,1494,1782,1233,511,166,6949,883,3448,5180,5324,3070,1835,649,369,20764,520,1526,2269,2481,1957,1192,400,136,10479,469,968,935,836,506,256,118,65,4166,282,557,505,578,324,252,95,59,2658,13,3,11,14,14,13,15,4,100,100,202,362,384,222,127,55,53,1499,919,989,1152,1307,1071,911,746,744,7837,4541,12686,16712,18908
CED217,2945,1462,829,273,65,18,9322,702,1926,1838,1273,773,227,26,6,6766,173,414,241,95,56,15,3,0,1004,522,1129,827,448,211,116,14,3,3268,18,15,16,29,25,30,8,0,134,47,161,175,71,65,29,9,0,558,1100,1222,1208,986,814,669,324,124,6449,4394,11338,10746,6373,3918,1884,606,205,39461,256,549,578,318,151,68,19,0,1936,216,1183,1415,361,149,29,9,0,3364,719,2408,3078,2629,2105,1271,374,79,12658,609,1384,1065,646,377,227,91,21,4421,73,203,204,129,76,38,12,0,742,530,1678,1525,1013,630,272,78,24,5749,303,1338,1290,838,569,322,83,18,4746,1379,4785,4911,2387,1378,506,102,30,15475,1034,2536,2413,1679,1026,343,69,13,9116,333,731,474,166,99,52,14,0,1873,703,1663,1220,699,337,187,45,8,4864,38,37,26,45,40,42,25,0,250,74,303,350,197,153,80,20,6,1186,2269,2719,2559,2044,1656,1308,601,185,13346,8528,21515,21108,13144
CED218,2879,2126,1140,606,226,150,12657,610,2223,1658,1342,1066,719,257,89,7965,596,1555,710,418,314,169,87,38,3877,250,520,302,268,137,121,54,15,1670,38,7,3,6,11,19,7,5,99,126,259,215,210,152,99,40,22,1134,723,1385,729,600,548,491,491,351,5328,4596,15099,9523,7907,6000,3968,2081,1004,50182,379,1028,748,661,552,390,127,46,3936,329,1846,1260,695,320,111,6,0,4567,464,2243,1301,1222,1008,826,552,239,7849,287,1237,678,543,405,283,133,56,3620,72,235,138,159,109,50,31,14,807,488,2739,1738,1648,1497,1005,618,228,9962,168,1208,815,1132,1312,978,398,140,6153,2150,7962,5675,4365,2555,1442,570,266,24985,901,3462,2552,2232,1856,1320,501,137,12965,943,2509,1203,666,488,258,130,50,6251,399,1025,574,439,237,172,79,22,2945,55,24,4,16,21,30,8,9,170,185,413,356,354,236,148,68,36,1792,1376,2779,1539,1275,1057,926,852,505,10312,8182,28709,18574,15408
CED219,2599,1587,929,342,107,24,9611,805,2007,1969,1506,873,239,48,8,7450,185,384,243,108,63,29,9,0,1024,531,1137,713,494,272,142,22,3,3333,21,21,4,17,20,17,13,3,120,40,166,177,106,63,37,7,3,605,948,1098,913,887,750,595,488,274,5956,4419,12125,9953,6741,4421,2067,938,382,41040,229,715,610,335,228,102,23,4,2247,284,1424,1477,421,183,39,3,0,3834,852,2821,3466,3056,2416,1301,496,122,14533,641,1329,842,657,518,288,133,38,4445,102,300,224,147,92,38,15,3,916,585,2032,1545,1099,751,359,117,27,6509,330,1142,1109,775,651,358,125,29,4518,1355,5245,4401,2703,1612,634,194,43,16179,1202,2726,2632,1939,1214,384,89,12,10200,361,729,445,215,118,59,17,5,1948,715,1785,1151,764,445,220,50,12,5138,51,36,21,31,31,27,23,7,227,75,318,347,254,174,79,32,8,1289,2068,2309,2010,1799,1525,1170,872,415,12161,8849,22906,20276,14200
CED220,2370,1602,820,418,152,101,8680,402,1129,1272,1041,720,293,80,14,4957,196,459,360,233,112,56,34,14,1461,246,617,467,397,213,153,57,32,2178,20,19,7,12,12,26,13,4,114,55,141,168,121,72,35,15,5,620,521,617,576,558,492,516,583,493,4356,2872,8574,8166,6336,4131,2458,1405,850,34785,280,619,696,524,310,150,60,32,2675,252,1337,1323,625,248,66,9,3,3867,498,1736,1834,2038,1724,1220,769,260,10088,292,743,655,535,423,283,174,75,3176,52,176,174,158,105,38,19,4,721,398,1614,1321,1040,723,416,209,102,5817,172,824,976,1063,944,585,220,71,4854,1263,4568,4221,2810,1537,786,295,168,15645,653,1621,1832,1479,1037,459,140,42,7265,383,767,650,369,227,108,52,19,2582,407,1183,780,630,328,230,93,45,3688,48,30,26,22,29,38,27,5,222,101,261,297,239,152,89,39,15,1191,1167,1326,1201,1150,992,966,1007,725,8525,5977,16811,15978,12681
CED221,1342,1221,902,480,140,57,5625,442,976,1080,1092,1082,497,95,21,5288,74,188,196,152,132,76,34,14,867,400,621,527,431,312,213,52,22,2583,13,11,8,5,18,14,19,4,86,15,43,68,89,57,29,8,6,310,796,583,709,882,958,972,741,512,6157,2747,5627,6289,6305,6203,4090,1779,895,33935,58,163,282,228,282,183,40,23,1266,68,153,180,153,149,81,4,3,782,607,1526,1646,2106,2043,1695,669,217,10498,392,764,757,751,814,534,247,69,4326,209,505,664,654,510,292,120,31,2983,399,1230,1284,1480,1668,1008,411,152,7625,183,826,969,1039,1452,1167,393,98,6131,545,1554,1924,1865,1545,910,268,94,8708,617,1223,1359,1391,1431,752,163,37,6970,152,309,287,230,226,139,52,18,1409,533,906,846,716,536,356,105,45,4036,23,23,16,10,30,28,31,9,164,38,102,151,173,148,96,41,22,778,1663,1267,1542,1806,2043,1937,1383,812,12446,5476,10556,11901,12586
CED222,2481,1745,1000,494,184,85,8869,485,1342,1542,1208,823,362,72,16,5844,158,435,397,193,100,57,24,10,1379,344,742,547,472,236,182,69,29,2618,4,4,5,17,11,11,27,4,90,33,116,157,125,70,28,16,3,546,558,699,737,626,613,654,651,575,5114,2956,8674,8967,6870,4622,2705,1481,841,37132,194,498,638,439,277,153,55,20,2272,157,821,1037,513,213,73,11,0,2829,519,1840,2167,2381,1934,1287,661,210,10994,373,1090,963,808,553,326,178,47,4336,95,239,292,190,113,41,19,9,1003,443,1669,1459,1204,848,448,215,64,6352,217,1088,1187,1111,993,583,249,60,5492,993,3747,4144,3018,1921,978,338,136,15274,724,1823,2077,1628,1135,547,133,32,8095,342,776,676,354,203,110,46,12,2515,483,1111,859,701,353,270,111,37,3922,26,23,10,24,20,34,32,10,183,71,224,296,257,175,65,40,18,1147,1174,1451,1503,1381,1232,1214,1127,871,9954,5795,16394,17316,14013
CED223,2027,1646,1011,514,203,91,7530,427,1236,1514,1290,1090,571,166,38,6331,259,575,484,346,217,96,44,10,2033,280,430,345,357,203,135,47,21,1811,5,6,3,6,8,19,14,7,73,49,129,180,157,103,49,22,7,700,413,491,469,514,466,522,500,453,3837,2623,7488,8558,7375,6031,3580,1568,805,38033,249,625,814,692,650,379,126,35,3573,126,700,959,563,300,105,5,0,2763,386,1487,1786,1874,1720,1479,722,268,9711,353,956,870,849,595,366,220,66,4282,97,200,288,209,137,64,24,8,1026,425,1775,1840,1610,1458,818,344,116,8387,189,1011,1277,1334,1743,1155,344,94,7141,785,2913,3650,3063,2152,1186,389,146,14291,675,1787,2159,1912,1689,925,291,64,9503,489,977,882,596,364,185,75,18,3580,377,660,542,536,318,197,86,38,2766,16,10,14,16,13,27,16,8,126,86,223,298,281,192,107,42,20,1253,837,1007,1018,1090,954,951,842,660,7370,5103,14329,16397,14636
CED224,2606,2509,1268,619,235,214,10730,472,1399,1362,1470,1174,768,296,127,7057,425,830,480,397,260,153,83,57,2678,197,321,230,248,112,133,39,39,1321,26,7,9,6,7,7,12,5,86,87,145,194,221,154,98,40,25,959,552,660,541,534,446,480,391,399,4007,3486,9194,8386,9003,6601,4405,2242,1421,44737,430,777,656,888,755,462,194,111,4286,274,1097,980,794,423,114,14,0,3693,475,1578,1121,1475,1203,957,539,285,7638,270,735,516,599,430,284,142,64,3049,62,220,119,149,113,61,40,20,787,497,1957,1896,2148,1867,1246,811,384,10805,150,856,761,1154,1499,1238,571,230,6461,1423,4689,4803,5034,2936,1641,607,366,21497,733,2164,2097,2389,2012,1405,553,222,11581,742,1424,748,617,412,244,124,65,4384,318,576,390,392,184,178,59,44,2140,46,17,9,10,11,10,16,5,142,141,249,295,329,240,142,67,32,1499,1121,1332,1048,1102,891,828,655,572,7549,6687,17669,15439,17079
CED225,2348,1715,976,437,169,50,7979,581,1231,1626,1388,950,380,68,11,6254,236,407,384,268,167,90,33,4,1586,421,619,592,473,265,151,45,13,2579,10,5,6,5,10,14,7,3,66,35,112,180,123,74,30,14,3,563,608,519,564,620,511,472,363,287,3948,3245,7516,9176,7596,5205,2694,1097,494,37024,199,394,570,463,318,160,41,12,2153,166,646,1032,490,218,69,6,0,2636,587,1759,2435,3114,2260,1405,652,161,12378,637,1226,1150,1098,770,337,199,35,5456,140,323,413,313,162,78,27,3,1459,464,1427,1660,1573,1132,571,207,65,7098,255,1077,1379,1353,1309,743,239,57,6421,781,2812,3769,2991,1849,899,301,90,13489,838,1643,2117,1806,1295,590,126,24,8440,404,724,694,441,304,160,49,15,2787,524,893,870,706,400,216,85,24,3718,20,18,11,11,13,17,15,9,121,64,196,312,259,165,73,32,7,1118,1237,1064,1169,1327,1093,902,655,447,7895,6306,14201,17584,15957
CED226,3913,1943,1004,336,73,21,13055,810,2586,2487,1552,868,257,38,8,8596,242,595,408,163,79,31,15,4,1534,499,1333,842,468,243,122,22,8,3539,27,15,13,23,20,24,15,8,147,52,368,275,109,104,52,15,0,975,966,1505,1148,922,721,618,369,218,6459,4638,17536,13729,7703,4632,2122,760,334,51449,291,1054,970,462,299,140,28,11,3253,345,3351,3254,654,206,50,12,6,7871,831,3802,3901,3294,2358,1276,470,115,16044,601,1399,1047,712,444,247,109,21,4585,84,357,313,228,105,41,14,3,1148,604,2476,1943,1331,920,362,113,31,7780,278,1453,1446,1031,747,391,118,40,5516,1524,8394,7126,3394,1797,679,136,41,23088,1152,3415,3237,2126,1209,406,77,12,11636,450,1025,673,279,136,61,25,8,2638,722,2445,1451,774,373,198,52,18,6039,47,48,33,33,35,34,20,8,268,106,596,512,274,228,109,30,10,1873,2260,3414,2755,2026,1482,1212,690,322,14179,9313,33227,28671,16616
CED227,1096,877,594,242,60,47,4343,458,815,881,976,912,367,46,14,4456,65,161,145,97,61,37,19,12,596,400,613,466,353,256,174,72,21,2353,22,17,8,0,12,12,11,9,105,14,38,45,39,31,14,16,5,200,892,716,669,894,1027,1073,957,676,6897,2859,5401,5144,5302,4988,3186,1723,982,29592,31,160,165,143,141,67,18,10,734,57,150,93,69,74,28,11,0,491,628,1359,1172,1439,1457,1110,445,123,7727,300,647,441,544,580,372,163,40,3098,319,734,848,873,626,318,101,36,3856,322,1168,965,1220,1377,742,327,106,6228,209,860,861,922,1057,765,293,104,5065,587,1480,1593,1326,1055,446,118,69,6671,595,1073,1137,1240,1152,478,98,14,5787,119,246,226,146,104,65,34,12,960,509,876,699,584,442,274,123,31,3539,41,30,15,19,21,24,29,16,202,33,89,110,95,97,54,36,20,534,1865,1601,1432,1906,2131,2134,1730,1055,13849,5616,10461,9768,10522
CED228,2379,1506,789,348,124,68,8854,476,1542,1311,1000,780,256,61,17,5446,311,631,351,180,83,45,20,12,1630,351,774,531,411,232,152,44,19,2516,21,12,21,13,25,25,18,5,141,80,176,140,120,79,36,15,5,643,806,1099,843,729,733,742,670,452,6078,3799,10711,8195,6305,4573,2440,1306,706,38024,344,702,613,486,319,160,34,14,2668,289,1331,1000,520,217,44,3,0,3407,645,2107,1858,1891,1602,1240,678,222,10246,343,1029,732,654,368,221,169,49,3563,59,156,138,128,94,37,15,6,630,508,1939,1237,1070,824,388,171,54,6188,220,1122,944,1122,1230,597,209,61,5507,1533,5213,4169,2820,1692,693,219,104,16444,800,2234,1833,1448,1150,459,114,36,8073,513,1108,586,312,168,90,29,17,2829,506,1342,834,606,358,225,79,34,3993,43,27,33,29,43,47,38,16,277,127,353,271,253,155,92,39,17,1315,1728,2367,1740,1562,1423,1409,1211,724,12163,7665,21037,15997,12908
CED229,2734,1743,972,473,96,64,9552,891,2103,2017,1509,1018,368,75,19,7998,214,452,378,176,118,72,22,11,1438,628,1376,895,556,281,184,32,11,3968,12,12,13,13,20,10,9,0,88,43,188,174,113,85,36,12,3,660,1048,1070,1046,1036,830,794,476,248,6537,4561,12485,11427,8262,5567,3040,1106,469,46919,189,543,623,395,310,169,44,7,2272,172,1068,1118,374,164,52,3,3,2956,799,3084,3602,3421,2702,1659,586,163,16018,751,2071,1446,1172,654,396,167,45,6701,182,469,469,366,200,115,39,10,1854,561,2152,1972,1640,1225,585,235,69,8432,322,1720,1642,1333,1217,695,221,56,7204,1089,4398,4501,2988,1825,905,196,89,15986,1222,2754,2634,2029,1422,585,140,29,10806,406,771,630,301,212,133,47,14,2510,794,1933,1333,875,445,295,79,26,5770,33,31,27,30,26,18,13,7,180,91,392,377,282,194,89,27,8,1462,2188,2174,2185,2109,1721,1515,860,393,13142,8794,23547,22561,17309
CED230,1554,1211,804,517,142,64,6591,677,1403,1342,1343,1122,567,119,26,6593,106,272,227,163,136,87,31,16,1037,519,968,578,461,284,244,55,23,3136,14,12,9,17,12,27,23,10,110,20,76,99,72,59,38,19,5,397,876,722,786,931,997,1084,847,477,6712,3500,7979,7176,6547,5933,4211,1885,804,38044,73,275,284,226,213,170,43,10,1298,99,369,369,195,128,74,6,3,1249,681,2116,2095,2611,2301,1859,870,250,12790,606,1417,1002,903,768,491,287,69,5558,206,609,659,573,344,197,68,27,2695,444,1434,1220,1293,1405,936,362,111,7202,217,1063,1150,1024,1413,1032,390,72,6358,749,2483,2316,1826,1363,963,270,98,10073,864,1743,1692,1686,1473,835,210,45,8547,187,453,350,242,248,158,59,17,1722,641,1313,882,710,467,352,124,33,4527,24,20,13,25,22,39,35,12,187,39,158,217,159,154,118,44,21,919,1868,1535,1595,1976,1965,2068,1513,756,13275,6704,14995,13854,13441
CED231,2608,1547,763,333,85,38,15106,1454,4622,2166,1410,1096,686,162,57,11648,1292,3242,1126,488,278,115,38,8,6584,501,955,365,261,123,68,19,7,2306,267,34,8,17,20,16,11,0,374,348,515,281,142,122,62,20,12,1498,2509,3409,1511,1074,878,624,425,305,10726,12319,28679,11597,7056,5198,3131,1210,584,69771,1572,2407,1002,632,427,298,104,24,6469,708,3428,1543,550,261,64,8,3,6565,1766,4826,1739,1052,768,535,257,90,11029,737,2431,973,578,354,231,78,28,5402,238,518,223,162,83,48,21,4,1303,845,4900,1891,1119,1037,611,258,85,10745,308,1835,994,843,1104,810,265,93,6259,4880,12453,5141,2960,1598,788,186,66,28088,2166,7305,3455,2309,1862,1190,330,100,18725,1978,5563,2035,926,506,240,65,21,11332,848,1938,772,455,221,115,30,10,4399,458,69,26,29,35,27,18,8,669,510,885,473,293,224,114,32,18,2551,4830,7048,3272,2270,1793,1245,757,482,21693,21842,55610,23549,14180
CED232,3219,1965,1080,496,189,114,13255,585,2842,1932,1407,1142,744,222,63,8934,644,1931,991,595,383,154,58,23,4779,290,784,393,292,141,139,32,22,2088,29,23,9,17,7,12,11,5,105,84,291,271,226,161,97,27,21,1173,1059,2416,1326,977,820,623,415,355,7979,4718,18980,11417,7864,6022,3740,1510,836,55087,344,1207,858,501,446,321,92,51,3821,230,1910,1404,601,325,86,14,3,4573,484,2761,1566,1132,1009,844,438,210,8449,273,1663,815,643,400,229,100,32,4165,71,288,206,133,86,43,18,7,860,400,2974,1762,1255,1251,767,366,147,8925,168,1442,995,991,1300,950,269,85,6196,1865,9382,6049,3874,2274,1242,381,182,25240,895,4419,3164,2275,2035,1381,401,118,14687,993,3193,1714,1031,662,293,98,39,8021,493,1496,738,503,243,192,42,33,3736,54,40,13,20,14,12,14,11,182,128,490,445,376,243,152,46,31,1906,2002,4767,2762,2070,1693,1301,771,564,15935,8417,36036,22481,15390
CED233,2317,2004,1250,706,261,116,9142,357,846,1045,1116,805,425,152,43,4787,206,380,319,254,141,74,51,22,1454,225,384,327,443,211,230,66,17,1903,7,6,7,9,8,29,17,3,94,28,91,131,143,91,45,22,6,573,360,388,358,460,455,504,572,519,3616,2481,6393,7182,7441,5493,3642,1935,932,35500,286,403,525,660,557,323,170,31,2950,162,757,1115,798,399,126,17,0,3372,335,1195,1574,2110,1728,1550,999,324,9824,327,732,649,814,472,339,304,70,3700,73,135,140,132,113,66,33,15,703,449,1393,1339,1420,1267,793,423,114,7196,149,689,818,1219,1291,990,460,109,5722,1033,3527,3874,3628,2601,1555,631,216,17067,563,1244,1435,1615,1240,724,278,74,7166,379,671,516,401,263,148,77,31,2494,315,620,518,632,355,303,124,28,2899,27,19,12,18,24,43,35,6,190,60,161,213,272,173,92,60,18,1052,757,770,740,917,866,878,1008,759,6701,4914,12317,13465,14637
