UCL_CODE_2016,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL215032,48,0,15,0,0,0,0,36,0,111,0,0,0,0,0,0,3,0,0,8,6,7,21,0,9,5,11,15,0,70,0,0,3,0,0,0,0,0,0,7,8,0,37,0,9,0,17,9,0,84,3,0,0,0,0,12,3,7,0,27,14,0,7,0,3,63,4,8,0,104,11,0,9,19,0,15,0,17,0,77,6,0,7,0,13,0,42,6,0,67,0,5,0,0,0,0,0,0,0,10,0,8,0,0,8,0,0,0,0,23,0,0,0,0,0,5,0,0,0,5,3,26,3,0,17,0,0,3,0,56,0,0,10,3,0,0,0,14,0,34,7,8,4,13,17,0,4,3,3,56,6,49,0,19,5,0,0,6,0,91,6,47,7,57,11,0,0,14,0,139,3,0,7,3,3,3,0,18,0,40,0,8,23,11,0,0,0,3,0,45,7,0,12,0,0,3,0,8,10,45
UCL215033,0,4,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,18,15,33,0,11,0,7,4,0,90,3,0,7,0,10,0,0,0,0,29,16,5,76,0,15,3,11,22,0,147,17,12,3,0,10,13,4,0,0,64,25,4,3,3,10,67,4,3,0,129,13,0,3,17,3,9,0,8,0,53,19,3,3,5,30,3,47,10,0,128,3,4,6,0,7,3,0,0,0,23,14,24,0,0,28,3,0,0,0,66,5,0,3,0,3,4,0,0,0,18,13,28,11,0,18,0,0,0,0,72,3,8,4,4,6,0,4,11,0,46,12,19,3,52,34,0,3,3,7,132,17,109,4,19,9,0,0,0,0,167,5,47,5,40,24,0,0,0,0,126,4,0,4,4,3,0,0,3,0,21,0,3,24,9,3,0,0,3,0,40,9,4,9,0,11,0,3,11,0,49
UCL215034,10,0,0,0,0,0,0,12,0,22,0,0,0,0,0,0,0,0,0,4,3,0,6,0,4,3,0,0,0,19,4,8,0,0,0,0,4,0,0,19,3,0,13,0,0,0,4,0,0,22,0,0,0,0,0,3,0,0,0,4,14,4,4,0,0,28,0,7,0,57,8,0,4,8,0,0,0,4,0,28,0,0,3,0,3,0,8,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,7,7,0,4,0,0,0,0,16,0,0,4,0,0,0,0,8,0,7,0,0,0,5,3,0,0,4,0,19,3,17,0,5,0,0,3,0,0,31,0,16,0,11,6,0,0,9,0,45,0,3,3,0,3,0,4,0,0,13,3,0,13,0,3,0,0,0,0,23,4,0,0,3,0,0,0,0,3,19
UCL215035,11,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,5,3,4,0,8,0,7,8,0,40,3,0,4,0,3,0,3,0,0,10,12,0,56,0,10,0,16,14,0,115,0,0,3,0,0,0,3,3,0,7,10,0,5,0,0,29,0,8,0,48,0,0,0,10,0,3,0,3,0,18,6,0,6,0,8,0,12,0,0,30,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,7,0,0,10,0,0,0,0,24,0,0,3,0,11,0,0,13,0,30,3,3,0,5,6,0,3,0,0,27,3,33,3,10,9,0,0,3,0,58,0,22,0,27,8,0,0,0,0,63,0,0,0,0,0,0,0,0,0,4,0,0,17,8,6,0,0,0,0,37,6,3,5,3,3,0,3,3,12,36
UCL215036,3,0,3,0,0,0,0,6,0,18,0,0,3,0,0,0,3,0,0,3,12,7,16,0,7,3,5,4,0,67,0,0,0,0,0,0,0,0,0,4,4,0,44,0,6,0,5,11,0,72,5,0,0,0,7,4,0,0,0,15,4,0,6,0,0,31,0,4,0,48,3,0,6,10,0,3,0,5,0,31,5,3,0,0,3,4,15,3,0,25,0,5,5,0,0,0,0,0,0,12,0,10,0,0,7,0,0,0,0,18,0,0,3,0,0,0,0,0,0,10,0,11,5,0,8,0,0,0,0,30,0,3,0,0,3,0,3,8,0,19,3,3,3,9,3,0,0,3,0,25,0,33,0,10,3,0,0,0,0,42,0,27,7,22,11,0,0,0,0,64,0,0,0,3,3,0,0,0,0,9,3,0,20,0,0,0,0,0,0,25,0,0,0,0,4,7,9,5,0,31
UCL215037,19,0,7,0,0,0,0,8,0,31,4,5,3,0,0,0,15,4,0,28,9,5,11,3,3,7,3,15,0,49,3,0,0,0,3,0,0,0,0,9,7,0,21,0,4,0,6,5,0,42,0,0,0,0,0,7,3,0,0,13,13,0,9,0,0,31,0,9,0,64,9,0,8,7,0,0,0,10,0,37,4,0,0,0,8,0,9,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,4,0,0,0,3,0,7,3,0,3,0,0,0,0,10,0,3,0,0,0,0,0,11,0,13,3,7,5,5,3,0,4,3,0,32,0,19,0,6,0,0,0,0,0,22,0,15,4,23,10,0,0,8,0,59,0,0,0,0,0,0,0,0,0,3,3,0,13,3,0,0,0,4,0,16,0,0,6,0,0,3,0,3,3,18
UCL215038,6,3,3,0,0,0,3,18,0,38,0,0,3,0,0,0,0,0,0,3,4,0,20,0,3,5,36,37,0,106,0,0,9,0,3,0,3,0,0,13,4,0,26,0,8,0,3,5,0,39,0,0,0,0,0,3,0,5,0,11,10,0,5,0,3,40,0,3,0,67,9,0,4,9,0,0,0,12,0,31,3,0,0,0,7,0,6,0,0,18,0,0,3,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,3,0,0,0,10,0,3,8,0,4,0,0,0,0,15,0,3,4,0,0,0,0,10,0,19,3,0,0,4,11,0,0,0,0,28,0,19,0,8,0,0,0,0,0,26,0,12,3,39,6,0,0,8,0,74,0,0,0,3,0,0,0,0,0,8,0,0,9,3,6,0,0,0,0,17,0,0,9,0,4,0,10,9,8,35
UCL215039,15,0,10,0,0,0,13,20,0,55,0,0,0,0,0,0,3,0,0,3,0,0,13,0,0,5,19,16,0,56,0,0,0,0,0,0,0,0,0,0,3,0,11,0,4,0,4,3,0,25,3,0,0,0,0,5,7,0,3,15,3,3,7,0,5,35,0,0,0,59,6,0,3,3,0,0,0,3,0,18,6,0,3,0,4,0,15,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,3,4,3,3,0,3,3,0,15,0,7,3,15,4,0,7,0,0,36,0,15,3,12,0,0,0,0,0,23,4,9,0,20,7,0,0,14,0,60,0,3,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,12,4,0,3,0,3,0,10,0,9,35
UCL215040,35,7,6,0,3,0,12,32,3,94,6,0,0,0,0,0,3,3,0,15,27,3,30,3,11,7,5,23,0,112,0,0,4,0,3,0,12,3,0,24,15,3,41,0,10,0,3,17,0,99,3,0,0,0,3,8,3,3,0,31,34,0,18,0,9,101,9,20,0,191,17,0,13,29,0,8,0,12,0,78,9,5,3,0,8,0,36,6,0,72,0,3,0,0,3,3,0,0,0,9,0,3,0,0,9,0,0,0,0,10,0,0,0,0,0,7,0,0,0,9,3,27,9,0,13,0,0,0,0,59,0,4,6,4,3,0,0,16,0,33,11,13,0,27,26,0,5,17,0,99,11,52,3,18,8,0,0,6,0,109,9,68,9,77,28,3,0,14,0,209,0,3,5,4,0,0,0,3,0,15,3,8,39,6,3,0,0,11,0,65,6,0,11,3,11,3,6,19,9,59
UCL215041,8,0,6,0,3,0,11,11,0,34,0,0,3,0,0,0,4,0,0,6,12,5,40,0,10,3,14,31,0,126,0,3,4,0,0,0,9,3,3,25,11,3,73,0,10,0,26,34,0,153,7,0,4,0,3,6,6,3,0,35,5,3,8,0,7,66,6,3,0,99,4,0,7,17,0,21,0,7,0,48,3,0,7,0,17,3,26,3,0,55,0,0,3,0,3,0,0,0,0,9,0,0,0,0,10,0,0,0,0,15,3,0,3,0,3,9,0,6,0,18,0,11,7,0,7,0,0,0,0,23,0,3,9,3,4,0,3,19,0,45,0,0,3,12,10,0,3,6,0,35,3,28,0,25,10,0,0,0,0,65,0,28,0,56,5,0,0,7,0,106,3,3,3,0,0,0,0,3,0,17,0,3,27,0,4,3,0,5,0,48,0,0,6,0,11,5,12,9,14,59
UCL215042,20,0,3,0,0,0,3,15,0,39,0,0,3,0,0,0,0,0,0,7,12,3,20,0,3,3,22,34,3,91,0,0,3,0,0,0,0,0,0,9,12,0,25,0,3,0,9,8,0,56,0,0,6,0,0,4,3,3,0,16,20,0,12,0,3,40,0,13,0,85,7,0,15,21,0,3,0,19,0,64,0,0,0,0,9,3,15,0,0,25,0,0,3,0,0,0,0,0,0,6,0,5,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,4,3,0,9,0,0,0,0,26,0,0,5,0,0,0,0,10,0,21,4,4,0,13,6,0,0,6,0,35,3,42,4,11,8,0,0,0,0,65,3,39,0,43,12,0,0,3,0,105,0,0,0,0,0,0,0,3,0,8,3,0,23,6,3,3,0,0,0,39,0,0,3,0,3,3,3,4,5,31
UCL215043,25,0,3,0,0,0,6,30,0,71,0,0,0,0,0,0,3,0,0,10,20,4,41,3,10,7,23,37,4,145,0,0,3,0,3,0,0,4,0,8,16,0,70,0,15,0,12,25,0,146,6,0,3,0,3,5,9,4,0,36,28,4,6,3,9,109,3,12,0,169,11,0,19,32,0,11,0,19,3,97,0,0,0,3,7,0,41,0,0,53,0,0,0,0,3,0,3,0,0,11,3,3,0,0,13,3,0,0,0,25,0,0,0,0,0,6,3,0,0,8,3,23,7,0,22,0,3,0,0,62,0,3,6,4,5,0,0,13,0,30,3,7,3,18,9,0,0,6,0,48,0,63,0,12,6,0,0,3,0,92,5,49,14,98,24,0,0,20,0,203,4,4,3,0,0,0,0,8,0,17,0,3,52,4,3,0,4,6,0,73,3,3,14,3,3,8,7,4,21,62
UCL215044,9,0,6,0,4,0,0,13,0,34,0,0,0,0,0,0,0,0,0,4,24,7,51,4,14,13,8,102,3,235,4,0,9,0,5,0,0,0,0,23,22,5,75,0,10,4,9,18,0,149,15,0,0,0,10,15,5,6,0,55,46,7,20,5,11,97,9,29,0,227,23,4,19,39,3,6,0,33,0,129,6,3,3,3,12,5,33,3,0,61,4,17,7,0,3,0,0,0,0,36,11,10,0,0,18,0,0,0,0,40,4,4,3,0,5,13,0,0,0,25,15,64,12,0,32,0,0,0,0,122,4,9,9,8,12,3,0,29,0,69,17,34,4,55,35,0,3,8,4,150,11,124,3,27,17,3,0,8,0,190,15,86,12,82,29,0,0,23,0,249,3,20,7,8,0,0,0,0,0,42,3,3,44,7,8,0,0,6,0,78,11,4,8,8,4,8,3,11,23,82
UCL215045,7,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,7,0,15,0,8,4,0,9,0,52,0,0,0,0,0,0,0,0,0,4,9,0,57,0,4,0,9,9,0,85,5,3,3,0,4,0,6,0,0,16,11,3,3,0,4,33,0,3,0,61,4,0,6,6,0,0,0,10,0,27,4,0,6,0,12,0,30,4,0,58,0,5,0,0,3,0,0,0,0,15,0,3,0,0,11,3,0,0,0,16,0,0,0,0,0,8,0,0,0,9,0,5,4,0,3,0,0,0,0,19,0,0,6,0,3,0,0,5,0,23,0,7,9,25,9,0,0,0,0,46,3,39,3,12,10,0,0,0,0,69,4,33,3,17,14,0,0,4,0,74,0,3,0,0,0,0,0,3,0,11,3,9,17,3,3,0,0,3,0,37,3,0,6,0,4,0,8,6,9,39
UCL215046,10,0,5,0,0,0,3,9,0,23,0,0,3,0,0,0,10,0,0,13,4,0,15,0,4,5,14,12,0,56,0,0,0,0,3,0,4,0,0,4,3,0,38,0,0,0,4,20,0,66,3,0,0,0,0,4,3,6,0,13,6,0,3,0,7,27,3,3,0,45,3,0,0,7,0,4,0,4,0,25,0,3,3,0,6,3,17,0,0,36,0,0,3,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,7,0,0,0,0,3,9,0,0,0,11,0,5,3,0,3,0,4,0,0,14,3,0,5,0,0,0,0,0,0,7,0,4,0,3,3,0,0,3,0,17,4,9,3,14,3,0,0,0,0,36,3,17,0,28,7,0,0,3,0,60,0,0,4,0,0,0,0,0,0,9,0,4,17,3,0,0,0,3,0,25,0,0,8,0,6,0,7,6,0,34
UCL215047,3,0,7,0,0,0,4,19,0,25,0,0,0,0,0,0,0,0,0,3,11,3,25,0,3,3,13,12,0,73,0,0,0,0,0,0,0,0,0,3,6,0,36,0,6,0,16,25,0,85,5,0,4,0,0,3,0,4,0,19,6,0,7,0,7,46,6,6,0,75,3,0,3,12,0,3,0,5,0,30,5,0,0,0,9,0,16,0,0,30,0,0,3,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,6,0,0,0,5,0,3,3,0,5,0,0,3,0,14,0,0,7,0,3,0,0,17,0,25,0,0,0,4,4,0,0,7,0,19,0,21,0,15,4,0,0,3,3,41,0,18,0,37,4,0,0,9,3,69,0,0,3,3,0,3,0,3,0,11,0,0,16,3,3,0,4,5,0,34,3,3,3,0,0,3,0,6,3,23
UCL215048,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,26,0,0,0,0,3,0,44,3,0,0,0,0,0,0,0,0,3,19,0,4,0,0,26,0,0,0,55,47,0,20,29,7,4,0,17,0,127,4,0,0,0,3,0,5,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,9,0,13,3,0,3,0,0,0,0,22,3,0,9,0,3,0,0,14,0,28,0,4,0,9,3,0,0,3,0,21,3,19,0,3,4,0,0,0,0,30,3,22,4,5,5,0,0,0,0,34,4,3,0,0,0,0,0,4,0,15,0,0,5,0,0,0,0,0,0,4,4,0,8,0,0,5,0,0,4,17
UCL215049,3,0,3,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,28,8,10,3,12,7,3,4,5,78,0,0,3,0,3,0,0,0,0,9,13,6,74,0,7,3,10,8,4,125,15,5,0,0,3,12,5,0,0,36,18,6,3,0,0,42,0,8,0,84,23,3,11,16,0,9,0,19,0,80,11,19,6,6,8,0,12,3,0,78,11,10,0,3,0,0,0,0,0,22,6,19,3,0,12,3,0,0,3,50,3,0,0,0,3,5,0,0,0,12,22,71,9,0,21,0,0,0,0,121,13,13,11,6,6,5,0,8,0,56,14,23,5,30,24,0,0,0,0,99,11,126,7,20,7,0,0,0,0,176,13,81,7,25,14,0,0,4,0,133,5,10,0,7,6,0,0,0,0,26,7,5,17,8,0,0,0,0,0,34,14,11,10,6,10,3,0,4,11,68
UCL215050,46,0,15,0,7,0,19,58,0,154,3,3,31,0,0,0,15,3,0,51,16,0,26,0,7,4,27,30,0,120,4,7,12,0,6,0,12,3,3,51,14,0,85,0,14,0,21,32,0,167,0,3,5,0,6,4,0,0,0,19,16,0,16,0,12,90,3,27,0,167,18,0,15,43,3,4,0,21,0,112,8,3,7,0,6,6,39,3,0,69,0,0,10,0,0,0,0,0,0,14,0,3,0,0,10,0,0,0,0,18,0,0,0,3,5,4,0,0,0,14,0,18,7,0,28,0,0,3,0,57,3,3,3,5,7,0,0,16,0,37,7,8,11,24,26,0,11,5,4,92,9,103,4,32,15,0,3,8,0,171,9,82,3,91,36,0,0,16,0,236,0,0,0,5,9,0,0,3,0,24,3,5,41,16,10,0,0,10,0,85,5,4,20,5,3,4,10,7,13,68
UCL215051,3,0,0,0,0,0,0,0,0,9,3,0,4,0,3,0,3,0,0,14,6,0,10,0,4,0,3,15,0,52,0,0,0,0,0,0,0,0,0,4,0,0,19,0,3,0,3,6,0,39,0,0,0,0,0,3,0,5,0,13,10,0,7,0,0,29,0,4,0,46,12,0,8,11,0,0,0,8,3,43,0,0,3,0,0,0,5,0,0,11,4,0,0,0,3,0,0,0,0,8,3,3,0,0,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,10,3,19,0,0,9,0,0,0,0,26,0,0,3,0,4,0,0,7,0,13,0,7,3,18,7,0,0,0,0,31,5,23,0,4,6,0,0,0,3,47,3,34,4,14,8,0,0,6,0,70,3,7,0,3,0,0,0,0,0,12,3,5,5,0,5,0,0,0,0,18,0,0,0,0,0,0,0,4,3,13
UCL215052,30,4,3,0,0,0,4,28,3,79,0,0,0,0,0,0,7,0,0,10,9,5,19,0,3,7,0,5,0,51,0,0,8,0,0,0,4,0,0,11,28,3,96,0,14,0,19,15,0,172,8,3,3,0,4,11,7,3,0,37,25,6,16,0,11,119,3,25,0,210,47,3,37,60,14,16,0,39,3,224,8,5,3,3,14,0,24,0,3,70,0,3,0,0,0,3,0,0,0,11,0,0,0,0,8,0,0,0,0,8,0,0,10,0,7,14,0,0,0,34,0,31,6,0,17,0,0,4,0,57,3,0,10,5,4,0,0,25,0,47,3,21,6,30,21,0,0,5,0,89,11,89,7,29,9,0,0,5,0,145,7,52,3,54,17,0,0,11,0,148,4,4,4,5,0,0,0,0,0,22,0,3,46,6,7,0,0,12,0,69,5,4,14,0,7,8,4,3,12,64
UCL215053,18,3,4,0,3,0,5,27,0,61,0,0,5,0,0,0,3,0,0,12,7,0,4,0,5,3,9,10,0,38,0,0,3,0,0,0,3,0,0,9,9,0,18,0,7,0,3,9,0,42,3,4,0,0,3,4,4,6,0,15,4,0,7,0,5,57,4,13,0,91,11,0,3,16,3,3,0,11,0,58,3,0,3,0,9,3,28,3,0,58,0,3,0,0,0,0,0,0,0,6,3,0,0,0,7,0,0,0,0,11,0,0,0,0,0,4,0,0,0,4,0,3,3,0,0,0,0,0,0,12,0,3,6,0,3,0,0,11,0,28,0,3,0,15,4,0,0,6,0,33,3,17,0,7,11,0,0,0,0,48,0,21,3,63,11,0,0,11,0,105,0,0,3,3,0,0,0,0,0,4,0,4,11,5,3,3,0,4,0,27,3,3,8,3,0,0,0,6,3,33
UCL215054,3,3,0,0,0,0,3,11,0,25,0,0,0,0,0,0,3,0,0,3,7,0,21,0,10,0,7,20,0,63,0,0,0,3,0,0,0,0,0,6,0,0,33,0,8,0,8,15,3,73,0,0,3,0,0,0,5,3,0,12,7,0,8,0,7,33,0,15,0,63,3,0,11,8,0,6,0,10,0,39,0,0,3,0,3,0,20,0,0,35,0,0,4,0,3,0,0,0,0,9,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,8,3,0,10,0,0,0,0,20,3,0,5,3,0,0,0,12,0,25,0,4,3,3,0,0,0,4,0,13,0,10,3,7,3,0,0,3,0,37,3,26,0,50,8,0,0,4,0,97,0,0,3,4,0,0,0,0,0,8,0,0,20,5,0,0,0,3,0,34,0,0,3,0,4,3,5,3,3,34
UCL215055,10,0,3,0,0,0,0,13,0,31,3,0,3,0,0,0,6,0,0,10,6,4,23,0,3,4,3,15,0,55,0,7,14,0,0,0,5,3,0,34,9,0,37,0,4,0,11,11,0,69,3,0,0,0,3,7,0,0,0,17,8,0,6,0,0,31,4,3,0,62,7,0,0,8,0,3,0,5,0,19,5,0,0,0,8,0,7,0,0,17,0,0,3,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,15,0,0,0,0,0,3,0,0,0,11,0,14,10,0,14,0,0,0,0,35,0,0,8,0,3,0,0,3,0,17,6,4,3,12,6,0,0,4,0,41,3,42,3,12,8,0,0,3,0,70,9,34,0,32,16,0,0,6,0,104,0,0,0,3,0,0,0,0,0,7,0,0,19,0,0,0,0,0,0,19,3,0,6,0,4,0,3,3,7,30
UCL215056,15,0,6,0,3,0,0,11,4,43,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,0,21,0,0,3,0,0,0,0,0,0,3,7,0,16,0,0,0,4,3,0,38,3,0,3,0,0,4,0,5,0,19,4,3,4,0,0,21,0,3,0,40,3,0,3,3,0,3,0,3,3,16,3,0,0,0,3,0,8,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,8,0,10,4,3,3,13,3,0,5,4,0,38,3,14,0,6,3,0,0,4,0,28,0,11,0,28,8,3,0,7,0,61,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,5,0,0,3,0,0,0,0,7,6,19
UCL215057,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,5,3,4,0,3,0,0,4,0,25,3,4,21,0,7,0,0,0,3,38,10,3,21,0,0,0,0,3,0,45,3,0,0,0,0,0,4,0,0,7,12,0,9,0,9,40,0,9,0,74,23,0,12,19,3,9,3,26,0,102,4,0,5,0,5,8,16,0,0,37,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,0,10,5,0,0,0,0,4,0,0,0,11,3,14,3,0,3,0,0,0,0,25,0,0,3,3,0,3,0,18,0,26,0,4,4,8,8,0,0,3,0,30,7,58,0,29,10,0,0,10,0,108,3,23,6,19,10,0,0,10,0,74,5,6,0,7,4,0,3,0,0,35,0,0,10,4,0,0,0,0,0,14,3,0,0,0,0,0,0,3,0,9
UCL215058,9,6,3,0,3,0,4,11,0,49,0,0,0,0,0,0,8,0,0,8,11,5,43,0,4,6,56,40,0,170,0,0,0,0,0,0,3,0,0,10,8,0,28,0,6,0,9,11,0,61,0,0,3,0,3,7,0,0,0,11,21,0,17,0,4,90,4,11,0,155,11,0,25,41,0,7,0,24,0,115,3,0,0,0,4,0,15,0,0,35,0,0,3,0,0,0,0,0,0,5,3,0,0,0,11,0,0,0,0,16,0,0,0,0,5,0,0,0,0,12,0,12,4,0,18,0,0,0,0,31,3,0,3,0,0,0,9,11,0,36,5,6,5,21,12,0,3,6,0,61,0,20,0,7,5,0,0,0,0,48,4,58,3,60,14,0,0,23,0,167,0,0,0,0,0,0,0,0,0,6,0,3,24,3,3,0,0,4,0,45,3,3,8,3,3,4,10,12,12,57
