UCL_CODE_2016,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL215086,48,0,3,0,3,0,4,6,0,66,0,0,0,0,0,0,0,0,0,0,5,0,8,3,12,3,3,3,0,32,0,0,10,0,0,0,4,3,0,20,4,0,23,0,3,0,5,4,0,35,7,3,4,0,4,9,0,0,0,31,23,0,7,0,3,48,0,5,0,84,4,0,3,16,0,6,0,5,0,37,7,0,9,0,8,0,22,4,0,47,0,3,4,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,10,3,0,9,0,0,0,0,23,3,0,3,3,3,0,0,8,0,19,0,0,7,6,3,0,10,3,4,36,3,47,0,14,6,0,3,0,0,69,7,59,11,104,18,0,0,46,3,248,0,0,0,0,0,0,0,0,0,0,0,7,28,0,8,0,0,4,0,46,5,0,6,0,0,0,3,4,3,25
UCL215087,9,0,0,0,0,3,0,0,0,17,0,0,0,0,0,0,3,0,0,5,26,7,43,0,15,9,18,16,0,130,0,0,5,0,4,0,5,0,0,16,13,5,159,0,19,6,25,33,5,263,6,4,3,0,7,13,4,3,0,50,21,3,15,0,10,108,4,23,0,188,13,0,5,19,0,21,0,17,0,75,17,5,3,0,20,4,33,5,0,83,0,4,5,0,4,0,0,0,0,20,3,3,0,0,19,0,0,0,0,33,0,0,0,3,4,11,3,0,0,20,0,20,10,0,16,3,0,0,0,54,3,3,5,3,5,0,3,17,0,41,3,11,7,51,28,0,3,7,3,112,15,75,7,35,19,0,0,3,0,153,14,63,8,71,20,3,0,8,3,187,7,3,5,0,0,0,0,4,0,26,4,4,49,8,11,0,0,3,0,74,15,3,34,4,6,10,13,4,15,100
UCL215088,9,0,0,0,0,0,0,10,0,21,3,0,0,0,0,0,0,0,0,3,0,3,11,0,3,3,5,4,0,33,0,0,0,0,4,0,3,0,0,11,3,0,23,0,3,0,15,17,0,61,3,3,3,0,0,4,9,3,0,20,11,3,5,0,5,43,0,3,0,72,8,0,7,14,0,3,0,22,0,51,3,0,0,0,3,0,28,4,0,41,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,3,0,4,6,0,9,0,0,0,0,22,0,0,4,3,0,0,0,14,0,21,0,4,0,11,6,0,0,3,0,32,0,21,3,3,4,0,0,0,0,37,7,26,5,32,12,0,0,16,0,92,0,0,5,0,0,0,0,0,0,15,0,0,12,0,3,0,0,3,0,22,3,0,8,0,3,0,5,3,7,30
UCL215089,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,9,9,0,13,7,3,0,3,56,5,0,0,0,0,0,0,0,0,9,33,7,78,0,20,0,5,15,0,156,23,3,0,0,3,10,0,0,0,43,10,7,4,0,6,51,4,10,0,87,3,0,0,24,0,6,0,3,0,39,7,3,0,0,9,3,4,0,0,28,6,5,0,0,3,0,0,0,0,17,11,11,0,0,13,0,0,0,0,34,5,0,0,3,4,6,0,0,0,17,12,40,8,0,13,0,0,0,0,71,4,0,0,0,11,0,0,3,0,24,11,4,0,15,7,0,0,0,0,42,9,33,0,13,13,0,0,0,0,71,9,38,3,18,23,0,0,4,0,93,3,3,3,3,0,0,0,0,3,14,4,4,23,4,8,0,0,3,0,48,8,10,3,0,5,3,0,4,4,50
UCL215090,9,0,4,0,0,0,0,4,0,13,0,4,0,0,0,0,0,0,0,4,27,11,41,3,9,12,5,20,0,115,0,9,3,0,5,0,0,3,0,11,19,0,81,0,4,0,4,19,0,137,3,4,3,0,6,7,3,0,0,25,16,3,3,0,3,81,0,14,0,119,17,0,14,33,0,3,0,29,0,94,14,15,0,0,13,3,24,5,0,71,9,17,3,0,0,0,0,0,0,33,12,25,0,0,24,5,0,0,0,72,0,0,0,0,6,15,0,0,0,26,15,84,12,0,30,3,0,0,0,147,3,9,12,10,3,0,0,15,0,50,22,25,9,51,22,0,0,7,4,130,19,130,3,31,16,0,0,3,0,208,18,124,9,73,29,0,0,4,0,245,3,10,3,0,0,4,0,5,0,27,3,7,18,12,7,0,0,0,0,59,14,13,6,0,3,3,3,5,13,71
UCL215091,23,3,7,0,0,0,4,19,0,51,0,0,4,0,0,0,3,0,0,4,29,11,72,0,16,10,42,58,0,234,0,3,0,0,4,0,4,7,0,18,14,4,194,0,32,3,26,44,3,326,9,11,5,0,9,10,14,3,0,63,27,8,33,3,9,142,13,23,0,250,12,3,13,21,3,12,0,17,0,83,10,3,4,0,14,3,45,0,0,85,0,6,5,0,6,0,0,0,4,17,0,0,0,0,17,3,0,0,0,26,3,0,3,0,6,11,0,0,0,22,7,19,16,0,15,0,0,0,0,61,4,6,15,3,10,0,0,31,0,73,6,7,3,25,12,0,8,9,0,67,10,53,3,42,19,0,0,4,0,135,6,57,5,128,19,0,0,11,0,229,3,5,8,3,4,0,0,4,0,22,3,6,92,10,9,0,0,13,0,129,7,5,21,0,16,11,15,22,16,118
UCL215092,3,0,0,0,0,0,3,3,0,16,0,0,0,0,0,0,5,0,0,12,3,0,8,0,0,0,5,19,0,38,4,0,21,0,3,0,3,0,0,30,3,0,24,0,0,0,4,6,0,33,0,0,0,0,0,4,0,0,0,10,3,0,3,0,3,32,0,3,0,46,3,0,0,3,0,4,3,5,0,23,3,0,4,3,0,0,5,0,0,13,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,4,7,0,0,0,0,0,0,9,0,0,0,3,3,0,3,11,0,25,0,4,3,12,11,0,0,3,0,34,3,6,0,6,4,0,0,0,0,19,0,14,0,26,4,0,0,10,0,49,0,0,0,0,0,0,0,0,0,3,0,0,11,3,3,0,0,0,0,18,0,0,4,0,0,3,0,3,3,16
UCL215093,0,0,0,0,4,3,3,4,0,14,0,0,0,0,0,0,7,0,0,6,30,8,17,3,12,7,11,18,0,109,0,0,3,0,3,0,3,0,0,12,15,4,98,0,8,3,19,17,0,164,4,3,3,0,4,10,3,0,0,29,25,3,11,0,13,66,10,8,0,130,10,0,13,23,0,9,0,18,0,78,0,3,0,0,8,3,18,0,0,33,0,0,3,0,3,3,0,0,0,11,0,9,0,0,10,0,0,0,0,18,4,0,0,0,8,4,0,3,0,25,5,20,7,0,26,4,0,0,0,58,8,3,5,4,4,0,0,12,0,32,5,10,4,15,16,0,3,5,0,58,6,59,3,13,6,0,0,5,0,93,0,39,7,29,11,0,3,0,0,99,3,0,3,3,5,0,0,3,0,13,3,3,33,9,4,3,0,6,0,61,3,10,19,0,10,8,10,8,14,70
UCL215094,13,0,7,0,3,0,0,22,0,45,0,0,0,0,0,0,4,0,0,5,23,4,31,3,11,4,15,21,0,111,3,0,6,0,5,0,10,0,0,25,9,3,102,0,6,0,26,28,0,177,10,3,0,0,4,4,12,0,0,33,18,0,15,0,7,74,3,10,3,133,15,0,12,15,0,6,0,22,0,70,5,0,0,0,13,0,28,0,4,48,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,0,0,0,0,13,4,0,0,0,10,13,0,3,0,36,6,13,8,0,11,0,0,0,0,43,4,0,10,0,5,0,0,19,0,47,6,3,4,23,7,0,0,9,0,54,11,45,3,39,15,0,0,3,0,109,8,34,10,72,18,0,0,7,0,147,9,0,8,8,3,0,0,4,0,27,3,3,38,3,10,0,5,8,0,68,8,3,14,3,9,3,9,12,21,82
UCL215095,6,0,5,0,0,0,6,13,0,22,0,0,0,0,0,0,7,3,0,4,3,4,16,0,3,0,10,15,0,42,0,0,0,0,0,0,0,0,0,7,5,0,28,0,0,0,4,17,0,54,0,0,4,0,3,0,3,0,0,6,0,0,6,0,0,39,0,3,0,55,10,0,3,19,0,0,0,7,0,33,0,0,0,0,5,5,8,3,0,20,3,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,16,3,0,13,0,0,0,0,30,0,0,0,0,0,0,0,7,0,7,0,3,0,12,9,0,0,0,0,25,3,21,5,3,6,0,0,0,0,40,0,22,5,27,10,0,0,4,0,67,0,0,0,3,0,0,0,3,0,6,3,0,13,3,0,0,0,4,0,22,0,0,6,0,5,3,3,0,5,17
UCL215096,16,0,6,0,0,0,5,26,0,50,0,0,0,0,0,0,5,0,0,7,3,0,6,0,0,5,17,9,0,42,0,0,3,0,0,0,5,0,0,6,5,3,19,0,3,0,3,7,0,42,0,0,0,0,0,4,3,0,0,6,5,0,5,0,6,47,3,5,0,73,12,0,12,9,3,4,0,9,0,42,4,0,0,0,0,4,7,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,0,5,3,0,7,0,0,0,0,20,0,0,3,0,0,0,0,3,0,14,4,6,4,4,3,0,0,0,0,19,5,26,0,13,5,0,0,0,0,56,4,27,0,40,5,0,0,11,0,88,0,0,0,0,0,0,0,3,0,6,3,0,16,4,0,0,0,5,0,28,0,0,5,0,0,0,0,4,5,22
UCL215097,7,0,3,0,0,0,0,10,0,23,0,0,0,0,0,0,3,0,0,3,0,3,7,3,0,6,0,11,0,31,0,0,0,0,0,0,0,0,0,3,0,0,27,0,0,0,9,11,0,52,0,0,0,0,0,11,0,3,0,11,9,3,0,0,0,15,0,3,0,26,13,0,13,17,0,0,0,6,0,45,3,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,7,0,7,3,0,3,0,0,0,0,15,0,0,5,0,0,0,0,7,0,10,3,12,3,9,10,0,0,3,0,40,0,25,0,12,3,0,0,0,0,41,0,22,3,15,4,0,0,3,0,50,0,0,3,0,0,0,0,0,0,3,0,3,11,0,4,0,0,0,0,13,0,3,5,3,3,0,6,7,3,27
UCL221001,3,0,3,0,0,0,3,9,0,34,0,0,0,0,0,0,3,0,0,3,3,0,20,0,3,3,3,18,0,52,0,0,0,0,0,0,0,0,0,5,4,0,17,0,3,0,4,0,0,32,0,3,3,0,0,3,0,0,0,14,4,0,7,0,3,33,0,5,0,47,0,0,3,8,3,0,0,9,0,30,0,0,3,0,3,4,11,4,0,19,0,0,0,0,0,0,0,0,0,4,0,5,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,4,0,0,3,0,8,0,0,0,3,0,0,0,0,0,9,3,14,0,4,5,0,0,0,0,24,0,19,3,18,14,0,0,3,0,55,0,0,0,0,0,0,0,0,0,3,0,0,11,3,0,0,0,4,0,17,3,0,4,0,0,3,0,3,7,19
UCL221002,11,0,0,0,0,0,0,30,0,42,0,0,0,0,0,0,3,0,0,8,3,4,14,0,3,3,0,12,0,35,0,0,0,0,0,0,0,0,0,7,11,0,18,0,3,0,7,4,0,44,0,0,0,0,0,3,0,0,0,3,7,3,0,0,3,10,0,5,0,30,8,0,3,4,0,0,0,10,0,27,4,3,0,0,7,3,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,5,0,11,4,3,0,8,9,0,0,5,0,28,0,18,0,3,4,0,0,0,0,32,0,13,5,10,4,0,0,0,0,35,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,9,3,0,3,0,0,0,0,4,6,22
UCL221003,16,0,0,0,4,0,3,12,0,33,0,0,0,0,0,0,0,0,0,6,9,4,13,0,3,0,0,17,0,44,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,0,0,20,0,0,0,0,0,0,0,0,0,3,3,0,8,0,3,21,0,3,0,35,8,0,4,4,0,0,0,3,0,23,5,0,0,0,6,0,11,0,0,26,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,8,3,3,0,6,4,0,0,3,0,17,3,5,0,6,0,0,0,0,0,18,0,17,0,21,0,0,0,3,0,43,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,13,6,0,0,0,0,0,4,3,5,18
UCL221004,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,3,19,0,32,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,14,0,0,0,0,0,3,3,0,0,5,8,0,3,0,0,17,3,3,0,28,0,0,3,0,0,0,0,4,0,10,0,0,0,0,4,0,23,0,0,31,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,3,9,0,0,0,0,17,0,16,0,7,0,0,0,0,0,21,0,15,0,19,4,0,0,0,0,40,3,0,0,0,0,0,0,0,0,4,0,0,8,0,6,0,0,0,0,13,0,3,4,0,0,0,3,0,3,18
UCL221005,7,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,6,8,0,4,0,3,3,0,29,0,0,0,0,0,0,0,0,0,6,4,0,26,0,8,0,8,10,0,51,3,3,0,0,3,3,0,0,0,13,8,6,4,0,10,22,0,3,0,62,4,0,0,10,0,9,0,9,0,26,3,0,3,0,0,0,3,0,0,10,0,4,0,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,4,8,3,0,3,0,0,0,0,18,0,0,3,0,7,0,0,4,0,11,0,4,0,5,4,0,0,0,0,16,0,15,0,5,3,0,0,0,0,24,4,23,3,3,6,0,0,0,0,47,0,0,0,0,5,0,0,0,0,5,3,0,10,0,3,0,0,0,0,16,8,0,0,0,0,0,0,4,0,19
UCL221006,33,0,4,0,3,0,3,7,0,56,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,13,0,3,0,9,3,0,23,3,3,6,0,0,3,0,0,0,12,0,0,0,0,0,13,0,3,0,19,4,0,0,0,0,0,0,3,0,13,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,13,3,0,0,0,0,0,0,3,0,10,3,5,0,0,3,0,0,0,0,13,3,26,0,5,3,0,0,0,0,36,0,17,0,8,0,0,0,5,0,39,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,3,0,0,12,0,0,3,0,0,0,0,3,0,4
UCL221007,4,0,3,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,6,0,15,0,3,0,5,0,0,31,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,5,0,0,0,19,3,0,11,6,0,6,0,8,0,34,3,0,0,0,0,0,3,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,12,3,13,0,0,0,0,0,0,0,16,0,17,0,16,3,0,0,3,0,38,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,11
UCL221008,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,3,0,0,8,0,0,8,0,0,0,3,3,0,13,0,0,9,0,0,0,3,5,0,20,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,15,3,3,0,25,0,0,0,4,0,3,0,5,0,14,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,3,0,0,3,5,0,0,0,0,13,0,17,0,3,5,0,0,0,0,27,0,18,0,17,0,0,0,8,0,41,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,6
UCL221009,26,0,3,0,0,0,3,9,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,3,0,0,0,0,0,0,0,0,8,3,0,4,0,0,0,5,0,0,15,0,0,0,0,0,3,0,3,0,4,6,0,0,0,0,9,3,4,0,30,0,0,3,0,0,0,0,8,0,11,0,0,0,0,4,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,11,3,16,0,3,3,0,0,0,0,20,5,14,0,14,6,0,0,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,15,0,4,0,0,0,0,0,3,6,13
UCL221010,6,0,3,0,0,0,0,9,0,21,0,0,3,0,0,0,0,0,0,3,3,3,6,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,19,0,7,0,0,4,0,23,3,0,0,0,0,0,0,0,0,7,0,0,4,0,0,12,0,4,0,22,0,0,10,7,0,0,0,3,0,12,3,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,3,9,0,0,0,0,0,27,0,20,0,6,3,0,0,0,0,27,0,10,0,7,9,0,0,0,0,30,0,4,0,0,0,0,0,0,0,4,0,0,9,3,3,0,0,0,0,13,3,0,9,3,0,0,0,0,3,21
UCL221011,4,0,4,0,0,0,3,7,0,17,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,4,6,0,21,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,3,0,18,3,0,0,4,0,0,0,0,0,8,4,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,16,0,3,3,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,12,0,10,0,3,3,0,0,0,0,21,3,10,0,14,4,0,0,6,0,39,0,0,0,0,0,0,0,0,0,7,0,0,0,5,4,0,0,0,0,7,3,0,0,0,0,0,3,0,3,14
UCL221012,3,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,7,0,19,0,3,0,3,4,0,44,3,0,0,0,3,0,0,0,0,6,12,0,3,0,4,17,3,0,0,33,0,0,3,4,0,3,0,0,0,11,0,0,0,0,3,0,4,0,0,13,0,3,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,8,0,0,0,0,0,4,0,0,0,11,0,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,0,0,0,16,0,26,0,0,4,0,0,0,0,30,0,24,0,8,10,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6
UCL221013,14,0,0,0,3,0,0,3,0,21,0,0,0,0,0,0,3,0,0,3,3,0,10,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,3,0,10,0,4,0,3,0,0,26,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,15,0,0,0,24,7,0,0,5,0,0,0,4,0,14,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,3,0,0,6,0,0,0,0,12,0,0,3,0,4,0,0,4,0,8,0,4,0,10,3,0,0,0,0,20,0,12,0,3,0,0,0,0,0,25,3,15,4,9,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,11
UCL221014,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,7,4,0,33,0,0,0,0,0,0,0,0,0,0,3,0,24,0,5,0,4,15,4,57,0,0,0,0,6,0,0,0,0,11,4,0,0,0,3,15,0,4,0,33,0,0,3,4,0,0,0,3,0,11,3,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,10,0,0,3,0,0,3,0,0,0,5,3,3,0,0,4,0,0,0,0,12,0,0,0,3,0,0,3,3,0,8,0,3,0,5,4,0,0,0,0,17,4,16,0,6,0,0,0,0,0,19,0,5,3,14,4,0,0,0,0,32,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,3,0,6,0,0,0,0,4,0,0,6,0,19
UCL221015,10,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,3,0,18,0,3,3,0,0,0,0,0,0,4,10,0,22,0,3,0,0,3,0,39,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,20,0,3,0,28,3,0,4,6,0,3,0,11,0,30,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,3,0,0,0,8,0,3,0,0,4,0,0,0,0,5,0,0,0,0,0,8,0,0,0,8,3,11,6,0,3,0,0,0,0,22,3,0,0,0,3,0,0,3,0,8,3,3,0,8,7,0,0,0,0,19,3,21,0,4,0,0,0,0,0,29,4,17,4,19,3,0,0,0,0,49,0,0,0,0,0,0,0,0,0,8,0,0,4,4,0,0,0,0,0,13,5,0,5,0,0,0,0,0,0,10
