UCL_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
UCL214008,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,4,6,0,13,0,3,0,3,0,0,0,4,13,0,21,0,17,0,12,0,0,0,19,9,0,27,6,12,0,17,4,0,3,21,15,0,39,4,22,3,28,0,0,0,33,17,0,50,9,28,0,36,0,0,0,36,16,0,60,10,11,3,22,0,0,0,22,11,0,35,14,8,0,22,0,0,0,24,18,0,40,9,6,0,16,0,0,0,14,3,0,24,8,3,0,13,0,0,0,13,4,0,19,14,3,0,18,0,0,0,18,5,0,25,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,13,18,3,34,0,0,0,34,21,3,56,0,0
UCL214009,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,8,0,0,0,4,0,0,0,4,11,0,10,6,17,0,18,3,3,4,24,5,0,29,0,3,0,7,0,0,3,9,15,0,24,0,9,0,6,0,0,0,6,10,0,16,5,3,0,10,0,0,0,13,9,0,18,0,3,0,6,0,0,0,6,3,0,4,0,3,0,3,0,0,0,3,0,0,5,10,0,0,14,0,0,0,14,0,0,14,5,4,0,9,0,0,0,9,0,0,9,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,17,3,0,3,19,15,0,33,0,0
UCL214010,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,7,0,3,0,3,0,0,0,3,4,0,10,4,10,0,14,0,0,0,10,10,0,20,0,19,0,20,0,0,0,20,20,0,43,3,12,0,17,0,0,3,21,7,0,30,15,11,0,25,4,0,4,26,11,0,36,15,12,0,21,0,0,0,21,6,0,27,8,3,0,10,0,0,0,12,8,0,23,12,3,3,20,0,0,0,20,4,0,25,9,0,0,9,0,0,0,9,3,0,8,9,0,0,15,0,0,0,15,0,0,13,8,0,0,8,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,12,0,28,0,0,0,28,13,0,38,0,0
UCL214011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,7,3,0,11,0,3,0,4,0,0,0,6,8,0,14,0,4,0,6,0,0,0,11,14,0,21,6,9,0,17,0,0,3,17,16,0,36,9,12,0,22,0,5,9,26,15,0,47,9,7,3,23,0,0,3,19,16,0,34,8,5,3,20,0,0,0,19,9,0,33,10,7,0,17,0,0,0,17,0,0,16,8,3,0,15,0,0,0,15,3,0,12,0,0,0,3,0,0,0,3,0,0,6,4,0,0,5,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,0,16,0,0,0,17,3,0,25,0,3
UCL214012,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,7,0,0,3,3,0,0,0,6,8,0,10,0,3,0,3,3,0,3,10,8,0,16,0,9,0,8,0,0,0,10,9,0,19,6,12,3,15,0,0,0,17,13,0,35,4,3,0,9,0,0,3,12,21,0,34,3,11,3,13,0,0,0,13,10,0,27,5,3,0,13,0,0,0,13,15,0,29,8,4,0,10,0,0,0,10,5,0,15,0,3,0,3,0,0,0,3,0,0,4,3,0,0,9,0,0,0,9,3,0,8,3,0,0,4,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,3,12,3,0,3,16,4,0,26,0,0
UCL214013,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,6,0,3,0,3,0,3,3,4,5,0,12,0,7,0,7,4,0,0,13,3,0,16,3,13,0,16,3,3,7,19,14,0,33,3,7,0,10,3,0,3,13,8,4,22,9,10,0,17,0,0,0,17,15,0,31,11,7,0,22,0,0,0,22,3,0,24,4,6,0,14,0,0,0,14,6,0,15,3,0,0,3,0,0,0,3,0,0,8,7,0,0,8,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,7,13,0,18,0,0,0,18,7,0,25,0,0
UCL214014,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,7,6,0,13,0,3,0,6,0,0,3,4,21,0,28,0,7,0,13,3,4,7,19,34,0,55,0,22,0,27,3,8,12,31,36,0,67,3,15,0,15,3,3,3,24,36,0,60,14,11,0,24,0,0,0,29,45,0,71,12,4,0,17,0,0,0,19,22,0,37,0,3,0,7,0,0,0,7,4,0,16,3,0,0,5,0,0,0,5,3,0,9,8,0,0,8,0,0,0,10,3,0,11,6,0,0,6,0,0,0,6,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,7,7,0,16,0,0,0,16,3,0,27,0,0
UCL214015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,11,0,9,0,4,0,6,0,3,3,6,7,0,16,0,3,0,5,5,0,5,6,11,0,23,3,5,0,9,0,0,5,11,13,0,31,3,8,0,10,0,0,0,12,11,0,27,10,6,0,14,0,0,0,15,17,0,27,12,11,0,18,0,0,0,18,8,0,25,8,7,0,7,0,0,0,7,5,0,13,9,4,0,9,0,0,0,9,0,0,10,0,0,0,5,0,0,0,5,4,0,8,5,4,0,10,0,0,0,10,7,0,11,3,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,9,14,0,19,0,0
UCL214016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,4,0,3,5,8,11,0,15,0,3,0,3,0,0,0,4,16,0,21,0,0,0,0,3,0,3,4,15,0,24,0,14,3,22,3,3,4,30,25,0,53,3,15,0,19,0,3,4,18,29,0,49,7,8,0,19,0,0,0,19,30,0,51,14,9,3,21,0,0,0,21,17,0,35,13,7,0,18,0,0,0,18,4,0,24,13,3,0,12,0,0,0,12,3,0,11,4,4,0,8,0,0,0,8,0,0,16,6,5,0,11,0,0,0,11,3,0,12,11,0,0,11,0,0,0,11,0,0,11,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,8,13,0,20,5,0,6,25,11,0,42,0,0
UCL214017,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,8,0,3,0,3,0,0,0,3,10,0,15,0,4,0,3,0,0,0,3,12,0,18,0,16,0,19,0,0,0,15,13,0,30,8,11,0,19,0,0,0,18,20,0,43,5,11,0,15,0,0,0,15,6,0,26,5,6,3,11,0,0,0,11,5,0,21,6,0,0,9,0,0,0,9,4,0,15,4,0,0,4,0,0,0,4,8,0,10,0,0,0,3,0,0,0,3,0,0,8,5,0,3,9,0,0,0,9,4,0,9,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,5,0,13,0,0,0,16,8,0,24,0,3
UCL214018,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,0,7,0,3,0,3,0,3,4,3,7,0,14,0,6,0,5,0,3,3,8,13,0,17,6,20,0,26,4,4,5,31,27,0,60,9,12,0,19,0,0,0,25,27,0,49,18,15,3,32,4,0,4,32,11,0,44,18,11,0,27,4,0,4,30,15,0,44,14,4,0,21,3,0,3,22,11,0,27,12,0,0,13,0,0,0,13,9,0,24,10,0,0,12,0,0,0,10,3,0,17,16,3,3,21,0,0,0,20,3,0,22,6,3,0,5,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,5,0,0,5,3,0,0,0,0,0,0,3,0,0,3,14,7,4,26,0,0,0,23,11,0,35,0,0
UCL214019,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,4,0,4,0,4,0,9,0,0,0,8,14,0,18,0,6,3,3,0,5,5,9,10,0,27,7,4,0,8,4,9,12,24,19,0,44,4,13,3,26,4,4,5,29,25,0,53,8,19,4,32,0,0,0,33,28,0,58,11,12,0,22,0,0,0,25,29,0,55,18,9,3,30,0,0,0,32,23,0,47,5,8,4,15,0,0,0,15,8,0,18,3,5,0,10,0,0,0,11,5,0,16,4,0,3,9,0,0,0,9,0,0,13,5,0,0,3,0,0,0,3,0,0,7,3,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,19,3,0,3,18,17,4,41,0,0
UCL214020,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,7,0,0,11,0,10,0,10,0,0,0,10,0,0,10,0,10,0,8,3,0,3,16,20,0,35,3,19,0,24,5,0,5,29,19,0,49,0,12,0,17,0,0,0,12,16,0,33,7,20,0,29,0,0,0,29,16,0,43,11,5,0,19,0,0,0,22,11,0,37,7,3,0,12,0,0,0,12,4,0,13,7,3,0,9,0,0,0,14,3,0,19,4,0,0,4,0,0,0,4,0,0,10,7,0,0,12,0,0,0,12,0,0,12,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,8,20,0,28,0,0
UCL215001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,8,0,0,0,8,0,0,3,0,4,0,4,0,0,0,4,0,0,3,3,0,0,3,0,0,0,3,4,0,6,0,4,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,5,0,0
UCL215002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,3,0,5,0,4,0,4,0,0,0,4,3,0,9,0,3,0,4,0,0,0,6,3,0,10,0,3,0,4,0,0,0,4,3,0,6,3,3,0,10,0,0,0,10,3,0,13,3,0,0,3,0,0,0,3,3,0,7,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,4,5,0,0,7,0,0
UCL215003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,0,0,6,3,0,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,5,0,6,0,0,0,6,0,0,9,5,3,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,9,0,0,9,3,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,9,10,0,22,0,0
UCL215004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,5,3,0,5,0,4,0,11,0,0,0,11,0,0,11,0,3,0,3,0,0,0,3,3,0,9,0,3,0,7,0,0,0,7,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,3,0,0
UCL215005,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,3,0,4,0,4,0,4,0,0,0,4,3,0,7,0,3,0,3,0,0,0,7,3,0,11,6,4,0,9,0,0,0,9,8,0,11,4,5,0,9,0,0,0,9,6,0,17,3,0,0,3,0,0,0,3,7,0,6,3,0,0,5,0,0,0,5,0,0,5,0,3,0,7,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,12,0,0
UCL215006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,3,0,4,0,0,0,4,3,0,10,0,5,0,3,0,0,0,3,3,0,7,3,3,0,3,0,0,0,3,3,0,6,3,3,0,5,0,0,0,5,3,0,11,0,3,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,8,3,0,0,5,0,0,0,5,0,0,9,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,4,6,3,0,15,0,0,0,15,3,0,18,0,0
UCL215007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,3,3,0,8,0,3,0,4,0,0,0,10,4,0,12,3,11,0,8,0,0,0,9,9,0,18,3,4,0,8,0,0,0,8,10,0,18,5,7,0,10,0,0,0,14,4,0,13,5,3,0,12,0,0,0,12,7,0,17,9,5,0,14,0,0,0,14,3,0,13,3,4,0,9,0,0,0,9,0,0,7,3,0,0,3,0,0,0,3,3,0,8,4,0,0,12,0,0,0,12,3,0,9,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,13,0,0,0,13,6,0,18,0,0
UCL215008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,6,0,4,0,6,0,0,0,6,0,0,6,0,0,0,3,0,0,0,4,4,0,7,0,3,0,3,0,0,0,3,0,0,0,3,3,0,6,0,0,0,6,0,0,6,8,0,0,8,0,0,0,8,3,0,9,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,3,0,0
UCL215009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215010,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,3,5,0,8,0,0,0,8,4,0,7,3,0,0,3,0,0,0,3,0,0,5,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,4,0,0
UCL215011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,4,0,0,0,4,0,0,8,0,4,0,4,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,3,0,7,0,7,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,4,0,0,5,5,4,0,12,0,7,0,7,0,0,0,4,0,0,6,0,8,0,7,0,0,0,6,3,0,13,3,4,0,11,0,0,0,11,4,0,19,8,6,0,7,0,0,0,12,10,0,18,4,4,0,12,0,0,0,12,4,0,14,8,4,0,7,0,0,0,7,3,0,17,3,0,0,3,0,0,0,3,0,0,7,0,3,0,5,0,0,0,5,0,0,4,3,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,12,3,0,3,15,9,0,20,0,0
UCL215013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,10,0,12,7,0,0,8,0,0,0,8,0,0,8,3,3,0,3,0,0,0,3,0,0,7,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,0,4,0,0,4,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,3,0,4,0,0
