UCL_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL221027,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,6,6,4,0,0,37,0,3,0,0,4,3,0,0,14,3,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,5,0,3,3,0,0,12,0,0,3,3,7,3,0,0,15,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4,5,13,11,4,37,15,19,16,17,30,26,15,12,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,0,5,0,3,9,3,3,0,28,4,6,3,4,3,4,6,4,23,0,3
UCL221028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,15,22,9,3,72,0,0,0,5,0,9,3,0,23,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,8,3,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,4,3,0,0,0,3,0,0,10,0,0,3,0,0,0,0,0,3,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,3,3,10,10,12,4,3,57,18,24,15,44,35,51,17,10,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,4,4,6,3,31,4,10,4,0,3,0,0,0,22,0,0
UCL221029,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,3,7,7,6,3,0,36,0,3,0,3,0,3,3,0,13,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,4,8,4,36,7,13,16,22,25,30,20,4,134,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,6,4,5,0,32,0,3,3,8,4,3,3,0,24,0,3
UCL221030,3,0,3,0,3,4,0,0,8,0,0,0,0,0,0,0,0,4,0,4,4,3,8,9,5,0,36,4,0,8,3,6,3,0,0,25,0,0,3,0,4,0,3,0,13,0,0,0,0,0,0,3,0,5,0,0,0,0,6,8,0,0,10,0,0,5,5,13,15,7,0,38,0,0,0,0,6,3,0,0,11,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,8,3,7,0,27,8,4,21,20,53,48,32,3,194,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,9,14,7,3,46,0,0,3,4,11,14,5,0,35,0,0
UCL221031,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,3,13,11,19,20,3,3,0,82,0,3,5,7,4,0,0,0,21,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,7,0,0,0,17,12,28,30,40,33,11,3,0,160,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,5,3,0,0,29,3,3,4,4,4,3,3,0,20,3,8
UCL221032,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,3,3,9,18,12,18,9,0,74,3,3,8,3,9,9,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,7,3,3,4,8,0,3,0,24,0,0,0,3,0,5,0,0,8,0,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,6,3,11,13,4,3,52,13,18,29,33,49,54,25,3,226,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,4,3,3,0,27,3,3,3,0,3,5,0,0,15,3,13
UCL221033,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,16,11,17,8,0,0,60,0,5,3,3,3,0,0,0,14,3,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,9,0,3,3,9,4,4,0,0,16,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,10,7,0,0,32,11,14,37,33,33,30,4,0,159,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,5,4,11,5,3,0,0,26,0,0,4,0,4,3,0,0,17,0,3
UCL221034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,3,4,0,7,7,0,37,5,3,3,4,3,3,0,0,19,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,4,0,0,3,0,0,4,0,0,3,3,0,0,0,0,6,0,0,5,0,4,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,5,3,0,23,11,18,24,19,33,19,11,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,6,3,5,3,0,0,18,0,0,8,9,6,0,3,0,22,0,0
UCL221035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,8,9,3,0,35,0,5,0,4,3,0,0,0,7,0,0,0,3,3,3,0,0,11,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,3,3,5,28,11,14,11,18,18,13,10,6,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,9,4,3,0,0,18,0,3,0,3,7,9,0,0,22,0,0
UCL221036,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,9,29,15,16,7,0,0,82,3,6,4,8,3,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,4,7,0,0,0,24,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,3,0,0,0,0,0,0,9,18,24,46,39,24,11,4,0,162,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,3,0,0,20,0,3,9,9,0,3,0,0,25,0,8
UCL221037,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,8,10,3,4,0,29,3,3,0,3,7,3,3,0,24,0,4,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,0,4,5,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,10,7,10,8,0,54,9,13,17,30,30,23,13,5,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,12,0,3,3,0,3,0,3,0,13,3,0
UCL221038,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,19,20,12,13,3,0,72,0,3,10,10,3,0,0,0,25,0,0,0,8,3,0,0,0,16,0,0,0,0,3,0,0,0,6,0,3,4,0,3,3,0,0,13,0,3,6,5,5,0,0,0,18,0,3,3,3,0,4,0,0,10,0,4,0,0,0,4,0,0,9,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,4,3,0,0,0,20,5,22,44,49,36,33,9,0,199,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,3,4,3,0,26,0,3,5,7,12,0,0,0,30,0,4
UCL221039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,13,8,3,0,36,4,3,0,0,4,0,4,0,14,3,8,3,6,3,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,7,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,6,13,25,9,19,23,18,8,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,6,0,7,8,3,3,0,31,3,7,0,10,3,3,6,0,31,3,12
UCL221040,0,0,0,3,3,0,0,0,10,0,3,0,0,0,0,0,0,7,8,16,17,29,23,14,0,0,105,6,5,14,9,9,4,3,0,47,0,7,7,3,0,0,0,0,19,0,0,0,3,3,0,0,0,9,0,0,0,3,3,3,0,0,9,0,0,4,5,5,3,0,0,26,0,3,3,3,3,0,0,0,12,0,0,6,0,3,0,0,0,5,4,0,0,3,0,0,0,0,11,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,9,6,9,13,8,10,0,0,58,26,49,63,86,65,32,3,4,327,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,12,0,3,3,10,8,0,0,0,32,0,5,6,5,6,4,0,0,30,0,7
UCL221041,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,12,17,20,16,8,3,0,76,4,7,13,5,10,0,3,0,41,0,0,4,3,0,0,0,0,12,0,0,0,0,5,0,0,0,3,0,0,6,0,3,0,0,0,8,0,0,3,9,0,3,0,0,14,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,3,3,12,3,0,0,30,20,27,48,44,40,20,7,0,215,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,8,10,3,8,0,0,0,34,0,5,3,3,3,0,3,0,15,0,0
UCL221042,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,15,10,3,10,7,3,0,48,0,9,0,0,10,0,0,0,17,0,5,3,9,0,3,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,6,0,6,4,0,3,0,0,0,16,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,11,8,14,11,13,8,9,0,63,12,35,32,32,37,35,13,3,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,0,0,0,31,0,3,4,0,3,7,0,0,21,5,5
UCL221043,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,9,8,7,8,7,0,43,4,6,3,3,8,10,0,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,0,3,6,5,0,0,17,0,0,0,3,0,7,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,3,0,8,0,0,19,6,5,22,24,27,51,17,4,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,8,13,8,0,0,35,0,3,4,3,11,9,0,0,38,3,4
UCL221044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,10,9,3,3,0,59,0,6,4,0,4,0,0,0,17,0,4,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,3,0,0,15,7,23,30,22,22,11,5,0,130,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,5,4,0,0,0,23,0,4,0,3,0,0,0,0,5,0,11
UCL221045,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,11,23,24,14,0,83,0,0,0,7,9,5,5,0,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,3,0,0,0,0,8,8,0,0,23,0,0,0,0,10,4,0,0,12,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,21,11,3,51,3,9,10,30,65,78,42,7,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,0,0,25,0,0,0,0,3,4,3,0,15,0,4
UCL221046,0,0,0,7,0,3,3,0,14,0,0,0,0,0,0,0,0,3,0,3,5,9,12,17,13,0,67,0,6,3,4,17,7,6,7,52,0,0,4,6,3,3,0,0,16,0,0,0,0,3,4,0,0,5,0,0,3,0,9,7,0,0,16,0,0,0,4,3,11,3,0,26,0,0,0,6,5,5,4,0,20,0,0,3,0,4,3,0,0,7,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,5,10,9,7,7,49,6,11,24,41,68,79,40,12,294,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,10,0,0,8,3,9,9,5,0,46,0,0,0,7,10,20,0,0,38,0,0
UCL221047,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,8,4,11,5,4,3,47,3,6,3,7,3,4,0,0,21,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,10,0,0,0,0,4,0,0,0,7,0,4,0,0,7,8,3,0,18,0,3,3,3,3,5,0,0,16,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,3,7,7,4,4,0,29,19,18,25,31,37,30,11,5,183,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,3,11,3,5,6,0,0,29,0,0,8,3,5,3,0,0,21,0,0
UCL221048,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,26,12,0,0,4,0,0,47,8,22,8,3,3,4,0,0,45,0,4,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,4,0,0,3,0,0,0,15,0,9,3,4,0,0,0,0,17,3,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,17,0,0,4,6,3,0,42,20,91,39,20,16,12,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,9,3,0,0,0,0,29,5,10,9,3,4,0,0,0,25,6,15
UCL221049,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,10,17,16,6,0,0,57,0,4,4,9,3,0,3,0,23,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,3,3,7,0,0,0,16,0,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,4,17,8,25,20,32,27,16,6,3,146,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,8,4,0,0,26,0,3,7,4,9,7,0,0,26,0,10
UCL221050,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,0,5,3,9,6,22,25,41,15,0,125,0,3,7,5,8,12,4,0,41,0,0,3,0,4,0,0,0,11,0,3,3,0,3,3,0,0,14,0,0,3,3,3,3,0,0,15,0,0,3,4,6,19,4,3,42,3,5,0,8,6,9,0,0,28,0,0,0,0,4,8,0,0,11,0,0,5,4,7,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,3,5,3,6,9,13,5,3,42,7,25,27,48,81,117,44,9,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,0,5,0,0,0,0,0,8,0,5,9,6,18,16,0,3,57,0,0,7,10,13,15,5,0,54,3,11
UCL221051,0,0,0,5,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,4,16,17,14,3,3,0,61,4,15,5,4,0,0,0,0,31,0,0,0,3,0,0,0,0,6,0,0,4,0,0,0,0,0,6,0,0,4,0,3,0,0,0,9,0,3,8,3,4,0,0,0,24,0,4,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,0,0,0,9,8,21,50,46,28,7,5,0,169,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,6,4,0,3,0,39,0,0,9,7,8,3,0,0,24,0,3
UCL221052,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,9,9,7,0,3,44,3,3,3,0,3,3,0,0,27,0,0,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,0,3,6,0,0,0,0,13,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,12,9,3,44,12,9,30,25,30,29,22,5,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,10,7,6,3,42,0,8,4,4,3,3,0,0,18,0,4
UCL221053,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,7,3,3,9,9,3,0,33,0,3,5,3,4,0,0,0,11,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,8,3,0,0,3,3,0,0,0,10,0,0,0,3,7,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,3,0,3,6,0,3,35,10,19,12,22,35,22,5,6,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,3,9,11,5,0,0,37,0,3,3,3,5,5,3,0,21,0,3
