UCL_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
UCL221013,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,9,7,3,14,3,3,0,3,3,0,35,15,9,12,0,0,3,3,3,0,39,6,3,4,0,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,17,34,4,4,5,12,9,0,130,0,0,0,4,0,4,0,0,0,10,0,3,0,3,3,0,0,0,0,10,0,3,0,3,4,0,0,0,0,13,5,7,0,0,10,3,0,0,0,31,3,12,0,13,3,4,0,3,0,35,3,6,0,3,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,3,24,31,14,0,6,0,119
UCL221014,0,0,3,0,0,0,0,0,0,9,0,0,4,0,0,0,0,3,0,6,4,0,15,0,3,7,3,5,0,33,0,4,10,0,0,0,3,9,0,36,5,0,6,0,0,0,13,9,3,43,0,3,8,3,0,0,4,4,0,30,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,52,3,4,7,22,24,6,161,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,4,0,0,0,15,3,7,0,5,3,3,0,5,0,30,0,12,5,5,5,0,0,3,0,32,0,0,3,12,8,0,0,6,0,34,0,3,0,6,8,0,0,3,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,9,28,32,16,0,21,0,135
UCL221015,0,0,0,0,0,0,0,4,0,9,0,0,4,4,0,0,0,0,0,10,3,8,12,3,3,0,4,0,0,31,5,3,10,0,0,0,0,8,0,38,7,7,12,3,0,0,0,3,0,31,7,6,8,8,4,4,3,0,0,42,0,3,4,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,29,31,50,21,13,10,8,16,0,174,0,0,0,0,0,5,0,0,0,8,0,0,0,3,0,0,0,0,0,12,3,5,3,7,3,0,0,4,0,24,3,9,0,8,3,3,0,0,0,24,9,9,0,7,9,3,0,0,0,41,6,8,0,10,4,6,0,3,0,40,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,38,7,34,20,21,0,4,0,152
UCL221016,0,0,0,0,0,3,0,0,0,9,0,0,4,0,0,0,0,0,0,5,0,6,10,0,3,4,4,8,0,31,9,9,11,3,0,0,7,0,0,34,3,0,7,3,4,0,0,7,3,28,3,3,3,0,3,0,4,3,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,39,8,6,9,15,15,3,127,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,7,0,8,5,3,0,3,0,28,3,4,0,7,17,0,0,0,0,32,4,5,0,7,9,0,0,0,0,28,0,0,0,6,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,27,34,4,0,6,4,117
UCL221017,0,0,3,0,0,4,0,3,0,13,0,0,11,0,0,3,0,9,0,24,5,5,15,0,0,0,0,4,0,30,3,3,11,0,0,0,3,9,0,32,10,3,8,3,4,4,10,6,0,49,7,5,10,0,4,7,5,7,0,42,5,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,52,5,10,15,25,39,3,193,0,0,0,3,0,9,0,0,0,12,4,0,3,0,0,6,0,4,0,17,3,3,3,3,4,4,0,0,0,22,3,6,0,3,9,0,0,8,0,30,3,6,0,4,4,8,0,7,0,41,9,5,0,4,7,0,0,4,0,29,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,7,23,21,34,0,24,0,158
UCL221018,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,4,0,6,0,18,4,6,7,0,0,0,3,6,0,23,6,7,3,3,0,3,5,0,0,22,12,0,7,9,0,0,12,13,0,54,11,6,15,3,0,4,6,10,3,51,4,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,37,21,39,16,7,11,25,25,4,187,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,3,0,5,0,3,3,0,3,0,0,3,0,16,0,9,5,3,9,7,0,3,0,28,3,10,0,8,15,10,0,3,0,52,4,13,0,6,10,3,0,4,0,43,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,12,35,8,25,37,28,0,23,3,166
UCL221019,0,0,6,0,0,0,0,3,0,13,0,0,10,0,0,0,0,7,0,14,4,4,8,3,0,3,0,9,0,31,4,7,13,7,3,0,6,6,0,47,3,7,16,3,0,4,8,5,0,44,10,8,17,4,4,3,7,5,0,64,3,5,3,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,73,14,14,14,19,34,0,238,0,0,0,6,0,3,0,3,0,17,0,0,4,3,3,3,0,3,0,19,0,3,0,12,4,0,0,0,0,23,3,16,4,6,6,5,0,7,0,49,6,21,5,6,8,3,0,8,0,59,6,19,8,12,8,9,0,7,3,69,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,60,19,52,34,30,3,31,3,246
UCL221020,0,0,3,0,0,4,0,0,0,11,0,0,3,0,0,0,0,5,0,13,4,0,10,0,0,0,5,3,0,26,8,0,4,0,0,0,6,5,0,25,5,3,12,0,0,0,4,3,0,23,3,3,12,3,3,3,8,3,0,44,7,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,5,47,4,3,12,30,18,5,150,0,0,0,3,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,5,0,5,0,30,0,6,4,0,3,3,0,0,0,14,4,3,0,15,8,4,0,10,0,38,0,4,0,6,7,0,0,9,0,37,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,22,13,32,24,16,3,26,0,145
UCL221021,0,0,0,0,0,5,0,3,0,11,0,0,6,0,0,0,0,3,0,10,3,0,4,0,0,0,5,3,0,23,0,0,12,0,0,0,3,3,0,16,3,4,11,0,0,5,10,7,0,37,8,3,10,0,0,4,8,4,0,36,0,3,8,0,0,3,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,47,0,3,14,23,23,3,148,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,8,0,3,0,0,0,0,0,19,6,3,0,7,5,3,0,3,0,23,4,6,0,3,0,3,0,4,0,23,0,3,0,3,7,9,0,3,0,22,0,3,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,5,16,17,20,0,15,0,115
UCL221022,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,5,0,3,5,0,0,0,3,3,0,15,4,3,8,0,0,0,0,6,0,20,7,3,3,0,0,0,3,7,0,24,4,3,8,3,0,0,13,3,3,33,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,28,3,3,0,21,29,3,117,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,4,4,6,3,0,0,0,0,15,0,0,0,6,0,3,0,0,0,16,3,3,0,5,3,6,0,0,5,22,0,9,0,5,0,3,0,3,0,33,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,5,31,13,18,0,10,6,103
UCL221023,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,8,0,3,13,0,0,0,0,0,0,17,6,0,3,0,0,0,0,0,0,19,9,0,9,3,0,0,0,0,0,33,9,3,4,4,0,0,0,0,0,18,3,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,30,8,3,3,6,11,6,108,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,15,3,8,3,6,6,3,0,0,0,29,5,14,0,7,5,0,0,3,0,26,3,3,4,3,11,0,0,0,0,23,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,11,18,25,8,0,3,0,108
UCL221024,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,6,0,15,0,0,4,0,0,0,3,3,0,10,3,0,3,6,0,3,0,10,0,23,6,0,4,0,0,0,10,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,16,6,4,4,15,20,0,87,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,3,0,5,3,0,0,4,0,3,0,0,0,14,0,0,0,4,0,3,0,0,0,10,0,0,0,7,9,4,0,4,0,19,0,3,0,7,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,14,12,18,0,9,0,77
UCL221025,0,0,3,0,0,0,0,6,0,4,0,0,3,0,0,0,0,0,0,4,3,3,6,0,0,0,4,8,0,17,0,8,0,0,3,7,4,3,0,25,12,4,3,4,3,0,6,3,0,35,12,7,16,3,3,3,3,3,3,53,3,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,21,30,9,11,11,14,23,3,155,0,0,0,0,0,3,0,0,0,9,0,3,0,3,0,0,0,0,0,8,3,3,0,3,7,3,0,0,0,22,6,13,3,0,0,3,0,0,0,23,3,7,0,10,14,3,0,0,0,41,3,11,0,3,13,3,0,3,0,36,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,6,31,29,28,0,16,0,159
UCL221026,0,0,8,0,0,5,0,0,0,11,0,0,7,0,0,0,0,3,0,11,4,0,15,0,0,3,4,4,0,23,0,3,8,0,0,7,5,9,0,40,11,3,24,0,3,0,17,12,0,66,5,6,13,4,0,3,9,8,0,51,8,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,70,6,8,18,34,33,3,213,0,0,0,6,0,3,0,0,0,6,0,3,3,3,0,0,0,0,0,12,3,0,0,4,0,0,0,3,0,16,3,9,3,7,9,3,0,6,0,33,3,8,0,15,8,3,0,4,0,50,4,7,0,6,7,3,0,0,0,39,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,33,13,44,30,15,3,18,0,169
UCL221027,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,7,0,0,15,0,4,9,3,0,0,4,8,0,26,7,3,0,0,0,0,3,3,0,23,8,0,0,3,0,0,0,3,0,16,4,3,4,6,0,0,6,4,3,33,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,8,26,9,0,5,21,18,3,124,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,3,7,0,0,6,0,0,0,0,17,0,3,0,3,3,0,0,0,0,17,3,0,0,6,10,0,0,7,0,28,5,8,0,6,3,0,0,4,0,29,0,3,0,4,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,6,17,22,9,0,13,0,105
UCL221028,0,0,0,0,0,0,0,3,0,8,0,0,5,6,0,0,0,0,0,10,4,4,4,10,0,0,0,3,0,22,0,0,4,3,0,0,0,7,0,14,3,6,13,0,0,0,0,9,0,29,4,0,6,3,0,4,3,3,0,26,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,31,25,4,8,9,19,0,126,0,0,0,3,0,3,0,0,0,8,0,3,0,9,0,0,0,0,0,10,0,6,0,10,3,0,0,0,0,21,3,0,0,3,3,4,0,0,0,21,3,3,0,3,3,7,0,5,0,31,3,0,0,3,4,3,0,6,0,26,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,6,34,13,26,0,15,3,116
UCL221029,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,6,0,13,4,0,0,0,0,0,3,0,0,18,6,0,13,0,3,0,5,3,4,34,3,3,9,0,0,0,9,3,0,29,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,9,36,3,8,8,23,16,0,122,0,0,0,0,0,5,0,0,0,8,0,3,3,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,11,4,8,3,3,3,3,0,3,0,19,4,5,0,4,11,9,0,8,0,37,3,6,0,3,6,3,0,3,0,25,4,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,5,14,23,20,0,18,0,118
UCL221030,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,4,0,12,0,0,4,0,0,0,0,0,0,9,11,3,3,0,0,0,0,3,0,25,8,3,3,0,0,0,0,4,0,27,11,7,8,0,0,5,3,7,0,48,3,6,0,0,0,4,0,0,0,17,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,41,30,26,7,3,11,5,18,0,136,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,8,3,3,0,5,0,3,0,18,4,14,0,3,0,5,0,7,0,36,3,16,3,3,7,3,0,0,0,39,4,3,3,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43,10,13,17,16,0,10,0,122
UCL221031,0,0,0,0,0,0,0,5,0,5,3,0,3,0,0,0,0,11,0,20,4,7,8,0,0,3,7,4,3,32,3,0,12,3,0,0,5,4,0,32,4,3,12,3,5,0,11,7,0,43,4,0,15,0,3,3,9,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,49,8,8,4,28,38,3,172,0,0,0,0,0,9,0,0,0,11,3,3,0,8,0,3,0,0,0,16,4,10,3,3,10,3,0,0,0,30,7,14,0,0,15,0,0,4,0,35,3,12,0,7,11,8,0,3,0,38,0,4,0,6,10,0,3,3,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,4,22,41,17,3,9,0,154
UCL221032,0,0,4,0,0,0,0,5,0,7,0,0,3,0,0,0,0,3,0,5,4,0,7,0,0,3,0,3,3,24,0,0,8,4,0,3,6,3,0,30,7,0,10,3,0,8,15,3,3,48,7,0,0,0,3,0,8,12,0,30,4,0,3,0,3,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,33,11,3,16,29,32,8,164,0,0,0,0,0,3,0,0,0,3,0,3,0,6,3,4,0,0,0,16,0,6,0,8,3,6,0,3,0,25,9,3,3,3,7,0,0,5,0,22,7,5,0,6,15,3,0,4,0,38,0,3,0,4,8,0,0,4,0,23,0,7,0,4,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,7,31,32,13,3,17,0,151
UCL221033,0,0,7,0,0,4,0,3,0,13,0,0,0,0,0,4,0,0,0,10,0,5,7,0,0,0,3,0,0,19,3,6,10,0,0,3,3,6,0,40,3,4,8,3,3,0,12,7,0,40,3,6,8,0,0,0,6,3,3,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,23,36,6,7,9,25,34,3,163,0,0,0,0,0,3,0,6,0,12,0,3,3,0,0,0,0,0,0,13,0,3,0,6,9,0,0,0,0,16,5,8,3,4,0,4,0,3,0,27,3,12,0,0,12,3,0,3,0,37,3,7,0,0,7,0,0,0,0,25,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,7,16,31,16,0,13,0,129
UCL221034,0,0,3,0,0,0,0,6,0,11,0,0,4,0,0,4,0,3,0,12,0,3,6,0,0,3,7,0,0,20,3,3,9,5,3,4,3,3,0,29,5,0,10,3,0,0,0,0,0,24,4,6,3,3,0,0,5,10,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,15,31,5,5,11,14,21,0,126,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,5,0,3,3,3,0,5,0,17,6,7,0,5,3,0,0,0,0,25,3,7,0,3,0,8,0,3,0,27,0,5,0,6,8,0,0,4,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,3,15,20,14,0,12,0,110
UCL221035,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,4,3,0,0,0,3,9,0,14,4,0,0,0,0,0,3,0,0,13,5,3,0,0,0,0,6,3,0,22,5,0,3,0,0,0,5,5,0,34,4,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,14,4,0,3,27,22,0,103,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,0,0,8,0,6,0,7,0,0,0,0,0,16,3,0,0,0,4,0,0,0,0,13,7,3,0,11,0,0,0,3,0,29,3,9,0,8,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,28,4,21,5,9,0,19,0,101
UCL221036,0,0,7,0,0,5,0,0,0,12,3,0,8,0,3,3,3,3,0,23,3,3,5,0,3,0,5,4,0,28,16,0,14,3,3,4,13,10,3,68,10,0,22,3,3,4,13,4,0,59,4,0,7,0,0,0,6,3,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,61,7,14,16,41,25,3,221,0,0,0,0,0,10,0,3,0,16,0,0,0,0,0,3,0,0,0,6,0,11,0,4,11,0,0,0,0,29,9,19,0,0,26,4,0,0,0,61,3,7,3,10,15,9,5,0,0,46,0,0,0,3,9,3,0,0,0,19,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,4,19,59,26,11,5,0,171
UCL221037,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,10,0,0,0,0,0,0,3,12,0,16,3,0,3,0,5,0,5,8,0,23,3,3,4,9,3,0,0,7,0,28,3,0,6,0,0,3,0,4,0,22,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,25,9,7,5,10,34,0,110,0,0,0,0,0,4,0,3,0,6,0,0,3,0,5,0,0,3,0,10,3,0,0,3,5,0,0,0,0,12,0,4,3,9,3,0,0,3,0,20,0,0,0,5,3,0,0,7,0,22,0,6,0,7,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,7,24,16,7,0,15,0,94
UCL221038,0,0,3,0,0,7,0,0,0,6,0,0,3,0,0,3,3,5,0,12,0,7,11,3,0,3,3,3,0,31,8,6,15,0,3,0,4,4,0,42,15,9,12,0,4,3,3,12,0,53,5,3,10,0,0,3,3,7,0,34,4,4,3,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,52,3,11,14,18,41,4,193,0,0,0,3,0,7,0,0,0,11,0,0,0,0,0,3,0,0,0,3,3,14,3,6,7,0,0,0,0,32,5,7,3,3,5,8,0,0,0,36,9,4,4,10,9,5,0,3,0,48,3,3,0,6,9,0,0,0,0,27,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,37,15,31,31,25,0,11,0,165
UCL221039,0,0,0,0,0,0,0,9,0,13,3,0,7,0,0,0,0,0,0,11,5,5,3,0,0,0,3,5,0,30,5,3,3,0,0,0,6,3,0,20,13,0,5,0,0,0,0,3,0,28,8,3,3,0,0,3,3,3,0,27,6,0,0,0,0,0,0,4,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,44,15,20,3,3,9,14,26,0,139,0,0,0,0,0,6,0,5,0,6,0,3,0,3,0,0,0,0,0,8,0,19,0,5,3,3,0,0,0,30,4,6,3,3,3,3,0,4,0,22,3,10,4,9,5,0,0,3,0,39,3,3,0,0,0,9,0,3,0,22,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,10,21,18,20,3,11,0,132
UCL221040,0,0,11,0,0,0,0,4,3,20,0,0,7,0,0,0,0,6,0,18,4,6,18,0,4,0,8,4,0,44,12,10,23,0,3,4,9,3,3,72,12,5,31,8,6,3,14,14,0,95,12,9,13,3,3,0,10,6,0,58,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,28,106,19,17,13,42,37,10,310,0,0,0,4,0,6,0,3,0,16,0,0,3,3,3,0,0,0,0,17,3,13,5,0,3,3,0,0,0,30,3,12,9,10,17,3,3,8,0,61,8,8,4,20,17,5,3,3,0,65,5,12,3,12,10,0,3,4,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,23,58,44,21,9,18,4,238
