UCL_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL215040,5,51,3,16,0,5,0,7,0,91,8,42,0,17,4,3,0,0,0,66,13,12,5,7,44,4,0,4,0,76,5,7,3,41,11,3,0,9,0,72,0,3,0,0,0,0,0,0,0,3,4,0,17,6,8,5,0,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,4,4,3,0,7,0,29,39,116,28,95,72,29,5,27,0,410,0,3,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,4,15,21,68,3,12,3,25,17,0,157,9,3,29,3,3,0,0,0,0,52,13,3,6,0,3,4,3,10,0,45,5,67,3,23,3,3,0,10,0,107,10,55,0,20,5,6,0,0,0,92,39,16,5,4,45,15,0,8,0,141,5,19,4,49,11,3,0,11,0,97,0,3,3,0,0,0,0,0,0,8
UCL215041,0,17,7,11,3,0,0,0,0,43,3,19,0,13,7,3,0,0,0,41,3,5,0,4,20,6,0,0,0,48,4,3,0,31,9,7,0,6,3,59,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,3,0,15,13,66,16,76,48,25,6,13,3,263,0,7,3,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3,13,4,67,3,8,7,21,18,0,142,3,0,45,0,5,0,10,4,0,66,6,0,3,0,0,3,3,3,0,18,0,23,7,21,3,0,0,0,0,51,3,23,0,13,7,3,0,0,0,51,10,8,6,7,20,15,0,4,0,66,4,4,0,34,6,11,3,10,3,77,0,0,0,0,0,0,0,0,0,0
UCL215042,0,28,3,17,5,3,0,0,0,51,5,26,0,11,0,0,0,3,0,40,0,4,4,0,18,0,0,3,0,33,3,11,0,17,4,0,0,3,0,39,0,0,0,4,0,0,0,0,0,8,3,0,7,6,5,3,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,13,66,13,57,35,19,3,15,0,227,0,3,0,0,0,3,0,0,0,7,0,0,4,0,0,0,0,0,0,4,6,6,35,0,0,3,12,13,0,81,13,0,10,0,0,5,4,7,0,38,7,0,3,3,0,4,0,4,0,23,3,28,3,17,5,3,0,3,0,65,3,34,3,9,0,0,0,3,0,58,6,12,3,3,21,3,0,3,0,49,4,14,0,23,4,0,0,3,0,52,0,6,3,3,0,0,3,0,0,17
UCL215043,0,37,4,22,9,3,0,0,0,77,7,34,0,14,0,0,0,0,0,58,5,0,0,8,26,11,0,0,0,61,3,9,0,54,10,6,0,6,0,89,0,3,0,3,0,0,0,0,0,9,3,4,21,8,3,12,0,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,8,0,7,3,27,23,97,32,115,51,49,0,18,9,405,4,5,3,3,0,0,0,0,0,13,4,4,0,4,0,3,3,0,0,11,13,6,78,3,4,4,21,22,3,159,19,0,39,5,0,0,3,7,0,80,10,0,7,0,0,0,9,9,4,46,0,45,6,31,9,4,0,0,0,103,6,49,0,15,3,3,3,3,0,76,17,17,6,8,29,21,4,6,3,105,10,15,0,59,11,6,0,6,0,100,0,3,0,3,0,0,0,0,0,17
UCL215044,4,66,4,20,10,5,0,7,0,118,5,65,0,23,6,3,0,0,0,105,25,13,3,7,57,8,0,8,0,123,8,34,0,51,18,4,0,12,3,139,9,11,9,5,4,0,0,3,0,40,7,3,15,14,4,8,0,11,0,55,0,0,0,0,0,0,0,0,0,0,3,12,0,0,3,0,0,3,0,21,0,0,3,11,4,7,0,3,0,23,72,227,38,128,107,50,3,42,11,672,6,18,3,3,3,0,0,3,0,30,8,13,5,0,0,0,0,0,0,24,31,17,71,5,4,3,11,19,5,169,20,16,40,0,4,3,3,9,3,99,11,6,7,3,6,5,3,8,0,47,11,79,4,28,11,5,0,8,0,147,9,96,0,26,8,6,0,0,0,150,42,34,6,15,63,21,3,14,0,209,18,57,4,72,23,9,3,16,3,195,13,31,13,9,3,5,0,3,0,74
UCL215045,4,20,8,6,3,0,0,0,0,36,3,25,0,3,0,0,0,0,0,29,0,7,0,0,13,3,0,0,0,30,3,9,0,13,12,3,0,0,3,45,0,3,0,0,4,0,0,0,0,13,0,0,5,4,3,3,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,4,0,11,18,65,16,32,46,17,3,9,6,210,3,6,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,5,56,3,3,7,17,7,0,103,3,0,31,3,0,0,0,4,0,44,3,3,4,0,0,0,0,0,0,21,4,19,8,7,3,0,0,7,0,45,3,27,3,7,0,0,0,0,0,40,11,10,3,0,22,5,0,3,0,55,3,12,0,20,12,3,0,0,3,56,0,3,0,0,4,0,0,0,0,17
UCL215046,0,8,3,6,0,0,0,0,0,19,0,14,0,3,0,0,0,0,0,24,0,3,0,0,9,9,0,3,0,29,0,3,0,16,4,4,0,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,10,32,8,28,18,17,3,6,0,134,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,4,0,31,0,3,0,14,7,0,65,4,0,29,0,0,0,3,3,0,41,3,0,3,0,0,0,3,3,0,12,0,8,3,8,0,0,0,0,0,29,6,14,0,3,0,0,0,0,0,25,5,11,0,0,9,9,3,3,0,36,0,4,0,19,4,3,0,3,0,35,0,0,3,0,0,3,0,0,0,3
UCL215047,0,13,0,8,3,0,0,0,0,34,0,12,0,4,4,0,0,3,0,20,0,4,0,0,16,7,0,3,0,29,0,3,0,30,3,3,0,3,0,51,0,4,0,3,0,0,0,0,0,5,3,0,5,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,9,34,9,47,25,21,0,13,3,166,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,12,7,44,3,3,6,5,8,0,80,3,0,18,0,0,0,3,8,0,38,0,0,12,0,0,0,3,0,0,13,0,17,0,8,3,0,0,0,0,38,0,20,0,4,4,0,0,3,0,28,3,3,0,3,13,12,0,4,0,42,3,5,0,30,5,4,3,3,0,60,0,4,0,4,0,0,0,0,0,5
UCL215048,0,14,0,0,0,3,0,0,0,23,4,14,3,4,0,0,0,0,0,26,16,3,0,0,3,0,0,4,0,29,0,5,0,10,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,3,0,5,3,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,30,39,14,19,14,15,0,11,0,147,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,12,0,9,0,3,0,3,4,0,27,7,0,21,0,0,3,0,0,0,32,0,0,6,0,0,0,0,0,0,12,0,19,0,4,0,3,0,3,0,37,12,18,3,7,0,3,0,0,0,42,25,9,3,0,3,4,0,3,0,61,3,9,0,10,3,3,0,4,0,31,0,0,0,0,0,0,0,0,0,7
UCL215049,9,46,4,14,5,0,0,3,0,82,9,67,3,10,6,3,0,0,0,97,18,25,4,5,18,6,0,0,0,73,7,37,0,26,13,3,0,0,0,87,3,14,0,3,6,7,0,0,0,37,3,0,7,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,0,7,0,4,0,4,0,0,3,24,55,216,24,61,71,32,0,6,7,478,13,21,3,4,3,0,0,0,0,49,0,10,3,0,0,0,0,0,0,20,38,42,48,7,0,7,5,11,0,151,11,14,40,0,0,0,0,6,0,70,4,3,11,0,6,3,3,4,0,36,13,69,9,22,10,3,0,4,0,121,17,83,4,11,6,4,0,3,0,130,47,54,4,5,27,13,0,5,3,158,16,60,0,29,15,6,0,0,0,127,7,20,3,3,6,3,0,0,0,54
UCL215050,6,59,3,16,9,3,0,3,0,96,6,58,3,19,4,0,0,0,0,92,10,9,6,5,41,5,4,0,0,78,7,17,3,57,12,3,0,6,0,99,5,0,3,0,0,0,0,0,0,9,4,0,24,13,8,7,0,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,3,3,13,38,162,52,116,84,20,8,26,4,506,0,4,3,0,4,0,0,0,0,18,3,3,0,0,0,0,0,3,0,10,21,19,121,11,13,6,49,20,3,256,14,3,55,0,0,0,4,20,3,98,9,10,12,0,6,3,4,10,0,58,10,74,6,20,9,3,0,3,4,127,8,80,3,19,5,0,0,0,0,123,19,19,6,7,48,11,4,6,0,111,9,18,7,77,10,3,0,8,0,126,5,3,5,4,0,0,0,3,0,21
UCL215051,3,19,0,7,3,0,0,0,0,39,10,12,0,0,5,3,0,0,0,24,12,0,3,4,11,3,0,0,0,30,7,17,3,14,4,0,0,0,0,44,0,6,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,30,67,9,33,30,12,0,11,0,188,3,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,5,4,20,3,5,4,3,5,0,48,8,3,10,3,0,3,0,0,0,27,7,3,3,0,0,3,0,0,0,17,3,19,0,6,3,0,0,3,0,41,8,14,0,3,5,3,0,0,0,35,20,0,3,9,15,9,0,0,0,46,5,19,6,13,5,3,0,0,0,61,3,7,0,0,3,4,0,0,0,26
UCL215052,0,47,3,22,10,3,0,4,0,96,7,50,5,10,5,0,0,3,0,76,16,17,3,6,45,14,0,15,0,110,0,13,0,38,10,3,0,11,0,81,0,3,3,0,0,0,0,5,0,15,3,4,13,13,5,17,0,3,0,65,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,6,3,3,0,4,3,24,33,147,34,104,82,46,3,47,4,505,4,0,0,0,0,0,0,0,0,7,0,3,0,0,4,0,0,0,0,13,13,9,75,4,5,6,22,11,0,150,27,3,71,3,0,3,3,10,0,125,16,7,14,3,3,7,3,8,0,59,4,58,3,27,10,3,0,3,0,116,8,67,5,14,5,0,3,7,0,106,27,27,4,10,43,17,0,16,4,163,6,13,7,49,9,7,3,16,0,101,0,7,3,4,0,0,0,10,0,29
UCL215053,0,16,0,11,0,0,0,0,0,28,0,10,0,6,4,0,0,0,0,27,3,3,0,3,19,3,0,3,0,44,0,4,0,37,4,3,0,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,11,10,42,7,68,39,13,0,22,3,210,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,36,0,3,3,13,9,3,78,10,0,15,0,0,4,3,3,0,34,6,0,5,0,0,3,5,5,0,27,0,17,0,10,0,0,4,4,0,39,3,14,0,6,4,0,0,0,0,31,7,8,0,5,22,11,5,3,0,55,0,9,3,46,3,3,0,3,0,70,0,0,0,0,3,0,0,0,0,3
UCL215054,0,12,0,10,4,0,0,0,0,30,0,7,0,3,0,0,0,0,0,18,3,4,3,5,7,4,0,0,0,27,0,8,4,35,4,0,0,5,0,53,0,0,0,3,0,0,0,0,0,4,0,0,9,0,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,11,14,29,17,62,24,13,0,14,0,173,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,3,33,0,3,3,11,6,0,66,3,0,24,0,0,0,5,3,0,34,0,0,4,0,0,0,3,7,0,18,0,16,4,8,4,0,0,0,0,32,0,4,3,7,0,0,0,0,0,19,4,6,3,5,9,4,3,0,0,37,0,10,4,34,4,0,0,5,0,63,0,0,0,3,0,0,0,0,0,7
UCL215055,0,19,0,12,7,0,0,4,0,38,6,29,0,3,3,0,0,0,0,47,3,4,3,3,21,3,0,7,0,49,4,13,3,14,6,0,0,3,0,46,0,3,0,0,3,0,0,0,0,5,4,0,3,3,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0,5,20,75,10,39,42,18,0,16,3,226,3,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3,17,7,54,0,4,0,15,5,0,97,6,0,18,0,0,0,0,4,0,35,3,3,6,0,0,3,3,3,0,24,4,29,0,14,7,0,0,4,0,48,4,35,3,8,3,0,0,3,0,59,14,16,6,3,26,5,0,4,0,75,3,19,3,21,7,0,0,3,0,58,0,3,0,0,3,0,0,3,0,9
UCL215056,0,12,0,7,0,0,0,0,0,24,0,8,0,3,3,0,0,0,0,16,4,0,0,0,16,3,0,0,0,25,0,3,0,18,3,4,0,0,0,28,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,27,4,32,24,14,0,12,3,120,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,27,0,0,0,6,6,0,45,6,0,7,0,0,0,3,0,0,20,3,0,4,0,0,0,0,3,0,15,0,11,0,13,0,0,0,0,0,25,0,11,4,3,3,0,0,0,0,24,7,3,0,0,16,3,0,0,0,30,0,4,0,17,3,4,0,0,0,36,0,0,3,0,3,0,0,0,0,10
UCL215057,3,23,0,13,3,0,0,7,0,44,4,40,0,8,0,4,0,0,0,59,9,3,3,3,17,5,0,0,0,45,3,6,0,15,4,3,0,8,0,36,0,0,0,7,0,0,0,0,0,7,5,0,6,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,30,73,12,54,28,21,3,17,3,243,3,3,3,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,12,14,41,4,7,3,12,3,0,87,14,4,13,3,0,0,0,6,0,38,0,3,10,5,0,0,0,7,0,26,0,22,3,15,5,0,0,7,0,57,6,47,0,10,3,3,3,4,0,80,15,8,4,5,21,5,0,5,0,68,4,8,3,14,4,3,0,8,0,50,0,0,0,7,0,3,0,0,0,8
UCL215058,0,47,0,13,3,0,0,8,0,81,3,17,0,8,0,0,0,0,0,27,10,6,0,0,20,3,0,0,0,49,3,9,0,31,8,6,0,3,0,55,0,0,0,0,0,3,0,3,0,6,3,0,13,14,3,3,0,6,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,7,8,0,0,3,22,23,82,20,79,45,30,3,25,3,303,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,8,5,8,67,3,4,5,14,9,0,117,8,0,23,0,0,0,5,3,0,41,0,5,3,3,3,3,7,9,0,31,4,57,0,20,3,0,0,11,0,99,3,20,0,7,0,0,3,0,0,37,15,8,0,4,28,9,0,0,0,64,3,7,0,37,4,6,0,5,0,71,0,0,3,3,3,0,0,3,0,14
UCL215059,0,22,3,12,5,4,0,0,0,42,4,22,0,0,3,0,0,0,0,38,9,3,0,0,11,3,0,0,3,30,0,8,0,17,3,0,0,0,0,32,0,0,3,0,0,0,0,0,0,3,7,0,12,0,3,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,58,19,39,32,7,4,9,4,197,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,10,7,33,3,4,3,7,10,0,80,4,0,24,0,0,0,0,5,0,34,10,0,5,0,3,3,4,3,0,33,7,25,3,14,4,4,0,0,0,53,4,29,0,4,3,0,0,0,0,45,13,5,3,4,17,3,3,3,3,48,0,9,0,18,3,3,0,3,0,37,0,0,3,0,0,0,0,0,0,5
UCL215060,0,22,0,10,6,4,0,0,0,43,0,29,0,3,0,0,0,0,3,38,3,5,0,5,10,4,0,0,0,32,3,5,0,18,4,7,0,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,9,63,8,42,26,19,0,9,5,176,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,25,0,4,0,6,12,0,53,0,0,5,0,0,0,4,4,0,16,4,7,10,0,0,3,3,3,0,23,3,25,0,9,6,4,0,0,0,47,0,34,0,5,3,0,0,0,4,50,13,11,3,5,16,6,0,4,0,53,0,8,0,18,4,7,0,4,0,46,0,0,0,0,0,0,0,0,0,3
UCL215061,0,25,0,19,5,0,0,0,0,51,0,19,0,3,0,0,0,0,0,27,5,6,0,3,19,3,0,0,0,40,3,6,0,26,4,0,0,9,0,52,0,0,0,0,0,0,0,0,0,6,4,0,6,3,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,17,61,7,48,46,12,0,15,0,215,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,7,3,4,40,0,3,3,9,14,0,79,6,0,13,0,0,0,5,6,0,26,13,3,6,0,5,0,0,4,0,30,3,36,0,18,3,0,0,0,0,62,3,23,0,5,0,0,0,0,0,36,8,5,4,3,24,6,5,3,0,57,9,10,0,26,4,0,0,8,0,58,0,0,0,0,0,0,0,0,0,4
UCL215062,3,60,3,21,3,5,0,0,0,100,8,32,0,14,6,5,0,0,0,57,9,13,0,8,34,10,0,7,0,87,3,19,0,45,9,3,0,9,0,92,0,0,0,0,0,0,0,0,0,3,3,0,14,5,8,8,0,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,17,28,128,22,102,58,38,3,35,3,410,3,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,11,17,6,72,0,6,9,27,20,4,145,5,0,26,0,0,4,7,13,0,49,9,3,5,0,0,3,3,15,0,37,3,64,3,24,3,5,0,0,0,106,5,48,3,14,6,5,4,0,0,84,25,22,3,9,35,17,4,14,0,127,4,21,0,58,18,3,0,12,0,113,3,0,0,3,0,0,0,0,0,6
UCL215063,0,17,0,7,0,3,0,0,0,35,0,14,0,10,3,0,0,0,0,24,4,0,3,4,7,3,0,0,0,19,0,3,0,23,4,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,10,10,36,12,52,23,11,0,11,3,167,0,0,0,3,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,20,0,5,0,3,6,0,44,8,0,7,0,0,0,3,6,0,28,3,8,9,0,0,0,3,4,0,27,0,24,0,12,0,3,0,0,0,38,3,17,0,7,7,0,0,3,0,35,7,3,4,4,7,5,0,0,0,28,4,6,0,30,4,0,0,6,0,44,0,0,0,0,0,0,0,0,0,0
UCL215064,0,13,0,13,3,0,0,0,0,29,0,19,0,3,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,13,0,3,0,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,7,28,20,8,3,8,0,102,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,19,3,0,3,12,6,0,53,4,0,9,0,0,0,3,0,0,13,15,3,0,0,3,0,6,3,0,29,0,15,3,15,3,0,0,0,0,33,0,21,0,3,0,0,3,0,0,32,4,0,5,0,3,0,0,0,0,20,0,7,0,9,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
UCL215065,3,39,3,17,4,0,0,4,0,72,5,33,0,14,0,0,0,0,0,55,12,7,0,3,23,12,0,0,0,58,0,12,0,39,3,4,0,3,0,66,0,6,0,0,3,3,0,0,0,11,5,3,6,4,8,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,12,29,102,20,79,42,31,7,15,3,328,3,3,0,3,0,0,0,0,0,13,0,5,3,0,0,3,0,0,0,11,16,8,48,3,3,5,14,16,0,109,9,0,31,0,0,6,0,5,0,58,4,0,3,3,3,3,0,0,0,20,4,48,3,23,4,0,0,4,0,91,14,44,0,12,3,0,0,0,4,80,26,12,3,6,22,16,3,6,0,95,6,20,0,45,3,3,0,5,4,94,0,10,0,5,4,3,0,0,0,21
