UCL_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL212005,26,673,25,196,61,36,0,21,7,1041,40,433,7,90,48,15,0,7,3,635,108,122,17,61,343,110,6,32,3,811,50,180,14,392,82,58,4,59,7,844,8,39,13,17,12,20,0,6,0,111,34,8,148,86,55,73,3,40,4,449,0,0,0,0,0,0,0,0,0,5,6,12,0,6,8,3,0,3,0,42,10,6,5,21,21,12,0,16,15,102,324,1570,269,885,680,341,16,217,41,4341,43,99,24,16,25,9,0,7,0,221,14,25,27,9,14,10,5,7,3,107,94,108,525,24,56,42,116,146,9,1109,132,30,423,9,13,31,39,67,12,760,49,44,63,19,20,22,30,43,4,294,47,881,34,240,59,35,9,24,11,1341,78,616,30,117,60,21,10,21,4,949,282,314,53,84,403,184,39,71,9,1444,76,280,19,504,87,77,6,87,10,1152,20,70,25,21,19,30,3,15,0,209
UCL213001,15,234,12,85,35,14,3,8,0,405,27,266,0,68,22,17,0,3,0,413,66,74,12,36,219,55,4,16,4,497,28,89,14,239,66,26,3,16,3,479,10,24,3,7,7,12,0,3,0,72,21,8,40,32,28,20,3,9,0,164,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,0,0,0,0,27,6,7,0,11,17,4,0,8,3,57,196,759,124,494,446,169,22,75,23,2299,14,41,15,12,15,5,0,3,3,104,24,52,18,4,14,3,7,4,3,134,122,82,409,34,33,28,125,69,17,920,38,13,287,5,16,3,35,52,5,452,22,11,46,4,23,5,14,18,3,148,29,264,17,97,36,14,8,12,0,482,42,339,9,75,24,14,10,5,6,521,166,149,24,54,265,96,47,35,8,850,45,116,20,294,80,29,16,22,10,636,20,48,13,6,17,19,9,5,0,132
UCL213002,13,197,11,89,29,10,0,8,0,356,13,135,0,36,14,9,0,9,4,222,43,39,4,22,103,28,4,22,0,267,9,45,6,155,28,18,3,21,3,294,0,13,4,4,13,3,0,5,0,45,11,3,55,38,22,22,0,14,0,164,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,5,0,18,6,4,4,9,3,11,0,10,8,62,107,464,102,374,237,116,8,106,18,1526,4,16,0,5,4,3,3,3,0,45,3,11,4,8,3,4,3,3,0,40,59,45,256,7,25,30,53,76,8,551,44,9,121,4,10,7,19,29,3,253,19,16,21,8,12,8,3,15,0,107,13,244,17,107,29,15,0,15,0,438,22,173,4,44,18,9,0,11,3,292,83,74,19,36,124,39,12,40,4,437,23,70,11,185,33,22,9,19,3,370,3,21,5,10,12,4,4,11,0,65
UCL213003,12,122,10,80,21,7,0,12,0,265,3,131,0,29,11,3,0,8,0,191,45,29,11,27,105,37,0,24,3,273,16,31,7,227,31,17,0,27,0,348,3,6,0,3,6,8,0,0,3,30,10,3,42,30,18,11,0,27,0,146,0,0,0,0,0,0,0,3,0,6,0,0,0,4,4,4,0,0,0,8,5,4,5,16,4,9,0,7,10,60,99,340,80,425,204,110,3,127,17,1416,10,4,5,4,3,4,0,8,0,38,4,9,6,0,0,3,0,3,0,31,52,20,220,4,17,31,71,109,4,533,45,9,124,4,3,10,19,26,7,241,27,19,22,11,4,10,24,28,0,141,23,168,15,85,20,7,3,14,0,341,13,172,5,36,13,8,3,11,0,256,83,72,14,39,125,58,15,41,3,452,20,42,11,263,38,25,3,37,0,439,8,17,5,4,9,12,0,12,3,65
UCL213004,11,137,14,72,19,15,0,5,0,268,13,178,0,36,11,4,0,5,3,257,50,29,4,24,120,43,3,17,0,299,12,52,6,167,38,16,0,11,3,305,0,9,3,8,14,5,3,4,0,47,9,8,44,24,16,19,0,22,0,140,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,3,4,0,3,8,3,0,10,6,44,116,445,88,350,233,120,16,97,22,1479,12,20,4,3,5,4,0,3,0,48,14,12,9,0,5,4,0,3,0,48,71,44,273,12,16,21,102,78,7,622,37,7,175,5,6,8,23,43,3,308,11,11,27,9,11,4,23,38,0,137,16,160,21,89,19,15,0,9,0,320,26,241,5,40,12,8,3,3,3,340,105,64,12,36,133,64,19,29,4,458,23,77,7,189,45,20,5,25,3,399,4,19,16,8,16,5,7,4,0,74
UCL213005,24,204,14,77,33,16,4,10,0,378,13,136,3,41,17,6,0,3,3,227,38,36,6,24,151,37,0,22,9,318,21,66,9,211,43,25,3,21,6,386,4,21,3,11,13,14,0,5,0,77,3,3,50,40,13,23,0,11,3,143,0,0,0,0,0,0,0,0,0,0,3,4,0,7,4,0,0,0,0,20,0,4,3,3,5,6,0,3,3,39,120,496,108,421,299,140,11,87,25,1707,9,28,11,6,10,0,3,3,0,74,5,26,19,0,6,5,0,3,0,67,55,53,261,27,21,11,57,57,17,557,30,8,223,12,11,8,16,32,8,346,16,11,30,3,8,9,6,15,0,97,27,245,16,89,38,18,7,14,0,453,19,188,7,50,23,8,6,6,7,310,97,94,16,36,178,64,17,37,7,538,38,88,22,245,52,27,6,33,3,509,10,26,14,14,12,21,3,7,0,115
UCL213006,11,233,8,90,20,14,0,8,0,389,12,162,3,49,18,10,0,0,0,248,49,48,7,27,102,38,4,12,0,285,20,64,12,184,30,18,0,20,0,352,5,14,4,11,4,3,0,0,3,42,16,3,65,37,22,26,3,16,3,189,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,14,6,5,3,18,7,11,4,8,9,67,129,556,118,418,218,131,15,77,22,1681,13,23,3,6,3,3,4,3,0,52,10,7,8,3,3,0,4,6,0,32,85,31,291,15,13,23,58,76,9,595,42,9,147,5,0,12,16,39,3,276,20,23,35,13,3,13,16,17,0,143,21,287,10,107,20,14,0,12,0,473,24,227,10,53,18,10,4,0,0,353,112,98,6,42,121,64,11,24,0,481,35,89,15,214,34,18,5,31,3,440,4,22,3,9,4,12,0,4,3,59
UCL213007,26,336,12,115,40,12,0,5,3,550,25,214,3,34,14,4,3,8,0,304,60,85,12,32,220,49,0,13,4,471,29,88,10,205,47,35,3,8,4,430,10,19,3,7,15,11,0,0,0,67,20,10,53,40,36,41,4,10,0,209,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,11,3,4,3,10,14,8,0,6,4,53,188,796,119,460,398,166,13,68,17,2228,9,39,11,9,8,0,3,0,0,77,7,17,10,0,0,3,3,4,5,58,81,49,302,9,22,30,78,41,3,617,78,8,183,7,5,14,26,30,4,346,72,53,34,7,18,18,17,29,3,248,31,411,12,158,42,12,3,5,3,680,39,293,11,36,14,8,9,6,0,422,154,152,24,45,244,85,18,22,6,751,44,131,18,253,53,41,4,22,9,570,16,24,5,9,15,9,0,6,0,91
UCL213008,11,176,20,84,25,12,3,10,3,339,7,189,3,50,19,5,3,0,0,289,48,73,4,40,195,61,5,17,8,456,25,72,11,205,46,22,9,12,5,403,4,23,3,11,10,8,0,4,0,68,15,5,49,32,20,26,0,19,0,175,0,0,0,0,0,0,0,0,0,0,0,9,0,7,7,0,0,0,3,29,4,0,5,9,10,3,5,3,5,41,135,616,131,461,366,152,29,77,27,2000,10,48,15,12,10,3,4,7,0,109,30,71,18,7,7,3,5,6,0,146,81,98,381,41,31,25,93,79,17,846,35,7,180,12,12,5,24,55,7,333,10,15,20,7,7,12,12,11,0,98,25,212,30,96,27,14,14,12,7,427,15,226,13,57,26,10,9,3,6,356,138,152,18,64,233,84,31,35,12,758,37,90,20,255,54,26,15,18,10,531,5,43,10,20,19,5,0,3,0,105
UCL213009,18,220,21,82,33,9,0,0,0,392,14,141,0,63,21,6,0,3,6,250,50,55,9,30,188,59,8,13,6,406,22,54,12,192,46,31,3,18,3,377,9,23,0,7,17,13,0,4,0,62,17,3,57,44,31,26,3,13,0,187,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,5,0,13,0,3,0,14,7,8,0,4,0,43,133,522,119,452,354,166,17,67,17,1836,9,32,11,4,5,3,0,4,0,74,10,31,9,0,3,3,3,4,0,67,69,52,267,22,21,19,58,77,10,602,40,10,224,6,7,10,29,45,0,368,14,6,29,5,3,3,3,9,0,73,21,252,22,102,44,15,6,6,0,478,18,190,3,67,19,11,3,0,3,324,126,98,17,55,220,73,20,28,9,651,28,74,19,239,60,32,9,26,7,492,11,31,8,11,14,23,0,5,0,104
UCL213010,9,135,10,76,15,3,0,6,0,260,9,124,0,38,13,6,0,0,0,196,25,40,10,33,165,45,3,20,11,350,17,57,4,242,33,16,0,20,8,397,4,7,3,0,9,5,0,0,0,38,7,9,47,29,15,16,0,18,0,145,0,0,0,0,0,0,0,5,0,9,0,0,0,5,5,0,0,0,0,11,6,4,3,13,11,11,0,4,3,56,90,391,100,452,282,118,7,82,26,1543,3,10,6,0,0,3,3,0,0,30,4,13,13,0,5,10,0,5,0,51,48,45,446,18,31,18,80,78,12,786,16,9,170,7,4,16,27,54,5,302,13,4,26,0,3,3,7,16,0,70,13,153,17,96,19,6,3,7,0,306,15,160,11,46,16,12,3,3,6,266,55,71,24,37,184,60,8,28,9,486,20,77,7,309,41,21,8,32,6,513,8,19,8,6,11,4,0,5,0,71
UCL213011,0,95,8,32,10,15,0,4,0,167,5,81,3,31,11,11,0,3,0,140,29,31,3,21,107,31,4,13,0,243,18,50,4,171,33,18,0,11,3,313,0,6,3,3,5,4,0,3,0,28,6,0,30,16,15,22,0,19,0,101,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,3,0,14,0,3,3,14,9,4,3,11,10,58,67,285,62,304,200,106,13,76,15,1132,3,8,3,0,7,9,0,0,0,40,8,16,8,0,11,4,3,0,3,57,41,37,293,12,22,15,81,58,15,580,21,4,96,3,4,6,30,37,0,207,0,3,13,3,0,0,8,4,0,32,3,134,12,49,14,13,0,7,3,234,11,104,8,35,11,8,0,5,0,186,57,56,10,29,131,44,22,24,3,377,22,73,4,218,41,23,6,16,4,413,3,11,3,7,9,10,0,5,0,58
UCL213012,37,482,24,109,57,21,3,10,6,740,45,369,9,70,37,16,0,3,3,554,101,118,20,42,179,53,3,14,8,531,44,174,6,214,75,24,0,8,6,555,16,44,13,15,19,13,0,0,3,127,18,7,56,48,26,27,0,7,4,187,0,0,0,0,0,0,0,3,0,3,9,19,0,10,17,5,0,0,0,58,7,12,3,9,5,3,0,0,6,48,297,1310,152,531,463,175,10,67,34,3044,27,105,22,8,25,6,5,8,3,205,22,37,8,3,4,0,4,0,0,88,90,130,330,25,25,28,31,50,10,722,127,51,363,22,16,19,16,36,9,651,27,34,70,6,24,14,11,15,3,205,49,623,31,143,62,27,6,13,13,964,79,528,15,92,47,20,3,16,3,798,253,253,54,63,226,106,11,25,13,1000,87,262,25,270,80,31,4,24,12,798,19,87,22,19,26,20,3,5,3,209
UCL213013,8,140,10,67,17,12,0,10,0,265,19,104,0,26,8,0,0,3,3,161,25,36,13,24,92,23,0,11,0,214,14,55,6,140,21,7,0,18,0,263,0,5,3,3,5,0,0,0,0,14,10,3,28,20,14,22,0,16,0,126,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,6,4,0,0,11,3,3,3,6,5,38,84,358,69,292,169,75,9,74,10,1147,3,11,6,0,0,3,3,3,0,28,3,3,7,0,6,4,0,3,0,25,43,41,274,3,17,7,87,63,11,538,21,8,85,3,3,0,43,27,3,197,15,10,12,3,0,0,13,10,0,70,17,176,16,80,17,12,6,10,0,332,29,147,0,33,11,0,5,3,3,227,50,58,15,25,105,31,9,25,3,321,20,73,6,164,25,12,3,15,0,318,3,13,4,3,5,0,0,5,0,36
UCL213014,17,264,20,76,22,7,0,5,6,417,10,187,0,55,14,3,0,4,0,274,47,68,7,25,146,43,0,26,0,373,29,70,10,154,32,19,3,17,3,331,5,22,0,15,7,4,0,3,0,51,19,5,47,32,21,17,0,16,0,148,0,0,0,0,0,0,0,3,0,5,0,3,0,0,5,3,0,0,4,21,5,5,6,6,9,10,3,5,3,46,141,648,97,363,261,123,12,92,19,1760,12,29,3,8,0,4,0,3,0,63,11,20,15,0,8,4,3,4,3,61,78,116,335,23,22,15,47,39,13,683,27,5,133,3,14,8,23,46,4,266,16,13,22,4,3,3,8,21,0,98,25,342,22,90,22,7,3,9,6,527,32,251,3,64,14,5,4,9,0,383,121,137,26,43,169,74,10,44,0,619,48,106,13,196,41,22,6,31,0,468,8,32,7,11,10,3,3,13,0,89
UCL213015,13,158,8,50,16,15,0,0,0,267,14,160,6,23,13,3,0,0,0,223,50,48,5,27,98,29,0,9,3,277,10,38,3,118,18,17,0,24,3,215,0,9,3,0,8,0,0,0,0,18,13,5,50,23,23,17,0,18,3,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,10,5,8,0,8,7,35,114,450,82,253,195,93,5,64,21,1269,7,13,3,0,0,0,0,0,0,26,4,6,6,0,5,0,0,4,0,25,50,23,216,3,20,24,43,40,9,422,56,3,92,3,0,4,9,22,3,194,34,30,26,10,9,10,19,31,4,171,15,205,9,70,22,15,0,5,3,342,22,233,4,29,14,3,0,3,0,313,110,107,6,35,114,54,3,19,9,453,18,56,4,144,18,21,4,28,3,291,8,16,4,0,8,6,0,0,0,38
UCL213016,31,414,14,93,50,22,0,5,3,631,34,342,3,48,56,15,0,3,4,503,115,143,3,49,200,64,0,9,4,593,54,139,9,156,56,32,3,19,8,475,17,98,6,21,23,23,0,9,6,192,15,13,51,36,34,29,3,5,4,190,0,0,0,0,0,0,0,0,0,3,3,19,5,6,5,3,0,0,4,37,3,15,3,4,8,3,0,0,8,54,295,1273,123,444,468,220,9,53,37,2917,31,91,17,21,16,10,3,11,6,196,20,54,4,3,10,3,0,3,3,109,110,144,264,34,23,25,35,49,9,684,121,53,350,13,18,26,13,52,6,658,32,26,49,11,11,5,9,15,0,156,56,541,23,130,54,27,3,13,4,840,65,495,13,65,59,20,3,9,5,741,310,291,35,76,240,108,16,32,15,1124,90,203,23,211,79,50,4,27,8,695,40,168,19,29,26,30,8,16,4,339
UCL213017,20,419,12,129,45,22,3,9,3,661,20,224,0,50,21,9,0,0,0,331,54,69,12,41,215,70,3,15,7,478,25,107,6,250,54,32,5,29,8,512,6,18,4,10,18,10,0,3,0,76,23,5,64,53,30,47,4,12,3,234,0,3,0,0,0,0,0,3,0,3,0,6,0,7,0,0,0,0,0,14,3,0,0,23,0,10,3,16,3,53,172,891,118,574,415,207,25,97,14,2519,11,49,14,4,8,6,3,10,0,108,12,16,16,3,7,9,0,5,0,66,84,52,321,20,32,36,86,81,10,713,80,11,231,20,10,10,28,46,4,436,32,25,35,9,13,18,9,24,3,168,35,537,17,165,47,25,8,18,3,863,38,321,5,69,25,11,3,7,0,489,145,133,19,51,256,107,21,32,8,772,45,142,16,318,63,39,14,42,8,685,11,31,12,13,19,19,3,8,0,114
UCL213018,8,240,12,81,32,14,0,11,6,401,15,228,9,53,13,4,0,13,0,339,56,70,8,41,192,41,6,24,0,439,26,87,12,162,40,25,3,28,8,388,9,21,7,7,3,7,0,3,0,59,14,0,40,23,20,23,0,11,3,145,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,4,0,0,0,27,4,4,3,8,9,3,0,9,6,41,165,689,114,400,334,127,7,109,22,1973,13,26,9,9,16,0,0,4,0,84,11,29,15,3,4,3,3,4,0,72,91,65,311,13,24,29,67,65,3,668,52,3,184,3,3,7,17,39,9,318,39,28,34,11,7,3,13,35,4,169,12,310,12,100,32,20,0,13,3,503,37,335,16,72,22,12,0,15,3,508,138,165,28,50,227,61,15,37,6,728,40,133,18,219,47,31,8,39,7,535,15,35,16,8,6,6,3,6,0,100
UCL214001,4,104,5,44,10,0,0,3,0,185,13,67,3,10,3,0,0,0,0,97,25,13,3,16,44,12,0,16,3,136,6,22,0,132,11,7,0,13,3,203,0,7,0,0,0,0,0,0,0,15,5,3,31,20,9,14,0,6,3,84,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,4,0,8,3,8,0,9,7,36,61,236,49,241,105,48,3,70,13,824,0,7,3,0,3,0,0,0,0,15,0,3,9,0,0,3,0,0,0,20,30,21,100,26,0,10,27,41,3,265,15,3,40,20,3,0,13,9,0,101,5,7,22,4,12,3,4,22,3,74,11,130,6,61,10,0,0,10,0,229,18,88,5,17,4,0,0,5,0,134,46,20,12,19,49,29,8,30,3,222,18,44,4,193,12,6,8,27,8,306,0,17,0,3,0,0,4,0,0,25
UCL214002,9,140,8,51,16,3,0,3,6,239,8,99,3,20,7,3,0,5,0,155,34,32,6,18,73,28,0,8,0,191,24,30,0,131,13,14,0,12,0,234,3,4,0,5,3,0,0,3,0,23,7,4,27,16,13,13,0,10,3,99,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,11,4,6,0,10,7,8,0,9,0,52,98,336,68,258,156,84,12,59,10,1070,4,8,6,0,3,0,0,0,0,29,3,3,4,3,9,3,0,5,0,27,42,49,195,10,25,7,44,32,7,412,43,3,93,3,4,3,17,14,3,184,15,15,25,3,4,9,7,11,0,87,14,174,12,60,17,3,0,13,4,293,14,136,7,28,7,3,0,6,0,200,64,44,18,27,85,39,8,13,0,294,22,43,4,155,18,19,9,16,0,289,8,11,3,5,6,3,0,4,0,38
UCL214003,12,169,12,56,12,12,0,6,3,284,15,129,3,28,11,9,0,6,0,212,34,22,3,13,63,19,0,10,0,156,34,118,10,94,37,13,0,16,0,320,8,60,9,19,12,8,0,8,0,121,6,0,30,14,6,10,0,13,0,81,0,0,0,0,0,0,0,0,0,0,5,20,0,0,8,4,0,0,3,39,3,6,3,8,7,5,0,8,6,45,133,563,85,241,161,82,3,76,18,1367,12,38,4,3,7,4,3,5,0,80,7,28,7,0,3,0,0,5,0,49,43,28,140,11,14,6,32,29,10,301,29,31,71,0,6,3,3,12,0,161,14,17,14,8,3,3,0,3,0,70,14,212,12,73,13,14,0,8,4,361,32,178,12,41,14,15,3,15,0,304,76,47,4,19,67,26,6,18,3,278,43,194,18,132,43,19,3,27,3,483,24,101,21,21,15,11,3,17,0,221
UCL214004,0,50,4,16,10,0,0,11,0,98,5,43,0,15,7,0,0,6,0,73,8,15,3,11,49,7,0,4,0,102,3,15,3,51,9,8,0,17,0,112,4,3,0,0,3,0,0,0,0,8,6,0,24,12,16,12,0,12,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,7,3,3,0,5,3,26,41,133,34,112,97,38,3,61,3,520,3,5,3,0,3,0,0,3,0,19,3,4,3,0,0,0,0,3,0,14,17,13,97,3,0,5,28,43,0,212,9,3,38,0,5,0,10,14,0,77,25,7,10,3,5,0,7,9,0,61,0,71,4,24,10,0,0,14,0,126,4,45,0,15,7,0,3,6,0,84,22,30,5,13,47,16,7,17,0,155,5,19,7,56,15,12,0,17,0,135,4,3,3,0,3,0,0,0,0,11
UCL214005,0,13,0,0,0,0,0,0,0,24,0,9,0,0,0,0,0,0,0,13,8,3,0,7,10,3,0,0,0,32,0,0,0,12,3,0,0,4,0,21,0,0,0,0,0,0,0,0,0,3,3,3,5,4,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,14,35,8,25,22,9,0,17,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,28,3,0,3,6,5,0,57,3,0,9,0,0,0,3,3,0,24,3,0,3,0,0,0,0,4,0,11,0,17,0,0,0,0,0,0,0,22,3,12,0,0,0,0,0,0,0,15,10,3,3,10,10,4,0,4,0,43,0,0,0,7,3,0,0,7,0,25,0,0,3,0,0,0,0,3,0,6
UCL214006,16,192,10,50,27,9,0,4,3,303,29,199,3,32,30,10,0,3,0,304,61,64,7,32,131,42,0,9,3,357,17,66,3,108,44,11,0,3,0,258,12,13,3,7,6,0,0,3,0,49,7,0,29,23,14,17,3,8,0,95,0,0,0,0,0,0,0,0,0,0,4,8,0,3,12,0,0,0,0,28,0,3,3,0,11,3,0,0,0,20,169,596,75,266,299,100,7,26,8,1551,23,40,8,10,13,4,0,3,0,98,14,29,4,4,8,0,0,0,0,67,95,103,228,17,33,20,41,38,4,579,41,21,199,4,10,7,12,21,0,315,13,9,22,3,6,0,3,6,0,69,20,228,9,61,28,9,0,6,3,366,41,264,3,42,32,10,0,4,0,396,171,141,25,45,166,70,10,15,6,653,39,104,7,143,56,17,3,7,3,372,16,28,7,15,5,9,0,7,0,91
UCL214007,12,184,12,73,20,8,0,3,3,320,18,105,0,27,15,9,0,0,4,183,32,24,6,14,93,28,0,6,0,201,9,33,0,115,29,6,0,17,0,203,5,12,4,0,5,3,0,0,0,27,4,3,40,34,18,17,0,19,0,129,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,13,5,5,3,3,4,7,0,0,3,30,90,389,81,276,190,87,8,58,11,1183,7,24,5,0,3,5,0,5,0,48,7,9,9,0,3,5,3,3,0,26,46,17,182,4,14,16,48,46,0,370,48,8,101,0,0,5,7,17,0,197,28,23,35,13,7,20,7,22,0,155,20,239,16,88,20,14,5,3,3,404,32,153,10,32,16,9,4,0,6,254,79,52,13,23,106,41,9,8,4,325,23,56,5,135,31,7,0,21,0,279,6,16,4,4,8,4,0,0,0,40
