UCL_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
UCL221014,0,24,12,217,3,257,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,5,3,4,0,19,45,30,15,147,7,237,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,15,0,30,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,9,11,6,6,62,0,86,8,4,0,16,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,9,4,0,0,0,0,3,0,0,0,0,0,0,11,0,0,28,0,47,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,3,0,17,0,0,0,0,50,59,98,53,22,365,65,606
UCL221015,0,29,23,258,3,313,0,0,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,11,3,0,3,0,15,47,31,23,220,3,325,0,0,0,0,0,4,0,0,0,3,0,3,8,0,3,24,0,34,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,12,4,10,78,0,102,12,3,0,31,0,45,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,14,5,84,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,9,13,6,0,11,0,37,0,0,0,5,81,81,129,60,40,526,84,841
UCL221016,0,15,5,225,0,247,0,0,0,0,0,0,9,3,0,0,0,15,3,0,0,0,0,4,4,0,0,3,0,15,21,12,3,194,6,234,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,23,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,90,3,91,0,3,4,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,54,0,64,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,8,6,0,12,0,27,0,0,0,9,11,22,49,31,14,453,24,565
UCL221017,4,25,24,380,6,433,0,0,0,3,0,3,0,0,0,3,0,8,0,0,0,0,0,0,5,8,3,3,0,18,39,21,16,298,11,391,5,0,0,0,0,5,0,0,0,0,0,4,0,4,4,18,0,24,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,81,3,102,0,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,6,5,0,86,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,10,0,5,7,0,23,0,0,0,0,18,16,75,39,32,668,29,855
UCL221018,0,22,14,371,12,417,0,0,0,0,0,0,8,0,0,3,0,11,3,0,0,0,0,3,3,4,3,4,0,6,26,23,13,334,5,405,3,0,0,0,0,3,0,0,0,0,0,3,4,0,0,24,3,35,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,9,4,5,6,151,7,173,3,3,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,86,3,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,6,0,30,0,0,0,7,59,64,74,42,25,744,79,961
UCL221019,13,44,36,466,6,561,0,0,0,0,0,0,6,0,0,3,0,14,4,0,0,0,0,7,19,3,3,6,0,31,118,46,45,382,14,605,3,0,0,0,0,3,4,0,0,4,0,7,24,0,3,43,0,67,3,3,0,5,0,11,0,0,0,0,0,4,5,0,0,0,0,5,22,12,6,153,9,192,10,7,6,18,0,42,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,5,4,3,7,0,15,0,0,0,0,0,3,13,0,6,0,0,15,7,0,0,0,0,12,0,0,0,0,0,0,41,12,15,143,3,213,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,12,23,7,0,11,7,51,4,0,0,14,92,105,257,83,66,888,124,1426
UCL221020,8,20,16,286,7,335,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,8,0,0,3,0,11,40,13,12,308,11,385,3,0,0,0,0,3,0,0,0,4,0,6,9,0,0,21,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,101,0,124,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,3,4,108,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,5,3,15,0,0,0,5,48,55,90,29,28,632,68,851
UCL221021,3,30,27,225,4,282,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,18,4,0,0,0,26,78,24,24,154,3,292,0,0,0,0,0,0,0,0,0,3,0,3,9,0,3,10,0,25,3,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,10,5,0,47,0,65,5,3,4,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,6,0,4,5,5,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,24,11,10,46,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,14,3,3,11,0,32,0,0,4,3,37,43,166,54,45,382,53,690
UCL221022,12,30,21,222,6,288,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,3,0,9,13,0,0,4,0,17,77,29,19,221,13,362,0,0,0,0,0,3,3,0,0,0,0,9,18,7,0,17,0,39,11,0,0,0,0,11,0,0,0,3,0,3,0,0,0,0,0,0,15,4,3,92,3,119,13,3,0,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,32,11,3,50,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,19,8,5,12,0,34,6,0,0,6,55,69,192,53,36,430,80,791
UCL221023,0,8,12,178,3,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,18,4,13,142,0,180,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,27,0,33,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,78,0,85,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,74,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,0,3,0,10,0,0,0,3,58,62,46,15,22,364,64,508
UCL221024,7,19,5,242,7,283,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,7,0,12,46,24,13,222,5,312,3,0,0,0,0,3,0,0,0,4,0,4,3,0,0,10,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,10,0,64,0,82,6,0,0,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,57,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,18,0,0,0,5,53,59,100,35,21,462,60,684
UCL221025,7,22,21,246,3,303,0,0,0,0,0,0,0,4,0,10,0,16,0,0,0,0,0,0,16,3,0,0,0,20,49,35,22,304,3,412,0,0,3,0,0,3,0,0,0,0,0,0,20,6,3,30,0,51,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,4,3,3,77,0,94,8,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,20,6,5,77,4,106,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,15,6,5,17,0,40,0,0,0,11,46,61,128,57,39,569,61,843
UCL221026,8,33,31,310,14,389,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,4,6,12,0,34,77,29,24,246,8,388,0,0,0,0,0,0,0,0,0,0,0,3,22,6,0,31,3,59,4,0,0,0,0,6,4,0,0,0,0,3,5,0,0,0,0,7,18,8,3,96,0,132,3,0,3,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,11,0,0,0,0,12,4,0,0,0,0,3,3,0,0,3,0,9,0,0,0,3,0,6,11,8,7,84,0,119,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,37,0,0,12,0,52,0,0,0,17,59,78,185,64,46,565,77,927
UCL221027,0,22,9,275,7,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,21,25,7,208,9,263,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,30,0,42,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,11,4,3,68,0,80,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,6,62,0,78,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,5,12,0,0,5,0,23,0,0,0,5,56,60,63,36,14,503,70,691
UCL221028,8,22,13,207,7,258,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,4,13,61,24,11,197,4,306,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,17,0,33,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,8,9,8,3,69,0,83,3,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,8,7,0,0,7,0,12,3,0,0,0,0,3,18,9,6,39,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,3,8,3,0,34,0,0,0,11,97,112,147,38,30,409,111,738
UCL221029,5,8,9,242,3,268,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,8,29,8,13,242,15,302,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,28,0,34,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,99,9,115,9,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,8,5,3,61,0,81,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,3,0,20,0,3,0,3,33,45,64,19,20,512,52,669
UCL221030,0,33,17,174,7,231,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,6,0,5,41,44,17,244,3,350,0,0,0,0,0,3,0,0,0,3,0,3,6,3,4,5,0,16,3,0,0,3,0,7,0,0,0,0,0,4,0,0,0,0,0,0,9,9,3,77,0,93,3,3,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,11,11,7,85,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,4,0,20,0,0,0,0,37,38,78,63,28,417,48,638
UCL221031,0,16,15,291,3,330,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,11,3,16,0,38,19,15,17,225,3,281,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,23,0,0,0,0,0,0,6,0,0,5,0,11,0,0,0,0,0,0,3,4,3,64,0,77,4,7,0,18,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,8,0,0,0,0,0,0,7,4,4,48,0,68,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,12,0,0,0,5,17,24,52,36,30,512,25,646
UCL221032,10,35,13,288,3,344,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,13,4,3,6,0,33,117,39,24,243,14,436,0,0,0,0,0,0,0,0,0,0,0,4,15,3,3,20,0,44,9,4,0,0,0,12,5,3,0,0,0,12,0,0,0,0,0,0,28,10,4,68,0,105,10,0,3,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,29,7,4,73,3,116,3,0,0,0,0,3,3,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,11,23,6,0,3,0,39,3,0,0,14,68,80,235,68,42,529,87,955
UCL221033,3,32,13,209,9,266,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,8,11,7,0,4,0,23,55,23,10,146,0,228,0,0,0,0,0,0,0,0,0,3,0,4,10,4,3,10,0,27,5,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,3,4,3,3,50,0,63,6,6,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,16,3,0,0,0,0,3,0,4,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,20,9,3,43,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,13,12,0,37,0,0,0,3,28,27,135,48,24,363,32,598
UCL221034,0,9,14,188,0,210,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,4,13,18,10,199,5,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,22,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,8,3,67,0,82,3,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,69,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,7,0,13,0,0,0,16,32,45,36,24,25,414,34,538
UCL221035,0,13,13,207,3,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,15,11,4,167,3,196,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,25,0,39,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,0,0,5,3,0,0,35,0,46,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,37,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,11,0,0,3,12,71,90,44,24,17,388,76,541
UCL221036,13,30,20,241,3,313,0,0,0,0,0,0,4,0,0,0,0,4,11,0,0,3,0,13,5,0,0,3,0,13,34,16,17,187,0,259,17,3,0,0,0,22,0,0,0,0,0,3,10,7,3,14,0,32,0,0,0,3,0,8,0,0,0,0,0,0,3,3,0,0,0,10,4,9,8,66,0,85,20,13,0,38,0,74,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,68,17,12,52,0,146,3,0,0,0,0,3,6,0,0,0,0,6,3,4,0,3,0,13,0,0,0,0,0,0,9,4,5,44,0,62,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,25,9,12,11,0,54,0,0,0,3,10,18,201,67,41,473,16,798
UCL221037,3,13,16,305,3,339,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,4,0,12,35,14,14,256,3,328,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,57,4,61,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,72,7,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,14,0,0,0,11,77,86,67,22,19,537,92,730
UCL221038,8,40,18,262,4,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14,46,34,18,234,5,338,0,0,0,0,0,3,0,0,0,8,0,8,10,4,0,17,0,24,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,65,0,75,8,0,0,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,18,6,9,82,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,9,4,0,9,0,17,0,0,0,10,29,43,90,49,29,509,39,724
UCL221039,9,14,11,251,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,23,14,11,240,9,291,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,36,0,39,3,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,4,0,4,46,0,55,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,66,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,5,4,0,17,0,0,0,3,13,10,62,19,16,505,18,626
UCL221040,9,66,30,402,3,503,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,7,9,0,3,3,0,15,64,58,29,326,7,479,0,0,0,0,0,0,3,0,0,3,0,3,6,5,3,35,0,46,12,0,0,5,0,26,3,0,0,0,0,12,0,0,0,0,0,0,17,9,3,98,0,135,14,3,5,27,0,49,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,3,5,0,14,0,0,0,0,0,0,3,3,0,3,0,7,4,0,0,4,0,6,0,0,0,0,0,0,10,10,11,83,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,21,11,0,9,0,43,0,0,0,21,93,124,157,102,53,739,107,1159
UCL221041,5,28,26,324,4,382,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,0,7,3,3,0,0,0,5,35,24,30,234,3,325,3,0,0,0,0,6,0,0,0,4,0,4,10,0,0,29,0,41,6,4,3,9,0,17,6,0,3,0,0,10,0,0,0,0,0,0,7,4,6,81,0,99,6,0,0,36,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,66,0,89,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,4,14,0,32,0,0,0,14,51,64,113,49,46,583,57,841
