UCL_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL215092,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,9,0,0,3,5,5,0,0,0,24,13,39,19,32,38,14,13,0,165,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,13,42,19,31,39,13,13,0,171,0,0,0,0,0,0,0,0,0,10,10,8,7,13,13,8,6,77,28,58,33,50,59,32,13,7,285,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,7,6,8,3,5,4,3,0,3,34,5,9,6,14,5,4,3,0,41,10,23,8,15,9,0,0,0,71,3,0,0,0,0,0,0,0,11,3,3,0,3,0,0,0,0,11,22,22,13,23,14,0,0,0,93,0,0,0,0,0,3,0,0,3,11,8,10,5,8,7,11,5,68,34,44,35,48,36,24,17,8,244,0,0
UCL215093,0,3,7,4,0,3,0,0,17,0,0,3,3,3,0,0,0,6,0,6,23,12,10,4,6,0,59,0,14,14,12,8,8,4,3,68,19,76,67,50,34,30,18,0,294,5,3,0,0,0,0,0,0,7,3,0,0,3,0,5,3,0,12,25,76,70,54,34,31,21,0,313,0,0,0,0,0,0,0,0,3,9,15,13,13,9,10,5,0,77,46,119,133,94,64,59,31,4,543,0,3,3,3,3,3,0,0,20,0,9,6,5,9,0,0,0,27,10,25,39,21,14,12,0,0,118,12,42,22,28,17,12,4,0,130,13,33,21,18,8,11,0,0,110,0,4,5,0,7,0,0,0,15,0,6,4,3,0,4,0,0,20,11,43,27,28,15,15,0,0,138,0,0,3,0,3,0,0,0,12,17,10,8,13,7,8,11,0,73,44,129,110,90,60,50,15,3,509,0,8
UCL215094,0,0,0,0,7,4,0,0,13,0,0,0,0,0,3,0,0,7,0,8,11,14,10,9,4,0,55,0,11,11,15,10,12,3,0,64,28,70,64,80,49,40,15,6,347,3,3,0,3,0,0,0,0,13,0,3,0,0,4,0,0,0,12,26,78,71,82,52,45,16,6,370,0,0,0,0,0,0,0,0,0,19,14,11,15,13,22,15,3,116,45,110,104,136,85,88,40,11,625,0,4,0,6,4,3,0,0,23,0,3,10,4,15,3,0,0,39,9,19,18,18,20,13,5,5,97,7,31,23,27,22,17,3,0,139,14,52,42,38,23,12,0,0,189,7,3,4,5,3,3,0,0,23,3,4,3,7,8,4,0,0,32,20,66,56,44,36,25,3,0,248,0,0,0,0,3,4,0,0,9,20,14,21,14,16,29,20,8,134,56,131,129,125,115,79,35,19,690,0,5
UCL215095,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,8,3,4,3,0,0,18,0,7,6,3,0,5,0,0,23,6,38,18,24,26,21,8,3,150,0,0,3,0,0,0,0,0,5,0,4,0,0,5,3,0,0,10,8,43,22,24,30,22,8,3,164,0,3,0,0,0,0,0,0,3,3,8,3,4,11,4,6,0,41,21,59,38,33,43,38,14,3,248,0,0,0,0,4,0,0,0,10,0,3,3,0,3,3,0,0,12,3,17,12,6,3,3,0,0,52,4,19,12,16,6,4,3,0,60,8,17,8,7,16,3,0,0,65,3,0,3,3,0,0,0,0,9,3,0,0,3,3,0,0,0,11,14,19,6,16,23,6,0,0,84,0,0,0,0,0,0,0,0,3,5,5,4,4,17,21,9,4,62,28,66,43,44,50,41,14,3,284,0,0
UCL215096,0,3,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,7,0,6,5,0,12,5,3,0,29,0,8,5,3,6,10,7,0,31,9,40,24,38,38,25,17,11,189,0,0,3,0,3,0,0,0,7,0,0,0,0,6,0,0,0,12,12,39,22,37,42,28,16,11,205,0,0,0,0,0,0,3,0,3,13,10,3,3,11,17,14,13,83,24,60,41,46,72,61,44,19,376,0,0,0,3,0,0,0,0,3,0,0,3,4,0,0,0,0,11,3,12,6,5,15,11,3,0,65,0,12,11,9,16,11,4,0,66,5,21,12,14,10,7,3,0,68,3,3,0,3,3,3,0,0,10,3,3,0,0,0,3,0,0,14,12,21,13,18,17,13,3,0,92,0,0,5,0,0,4,0,0,13,9,7,0,7,13,24,21,20,107,27,63,38,48,59,62,36,24,355,0,3
UCL215097,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,4,0,8,8,7,0,3,3,0,31,0,4,6,8,0,4,0,0,26,11,15,12,25,29,18,15,0,125,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,11,15,13,25,37,18,15,0,129,0,0,0,0,0,0,0,0,5,12,6,6,13,13,16,7,6,76,20,31,34,46,60,45,32,10,275,0,3,0,0,3,0,3,0,9,0,3,0,0,0,3,3,0,10,4,8,10,15,12,11,6,3,65,0,4,11,12,13,9,4,0,48,4,3,8,9,12,3,5,0,46,0,0,3,3,0,0,0,0,7,0,3,0,3,5,3,0,0,16,12,11,15,14,11,9,5,0,70,0,0,0,0,0,0,0,0,0,4,3,7,5,14,15,11,6,63,20,30,37,43,57,42,31,6,263,0,4
UCL221001,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,3,5,3,0,0,0,11,17,21,27,14,13,4,5,0,103,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,14,21,29,20,14,4,5,0,108,0,0,0,0,0,0,0,0,0,12,3,3,3,3,0,0,0,24,28,32,40,31,20,10,3,0,159,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,12,9,3,0,0,0,34,4,7,6,4,9,0,3,0,32,3,14,8,11,0,0,0,0,44,0,3,0,0,0,0,0,0,6,3,3,3,3,0,0,0,0,11,6,19,10,15,0,0,0,0,52,0,0,0,0,0,0,0,0,0,3,3,4,4,4,3,3,3,20,14,36,35,25,16,3,7,3,152,0,0
UCL221002,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,3,8,4,3,7,0,0,26,0,4,5,3,10,4,0,0,21,4,19,10,22,29,12,3,3,107,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,19,12,24,29,12,4,3,110,0,0,0,0,0,0,0,0,0,9,0,7,11,8,5,8,0,46,14,27,33,41,49,36,12,8,214,0,5,3,0,4,0,0,0,14,0,0,0,3,0,0,0,0,7,7,8,13,6,5,12,3,0,47,0,3,6,8,6,5,3,0,31,6,4,13,7,12,0,0,0,48,3,0,3,0,0,0,0,0,4,4,0,0,0,0,3,0,0,10,10,8,15,7,17,5,0,0,64,0,0,0,0,0,0,0,0,3,3,3,6,3,9,3,8,0,42,20,27,45,32,35,25,13,0,205,0,5
UCL221003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,3,3,3,0,0,0,14,0,3,0,3,3,7,3,0,21,8,13,14,15,18,13,8,0,84,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,4,11,9,18,15,17,19,8,0,97,0,0,0,3,0,0,0,0,6,4,3,3,4,16,15,8,3,53,11,23,24,30,44,40,27,6,200,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,8,0,6,9,6,5,4,0,0,32,4,11,8,4,7,9,0,0,41,6,7,8,6,7,3,3,0,37,3,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,6,7,8,12,8,11,6,3,0,59,0,0,0,0,0,0,0,0,3,9,0,9,3,10,8,10,8,56,18,27,39,26,43,29,13,15,199,0,0
UCL221004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,5,0,0,3,4,5,0,0,0,10,3,22,10,17,11,5,0,0,72,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,22,12,17,14,6,0,0,75,0,0,0,0,0,0,0,0,0,4,3,3,0,3,6,0,0,19,8,21,20,30,22,20,0,3,123,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,6,0,5,4,0,0,20,3,0,8,12,8,0,0,0,32,6,13,13,8,3,0,0,0,42,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,4,6,12,10,11,3,0,0,0,54,0,0,0,0,0,0,0,0,3,5,3,7,3,4,0,4,0,26,17,25,24,32,19,8,4,3,130,0,0
UCL221005,0,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,4,0,13,5,4,0,0,31,7,3,11,6,8,3,0,0,30,4,7,16,40,20,5,4,0,99,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,7,15,38,24,7,3,0,108,0,0,0,0,0,0,0,0,0,3,0,3,6,3,0,0,0,18,19,18,37,62,50,16,9,0,202,0,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,3,0,5,16,18,8,3,0,0,52,0,0,14,9,5,0,0,0,30,7,3,8,13,3,0,0,0,29,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,4,9,3,10,13,9,0,0,0,39,0,0,0,0,0,0,0,0,3,6,0,4,4,3,3,0,0,24,18,12,38,52,29,13,0,0,163,0,3
UCL221006,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,0,3,4,3,0,0,15,0,0,0,3,3,4,0,0,9,9,13,13,19,4,15,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,19,13,19,4,15,3,0,76,0,0,0,0,0,0,0,0,3,3,9,0,4,0,13,7,5,36,16,31,20,33,12,26,4,5,150,0,3,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,10,5,11,3,10,4,3,5,0,40,0,3,3,7,0,4,0,0,16,0,5,9,6,4,0,0,0,28,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,8,13,5,4,4,3,0,39,0,0,0,0,0,0,0,0,3,0,4,6,4,5,5,5,7,38,3,34,29,30,21,21,14,13,156,0,3
UCL221007,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,5,9,5,4,0,0,24,0,0,4,4,4,0,0,0,15,3,20,12,11,6,4,0,0,56,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,6,3,24,14,11,6,12,0,0,63,0,0,0,0,0,4,0,0,4,3,0,0,0,3,3,3,0,24,5,29,30,19,24,28,9,0,137,0,4,0,0,0,0,0,0,8,0,0,5,0,3,0,0,0,7,5,10,5,6,3,3,0,0,37,0,4,5,3,10,3,4,0,25,0,4,12,12,7,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,12,12,7,4,0,0,39,0,0,0,0,0,0,0,0,0,3,3,3,3,0,4,0,0,19,11,28,25,25,21,14,7,0,126,0,4
UCL221008,0,0,0,6,0,0,0,0,6,0,0,0,0,0,4,0,0,3,0,7,0,3,3,0,0,0,9,0,0,0,0,6,7,0,0,13,3,8,8,11,15,14,8,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8,8,13,15,15,8,3,79,0,0,0,0,0,0,0,0,3,3,3,3,3,6,5,0,0,19,5,19,12,24,31,23,6,4,128,0,0,0,0,3,0,0,0,10,0,0,0,4,0,0,0,0,5,0,3,8,7,6,3,0,0,23,3,4,8,11,4,7,0,0,29,4,8,12,9,3,6,0,0,31,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,10,9,3,6,0,0,38,0,0,0,0,0,0,0,0,3,3,3,0,3,7,4,4,0,33,11,18,28,28,28,21,3,0,145,0,0
UCL221009,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,11,3,4,0,0,0,23,0,3,3,0,0,0,0,0,10,3,5,9,9,21,8,3,3,61,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,9,12,23,10,3,3,68,0,0,0,0,0,0,0,0,3,5,0,3,3,8,14,10,9,43,5,15,25,17,38,27,13,11,152,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,4,3,8,7,3,6,3,0,3,37,0,0,5,3,5,5,0,0,27,0,4,6,3,7,3,0,0,33,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,3,6,9,11,3,0,0,39,0,0,0,0,0,0,0,0,3,3,3,3,3,9,13,7,19,53,10,22,21,23,35,25,12,21,165,0,0
UCL221010,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,6,0,4,0,3,3,5,0,0,17,3,25,10,14,15,10,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,10,17,15,10,0,0,73,0,0,0,0,0,0,0,0,0,4,4,3,0,0,3,3,0,16,10,28,21,24,29,14,7,0,125,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,9,0,5,9,3,10,3,0,0,29,3,3,3,10,8,0,0,0,30,3,10,10,7,4,3,0,0,39,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,3,8,14,8,5,10,3,0,0,50,0,0,0,0,0,0,0,0,6,0,3,0,3,7,0,6,3,22,11,29,30,25,34,13,6,3,145,0,0
UCL221011,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,11,0,4,0,6,3,0,0,0,15,5,10,13,6,12,9,7,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,13,6,11,13,7,0,73,0,0,0,0,0,0,0,0,0,3,0,0,4,6,10,0,0,28,12,15,18,22,23,23,8,5,131,0,0,0,0,0,0,0,0,3,0,3,5,4,0,0,0,0,15,0,3,6,6,0,0,0,0,20,6,0,7,7,5,5,0,0,24,0,6,3,8,5,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,6,5,8,7,3,0,0,32,0,0,0,0,0,0,0,0,3,4,0,8,4,11,7,4,0,40,13,17,30,27,32,16,4,0,133,0,0
UCL221012,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,3,3,7,3,4,4,0,0,21,0,7,4,4,4,3,0,0,21,3,15,20,23,11,4,0,0,74,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,18,20,29,10,4,0,0,80,0,0,0,0,0,0,0,0,3,0,4,3,3,3,3,3,0,24,9,23,29,35,22,22,4,0,156,0,3,0,7,0,0,0,0,9,0,3,3,4,0,0,0,0,12,0,4,10,13,3,3,0,0,41,0,3,15,0,9,7,0,0,30,3,0,10,11,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,3,9,14,0,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,4,0,7,9,3,0,23,4,16,39,30,23,20,3,3,143,0,3
UCL221013,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,6,6,0,0,0,14,0,0,3,3,8,0,0,0,17,0,7,17,9,10,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,7,17,13,10,3,0,0,53,0,0,0,0,0,0,0,0,0,4,3,5,3,4,3,0,0,16,4,13,26,25,27,13,0,0,107,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,7,0,3,14,3,5,0,0,0,28,0,4,6,10,7,0,0,0,22,3,4,7,10,5,3,0,0,23,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,4,7,10,5,3,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,5,7,0,0,0,13,15,9,26,29,18,5,0,0,107,0,0
UCL221014,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,7,0,0,8,0,0,0,0,0,13,11,22,11,28,17,6,9,0,99,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,22,15,26,17,6,9,0,103,0,0,0,0,0,0,0,0,0,3,3,4,10,3,3,3,0,33,19,33,25,44,25,18,7,0,160,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,9,10,3,5,3,0,0,29,3,3,9,8,3,3,0,0,30,3,9,3,7,6,0,0,0,26,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,3,0,4,3,16,3,4,3,3,3,0,36,0,0,0,0,0,0,0,0,0,3,3,4,8,0,3,3,0,34,16,29,34,27,20,13,7,0,140,0,0
UCL221015,0,0,0,0,0,5,3,0,13,0,0,0,3,6,5,0,0,11,3,8,5,0,15,12,0,0,47,0,4,3,3,9,7,3,0,33,3,15,21,14,16,13,12,0,101,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,7,17,21,14,18,15,12,0,109,0,0,0,0,0,0,0,0,0,0,0,7,8,5,8,5,8,38,12,29,39,29,48,54,21,7,241,0,0,0,0,4,5,0,0,6,0,0,0,3,0,7,0,0,11,4,8,9,12,11,6,3,0,54,0,8,8,5,10,5,9,0,47,5,10,5,7,6,6,0,0,42,3,0,0,0,0,0,0,0,4,0,0,8,0,3,0,0,0,15,3,15,12,13,15,8,0,0,62,0,0,0,0,3,0,0,0,4,7,8,7,8,7,15,6,0,53,13,36,40,39,54,43,20,3,243,0,0
UCL221016,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,11,0,5,10,3,4,3,0,0,26,6,21,22,11,9,0,0,0,66,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,9,22,18,11,12,0,3,0,78,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,15,12,25,38,22,17,7,7,0,134,0,3,3,3,0,0,0,0,4,0,3,4,0,0,0,0,0,6,0,4,9,6,3,0,0,0,33,0,8,3,4,5,4,0,0,26,0,10,8,7,0,0,0,0,21,0,0,3,0,3,0,0,0,4,3,0,0,0,3,0,0,0,7,5,10,10,7,3,0,0,0,34,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,0,12,4,30,28,22,20,5,3,0,114,0,0
UCL221017,0,0,3,0,3,0,0,0,5,0,0,0,3,3,0,0,0,5,0,0,0,3,5,0,0,0,12,0,3,3,0,7,0,0,0,12,10,19,19,27,29,16,3,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,16,21,19,30,28,16,3,0,127,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,3,0,24,19,23,25,36,46,23,5,3,181,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,3,8,6,8,0,0,0,25,0,6,12,8,8,3,0,0,31,5,9,3,11,13,4,3,0,52,0,0,3,0,0,0,0,0,3,0,3,0,6,5,0,0,0,15,5,15,4,22,14,6,3,0,72,0,0,0,0,0,3,0,0,3,7,0,4,0,9,12,10,3,31,17,25,30,33,34,26,10,3,174,0,0
UCL221018,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,3,0,17,0,0,5,5,3,4,3,0,27,9,12,8,30,33,8,12,5,111,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,12,10,30,32,8,12,5,115,0,0,0,0,0,0,0,0,4,0,0,7,6,13,4,4,9,50,10,26,23,48,58,25,23,17,227,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,10,0,9,7,5,10,5,4,3,36,3,0,3,9,15,8,4,0,34,3,5,7,10,8,4,3,0,45,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,3,5,10,11,9,4,3,0,50,0,0,0,0,0,0,0,0,3,3,0,3,6,13,6,9,15,56,12,20,24,34,45,21,22,19,196,0,0
UCL221019,0,0,6,0,5,3,0,0,20,0,0,5,0,0,3,0,0,8,0,5,3,7,9,10,0,0,34,0,4,5,9,8,12,0,3,42,8,18,17,25,25,30,14,0,126,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,9,11,21,18,24,30,34,14,0,144,0,0,0,0,0,3,0,0,3,6,5,7,13,16,14,15,5,80,15,35,41,48,72,75,33,3,330,0,0,3,4,3,0,0,0,19,0,4,6,6,3,4,0,0,18,3,3,19,12,17,6,3,0,64,3,7,8,13,12,17,3,0,69,14,8,13,15,23,4,0,0,71,4,0,0,5,3,0,0,0,13,0,3,0,3,0,0,0,0,11,19,11,13,21,30,7,0,0,98,0,0,0,0,0,0,0,0,0,13,4,13,12,17,15,16,5,93,35,33,58,71,90,47,24,6,362,0,0
UCL221020,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,16,0,0,3,0,0,0,0,0,3,6,14,11,17,18,16,6,0,94,4,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,12,10,14,16,20,26,15,11,4,116,0,0,0,0,0,0,0,0,0,4,4,0,3,8,5,10,4,42,15,20,16,35,42,26,18,7,180,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,8,4,0,3,6,3,0,25,0,0,3,5,8,3,0,0,25,5,10,9,20,11,0,0,0,56,3,8,0,0,0,0,0,0,8,0,0,0,3,3,3,0,0,13,10,16,8,25,15,5,3,3,81,0,0,0,0,0,0,0,0,3,3,3,0,3,13,11,16,14,57,17,29,23,39,34,23,18,17,199,0,0
