UCL_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
UCL213011,86,201,155,167,515,461,261,366,77,2294,0,5,4,9,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,12,7,3,17,12,3,0,0,57,0,0,0,6,9,5,0,3,0,28,0,8,0,3,0,4,0,0,0,20,0,3,3,3,3,4,0,0,0,24,9,100,67,64,67,17,12,18,4,362,8,81,41,30,24,10,8,15,0,216,0,4,6,12,13,0,0,0,0,42,0,7,3,3,7,3,0,0,0,28,3,0,3,5,14,15,0,0,0,46,0,5,4,4,12,5,3,7,0,35,3,15,7,12,15,10,3,3,0,57,0,29,9,19,13,6,3,5,0,81,13,13,27,39,57,23,17,6,3,191,11,36,34,48,39,4,20,25,0,217,28,47,105,121,73,49,18,41,6,483,0,6,3,8,3,0,0,0,0,18,0,13,14,5,12,4,0,4,0,60
UCL213012,128,380,256,367,637,1034,511,861,72,4243,0,8,3,3,4,3,0,3,0,28,0,0,0,0,0,0,0,0,0,3,3,30,23,16,16,12,4,3,0,111,0,3,0,3,9,0,4,0,0,17,3,34,24,13,10,3,0,7,0,96,3,5,5,8,16,6,11,3,0,58,20,132,100,69,50,47,20,21,0,471,18,143,42,52,38,17,8,14,3,341,0,14,6,8,14,10,3,3,0,59,0,4,4,4,13,3,5,3,0,37,3,5,16,17,15,16,14,9,0,104,4,9,8,6,15,9,7,5,0,64,9,40,49,42,27,40,15,20,0,248,8,35,21,15,14,18,4,3,3,126,21,32,64,48,63,57,15,27,0,330,34,108,135,107,89,80,54,83,7,697,53,129,268,258,157,98,25,45,9,1043,3,25,14,9,10,7,0,3,0,68,7,44,25,29,16,14,9,9,0,159
UCL213013,95,195,122,140,366,460,315,395,61,2153,0,3,7,5,12,4,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,6,13,13,17,8,11,8,0,80,0,0,0,0,0,3,0,0,0,4,0,3,0,5,0,0,0,5,0,18,0,5,0,0,4,3,4,0,0,22,9,55,42,45,29,24,10,11,3,226,12,73,46,42,14,12,7,16,3,226,0,13,4,5,5,3,3,3,0,36,0,5,0,3,3,4,0,0,0,18,3,4,7,7,8,5,0,3,0,35,3,4,5,3,3,4,0,0,0,24,5,11,3,15,10,4,7,5,0,64,3,32,5,14,5,5,0,0,0,64,5,12,21,14,26,22,9,4,0,116,11,30,40,43,30,17,22,35,4,228,53,66,101,125,59,56,11,18,9,500,0,11,3,0,5,0,3,0,0,25,0,18,15,16,13,5,5,3,0,76
UCL213014,108,238,121,211,533,607,380,645,56,2906,3,8,15,9,11,8,12,7,0,75,0,0,0,0,3,6,3,4,0,16,0,9,7,9,14,9,3,4,0,57,0,0,0,0,3,0,3,4,0,13,3,8,11,14,8,4,3,16,3,63,0,3,4,3,3,3,0,0,0,26,16,126,72,52,44,24,21,19,3,380,7,87,42,33,13,12,4,16,8,222,0,11,7,4,6,3,0,3,0,32,0,5,3,3,3,4,3,3,0,23,3,0,3,10,11,8,5,3,0,47,0,3,9,3,11,6,3,6,0,42,4,19,19,21,15,19,4,5,0,107,3,28,13,18,12,5,3,0,3,84,16,21,19,18,48,53,31,20,0,237,9,61,73,71,54,54,23,47,3,393,51,66,153,165,112,105,27,36,4,719,5,6,5,4,4,0,0,0,0,30,3,18,17,18,17,12,3,7,4,105
UCL213015,79,168,109,159,461,557,286,466,54,2344,0,8,3,5,5,5,3,4,0,38,0,0,0,0,0,0,0,0,0,0,0,28,9,11,17,20,6,0,0,97,0,0,3,0,0,0,0,0,0,6,3,11,7,4,4,5,0,3,0,34,4,0,0,5,11,5,0,0,0,30,11,84,48,52,51,18,22,19,9,316,11,96,41,35,30,14,0,20,0,247,0,4,6,5,12,0,3,0,0,30,0,8,0,3,9,3,0,0,0,20,3,5,12,5,24,10,4,7,0,62,3,4,0,4,9,0,0,0,0,25,3,13,7,18,16,19,3,3,0,82,6,22,14,18,12,4,0,5,3,89,9,9,9,18,36,23,12,3,3,115,14,33,37,52,67,46,34,30,3,311,33,27,74,103,89,88,15,19,10,466,0,8,3,6,3,0,0,0,0,22,3,20,10,11,17,6,3,8,0,80
UCL213016,137,332,207,301,627,996,497,979,67,4144,0,11,3,0,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,3,5,29,28,16,20,12,9,11,0,136,0,3,0,3,3,0,3,3,0,17,0,29,27,13,3,14,0,6,3,99,12,16,13,5,23,16,6,6,0,102,16,130,78,74,47,58,23,30,3,462,6,139,37,45,25,28,15,18,4,329,3,11,9,6,7,8,4,7,0,51,3,11,4,5,10,6,0,7,0,46,11,8,12,22,25,25,8,16,0,119,0,14,17,8,15,15,7,8,0,88,13,57,42,46,34,32,15,30,3,262,3,48,18,13,8,8,0,9,0,118,26,25,44,41,49,49,24,22,0,274,32,97,114,110,106,81,54,85,4,677,51,137,201,190,117,81,30,33,3,855,5,16,15,4,0,5,3,8,0,61,5,30,25,25,19,20,6,9,0,137
UCL213017,129,296,204,308,762,912,475,706,94,3888,0,5,4,9,3,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,6,22,27,34,41,43,9,9,3,189,0,0,5,3,0,0,3,0,0,6,0,14,13,18,7,5,4,3,0,60,0,4,11,3,8,11,0,0,0,41,32,148,92,107,82,53,24,18,10,558,13,141,69,60,34,25,11,24,9,384,3,15,3,11,12,10,3,9,0,65,0,6,11,4,6,3,4,0,0,37,4,3,14,12,25,12,6,6,0,77,4,8,0,6,11,4,7,5,0,48,3,20,20,26,30,14,15,16,0,135,7,38,22,13,32,6,8,3,3,137,21,20,33,39,64,42,19,16,0,256,23,59,70,78,95,58,33,40,3,461,80,107,208,323,184,125,31,63,10,1136,3,23,7,5,3,0,3,5,0,50,3,25,23,12,33,19,4,6,0,124
UCL213018,105,251,153,211,564,686,443,681,54,3148,4,8,19,15,34,9,3,13,0,95,0,0,0,0,0,0,0,0,0,3,3,25,14,7,26,10,10,11,0,100,0,0,3,0,0,0,3,0,0,12,4,11,9,12,8,13,0,4,0,59,0,11,8,3,9,3,4,3,0,38,17,110,59,54,46,25,18,17,0,352,14,93,38,40,27,20,8,17,5,265,3,8,10,9,3,5,3,5,0,42,0,15,6,8,4,3,0,0,0,39,4,12,14,14,16,15,5,9,0,89,0,7,5,0,10,8,5,6,0,36,4,30,20,19,31,15,9,6,0,135,8,27,5,12,13,10,7,0,0,84,15,21,33,20,28,35,16,16,0,182,32,74,98,77,76,61,42,62,0,527,41,72,142,177,98,60,22,31,3,638,0,17,6,6,4,3,0,5,0,43,3,33,19,29,38,7,9,12,0,159
UCL214001,60,133,75,151,324,339,150,250,28,1510,0,5,3,3,3,7,3,0,3,28,0,0,0,0,0,0,0,0,0,0,6,16,17,30,30,46,7,3,0,153,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,13,0,0,0,4,4,0,4,0,0,17,6,53,35,31,31,10,8,3,0,178,9,54,13,11,10,8,6,14,0,123,0,4,7,3,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,11,0,0,3,3,10,0,0,0,0,24,0,0,3,0,3,0,0,0,0,12,0,16,0,0,6,5,5,3,0,45,0,13,3,4,6,4,3,0,0,38,9,14,4,22,45,35,17,15,0,155,0,22,21,23,20,14,7,17,0,132,22,27,68,81,46,49,11,24,0,336,0,9,0,3,3,3,4,3,0,20,3,8,9,6,6,12,3,3,0,54
UCL214002,72,131,106,127,414,410,221,261,27,1766,0,3,4,7,0,8,0,6,3,27,0,0,0,0,0,0,0,0,0,0,3,7,17,9,9,5,3,6,0,66,0,0,0,0,0,0,0,0,0,5,3,4,4,8,0,8,0,0,0,29,3,0,3,0,9,10,0,0,0,29,20,52,23,46,35,23,16,15,0,220,11,65,33,34,12,11,19,13,0,187,4,4,4,4,9,3,4,0,0,31,0,0,0,0,0,0,0,0,0,8,0,0,5,9,6,0,3,5,0,28,0,3,0,4,3,0,8,3,0,22,0,9,5,0,9,0,0,6,4,38,0,26,13,11,7,6,0,0,3,60,9,16,17,9,33,14,4,9,0,113,9,20,35,31,37,36,35,23,3,227,33,48,85,150,77,45,23,22,0,476,0,11,9,8,3,0,3,3,3,34,3,16,11,10,8,3,3,0,3,54
UCL214003,51,215,137,227,294,382,220,287,27,1835,4,0,0,4,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,6,13,20,19,20,46,18,4,0,146,0,0,0,0,0,0,0,0,0,5,0,11,0,3,3,3,3,3,0,31,0,7,0,0,3,3,3,0,0,19,7,73,51,26,28,13,3,7,3,214,0,44,28,22,14,10,8,11,0,142,0,4,5,0,4,3,0,0,0,20,5,4,6,7,10,0,3,5,0,39,4,0,4,0,10,4,0,0,0,25,0,5,3,6,8,3,0,0,0,18,0,30,21,13,19,10,6,8,0,111,0,16,12,10,3,7,0,0,3,51,8,8,13,25,33,27,3,11,0,125,14,50,60,53,36,28,16,37,0,290,31,65,110,129,48,51,20,19,3,478,3,4,12,12,6,3,6,3,0,43,3,7,7,13,9,3,3,3,4,48
UCL214004,43,61,60,68,207,216,172,202,30,1051,0,11,4,4,5,0,3,6,5,34,0,0,0,0,0,0,0,0,0,0,7,9,7,10,12,14,19,4,0,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,10,0,0,3,3,3,5,0,0,0,15,6,35,22,22,19,5,6,5,3,131,15,24,8,17,14,7,5,9,3,103,0,0,0,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,18,3,0,3,3,3,0,0,0,0,15,0,5,10,11,16,4,4,0,0,48,0,10,3,12,3,4,3,0,3,38,3,3,4,3,10,3,3,4,0,39,0,12,13,20,16,9,11,15,0,92,17,26,26,53,21,18,7,7,3,183,0,3,3,0,0,0,0,0,0,5,0,11,4,3,6,0,0,0,0,30
UCL214005,8,20,20,10,44,63,32,30,7,233,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,13,3,3,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,8,6,8,0,0,3,0,30,3,13,3,3,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,3,0,5,3,7,0,0,0,19,0,0,4,0,0,0,0,3,0,12,3,3,16,11,8,5,3,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
UCL214006,66,180,96,121,359,560,358,652,31,2428,0,3,4,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,11,17,14,17,7,6,0,0,81,0,0,3,0,3,4,0,0,0,13,3,14,9,16,11,15,0,4,0,72,0,4,8,0,10,4,5,0,0,36,8,82,43,39,24,12,14,10,4,233,3,56,19,10,3,6,3,6,0,115,6,8,13,14,18,18,3,7,0,91,0,0,4,0,0,3,0,3,0,14,16,3,19,13,28,15,10,8,0,104,0,6,5,5,5,3,0,3,0,34,3,32,20,28,23,26,14,12,0,145,0,32,19,24,15,8,5,7,0,96,16,16,20,29,43,23,18,19,0,182,16,66,56,65,60,46,35,42,0,386,24,70,112,92,56,50,16,21,3,445,0,7,9,3,0,4,4,3,0,33,0,24,17,15,4,9,4,3,0,74
UCL214007,80,183,105,151,367,441,238,319,36,1931,7,5,6,4,7,9,3,4,3,50,0,0,3,0,0,3,3,4,0,11,0,13,12,3,9,3,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,4,0,0,0,24,0,7,4,0,3,12,0,0,0,24,19,74,44,54,43,11,24,9,0,281,3,70,27,15,24,13,5,16,4,178,0,5,6,4,3,4,3,3,0,26,0,4,0,3,7,5,3,0,0,26,0,0,5,3,20,9,0,4,0,46,0,4,3,3,3,0,0,0,0,16,3,11,15,13,21,3,3,8,0,80,0,15,5,3,10,0,0,0,0,40,6,16,18,27,24,26,11,3,0,122,13,30,40,40,29,28,21,41,3,255,43,45,87,155,64,81,38,22,3,546,0,8,4,3,3,0,0,3,0,25,4,10,8,15,8,10,3,7,4,66
UCL214008,79,138,103,149,363,440,241,373,59,1938,0,3,0,7,3,3,3,0,3,25,0,0,0,0,0,0,0,0,0,0,5,36,23,27,25,25,16,14,0,168,0,0,0,0,3,0,0,0,0,9,3,15,3,6,3,3,0,3,0,35,0,3,3,0,11,3,0,3,0,23,8,45,50,45,28,14,7,11,0,202,12,54,28,37,16,14,12,19,5,189,0,3,3,3,3,3,0,6,0,21,0,3,0,3,6,3,0,3,0,18,0,0,4,3,14,8,0,4,0,32,0,3,7,3,0,8,0,3,0,22,0,20,24,18,12,11,10,9,0,96,3,22,12,6,4,7,0,3,4,67,7,13,6,13,16,14,5,5,0,76,9,29,51,38,30,5,16,24,3,213,19,59,84,73,51,30,17,12,6,362,3,13,12,5,3,8,3,3,0,64,3,13,15,11,15,8,7,0,0,75
UCL214009,42,81,62,100,141,200,119,169,23,929,3,0,0,3,0,0,0,4,0,18,0,0,0,0,0,4,0,0,0,4,0,3,5,0,0,5,0,3,0,16,0,0,0,0,0,0,0,3,0,3,0,5,4,4,0,0,0,0,0,19,0,3,0,3,3,0,0,0,0,8,6,36,20,16,11,13,4,4,0,116,3,22,7,9,6,3,3,3,0,58,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,0,0,0,0,12,0,0,6,4,4,5,0,0,0,19,0,3,0,0,3,4,0,4,0,19,0,15,3,5,8,0,4,4,0,41,0,11,5,3,3,4,0,0,0,26,8,4,9,11,15,9,4,3,0,58,8,21,19,32,22,16,11,24,3,158,20,24,50,61,29,13,4,10,0,216,0,10,4,0,3,5,0,0,0,20,0,9,8,5,4,3,0,4,0,32
UCL214010,44,114,61,76,285,363,231,307,36,1519,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,5,6,5,20,19,4,9,0,77,0,0,0,0,3,0,0,0,0,7,0,3,9,9,3,5,0,0,0,34,3,0,0,6,5,3,0,0,0,18,7,25,36,28,20,10,15,12,0,154,5,53,22,16,8,9,6,7,3,126,0,4,10,6,14,6,0,3,0,42,0,0,4,0,4,0,0,0,0,7,3,0,10,7,8,4,3,4,0,41,0,0,3,0,3,7,0,0,0,14,0,6,6,8,14,16,4,3,4,65,0,13,4,8,5,3,0,3,0,39,10,10,16,5,31,19,10,8,0,105,11,27,29,22,28,25,15,36,3,194,18,35,74,81,36,26,14,11,0,291,3,5,3,4,10,0,0,5,0,33,0,11,4,4,3,6,8,3,0,43
UCL214011,66,80,65,104,238,241,165,191,33,1172,0,12,9,3,9,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,11,11,9,24,16,15,3,0,84,3,0,0,3,3,3,0,0,0,15,0,0,3,0,0,3,0,0,0,8,0,0,0,0,3,0,3,0,0,9,8,32,23,41,30,8,8,8,0,142,0,12,14,11,5,0,0,11,0,62,0,3,4,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,4,3,7,7,6,0,0,0,24,0,0,3,0,4,0,0,0,0,13,3,5,7,9,14,7,4,5,0,56,0,11,9,5,5,0,3,0,0,34,3,4,12,7,4,7,0,3,0,43,10,14,15,23,21,26,9,24,0,151,20,47,55,78,46,28,14,13,3,298,0,3,0,4,0,0,0,0,0,10,0,6,6,3,12,5,0,3,0,36
UCL214012,51,100,63,93,170,170,91,201,32,973,3,8,0,3,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,7,10,9,7,0,3,4,0,42,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,10,0,0,3,0,0,0,0,0,0,7,12,35,29,24,17,11,5,6,0,135,22,60,27,28,16,10,11,27,3,203,0,4,3,0,0,0,0,0,0,13,0,0,0,0,6,0,0,0,0,8,0,0,0,3,0,0,0,0,0,15,3,0,3,5,5,3,0,4,0,16,0,3,3,7,0,4,0,0,0,21,0,15,3,8,3,0,0,3,0,28,0,12,8,10,10,3,0,3,0,50,3,14,23,24,14,7,9,10,0,106,22,26,47,60,36,22,9,12,6,232,0,3,0,3,0,3,0,0,0,16,0,9,9,5,3,3,3,4,0,34
UCL214013,42,96,60,82,170,216,166,217,24,1079,3,5,6,0,6,0,3,4,0,32,0,0,0,0,0,0,3,0,0,3,3,8,4,7,3,0,6,0,0,33,0,0,0,0,0,0,0,0,0,6,0,4,3,5,3,7,0,0,0,20,0,0,3,3,3,0,0,0,0,12,11,40,24,28,21,14,8,3,0,155,3,40,8,7,12,3,8,9,3,88,0,0,0,3,0,3,3,7,0,16,0,4,0,5,0,0,0,0,0,9,0,0,4,5,5,3,0,0,0,23,0,3,3,7,3,0,0,0,0,15,0,6,5,12,11,9,0,0,0,40,0,11,3,0,4,0,0,0,0,27,4,8,3,12,14,5,5,0,0,46,7,17,19,28,18,16,12,13,0,118,14,32,50,59,42,28,9,10,0,244,0,5,0,9,0,0,0,0,0,18,0,4,5,3,3,0,4,4,0,32
UCL214014,43,129,80,112,296,234,129,177,35,1229,0,4,0,6,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,13,14,23,26,22,3,3,5,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,0,0,0,0,8,7,59,43,30,21,11,12,9,7,187,8,46,25,17,21,3,0,13,0,122,0,0,3,3,0,5,5,0,0,13,0,6,3,9,0,0,0,0,0,11,0,0,4,4,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,9,0,3,0,7,3,10,0,3,0,33,0,21,3,6,5,0,0,3,0,32,7,12,10,5,8,9,3,5,0,58,0,18,21,30,15,14,9,24,0,130,22,26,71,72,53,37,10,12,0,307,0,7,3,0,3,0,0,0,0,14,3,6,7,3,11,6,0,0,0,38
UCL214015,52,111,86,108,173,274,96,171,22,1099,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,9,0,7,6,9,0,4,0,31,0,0,0,0,0,0,0,0,0,3,0,7,3,4,0,0,3,0,0,26,3,0,3,0,0,4,0,0,0,10,3,29,35,27,20,12,3,7,0,138,7,30,16,8,11,9,4,5,0,91,0,3,3,0,0,0,0,0,0,17,0,0,0,4,3,0,0,0,0,8,4,3,3,8,10,9,0,0,0,27,0,5,0,0,4,3,0,0,0,18,0,17,3,16,7,3,3,0,0,52,0,14,3,8,6,3,0,3,0,39,10,8,17,8,19,5,0,10,0,80,8,27,21,20,17,21,7,20,0,141,18,35,67,59,33,25,7,10,4,260,0,0,5,3,0,5,0,3,0,17,0,15,0,5,5,3,0,3,0,37
UCL214016,38,88,79,99,272,258,118,180,41,1159,3,0,3,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,10,8,9,8,5,3,0,0,43,3,0,0,0,0,0,0,0,0,5,0,3,4,3,19,10,0,0,0,33,0,0,4,3,0,3,0,0,0,13,3,44,24,38,17,16,3,12,4,157,0,47,24,19,13,3,0,9,4,119,0,4,4,11,10,7,0,4,0,35,0,0,3,0,0,3,0,0,0,9,0,0,3,0,11,3,3,0,0,20,0,0,0,0,3,0,0,0,0,9,0,4,3,4,11,4,3,0,0,29,0,16,5,11,9,7,0,4,0,58,3,9,9,9,26,9,10,7,3,84,0,12,13,31,22,16,3,7,0,108,14,35,44,63,39,23,14,14,0,245,0,7,0,3,3,0,0,5,0,19,5,6,8,3,0,5,0,0,0,31
UCL214017,42,79,66,103,171,307,141,197,37,1130,0,3,3,5,3,0,0,0,0,21,0,0,3,3,3,3,0,3,0,10,8,9,5,21,10,40,6,0,0,97,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,4,0,10,0,3,3,0,0,0,0,0,0,7,5,27,16,24,20,7,13,0,0,118,4,42,13,17,8,5,4,11,3,111,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,9,0,0,3,5,3,3,0,0,0,9,0,0,0,0,5,6,0,0,0,9,0,3,6,3,0,4,3,0,0,22,0,6,5,0,3,0,0,4,0,21,9,4,20,13,20,23,6,11,0,99,4,16,12,11,19,5,5,18,0,100,20,19,50,62,67,49,13,20,7,303,4,4,7,0,4,3,0,3,0,22,0,7,6,10,0,5,3,3,0,27
UCL214018,67,134,84,125,438,570,258,438,55,2151,0,5,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,4,12,16,32,24,8,7,0,115,0,0,4,4,4,4,0,0,0,13,4,8,11,7,8,10,11,0,0,54,4,3,10,6,14,6,10,7,0,54,14,40,64,49,43,22,6,10,3,252,0,65,26,25,10,9,4,5,3,142,9,5,6,8,17,18,3,3,0,73,0,4,3,5,7,0,0,3,0,18,5,5,4,6,18,10,3,0,0,55,0,3,3,3,8,9,3,0,0,32,6,7,10,17,21,18,4,6,0,82,0,16,16,17,11,9,3,3,0,81,7,9,23,22,34,14,7,5,0,120,7,34,33,32,61,24,14,24,0,228,20,39,72,76,72,49,16,16,8,363,4,12,3,3,4,0,0,0,0,31,0,15,8,8,20,11,13,3,0,70
UCL214019,64,150,122,144,277,292,133,180,39,1394,0,7,3,4,3,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,14,3,3,6,0,4,3,0,34,0,0,0,8,3,3,0,0,0,10,3,11,4,0,3,3,0,4,0,23,0,0,4,3,6,3,0,0,0,18,21,74,50,47,36,12,8,10,0,264,9,69,15,16,11,7,4,5,0,144,0,3,5,5,0,0,0,0,0,12,0,0,0,3,4,0,0,0,0,11,3,0,4,9,4,0,0,0,0,28,0,6,0,3,4,5,0,3,0,14,8,12,0,7,9,7,0,3,0,45,3,16,9,10,3,0,0,0,0,40,8,9,19,8,12,8,3,3,0,64,3,19,24,21,11,13,17,13,0,121,35,30,75,85,47,24,9,22,4,335,0,5,4,10,0,0,0,0,0,19,6,17,10,13,6,8,8,0,0,67
UCL214020,67,109,60,91,270,353,164,293,33,1446,0,5,3,7,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,7,6,9,7,20,12,7,8,0,79,0,0,0,0,0,0,0,0,0,0,0,7,5,5,3,8,3,3,0,36,0,0,0,3,0,0,0,0,0,6,11,55,41,35,23,21,7,9,0,195,16,72,44,40,21,16,3,15,0,231,0,4,3,0,0,0,0,3,0,19,0,0,4,0,3,0,0,0,0,11,3,0,0,4,5,9,0,0,0,25,3,0,0,0,5,3,0,0,0,20,0,5,6,14,13,3,0,7,0,52,3,19,10,6,8,4,0,3,0,53,0,4,0,3,6,4,3,0,0,33,4,21,30,29,27,13,12,18,3,150,24,36,59,89,51,28,13,9,8,317,0,3,3,0,0,3,0,0,0,10,0,14,15,3,7,3,3,8,0,57
