UCL_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL221015,0,9,21,27,17,26,4,0,0,107,3,3,7,6,3,13,12,0,0,55,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,9,10,31,38,31,42,17,5,0,174,0,3,3,3,0,4,0,0,0,11,0,3,0,0,0,0,0,0,0,3,0,4,0,3,0,3,0,0,0,12,9,11,39,38,31,47,17,5,0,192,3,0,3,5,6,19,53,31,8,127,0,0,0,4,8,4,5,7,4,30,8,11,40,53,41,69,75,41,11,346,0,4,10,8,14,12,0,0,0,53,6,6,7,14,21,28,4,0,0,92,0,0,0,0,0,4,0,0,0,9,0,0,3,0,0,0,0,0,0,3,8,12,24,24,41,40,7,0,0,152,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,3,0,3,3,0,3,0,0,0,8
UCL221016,0,5,25,35,21,17,0,0,0,100,3,0,9,3,0,0,5,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,5,31,34,28,20,5,0,0,127,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,9,5,28,42,26,20,5,0,0,130,16,3,0,0,4,7,15,7,0,65,0,3,0,0,3,0,0,0,0,10,24,12,29,39,33,31,17,10,3,206,0,5,12,9,18,6,0,0,0,50,3,0,11,19,8,7,3,0,0,57,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,4,28,32,28,15,3,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL221017,3,16,25,20,41,32,0,0,0,142,9,4,0,6,3,9,6,0,0,40,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,9,13,24,30,32,49,42,9,0,0,193,3,3,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,12,10,22,30,32,48,48,9,0,0,200,18,4,3,8,11,33,29,18,0,124,0,0,0,0,0,3,0,0,0,10,32,28,31,37,62,80,44,18,3,337,0,11,6,15,18,12,0,0,0,60,13,12,16,16,23,14,7,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,22,30,41,29,7,0,0,158,0,0,0,0,3,0,0,0,0,6,6,0,0,3,4,0,0,0,0,16,3,3,0,8,5,0,0,0,0,22
UCL221018,0,12,20,14,44,32,4,0,3,136,5,6,3,4,8,12,3,0,0,44,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,5,18,23,22,54,51,9,0,4,187,0,0,3,7,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,4,8,4,3,0,0,0,19,8,16,27,25,58,60,9,0,4,212,12,0,3,5,14,33,49,46,12,180,0,0,0,3,7,10,3,3,11,34,21,16,30,35,75,95,66,47,26,422,0,5,9,8,16,16,0,0,0,61,12,4,6,19,29,18,4,0,0,94,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,9,5,16,28,52,43,6,3,0,166,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,3,0,4,3,0,0,0,0,0,14
UCL221019,6,12,25,30,26,35,7,0,0,143,8,3,6,16,18,21,7,0,0,81,0,0,0,3,3,3,0,0,0,11,0,6,5,0,0,0,0,0,0,4,13,14,31,47,44,64,20,0,0,238,0,5,6,3,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,6,0,5,7,3,6,5,0,0,0,27,16,23,43,50,51,67,19,0,0,268,21,3,7,13,32,54,83,45,16,271,0,0,4,0,0,6,11,8,0,39,33,27,52,64,87,131,115,50,16,582,0,5,3,16,32,26,3,0,0,81,10,11,13,26,30,36,3,0,0,136,0,0,5,3,3,11,0,0,0,16,4,3,0,3,0,0,0,0,0,9,17,19,23,49,59,69,8,0,0,246,0,3,0,0,0,6,0,0,0,11,0,0,3,0,0,0,0,0,0,8,0,3,6,0,3,5,0,0,0,23
UCL221020,5,3,24,20,24,35,3,0,0,108,4,3,5,11,5,4,3,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,11,13,26,25,23,44,7,4,0,150,0,0,0,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,3,4,0,4,5,0,0,0,15,11,10,29,32,28,46,7,4,0,170,8,4,0,8,21,24,46,26,12,152,0,0,4,0,0,6,4,0,3,23,17,17,36,33,49,75,60,29,17,345,0,3,8,3,8,11,3,0,0,45,4,0,16,12,22,23,5,0,0,83,0,0,5,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,12,0,30,14,38,37,12,3,0,145,0,0,3,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,13
UCL221021,0,10,14,16,27,20,9,0,0,104,5,0,3,0,6,10,4,0,0,31,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,11,10,23,16,37,36,23,0,0,148,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,3,0,0,0,13,11,15,23,14,37,39,23,0,0,153,12,0,4,3,5,24,51,26,4,129,0,0,3,3,0,0,6,3,0,18,17,13,27,19,43,63,79,27,6,307,0,0,8,8,10,10,3,0,0,39,5,3,11,14,14,12,3,0,0,58,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,3,0,0,4,8,4,19,23,23,22,6,0,0,115,0,0,0,0,0,3,0,0,0,6,0,0,0,4,4,4,0,0,0,10,0,0,3,4,4,4,0,0,0,14
UCL221022,0,3,15,15,21,21,6,0,0,83,0,0,3,7,4,7,3,0,0,25,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,5,15,20,24,33,7,0,0,117,0,0,3,0,0,3,4,0,0,8,0,0,0,3,0,3,0,0,0,12,4,0,0,4,0,9,4,0,0,20,7,6,23,25,27,37,15,0,0,136,4,3,6,6,15,26,72,45,7,189,0,0,6,4,5,9,4,0,0,23,13,12,34,33,49,72,91,42,10,351,0,3,7,8,9,9,0,0,0,40,4,0,8,6,15,20,13,0,0,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,9,15,16,22,33,8,0,0,103,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,0,10,0,0,3,4,6,0,0,0,0,15
UCL221023,0,4,10,14,24,16,4,0,0,83,0,0,7,3,3,4,3,0,0,15,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,4,0,8,17,19,33,18,11,0,0,108,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,21,21,33,20,11,0,0,109,3,0,4,0,7,8,21,5,3,51,3,3,3,5,4,4,4,0,0,28,10,10,28,26,39,37,36,11,3,195,0,3,7,7,15,5,0,0,0,35,0,0,3,23,14,20,6,0,0,63,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,15,29,26,23,7,0,0,108,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL221024,0,4,15,11,21,10,3,0,0,59,0,0,0,7,3,7,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,10,23,20,3,0,0,87,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,3,0,0,0,16,4,7,17,14,26,25,4,0,0,97,3,3,0,3,14,44,54,35,9,168,0,0,0,3,12,7,5,6,0,36,5,11,15,23,56,75,69,43,11,301,0,0,3,6,7,3,0,0,0,24,0,0,7,5,11,15,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,14,10,19,22,3,0,0,77,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,7,0,0,6,0,0,3,0,0,0,11
UCL221025,0,6,12,16,26,30,0,0,0,95,3,0,3,0,10,18,4,0,0,45,3,0,0,0,0,4,0,0,0,15,0,0,0,0,3,0,0,0,0,4,4,4,17,25,35,53,6,4,0,155,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,4,0,0,0,12,10,8,20,21,38,63,6,4,0,167,11,0,0,8,13,30,83,26,7,178,0,3,0,0,4,8,4,0,3,22,14,7,20,31,54,99,96,34,18,373,0,4,10,8,24,14,7,0,0,68,10,7,10,12,15,16,3,0,0,71,0,0,5,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,8,22,23,41,36,7,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL221026,4,5,21,31,51,27,0,0,0,138,4,3,0,12,16,17,7,0,0,58,0,4,0,0,0,4,0,0,0,12,0,0,0,0,3,0,0,0,0,6,11,11,23,40,66,51,14,0,0,213,0,3,0,3,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,8,0,3,0,3,0,3,0,0,0,13,16,15,23,42,70,49,16,0,0,227,18,0,4,7,20,28,34,11,7,134,0,3,7,3,3,4,8,0,0,30,30,19,35,52,93,84,57,15,6,387,3,9,11,14,16,14,4,0,0,65,8,6,4,22,28,22,4,3,0,92,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,6,12,16,33,50,39,9,3,0,169,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,3,0,0,0,15
UCL221027,3,12,23,17,15,26,3,0,0,98,0,3,0,4,0,5,3,3,0,23,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,15,26,23,16,33,11,4,0,124,0,3,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,9,0,3,0,0,6,3,0,0,0,17,4,18,24,23,24,33,11,4,0,142,7,3,0,0,7,18,43,30,11,124,0,0,0,0,4,0,11,4,3,26,15,17,28,23,36,52,57,37,21,293,0,5,3,3,14,12,3,0,0,44,0,3,7,11,16,15,5,0,0,58,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,6,17,17,28,29,13,0,0,105,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8
UCL221028,8,11,18,11,22,22,3,0,0,94,3,0,3,4,4,3,5,0,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,10,22,14,29,26,13,0,0,126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,8,10,27,17,31,25,13,0,0,132,7,0,0,3,20,24,56,31,19,159,3,0,3,0,11,11,15,9,3,50,13,15,30,26,60,61,80,41,18,339,0,9,11,14,10,3,0,0,0,44,3,7,3,7,21,20,3,0,0,66,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,10,21,21,31,26,4,0,0,116,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7
UCL221029,0,8,14,16,33,21,3,3,0,99,0,3,0,0,4,4,5,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,10,13,18,34,29,11,3,0,122,0,4,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,7,4,15,15,18,34,31,11,3,0,137,3,0,3,3,6,14,43,36,4,120,0,0,0,0,0,3,3,5,4,22,7,12,24,22,44,52,58,43,12,277,0,7,0,5,10,9,3,0,0,42,9,3,5,10,21,12,3,0,0,72,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,9,11,19,37,25,7,0,0,118,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL221030,0,4,6,12,16,24,10,0,0,78,3,5,0,3,3,19,7,8,0,52,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,12,9,25,27,48,17,4,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,9,25,27,48,17,4,0,140,6,0,4,4,0,16,41,29,7,109,0,0,0,0,0,3,0,3,0,18,13,17,10,25,24,61,63,44,7,262,0,3,0,6,20,11,3,0,0,42,4,0,3,11,18,25,14,0,0,74,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,4,4,4,18,36,39,18,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3
UCL221031,0,15,23,29,40,28,0,0,0,133,8,11,8,0,5,4,0,0,0,32,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,20,32,32,43,36,0,0,0,172,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,7,0,0,3,3,0,0,0,15,12,26,30,31,42,35,0,0,0,181,6,3,0,3,4,11,13,11,0,58,0,0,0,4,3,3,0,0,0,12,13,35,34,35,53,50,21,11,0,254,0,9,8,16,16,6,0,0,0,63,11,12,17,22,20,15,0,0,0,85,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,16,30,35,38,24,5,0,0,154,0,0,3,4,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,6,3,0,3,3,3,3,0,0,0,11
UCL221032,4,3,24,20,34,18,9,0,0,115,3,0,3,11,6,14,9,0,0,44,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,7,5,24,30,48,30,17,0,0,164,0,3,0,4,4,3,0,0,0,14,0,0,0,0,3,3,0,0,0,7,0,3,0,4,5,7,0,0,0,18,6,11,27,31,52,40,17,0,0,182,9,0,5,13,13,33,69,34,4,185,3,4,0,4,3,9,12,4,3,39,25,13,35,46,71,76,98,40,5,412,0,8,15,12,20,8,9,0,0,68,0,10,12,13,21,13,4,0,0,76,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,16,25,22,38,23,17,0,0,151,0,0,4,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,0,0,0,0,16
UCL221033,7,4,21,33,37,17,3,0,0,118,3,8,0,8,3,7,0,0,0,32,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,10,19,40,40,28,5,3,0,163,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,7,13,10,20,39,42,34,5,3,0,167,11,3,0,4,4,10,30,3,0,68,0,0,0,0,4,3,3,0,0,15,26,15,25,49,50,45,44,9,0,248,0,3,12,12,18,7,0,0,0,49,12,6,3,11,19,10,3,0,0,65,0,3,4,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,13,16,27,37,25,7,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,3,0,0,0,8
UCL221034,6,10,16,24,18,25,0,0,0,95,6,4,3,3,6,5,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,12,20,29,24,31,3,3,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,22,29,24,31,3,3,0,132,9,3,3,3,4,6,31,14,0,71,0,0,0,3,3,7,4,0,0,17,14,19,24,32,33,45,33,14,0,216,0,0,9,12,11,13,0,0,0,40,4,3,7,16,8,13,5,0,0,59,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,7,17,25,27,23,5,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7
UCL221035,0,3,13,11,18,25,9,0,0,78,3,3,0,0,0,3,3,0,0,14,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,6,14,13,22,34,9,0,0,103,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,16,13,22,32,9,0,0,106,9,3,3,6,8,11,31,25,10,100,3,0,0,0,3,4,0,0,5,22,11,12,21,18,32,46,40,29,17,228,0,3,9,10,5,15,0,0,0,40,5,3,7,4,21,10,0,3,0,46,0,0,0,0,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,3,5,8,16,13,29,29,0,3,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL221036,7,13,29,64,55,26,0,0,0,186,7,7,0,7,5,0,3,0,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,12,23,28,68,59,25,4,0,0,221,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,6,15,19,27,73,56,25,4,0,0,224,23,0,0,4,4,11,19,3,0,68,0,0,3,0,0,0,0,0,0,9,37,25,32,72,61,38,19,6,0,299,0,3,10,26,15,7,0,0,0,70,15,3,13,26,25,11,5,0,0,89,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,6,29,61,46,19,5,0,0,171,0,0,3,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,6
UCL221037,0,3,19,19,16,16,3,0,0,83,0,3,3,0,8,3,3,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,16,23,28,22,8,0,0,110,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,3,13,22,22,32,21,8,0,0,114,5,3,3,9,8,31,50,31,11,164,3,0,3,9,8,9,6,3,0,32,16,9,24,39,44,59,64,42,11,312,0,7,3,3,8,10,0,0,0,34,6,4,9,14,13,10,6,0,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,10,12,20,22,22,4,0,0,94,0,0,3,0,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,14
UCL221038,3,8,20,39,50,19,3,0,0,142,3,9,8,0,3,10,7,0,0,39,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,6,12,31,42,53,34,14,0,0,193,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,13,12,29,44,53,36,14,0,0,205,11,3,3,0,6,15,22,14,0,75,0,0,0,3,3,0,0,0,0,15,23,14,29,52,63,47,39,14,0,289,0,4,14,12,23,5,0,0,0,58,13,3,20,25,23,16,4,0,0,94,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,11,3,32,36,48,27,3,0,0,165,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5
UCL221039,4,10,26,19,21,21,5,3,0,103,9,0,0,0,3,0,7,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,13,11,30,20,28,27,15,3,0,139,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,13,11,32,20,28,31,15,3,0,141,13,3,0,3,8,10,31,19,9,102,0,0,0,0,0,0,4,0,0,3,28,16,32,22,35,44,51,18,9,244,3,6,16,3,20,5,3,0,0,52,4,3,11,17,23,14,7,0,0,76,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,6,8,30,22,39,22,6,0,0,132,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
UCL221040,6,14,41,63,70,40,3,0,0,239,8,4,3,4,17,13,0,0,0,58,0,0,0,3,5,0,0,0,0,10,3,0,3,4,0,0,0,0,0,6,20,18,44,72,95,58,5,0,0,310,0,0,4,0,0,3,0,0,0,10,0,3,0,0,0,0,0,0,0,4,0,4,4,0,0,3,0,0,0,17,19,26,47,72,92,56,5,0,0,324,17,0,4,13,16,20,36,3,4,117,0,0,9,11,9,6,4,0,0,36,43,33,65,92,112,84,48,4,4,477,0,4,13,25,28,22,0,0,0,95,16,5,19,31,37,25,3,0,0,136,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,16,17,30,61,65,48,3,0,0,238,0,0,0,3,3,0,0,0,0,5,3,0,0,0,3,0,0,0,0,12,5,0,0,3,3,0,0,0,0,19
UCL221041,7,10,31,51,52,27,3,0,0,171,5,0,5,4,0,6,3,0,0,27,0,3,0,3,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,10,8,33,58,52,35,6,0,0,210,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,6,10,19,33,58,55,35,6,0,0,216,16,0,0,7,3,17,24,8,0,83,0,3,0,5,3,4,0,0,0,18,29,19,34,71,61,56,32,8,0,318,0,0,25,13,24,5,3,0,0,73,9,3,13,22,20,18,3,0,0,93,0,0,3,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,3,8,9,36,43,47,32,6,0,0,174,0,5,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,7
