UCL_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL215004,4,16,30,45,40,35,6,0,0,178,8,13,22,19,13,25,11,3,0,119,0,0,0,10,0,7,0,0,0,23,0,0,0,0,3,0,0,0,0,3,19,22,49,75,58,65,24,8,0,321,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,9,19,26,49,73,58,70,28,9,0,329,15,5,6,3,7,31,71,33,9,181,4,4,3,6,7,11,10,3,3,64,35,35,62,86,77,122,106,46,10,569,0,4,21,17,31,23,0,0,0,107,10,9,32,27,33,42,3,0,0,161,0,0,10,3,4,11,0,0,0,30,0,0,0,0,0,0,0,0,0,3,12,20,63,42,76,76,9,3,0,293,0,0,0,0,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,7
UCL215005,10,33,64,88,84,73,3,0,0,352,17,14,11,12,13,19,6,4,0,100,0,0,3,7,4,4,0,0,0,19,0,5,0,4,3,0,0,0,0,12,30,49,80,115,100,91,13,8,0,481,0,3,9,9,5,7,0,0,0,35,7,0,0,3,3,0,0,0,0,15,9,3,16,8,7,7,0,0,0,52,35,53,92,122,110,104,12,8,0,532,31,5,13,13,18,40,93,49,22,284,3,3,10,7,10,10,9,7,3,62,77,60,115,137,136,150,116,65,22,879,0,6,29,46,52,29,7,0,0,182,22,10,47,45,46,37,9,0,0,217,0,0,3,3,5,7,3,0,0,18,0,0,0,0,0,0,0,0,0,9,23,20,83,97,105,74,17,0,0,423,3,0,5,0,8,0,0,0,0,12,0,0,0,0,3,3,0,0,0,12,3,0,10,4,10,0,0,0,0,30
UCL215006,3,17,63,94,100,64,18,0,0,353,18,14,6,15,12,33,16,4,0,127,0,0,5,8,3,5,3,0,0,28,0,0,4,0,0,4,0,0,0,11,22,33,79,108,119,110,39,9,0,514,0,0,0,0,4,0,0,0,0,17,3,0,0,0,0,0,0,0,0,6,3,0,6,0,4,3,0,0,0,18,26,34,79,110,118,117,41,9,0,538,30,0,0,12,9,37,102,86,20,296,8,3,4,7,11,10,8,6,5,66,64,44,86,129,139,165,151,93,25,900,0,16,28,38,68,42,0,0,0,178,18,26,45,56,73,58,17,0,0,294,0,3,7,3,0,10,0,0,0,35,0,0,0,3,0,0,0,0,0,8,19,45,85,103,140,115,22,0,0,519,0,0,0,0,3,0,0,0,0,4,4,0,0,4,3,0,0,0,0,17,4,0,0,7,3,0,0,0,0,22
UCL215007,22,71,246,315,211,103,18,0,0,988,39,25,19,35,33,30,16,5,0,192,3,3,5,9,7,6,3,0,0,38,3,3,0,5,5,0,0,0,0,25,66,103,277,364,260,137,33,5,0,1251,10,9,4,5,3,6,0,0,0,32,5,0,0,0,0,0,0,0,0,10,11,7,4,5,3,6,0,0,0,38,80,110,279,368,263,142,33,5,0,1285,92,19,7,16,21,54,128,73,33,448,4,11,16,18,8,11,15,3,0,89,175,140,303,405,292,206,176,77,35,1820,9,42,124,120,91,50,0,0,0,432,47,40,104,179,129,52,7,0,0,573,3,3,31,16,5,4,0,0,0,74,0,3,3,3,5,3,0,0,0,17,62,90,268,318,229,107,14,0,3,1087,7,3,0,0,0,0,0,0,0,16,11,3,8,11,3,0,0,0,0,28,20,8,7,9,8,0,0,0,0,47
UCL215008,4,22,81,103,118,36,8,0,0,372,9,9,6,7,8,14,4,0,0,54,0,0,0,4,4,4,0,0,0,12,0,0,3,0,3,0,0,0,0,13,18,34,92,120,125,59,13,0,0,453,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,3,0,0,0,15,22,35,92,119,128,60,13,0,0,467,29,3,4,3,8,24,30,13,3,118,0,0,4,7,5,3,3,3,0,29,54,41,105,132,145,87,44,16,3,619,3,15,31,36,52,28,0,0,0,168,24,14,43,65,50,25,3,0,0,227,0,0,3,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,8,29,31,80,104,112,52,3,0,0,416,0,0,0,3,0,0,0,0,0,8,0,0,5,4,0,0,0,0,0,14,0,0,9,7,0,3,0,0,0,22
UCL215009,4,11,19,21,28,22,3,0,0,111,5,5,3,3,6,17,11,0,0,52,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,9,14,21,29,36,42,21,0,0,170,0,0,3,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,10,8,14,26,29,44,45,21,0,0,180,11,0,0,4,12,17,67,36,4,158,0,0,6,0,3,3,3,0,3,14,26,18,27,30,57,64,88,42,11,356,0,3,10,7,15,12,3,0,0,47,5,4,18,11,23,24,5,0,0,97,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,10,30,22,39,46,8,4,0,160,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5
UCL215010,10,34,56,123,117,94,14,0,0,451,24,14,4,15,12,21,10,0,0,104,0,0,0,3,3,3,0,0,0,19,0,0,8,0,3,3,0,0,0,15,32,54,74,144,133,123,30,3,0,586,4,0,3,5,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,13,4,0,3,3,3,3,0,0,0,27,41,53,74,146,134,122,32,3,0,613,41,9,0,6,3,29,64,38,9,199,4,3,3,5,9,8,7,8,3,49,82,69,85,154,150,161,101,48,14,858,0,19,30,36,65,36,4,0,0,185,26,28,25,84,76,51,8,0,0,302,0,0,10,9,7,7,0,0,0,25,4,4,0,0,0,3,0,0,0,12,28,54,58,134,141,92,14,3,0,525,0,0,0,0,0,3,0,0,0,4,3,0,0,3,0,0,0,0,0,11,3,0,0,3,0,3,0,0,0,16
UCL215011,0,9,21,31,31,30,7,0,0,131,4,4,0,3,11,11,7,0,0,38,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,23,35,43,40,15,6,0,177,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,4,3,0,0,4,0,0,0,14,3,20,28,32,42,46,15,6,0,189,9,4,7,5,14,39,62,46,13,210,0,0,3,4,8,6,10,6,8,37,15,23,33,45,60,89,89,59,20,435,0,6,5,6,11,15,3,0,0,44,12,5,20,15,24,15,7,0,0,106,0,0,0,0,3,3,4,0,0,13,0,0,0,0,3,3,0,0,0,5,12,7,29,21,34,42,15,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3
UCL215012,7,19,62,86,113,96,20,3,0,400,21,7,15,23,27,46,29,8,0,177,0,0,3,5,0,14,7,0,0,26,3,3,4,0,3,3,3,0,0,17,26,26,85,113,143,162,59,11,0,622,3,3,4,7,8,3,0,0,0,22,6,0,0,0,0,0,0,0,0,7,8,3,4,9,8,7,0,0,0,34,33,30,89,122,151,165,59,11,0,658,28,3,9,7,22,54,137,93,26,382,9,4,4,8,22,21,11,12,4,86,74,40,100,133,188,235,206,118,34,1130,3,8,30,61,76,68,15,0,0,260,29,12,47,87,73,84,32,0,0,357,0,0,9,7,3,11,3,0,0,38,3,3,0,0,5,0,0,0,0,12,31,21,88,154,161,158,49,3,0,671,0,0,0,4,0,0,0,0,0,10,0,8,0,3,0,5,0,0,0,21,0,6,0,8,3,10,0,0,0,27
UCL215013,8,28,141,121,81,31,5,0,0,416,10,5,9,13,9,5,0,0,0,52,0,0,5,0,0,0,0,0,0,6,0,0,5,0,4,0,0,0,0,8,12,34,156,140,94,44,10,0,0,485,0,0,3,0,3,0,0,0,0,15,4,0,0,0,0,0,0,0,0,11,5,3,3,0,6,0,0,0,0,21,20,34,165,138,100,44,11,0,0,505,25,3,10,6,16,19,31,6,0,111,3,0,9,16,7,3,5,0,0,49,46,45,179,161,123,58,45,9,0,665,3,12,73,64,32,22,0,0,0,201,16,12,52,40,25,15,3,0,0,164,0,0,14,8,0,3,0,0,0,25,0,3,3,0,4,4,0,0,0,18,13,26,139,107,67,39,3,3,0,403,0,0,9,4,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,4,0,0,9,8,0,0,0,0,0,22
UCL215014,7,21,57,63,78,42,7,0,0,277,3,6,4,6,8,9,5,0,0,46,0,0,3,3,3,0,0,0,0,6,0,0,0,3,3,0,0,0,0,10,15,28,61,70,91,58,11,3,0,336,0,3,3,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,4,3,4,3,0,0,0,0,12,13,28,63,76,91,58,11,3,0,346,17,3,3,5,6,12,41,20,3,121,0,0,4,3,6,3,4,3,0,21,34,35,72,87,101,72,60,25,4,490,0,17,31,21,39,20,0,0,0,130,14,10,30,42,30,28,0,0,0,153,0,0,3,0,5,4,0,0,0,11,0,0,3,0,4,0,0,0,0,9,16,29,62,67,77,50,0,0,0,300,0,3,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,12,5,4,6,0,3,0,0,0,0,19
UCL215015,4,19,45,70,85,67,15,0,0,309,22,17,12,13,22,32,20,0,0,145,0,0,4,3,6,8,3,0,0,21,3,0,0,0,3,0,0,0,0,3,32,34,61,94,113,104,35,4,0,482,3,3,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,5,3,4,3,4,7,0,0,0,24,36,39,67,96,116,108,41,4,0,503,16,3,6,4,9,47,140,79,25,330,4,6,10,13,12,14,14,11,10,93,57,42,79,111,143,169,194,85,39,931,0,11,33,48,63,33,5,0,0,198,24,6,36,57,58,41,15,0,0,233,0,0,3,6,0,13,0,0,0,21,3,0,3,3,0,0,0,0,0,11,26,27,70,111,118,92,24,0,0,462,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,0,0,0,3,7,0,0,0,10
UCL215016,8,68,160,139,170,128,22,0,0,698,19,12,31,15,29,30,10,0,0,144,0,0,5,5,4,7,3,0,0,30,3,5,8,6,3,3,0,0,0,28,37,83,203,168,207,174,33,3,0,900,5,8,12,5,3,3,0,0,0,46,0,0,3,0,0,3,0,0,0,9,7,8,13,5,9,6,0,0,0,56,44,90,221,173,211,182,31,3,0,959,74,17,30,21,29,57,134,63,21,436,10,3,20,7,11,15,11,4,3,87,119,111,266,199,259,255,176,74,25,1479,3,36,74,51,98,49,3,0,0,320,41,39,75,80,78,67,11,0,0,388,0,5,5,12,4,3,0,0,0,38,3,0,0,0,0,0,0,0,0,12,49,79,161,148,186,122,15,0,0,755,4,7,5,4,6,0,0,0,0,33,6,8,6,3,14,3,0,0,0,33,6,13,7,8,17,8,0,0,0,61
UCL215017,14,20,66,82,101,59,10,0,0,351,9,10,11,4,7,19,9,0,0,67,0,6,3,3,0,3,0,0,0,11,3,0,7,0,0,0,0,0,0,13,33,34,81,85,114,74,15,0,0,442,0,4,4,3,0,3,0,0,0,13,3,0,0,0,0,0,0,0,0,4,0,5,4,3,0,3,0,0,0,20,37,41,90,90,120,77,15,0,0,462,35,7,4,7,12,26,79,36,16,228,3,0,3,10,11,10,9,3,0,48,69,49,97,109,145,115,107,42,12,737,5,21,31,34,34,18,3,0,0,142,25,16,24,56,59,31,10,0,0,223,0,0,11,3,5,5,0,0,0,24,5,0,0,0,3,0,0,0,0,11,35,42,72,91,101,58,15,0,0,403,0,4,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,13,4,3,0,3,6,3,0,0,0,18
UCL215018,10,41,74,83,114,74,23,0,0,423,21,8,10,17,19,27,26,4,0,136,0,0,4,4,3,4,3,0,0,18,3,0,0,3,3,0,0,0,0,13,34,53,91,100,138,109,50,7,3,596,0,5,13,4,3,4,0,0,0,30,3,0,0,0,0,0,0,0,0,4,6,5,13,4,6,5,0,0,0,37,42,60,101,107,148,114,51,7,3,632,30,5,18,13,28,56,159,106,33,444,0,3,7,13,13,13,15,19,4,93,67,65,121,129,185,187,222,133,39,1168,6,17,27,37,63,37,3,0,0,194,18,26,43,72,65,65,27,7,0,324,3,0,8,4,7,6,0,0,0,33,0,0,0,3,7,0,0,0,0,10,25,45,80,119,137,107,36,8,0,565,0,0,4,0,0,0,0,0,0,8,3,0,0,0,0,4,0,0,0,7,5,0,6,0,3,6,0,0,0,19
UCL215019,3,11,44,75,73,50,6,0,0,259,6,11,9,19,26,22,14,0,0,109,3,0,4,7,4,7,0,0,0,19,0,0,4,3,0,0,0,0,0,11,11,22,69,97,96,73,20,0,0,397,0,0,4,3,5,5,0,0,0,28,0,0,0,0,3,0,0,0,0,3,0,4,4,3,9,9,0,0,0,29,15,31,71,105,108,83,20,0,0,426,23,0,7,6,23,25,70,32,5,193,4,3,0,3,12,4,3,7,0,35,43,34,76,115,135,111,94,36,5,646,0,10,24,34,30,20,0,3,0,120,13,14,31,53,60,33,10,0,0,209,3,3,14,3,4,3,0,0,0,26,0,0,0,0,0,3,0,0,0,7,16,25,69,91,86,59,10,3,0,358,0,0,0,0,0,5,0,0,0,12,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,4,0,0,0,19
UCL215020,3,17,22,29,33,42,6,0,0,146,5,4,8,5,14,11,13,7,0,58,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,6,11,20,30,38,45,50,17,7,0,225,0,0,4,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,6,0,0,4,3,4,3,0,0,0,19,15,28,32,40,48,54,17,7,0,244,12,5,5,10,16,38,80,65,23,258,3,5,0,5,9,9,12,15,11,57,32,31,40,52,67,106,107,83,34,562,0,7,20,11,19,26,0,0,0,80,9,7,15,17,32,29,5,0,0,124,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,16,16,35,29,53,59,8,0,0,219,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9
UCL215021,0,12,29,46,49,45,6,0,0,188,3,6,6,7,13,16,9,0,0,62,0,0,0,3,3,4,3,0,0,10,0,0,0,0,6,0,0,0,0,6,5,25,38,51,65,63,18,0,0,272,0,3,3,4,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,3,6,6,4,0,0,0,0,25,10,25,40,61,76,60,18,0,0,298,14,6,3,7,17,28,54,27,5,160,0,0,4,0,9,14,3,4,3,37,26,31,45,62,100,102,76,34,10,492,3,8,13,22,33,24,3,0,0,112,14,11,18,24,44,20,9,0,0,133,3,0,5,3,3,4,0,0,0,15,0,0,0,0,3,0,0,0,0,4,20,12,34,51,81,51,13,0,0,266,3,0,0,3,0,6,0,0,0,13,0,0,0,0,3,0,0,0,0,9,4,0,3,3,3,6,0,0,0,17
UCL215022,3,60,163,113,113,103,14,0,0,570,38,35,34,28,20,32,10,0,0,197,3,6,3,0,3,13,3,0,0,34,0,6,4,0,0,0,0,0,0,12,41,103,203,149,133,155,32,0,3,815,14,10,37,23,16,20,0,0,0,108,9,6,0,4,4,7,0,0,0,37,20,17,34,25,14,23,3,0,0,144,62,122,241,172,149,175,30,0,3,954,72,71,51,42,51,87,207,81,16,679,15,35,35,26,23,16,21,10,0,192,152,223,328,240,223,286,263,93,24,1825,10,37,76,47,64,52,0,0,0,293,53,59,91,82,80,77,12,0,0,458,3,4,8,4,5,4,3,0,0,28,0,4,0,0,0,3,0,0,0,12,62,105,176,135,158,139,18,0,0,788,3,3,10,13,5,8,0,0,0,43,11,12,16,6,5,6,0,0,0,60,16,15,26,16,10,7,0,0,0,101
UCL215023,9,19,46,49,80,52,11,0,0,269,18,9,10,3,6,12,7,3,0,64,0,0,0,3,3,0,0,0,0,10,0,3,5,0,0,0,0,0,0,7,27,28,61,53,92,66,17,3,0,350,0,8,3,0,3,0,0,0,0,15,3,0,3,0,0,0,0,0,0,3,3,8,9,0,3,0,0,0,0,21,36,39,71,53,92,66,20,3,0,371,24,3,5,4,19,25,75,56,23,231,0,0,7,3,8,3,6,4,4,39,55,37,80,63,121,95,97,63,28,641,0,10,16,24,37,16,4,0,0,111,16,8,16,26,43,32,3,0,0,153,4,0,3,5,4,0,3,0,0,24,0,0,0,0,0,0,0,0,0,3,26,22,34,59,80,52,10,0,0,287,0,3,3,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,4,0,3,3,0,3,0,0,0,0,16
UCL215024,3,25,48,55,60,43,11,0,0,242,4,9,5,4,17,16,17,5,0,75,0,0,0,6,0,5,0,0,0,15,0,0,3,0,0,3,0,3,0,8,11,30,52,68,73,68,32,7,0,346,0,0,0,0,5,0,0,0,0,13,3,0,0,0,3,0,0,0,0,9,3,0,0,5,9,0,0,0,0,21,11,30,58,70,81,74,32,7,0,363,27,3,0,12,17,30,127,86,36,333,3,5,11,6,8,10,17,13,7,66,44,38,69,83,104,115,166,101,44,760,3,11,15,28,19,25,5,0,0,105,12,8,19,34,43,36,26,0,0,184,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,3,0,0,0,5,15,17,42,65,63,66,35,0,0,301,0,0,0,0,3,0,0,0,0,9,4,0,0,0,3,0,0,0,0,3,4,0,3,0,7,0,0,0,0,14
UCL215025,3,15,33,31,41,26,3,3,4,161,5,6,7,5,9,15,11,0,0,51,0,0,0,0,0,3,0,0,0,12,0,0,3,0,0,0,0,0,0,7,10,27,44,39,51,47,15,3,4,230,0,3,3,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,0,0,14,10,29,46,40,54,43,15,3,4,245,4,4,6,5,19,23,48,54,19,195,0,5,5,4,9,10,4,10,3,52,16,40,65,53,77,80,69,70,32,491,3,3,12,17,20,5,4,3,0,66,13,3,19,13,20,24,9,0,0,103,0,0,7,0,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,4,19,13,35,32,39,36,9,6,0,191,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,6
UCL215026,9,27,111,130,138,105,22,0,0,532,28,24,25,30,35,59,38,13,4,255,3,0,7,9,8,20,8,0,0,54,0,3,3,0,0,4,3,0,0,10,45,50,148,165,182,182,66,12,4,850,8,0,10,7,13,14,0,0,0,54,0,0,0,0,3,6,0,0,0,18,6,7,9,12,14,23,0,0,0,71,50,56,157,177,199,203,70,12,4,924,50,14,27,18,39,124,330,193,100,889,4,3,8,13,17,27,37,33,10,151,106,70,193,209,257,345,441,229,113,1962,0,14,54,52,75,62,19,0,0,273,43,25,73,98,125,110,33,3,3,505,0,3,10,14,14,18,4,0,0,63,3,0,0,4,3,3,0,0,0,10,46,44,140,159,212,191,51,3,0,856,5,3,3,8,0,9,0,0,0,27,3,0,10,9,5,6,0,0,0,40,14,6,12,17,10,12,0,0,0,61
UCL215027,13,31,70,83,80,66,8,3,0,359,11,6,6,16,10,33,10,0,0,98,0,0,8,0,3,4,0,0,0,21,0,3,7,3,3,3,3,0,0,19,21,39,87,102,108,107,27,0,0,499,3,0,8,8,6,6,0,0,0,28,4,3,0,0,0,4,0,0,0,12,4,3,8,6,9,5,0,0,0,45,28,43,99,107,111,115,24,0,0,545,28,15,16,11,26,53,144,100,42,446,8,9,13,7,15,14,10,18,12,98,60,67,130,134,155,185,176,119,53,1081,0,15,31,34,41,37,9,0,0,163,14,25,35,42,66,51,11,0,0,241,0,0,9,8,4,8,3,0,0,34,0,3,0,0,0,3,0,0,0,6,15,42,77,89,111,99,15,0,0,453,4,0,3,8,4,0,0,0,0,14,0,0,3,3,0,3,0,0,0,12,9,3,9,10,3,3,0,0,0,33
UCL215028,9,24,71,84,115,96,20,3,0,427,11,17,15,28,62,64,29,7,0,230,0,0,3,0,7,12,0,0,0,27,5,3,8,3,5,0,0,0,0,18,21,38,95,115,190,174,45,11,0,702,4,3,4,9,7,5,0,0,0,30,3,0,3,0,3,0,0,0,0,13,10,4,7,6,6,3,0,0,0,39,32,49,107,122,203,181,51,11,0,745,30,7,18,12,37,76,177,86,37,483,7,3,8,8,12,22,8,12,5,87,63,57,126,144,252,287,238,105,44,1313,0,15,44,52,88,55,13,0,0,270,22,15,40,91,125,114,26,0,3,448,0,0,9,5,6,9,7,0,0,38,0,4,0,0,3,3,3,0,0,16,30,37,89,150,222,186,45,0,3,767,0,3,3,6,5,3,0,0,0,20,3,0,0,5,4,3,0,0,0,16,3,3,3,10,11,8,0,0,0,33
UCL215029,7,49,142,85,89,77,8,0,0,448,14,12,15,8,13,20,3,0,0,98,0,0,9,3,0,0,0,0,0,21,0,4,3,0,3,4,0,0,0,15,25,66,167,99,105,101,14,3,0,582,3,8,3,3,3,0,0,0,0,16,3,0,0,0,0,0,0,0,0,10,4,8,8,5,5,0,0,0,0,25,26,76,178,107,111,104,14,3,0,612,34,8,16,13,12,32,59,16,3,200,3,10,9,3,13,11,3,4,0,53,61,93,199,120,134,148,76,27,3,864,0,41,78,52,53,36,3,0,0,258,12,22,65,32,54,40,11,0,0,237,0,0,12,4,5,9,0,0,0,24,0,3,5,0,0,4,0,0,0,18,13,63,160,85,115,88,18,0,0,542,0,4,0,0,5,3,0,0,0,14,3,0,6,0,0,0,0,0,0,8,3,6,6,0,5,3,0,0,0,24
UCL215030,0,19,26,45,37,41,4,0,0,177,3,5,5,0,14,11,8,3,0,49,0,0,0,4,3,6,0,0,0,11,3,0,0,3,4,3,0,0,0,10,10,26,33,51,58,58,14,4,0,246,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,6,0,0,4,0,3,3,0,0,0,10,10,26,33,55,58,59,11,4,0,256,22,3,3,14,19,41,84,56,22,260,0,0,3,3,6,17,9,3,5,50,30,27,45,69,89,114,107,60,26,570,4,7,13,18,22,23,0,0,0,84,3,4,11,18,34,32,6,0,0,112,0,3,7,0,0,3,0,0,0,16,0,0,0,4,0,3,0,0,0,8,6,14,28,35,58,58,5,0,0,211,0,0,0,0,3,3,0,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,4,0,3,3,0,0,0,15
