CED_CODE_2016,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_more_15_19_yrs,F_3000_more_20_24_yrs,F_3000_more_25_34_yrs,F_3000_more_35_44_yrs,F_3000_more_45_54_yrs,F_3000_more_55_64_yrs,F_3000_more_65_74_yrs,F_3000_more_75_84_yrs,F_3000_more_85ov,F_3000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot
CED211,70,359,521,658,740,749,1359,1205,802,6452,75,409,760,847,896,815,971,580,355,5710,28,389,956,869,933,706,562,311,134,4892,20,395,1209,1017,1028,677,381,190,122,5044,7,269,1353,1155,1007,765,311,100,59,5024,3,77,1001,839,788,500,149,35,25,3413,0,28,713,717,596,450,101,45,26,2675,0,0,314,473,433,262,68,15,16,1588,0,6,329,629,508,239,61,26,9,1808,0,0,76,206,189,95,43,29,8,645,238,197,524,537,485,434,526,629,647,4226,4115,4050,10397,10968,10018,8375,7339,4898,2841,63002,4005,1065,1579,1433,1142,1402,881,365,146,12028,2365,844,499,570,498,577,459,191,67,6070,780,1170,1009,1043,915,1007,1209,778,265,8188,232,792,803,838,906,1033,2008,1740,608,8965,206,701,864,968,1059,1143,2094,1781,1096,9912,169,854,1273,1220,1269,1272,1670,997,500,9227,69,854,1810,1455,1486,1238,1078,634,236,8869,33,830,2446,1924,1798,1366,906,430,205,9950
CED212,131,381,599,771,828,930,1684,1189,596,7117,79,521,876,1025,1103,921,1049,535,296,6400,54,544,993,1011,1093,829,583,286,113,5510,22,467,1090,992,1161,906,393,180,79,5293,5,219,1111,923,1102,837,267,105,53,4614,0,58,758,660,723,483,141,37,33,2894,3,19,392,563,580,357,88,39,11,2057,0,5,173,331,384,251,55,16,10,1219,0,4,158,327,349,234,60,35,10,1178,0,9,48,159,189,92,81,30,15,626,365,355,668,686,748,725,862,704,531,5648,4341,4199,8878,9900,10605,9569,8324,4822,2323,62952,3729,677,836,1009,973,1338,723,262,96,9639,2237,609,389,454,444,520,426,182,117,5379,808,1017,927,934,929,1237,1310,763,188,8107,307,708,780,925,1016,1302,2695,1855,599,10179,321,734,874,1066,1239,1438,2654,1866,846,11027,246,1038,1258,1382,1531,1409,1855,1011,430,10153,137,1116,1706,1572,1671,1421,1155,569,228,9572,56,951,2301,1924,2135,1798,961,379,152,10668
CED213,101,405,567,771,920,1131,2061,1282,692,7929,103,520,923,1088,1228,1150,1247,606,302,7171,81,497,988,1021,1224,1055,703,312,134,6018,32,376,882,873,1182,998,474,203,76,5097,15,176,799,763,1071,799,340,137,65,4158,0,52,482,522,619,467,182,48,20,2398,0,8,269,384,519,410,107,44,14,1750,0,10,107,237,314,232,92,31,13,1043,0,3,96,260,300,234,103,50,11,1042,5,3,28,141,181,157,112,63,17,712,410,279,548,695,812,932,1128,911,675,6383,4072,3539,7675,9163,10851,11300,10547,5618,2671,65436,3236,465,722,867,983,1643,902,339,139,9297,2200,379,360,450,439,625,534,176,65,5224,764,769,866,948,995,1528,1699,900,293,8760,366,583,719,909,1186,1779,3827,2399,719,12489,358,694,838,1097,1404,1779,3421,2135,1004,12722,327,1016,1270,1469,1737,1892,2351,1212,502,11771,280,1138,1629,1532,1923,1877,1521,724,282,10904,112,979,1898,1788,2252,2041,1186,464,170,10892
CED214,62,442,816,657,718,774,1158,1073,710,6414,50,464,1045,893,855,677,502,329,200,5012,31,461,1195,1021,809,607,327,149,67,4674,23,466,1565,1111,958,625,229,87,45,5112,6,314,1833,1158,985,637,166,64,33,5202,0,77,1396,1059,784,412,79,9,8,3828,0,27,961,1025,724,358,49,9,10,3162,3,12,524,649,515,260,30,6,8,1999,0,9,615,1085,697,275,42,17,6,2751,0,3,151,523,368,112,33,7,6,1212,334,456,1187,901,787,669,624,617,496,6073,3854,5335,14896,13154,10861,8513,5942,4224,2230,69009,3841,1690,2397,1623,1286,1452,694,370,165,13514,1863,933,603,566,465,483,371,213,75,5559,772,1630,1653,1281,1288,1565,1257,903,299,10640,260,1133,1386,1057,1160,1464,2550,1977,658,11638,170,1002,1551,1111,1156,1317,1910,1612,976,10796,147,1031,2005,1425,1346,1171,984,557,284,8957,88,982,2566,1821,1446,1189,646,298,124,9162,55,979,3499,2233,1949,1375,544,178,90,10899
CED215,141,356,706,741,955,1107,1750,1181,654,7595,117,473,949,975,1062,1110,987,481,286,6433,48,521,917,863,1048,911,581,260,95,5237,19,354,791,792,945,768,369,128,76,4232,14,203,774,622,822,647,263,116,48,3503,3,66,467,413,498,390,107,36,16,1991,0,21,244,309,398,296,58,23,8,1351,0,5,99,186,223,174,36,11,0,738,0,3,93,140,196,157,39,21,8,644,11,9,46,74,101,83,36,21,17,401,531,399,725,670,883,1051,1017,877,533,6682,3930,3634,7982,7945,9759,10866,8911,4900,2213,60139,3083,460,768,703,949,1632,673,252,95,8625,1967,401,389,393,459,756,444,165,52,5024,766,897,1077,1025,1266,1992,1668,783,205,9663,332,554,905,1051,1268,2087,4063,2347,573,13179,347,641,1056,1095,1433,1840,3140,1941,957,12457,281,864,1320,1321,1517,1798,2022,933,418,10479,123,1029,1549,1390,1676,1618,1305,585,180,9451,54,845,1747,1536,1812,1728,928,291,126,9065
CED216,47,331,334,446,613,652,950,817,740,4924,30,268,436,593,804,718,832,524,373,4576,20,288,536,618,880,717,618,322,216,4211,11,332,875,739,1022,854,504,219,150,4708,5,233,1044,844,1093,883,472,173,121,4880,5,79,849,694,941,693,275,93,58,3682,0,36,655,806,945,636,219,84,67,3449,0,11,317,569,613,455,161,59,35,2220,4,13,458,1104,1131,585,243,77,65,3688,4,3,171,978,1012,445,186,89,60,2951,283,249,522,606,746,611,604,519,685,4831,4403,3945,7786,10429,12289,9521,7200,4299,3387,63266,4941,1169,1125,1450,1314,1080,705,337,232,12348,2437,1036,285,376,484,517,403,173,96,5802,646,1285,565,597,691,826,804,622,328,6365,217,782,554,562,765,858,1433,1128,622,6917,122,663,596,635,837,1009,1489,1204,1005,7552,86,580,776,782,1071,1095,1359,858,553,7150,51,575,1002,893,1242,1170,1097,595,349,6972,18,648,1616,1156,1531,1433,1000,431,258,8092
CED217,135,507,971,1134,906,953,1126,636,305,6664,88,645,1464,1567,1233,833,495,189,92,6604,55,704,1635,1665,1368,778,251,83,23,6569,27,543,1857,1651,1307,729,140,30,12,6300,12,339,1804,1521,1161,597,101,21,11,5561,3,112,1069,1051,662,344,40,12,0,3298,0,19,633,687,428,208,34,0,0,2014,0,9,253,426,287,121,11,0,0,1111,0,8,214,401,242,85,9,3,0,961,4,15,59,128,91,26,13,7,3,346,551,609,1290,1220,983,798,633,285,101,6472,6207,6342,15811,16146,12374,9829,5917,2296,870,75785,6252,1739,2670,2360,1924,2136,988,295,148,18511,2783,1032,705,784,536,587,383,122,19,6951,1157,1619,1763,1794,1542,1924,1459,464,112,11831,404,974,1365,1435,1392,1941,3085,1236,246,12078,389,990,1491,1579,1343,1426,1864,955,398,10435,248,1249,2198,2227,1815,1394,995,359,151,10629,160,1483,2982,2865,2357,1511,613,180,49,12207,101,1221,4012,3492,2849,1772,421,57,24,13948
CED218,60,514,572,397,471,497,716,682,412,4326,57,587,814,485,534,515,591,364,196,4141,52,561,1056,561,612,579,499,236,115,4276,23,675,1672,678,676,612,461,218,99,5109,27,552,2430,892,837,724,407,160,96,6123,10,231,2078,831,721,534,309,100,53,4868,8,83,1533,962,738,573,247,92,57,4282,0,26,923,641,587,422,183,78,39,2899,0,28,1187,1350,991,642,280,136,85,4692,6,19,338,1122,1069,588,304,190,96,3739,310,533,1464,767,655,626,563,557,511,5984,3811,7375,16925,10771,9791,8091,6307,4070,2274,69414,3920,2750,2278,1325,1085,890,655,288,128,13322,1693,1065,487,386,387,366,311,169,65,4927,597,1613,904,545,621,716,688,634,244,6560,222,1113,901,516,585,684,1122,1133,460,6738,129,960,1062,623,731,811,1143,1014,566,7027,123,1061,1524,726,763,823,980,610,294,6900,81,1008,2004,918,888,928,837,427,186,7268,52,1152,3157,1194,1110,1056,839,373,188,9117
CED219,127,535,1069,1015,953,910,1193,814,425,7045,108,731,1693,1415,1263,878,515,198,102,6891,60,750,1903,1692,1543,903,295,99,25,7272,26,612,2046,1583,1452,867,192,42,12,6841,11,335,1793,1367,1210,748,135,32,16,5636,0,92,960,880,673,386,48,4,4,3040,0,22,512,549,448,226,23,3,3,1799,0,11,200,304,217,131,8,3,0,874,0,7,159,242,171,92,27,7,0,693,9,10,49,70,69,31,24,15,9,283,557,509,1136,914,885,747,622,433,263,6061,6364,6790,16855,14651,12521,10006,5999,3060,1356,77600,6796,1986,3073,2359,1884,2275,1013,400,166,19954,2779,1119,803,733,569,570,371,124,43,7120,1142,1754,1930,1743,1481,1659,1198,630,213,11744,414,1144,1568,1395,1382,1813,2897,1550,389,12558,352,1065,1598,1512,1395,1451,1916,1237,598,11131,278,1490,2558,2139,1887,1456,1034,411,161,11406,179,1706,3687,3150,2732,1791,716,209,58,14224,91,1468,4714,3798,3306,2084,515,92,25,16102
CED220,58,373,603,636,727,767,1200,1124,681,6169,47,433,821,932,961,743,672,391,252,5259,40,392,1002,999,1038,749,405,199,123,4948,8,388,1279,987,1072,712,257,115,74,4891,7,248,1327,1011,985,660,195,64,52,4552,0,73,891,746,677,412,94,23,16,2935,3,31,576,683,579,321,77,13,25,2302,0,4,293,452,389,203,26,13,8,1398,0,3,306,634,441,177,28,11,11,1616,3,6,77,254,191,51,26,14,13,642,271,295,641,627,608,505,560,576,488,4583,4206,4857,10949,10934,10420,8553,6695,4619,2551,63781,4497,2046,2290,1659,1421,1691,947,438,176,15172,2144,1029,483,505,481,577,451,206,85,5969,726,1384,1140,1027,1089,1435,1485,1057,361,9696,249,942,1018,910,1097,1425,2691,2212,870,11418,176,886,1129,987,1170,1303,1922,1689,946,10213,126,965,1501,1379,1462,1233,1206,737,386,9003,95,903,2079,1686,1799,1442,815,420,212,9449,31,797,2824,1981,2098,1567,608,238,133,10274
CED221,162,326,588,702,925,1080,1612,1162,675,7220,128,462,839,973,1069,1132,1006,461,259,6321,66,509,899,957,1164,1013,513,227,109,5461,31,323,831,929,1127,925,374,127,63,4735,17,194,739,712,995,825,254,90,61,3877,3,47,485,536,621,454,138,26,13,2322,0,11,245,364,476,375,70,20,6,1572,0,4,100,221,289,204,48,19,10,890,0,4,83,200,250,175,44,20,4,787,3,6,38,95,123,105,64,34,19,481,531,299,596,689,791,951,932,705,541,6034,4020,3184,7264,8393,9955,10684,8507,4483,2343,58829,3011,347,577,634,736,1268,637,210,69,7491,2022,299,320,401,402,610,414,119,47,4639,727,721,877,882,1005,1717,1622,706,235,8488,332,459,766,938,1128,1880,3606,2109,687,11910,385,602,828,956,1396,1802,2917,1856,951,11698,339,872,1226,1351,1560,1876,1970,904,402,10501,204,1094,1602,1598,1955,1877,1221,489,190,10229,124,951,1921,1900,2305,2043,988,300,121,10662
CED222,99,394,603,738,800,789,1364,981,528,6281,66,479,896,1074,1061,792,785,379,201,5728,36,497,1157,1264,1190,839,428,176,106,5702,19,498,1320,1160,1271,737,307,106,60,5475,4,280,1484,1187,1152,753,207,75,31,5176,0,83,1026,875,762,459,116,16,8,3348,0,24,685,748,621,366,62,16,17,2529,3,3,276,492,428,257,43,12,5,1524,0,3,292,593,492,187,45,13,9,1634,0,8,60,242,194,77,32,16,13,641,348,308,698,726,695,614,683,629,632,5343,4554,4644,11317,12214,11343,9047,6744,3961,2218,66041,4576,1312,1679,1557,1405,1619,756,347,119,13369,2242,871,460,525,476,479,410,153,40,5650,835,1208,1124,1086,964,1302,1161,665,222,8555,319,797,861,1009,1006,1357,2400,1688,656,10094,276,827,987,1076,1193,1194,2164,1459,735,9911,181,996,1473,1481,1551,1302,1381,694,293,9361,112,1108,2162,2039,1982,1498,882,380,181,10339,61,1054,2789,2397,2485,1662,734,206,113,11499
CED223,66,358,427,602,641,733,1112,907,560,5411,46,340,669,795,835,846,887,411,271,5102,24,394,742,802,903,774,610,227,104,4583,23,397,968,981,1033,832,418,154,72,4872,11,250,1226,1005,1071,866,320,115,38,4902,3,91,996,842,857,629,181,46,29,3673,0,24,720,787,761,572,129,33,16,3031,0,3,319,504,512,366,78,28,3,1817,0,3,312,711,600,411,108,21,12,2176,3,3,66,340,362,197,78,41,3,1090,298,250,529,520,578,547,547,497,502,4269,4040,4158,8872,10296,10312,9343,6818,3863,2142,59838,4070,1023,1174,1121,962,1197,635,269,99,10549,2229,915,386,512,492,525,400,148,74,5676,757,1303,840,814,713,971,1045,605,225,7277,216,758,660,706,777,1021,1793,1415,531,7883,188,708,745,878,945,1106,1798,1336,790,8487,130,768,1121,1061,1164,1259,1576,765,389,8236,90,779,1349,1198,1328,1304,1184,501,183,7904,57,840,1916,1594,1661,1556,985,321,134,9054
CED224,86,444,426,362,499,445,685,591,468,4008,66,463,616,501,651,558,635,460,273,4220,23,405,723,533,682,589,613,310,171,4052,14,484,1025,635,830,650,525,263,166,4592,9,400,1480,731,949,801,490,204,127,5177,0,141,1218,660,743,631,342,133,84,3954,0,54,886,743,810,648,270,94,75,3573,3,16,440,567,637,508,186,75,42,2476,6,12,614,1051,1071,676,287,124,81,3915,3,20,180,993,1190,573,277,135,97,3471,321,364,691,560,624,546,551,509,669,4835,5190,5875,10329,9581,11002,8607,6595,4071,2877,64116,5877,2008,1570,1348,1375,1162,754,385,196,14672,2355,1339,397,458,472,438,356,208,119,6134,819,1839,808,535,662,710,642,477,219,6716,249,1110,695,555,615,632,923,889,467,6141,170,943,823,548,717,676,1065,888,635,6460,131,885,1149,744,903,867,1010,749,401,6837,48,801,1335,786,1006,909,1023,546,274,6734,39,906,2019,1043,1252,1066,1006,472,270,8064
CED225,106,433,572,826,859,755,1110,698,370,5733,104,534,909,1137,1149,853,649,305,121,5780,56,599,1037,1177,1277,794,404,143,73,5565,26,522,1176,1258,1365,850,279,77,36,5594,3,282,1214,1177,1305,838,183,51,21,5069,0,79,788,831,890,485,88,18,16,3187,3,20,395,687,687,366,62,8,6,2234,0,3,210,431,445,257,36,16,0,1400,0,4,159,503,452,251,61,9,7,1451,7,8,35,185,183,101,46,18,11,595,413,307,547,602,681,561,459,365,309,4239,5528,4805,9485,12190,12073,9122,5856,2765,1272,63100,5381,982,1231,1489,1347,1593,746,235,62,13058,2926,802,459,639,531,581,386,126,24,6476,1036,1228,928,1122,936,1117,1002,478,113,7945,389,782,725,944,931,1112,2161,1259,354,8652,381,840,841,1079,1178,1166,1792,1101,527,8918,321,1092,1290,1509,1521,1305,1229,585,198,9046,161,1233,1791,1786,1947,1414,892,323,126,9675,77,1144,2420,2360,2554,1756,720,184,64,11298
CED226,143,575,1301,1138,926,802,1134,680,301,6992,78,683,1916,1571,1305,771,542,200,100,7173,62,696,2227,1797,1362,783,321,122,33,7398,37,680,2570,1954,1518,830,198,60,26,7857,12,356,2433,1828,1390,771,138,39,21,6988,0,112,1414,1192,882,428,64,13,0,4110,0,31,859,944,659,282,30,12,0,2820,0,8,412,579,375,140,18,4,0,1539,0,12,396,653,365,165,16,6,5,1619,3,9,64,180,159,51,18,16,5,506,571,502,1492,1159,921,744,594,327,226,6535,6573,6988,22730,18720,13632,10077,5933,2655,1034,88340,6836,2106,4802,3107,2097,2652,1203,314,89,23204,2915,1194,1102,958,613,571,382,125,33,7884,1208,1825,2398,1926,1380,1639,1189,535,119,12218,412,1193,1888,1558,1336,1539,2415,1312,316,11970,370,1177,2067,1642,1332,1270,1865,1036,409,11163,264,1410,2991,2376,1910,1265,1068,404,139,11824,150,1524,4173,3126,2369,1441,702,250,67,13808,91,1453,5652,4192,2997,1835,528,122,47,16916
CED227,111,364,604,729,878,1056,1529,1367,770,7406,106,477,934,918,1115,987,830,484,353,6203,63,507,958,928,1129,949,491,263,123,5412,22,352,836,774,1007,872,301,134,60,4369,3,243,689,614,849,672,234,112,62,3473,0,80,427,436,485,388,114,27,17,1962,0,23,266,302,404,314,66,31,7,1413,0,11,90,176,224,193,35,16,3,740,0,4,56,144,202,142,40,20,9,628,5,7,46,72,103,106,49,24,19,434,522,357,703,654,869,1018,986,864,571,6540,4098,3561,7630,7672,9444,9756,7842,5171,2810,57973,3251,415,760,623,771,1161,528,263,97,7876,2103,347,346,377,417,565,369,175,105,4794,793,823,1053,981,1212,1588,1480,770,263,8961,316,504,913,967,1271,1868,3594,2380,968,12781,332,664,980,1144,1455,1903,2826,2138,1084,12530,303,950,1427,1342,1654,1730,1688,940,504,10532,150,1109,1905,1568,1967,1892,1061,562,220,10428,76,905,2038,1739,2131,2046,796,282,113,10121
CED228,81,466,691,694,743,808,1222,1214,716,6644,62,525,983,889,903,728,613,351,216,5273,41,561,1218,1040,1013,744,423,185,91,5312,14,525,1470,967,967,711,279,102,60,5102,8,389,1711,1024,928,672,210,69,26,5032,0,105,1266,738,753,441,92,26,12,3425,3,27,794,690,571,371,45,13,9,2522,0,11,372,473,428,249,41,15,3,1585,0,7,412,657,503,276,37,8,6,1908,7,15,105,376,317,114,31,18,9,983,466,456,1108,832,785,752,746,651,530,6330,4726,6090,13738,11550,10931,9598,7082,4914,2396,71030,4750,1917,2604,1733,1556,1726,901,452,155,15790,2130,1132,575,520,481,563,470,279,102,6250,888,1765,1456,1212,1360,1766,1636,1122,350,11557,294,1238,1260,1089,1145,1698,2892,2366,749,12723,224,1088,1267,1076,1225,1337,2037,1804,985,11044,140,1177,1871,1375,1435,1232,1189,633,323,9374,105,1187,2489,1802,1712,1349,816,400,141,9998,54,1113,3243,2036,1978,1486,648,226,108,10887
CED229,142,606,1052,1041,1065,1014,1418,744,387,7463,126,669,1576,1626,1378,978,772,271,149,7548,77,786,1801,1693,1548,921,472,146,59,7502,35,708,2075,1640,1581,961,257,80,32,7383,13,386,1866,1615,1506,909,215,61,27,6598,0,104,1197,1060,943,556,84,21,10,3980,0,13,716,800,701,370,75,12,4,2706,0,8,266,481,459,239,38,5,3,1506,0,7,222,491,394,201,43,15,3,1382,0,7,62,166,167,89,45,26,10,557,674,463,1087,1054,1021,857,798,434,261,6642,6600,6214,16468,16139,14383,10993,7338,3085,1327,82548,6280,1237,2281,2006,1660,2045,956,269,85,16821,3099,968,751,854,583,640,410,125,47,7476,1160,1354,1711,1495,1306,1467,1361,551,122,10527,447,976,1286,1389,1347,1590,2837,1483,415,11764,439,1063,1509,1402,1465,1489,2386,1189,536,11477,373,1363,2203,2158,1883,1551,1465,560,243,11803,214,1627,3032,2719,2396,1677,1032,343,118,13154,123,1529,4211,3292,3068,2073,739,207,68,15311
CED230,147,461,883,906,1001,1215,1881,1270,743,8516,111,654,1284,1255,1300,1164,1097,469,268,7611,61,624,1315,1126,1184,961,585,262,94,6221,15,484,1260,1059,1152,806,351,142,56,5327,10,229,1039,840,918,690,220,113,54,4112,3,70,645,512,583,389,108,20,7,2331,0,17,341,357,474,327,63,15,10,1615,0,3,129,221,250,179,44,12,3,852,0,4,90,207,251,163,60,19,4,802,8,14,45,72,126,93,52,26,13,442,504,389,736,780,904,1010,1093,791,556,6772,4817,4596,10734,10256,11101,11027,9428,4972,2450,69372,4207,638,1124,1009,1123,1640,706,250,76,10771,2295,528,510,525,562,720,462,162,71,5833,867,1047,1285,1252,1230,1857,1764,838,283,10425,389,666,1111,1144,1350,1922,4108,2393,704,13787,433,775,1217,1269,1517,2008,3129,2045,1009,13405,332,1176,1764,1684,1805,1830,2078,948,389,12013,185,1285,2245,1849,1947,1790,1250,587,191,11334,79,1095,2752,2244,2318,1845,890,318,111,11648
CED231,187,1198,1531,520,485,535,637,541,296,5926,200,1316,1905,658,493,431,444,220,122,5794,119,1069,2022,678,520,401,309,121,56,5289,81,1109,2899,830,565,497,322,84,41,6433,70,896,4093,1040,714,520,291,73,29,7724,20,375,3573,1078,631,416,203,36,17,6334,17,120,2653,1155,639,442,170,38,8,5247,12,68,1445,973,507,334,106,32,7,3476,22,54,1799,1584,879,543,160,29,14,5086,13,51,512,1023,790,483,164,37,13,3092,737,1862,3489,1521,1073,880,629,423,330,10945,7116,18804,32636,13580,9309,7504,4921,2713,1383,97962,6505,11119,5509,1493,981,851,484,223,97,27263,1820,2119,1060,452,383,378,242,131,48,6634,1163,3413,2417,1072,1042,1118,692,548,191,11659,505,2410,2511,972,924,1029,1190,953,458,10952,342,2246,2799,907,885,950,1108,841,425,10497,357,2419,3631,1108,829,732,755,367,173,10365,222,1953,3877,1241,923,757,579,226,80,9849,160,2058,5526,1603,1083,904,621,191,74,12217
CED232,66,482,758,404,422,534,696,546,379,4283,61,540,1071,600,485,471,487,244,125,4075,48,627,1372,582,532,451,443,176,79,4312,27,752,2191,811,686,617,391,141,80,5704,20,547,3019,1085,863,689,380,115,68,6783,7,215,2515,1106,677,535,255,70,46,5427,3,81,1919,1202,780,577,217,54,28,4873,3,31,1116,877,642,379,163,41,34,3284,5,32,1534,1633,1133,630,231,59,34,5288,3,12,374,1374,1117,587,282,88,50,3888,332,776,2506,1375,1003,885,669,453,430,8436,3058,6986,21498,13025,9900,8023,5621,2877,1829,72820,3060,2435,2471,1264,911,873,592,212,134,11948,1095,760,478,354,311,303,227,133,58,3717,432,1177,1085,637,658,708,614,416,212,5930,200,916,1069,660,655,851,959,843,395,6546,120,912,1330,662,737,941,1204,860,539,7309,115,1019,1833,911,786,812,882,426,206,6984,78,1058,2533,1038,869,788,773,308,144,7589,52,1301,4024,1557,1185,1055,755,263,127,10319
CED233,62,342,381,483,764,675,1065,1009,600,5376,44,335,572,631,944,749,910,519,274,4984,31,364,635,638,915,737,598,312,143,4373,10,356,854,729,1022,771,427,229,78,4466,8,262,1002,742,1022,772,356,128,42,4339,0,69,751,637,728,506,195,80,34,2992,3,29,495,580,681,441,139,65,23,2455,0,6,244,365,454,319,95,25,6,1524,0,7,263,601,551,330,107,49,16,1928,6,7,75,323,348,177,95,39,17,1088,253,206,404,411,520,519,553,581,569,4010,4369,4141,7575,8812,10679,9154,7543,5014,2473,59760,4911,1417,1424,1501,1434,1794,1031,502,144,14159,2294,985,350,525,562,656,532,270,93,6273,791,1291,693,733,841,1048,1309,992,308,8009,253,803,629,657,859,1010,2037,1926,643,8812,176,658,672,701,1064,1035,1675,1573,862,8419,127,751,970,901,1313,1201,1524,1020,416,8225,68,744,1195,984,1405,1256,1132,675,239,7694,36,735,1720,1258,1725,1411,988,487,160,8513
