CED_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
CED211,14,158,4,177,3883,233,4295,68,106,4,175,4024,199,4395,2161,234,36,2436,6850,471,9760,5763,164,123,6057,3964,472,10484,3466,185,76,3731,5206,438,9377,542,613,13,1166,5987,339,7490,89,1278,10,1376,4306,331,6011,26,344,0,371,2984,321,3675,3,19,0,24,1280,222,1528,12139,3099,261,15501,38484,3028,57011,31,268,7,299,3622,191,4115,140,233,8,384,3491,176,4050,3400,495,125,4020,5891,485,10397,6752,355,412,7519,3024,427,10968,3237,469,126,3836,5788,400,10018,302,1730,20,2048,5976,351,8375,114,2151,15,2280,4605,453,7339,28,410,0,443,3878,582,4898,3,15,0,25,2332,480,2841,14015,6121,716,20846,38604,3551,63002,42,425,8,475,7506,427,8412,216,337,9,566,7513,375,8448,5567,732,158,6451,12744,957,20153,12513,519,533,13570,6990,892,21451,6709,651,200,7559,10997,840,19401,843,2342,28,3213,11957,687,15861,197,3423,31,3653,8911,783,13342,60,749,0,806,6865,907,8576,12,36,0,50
CED212,30,186,3,217,3731,388,4333,168,149,13,324,3614,293,4224,2231,262,55,2543,5242,623,8408,4969,191,147,5304,3311,614,9229,3137,288,80,3508,5672,673,9854,516,772,19,1303,6691,657,8650,69,1141,8,1215,5219,617,7055,11,260,0,272,3138,498,3910,4,11,0,19,1152,208,1374,11130,3259,317,14707,37772,4565,57044,41,321,0,361,3640,332,4341,323,335,30,688,3210,298,4199,3398,506,214,4113,4173,588,8878,5928,379,412,6717,2586,590,9900,3009,742,133,3890,6052,670,10605,244,2130,20,2391,6563,615,9569,64,2054,17,2134,5431,754,8324,27,320,0,351,3759,715,4822,5,23,0,29,1941,349,2323,13041,6807,824,20673,37359,4923,62952,71,501,3,575,7371,724,8675,485,479,39,1004,6823,595,8419,5628,762,266,6656,9417,1214,17284,10895,572,560,12025,5895,1208,19126,6149,1037,212,7397,11726,1337,20458,751,2902,39,3696,13247,1272,18222,138,3193,23,3352,10651,1375,15381,37,580,0,625,6898,1212,8734,13,38,0,55
CED213,19,159,3,179,3926,472,4577,175,123,3,297,3399,268,3965,2278,207,42,2529,3952,457,6930,4754,206,144,5104,2850,570,8521,3086,381,81,3546,5856,711,10120,492,1000,15,1509,8036,761,10306,79,1303,5,1388,7455,920,9760,22,269,0,286,4236,778,5306,13,14,0,24,1472,376,1873,10904,3671,288,14872,41177,5315,61363,36,299,0,338,3342,388,4072,388,262,18,668,2635,233,3539,3518,441,189,4148,3036,481,7675,5715,344,366,6422,2159,579,9163,3020,855,155,4028,6135,682,10851,239,2507,21,2761,7708,836,11300,95,2227,10,2334,7230,986,10547,23,289,4,316,4356,949,5618,13,21,0,37,2026,605,2671,13054,7251,755,21054,38630,5748,65436,49,463,4,516,7264,860,8643,559,384,22,967,6035,501,7498,5798,650,232,6679,6992,939,14605,10468,551,507,11530,5009,1150,17685,6106,1235,230,7574,11995,1398,20969,731,3505,33,4275,15744,1595,21612,178,3533,14,3723,14679,1914,20310,46,555,6,605,8593,1721,10923,19,35,3,62
CED214,23,139,3,166,3600,332,4102,67,154,5,222,5363,479,6068,2350,320,31,2702,11607,1187,15500,5955,215,116,6280,6144,967,13395,3232,187,70,3491,6482,769,10742,689,473,19,1178,6490,633,8309,75,708,8,795,4078,513,5385,20,204,0,228,2584,454,3272,3,18,0,19,1088,223,1332,12414,2412,250,15076,47453,5560,68087,24,204,0,234,3302,317,3854,246,250,14,513,4406,413,5335,3782,629,91,4505,9321,1065,14896,7019,480,374,7872,4465,817,13154,3068,487,168,3726,6433,704,10861,292,1382,22,1696,6232,590,8513,56,1249,13,1325,4051,572,5942,21,256,7,281,3413,525,4224,13,16,0,29,1844,357,2230,14523,4955,689,20174,43472,5359,69009,49,350,3,399,6909,645,7953,311,408,14,736,9772,899,11400,6138,942,120,7207,20927,2256,30389,12967,697,493,14155,10611,1785,26545,6300,676,239,7218,12916,1475,21606,978,1852,44,2875,12723,1224,16824,138,1957,19,2118,8135,1080,11333,45,460,4,508,5998,983,7489,17,33,0,49
CED215,21,178,3,205,3385,577,4170,205,152,8,368,3052,465,3873,2481,235,79,2795,3934,949,7679,3790,173,141,4101,2657,901,7658,2164,347,53,2568,5577,913,9057,414,981,17,1409,7931,976,10322,67,781,5,857,7319,1060,9235,16,158,0,172,3560,719,4446,10,11,0,20,1080,309,1409,9175,3018,303,12495,38492,6863,57849,42,332,0,380,3055,502,3930,468,319,18,809,2474,358,3634,3706,394,257,4359,2962,662,7982,4559,331,262,5156,2175,615,7945,1987,1022,99,3105,5825,829,9759,215,2248,17,2488,7449,929,10866,54,1149,5,1207,6703,998,8911,15,186,3,196,3744,956,4900,8,18,0,25,1646,540,2213,11057,5995,676,17730,36029,6381,60139,71,510,4,581,6441,1082,8105,671,471,31,1172,5520,816,7512,6185,635,335,7161,6893,1612,15661,8354,504,401,9257,4839,1514,15605,4152,1366,151,5669,11398,1737,18811,633,3234,32,3899,15384,1912,21189,121,1931,10,2064,14022,2054,18142,30,339,4,371,7300,1674,9345,18,25,3,49
CED216,13,170,0,184,4306,303,4796,23,110,0,135,3786,232,4153,1116,163,14,1295,5445,500,7234,5191,138,102,5436,3136,524,9094,4898,137,102,5137,5323,612,11068,870,522,20,1411,6907,500,8822,116,1298,9,1418,4588,409,6417,23,382,3,411,2567,299,3276,8,24,0,33,1499,204,1736,12261,2939,249,15455,37561,3580,56596,12,276,0,284,3877,246,4403,60,177,5,241,3491,209,3945,1971,337,41,2348,4979,459,7786,6744,296,352,7389,2536,504,10429,5162,380,213,5760,5932,605,12289,427,1560,20,2014,6999,510,9521,108,2308,22,2437,4277,485,7200,30,485,6,522,3341,440,4299,5,39,0,43,2861,478,3387,14521,5856,663,21039,38297,3930,63266,25,441,4,470,8177,553,9201,85,289,3,374,7280,443,8093,3094,497,59,3641,10432,952,15026,11939,438,452,12826,5668,1030,19527,10059,514,317,10896,11248,1215,23363,1294,2088,40,3426,13906,1006,18340,226,3603,29,3858,8865,892,13616,55,872,13,933,5911,736,7583,15,63,0,73
CED217,44,256,5,308,5669,549,6526,230,247,12,493,5421,589,6502,3948,357,58,4358,8909,1353,14625,8073,243,127,8443,5997,1220,15658,3414,336,41,3790,7245,927,11960,558,782,22,1367,7026,712,9102,101,805,8,911,4461,549,5922,17,127,3,149,1623,265,2032,7,3,0,12,392,63,462,16385,3167,272,19825,46730,6230,72792,57,417,7,485,5221,504,6207,534,457,36,1028,4756,554,6342,6987,672,200,7866,6792,1154,15811,9707,434,294,10437,4653,1057,16146,3054,903,100,4057,7442,881,12374,279,2233,33,2549,6577,700,9829,78,1219,14,1308,3971,636,5917,20,131,0,155,1839,302,2296,13,15,0,26,730,112,870,20734,6481,684,27898,41984,5902,75785,102,674,12,789,10892,1054,12732,762,708,52,1520,10179,1143,12841,10937,1030,257,12227,15704,2505,30439,17779,676,419,18875,10646,2277,31806,6471,1239,141,7841,14686,1806,24335,842,3015,54,3914,13597,1417,18932,178,2023,16,2221,8432,1187,11840,41,262,3,303,3461,562,4329,18,19,0,33
CED218,10,163,0,174,3254,258,3682,25,124,0,149,5618,424,6190,1326,263,13,1597,12932,1356,15885,4508,162,69,4736,5078,760,10572,3532,123,74,3725,4876,636,9229,658,340,8,1009,5735,482,7229,106,904,7,1012,3997,408,5422,21,367,3,386,2409,353,3150,3,14,0,23,1140,146,1305,10183,2449,176,12816,45033,4818,62669,7,212,3,224,3334,257,3811,49,248,11,306,6575,497,7375,2211,600,56,2867,12690,1369,16925,5391,401,244,6044,4045,686,10771,3658,348,154,4161,5083,545,9791,334,1025,23,1383,6172,534,8091,74,1827,17,1915,3937,458,6307,32,468,0,501,3086,486,4070,6,34,0,37,1893,338,2274,11770,5158,506,17443,46816,5162,69414,22,371,3,389,6587,512,7492,73,371,11,457,12188,922,13562,3537,863,64,4465,25628,2718,32810,9897,562,316,10779,9127,1451,21348,7198,465,232,7889,9956,1177,19024,996,1365,31,2395,11910,1019,15318,178,2733,19,2933,7931,866,11729,55,831,3,887,5493,833,7216,11,47,0,59
CED219,41,271,9,323,6026,567,6919,293,298,7,598,6281,549,7426,4644,394,80,5124,9595,1082,15799,7621,263,133,8017,6316,979,15306,3371,323,57,3754,7813,790,12359,602,801,17,1422,7577,662,9659,111,668,7,786,4411,506,5704,22,122,3,143,2032,361,2536,7,3,0,7,634,108,751,16711,3138,316,20170,50682,5604,76461,74,464,9,546,5335,485,6364,752,530,32,1317,5043,433,6790,7820,703,299,8819,7012,1022,16855,8740,407,279,9430,4418,800,14651,2975,1014,106,4091,7653,771,12521,341,2068,26,2432,6881,693,10006,79,1093,8,1182,4223,589,5999,25,166,3,192,2469,400,3060,0,18,0,18,1163,179,1356,20805,6458,766,28035,44188,5381,77600,116,741,14,872,11363,1049,13280,1047,825,45,1911,11323,984,14217,12460,1090,381,13939,16611,2104,32657,16359,670,416,17443,10730,1781,29957,6347,1336,166,7846,15465,1568,24879,941,2862,47,3850,14459,1358,19661,193,1760,20,1971,8634,1096,11702,41,289,3,333,4499,763,5595,8,22,0,28
CED220,27,151,4,173,3983,298,4452,36,133,0,180,5093,362,5635,2044,251,20,2311,8019,642,10971,5289,162,79,5530,4433,553,10513,3280,146,57,3482,5817,530,9825,635,532,16,1179,6443,457,8082,100,885,7,999,4350,441,5787,18,276,0,303,2998,383,3676,10,30,0,37,1340,221,1600,11446,2560,185,14193,42475,3878,60542,19,220,0,241,3712,259,4206,152,253,5,421,4164,277,4857,3486,367,86,3935,6420,593,10949,6586,279,234,7099,3321,514,10934,3263,416,95,3774,6136,514,10420,321,1462,30,1811,6299,443,8553,92,1618,16,1732,4483,487,6695,29,317,7,360,3729,533,4619,5,24,0,35,2054,466,2551,13966,4956,478,19398,40303,4075,63781,39,366,7,417,7695,549,8662,194,392,10,597,9262,640,10492,5531,616,104,6251,14433,1229,21917,11875,438,315,12625,7753,1061,21443,6542,557,151,7254,11948,1042,20246,954,1995,44,2988,12742,896,16631,195,2511,22,2729,8831,925,12479,51,594,11,658,6724,918,8294,16,57,0,71
CED221,27,168,0,192,3584,551,4324,171,161,7,333,3000,336,3671,2153,271,59,2482,3677,598,6764,4072,207,125,4401,2627,691,7723,2457,348,76,2883,5721,782,9389,441,909,11,1364,7992,913,10270,80,846,3,931,6766,899,8596,20,179,0,195,3217,609,4027,11,15,0,21,1092,301,1411,9427,3092,289,12805,37674,5689,56165,48,271,8,329,3178,516,4020,352,282,11,647,2266,267,3184,3287,429,201,3918,2808,539,7264,4980,328,300,5608,2189,593,8393,2253,906,110,3273,5952,726,9955,205,2128,18,2352,7500,834,10684,51,1374,6,1436,6164,911,8507,11,205,0,217,3538,719,4483,18,30,3,50,1821,474,2343,11219,5945,660,17825,35416,5587,58829,73,443,10,525,6754,1070,8349,524,439,21,982,5261,605,6854,5436,698,258,6397,6488,1140,14024,9060,533,423,10015,4814,1288,16112,4711,1246,194,6155,11674,1509,19338,651,3034,34,3712,15490,1752,20960,136,2218,9,2363,12930,1809,17106,31,383,0,414,6763,1337,8505,26,39,3,73
CED222,21,173,3,195,4248,343,4790,111,141,3,257,4580,332,5172,2426,278,38,2747,7344,700,10785,5983,191,103,6276,4719,685,11681,3501,246,74,3817,6475,672,10966,556,650,15,1217,6833,548,8604,92,938,9,1036,4391,521,5945,12,235,3,253,2400,409,3064,7,9,0,17,1008,221,1244,12699,2865,248,15818,41999,4425,62239,34,280,0,320,3944,293,4554,296,286,14,601,3785,258,4644,4015,480,144,4644,6043,634,11317,7198,380,338,7916,3662,636,12214,3106,635,133,3873,6899,572,11343,287,1816,22,2124,6363,553,9047,80,1547,11,1633,4524,585,6744,16,278,4,294,3101,566,3961,9,19,0,24,1748,448,2218,15040,5714,674,21428,40072,4538,66041,57,450,5,512,8193,635,9346,413,434,20,864,8364,587,9815,6443,761,189,7393,13387,1325,22099,13174,572,441,14190,8385,1321,23895,6605,879,207,7689,13377,1240,22302,844,2468,33,3344,13196,1105,17648,168,2481,22,2671,8915,1103,12693,29,513,7,547,5498,980,7023,12,30,0,42
CED223,11,165,4,182,3884,269,4330,49,127,3,182,3951,237,4365,1616,211,28,1855,6252,457,8564,5492,151,122,5764,3340,483,9584,3561,167,92,3817,5123,534,9478,590,716,19,1329,6742,430,8497,80,1299,4,1381,4471,387,6243,20,310,0,327,2396,314,3036,3,14,0,19,999,209,1225,11418,3162,272,14852,37163,3309,55326,15,222,4,235,3570,236,4040,101,226,3,325,3641,190,4158,2606,377,110,3088,5331,458,8872,6598,317,395,7314,2561,424,10296,3606,458,132,4199,5655,463,10312,299,1911,21,2231,6687,426,9343,63,2140,10,2214,4137,466,6818,25,360,7,386,2999,471,3863,3,29,0,32,1715,389,2142,13310,6035,676,20019,36279,3536,59838,22,387,7,414,7448,507,8365,148,353,5,509,7594,428,8520,4231,591,130,4949,11582,914,17438,12090,472,521,13075,5897,905,19883,7167,619,226,8015,10778,996,19791,891,2629,32,3560,13431,855,17847,139,3439,17,3594,8611,854,13056,39,662,6,709,5403,783,6897,10,42,0,56
CED224,12,180,0,200,4725,282,5202,23,116,3,138,5595,343,6074,1077,202,11,1289,8058,672,10014,4361,120,77,4554,3144,470,8168,4171,115,74,4360,4657,556,9578,810,406,8,1224,6109,417,7751,134,1223,9,1368,3959,342,5668,17,388,0,410,2428,269,3110,4,31,0,37,1312,150,1496,10612,2779,190,13584,39979,3508,57065,15,278,0,294,4621,271,5190,49,248,0,307,5260,308,5875,1787,445,50,2280,7416,629,10329,5851,285,224,6355,2746,478,9581,4646,313,171,5132,5364,511,11002,446,1230,21,1695,6465,446,8607,94,2179,19,2289,3869,442,6595,26,526,9,556,3107,402,4071,9,28,0,37,2512,325,2877,12922,5536,491,18947,41367,3803,64116,28,464,0,492,9345,550,10388,73,367,8,448,10855,651,11947,2863,642,65,3570,15475,1299,20340,10205,400,299,10906,5890,950,17749,8817,433,244,9496,10019,1062,20576,1259,1635,35,2925,12573,865,16356,225,3404,26,3661,7821,779,12264,46,916,9,970,5535,676,7178,13,57,0,73
CED225,11,254,6,265,5406,373,6043,114,147,0,262,4517,236,5018,2577,231,56,2865,5553,474,8894,6600,205,179,6981,3607,550,11137,3876,296,85,4257,6873,597,11731,552,857,13,1422,6989,492,8901,60,908,6,977,4185,389,5553,14,188,0,202,2031,288,2519,3,11,0,16,673,127,810,13815,3093,345,17254,39817,3532,60605,24,405,8,434,4753,333,5528,260,318,21,598,3962,244,4805,4011,443,204,4660,4351,476,9485,7969,395,428,8785,2908,493,12190,3583,755,136,4485,7050,548,12073,287,2163,23,2474,6192,460,9122,57,1474,8,1545,3876,434,5856,21,171,0,189,2268,318,2765,11,15,0,24,1048,201,1272,16222,6147,827,23190,36411,3498,63100,30,655,11,702,10158,708,11570,381,465,16,863,8480,481,9819,6589,679,257,7523,9908,944,18379,14567,600,603,15773,6516,1045,23326,7463,1054,224,8743,13918,1143,23807,837,3018,40,3889,13184,953,18023,120,2383,17,2525,8056,824,11413,29,358,3,392,4295,600,5285,19,24,0,40
CED226,33,299,3,331,6018,584,6931,247,280,7,536,6264,707,7506,6312,498,74,6888,12262,1833,20978,10522,286,160,10966,7568,1462,19997,4130,360,59,4548,8214,933,13687,650,918,33,1599,7282,666,9544,133,802,12,949,4162,519,5628,23,144,0,171,1761,309,2236,3,7,0,14,452,106,573,22056,3586,341,25990,53981,7114,87089,58,496,8,563,5479,533,6573,653,506,10,1171,5359,459,6988,10795,774,274,11843,9484,1398,22730,11452,518,378,12348,5340,1027,18720,3563,1052,134,4751,8077,802,13632,386,2249,48,2680,6758,646,10077,97,1262,11,1365,4019,543,5933,18,184,0,203,2080,370,2655,12,13,0,25,809,205,1034,27032,7050,864,34945,47409,5989,88340,91,797,6,893,11504,1112,13511,899,786,19,1710,11621,1168,14491,17115,1268,350,18728,21744,3237,43711,21981,797,539,23315,12909,2492,38714,7695,1412,192,9293,16288,1730,27320,1028,3168,73,4273,14039,1314,19623,235,2060,22,2316,8183,1064,11563,34,334,4,369,3841,678,4894,17,19,0,35
CED227,31,184,0,217,3618,566,4403,235,141,7,380,2980,365,3723,2262,256,58,2587,4153,776,7510,3592,171,127,3884,2643,631,7163,2237,308,45,2596,5639,849,9081,380,868,19,1265,7699,946,9912,74,658,3,740,6163,1011,7911,19,132,0,154,3476,737,4368,15,6,0,19,1306,337,1661,8847,2735,265,11845,37680,6207,55735,60,333,7,394,3163,542,4098,485,291,39,820,2413,327,3561,3422,420,208,4048,2934,645,7630,4373,289,275,4937,2140,588,7672,2019,884,80,2979,5694,775,9444,195,1973,11,2177,6675,906,9756,50,1067,9,1123,5740,976,7842,25,195,0,216,4009,940,5171,13,26,0,39,2212,551,2810,10633,5471,634,16738,34979,6254,57973,89,521,3,615,6776,1107,8501,720,435,45,1200,5395,693,7289,5687,680,269,6634,7092,1418,15144,7966,460,400,8824,4785,1216,14831,4255,1189,125,5572,11328,1623,18522,574,2838,32,3443,14375,1856,19671,121,1731,13,1861,11896,1990,15751,46,327,0,367,7489,1677,9536,26,33,0,61
CED228,21,139,3,167,4238,446,4852,79,156,5,246,6003,559,6803,2117,294,17,2427,10258,1206,13890,4941,178,70,5191,5061,788,11037,3310,157,35,3499,6405,759,10662,579,602,20,1201,6928,615,8743,103,978,9,1090,4655,619,6363,24,277,0,309,3063,491,3855,4,18,0,24,1189,231,1444,11180,2809,162,14143,47785,5714,67645,20,228,4,252,4046,430,4726,231,287,6,534,5144,409,6090,3723,565,74,4369,8358,1009,13738,6408,349,175,6931,3886,730,11550,3216,524,100,3843,6420,669,10931,339,1703,27,2076,6862,662,9598,93,1598,11,1703,4702,679,7082,24,311,0,336,3932,643,4914,10,21,0,29,1970,401,2396,14073,5592,399,20068,45320,5638,71030,41,369,4,420,8288,876,9577,312,451,17,778,11144,964,12891,5842,857,91,6796,18615,2217,27629,11344,526,248,12123,8947,1525,22591,6525,678,137,7337,12826,1432,21595,919,2307,51,3278,13790,1272,18337,196,2578,17,2788,9354,1301,13440,49,592,3,646,6993,1133,8770,11,36,0,50
CED229,27,276,0,301,6092,658,7046,245,201,4,451,5537,442,6426,5023,406,85,5523,8611,947,15076,8875,278,197,9346,5174,962,15484,4386,404,95,4891,7875,860,13625,639,996,25,1662,8050,791,10499,98,1056,7,1156,5224,673,7053,18,185,3,202,2232,386,2816,10,10,0,23,669,134,829,19324,3816,409,23555,49455,5859,78868,50,485,0,544,5456,602,6600,629,413,21,1059,4751,404,6214,7788,737,300,8826,6660,980,16468,10215,543,510,11267,3972,903,16139,4024,1005,149,5181,8307,892,14383,326,2664,23,3016,7243,733,10993,77,1720,14,1811,4778,751,7338,26,185,0,215,2408,464,3085,12,12,3,29,1058,239,1327,23147,7777,1023,31949,44623,5976,82548,80,760,0,841,11546,1261,13648,878,613,25,1509,10283,849,12647,12811,1150,390,14350,15265,1932,31546,19088,822,703,20618,9146,1866,31630,8414,1409,244,10070,16184,1755,28001,968,3669,47,4682,15289,1526,21491,170,2783,18,2974,9999,1421,14390,40,369,6,418,4631,857,5905,23,27,3,56
CED230,17,259,3,283,4277,621,5185,318,197,11,527,3606,348,4481,3516,312,95,3923,5140,695,9757,5252,216,174,5639,3264,651,9557,2904,415,81,3398,6171,854,10423,480,993,15,1497,7829,867,10190,94,997,6,1099,6750,905,8750,19,177,0,199,3605,649,4447,7,9,0,17,1115,282,1414,12604,3583,391,16578,41753,5880,64206,74,442,3,521,3797,491,4817,648,407,39,1094,3143,366,4596,5214,600,342,6158,3915,665,10734,6211,395,417,7023,2546,688,10256,2609,1107,129,3847,6469,783,11101,235,2493,25,2749,7369,906,11027,72,1570,11,1655,6783,992,9428,19,229,3,252,3872,847,4972,13,28,0,42,1941,467,2450,15088,7271,975,23337,39837,6203,69372,96,710,4,805,8075,1114,9998,966,601,52,1620,6747,711,9076,8730,909,441,10074,9053,1357,20488,11463,614,594,12663,5812,1340,19819,5510,1516,212,7247,12637,1645,21524,710,3491,41,4244,15196,1776,21214,165,2570,16,2745,13535,1896,18180,35,406,3,451,7476,1499,9420,19,42,0,56
CED231,13,121,0,137,4877,639,5654,35,185,6,227,13738,1623,15586,1673,501,16,2194,25979,3542,31717,3882,291,69,4246,8527,1681,14452,2324,150,60,2534,5717,1111,9355,512,337,18,866,5301,876,7040,73,576,4,648,3340,606,4596,10,154,0,168,1580,337,2090,9,9,0,18,654,182,852,8523,2327,173,11026,69720,10593,91339,20,223,0,247,6178,698,7116,137,398,7,545,16470,1788,18804,2825,1030,49,3900,25442,3293,32636,4646,501,172,5316,6834,1434,13580,2203,346,96,2644,5652,1007,9309,253,881,10,1146,5546,816,7504,45,1064,8,1120,3203,599,4921,26,218,0,242,2053,415,2713,13,19,0,33,1035,315,1383,10173,4683,338,15196,72401,10368,97962,32,347,0,384,11047,1342,12773,173,585,13,769,30210,3409,34386,4502,1529,60,6093,51421,6833,64351,8527,794,243,9559,15359,3113,28030,4529,495,155,5179,11367,2113,18666,760,1218,27,2007,10843,1685,14544,120,1642,13,1771,6539,1206,9518,36,369,0,410,3637,754,4799,20,28,0,50
CED232,10,137,3,147,2373,278,2808,57,131,3,194,5104,649,5949,1475,363,16,1848,16012,2309,20170,4043,251,76,4376,7417,1359,13157,2667,160,60,2892,5700,1048,9641,665,408,19,1088,5836,863,7781,83,860,5,956,3981,638,5575,10,204,0,214,1868,341,2424,3,14,0,22,934,184,1140,9019,2526,187,11737,49239,7665,68642,23,223,0,246,2511,310,3058,98,250,3,355,5871,762,6986,2348,779,82,3203,15897,2396,21498,4728,525,233,5483,6273,1266,13025,2666,396,125,3195,5787,920,9900,284,1158,20,1461,5790,775,8023,70,1492,8,1567,3473,578,5621,15,274,0,290,2203,387,2877,11,18,0,27,1499,301,1829,10246,5111,466,15829,49299,7695,72820,32,359,3,391,4885,587,5865,156,380,12,550,10975,1416,12933,3824,1134,93,5052,31912,4705,41667,8774,772,308,9856,13695,2627,26182,5339,560,186,6088,11486,1967,19543,942,1565,36,2547,11625,1635,15806,154,2355,16,2525,7459,1210,11193,27,476,3,507,4070,726,5306,21,29,0,49
