UCL_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
UCL214013,3,3,0,0,4,3,16,0,3,0,3,0,0,11,10,17,10,9,0,0,37,19,3,20,5,0,0,51,56,15,22,0,0,0,88,125,0,32,3,4,0,165,95,0,16,0,0,0,110,15,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,3,11,321,41,102,22,14,9,516
UCL214014,3,11,8,12,3,12,54,0,3,0,0,3,0,8,21,67,24,10,3,3,127,118,32,67,7,3,3,230,98,13,37,0,9,0,162,178,6,45,0,3,0,237,39,0,9,0,0,0,50,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,6,3,3,0,36,473,145,208,39,28,22,916
UCL214015,0,0,20,0,0,20,41,0,0,0,12,0,0,10,8,0,6,4,4,0,22,18,0,24,0,0,0,41,26,0,20,0,0,0,51,187,0,32,0,3,0,226,222,0,22,0,0,0,245,65,0,12,0,0,0,76,3,0,3,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,0,0,0,33,547,0,149,18,11,25,743
UCL214016,0,9,13,0,0,13,39,0,9,0,0,0,0,15,16,77,12,0,7,0,109,75,60,50,0,10,4,198,81,25,27,3,3,0,142,101,4,22,0,10,0,132,54,0,26,0,0,0,82,13,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,8,0,5,0,40,355,204,162,6,38,15,782
UCL214017,3,10,11,0,0,9,33,0,6,3,0,0,0,15,51,40,20,9,9,0,132,120,25,36,3,16,7,202,53,5,30,0,3,0,89,59,10,20,0,5,0,95,18,5,3,0,0,0,31,3,4,0,0,0,0,7,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,4,7,8,0,0,0,20,322,107,136,15,33,20,632
UCL214018,0,0,13,0,0,0,9,0,0,0,0,0,0,0,3,3,3,0,0,0,5,3,6,5,0,0,0,10,0,0,4,0,0,0,8,46,5,24,0,0,0,71,196,0,36,3,3,0,243,64,0,19,0,0,0,82,7,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,0,4,0,0,0,15,327,13,111,9,3,3,464
UCL214019,0,5,10,0,4,5,24,0,6,0,0,0,0,11,12,82,11,10,6,0,120,45,31,41,9,11,3,134,84,12,46,4,3,3,148,229,12,52,7,3,3,312,109,3,19,0,0,0,133,12,3,9,3,0,0,24,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,17,7,0,3,4,37,502,169,202,34,34,13,959
UCL214020,0,3,9,0,0,16,38,0,3,3,0,3,0,8,19,37,17,0,8,3,88,25,34,29,9,0,0,94,44,3,35,0,3,0,85,128,0,34,0,0,3,169,151,0,25,0,3,3,185,62,0,13,0,0,0,71,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,24,447,89,167,10,25,29,765
UCL215001,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,6,15,0,9,0,0,0,18,16,0,3,0,0,0,21,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,40,3,23,0,0,0,74
UCL215002,0,3,3,0,0,3,10,0,3,0,0,4,0,7,0,10,4,0,7,0,17,33,5,9,0,3,0,55,20,0,15,0,0,0,32,41,0,12,0,0,0,51,22,0,11,0,0,0,31,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,126,23,57,0,13,3,223
UCL215003,0,0,6,0,0,4,10,0,0,0,0,0,0,3,0,7,4,3,0,0,11,0,3,6,4,0,0,15,3,0,10,0,0,0,9,10,0,10,0,0,0,17,35,0,10,0,0,0,52,54,0,15,0,3,0,70,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,112,18,66,9,5,4,203
UCL215004,0,0,3,0,0,3,13,0,0,0,0,0,0,3,9,3,0,12,4,0,30,0,3,5,0,0,0,10,3,0,3,0,0,0,9,31,0,13,0,3,0,41,41,0,8,0,0,0,56,13,0,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,104,9,46,13,11,3,190
UCL215005,0,3,0,0,0,4,7,0,0,0,0,0,0,3,0,8,3,0,0,0,17,0,4,7,0,0,0,15,6,3,3,0,0,0,16,30,0,9,0,0,0,45,32,0,8,0,0,0,47,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,21,34,0,5,3,163
UCL215006,0,0,3,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,3,3,0,3,0,0,0,5,17,0,13,0,0,0,30,37,0,10,0,0,0,41,10,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,35,0,0,4,115
UCL215007,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,0,0,4,0,0,0,9,14,0,5,0,0,0,20,58,0,16,0,0,0,78,61,0,10,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,137,0,53,0,3,3,198
UCL215008,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,3,0,0,3,19,0,24,22,0,6,0,4,0,35,26,0,0,0,0,0,27,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,14,7,25,3,97
UCL215009,0,0,6,0,0,0,10,0,0,0,0,0,0,3,6,4,11,0,0,0,18,9,0,10,0,0,0,22,5,0,4,0,0,0,9,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,18,3,40,0,4,0,68
UCL215010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,9,4,0,0,0,0,0,4,0,0,3,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,23,0,10,0,0,0,29
UCL215011,0,0,7,0,0,0,9,0,0,0,0,0,0,0,4,0,5,0,3,0,18,8,0,8,0,0,0,16,9,0,12,0,0,0,18,8,0,9,0,0,0,19,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,37,0,49,0,6,8,100
UCL215012,0,0,5,0,0,4,10,0,0,0,0,0,0,6,11,17,9,0,0,0,42,8,5,19,0,0,0,39,14,0,12,0,0,0,29,25,0,13,0,0,0,42,63,0,10,0,0,0,79,25,0,3,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,16,152,41,82,5,8,7,295
UCL215013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,0,20,31,0,4,0,0,0,36,3,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,54,0,16,0,0,0,77
UCL215014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,10,0,4,0,0,0,15,5,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,13,0,0,0,39
UCL215015,0,3,3,0,4,0,13,0,3,0,0,0,0,0,6,18,11,0,0,0,38,18,3,14,0,0,0,37,21,3,9,0,0,0,35,26,0,10,0,4,0,46,41,0,6,0,0,0,48,17,0,5,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,136,25,71,0,10,3,243
UCL215016,3,0,9,0,0,3,14,0,0,0,6,0,0,6,3,16,11,0,0,0,31,4,9,6,0,0,0,21,21,3,8,0,0,0,31,52,3,21,0,0,0,68,107,0,16,0,0,0,128,6,0,3,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,200,33,70,7,5,5,324
UCL215017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,8,0,0,0,10,12,0,14,0,0,0,26,16,0,9,0,0,0,21,14,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,45,8,35,0,6,3,90
UCL215018,0,0,0,0,0,0,7,0,0,0,0,0,0,4,10,34,11,0,0,0,51,33,4,18,0,0,0,64,35,7,22,0,0,0,62,35,0,20,0,0,0,54,15,0,3,0,0,0,20,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,11,143,59,75,7,4,3,282
UCL215019,0,0,4,0,0,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,7,5,0,6,0,0,0,17,28,0,13,0,0,0,44,44,0,13,0,0,0,54,15,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,95,0,47,0,0,0,146
UCL215020,0,0,3,0,0,8,11,3,0,3,3,0,0,13,13,3,20,0,8,0,41,13,0,23,0,0,0,31,0,0,4,0,0,0,6,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,5,61,3,10,5,112
UCL215021,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,7,15,0,7,0,3,0,24,9,0,6,0,3,0,12,12,0,7,0,0,0,18,7,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,29,0,6,0,72
UCL215022,0,8,0,0,0,3,15,0,4,4,0,0,0,6,3,44,5,0,0,0,58,86,44,24,9,3,0,164,73,3,27,3,0,0,112,86,0,12,0,0,0,98,48,0,4,0,0,0,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,11,306,116,85,11,5,4,530
UCL215023,0,0,6,0,0,3,16,0,0,0,0,0,0,0,6,10,6,0,3,3,26,6,3,11,0,0,0,27,18,0,10,0,0,0,30,15,0,10,0,0,0,23,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,59,20,38,0,7,5,134
UCL215024,0,3,4,0,3,0,5,0,10,0,0,0,0,10,17,11,5,0,3,0,37,44,8,19,0,0,0,68,9,0,4,0,0,0,19,8,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,78,26,39,0,8,0,156
UCL215025,0,3,6,0,0,0,7,0,0,0,0,0,0,6,13,10,14,0,3,0,40,18,0,27,0,0,0,54,8,0,7,0,0,0,17,5,0,3,0,0,0,16,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,60,9,56,0,6,5,151
UCL215026,0,3,8,0,3,15,31,0,0,0,0,0,0,8,0,20,8,4,4,0,36,24,6,23,0,10,4,56,44,3,16,0,0,0,58,130,0,17,0,0,0,152,135,3,20,0,0,0,160,51,0,10,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,12,390,31,112,11,19,26,590
UCL215027,0,0,9,0,0,3,17,0,4,0,0,0,0,7,3,30,3,0,0,0,39,11,7,8,0,0,0,23,11,7,24,0,0,0,43,39,0,17,0,0,0,60,24,0,11,0,0,0,37,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,98,44,78,3,3,9,235
UCL215028,0,4,12,3,0,7,23,0,3,3,4,0,0,9,0,19,8,3,0,0,29,7,3,12,4,0,0,24,14,3,17,0,3,0,33,20,4,27,0,3,0,56,90,8,38,0,0,0,138,50,0,16,0,0,0,63,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,189,43,136,18,7,5,391
UCL215029,0,0,3,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,3,14,0,12,0,0,0,27,62,0,19,0,0,0,74,11,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,48,0,0,4,137
UCL215030,0,0,0,0,3,3,8,3,0,0,0,0,0,3,9,5,8,9,6,5,36,26,3,15,0,0,0,41,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,43,5,28,5,12,8,103
UCL215031,0,12,0,0,0,3,19,0,0,0,0,0,0,5,3,5,9,0,0,0,18,9,0,26,0,0,0,42,5,0,6,0,0,0,11,0,0,4,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,17,24,58,0,9,5,114
UCL215032,0,3,9,5,3,4,32,0,0,0,0,0,0,0,6,18,18,10,5,3,62,31,10,20,3,3,0,61,33,3,16,0,0,0,52,42,0,7,0,0,0,55,26,0,7,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,133,33,77,20,15,8,290
UCL215033,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,0,33,27,0,3,0,0,0,34,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,11,0,0,0,77
UCL215034,0,0,0,0,0,10,14,0,0,0,0,0,0,0,6,13,4,4,0,0,29,11,6,0,0,4,0,29,9,0,3,0,0,0,21,26,0,3,0,0,0,26,18,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,77,20,18,10,12,13,149
UCL215035,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,9,12,0,3,0,0,0,16,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,29,0,11,0,0,4,46
UCL215036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,18,0,0,0,0,0,18,14,0,0,0,0,0,13,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,32,0,13,0,0,3,44
UCL215037,0,0,6,0,0,7,11,3,0,0,3,0,0,8,0,3,11,0,9,0,19,17,0,19,0,0,0,34,10,0,7,0,0,0,20,22,0,7,0,0,0,34,21,0,5,0,0,0,25,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,84,4,58,3,12,7,165
UCL215038,0,0,0,0,0,0,3,0,4,0,0,0,0,4,10,3,8,0,0,0,19,36,0,13,0,0,0,54,15,0,10,0,0,0,23,31,0,8,0,0,0,38,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,11,52,0,3,0,160
UCL215039,0,0,0,0,0,0,6,0,8,0,0,0,0,5,13,4,10,9,0,0,29,19,3,13,0,0,0,40,22,0,9,0,0,0,31,6,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,62,14,46,10,3,0,130
UCL215040,0,3,3,0,3,10,26,0,5,3,0,0,0,15,20,22,24,3,3,3,75,87,15,30,0,0,3,132,32,3,16,0,0,0,48,27,3,3,0,0,0,31,8,0,0,0,0,0,16,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,3,12,179,57,81,3,12,23,355
UCL215041,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,3,3,0,0,0,10,10,3,4,3,0,0,20,46,0,8,0,0,0,56,51,0,14,0,0,0,62,10,0,3,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,123,31,41,4,0,0,200
UCL215042,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,5,0,0,0,13,6,0,3,0,0,0,9,8,0,7,0,0,0,17,23,0,13,0,3,0,33,19,0,10,0,0,0,33,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,68,13,36,0,6,3,125
UCL215043,0,4,5,7,0,9,27,0,0,3,8,0,0,11,7,19,7,3,0,0,34,22,20,16,4,3,0,64,36,0,18,0,0,0,59,92,0,20,0,0,0,117,44,0,7,0,4,0,56,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,213,49,72,25,6,10,374
