UCL_CODE_2016,M_AgriForestFish_0,M_AgriForestFish_1_15,M_AgriForestFish_16_24,M_AgriForestFish_25_34,M_AgriForestFish_35_39,M_AgriForestFish_40,M_AgriForestFish_41_48,M_AgriForestFish_49over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_15,M_Min_16_24,M_Min_25_34,M_Min_35_39,M_Min_40,M_Min_41_48,M_Min_49over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_15,M_Mnfg_16_24,M_Mnfg_25_34,M_Mnfg_35_39,M_Mnfg_40,M_Mnfg_41_48,M_Mnfg_49over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_15,M_EGW_WS_16_24,M_EGW_WS_25_34,M_EGW_WS_35_39,M_EGW_WS_40,M_EGW_WS_41_48,M_EGW_WS_49over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_15,M_Cnstn_16_24,M_Cnstn_25_34,M_Cnstn_35_39,M_Cnstn_40,M_Cnstn_41_48,M_Cnstn_49over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_15,M_WTrade_16_24,M_WTrade_25_34,M_WTrade_35_39,M_WTrade_40,M_WTrade_41_48,M_WTrade_49over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_15,M_RTrade_16_24,M_RTrade_25_34,M_RTrade_35_39,M_RTrade_40,M_RTrade_41_48,M_RTrade_49over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_15,M_AccomFoodS_16_24,M_AccomFoodS_25_34,M_AccomFoodS_35_39,M_AccomFoodS_40,M_AccomFoodS_41_48,M_AccomFoodS_49over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_15,M_TransPostWhse_16_24,M_TransPostWhse_25_34,M_TransPostWhse_35_39,M_TransPostWhse_40,M_TransPostWhse_41_48,M_TransPostWhse_49over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_15,M_InfoMedTelecom_16_24,M_InfoMedTelecom_25_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40,M_InfoMedTelecom_41_48,M_InfoMedTelecom_49over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_15,M_FinInsurS_16_24,M_FinInsurS_25_34,M_FinInsurS_35_39,M_FinInsurS_40,M_FinInsurS_41_48,M_FinInsurS_49over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_15,M_RentHirREserv_16_24,M_RentHirREserv_25_34,M_RentHirREserv_35_39,M_RentHirREserv_40,M_RentHirREserv_41_48,M_RentHirREserv_49over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_15,M_ProScieTechServ_16_24,M_ProScieTechServ_25_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40,M_ProScieTechServ_41_48,M_ProScieTechServ_49over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_15,M_AdminSupServ_16_24,M_AdminSupServ_25_34,M_AdminSupServ_35_39,M_AdminSupServ_40,M_AdminSupServ_41_48,M_AdminSupServ_49over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_15,M_PubAdmiSafety_16_24,M_PubAdmiSafety_25_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40,M_PubAdmiSafety_41_48,M_PubAdmiSafety_49over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_15,M_EducTrain_16_24,M_EducTrain_25_34,M_EducTrain_35_39,M_EducTrain_40,M_EducTrain_41_48,M_EducTrain_49over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_15,M_HealthCareSocA_16_24,M_HealthCareSocA_25_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40,M_HealthCareSocA_41_48,M_HealthCareSocA_49over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_15,M_ArtRecServ_16_24,M_ArtRecServ_25_34,M_ArtRecServ_35_39,M_ArtRecServ_40,M_ArtRecServ_41_48,M_ArtRecServ_49over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_15,M_OthServ_16_24,M_OthServ_25_34,M_OthServ_35_39,M_OthServ_40,M_OthServ_41_48,M_OthServ_49over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot
UCL215085,0,0,0,0,3,4,3,0,0,13,0,0,0,0,0,0,0,4,0,4,0,0,0,0,14,8,7,4,0,36,0,0,0,0,0,0,0,0,0,0,3,0,3,8,7,17,10,3,0,60,0,0,0,0,4,3,0,0,0,9,0,3,3,3,4,0,5,4,0,19,3,8,0,0,7,3,0,5,0,26,0,3,0,5,7,8,3,6,0,29,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,9,0,18,0,0,0,4,0,3,0,3,0,10,0,0,3,0,6,3,0,0,0,18,0,7,3,4,0,3,0,9,3,31,0,3,0,6,5,5,0,3,0,20,0,3,0,3,4,0,3,3,0,14,0,0,0,0,3,3,3,0,0,18,4,3,3,0,8,3,0,3,10,29
UCL215086,3,4,4,3,4,16,3,19,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,4,0,20,0,0,0,0,5,3,0,0,0,14,0,0,0,5,8,15,3,4,0,38,0,0,0,0,4,11,3,3,0,20,0,9,4,0,8,8,5,3,0,35,0,0,6,3,5,0,0,3,0,12,3,0,3,3,3,11,8,10,3,43,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,3,0,0,0,3,0,15,0,0,0,0,9,5,8,0,0,21,0,0,3,0,3,0,5,7,0,18,0,11,5,17,7,11,0,8,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,26,3,0,0,3,6,7,3,0,7,27
UCL215087,0,0,0,0,0,3,0,0,0,11,0,0,0,0,3,0,0,0,0,8,3,0,0,3,17,26,17,22,0,92,0,0,0,0,3,3,0,3,0,13,9,0,7,15,35,91,33,43,0,240,0,0,0,4,12,12,9,5,0,35,0,10,5,3,7,13,5,10,0,61,0,9,3,3,3,0,3,4,0,28,5,5,4,3,13,9,12,12,0,64,0,3,0,0,3,4,0,0,0,11,0,0,0,0,5,0,0,3,0,12,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,3,4,0,19,0,5,5,0,8,3,0,6,0,22,0,0,0,9,16,14,6,10,0,55,0,3,4,3,5,5,4,8,0,28,0,4,0,4,4,3,0,4,0,22,0,3,0,3,3,3,6,4,0,18,0,0,0,0,11,16,4,7,0,40,3,0,3,3,11,19,0,17,16,78
UCL215088,0,0,0,3,5,3,0,3,0,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,9,7,10,0,22,0,0,0,0,0,0,0,3,0,8,3,0,10,0,6,11,5,16,0,55,0,0,0,0,7,5,3,3,0,14,0,7,0,3,3,0,4,11,0,31,0,0,0,0,0,4,0,3,0,11,7,3,0,6,5,3,5,11,3,43,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,12,3,0,4,3,3,3,0,0,0,19,0,0,0,0,0,0,4,4,0,11,0,0,3,0,4,5,0,0,0,9,0,0,0,0,3,3,0,0,0,7,0,0,0,4,0,3,3,3,0,17,3,0,0,0,7,3,0,0,6,23
UCL215089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11,3,11,0,32,0,0,0,0,0,0,3,0,0,5,3,4,5,9,5,46,16,32,0,129,4,0,0,0,4,5,0,10,0,28,0,12,8,3,3,3,3,9,0,43,0,15,6,3,0,0,0,0,0,23,0,0,0,0,0,5,4,3,0,20,0,0,0,0,0,6,0,9,0,17,3,0,0,3,3,7,0,3,0,21,0,0,3,0,0,0,0,3,0,4,0,3,0,4,0,6,8,12,0,46,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,3,7,4,0,21,0,3,0,3,4,3,0,0,0,13,0,3,0,0,0,0,3,0,0,17,0,3,0,0,0,0,0,0,0,6,0,3,0,0,3,6,3,11,0,28,0,0,0,4,4,6,0,9,0,30
UCL215090,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,3,3,5,0,8,22,20,22,5,0,89,0,0,0,0,0,3,3,3,0,10,7,7,6,3,20,43,17,32,0,130,0,3,0,0,3,9,3,3,0,18,0,10,4,7,4,10,3,3,0,45,0,7,3,8,3,10,0,7,0,40,3,5,3,0,7,21,9,13,0,63,0,0,0,0,3,6,3,4,0,18,0,0,0,0,9,7,3,16,0,43,0,0,0,0,0,3,0,6,0,12,3,3,3,11,6,21,16,24,0,85,0,3,13,3,3,3,0,3,0,31,3,0,9,8,15,15,11,4,0,67,0,3,10,0,10,6,6,19,0,57,4,0,7,7,5,7,6,3,0,40,0,3,0,0,0,4,3,3,0,16,0,0,0,4,3,4,0,7,0,29,0,4,0,3,12,12,3,7,10,48
UCL215091,0,4,3,0,4,7,0,13,0,33,0,0,0,0,0,0,0,3,0,4,4,0,5,11,60,41,22,19,3,169,0,0,0,0,6,11,3,5,0,19,7,8,12,10,54,101,36,61,3,283,0,0,0,0,15,7,12,9,0,42,3,11,10,3,22,21,6,21,3,99,0,11,0,3,0,0,0,0,0,17,3,3,0,3,6,10,18,19,0,66,0,0,0,0,9,0,0,0,0,14,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,4,0,0,0,7,0,0,0,0,11,8,0,8,0,30,0,5,3,3,7,13,10,3,0,36,3,0,0,0,5,8,0,3,0,27,0,7,5,3,3,4,3,10,0,35,3,8,4,3,10,0,0,3,0,30,0,0,0,0,4,3,0,0,0,13,0,9,4,11,11,28,9,15,0,88,0,5,3,3,15,19,6,8,13,75
UCL215092,0,0,0,0,3,3,4,3,0,13,0,0,0,0,4,0,0,0,0,9,0,4,0,4,4,18,6,0,0,38,0,0,0,0,10,5,4,5,0,29,0,0,3,3,4,11,0,6,0,30,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,3,0,13,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,4,0,0,4,0,0,3,3,12
UCL215093,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,23,11,7,0,66,0,0,0,0,0,0,0,0,0,3,9,3,0,4,14,57,18,25,5,148,0,0,0,0,4,3,5,9,0,19,4,20,7,0,5,13,5,12,0,55,0,12,0,5,3,3,0,3,0,26,0,3,4,3,3,9,3,11,0,28,0,0,0,0,3,0,0,0,0,10,0,0,0,0,3,4,0,0,0,9,0,0,3,0,0,4,0,4,0,11,0,5,3,0,3,3,4,9,0,30,0,0,0,0,4,0,0,3,0,15,3,0,0,0,11,8,3,3,0,28,0,6,7,0,7,7,6,0,0,24,0,3,0,0,3,0,0,0,0,12,0,0,0,0,4,3,0,0,0,11,4,5,0,0,4,14,4,4,0,37,0,4,5,3,10,15,0,5,7,44
UCL215094,4,0,3,0,7,8,0,4,0,27,0,0,0,0,0,0,0,3,0,5,0,4,3,3,27,21,9,14,0,79,0,3,0,0,7,10,0,3,0,25,6,10,5,8,30,49,25,36,0,168,0,0,0,0,7,6,4,3,0,27,4,12,3,3,10,12,12,7,0,56,0,12,0,0,0,3,0,9,0,22,0,0,3,3,7,10,3,15,0,44,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,0,10,3,0,0,0,0,4,3,9,0,17,0,4,3,4,3,7,0,8,0,28,0,3,0,0,10,8,3,4,0,25,0,0,6,0,5,0,0,9,0,20,0,0,0,5,3,3,3,0,0,16,0,4,0,0,0,3,0,0,0,11,3,0,7,3,5,9,10,3,0,33,0,4,0,0,12,14,4,6,14,61
UCL215095,0,0,0,3,4,4,0,9,0,18,0,0,0,0,3,0,0,3,0,4,0,0,0,0,12,6,4,8,0,32,0,0,0,0,0,0,0,0,0,9,0,0,0,6,3,14,5,16,0,47,0,0,0,0,0,3,0,0,0,10,0,3,3,0,3,6,3,4,0,18,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,4,3,3,0,13,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,14,0,0,3,0,0,3,0,0,0,9,0,0,0,0,3,3,0,0,0,5,0,0,0,0,5,0,0,0,0,7,0,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,10,3,0,0,0,0,0,3,0,4,10
UCL215096,0,0,3,0,6,8,3,10,0,35,0,0,0,0,0,3,0,0,0,6,3,0,0,9,9,6,5,3,0,37,0,0,0,0,3,3,0,3,0,6,0,0,0,3,3,12,5,10,0,35,0,0,0,0,0,0,0,0,0,3,0,3,6,3,9,4,4,3,0,32,0,0,4,3,3,0,0,3,0,14,0,5,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,3,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,4,4,3,0,0,0,11,0,0,0,8,7,3,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,3,0,0,15,0,0,0,6,0,0,3,3,3,18
UCL215097,0,0,0,0,0,7,3,4,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,10,0,3,3,22,0,0,0,0,0,0,0,0,0,3,0,3,8,0,3,16,5,6,4,49,0,0,0,0,0,3,6,0,0,13,0,0,0,4,0,4,0,3,0,7,0,4,0,0,3,0,0,3,0,13,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,3,0,0,3,4,6,4,0,0,18,0,0,0,0,4,3,0,0,0,6,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,7,0,0,4,19
UCL221001,0,0,0,0,3,8,3,14,0,24,0,0,0,0,0,0,0,0,0,3,3,0,0,3,7,8,6,13,0,39,0,0,0,0,0,0,0,0,0,5,3,0,0,3,3,6,5,7,0,24,0,0,0,0,3,4,0,7,0,13,0,4,0,0,3,7,0,3,0,16,0,5,3,0,0,0,0,0,0,8,0,0,0,0,3,3,0,4,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,4,0,11,3,0,0,0,3,3,4,3,0,13
UCL221002,0,3,0,0,3,7,0,3,0,16,0,0,0,0,0,0,0,8,0,8,0,0,0,0,6,3,0,4,0,18,0,0,0,0,0,0,0,3,0,6,3,0,4,0,9,9,6,8,0,39,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,3,0,16,0,0,0,0,0,5,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,3,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,3,0,0,0,0,4,0,4,4,13
UCL221003,0,0,0,3,0,12,0,5,0,23,0,0,0,0,0,0,0,0,0,6,3,0,0,3,15,8,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,17,0,0,0,0,0,3,0,0,0,4,0,4,3,0,3,3,0,7,0,16,0,3,0,0,0,0,0,4,0,8,0,0,0,0,0,5,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,3,0,4,16
UCL221004,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,9,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,4,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,10,0,0,0,3,4,4,0,10,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,8,3,0,0,3,0,0,0,3,0,12
UCL221005,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,8,0,24,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8,17,3,10,4,44,0,0,0,0,0,0,0,5,0,7,0,0,0,0,3,3,0,11,0,20,0,3,0,0,0,0,0,0,0,8,3,0,0,0,0,4,0,0,0,10,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,11,0,3,0,3,0,0,0,0,0,8,0,0,0,0,3,3,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,13,0,0,0,0,3,3,0,3,3,10
UCL221006,3,0,0,0,3,12,5,14,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,8,0,19,0,0,0,0,4,3,0,9,0,12,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3
UCL221007,0,0,0,0,3,3,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,13,7,4,0,31,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,3,3,4,0,14,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5
UCL221008,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,0,8,0,0,0,0,5,0,0,4,0,13,3,0,0,3,3,3,4,8,0,24,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,5,0,0,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9
UCL221009,0,3,0,6,3,13,3,13,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,3,0,0,0,8,0,0,0,3,3,3,3,0,0,15,0,3,0,0,0,0,0,0,0,5,0,4,0,3,0,3,0,3,0,14,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,7
UCL221010,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,11,0,3,0,25,0,0,0,0,0,3,3,0,0,4,0,0,0,3,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,0,8,0,0,0,0,0,4,0,0,0,10
UCL221011,0,0,0,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9
UCL221012,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,3,14,0,33,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,4,3,0,14,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,3,3,0,13,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
UCL221013,3,3,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,8,0,24,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,3,0,3,0,5
UCL221014,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,7,7,0,46,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,3,4,9
UCL221015,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,4,0,0,4,3,0,4,3,3,13,0,7,0,35,0,0,0,0,3,3,0,0,0,7,3,3,0,0,5,3,0,0,0,14,0,5,3,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,3,0,0,0,0,6,0,0,11,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,3,0,0,12
