UCL_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
UCL215014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,0,0,3,0,10,4,0,0,3,0,4,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,0,0,3,0,16,11,0,0,7,0,3,0,0,0,0,0,30,9,0,0,3,0,0,0,0,0,0,0,12,4,0,0,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
UCL215015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,0,0,0,43,0,48,0,3,0,0,0,3,0,3,0,25,0,44,0,5,0,3,0,3,0,0,0,21,0,35,6,0,0,3,3,0,0,3,0,14,0,29,4,0,0,0,0,0,0,3,0,0,0,14,3,5,0,8,0,0,0,0,0,8,0,20,13,0,0,5,0,0,0,0,0,7,0,26,6,0,0,3,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
UCL215016,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,59,0,60,0,0,0,5,0,13,0,5,0,17,0,41,4,3,0,3,0,7,0,5,0,11,0,40,9,0,0,10,0,7,3,5,0,13,0,43,6,0,0,5,0,4,0,0,0,0,0,13,5,0,0,3,0,3,0,3,0,5,0,25,20,0,0,8,0,9,0,0,0,3,0,43,14,0,0,9,0,0,0,0,0,0,0,21,5,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
UCL215017,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,28,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,7,0,3,0,0,0,9,0,19,0,0,0,5,0,0,0,0,0,5,0,15,4,0,0,3,0,3,0,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,5,7,4,0,3,0,3,0,0,0,3,0,22,10,0,0,4,0,0,0,0,0,0,0,16,8,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
UCL215018,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,15,0,20,0,0,0,0,0,0,0,4,0,8,0,16,0,0,0,0,0,4,0,0,0,63,0,70,0,0,0,0,0,8,0,4,0,20,0,31,4,5,0,7,0,3,0,3,0,20,0,44,3,3,0,12,0,5,0,4,0,9,0,37,3,3,0,3,0,3,0,4,0,0,0,20,7,0,0,3,0,3,0,0,0,0,0,15,19,0,0,13,0,0,0,0,0,0,0,32,3,6,0,5,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0
UCL215019,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,18,3,28,3,0,0,0,0,0,0,3,0,10,0,16,0,3,0,6,0,3,0,0,0,14,0,27,3,0,0,8,0,3,0,0,0,4,0,21,0,0,0,3,0,0,0,0,0,3,0,9,3,0,0,3,0,0,0,0,0,0,0,6,6,0,0,7,0,0,0,0,0,0,0,21,0,0,0,3,4,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
UCL215020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,12,0,0,0,0,0,3,0,6,0,3,0,10,0,0,0,0,0,3,0,4,0,28,0,35,0,0,0,0,0,0,0,3,0,9,0,23,0,3,0,3,0,3,0,4,0,10,0,20,3,3,0,4,0,3,0,0,0,3,0,17,0,0,0,4,0,0,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215021,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,0,3,0,3,0,7,0,13,0,0,0,0,0,6,0,0,0,6,0,13,0,6,0,3,0,3,0,0,0,3,0,19,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,21,3,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
UCL215022,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,22,0,28,0,0,0,0,0,0,0,9,0,10,0,15,0,0,0,0,0,0,0,11,0,73,3,86,0,0,0,3,0,3,0,4,0,22,0,41,0,3,0,5,0,4,0,4,3,19,0,45,7,0,0,6,0,4,0,4,0,8,0,35,4,0,0,4,0,12,0,5,0,6,0,37,6,0,0,4,0,6,0,3,0,4,0,25,14,3,0,8,0,6,0,3,4,3,0,53,9,0,0,6,0,0,0,0,0,0,0,26,10,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,8,3,0,0,3,0,0,0,0
UCL215023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,23,0,29,0,3,0,0,0,3,0,3,0,11,0,15,0,3,0,0,0,3,0,0,0,18,0,29,0,0,0,3,0,0,0,0,0,8,0,11,0,0,0,3,0,5,0,0,0,0,0,9,7,0,0,4,0,0,0,0,0,0,0,4,7,0,0,4,0,0,0,0,0,5,0,16,5,0,0,3,0,0,0,0,0,0,0,8,3,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215024,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,20,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,4,0,46,0,54,0,3,0,0,0,3,0,5,0,22,0,38,0,3,0,8,0,0,0,0,0,12,0,27,8,7,0,3,0,3,0,3,0,15,0,34,0,0,0,4,0,0,0,0,0,3,0,10,3,0,0,3,3,0,0,0,0,0,0,11,4,3,0,9,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0
UCL215025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,26,0,33,3,3,0,0,0,0,0,4,0,7,0,15,0,0,0,0,0,3,0,0,0,8,0,13,3,0,0,3,0,3,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215026,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,7,0,12,0,0,0,0,0,0,0,6,0,37,0,42,0,0,0,0,0,0,0,3,0,20,0,27,0,3,0,0,0,0,0,11,0,118,0,137,0,3,0,5,0,4,0,11,0,45,0,73,3,7,0,8,0,9,0,5,0,49,0,83,8,12,0,15,0,5,3,3,4,21,0,61,10,0,0,9,0,0,0,0,0,4,0,33,3,3,3,9,0,0,0,3,3,12,0,33,13,0,0,12,0,9,0,0,0,12,0,49,15,0,0,3,3,0,0,0,0,3,0,26,4,4,0,3,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
UCL215027,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,14,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,3,0,0,0,3,0,43,0,50,0,3,0,0,0,3,0,8,0,27,0,42,3,0,0,3,0,3,0,0,0,26,0,39,5,0,0,13,0,0,0,3,0,7,0,27,0,0,0,4,0,4,0,0,0,3,0,17,7,0,0,3,3,0,0,0,0,3,0,15,7,0,0,3,3,4,0,0,0,3,0,24,9,0,0,3,3,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0
UCL215028,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,17,0,3,0,0,0,0,0,6,0,3,0,9,0,0,0,5,0,0,0,7,0,40,0,55,0,0,0,3,0,6,0,15,0,20,0,39,0,8,0,4,0,3,4,7,0,18,4,54,9,4,0,6,0,0,0,3,3,10,0,41,5,0,0,9,0,3,0,0,0,3,0,21,3,3,0,4,0,3,0,0,0,3,0,21,20,0,0,10,0,8,0,0,0,4,0,38,6,0,0,8,0,3,0,0,0,3,0,24,0,0,0,9,0,3,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,6,6,0,0,4,0,3,0,3
UCL215029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,3,0,3,0,3,0,6,0,19,3,0,0,7,0,3,0,0,0,0,0,11,5,0,0,3,0,3,0,0,0,0,0,14,5,4,0,4,0,0,0,0,0,0,0,12,25,0,0,4,0,4,0,0,0,0,0,37,9,0,0,9,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0
UCL215030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,12,0,0,0,0,0,0,0,5,0,3,0,11,0,0,0,0,0,0,0,0,0,40,0,44,0,0,0,0,0,3,0,0,0,9,0,14,0,0,0,3,0,4,0,0,0,14,0,23,3,0,0,4,0,3,0,3,0,7,0,21,0,0,0,3,0,0,4,0,0,0,0,8,0,0,0,0,0,3,3,0,0,4,0,10,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0
UCL215031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,24,0,32,0,0,0,0,0,3,0,5,0,14,0,21,4,0,0,3,0,0,0,3,0,12,0,23,0,0,0,0,0,5,0,0,0,7,0,19,3,0,0,4,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,11,7,0,0,10,0,0,0,3,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215032,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,4,0,18,0,25,0,0,0,0,0,0,0,5,0,8,0,15,0,0,0,0,0,0,0,3,0,47,0,54,0,0,0,3,0,3,0,15,0,15,0,38,0,8,0,6,0,6,0,3,3,18,0,43,7,0,0,4,3,0,0,4,0,10,0,33,0,0,0,11,0,3,0,0,0,4,0,22,8,4,0,8,0,4,0,0,0,5,0,32,4,0,0,5,0,7,0,0,0,3,0,16,3,0,0,0,4,0,0,0,0,3,0,14,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
UCL215033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,0,0,3,0,11,0,0,0,3,0,4,0,0,0,0,0,12,5,0,0,9,0,4,0,0,0,0,0,17,3,0,0,3,0,4,0,0,0,0,0,8,29,0,0,8,0,3,0,4,0,0,0,48,24,0,0,3,3,3,0,0,0,0,0,35,15,0,4,0,0,0,0,0,0,0,0,24,11,0,0,0,0,3,0,0,0,0,0,13,3,0,0,4,0,0,0,0
UCL215034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,34,0,35,0,3,0,0,0,0,0,3,0,15,0,20,0,3,0,0,0,0,0,4,0,4,0,10,3,0,0,3,0,0,0,0,0,4,0,15,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,4,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215035,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,14,0,15,0,0,0,0,0,0,0,3,0,5,0,10,0,0,0,0,0,3,0,0,0,8,0,13,0,0,0,3,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,3,0,14,3,0,0,3,0,0,0,0,0,0,0,10,4,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,8,0,9,0,3,0,0,0,0,0,0,0,4,0,11,4,3,0,6,0,0,0,0,0,3,0,14,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,4,0,4,0,0,0,0,0,12,7,0,0,0,0,3,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,23,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,0,0,43,3,59,0,4,0,0,0,5,0,5,0,12,0,23,3,6,0,0,0,0,0,0,0,22,0,31,3,0,0,7,0,4,0,3,0,4,0,19,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,7,0,0,0,0,0,0,0,7,9,0,0,0,4,0,0,0,0,6,0,13,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215038,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,28,0,36,0,0,0,0,0,0,0,4,0,13,0,17,0,0,0,0,0,4,0,3,0,10,0,21,3,0,0,3,0,0,0,0,0,3,0,15,0,0,0,6,0,4,0,0,0,0,0,12,4,0,0,3,0,0,0,0,0,0,0,7,5,0,0,3,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215039,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,24,0,28,0,0,0,0,0,4,0,3,0,3,0,8,0,0,0,3,0,3,0,3,0,10,0,12,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,4,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,10,5,0,0,3,4,3,0,0,0,0,0,21,4,3,0,3,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
